longname,PW Mean PM2.5 Pollution,Utility gas heating %,Electricity heating %,"Bottled, tank, or LP gas heating %","Fuel oil, kerosene, etc. heating %",Other fuel heating %,No heating %
"Tulsa Non-Community, Cherokee OTSA, USA",7.528741291051886,0.6598961556737891,0.2993194232668182,0.026818519749126562,0.0005331096952555638,0.010145281827601325,0.0032875097874093128
"Cheyenne and Arapaho District 2, Cheyenne and Arapaho OTSA, USA",6.968892821563723,0.5717373323102026,0.3411299357566837,0.07844056595461953,0.0012132920244548916,0.005440315234887634,0.0020385587191513684
"Rogers Non-Community, Cherokee OTSA, USA",7.41903116079755,0.5812569042095217,0.2975596922088737,0.08932224375663049,0.0009579150731859607,0.029435023516607317,0.0014682212351808494
"Washington Non-Community, Cherokee OTSA, USA",7.041875945266076,0.649445589245412,0.2755863016387013,0.054950446472377776,0.0018643901481699592,0.01491512118535968,0.0032381513099794
"Mayes Non-Community, Cherokee OTSA, USA",7.0790612939666975,0.3102332041222307,0.4637201602430706,0.16752099784292163,0.0007287071278942665,0.057387648691517495,0.0004092819723652307
"County District 4, Choctaw OTSA, USA",6.767256733609071,0.3278334549427189,0.5365092173556492,0.08510543297459511,0.001826316550991294,0.04607967110104328,0.0026459070750023237
"Cheyenne and Arapaho District 3, Cheyenne and Arapaho OTSA, USA",6.367094344911092,0.4589613425305258,0.4600581450972513,0.056692617788256766,0.000917792053717537,0.021762975425588253,0.0016071271046604917
"Cheyenne and Arapaho District 4, Cheyenne and Arapaho OTSA, USA",5.734301216446807,0.47000872065693106,0.37239097958045914,0.13435519390114903,0.001032199176372181,0.021502529428701705,0.000710377256386918
"County District 9, Choctaw OTSA, USA",7.008535612077766,0.18854198815840906,0.7093792722595279,0.08343451007168945,0.0,0.0134993743379815,0.0051448551723922145
"County District 11, Choctaw OTSA, USA",6.895236507069906,0.4436184011995404,0.4709439831320387,0.0485777401618123,0.0006982045919395594,0.03539672617791172,0.0007649447367573126
"Sequoyah Non-Community, Cherokee OTSA, USA",6.85568615027987,0.2653109088332832,0.6010595484475221,0.08298819678544493,0.006469371631921718,0.042932664748543174,0.0012393095532848928
"Delaware Non-Community, Cherokee OTSA, USA",6.816419747866371,0.2361690921700677,0.48814197636851075,0.15464247815054413,0.004404455263677567,0.11385259009186906,0.002789407955330998
"Cherokee Non-Community, Cherokee OTSA, USA",6.66951512748011,0.403991610992539,0.4836308408814361,0.05747110366312209,0.001255805698966177,0.050450216285512925,0.003200422478423926
"Muskogee Non-Community, Cherokee OTSA, USA",6.912732781833202,0.32051248875026056,0.5514266065735716,0.08890408357571049,0.0011818512255988435,0.035670840755136914,0.0023041291197217744
"County District 10, Choctaw OTSA, USA",6.694331256418775,0.12952511124724747,0.5544853966979236,0.23808655749122679,0.002211060836937358,0.0728165374694526,0.002875336257212045
"County District 5, Choctaw OTSA, USA",6.810544686958272,0.275079514418276,0.5167863360706634,0.1434455188161965,0.003059333334178751,0.05888113676071562,0.002748160599969699
"County District 1, Choctaw OTSA, USA",6.823165007636756,0.17594819252985508,0.6897461511467444,0.07625476599015253,0.025331062737761274,0.03254867176617749,0.00017115582930919793
"County District 12, Choctaw OTSA, USA",6.763838979483352,0.2603791648822178,0.4633110430258611,0.1791801765536169,0.0,0.0906463631763084,0.006483252361995777
"County District 8, Choctaw OTSA, USA",6.605039514309049,0.1669562195969426,0.6243919388464209,0.15288394718554568,0.012161223071577491,0.040132036136205564,0.003474635163307857
"Craig Non-Community, Cherokee OTSA, USA",6.979575448207756,0.30182612135637277,0.45585968754712713,0.11728587792877747,0.0,0.12362033169920732,0.0014079814685152084
"County District 7, Choctaw OTSA, USA",6.571897339778468,0.10486939212903598,0.498615064204675,0.28289025042061533,0.010675327342476771,0.09729832201600346,0.0056516438871935856
"County District 2, Choctaw OTSA, USA",6.835780946644627,0.09791458669957748,0.6973727942419891,0.13324492568438856,0.008023667213094953,0.05778037694964419,0.005663649211305674
"Adair Non-Community, Cherokee OTSA, USA",6.448848659675492,0.3736882406162958,0.348395687051722,0.0998253427591984,0.0017121663331162013,0.16613961115285555,0.010238952086811998
"County District 6, Choctaw OTSA, USA",6.6918659267891805,0.2339598091085297,0.47853775170395335,0.19274725231095832,0.0,0.09199897887839696,0.0027562079981616416
"Cheyenne and Arapaho District 1, Cheyenne and Arapaho OTSA, USA",6.289107109817512,0.37259060051077525,0.42505640820983076,0.15388813148394434,0.0002401543432449029,0.047724478751464836,0.0005002267007399762
"Polson District, Flathead Reservation, USA",6.643053014605529,0.01723908080059609,0.6827446454202865,0.18315542966517606,0.019518874455773768,0.0973419696581676,0.0
"County District 3, Choctaw OTSA, USA",6.484945957456334,0.16276277874782027,0.4596852866592245,0.2596815733759936,0.0013163155176844066,0.11449463737046214,0.0020594083288151227
"Nowata Non-Community, Cherokee OTSA, USA",6.971242424296008,0.4278460716194555,0.35783003741314723,0.09540352752538771,0.0016034206306787795,0.11704970603955099,0.00026723677177979634
"Tuba City Chapter, Navajo Nation Reservation and Off-Reservation Trust Land, USA",4.627602377024506,0.12556850009286147,0.15542950889768392,0.16857173383198584,0.0,0.5316768896921378,0.01875336748533095
"Shiprock Chapter, Navajo Nation Reservation and Off-Reservation Trust Land, USA",5.095844442311817,0.3467864923035502,0.1931783386676086,0.1086154895639661,0.0,0.3502194089623486,0.0012002705025264103
"Chinle Chapter, Navajo Nation Reservation and Off-Reservation Trust Land, USA",4.705564987198463,0.04850704514320234,0.2819159913057567,0.013569364571120672,0.0,0.6557437856187747,0.00026381336114551687
"Ottawa Non-Community, Cherokee OTSA, USA",7.00760639635306,0.37682287434215395,0.433443988967031,0.06778177054561257,0.0,0.12195136614520263,0.0
"Wakpamni District, Pine Ridge Reservation, USA",5.055119515296914,0.0,0.4183848797250861,0.5042955326460478,0.044673539518900365,0.03264604810996561,0.0
"Kayenta Chapter, Navajo Nation Reservation and Off-Reservation Trust Land, USA",4.571320954165774,0.02446580510973567,0.38612419572782075,0.1247235623283753,0.0,0.4646864368340684,0.0
"Ronan District, Flathead Reservation, USA",6.663029150054001,0.03199592771372852,0.6022186753905159,0.13750329872070194,0.062127560298343196,0.15865901024518683,0.0074955276315236755
"Wagoner Non-Community, Cherokee OTSA, USA",7.095537024486067,0.47610851158225603,0.37236973615363406,0.08955894561988162,0.0,0.061962806644228194,0.0
"Fort Defiance Chapter, Navajo Nation Reservation and Off-Reservation Trust Land, USA",4.258725463337581,0.3374796049311462,0.07627099495816042,0.06565877683022704,0.0,0.4643348968471337,0.056255726433332646
"St. Michaels Chapter, Navajo Nation Reservation and Off-Reservation Trust Land, USA",4.405786959821715,0.21078604332688092,0.2651020026853604,0.06840839826038303,0.0,0.4481283246603856,0.0075752310669898555
"Wolf Point District, Fort Peck Indian Reservation and Off-Reservation Trust Land, USA",4.816394426670943,0.7206989654005127,0.16592998638844725,0.10305843233979421,0.001238336908548128,0.008081174996087119,0.0009931039666105739
"Mission District, Flathead Reservation, USA",6.619142799615933,0.04341716394593093,0.4287310798588802,0.2240987415003414,0.05667431748032334,0.24019331068525954,0.006885386529264522
"Pablo District, Flathead Reservation, USA",6.63337306328298,0.025743153890751613,0.5701868904179752,0.1654277765863057,0.04029038016346158,0.19831600046152528,3.57984799806094e-05
"Antelope Segment, Rosebud Indian Reservation and Off-Reservation Trust Land, USA",4.588776289921906,0.08595183218852007,0.46022633297132665,0.3417592577578973,0.028431263115292923,0.08363131396696315,0.0
"Long Hollow District, Lake Traverse Reservation and Off-Reservation Trust Land, USA",5.144413327076528,0.010585479051709182,0.49033154409346824,0.4039142827507034,0.07347696174356809,0.01814963074966327,0.003542101610887832
"Park Hill, Cherokee OTSA, USA",6.67961857257572,0.34626697543940327,0.43760741507672873,0.09296866351460342,0.0,0.12294100758149933,0.00021593838776533028
"Shell Creek Segment, Fort Berthold Reservation, USA",4.78687454541384,0.03386641580432736,0.5333960489181561,0.40827845719661354,0.013170272812793978,0.011288805268109126,0.0
"District 3, Gila River Indian Reservation, USA",8.482416117580321,0.1446884297332125,0.8553115702667875,0.0,0.0,0.0,0.0
"Church Rock Chapter, Navajo Nation Reservation and Off-Reservation Trust Land, USA",4.722526389581591,0.22570537376363334,0.08033371879424106,0.08567930274639445,0.0,0.6082125308302097,6.90738655215907e-05
"District 4, Cheyenne River Reservation and Off-Reservation Trust Land, USA",4.689238748069962,0.002428708600860973,0.24687036731719988,0.6577969571460747,0.07392822229301395,0.018975744642850637,0.0
