longname,Fair or poor self-rated health status %,Physical health not good for two weeks in last year %,Arthritis %,Current asthma %,High blood pressure %,Cancer (excluding skin cancer) %,Chronic kidney disease %,COPD %,Coronary heart disease %,Diagnosed diabetes %,Obesity %,Stroke %,Disability %,Hearing disability %,Vision disability %,Cognitive disability %,Mobility disability %,Self-care disability %,Independent living disability %,Binge drinking among adults %,Smoking %,No leisure-time physical activity %,Sleeping less than 7 hours %,Attended doctor in last year %,Attended dentist in last year %,Cholesterol screening in last year %
"9th Circuit, USA",0.1659715233205715,0.11202973313069366,0.20888093876228864,0.09941470856821333,0.27528755458797544,0.058679532477856795,0.028475557590197997,0.055266960782126624,0.049505389721262914,0.09942971266957272,0.29658953153306,0.027543550754836204,0.27265053503865383,0.06101651893180193,0.05230397719372604,0.13555926602818413,0.11868442476221805,0.03726746229414137,0.0742202292204114,0.16417535203475347,0.12947162463347958,0.2084573044325729,0.32181882647822296,0.6381855711308463,0.628796624632588,0.8273952227491924
"11th Circuit, USA",0.18326540264807265,0.1239032482206124,0.26457778767013373,0.10423409721749549,0.3514944789695539,0.06564875420522982,0.031399563244845316,0.07357638401526606,0.061033414025651475,0.11636394561230573,0.3632218593687962,0.03319127203202076,0.30986198039728063,0.0667012353633709,0.056898469563223066,0.14742086731385343,0.15033218874349982,0.043390634414968716,0.08740131828449332,0.15998611525991316,0.17642015850526724,0.2697479040952168,0.357222241085983,0.7442403529108332,0.5823610930610331,0.842176054428564
"5th Circuit, USA",0.20332454838512007,0.12286466200728184,0.22581687999555075,0.0996701364386675,0.33501840638879216,0.05659961236206485,0.03028236617741727,0.06883614670853802,0.05555284831885319,0.11844325353750387,0.37201168267830803,0.03133405509162314,0.3195341323490898,0.06449141361236299,0.06597031431716195,0.15929711285844528,0.14743948001202406,0.047132142518376725,0.09246470794989574,0.17612357166704037,0.17266550240771206,0.2769993608116254,0.348770098776992,0.7187861149841552,0.537437028020359,0.8244033110228334
"6th Circuit, USA",0.18591905430240224,0.12812867014116464,0.285184901552062,0.1100083471194353,0.35152457048735464,0.06903348298875557,0.031219513308013428,0.08427190831000242,0.06524815877234659,0.11542814414598027,0.37670532533012857,0.03347216516080826,0.3162560253558105,0.06936907480845497,0.054156066807106246,0.15054790201135712,0.15476157349814817,0.04257666396433464,0.09043583936173841,0.16357222423232579,0.198862584189986,0.2726738934176038,0.3580503475556956,0.7587474915469518,0.6203980226523218,0.8430443364411072
"4th Circuit, USA",0.16410577869519843,0.11308956057379073,0.2605119776501497,0.10275981287266658,0.33984963442958,0.0640113246701572,0.029789893514510644,0.06842194524171977,0.05645073876262771,0.11125385100433934,0.3598185203112701,0.03143026427148008,0.2859997467380727,0.06272163571431585,0.05229935584142371,0.13558317651650628,0.13475095517253569,0.03962159099828574,0.08038631617097498,0.16170214921556134,0.16108608896593368,0.2350175733150554,0.34585249785782385,0.7619107823905119,0.6449785307442096,0.8581024793052188
"7th Circuit, USA",0.15729834021160813,0.110334870863545,0.2397960578972918,0.10240303677820017,0.3088429475212172,0.06527995173693035,0.028941132267432237,0.06555408927152732,0.055187052752881896,0.10099185205849281,0.35187423800414647,0.029726818414619525,0.28897943670670806,0.0652473244846258,0.048643337512543794,0.13631157305190725,0.13562034814027002,0.037396604158895126,0.07954023300442765,0.1829578875006796,0.1617020357061527,0.2554540493126446,0.32725010049196535,0.7528595219391698,0.6442015025672295,0.8142784047155971
"2nd Circuit, USA",0.1514091631949168,0.10539873036830988,0.2300844867773969,0.10901770927243433,0.2955294790278504,0.06375383193530187,0.029016137758394876,0.06118765519694402,0.053603071542783404,0.10408725083438225,0.3018805287490573,0.02854541570808633,0.271405476934314,0.057304300558005956,0.052576034894979605,0.12437204717187875,0.12903575806896359,0.0383898395473447,0.07922424556068011,0.16551911170991238,0.15022616654176973,0.25133815104145835,0.3398478666843795,0.765771300528683,0.6543866796811243,0.8656336151393879
"3rd Circuit, USA",0.1606223141903761,0.11318977444339293,0.2520383780144279,0.10274439311876583,0.30887769510763063,0.06878925119984618,0.029438417755871308,0.06391893129061338,0.05791325625114241,0.09910444443231901,0.32368325590352587,0.030399057867212337,0.27608657438646456,0.06275657424039718,0.04929750239235524,0.12826825766508224,0.1284759754994344,0.03645182301390955,0.07513485862844448,0.16732025244908372,0.15851345961990523,0.2516997722273276,0.3493149224449134,0.7514980196379788,0.6530124647062397,0.8590367585636733
"8th Circuit, USA",0.16154172719002582,0.11199880182770701,0.25214979321511233,0.09662436920851918,0.3217093167752785,0.06864028239671338,0.029101141438349794,0.06885114750011714,0.059461162432470946,0.10023170838237729,0.36453846721875754,0.030461847216032904,0.2874155033360667,0.07099891118988381,0.04683176213678048,0.13610029647264868,0.13094457433357098,0.037025388190902314,0.07705688820966303,0.18345277112429637,0.17710785014165395,0.2521088423939536,0.30930749705143795,0.7299819401613419,0.6354945513790866,0.8141538041964992
"10th Circuit, USA",0.16034573205082692,0.11237416521778426,0.2363534377579482,0.10692686778033705,0.298367626422851,0.062347177735894585,0.028185170503907803,0.062306411881670035,0.05333010328816559,0.09675774580496074,0.3292206287498841,0.0280973159298114,0.29039756534689987,0.06747242867780441,0.04955397154547823,0.14092516997255816,0.12638724305680243,0.036630796488436465,0.07644581020458198,0.16415455367759213,0.15351034031514493,0.22496576055020442,0.3113414243230262,0.685521520330133,0.6403311927245322,0.8041237246791345
"1st Circuit, USA",0.1445100179493436,0.10687826672535018,0.2555331283297955,0.11124525283649941,0.2980669518107233,0.06972329572402694,0.028698074369536756,0.06617324368119902,0.05626886560161259,0.09322852230650495,0.30948983606307373,0.028820805990551385,0.27613374531175183,0.06513114079397822,0.0453969447558867,0.1345554097162432,0.12363052796492202,0.03500423888554623,0.07330078595917486,0.17092752500827937,0.14780648185689516,0.23189109504691127,0.32175078546264935,0.7410075854971524,0.6818795789524457,0.8365138062421704
"DC Circuit, USA",0.13507218029876136,0.08111400082632364,0.1802116014692212,0.11123499982079005,0.28121106338608387,0.05120619905414505,0.02624556590634766,0.04396407179343747,0.037215093358110206,0.08105119998046618,0.2449733133986851,0.02863966316780162,0.22179579974351016,0.0374091054251242,0.05007773846040985,0.11298593169786608,0.10210906032690371,0.035965237021884484,0.07120070484811525,0.21997943746356777,0.11885445153180288,0.16701156140199824,0.3197507227876056,0.6925991994837283,0.6588027878573333,0.8650500939254996
