longname,"Agriculture, forestry, fishing and hunting %","Mining, quarrying, and oil and gas extraction %",Accommodation and food services %,"Arts, entertainment, and recreation %",Construction %,Educational services %,Health care and social assistance %,Finance and insurance %,Real estate and rental and leasing %,Information %,Manufacturing %,"Other services, except public administration %",Administrative and support and waste management services %,Management of companies and enterprises %,"Professional, scientific, and technical services %",Public administration %,Retail trade %,Transportation and warehousing %,Utilities %,Wholesale trade %
"AZ-03 in Maricopa County, USA",0.004991294540467581,0.0010433082803494513,0.08476444190822006,0.015869967666893258,0.11315840280616317,0.06402464732999737,0.11100976335234104,0.05756573724584228,0.01929673282925599,0.016043202982401184,0.07771687593568417,0.05250854850278195,0.08509118869419134,0.0013375048711529519,0.045634385166741225,0.03796143776587384,0.1171118776695059,0.06363134689152501,0.0068673111612557874,0.024372024399356273
"AZ-01 in Maricopa County, USA",0.002390893753964099,0.0012375886472199972,0.07643287159570301,0.027923591232079766,0.05386687263282325,0.07804521996002867,0.12980938544052173,0.09497581754918714,0.036582414135155006,0.02010517504720373,0.057180687081370675,0.04553882060483979,0.055347500170429664,0.00231111025439259,0.11728880997083191,0.028704326356776673,0.10529677406576073,0.0361276623756015,0.005511194856078308,0.025323284270031766
"AZ-04 in Maricopa County, USA",0.001986899990048917,0.0022515521411433505,0.07759088508120199,0.024996554036405688,0.06934300351292197,0.09725340942656126,0.1131140516976112,0.07865311230393439,0.021298672343699587,0.021058821549368716,0.08868503802712477,0.04315527795317604,0.05666676842436984,0.0013929767037077641,0.08051109427190717,0.0304957062619708,0.11715663938602541,0.042414265801250677,0.00858678147610397,0.02338848961146637
"AZ-08 in Maricopa County, USA",0.002065865830069774,0.0011004098551204162,0.06593101616438064,0.018496694486790338,0.0745555467781871,0.08180303493312831,0.13629859462606905,0.08621304266027921,0.025223238042917765,0.018623844776516355,0.06274567721689714,0.04521891066639797,0.05416780651738656,0.0026631052937063685,0.06700912713194343,0.041675414122209084,0.13537517090293597,0.04740709508680461,0.008473403745790843,0.02495300116246898
"OH-03 in Franklin County, USA",0.002170512047694795,0.0006200272973159857,0.07733656778881713,0.020153124926496454,0.039030754217555974,0.10125792203471246,0.16117535397578,0.08528990362842419,0.016845834365195548,0.020688438195861657,0.06777447205283148,0.037382101322483825,0.045008743341410924,0.0019754046041211295,0.08255761588406357,0.041658250153939654,0.11324886198994359,0.05595630834268718,0.007128526684937808,0.022741277145726636
"OH-11 in Cuyahoga County, USA",0.00188318804446587,0.0003821763972592501,0.07394306098282395,0.023168751735296277,0.0388259953508181,0.08230497035117913,0.20286144457652056,0.05476881290350469,0.018232977155183246,0.014416701656080786,0.11285000687891505,0.046731079805608026,0.04324650977334123,0.0014927034646575058,0.06879789190312965,0.042016291305350756,0.09975898549600837,0.04453604467378874,0.005317236831433044,0.024465170714635883
"NY-08 in Kings County, USA",0.0006645743333633406,2.374406228465266e-05,0.052728505774939295,0.023110254572039177,0.0497974267833423,0.0955300960688243,0.23472699825350476,0.04280554704169067,0.022982496149311638,0.036355166305514226,0.028714652520437357,0.0431904540635163,0.04051366845699704,0.00088149831231773,0.07370397624491824,0.04766122108583861,0.09647305829814176,0.08666753356302281,0.005368099472136254,0.01810102863785959
"NY-09 in Kings County, USA",0.0005689148233563382,0.00019670490803606875,0.05117509165029958,0.02954392810618638,0.04666075009525644,0.11610915419863226,0.2296127109506092,0.04000615509816476,0.028843211248019345,0.0389647409782988,0.02280119568667593,0.05085181337360787,0.03872900409048717,0.0013374368018236216,0.07948985759666646,0.04250844854406336,0.08411571253925071,0.07396520177423455,0.004444567654968792,0.020075399881362213
"NY-06 in Queens County, USA",0.0005053297983216823,9.389554394273236e-05,0.0977600527003613,0.018905980928280167,0.07049452866359415,0.07932899867512266,0.16929765778477787,0.05917699717463477,0.027280118154420753,0.02149762427515849,0.03585438443025939,0.07106783193668526,0.041512807944466816,0.0006013285958460269,0.0846389240471723,0.035173564834629065,0.09182436899678253,0.06922463890228353,0.003407818825823182,0.022353147787437105
"NY-12 in New York County, USA",0.00042358881776410884,0.00010938832107095116,0.02612885445377318,0.043074436002057,0.015145128528501453,0.0906266740492841,0.12458279043451147,0.16561609451906806,0.03827536147500471,0.06636755957731091,0.030999445947206532,0.036447157847828926,0.023103343085757132,0.0021792725039068116,0.21922160185853565,0.028330580759616517,0.05526248052750796,0.01450029348914683,0.0019084770910251056,0.017697470711122622
"NY-15 in Bronx County, USA",0.001385346406337658,0.0,0.08766350774492641,0.020063021765868057,0.04931931551505709,0.08321851478013056,0.2603554170626559,0.025387923170404364,0.03486343269187562,0.01661233766801646,0.0317502141701461,0.053547596883343304,0.05998197349161934,0.00039978674509546803,0.04103717231370948,0.03273395747972801,0.10394289568971397,0.07937625239957928,0.0028029400223632626,0.015558393999429567
"NY-05 in Queens County, USA",0.0006557088402184697,9.548196968120727e-05,0.05986237479298728,0.014256235776340234,0.06514987596181696,0.08592017347886835,0.2312678644878284,0.038923487384231945,0.02613830158373118,0.01891563022312759,0.027217852405339624,0.05444200373669272,0.040644189181671724,0.0005290729261668354,0.04755548910575754,0.06304858204389839,0.09565950613105637,0.10984909869460889,0.004873231142380255,0.014995840133596073
"NY-04 in Nassau County, USA",0.0017959045684871654,0.0,0.049206444334949175,0.017664374510596156,0.06475997086098824,0.13310669684759854,0.1795233654125608,0.07148236794085965,0.0228471557742294,0.024424490212491528,0.03889719507093131,0.03759320524140603,0.034918536815187584,0.0010897355868189447,0.08422673056239283,0.05393093607277075,0.09257503140326347,0.057051316998651125,0.0072317568608958995,0.027674784924921675
"NY-01 in Suffolk County, USA",0.004950313137610957,1.8025218897216543e-05,0.044156953965449545,0.019330727534859163,0.07588657571172677,0.13644426132780518,0.1529274808359503,0.06424071576092759,0.018787365652051902,0.0234359097911189,0.05493040551279661,0.03688350351457838,0.03936879116312818,0.0009733618204496933,0.09882184214780305,0.050245328086390664,0.10653112411725525,0.036613388380340055,0.00771648275712254,0.02773744356373793
"MI-13 in Wayne County, USA",0.0020808810875169305,0.0005362764531100731,0.08496067536097296,0.023265556962375686,0.04735096857389637,0.06870349630165418,0.15483499893254607,0.04074072043476275,0.015565357995425152,0.013139086484375841,0.16996121801760414,0.04430064001082235,0.05378440661659319,0.0014835911457296636,0.051857878992919194,0.03490597439967271,0.10465056299729672,0.05753472915134578,0.008196533995033594,0.022146446086346704
"MI-11 in Oakland County, USA",0.001598542041676308,0.00048004997288145224,0.0575354132808272,0.020582237792334854,0.04731909930469318,0.06945430633963746,0.1434779910729155,0.061379746195453326,0.02205393249915014,0.017556627033636838,0.18807749310678418,0.04100119817058373,0.03713182849503212,0.0020854467508153516,0.11536480378546274,0.025928169342473724,0.09556238914663696,0.026204635443455443,0.0050163025585796455,0.02218978766696985
"NV-03 in Clark County, USA",0.000822362395337572,0.001562964161081428,0.17034695466306823,0.10072511791579523,0.049988839482512606,0.06361571998208164,0.10836337126406584,0.03860876199503325,0.029153205334176053,0.018607833190415143,0.03462178004205055,0.039678474319787396,0.053412030988408035,0.0013089738051768683,0.0679648786843599,0.030076825901065096,0.10867452227856046,0.061240807682100246,0.0052932747527177195,0.015933301162206724
"NV-01 in Clark County, USA",0.0014133059677184977,0.0017365129107619307,0.15912862148281912,0.07885510258646711,0.07590470082084042,0.06609339191549099,0.08596138279892884,0.03300935289428039,0.024781307451968458,0.013030601708176515,0.042290287867218064,0.04938269323095814,0.06468618626324475,0.001178906597849629,0.05670265171177953,0.03590433696287571,0.12180516589058572,0.0637730186206305,0.006372876252459928,0.01798959606494569
"MD-08 in Montgomery County, USA",0.0013066925895665704,0.00024051847068009581,0.05517693721670967,0.021633500062200602,0.05878249607121946,0.0986548585189305,0.11998376953294126,0.04028342461458644,0.024550402869233504,0.02568782008963252,0.025984755455638848,0.07309395979237679,0.04043819605994407,0.0013951603073016623,0.18668412051592453,0.11968472140825692,0.0685273275713634,0.025141126459168578,0.0021476408153607634,0.010602571578963844
"WA-07 in King County, USA",0.003494009650818173,0.0001311940828522411,0.06810212934912704,0.025111528784201458,0.04207245662743953,0.0927313159636641,0.1243021678404018,0.033399266694260764,0.025637902796765064,0.042669869540053515,0.06472903135256551,0.04451878333491262,0.03163542728927282,0.0023636800593878774,0.1894320988545216,0.02831342606077632,0.12246699662716634,0.03501699161776501,0.004340467114029199,0.01953125636001899
"FL-10 in Orange County, USA",0.0027803865573601725,0.0006562174489350605,0.11996866977996705,0.0525222982926287,0.06654840597940465,0.07551645703298909,0.12514128786683898,0.04003127733262178,0.02733448122930213,0.01950656677721894,0.0463328667703795,0.043757103966796995,0.06941096021492682,0.0009755263225548026,0.08156978038857199,0.033371944413034434,0.11078107810000308,0.057167673950420675,0.006238934602144018,0.020388082973901128
"FL-13 in Pinellas County, USA",0.003109305459730274,6.129455207353587e-05,0.08472112599469225,0.021644680221318442,0.06212007103316983,0.06893742111971976,0.1512709442302672,0.06459456073182959,0.030267403834848806,0.017716645742453577,0.07289004531336149,0.05253337006059095,0.04704188759121577,0.002400678645131522,0.09511787080630137,0.034624300417191965,0.12343094057645246,0.034699755710773925,0.0075872101494596856,0.025230487809417793
"FL-25 in Broward County, USA",0.00305974876157391,0.0001540533455566372,0.07037782411152353,0.026655491103347816,0.06912919613775616,0.07539280167926375,0.13388791550632784,0.04647810439471046,0.031034879416671952,0.023835603171919125,0.04886127974801433,0.05026642990210662,0.05756581343346653,0.0009574930052652625,0.08618784957250976,0.04935504436698121,0.12304784316152162,0.06211882674801383,0.004806851185463157,0.03682695124800643
"FL-22 in Palm Beach County, USA",0.008661083291620348,0.0003789115730822219,0.07811868971483779,0.031883558595622925,0.09234653075149127,0.06823479871551878,0.14252166381079207,0.042293277484027926,0.03374466373966607,0.01796139069919839,0.038520617124991274,0.057144192937832704,0.07668278513815989,0.0013668884154892005,0.07816895747827539,0.03031040718626028,0.12638666142263577,0.04136316178882911,0.0070605998220854786,0.026851160309582872
"WA-09 in King County, USA",0.004659013092038545,0.00020325175783610073,0.0790090595964338,0.02382996502293872,0.06351664942954029,0.0668114320748782,0.12971205932914684,0.030743409198848812,0.022490433191134793,0.02556582291149213,0.09675120921888833,0.046562755554829874,0.04761534359932382,0.0023036508679879684,0.10718314861722371,0.030357163578716786,0.1200324431318032,0.070297037930745,0.004677060096515278,0.027679091799677834
"FL-27 in Miami-Dade County, USA",0.0024358887393216705,0.00038934160797957524,0.07454101166996008,0.0196426826430745,0.08494147208503236,0.08166572019606606,0.12604540491614316,0.05723422497943064,0.036355183066025844,0.02096097011480068,0.037716729087586456,0.06053517234240086,0.05238367593351458,0.0017253177137918434,0.10891956013946247,0.031031260712622098,0.09998389143102446,0.0678429314614187,0.005132765386741077,0.030516795773602844
"TX-18 in Harris County, USA",0.0016219808706819032,0.02364115963817654,0.07475921389400773,0.011871565397590015,0.11002390395284287,0.0806369928443632,0.10815620658429616,0.03649679721322815,0.02155560680835185,0.01258370534468272,0.09063684864605065,0.05404460941192946,0.06510659381224976,0.002370894298786762,0.06596984190394599,0.025377120019205047,0.1038413920859646,0.07108028753130655,0.008892988493943235,0.031332291248396926
