longname,Architecture and engineering occupations %,Computer and mathematical occupations %,"Life, physical, and social science occupations %","Arts, design, entertainment, sports, and media occupations %",Community and social service occupations %,"Educational instruction, and library occupations %",Legal occupations %,Health diagnosing and treating practitioners and other technical occupations %,Health technologists and technicians %,Business and financial operations occupations %,Management occupations %,Construction and extraction occupations %,"Farming, fishing, and forestry occupations %","Installation, maintenance, and repair occupations %",Material moving occupations %,Production occupations %,Transportation occupations %,Office and administrative support occupations %,Sales and related occupations %,Building and grounds cleaning and maintenance occupations %,Food preparation and serving related occupations %,Healthcare support occupations %,Personal care and service occupations %,"Firefighting and prevention, and other protective service workers including supervisors %",Law enforcement workers including supervisors %
"Creek OTSA, USA",0.02241100431707579,0.02487068078684011,0.005259268094579412,0.017462662129082946,0.02027364051675385,0.05664664123851872,0.012176303438399181,0.04608503715393774,0.02316691581332127,0.053503583385850303,0.1058804696473852,0.05227204159411232,0.002921946677788481,0.03701073473498252,0.0364029972439591,0.0685791840719071,0.031169979457950258,0.12074012313448948,0.10289759168372736,0.031680809036442686,0.0551882604630188,0.028903891159754804,0.02645627367341081,0.010551860636563824,0.007488099910147894
"Cherokee OTSA, USA",0.014014148740645134,0.01813391205780005,0.005384951729799871,0.009992095132774251,0.019106324827860666,0.05978496701402833,0.005484808676684967,0.032274898369784345,0.024625738860998447,0.039957370008535525,0.09466098028638183,0.06881401104548003,0.0077937920016341,0.04573377593701604,0.0446338571195044,0.08514272609692757,0.03953549157310802,0.11511677815917681,0.08916372749797953,0.047247538416560146,0.05487957992249073,0.035366904052123935,0.0240888906642284,0.010052584777659593,0.00901014703081718
"Lumbee SDTSA, USA",0.010438188316446334,0.01625406788989968,0.004903500601577511,0.010612043268808389,0.02200018339835966,0.07114964341084955,0.005329459016465115,0.038067321861541284,0.029223699434514836,0.032430139572627394,0.07611797281381534,0.05128724861251783,0.00609657636425039,0.03956154281770515,0.05036326004986194,0.08405776106068527,0.04180492889782982,0.11192399911960609,0.10400959319993158,0.04125027047963418,0.06406035860859287,0.036208938853659715,0.026869837763932015,0.011794369540587489,0.014185095046300621
"Chickasaw OTSA, USA",0.012923687492341499,0.01148577406733321,0.007103676646686078,0.00827151424831784,0.018578754545344005,0.061702561319887286,0.005733645733125178,0.039222314840669306,0.024556366264328066,0.03601020913552932,0.0993132348374221,0.07505334329015957,0.008879215242293919,0.04883177366331179,0.05269445956252048,0.07595624468081241,0.04574548213862196,0.11237317451452257,0.09331948477574376,0.03888949508359159,0.049219323705011676,0.029654802512407954,0.025739991269983768,0.009468569677691864,0.00927290075234306
"Choctaw OTSA, USA",0.00824827802810191,0.007249694009363428,0.004144611827086562,0.007149503568837408,0.021465353803630814,0.06819714618996453,0.004909336627714557,0.030587629163177175,0.023491373919763386,0.029260080395682855,0.0930480497331894,0.07593301959424253,0.013516373041313345,0.04454982214468239,0.04623385822135209,0.08493705095427814,0.04942339734878438,0.11345416124526086,0.0881454403994141,0.04568671683907532,0.05440132209354429,0.03668265614817081,0.028061717764107943,0.009808634475190729,0.01141477246407127
"Kiowa-Comanche-Apache-Fort Sill Apache OTSA, USA",0.012784428122916008,0.013927362732987747,0.0072293049729039655,0.013073691951666789,0.02117775992157403,0.07707865045332951,0.006027814657808695,0.03943755163458122,0.031343948500913696,0.03590088435720234,0.10185051004010753,0.056617077821365214,0.012823266357666792,0.05027836052841815,0.03501790541375993,0.06456975194846663,0.032154168836879785,0.10926923385189082,0.08272099958735167,0.03668789013460598,0.05909217510168107,0.03852202293290438,0.029012672426730418,0.013436563859227089,0.019966003853060393
"Cheyenne and Arapaho OTSA, USA",0.014626165978254042,0.02241417877101849,0.00762984649210905,0.010587461226064375,0.02379656977770035,0.05818559182011669,0.006065045355873104,0.040075496726623694,0.020133692418518166,0.04233440874121666,0.10277299381924646,0.0699981872156832,0.00983264738203903,0.042380808500559766,0.041734449277734155,0.052196798365505885,0.04135147821483593,0.13247749368214407,0.10021556726812912,0.033759194462094855,0.05243103272201465,0.02359645626959597,0.028455040249517546,0.007944012100547605,0.015005383162857001
"United Houma Nation SDTSA, USA",0.015026146396669613,0.00999178100330175,0.008546595328537375,0.010481881617738662,0.018597938191547144,0.0599552773017795,0.0065917380835222245,0.04454201480998513,0.02439468268133664,0.043412308681942326,0.0793016898628258,0.07700586835308594,0.004895320321820293,0.04766951955540729,0.04153410161845672,0.06140375898282302,0.054373466130996966,0.11287968712589612,0.11424354140416632,0.039413336316339906,0.058331685389725496,0.03362096632382095,0.017536802519563945,0.006693549021522363,0.009556342977188428
"Citizen Potawatomi Nation-Absentee Shawnee OTSA, USA",0.020092962261031924,0.026073203270051384,0.007921716580643562,0.010817079722268898,0.015425333987072342,0.05675846727239243,0.006702542446057659,0.03983880652944562,0.0282291173374434,0.04886775321195709,0.11147354366018244,0.07212126421194688,0.0023419544561947736,0.059552665977398285,0.032953762714332174,0.05547656345290642,0.04217865831046778,0.12968765375709357,0.08639348309888456,0.031311045512070444,0.0449292590336518,0.022366659865050372,0.02117023062608671,0.016224389678125048,0.011091883027244292
"Cher-O-Creek SDTSA, USA",0.015326718664024262,0.013492803728697822,0.005135688763196239,0.010467658088079257,0.01890693644990589,0.05443001208068032,0.004817291366653259,0.052344951281473526,0.03379304362367045,0.037124601316796985,0.08067742700740957,0.04328030468750851,0.006901164381204698,0.03818778837064837,0.04451172569343893,0.06726558223786473,0.04748580699624455,0.11052014703414517,0.1285483916493657,0.04169409164391357,0.06154537148167452,0.03745025718408315,0.022989534190362815,0.01179435525595181,0.011308346823005747
"Knik ANVSA, USA",0.024005164503460855,0.015134797924095129,0.010631152652001256,0.010075678965766043,0.015089327493454164,0.05803191815160303,0.004506082688215818,0.03947186500288014,0.016319413353145757,0.03183859073240586,0.1060127923728639,0.12128313592401127,0.006575738575007681,0.055264245895790924,0.02812974817724522,0.03453776684382999,0.0498742236136189,0.11922012562404398,0.08453683487520482,0.025407402426291532,0.03916914099874805,0.04522248531797837,0.02865028115228453,0.01588596762192209,0.015126119114130625
