longname,Citizen by Birth %,Citizen by Naturalization %,Non-citizen %,Born outside US %,Born in us outside state %,Born in state of residence %,Only English at Home %,Spanish at Home %,Other at Home %
"New York-Jersey City-Newark [Urban Area], NY-NJ, USA",0.6995570860885109,0.17582103782344044,0.1246218760880488,0.3004429139114892,0.1661517318387525,0.5334053542497582,0.59551159156056,0.2028405971152337,0.20164781132420626
"Los Angeles-Long Beach-Anaheim [Urban Area], CA, USA",0.6640516114366078,0.18168613423174718,0.15426225433164495,0.3359483885633921,0.14273696640600606,0.5213146450306019,0.4469633234303506,0.36858180724655304,0.18445486932309652
"Chicago [Urban Area], IL-IN, USA",0.8126789820417922,0.10013516509723429,0.08718585286097363,0.18732101795820794,0.18631149642587208,0.62636748561592,0.6897928914055689,0.18173907919593504,0.1284680293984962
"Miami-Fort Lauderdale [Urban Area], FL, USA",0.586970196155363,0.24769792670231278,0.16533187714232422,0.413029803844637,0.25768008903139505,0.32929010712396795,0.4559466798792098,0.42643597960972746,0.1176173405110627
"Houston [Urban Area], TX, USA",0.7406015470701218,0.1083689849565905,0.15102946797328753,0.25939845292987807,0.21167269127179605,0.5289288557983258,0.5697678809223748,0.3175797009195525,0.11265241815807275
"Dallas-Fort Worth-Arlington [Urban Area], TX, USA",0.7926623281323302,0.07778774692374588,0.129549924943924,0.20733767186766988,0.26115746117447247,0.5315048669578577,0.6474380867116981,0.2543923411311379,0.09816957215716388
"Philadelphia [Urban Area], PA-NJ-DE-MD, USA",0.8834164385951275,0.06575098233746057,0.05083257906741196,0.11658356140487251,0.2646170887246265,0.6187993498705009,0.8296367813951374,0.07068715508037296,0.09967606352448953
"Washington-Arlington [Urban Area], DC-VA-MD, USA",0.7376179167139575,0.14140883766144277,0.12097324562459973,0.26238208328604246,0.44797351775288297,0.28964439896107447,0.6651331768473527,0.15167403386464237,0.18319278928800492
"Atlanta [Urban Area], GA, USA",0.8398974075920865,0.07764703990658668,0.08245555250132672,0.1601025924079134,0.4038781980297367,0.4360192095623499,0.7928937920093725,0.10130981340493764,0.10579639458568983
"Boston [Urban Area], MA-NH, USA",0.7864819996628385,0.11282738487039268,0.10069061546676897,0.21351800033716165,0.2302591397905587,0.5562228598722797,0.7195785696781238,0.1021419989668764,0.17827943135499982
"Phoenix-Mesa-Scottsdale [Urban Area], AZ, USA",0.8585131626818312,0.061531691137350054,0.07995514618081871,0.1414868373181688,0.476987827482434,0.3815253351993973,0.7504841345869567,0.18387353834784817,0.06564232706519509
