longname,Poverty %,Household Income < $50k %,Household Income $50k - $100k %,Household Income > $100k %,Individual Income < $50k %,Individual Income $50k - $100k %,Individual Income > $100k %
"New York-Newark CSA, NY-NJ-CT-PA, USA",0.11961538801265062,0.31194249012134084,0.25101475967742404,0.4370427502012351,0.5737735833912663,0.2469848605513169,0.17924155605741687
"Los Angeles-Long Beach CSA, CA, USA",0.12754872613777202,0.3187752710116537,0.27973942379693867,0.40148530519140757,0.6408783872821323,0.21872348713864895,0.14039812557921885
"Chicago-Naperville CSA, IL-IN-WI, USA",0.11219023934244216,0.32620206182162714,0.2851562993712069,0.388641638807166,0.5989462185135376,0.25317858716487834,0.14787519432158408
"Washington-Baltimore-Arlington CSA, DC-MD-VA-WV-PA, USA",0.08514355428848325,0.23896960562581102,0.2593695321895636,0.5016608621846254,0.5109054615732642,0.26921366543954595,0.21988087298718992
"San Jose-San Francisco-Oakland CSA, CA, USA",0.0857971794034658,0.22526182391013036,0.2228951403203916,0.551843035769478,0.5120641064213703,0.2362438455204205,0.2516920480582091
"Boston-Worcester-Providence CSA, MA-RI-NH-CT, USA",0.0934561302205382,0.29064018457588403,0.25865941989206853,0.45070039553204755,0.564035350551547,0.2669511625762543,0.16901348687219875
"Dallas-Fort Worth CSA, TX-OK, USA",0.1104855012306928,0.3238176940732002,0.3056846503888988,0.3704976555379011,0.6126566385166347,0.251037680678334,0.13630568080503144
"Philadelphia-Reading-Camden CSA, PA-NJ-DE-MD, USA",0.11917589074277823,0.3340472912416444,0.28156169963558025,0.3843910091227753,0.6033855629472282,0.2560006439956283,0.14061379305714344
"Houston-The Woodlands CSA, TX, USA",0.13430049119098203,0.3520828002624557,0.2890477950080348,0.3588694047295095,0.6240256867513642,0.23674653497143594,0.1392277782771999
"Miami-Fort Lauderdale-Port St. Lucie CSA, FL, USA",0.13446683653453204,0.4054914190678018,0.29630675802112144,0.2982018229110767,0.6967824071233987,0.19922722078964258,0.10399037208695863
"Atlanta--Athens-Clarke County--Sandy Springs CSA, GA, USA",0.11662576149067673,0.33754577829638344,0.30412347072015355,0.358330750983463,0.628477822405782,0.24011333860645512,0.1314088389877629
"Detroit-Warren-Ann Arbor CSA, MI, USA",0.1363427337664823,0.3844338239028839,0.29610561943602604,0.3194605566610901,0.6492107097475788,0.23568487935760773,0.11510441089481346
"Seattle-Tacoma CSA, WA, USA",0.08550477472399987,0.25101614835468683,0.2832276547829779,0.4657561968623352,0.5389491874424335,0.2678900815712795,0.19316073098628705
"Minneapolis-St. Paul CSA, MN-WI, USA",0.08362178193007747,0.27736835628344214,0.300078964437807,0.4225526792787508,0.5698667856983087,0.28588079097736296,0.14425242332432836
"Denver-Aurora CSA, CO, USA",0.0850130171903881,0.26591897950355836,0.29263407780283757,0.44144694269360407,0.5537550932679339,0.2796568207318563,0.16658808600020966
"Cleveland-Akron-Canton CSA, OH, USA",0.1344373771362817,0.41828655826936356,0.30779684681551606,0.2739165949151202,0.6749607710763827,0.2361484567023851,0.08889077222123204
"Orlando-Deltona-Daytona Beach CSA, FL, USA",0.12489082761378555,0.3918860060976796,0.3251295657698641,0.2829844281324562,0.7045125628428903,0.2078353044211307,0.08765213273597898
"Portland-Vancouver-Salem CSA, OR-WA, USA",0.1068942763896643,0.3118108365397902,0.30522915108616366,0.3829600123740462,0.6116338660701204,0.25442991867390286,0.1339362152559767
"St. Louis-St. Charles-Farmington CSA, MO-IL, USA",0.10731887970417676,0.36249018324885396,0.31003320890981784,0.32747660784132815,0.6340309824635793,0.2528086211747484,0.11316039636167231
"Charlotte-Concord CSA, NC-SC, USA",0.11005585506072786,0.36266767416733753,0.3078927686642951,0.32943955716836726,0.6472961734998739,0.23124927150812974,0.12145455499199635
"Salt Lake City-Provo-Orem CSA, UT, USA",0.07976968307283847,0.26762087632607195,0.33173970564111066,0.4006394180328173,0.638212998378922,0.2462298884785399,0.11555711314253804
"Sacramento-Roseville CSA, CA, USA",0.12219150113047134,0.3121325154499835,0.2921090381391617,0.3957584464108548,0.6076566282167446,0.24565741254107523,0.14668595924218017
"Pittsburgh-New Castle-Weirton CSA, PA-OH-WV, USA",0.11016525074543664,0.39692407783142647,0.30012920700934964,0.30294671515922383,0.6550124244741437,0.24362621937220816,0.10136135615364825
"Columbus-Marion-Zanesville CSA, OH, USA",0.1272351027786639,0.36322106156426426,0.31409795324590944,0.3226809851898264,0.6400040672511115,0.2530592801849738,0.1069366525639146
"Las Vegas-Henderson CSA, NV-AZ, USA",0.13843782772280525,0.4039194917530177,0.3164898816826128,0.2795906265643695,0.6952668164599884,0.21436951435956259,0.09036366918044898
"Kansas City-Overland Park-Kansas City CSA, MO-KS, USA",0.10381463258354749,0.3501176347149399,0.31229494634808885,0.3375874189369712,0.6312343743728469,0.2576741863952079,0.11109143923194513
"Indianapolis-Carmel-Muncie CSA, IN, USA",0.1161550719055002,0.3744262677879128,0.320777158916657,0.30479657329543003,0.6569392818570152,0.24009624005668703,0.10296447808629774
"San Juan-Carolina CSA, PR, USA",0.39658386959205394,0.7690071151646611,0.16832233708424726,0.0626705477510917,0.9113320439668001,0.06749386973726157,0.021174086295938328
"Raleigh-Durham-Chapel Hill CSA, NC, USA",0.11043346196243115,0.33284926637150675,0.2912188563844406,0.3759318772440526,0.6103490415746534,0.2432848465564822,0.1463661118688644
"Cincinnati-Wilmington-Maysville CSA, OH-KY-IN, USA",0.11711644614020142,0.3618027230232324,0.3019138345061252,0.33628344247064246,0.6387149372952275,0.2485059782181829,0.11277908448658963
