longname,No internet access %,Uninsured %,Public Insurance %,Private Insurance %
"New York city, New York, USA",0.11510735227872426,0.09103886825640332,0.28501195268654805,0.6239491790570486
"Los Angeles city, California, USA",0.09160646140918582,0.14124048855715382,0.25687101898489295,0.6018884924579532
"Chicago city, Illinois, USA",0.11988142176365196,0.12766346104409368,0.1926921411125129,0.6796443978433934
"Houston city, Texas, USA",0.11816575617603009,0.3000024222342685,0.11480003633708974,0.5851975414286418
"Phoenix city, Arizona, USA",0.09978422445809522,0.18016020968251303,0.19592268291340786,0.623917107404079
"Philadelphia city, Pennsylvania, USA",0.13480066996466925,0.09249830928474909,0.28946669446959383,0.618034996245657
"San Antonio city, Texas, USA",0.11388493453072551,0.23073262098427125,0.13550804903711727,0.6337593299786115
"San Diego city, California, USA",0.048488864635721426,0.09457087515330746,0.1647888827786581,0.7406402420680345
"Dallas city, Texas, USA",0.13018720928094324,0.2886969448542738,0.10372983504208164,0.6075732201036446
"San Jose city, California, USA",0.048536771589609146,0.06601689198127465,0.16458012126061622,0.769402986758109
"Austin city, Texas, USA",0.061162893728388026,0.15324243370497367,0.0741627417727574,0.7725948245222689
"Jacksonville city, Florida, USA",0.09739175305425747,0.16243251962415917,0.15532478633545177,0.6822426940403892
"Fort Worth city, Texas, USA",0.0803823125927958,0.2358022474723345,0.09574283615777801,0.6684549163698875
"Columbus city, Ohio, USA",0.07941751490029925,0.11435444754893094,0.19571860669420657,0.6899269457568625
"Indianapolis city (balance), Indiana, USA",0.11963582435946787,0.12329259054833189,0.20087618489968379,0.6758312245519843
"Charlotte city, North Carolina, USA",0.07625014828009921,0.15944525788139566,0.09849086800155064,0.7420638741170538
"San Francisco city, California, USA",0.07063576811392877,0.0439413775796973,0.15202223384024488,0.8040363885800579
"Seattle city, Washington, USA",0.04642823716337564,0.05397491383874666,0.11543717304217932,0.8305879131190741
"Denver city, Colorado, USA",0.06052730513071012,0.11799277205015112,0.16196159154003928,0.7200456364098097
"Nashville-Davidson metropolitan government (balance), Tennessee, USA",0.07969649829956195,0.14784195815171391,0.11836859531147989,0.7337894465368062
"Washington city, District of Columbia, USA",0.09959835349501486,0.03995757462657973,0.21076857467618154,0.7492738506972387
"Oklahoma City city, Oklahoma, USA",0.09872386193819456,0.1947463610198894,0.11144119835789382,0.6938124406222168
"El Paso city, Texas, USA",0.12313761113640008,0.28802283733953116,0.12036623906489538,0.5916109235955734
"Boston city, Massachusetts, USA",0.09118180866743698,0.039613425511976975,0.22650025070693422,0.7338863237810888
"Portland city, Oregon, USA",0.05690011489671431,0.0769366915809501,0.1832371377632157,0.7398261706558342
"Las Vegas city, Nevada, USA",0.11198955959296703,0.1698986224228211,0.18803144367802832,0.6420699338991505
"Detroit city, Michigan, USA",0.19764759928874862,0.10658526883922072,0.47147128020637236,0.4219434509544068
"Memphis city, Tennessee, USA",0.18518675795822184,0.18542549673835007,0.20644007090793498,0.6081344323537149
"Baltimore city, Maryland, USA",0.15879397004012422,0.07230416517166768,0.3048797686444275,0.6228160661839047
"Milwaukee city, Wisconsin, USA",0.1689239346438163,0.12642603177331105,0.2852236184813102,0.5883503497453788
"Albuquerque city, New Mexico, USA",0.1103942176408074,0.10502755255896008,0.2719032322707425,0.6230692151702975
"Tucson city, Arizona, USA",0.09614552123304367,0.14944283156884014,0.25475343122407035,0.5958037372070895
"Fresno city, California, USA",0.1255828144257883,0.09847519325009702,0.3515519404642422,0.5499728662856608
"Sacramento city, California, USA",0.06515883651444487,0.07688928854682005,0.26069503046660053,0.6624156809865794
"Kansas City city, Missouri, USA",0.09170131698779314,0.15336337955556217,0.11670624496769523,0.7299303754767427
"Mesa city, Arizona, USA",0.06855232275217858,0.1531033784725116,0.17041021397422357,0.676486407553265
"Atlanta city, Georgia, USA",0.090250948414977,0.12706432048905061,0.11535948295199198,0.7575761965589574
"Omaha city, Nebraska, USA",0.08932081123532917,0.13080106453594378,0.11072158603288193,0.7584773494311743
"Colorado Springs city, Colorado, USA",0.05605826041135616,0.11190864971015722,0.20293380830553143,0.6851575419843112
"Raleigh city, North Carolina, USA",0.049200538670446686,0.12779699295592192,0.08879925269612476,0.7834037543479533
"Long Beach city, California, USA",0.08044309284642433,0.11347727250624956,0.24155919568802764,0.6449635318057227
"Virginia Beach city, Virginia, USA",0.05683298743428385,0.10761998629940142,0.10754202916208103,0.7848379845385176
"Miami city, Florida, USA",0.21607771268735193,0.24914099496568173,0.14065504707383963,0.6102039579604787
"Oakland city, California, USA",0.09610988396880536,0.08493001908402321,0.23116509118420392,0.6839048897317729
"Minneapolis city, Minnesota, USA",0.07752481923483844,0.07541769418942094,0.19550828125567338,0.7290740245549058
"Tulsa city, Oklahoma, USA",0.11333418672664623,0.22933525946612385,0.1355864818378745,0.6350782586960017
"Bakersfield city, California, USA",0.07138610845648499,0.11057233240608542,0.2934494420157107,0.5959782255782039
"Wichita city, Kansas, USA",0.10156161049695091,0.16797802803088518,0.1366797730725798,0.695342198896535
"Arlington city, Texas, USA",0.07502879169872138,0.246701687505014,0.08562195201365602,0.66767636048133
"Louisville/Jefferson County metro government (balance), Kentucky, USA",0.08193418993139245,0.06574552922685913,0.20047144895850907,0.7337830218146317
"Aurora city, Colorado, USA",0.061905444914075514,0.15106599014344063,0.17979110956163588,0.6691429002949234
"Tampa city, Florida, USA",0.08219326022648327,0.14769275606948415,0.151139088387307,0.7011681555432089
"New Orleans city, Louisiana, USA",0.1722440064884469,0.11250912526302204,0.2947059810975301,0.5927848936394479
"Cleveland city, Ohio, USA",0.21299043092310024,0.09762252451046387,0.412940481662257,0.4894369938272791
"Urban Honolulu CDP, Hawaii, USA",0.09561654990589603,0.055778215034513655,0.15499454953675243,0.789227235428734
"Anaheim city, California, USA",0.07562351299575074,0.14730136172256908,0.2166556506424283,0.6360429876350027
"San Juan zona urbana, Puerto Rico, USA",0.336327389795761,0.12974910884559943,0.33880272602692163,0.5314481651274789
"Lexington-Fayette urban county, Kentucky, USA",0.06409196224362841,0.08981682560664661,0.1738504390520251,0.7363327353413284
"Stockton city, California, USA",0.11837919643160923,0.09710664856818942,0.34588769419238813,0.5570056572394225
"Corpus Christi city, Texas, USA",0.11586184095454305,0.26221575881836695,0.13223382854134708,0.6055504126402859
"Henderson city, Nevada, USA",0.055800682694592825,0.08702505844677332,0.12956423335369668,0.78341070819953
"Riverside city, California, USA",0.06740532549704262,0.1251371036506943,0.22314879071373303,0.6517141056355727
"St. Paul city, Minnesota, USA",0.07413915735743266,0.07575067463990628,0.26271041173848975,0.661538913621604
"Newark city, New Jersey, USA",0.21225799269354906,0.22596001246878575,0.3137060259462568,0.4603339615849574
"Santa Ana city, California, USA",0.11115375533149736,0.19257480576090483,0.2672744965279772,0.5401506977111179
"Cincinnati city, Ohio, USA",0.10964416017167307,0.08833168183534801,0.25675511056599615,0.6549132075986559
"Irvine city, California, USA",0.022262978965402018,0.054132659680176595,0.10021080242994408,0.8456565378898793
"Orlando city, Florida, USA",0.08426728909946792,0.1837189060862272,0.11454314075955607,0.7017379531542167
"Pittsburgh city, Pennsylvania, USA",0.11805408885990121,0.06441889740823047,0.1803383735042292,0.7552427290875403
"St. Louis city, Missouri, USA",0.15831568209349578,0.13565661021500278,0.17413068911946958,0.6902127006655276
"Greensboro city, North Carolina, USA",0.12301546107301566,0.13027426181829663,0.15416446772759132,0.7155612704541121
"Jersey City city, New Jersey, USA",0.08820274266346195,0.12282269318421402,0.17606192335880008,0.7011153834569859
"Lincoln city, Nebraska, USA",0.06589019529423512,0.09291117548292599,0.0931086009807386,0.8139802235363355
"Anchorage municipality, Alaska, USA",0.05403544815945838,0.1342892012861209,0.17030494884838557,0.6954058498654936
"Plano city, Texas, USA",0.029831114812093357,0.1453233043950775,0.04109035533561267,0.8135863402693099
"Durham city, North Carolina, USA",0.07259733695827081,0.15507218287550173,0.10446327715820539,0.7404645399662929
"Buffalo city, New York, USA",0.1353677024840984,0.05345690849046542,0.4093586875466077,0.5371844039629269
"Chandler city, Arizona, USA",0.04123753791929158,0.09010264921420222,0.09877630025057865,0.8111210505352191
"Chula Vista city, California, USA",0.062067426954165415,0.10079782074085215,0.19146321891225376,0.7077389603468941
"Toledo city, Ohio, USA",0.13113254280400727,0.09347139891818987,0.328484387729224,0.578044213352586
"Madison city, Wisconsin, USA",0.05010822790987301,0.05074968542484451,0.10004442356836542,0.84920589100679
"Gilbert town, Arizona, USA",0.02233017873815847,0.07210756808232867,0.07926371987317479,0.8486287120444966
"Reno city, Nevada, USA",0.09974094403658634,0.1241367102867102,0.1357379393247184,0.7401253503885714
"Fort Wayne city, Indiana, USA",0.09692358563284939,0.11829258735362982,0.20284159902396154,0.6788658136224087
"North Las Vegas city, Nevada, USA",0.07937837315062428,0.17382003579130526,0.1901409508817411,0.6360390133269538
"St. Petersburg city, Florida, USA",0.07978147070144652,0.14314328552169972,0.1338703767632116,0.7229863377150887
"Lubbock city, Texas, USA",0.11013643182889038,0.17096069164860297,0.10622989224856637,0.7228094161028307
"Irving city, Texas, USA",0.09382901735112036,0.2465820165651149,0.0652499503768353,0.6881680330580499
"Laredo city, Texas, USA",0.19499837566849104,0.39056031786353934,0.09840842615074501,0.5110312559857155
"Winston-Salem city, North Carolina, USA",0.13669962823835596,0.17271857261454077,0.15844565136625757,0.6688357760192016
"Chesapeake city, Virginia, USA",0.05556239025645048,0.10135489809736103,0.11538315240131157,0.7832619495013274
"Glendale city, Arizona, USA",0.112226850239695,0.16435192854500916,0.23249498700248328,0.6031530844525076
"Louisville city, Kentucky, USA",0.12984981224643405,0.0820580006148123,0.30763083110667033,0.6103111682785173
"Garland city, Texas, USA",0.06432416201175142,0.3091850736476111,0.08679887683445026,0.6040160495179386
"Scottsdale city, Arizona, USA",0.04075390676341533,0.07472853521704996,0.07051675779661733,0.8547547069863326
"Arlington CDP, Virginia, USA",0.04874552625812572,0.0685808392642036,0.03276866405572589,0.8986504966800706
"Norfolk city, Virginia, USA",0.10930850701148982,0.1550996461958426,0.19840817854728424,0.6464921752568732
"Boise City city, Idaho, USA",0.07320459332635919,0.10392279374437809,0.1134767225733773,0.7826004836822446
"Fremont city, California, USA",0.039515469857562054,0.02722183021966063,0.12531405999617518,0.8474641097841643
"Spokane city, Washington, USA",0.07971271249080944,0.07557664133278562,0.2924156450765958,0.6320077135906186
"Santa Clarita city, California, USA",0.03779682367178141,0.06341089284476294,0.14158927684981898,0.794999830305418
"Baton Rouge city, Louisiana, USA",0.12418732977285177,0.13321357531751918,0.26264874596737453,0.6041376787151064
"Richmond city, Virginia, USA",0.1371469820923921,0.13005990827103234,0.18901010987689143,0.6809299818520763
"Hialeah city, Florida, USA",0.19443720634515782,0.23661625999996255,0.15367578225083592,0.6097079577492014
"San Bernardino city, California, USA",0.11923243969834903,0.1448873211978331,0.34571071991186836,0.5094019588902985
"Enterprise CDP, Nevada, USA",0.0317467371563345,0.10775371899844687,0.11366276462151849,0.7785835163800346
"Tacoma city, Washington, USA",0.07657948936994492,0.08836191084250494,0.23418067459112457,0.6774574145663704
"Modesto city, California, USA",0.07931749188061558,0.07720684551429144,0.3292311466043407,0.5935620078813678
"Spring Valley CDP, Nevada, USA",0.08608768236217426,0.14701897975283992,0.15817126137366766,0.6948097588734924
"Huntsville city, Alabama, USA",0.08908742820037167,0.13971334945376696,0.11912622112871996,0.7411604294175133
"Des Moines city, Iowa, USA",0.1131681714474784,0.08396303951191043,0.2457127248798158,0.6703242356082737
"Yonkers city, New York, USA",0.11539982208164447,0.08526824343813062,0.2615301413325635,0.6532016152293059
"Rochester city, New York, USA",0.1536351072922692,0.0596403610132794,0.3858935830509873,0.5544660559357332
"Moreno Valley city, California, USA",0.05223599831135928,0.1353082523643251,0.2769297359740659,0.587762011661609
"Fayetteville city, North Carolina, USA",0.09992519933381533,0.18641240705893436,0.23345478470660885,0.5801328082344568
"Fontana city, California, USA",0.046972527058103425,0.12741842049020025,0.23264404833001118,0.6399375311797885
"Columbus city, Georgia, USA",0.13388796167713488,0.17928141062736125,0.18409810395887935,0.6366204854137594
"Worcester city, Massachusetts, USA",0.11556087089476264,0.03690778978179249,0.32808915528891003,0.6350030549292975
"Sunrise Manor CDP, Nevada, USA",0.14816875079531328,0.21591626719096227,0.2525822363481695,0.5315014964608681
"Port St. Lucie city, Florida, USA",0.04122107961015753,0.16113952576487958,0.1452375660029358,0.6936229082321846
"Little Rock city, Arkansas, USA",0.1184807112483155,0.11484220939365405,0.19642707727173783,0.6887307133346081
"Augusta-Richmond County consolidated government (balance), Georgia, USA",0.13150177741669486,0.18152085328319958,0.19787028999968728,0.6206088567171132
"Oxnard city, California, USA",0.10254776715185464,0.23800091294848472,0.2247789686466891,0.5372201184048262
"Birmingham city, Alabama, USA",0.1695433944605072,0.17671608006967165,0.2259898159377965,0.597294103992532
"Montgomery city, Alabama, USA",0.1241243230842457,0.15830358108124462,0.19326691088426495,0.6484295080344904
"Frisco city, Texas, USA",0.017395741177788943,0.086726597025898,0.026428548322761567,0.8868448546513404
"Amarillo city, Texas, USA",0.12345562905894453,0.22335453694161667,0.11137021589696293,0.6652752471614204
"Salt Lake City city, Utah, USA",0.06384622442171767,0.1258564088484784,0.10025550407298676,0.7738880870785347
"Grand Rapids city, Michigan, USA",0.10331271193757516,0.10272838630753614,0.2252698121136847,0.6720018015787791
"Huntington Beach city, California, USA",0.05318542573768679,0.06673993492706307,0.15220287048341388,0.781057194589523
"Overland Park city, Kansas, USA",0.04064635434511598,0.07055522092652118,0.045022292769596746,0.8844224863038821
"Glendale city, California, USA",0.11531545874517857,0.09866845846900191,0.2633855513521604,0.6379459901788377
"Tallahassee city, Florida, USA",0.06709217718000107,0.11501378799914501,0.1118121499668446,0.7731740620340103
"Grand Prairie city, Texas, USA",0.08977489956297192,0.22081552780963357,0.09934311974632426,0.6798413524440422
"McKinney city, Texas, USA",0.05825840984766625,0.11569234950340429,0.04923117319673222,0.8350764772998636
"Cape Coral city, Florida, USA",0.06155734069409271,0.1814581604623987,0.1338704931863302,0.6846713463512711
"Sioux Falls city, South Dakota, USA",0.06407985907203727,0.10348390218721751,0.09572912453930386,0.8007869732734786
"Paradise CDP, Nevada, USA",0.12978696389109637,0.17923613666259394,0.2096639887429617,0.6110998745944443
"Knoxville city, Tennessee, USA",0.14965701924895333,0.13821854423744984,0.17230691128322417,0.6894745444793259
"Vancouver city, Washington, USA",0.06884189491805785,0.11669784534293219,0.21369519382754165,0.6696069608295261
"Providence city, Rhode Island, USA",0.1251777410258166,0.08170869454282652,0.3147611782358633,0.6035301272213102
"Peoria city, Arizona, USA",0.05195137240028755,0.08295374551526388,0.1454012235515418,0.7716450309331943
"Akron city, Ohio, USA",0.12366552035584266,0.10999974416651646,0.33201769940897896,0.5579825564245045
"Shreveport city, Louisiana, USA",0.19022226910099585,0.1083741258292415,0.3384995276593874,0.5531263465113712
"Mobile city, Alabama, USA",0.19497388544825664,0.16367616817714115,0.19010981936095622,0.6462140124619027
"Brownsville city, Texas, USA",0.19220006375985021,0.41358611711319676,0.13227191853476952,0.4541419643520337
"Newport News city, Virginia, USA",0.1049611353855045,0.13904226428274685,0.18552704283271226,0.6754306928845408
"Fort Lauderdale city, Florida, USA",0.09589637054032471,0.19570793060314606,0.12803834632266844,0.6762537230741855
"Chattanooga city, Tennessee, USA",0.13143861164074536,0.1586718406501997,0.16813135593519798,0.6731968034146023
"Tempe city, Arizona, USA",0.05430748305200027,0.11504481337653721,0.11921666216864098,0.7657385244548217
"Aurora city, Illinois, USA",0.09150951391838426,0.14209360975867757,0.13840267011817278,0.7195037201231497
