longname,Commute Time < 15 min % [StatCan],Commute Time 15 - 29 min % [StatCan],Commute Time 30 - 59 min % [StatCan],Commute Time > 60 min % [StatCan]
"Edmonton--Wetaskiwin (Riding), Alberta, Canada",0.2454673094810625,0.3820196939746647,0.312544623847923,0.059968372696349914
"Calgary Shepard (Riding), Alberta, Canada",0.23584270131590426,0.4740735689224404,0.24574913741462934,0.04433459234702588
"Brampton West (Riding), Ontario, Canada",0.1100075879830375,0.3184300271834991,0.4398056927566824,0.13175669207678098
"Calgary Skyview (Riding), Alberta, Canada",0.1632416344713421,0.46659727552752206,0.3084465349227098,0.06171455507842613
"Banff--Airdrie (Riding), Alberta, Canada",0.34436235259666387,0.2738235338910805,0.3254511967577619,0.05636291675449365
"Simcoe--Grey (Riding), Ontario, Canada",0.3145919518616021,0.2550770966528768,0.2696502444528017,0.16068070703271928
"Durham (Riding), Ontario, Canada",0.23896138385996343,0.31025793856663236,0.3012448426018606,0.14953583497154352
"Oakville North--Burlington (Riding), Ontario, Canada",0.2734307824591573,0.32710969168406806,0.30942144699668384,0.09003807886009091
"King--Vaughan (Riding), Ontario, Canada",0.17476595809260073,0.3424222269804588,0.38792651498562175,0.09488529994131872
"Niagara Falls (Riding), Ontario, Canada",0.40802828144600367,0.37073782643402853,0.16695176188847052,0.05428213023149725
"Calgary Rocky Ridge (Riding), Alberta, Canada",0.1703279947582544,0.4417733359370349,0.34242205270092346,0.045476616603787184
"Guelph (Riding), Ontario, Canada",0.4078909474896803,0.31717385043678603,0.2052414322741673,0.06969376979936638
"Dufferin--Caledon (Riding), Ontario, Canada",0.23025210084033615,0.2134453781512604,0.40457516339869254,0.15172735760971093
"Etobicoke--Lakeshore (Riding), Ontario, Canada",0.1815238442619381,0.3388264932798071,0.38254041972871133,0.09710924272954348
"Brantford--Brant (Riding), Ontario, Canada",0.38081987873421175,0.29990644505254827,0.24831501151729674,0.07095866469594328
"Orléans (Riding), Ontario, Canada",0.26272189789260364,0.4140437185721822,0.2693922147164724,0.053842168818741654
"London West (Riding), Ontario, Canada",0.329613513128982,0.4578329681288097,0.1683664287793552,0.04418708996285303
"Whitby (Riding), Ontario, Canada",0.2480766954669193,0.2818084980471063,0.32477216238608103,0.14534264409989336
"London North Centre (Riding), Ontario, Canada",0.3380909643258889,0.42835560417087426,0.1922478684322982,0.04130556307093853
"Milton (Riding), Ontario, Canada",0.23843195633296121,0.26398709837489126,0.3869246991688377,0.11065624612330971
"North Okanagan--Shuswap (Riding), British Columbia, Canada",0.4580234194996338,0.30221799543170375,0.17883600942493139,0.06092257564373102
"Kelowna--Lake Country (Riding), British Columbia, Canada",0.38345495392155465,0.4411600839949007,0.14465641156026238,0.03072855052328241
"Markham--Stouffville (Riding), Ontario, Canada",0.1887902878480912,0.2834965732271617,0.4088525259050845,0.11886061301966258
"Spadina--Fort York (Riding), Ontario, Canada",0.20159026702507846,0.3547505484562482,0.3591473099124845,0.08451187460618893
"Kamloops--Thompson--Cariboo (Riding), British Columbia, Canada",0.41931091202027826,0.39798916760107483,0.13139695401511067,0.0513029663635363
"Essex (Riding), Ontario, Canada",0.2876576070518084,0.44574428552910217,0.2574631638076303,0.009134943611459178
"Edmonton West (Riding), Alberta, Canada",0.23454687876236238,0.46884657911131783,0.2574894756507549,0.03911706647556476
"Nanaimo--Ladysmith (Riding), British Columbia, Canada",0.4353450040372514,0.3701026041239367,0.14452707329681008,0.05002531854200182
"Langley--Aldergrove (Riding), British Columbia, Canada",0.2448052385854806,0.34214720959797507,0.3351329284321717,0.0779146233843726
"Mirabel (Riding), Quebec, Canada",0.19972779857094244,0.3492684586594081,0.3640694113644097,0.08693433140523989
"Nepean (Riding), Ontario, Canada",0.22920027464507775,0.435584712265427,0.2869309771576668,0.04828403593182844
"Brampton South (Riding), Ontario, Canada",0.1574990770904164,0.3902652215788208,0.3480635714230808,0.10417212990768193
"Edmonton Manning (Riding), Alberta, Canada",0.20153550863723613,0.46024850995050004,0.29255480351550656,0.04566117789675724
"Coquitlam--Port Coquitlam (Riding), British Columbia, Canada",0.2242567224340828,0.2854646120179344,0.3752527243140193,0.11502594123396337
"Brampton East (Riding), Ontario, Canada",0.1332022355619954,0.3954667770647897,0.38459946180914945,0.08673152556406544
"Surrey Centre (Riding), British Columbia, Canada",0.1484972988326102,0.2882942215396391,0.41901942832773437,0.1441890513000164
"Red Deer--Lacombe (Riding), Alberta, Canada",0.41595690169214317,0.3507913181120698,0.174148119547936,0.059103660647851074
"Carleton (Riding), Ontario, Canada",0.23382851212241898,0.398153140437823,0.33031249153188846,0.0377058559078696
"Oshawa (Riding), Ontario, Canada",0.28597688114822034,0.31273445942672773,0.2613810359026331,0.13990762352241876
"West Vancouver--Sunshine Coast--Sea to Sky Country (Riding), British Columbia, Canada",0.4205520321419719,0.2909209259347113,0.2110812236643717,0.07744581825894517
"St. Albert--Edmonton (Riding), Alberta, Canada",0.2705329899072253,0.43709619637055475,0.2628846557709173,0.029486157951302713
"Cloverdale--Langley City (Riding), British Columbia, Canada",0.22707008740963258,0.348792557561279,0.3471545850143934,0.076982770014695
"Windsor West (Riding), Ontario, Canada",0.43178303289080566,0.42795661538952495,0.1189591115245432,0.021301240195126
"Calgary Centre (Riding), Alberta, Canada",0.3114375810647978,0.4681207350065436,0.18046402173621096,0.03997766219244773
"Pontiac (Riding), Quebec, Canada",0.24724758079911596,0.330721224727227,0.32455750839403563,0.09747368607962144
"Vaudreuil--Soulanges (Riding), Quebec, Canada",0.23243988364998563,0.3482016003485744,0.3459435043397423,0.07341501166169777
"Calgary Midnapore (Riding), Alberta, Canada",0.22074525785818055,0.44526155487428054,0.2855827694185542,0.04841041784898465
"Esquimalt--Saanich--Sooke (Riding), British Columbia, Canada",0.31392015535440015,0.41954746745617183,0.22698494134583214,0.03954743584359586
"Markham--Unionville (Riding), Ontario, Canada",0.16543047796288976,0.369574630365325,0.36180560010191626,0.10318929156986906
"Wellington--Halton Hills (Riding), Ontario, Canada",0.2842229875161426,0.26915626345243215,0.34933275936289304,0.09728798966853215
"Mississauga Centre (Riding), Ontario, Canada",0.17430175843600396,0.400541909329747,0.3288621132897171,0.09629421894453208
"Waterloo (Riding), Ontario, Canada",0.37264581694260446,0.4201410598387234,0.15607338765704917,0.0511397355616229
"Newmarket--Aurora (Riding), Ontario, Canada",0.29110970810193476,0.2339305134778259,0.3580123561016174,0.11694742231862179
"London--Fanshawe (Riding), Ontario, Canada",0.37689307293293534,0.41408956717198414,0.16902790332967102,0.039989456565409455
"Vancouver Centre (Riding), British Columbia, Canada",0.25360830021853964,0.39819711525892654,0.29766123653286275,0.05053334798967105
"Ajax (Riding), Ontario, Canada",0.21719914130572066,0.262028033842657,0.3703750473544637,0.15039777749715869
"Elgin--Middlesex--London (Riding), Ontario, Canada",0.37314773251518263,0.3366835709068224,0.2466609736475411,0.04350772293045372
"Ottawa Centre (Riding), Ontario, Canada",0.33952953001570196,0.4512108534412508,0.17624878882885836,0.033010827714189055
"Sherwood Park--Fort Saskatchewan (Riding), Alberta, Canada",0.2947924068622474,0.37894629986803374,0.29854837072378443,0.027712922545934472
"Kingston and the Islands (Riding), Ontario, Canada",0.4409630378265103,0.41601950925168324,0.11709099709674646,0.025926455825059765
"Edmonton Mill Woods (Riding), Alberta, Canada",0.22179739911891602,0.44833024356197243,0.27998101160535016,0.049891345713761415
"Flamborough--Glanbrook (Riding), Ontario, Canada",0.22090313501672554,0.3891627116265936,0.30714357889853744,0.08279057445814343
"Peterborough--Kawartha (Riding), Ontario, Canada",0.427022854765157,0.29573463115541504,0.19550006269798823,0.08174245138143975
"Burlington (Riding), Ontario, Canada",0.33206006322444714,0.35273972602739706,0.244599578503688,0.07060063224446793
"Beloeil--Chambly (Riding), Quebec, Canada",0.2524473450014832,0.3253238406012063,0.35765845940868213,0.06457035498862851
"New Westminster--Burnaby (Riding), British Columbia, Canada",0.15896332851301032,0.33888473160441823,0.41571239642420027,0.08643954345837124
"Brampton North (Riding), Ontario, Canada",0.14458444228705625,0.38345124409066356,0.3682085408173405,0.10375577280493967
"Ottawa South (Riding), Ontario, Canada",0.29215094348223525,0.4526778607040108,0.21714492461136037,0.03802627120239364
"Fleetwood--Port Kells (Riding), British Columbia, Canada",0.1627299429841416,0.3600395329269622,0.3777697580429934,0.09946076604590266
"Sturgeon River--Parkland (Riding), Alberta, Canada",0.26117950508871446,0.3048657334045902,0.3720035692134268,0.06195119229326865
"Oxford (Riding), Ontario, Canada",0.4119352861878067,0.2768676221552207,0.2607703993681862,0.05042669228878638
"Courtenay--Alberni (Riding), British Columbia, Canada",0.5233325305355043,0.2847699741084591,0.1370061431741443,0.054891352181892374
"York--Simcoe (Riding), Ontario, Canada",0.2051475697261886,0.24327145262993982,0.3862222279272764,0.16535874971659503
"Cowichan--Malahat--Langford (Riding), British Columbia, Canada",0.3429405487760384,0.3479397249512395,0.2511701187061475,0.05794960756657456
"Edmonton Riverbend (Riding), Alberta, Canada",0.1852964616551238,0.4983304862606638,0.27856526026051914,0.03780779182369324
"Calgary Confederation (Riding), Alberta, Canada",0.28772786756356533,0.48945144927004214,0.18759327976319407,0.03522740340319835
"Lethbridge (Riding), Alberta, Canada",0.5013732072017094,0.37513986369646996,0.09419184213203109,0.02929508696978942
"Laurentides--Labelle (Riding), Quebec, Canada",0.38213058419243984,0.30859106529209623,0.2177548682703323,0.09152348224513175
"South Okanagan--West Kootenay (Riding), British Columbia, Canada",0.5455879417916727,0.27946323420163116,0.13716372595268977,0.037785098054006525
"Mississauga--Erin Mills (Riding), Ontario, Canada",0.19107534747622512,0.3770299926847112,0.33138258961228967,0.10051207022677398
"Victoria (Riding), British Columbia, Canada",0.37993965307077215,0.4393178481068675,0.16130117038218644,0.019441328440173863
"Portneuf--Jacques-Cartier (Riding), Quebec, Canada",0.2940389169154742,0.35581179862040513,0.3228662617111093,0.027283022753011428
"Louis-Saint-Laurent (Riding), Quebec, Canada",0.3137507503343249,0.50727004314213,0.16155645938227775,0.017422747141267344
"North Vancouver (Riding), British Columbia, Canada",0.297778806108283,0.39009717723276294,0.2729060620083295,0.03921795465062472
"Calgary Signal Hill (Riding), Alberta, Canada",0.2059631384454462,0.48016512741483275,0.2771939306137803,0.03667780352594082
"Windsor--Tecumseh (Riding), Ontario, Canada",0.37268527218246056,0.4972874481083769,0.11551305878975414,0.014514220919408417
"Rivière-du-Nord (Riding), Quebec, Canada",0.27322027213567346,0.3334647998422399,0.3066456320252419,0.08666929599684468
"Haliburton--Kawartha Lakes--Brock (Riding), Ontario, Canada",0.28057107386716335,0.2667908131595281,0.2731222842954686,0.17951582867783988
"Central Okanagan--Similkameen--Nicola (Riding), British Columbia, Canada",0.41791284643603005,0.34933608406786615,0.18928276438668826,0.04346830510941556
"Oakville (Riding), Ontario, Canada",0.3060782681099081,0.32123230641132394,0.29608659450457975,0.07660283097418819
"Surrey--Newton (Riding), British Columbia, Canada",0.16014613758660798,0.32640896519560025,0.3899937842259111,0.12345111299188075
"Cambridge (Riding), Ontario, Canada",0.32177265676684563,0.3574728132526273,0.24709506725580313,0.07365946272472412
"Kootenay--Columbia (Riding), British Columbia, Canada",0.55933974091099,0.2346427078980364,0.13936481404095277,0.06665273715002092
"Pickering--Uxbridge (Riding), Ontario, Canada",0.20524670381949178,0.2714421639255129,0.3945901862172082,0.1287209460377873
"Red Deer--Mountain View (Riding), Alberta, Canada",0.4133453488234952,0.34134549577599793,0.17629927974948825,0.06900987565101853
"Simcoe North (Riding), Ontario, Canada",0.40660905592137647,0.27714194095036093,0.2116674974072118,0.10458150572105082
"Barrie--Innisfil (Riding), Ontario, Canada",0.27245172878311613,0.26111360574764264,0.2700942972608892,0.19634036820835205
"Burnaby South (Riding), British Columbia, Canada",0.16498237005339653,0.3414413396921591,0.4262402881684313,0.06733600208601298
"Bellechasse--Les Etchemins--Lévis (Riding), Quebec, Canada",0.4045720361509833,0.3353535353535357,0.23030303030303023,0.029771398192450813
"Terrebonne (Riding), Quebec, Canada",0.17949709864603466,0.33075435203094766,0.39110251450677,0.09864603481624767
"Vimy (Riding), Quebec, Canada",0.2171537643975749,0.37528814977501657,0.34471017315744545,0.06284791266996329
"Toronto Centre (Riding), Ontario, Canada",0.20527912723318242,0.3515487672034627,0.35632449294503227,0.08684761261832273
"Kitchener South--Hespeler (Riding), Ontario, Canada",0.2879899648885879,0.44408045336270496,0.1981972330736007,0.06973234867510646
