longname,Commute Car %,Commute Bike %,Commute Walk %,Commute Transit %,Commute Work From Home %,Commute Time < 15 min %,Commute Time 15 - 29 min %,Commute Time 30 - 59 min %,Commute Time > 60 min %,Households With no Vehicle %,Households With 1+ Vehicles %,Households With 2+ Vehicles %
"California, USA",0.7995851789912192,0.010336881371617817,0.024263249822289928,0.040686898402220235,0.113563855375044,0.21430363707830624,0.3525960266307004,0.309968868105375,0.12313146818561842,0.06897056337210211,0.9310294366278978,0.6314031633159928
"Texas, USA",0.8676217568025159,0.0033769792961041004,0.014581429855822734,0.01132449505264719,0.09141203693829567,0.24649002626200728,0.363777994421144,0.3073507372641717,0.08238124205267693,0.05210561635392408,0.947894383646076,0.6279579017620593
"Florida, USA",0.8536333440178372,0.007274191813469581,0.013413147703049789,0.013978960261296285,0.09867315568440428,0.20121646851960603,0.3716031919533153,0.3426826335728571,0.08449770595422157,0.059957402655038,0.940042597344962,0.5520439476960183
"New York, USA",0.5831334616530516,0.008029874630157668,0.05815545610418932,0.24721479107835093,0.09530169292967108,0.19821264953035164,0.29387569743300945,0.3301161934961052,0.1777954595405337,0.2889803565192954,0.7110196434807048,0.3827901406023972
"Pennsylvania, USA",0.807448699501566,0.005179523860520126,0.03352561262045414,0.04696366700457419,0.09761316355212643,0.26191526209948734,0.35631937619900633,0.2935201589070815,0.08824520279442477,0.10592906181167991,0.89407093818832,0.5533104181161246
"Illinois, USA",0.7795310018015403,0.0062032224169754555,0.02760728438392637,0.07855270740980948,0.09904083128921023,0.23909401770129524,0.3209968054179178,0.32993747137462315,0.10997170550616382,0.10667548499862793,0.8933245150013722,0.5458499965991985
"Ohio, USA",0.8745654268612183,0.0034990063416799173,0.02059204825305874,0.01283251914628823,0.08088270647065146,0.2883610325949561,0.4040401066113237,0.25590495407354613,0.05169390672017405,0.07512267400090045,0.9248773259990997,0.5943794280654604
"Georgia, USA",0.8540150738962775,0.002992982615836084,0.01382202517819069,0.01659904865234431,0.10126914322204815,0.2208136614618339,0.3563602817723702,0.31766606724166296,0.10515998952413301,0.0607951884462159,0.9392048115537841,0.617031877112548
"North Carolina, USA",0.8603031580481387,0.0025969541248822385,0.01641572825428558,0.00870178383975778,0.1028556258135801,0.26516251167555027,0.39547833430159063,0.2744026735370799,0.0649564804857792,0.05476061611864672,0.9452393838813533,0.6322436298297537
"Michigan, USA",0.8723093170752861,0.0043303550084027274,0.021139826531413553,0.01179505621646617,0.08330689567304544,0.28156517413147336,0.38707146264446357,0.26833627067547494,0.06302709254858813,0.07265020362289519,0.9273497963771047,0.5883676314137832
"New Jersey, USA",0.753786162065838,0.0031176100148975357,0.025796094336667852,0.09758485656734649,0.1062920486629873,0.21117497672533636,0.32125264912109047,0.3174886655669774,0.15008370858659573,0.11314259547144036,0.8868574045285595,0.5460016550971138
"Virginia, USA",0.8145830205996588,0.004626672679755249,0.02230971244252947,0.03438554968850196,0.11414315082043869,0.2220837986069899,0.36341320432968743,0.3154463528119518,0.09905664425137081,0.06035908575530397,0.939640914244696,0.6391633806620451
"Washington, USA",0.7705383408828013,0.00925623781152041,0.03287327223013161,0.05197820028352112,0.12621711451854492,0.24464563151375776,0.3558904281454763,0.3004127302886522,0.09905121005211358,0.06774201366013462,0.9322579863398655,0.6399035696515972
"Arizona, USA",0.8297932587185808,0.009750586320264728,0.01786520838858466,0.013870419284345958,0.1171449935525244,0.24918550505821693,0.38135951799595,0.2993238586011094,0.07013111834472366,0.05582068873513773,0.9441793112648622,0.5990172744607251
"Massachusetts, USA",0.7332932519117271,0.00818309360254056,0.04561993332180315,0.08351534524308822,0.1189350295218027,0.2247753145177293,0.32014965086801767,0.3314221276456883,0.12365290696856478,0.12071581195543549,0.8792841880445645,0.5271894033398122
"Tennessee, USA",0.8909373692234362,0.0018181333494219668,0.012285198404652666,0.00540967430579053,0.0803024649771278,0.2472232708016119,0.3932280202377247,0.29135482671970225,0.06819388224096114,0.05361505639533368,0.9463849436046665,0.6393569038926054
"Indiana, USA",0.8901673384327771,0.004621671402581162,0.02030349571321869,0.00771125199350539,0.06989545032369573,0.30291059071499515,0.3790126228759875,0.258087277939938,0.059989508469079314,0.06114054122688312,0.9388594587731169,0.6241172395148779
"Maryland, USA",0.7834346111582191,0.003584468562796801,0.01998518394871303,0.06386561391749689,0.11870829544980557,0.17070917569264227,0.3157611369966525,0.3659718164368843,0.147557870873821,0.08663820353799868,0.9133617964620013,0.5895971517953104
"Missouri, USA",0.8754692585812817,0.003012789435413407,0.019225169347096976,0.010449260690646476,0.08385877110778334,0.28944212046200696,0.3890635727324861,0.267900702566531,0.05359360423897595,0.06489258557741152,0.9351074144225884,0.6107105244349983
