longname,Commute Car %,Commute Bike %,Commute Walk %,Commute Transit %,Commute Work From Home %,Commute Time < 15 min %,Commute Time 15 - 29 min %,Commute Time 30 - 59 min %,Commute Time > 60 min %,Households With no Vehicle %,Households With 1+ Vehicles %,Households With 2+ Vehicles %
"Wisconsin, USA",0.8594650252103642,0.006550816405243869,0.02839218029243524,0.013584884164186272,0.08493253539400103,0.3407867212869708,0.383970357805997,0.22751204855432391,0.0477308723527085,0.06298894355974828,0.9370110564402516,0.6163660060106496
"Colorado, USA",0.7889687309394234,0.01162870461576412,0.02623208411406018,0.0249257007111443,0.1399496167187339,0.25705613792453125,0.37420751544107245,0.29625406654198555,0.07248228009241069,0.049803381717753906,0.9501966182822461,0.6548427884112588
"Minnesota, USA",0.8174708017686384,0.006456615108886651,0.02569367763433706,0.028207714812548627,0.11444740400477471,0.3068238212762083,0.3803516419141853,0.2584734000113141,0.05435113679829227,0.06502369124445206,0.9349763087555479,0.6376770755938942
"South Carolina, USA",0.8917776634272903,0.003060699300854835,0.018563353868510407,0.00478673585016027,0.07172087234186031,0.24985732753365983,0.3947314520917841,0.291105410086901,0.06430581028765515,0.058455377668578785,0.9415446223314212,0.6195896714360046
"Alabama, USA",0.9208332318568595,0.0017907920565404232,0.010754839655266465,0.0033060997202651625,0.05623745843151536,0.2590400957943611,0.39013069227960173,0.2821302729495665,0.06869893897647064,0.056043949120573464,0.9439560508794265,0.6285502618309269
"Louisiana, USA",0.901340575836907,0.005144738238110682,0.0182940629209285,0.010368317267181185,0.05273444450238633,0.2795265546538213,0.3779053030125535,0.25934626921134357,0.08322187312228163,0.082865563732632,0.9171344362673679,0.5499590837981478
"Kentucky, USA",0.8921957394488648,0.0023213371800886763,0.020937550457187835,0.008384433157544086,0.06671012274316379,0.3047810644133679,0.3937116464836936,0.24162057047407046,0.0598867186288681,0.06856300650093466,0.9314369934990654,0.6135386143379552
"Oregon, USA",0.7777393078617059,0.019331585081023988,0.034294287377536724,0.03475538766174835,0.12509541909036725,0.3135736404326066,0.3721213610138353,0.25315675088345824,0.06114824767009976,0.07083197641898265,0.9291680235810174,0.6205809101124073
"Oklahoma, USA",0.9020708228868634,0.003561683888399351,0.017210394415991995,0.0032716811686324472,0.06354217500578568,0.33241546927969384,0.39338425625192625,0.2250449585401593,0.049155315928220526,0.05399143789482684,0.946008562105173,0.6254917941472221
"Connecticut, USA",0.8196730245547472,0.0029799402055655354,0.026500569786541955,0.03848687798095902,0.1040093132843662,0.26308621058871207,0.38271966751022785,0.2644502711348612,0.08974385076619891,0.08457405292531098,0.9154259470746889,0.5856233712370772
"Puerto Rico, USA",0.9042469621363789,0.0020704510377347685,0.025167926276742685,0.013321213710154767,0.041760241671653785,0.20376971116015435,0.36025895453165185,0.31713087245316673,0.11884046185502699,0.1466934158682985,0.8533065841317015,0.4369245412335324
"Utah, USA",0.8263782892242119,0.007703774326827909,0.021610463571178656,0.01961760269096763,0.11799686572119959,0.32818912794663396,0.4018947188919847,0.22193833312137992,0.04797782004000139,0.03950269481672247,0.9604973051832775,0.7244669622532169
"Iowa, USA",0.8697258787900095,0.004785067475603815,0.029668422823679493,0.0077809139717441205,0.08083512046165668,0.4176053471319134,0.3723226091992962,0.17208109762094703,0.03799094604784333,0.056231988105585655,0.9437680118944143,0.6499808369510609
"Nevada, USA",0.8596035773719354,0.0052988097937700955,0.015882922890019486,0.026535279310685556,0.07411082858058861,0.2323987294977186,0.4317304643383338,0.282007283046073,0.05386352311787464,0.07089877683125036,0.9291012231687497,0.5845053032001345
"Arkansas, USA",0.9150626642341487,0.002519235912823661,0.015231189186170994,0.0028927990812693265,0.05629028915422047,0.35391068561839734,0.36974077648427556,0.22514777041088174,0.05120076748644527,0.059369487135877544,0.9406305128641225,0.6146375673894348
"Mississippi, USA",0.9319733233794972,0.0016534645114243992,0.012653492799264077,0.002616220694923729,0.03789044378517313,0.2893971909603481,0.3738479916590263,0.262466654665753,0.07428816271487262,0.06239779002585399,0.9376022099741461,0.6151463019424754
"Kansas, USA",0.8807752026186052,0.004216798091826016,0.022103154065068287,0.004057922349307399,0.08094615014243314,0.40042454767253666,0.38274814600091794,0.18220598714882721,0.03462131917771819,0.05115035209846473,0.9488496479015351,0.651599753627588
"New Mexico, USA",0.8752348546240015,0.0069968926493179495,0.01897884589591897,0.008047328208139522,0.08218869294032917,0.3327193308846916,0.3816590100561321,0.22338391485505243,0.06223774420412389,0.05783002923785977,0.9421699707621403,0.6117395272794748
"Nebraska, USA",0.8819667672840018,0.003842389060139438,0.025105008303679715,0.0058580685670978315,0.07626887324915338,0.41372345699323937,0.3882244192415016,0.1638214136498542,0.03423071011540485,0.050694825677450144,0.9493051743225498,0.6550242996650075
"Idaho, USA",0.8600915620806694,0.009792454500008372,0.02300652750569871,0.006264396271500226,0.09246861224128569,0.3802099531387546,0.36837076786024914,0.20314270804231743,0.04827657095867882,0.03817525768489167,0.9618247423151083,0.7102956775290252
"West Virginia, USA",0.8973814988856599,0.0017689710642694518,0.02710031315039536,0.007060658371548101,0.056634697014827914,0.29255810858677733,0.3682531662732644,0.24653538506672196,0.0926533400732362,0.08359504249714643,0.9164049575028537,0.5774587515483475
"Hawaii, USA",0.8081525374258448,0.013241091819083785,0.0441492207778131,0.04892392448616705,0.06956148469767955,0.2490693073596424,0.3393276154580742,0.3213485046328751,0.09025457254940832,0.07942848825744565,0.9205715117425544,0.5919427973972393
"New Hampshire, USA",0.849826019789945,0.0029354580578036383,0.023515680724750236,0.007092125907250661,0.10830819997911037,0.27645927116815544,0.3452436738701127,0.28325749326447097,0.09503956169726081,0.047282863629064704,0.9527171363709354,0.6526022912966282
"Maine, USA",0.841486138922313,0.004227840238357811,0.036938857060323474,0.004918968264779236,0.10465999047054574,0.3242079790938064,0.34908370040993764,0.26084440112316937,0.06586391937308654,0.06825245745568141,0.9317475425443187,0.6019189371117631
"Rhode Island, USA",0.8570963318926168,0.0035765625855074144,0.02978392433469805,0.02047012241913828,0.08029943928862802,0.2658004362024671,0.38751831580496254,0.274251006297302,0.0724302416952683,0.08867399748662165,0.9113260025133784,0.5533861350626166
"Montana, USA",0.8350524603560058,0.012205416406484886,0.042544539266248835,0.006818689917281466,0.09437082263697125,0.46010019110367695,0.35856199803363253,0.1360560287038574,0.04528178215883312,0.047610319807735044,0.9523896801922649,0.6830835706479778
"Delaware, USA",0.8493650110465054,0.0032532154938415946,0.020579945929657978,0.019969644075020356,0.0983559792158787,0.2510308784120474,0.4065135991048007,0.2606327134513855,0.08182280903176625,0.058708576104708754,0.9412914238952912,0.5989142263445659
"South Dakota, USA",0.8740826382083162,0.004760119770755522,0.033020508257949714,0.004202363801411778,0.07732033257610998,0.4852657211732602,0.3557004931412978,0.12741155884044492,0.031622226844997,0.04914410649576753,0.9508558935042324,0.6646933445929336
"North Dakota, USA",0.8921068983065639,0.004044627593495127,0.032269464892958136,0.005249181800810555,0.0576747686187046,0.5152099833037667,0.3321686022507138,0.10885898163416094,0.04376243281135868,0.05113582131240332,0.9488641786875966,0.6590548071037641
"Alaska, USA",0.7981707452949852,0.008481814874936827,0.0732667425284247,0.011817687123547806,0.07103959984584417,0.4446294610816281,0.37576935090448793,0.12922218496906548,0.0503790030448185,0.09155074820168405,0.908449251798316,0.6002428668775484
"District of Columbia, USA",0.36381256781117083,0.03873553868416378,0.1131057167915385,0.2711493182642985,0.1982794979005916,0.127007403906344,0.3389566848268933,0.4472945013757722,0.08674140989099041,0.3574049916081764,0.6425950083918235,0.19086385827841432
"Vermont, USA",0.8100582839000992,0.00824320353932621,0.04970465788672242,0.00993435301821067,0.11436077539806415,0.32684241686616905,0.3620308525371802,0.25360918876728633,0.05751754182936448,0.06542610395843691,0.934573896041563,0.5892022665213064
"Wyoming, USA",0.8696355700649374,0.01014513324580391,0.034860366913878144,0.008967034526808844,0.06781874312480039,0.5552078812933483,0.2715742030772979,0.11515885160907201,0.058059064020281846,0.037992135372182455,0.9620078646278175,0.6989590423710075
