longname,PW Mean PM2.5 Pollution
"Lloydminster Population Center, SK-AB, Canada",6.024464575338356
"Cape Breton - Sydney Population Center, NS, Canada",4.249565796971842
"Okotoks Population Center, AB, Canada",7.352902699259491
"Innisfil Population Center, ON, Canada",6.121162859660598
"Timmins Population Center, ON, Canada",4.572246208518711
"Saint-Georges Population Center, QC, Canada",4.80432246286999
"Parksville Population Center, BC, Canada",4.655945879602605
"Keswick - Elmhurst Beach Population Center, ON, Canada",6.1990560674700745
"Fort Saskatchewan Population Center, AB, Canada",8.13763025907338
"Bolton Population Center, ON, Canada",7.13534322552878
"Midland Population Center, ON, Canada",5.370312983895606
"Val-d'Or Population Center, QC, Canada",4.223808056679906
"Quispamsis - Rothesay Population Center, NB, Canada",3.8621555995689563
"Whitehorse Population Center, YT, Canada",4.208321018389723
"Duncan Population Center, BC, Canada",5.127254138633247
"Hudson Population Center, QC, Canada",6.631586095903004
"Tsawwassen Population Center, BC, Canada",5.702875279952571
"Truro Population Center, NS, Canada",4.043780932509681
"Alliston Population Center, ON, Canada",6.151762073104362
"Fergus Population Center, ON, Canada",6.232227562059672
"Rouyn-Noranda Population Center, QC, Canada",4.20172879778847
"Ladner Population Center, BC, Canada",5.685329964509231
"Collingwood Population Center, ON, Canada",5.306962775610636
"Lindsay Population Center, ON, Canada",5.6091547903034025
"Owen Sound Population Center, ON, Canada",4.988306157600895
"Brockville Population Center, ON, Canada",5.690832270388377
"Magog Population Center, QC, Canada",5.805874159932525
"Squamish Population Center, BC, Canada",5.241676961138338
"Wasaga Beach Population Center, ON, Canada",5.604409993085697
"Port Alberni Population Center, BC, Canada",4.546393086693966
"Chestermere Population Center, AB, Canada",8.459206451228736
"Sept-Îles Population Center, QC, Canada",3.7320858035879745
"Fort St. John Population Center, BC, Canada",6.464458006873456
"Beaumont Population Center, AB, Canada",7.861271897526288
"Varennes Population Center, QC, Canada",7.549187712083299
"Alma Population Center, QC, Canada",4.678942493480609
"Cranbrook Population Center, BC, Canada",8.123096558189074
"Cobourg Population Center, ON, Canada",5.72809391306692
"Yellowknife Population Center, NT, Canada",3.987210650921335
"Les Coteaux Population Center, QC, Canada",6.56128739542599
"New Glasgow Population Center, NS, Canada",4.031764643906128
"Corner Brook Population Center, NL, Canada",3.531138546236711
"Rivière-du-Loup Population Center, QC, Canada",4.46006147713675
"Tillsonburg Population Center, ON, Canada",6.266779358247658
"Camrose Population Center, AB, Canada",6.484294886643069
"Steinbach Population Center, MB, Canada",5.087161538734941
"Buckingham Population Center, QC, Canada",5.918233562224118
"Stony Plain Population Center, AB, Canada",7.52425445093135
"Valley East Population Center, ON, Canada",4.446429789372021
"Thetford Mines Population Center, QC, Canada",4.79086687642848
"Glace Bay Population Center, NS, Canada",4.248092358383473
"Pembroke Population Center, ON, Canada",4.883417516150903
"L'Assomption Population Center, QC, Canada",7.055329792510151
"Swift Current Population Center, SK, Canada",4.791765922209284
"Sylvan Lake Population Center, AB, Canada",7.4645609705935705
"Simcoe Population Center, ON, Canada",6.307553392299927
"Salmon Arm Population Center, BC, Canada",9.165113838351083
"Strathroy Population Center, ON, Canada",6.412399724303574
"Bathurst Population Center, NB, Canada",4.239875750751866
"Yorkton Population Center, SK, Canada",5.329328263627067
"Laurentides Population Center, QC, Canada",7.202551060101386
"Port Colborne Population Center, ON, Canada",6.35212406690922
"Fort Erie Population Center, ON, Canada",6.729098841260508
"Winkler Population Center, MB, Canada",4.8501055767134105
"Amherstburg Population Center, ON, Canada",8.326594653986483
"Paris Population Center, ON, Canada",6.631995641670987
"Summerside Population Center, PE, Canada",3.9271759296988127
"Kentville Population Center, NS, Canada",3.986744230003909
"Brooks Population Center, AB, Canada",5.788028987448786
"Terrace Population Center, BC, Canada",4.800757701354033
"Angus - Borden CFB-BFC Population Center, ON, Canada",5.917994810370965
"Petawawa Population Center, ON, Canada",4.783737528675679
"New Hamburg Population Center, ON, Canada",6.258749604123752
"High River Population Center, AB, Canada",6.995697503167271
"Carleton Place Population Center, ON, Canada",5.639275710116795
"Strathmore Population Center, AB, Canada",7.293643755439072
"North Battleford Population Center, SK, Canada",6.136797560683439
"Rockland Population Center, ON, Canada",6.147260942163332
"Ingersoll Population Center, ON, Canada",6.350461645448925
"Port-Alfred-Bagotville Population Center, QC, Canada",4.958145833111482
"Cowansville Population Center, QC, Canada",6.199050158057368
"Beamsville Population Center, ON, Canada",6.497439215640206
"Canmore Population Center, AB, Canada",5.913504214845593
"Edmundston Population Center, NB, Canada",4.004520343604618
"Powell River Population Center, BC, Canada",4.387580327030658
"Aldergrove Population Center, BC, Canada",5.4920254948139124
"Port Hope Population Center, ON, Canada",5.827416799697609
"Portage la Prairie Population Center, MB, Canada",4.967221782848008
"Trail - Fruitvale Population Center, BC, Canada",7.933129505456219
"Lacombe Population Center, AB, Canada",7.140490414544411
"Duck Lake Population Center, BC, Canada",9.418076358956991
"Wetaskiwin Population Center, AB, Canada",6.664581269547923
"Warman Population Center, SK, Canada",5.715103705109529
"Sydney Mines Population Center, NS, Canada",4.472874317864591
"Thompson Population Center, MB, Canada",4.537086049808761
"Caledonia Population Center, ON, Canada",6.797548520088174
"Sainte-Agathe-des-Monts - Val-David Population Center, QC, Canada",5.142627503374082
"Quesnel Population Center, BC, Canada",11.222963492268667
"Grand Falls-Windsor Population Center, NL, Canada",3.533827200004823
"Williams Lake Population Center, BC, Canada",8.310484361395693
"Prince Rupert Population Center, BC, Canada",3.357168085019391
"Uxbridge Population Center, ON, Canada",6.192733483630391
"Saint-Augustin Population Center, QC, Canada",7.014996629102739
"Hawkesbury Population Center, QC-ON, Canada",6.163317120375364
"Dawson Creek Population Center, BC, Canada",6.070923451390781
"Chatham - Douglastown Population Center, NB, Canada",4.047318820462304
"Sooke Population Center, BC, Canada",4.858200537709443
"Arnprior Population Center, ON, Canada",5.304642805891554
"Sainte-Anne-des-Plaines Population Center, QC, Canada",7.24622137668152
"Lavaltrie Population Center, QC, Canada",6.967077877313498
"Lachute Population Center, QC, Canada",6.280689973277336
"Saint-Amable Population Center, QC, Canada",7.283225141527309
"Nelson Population Center, BC, Canada",8.213997801750578
"Ladysmith Population Center, BC, Canada",4.682956524383818
"Hauterive Population Center, QC, Canada",4.076019503978612
"Elliot Lake Population Center, ON, Canada",4.175260846733864
"Kenora Population Center, ON, Canada",5.933829252989721
"Weyburn Population Center, SK, Canada",5.054873267639872
"Dolbeau Population Center, QC, Canada",4.383790711388146
"Binbrook Population Center, ON, Canada",6.670104792938066
"Elmira Population Center, ON, Canada",6.351617627798834
"Sainte-Marie Population Center, QC, Canada",5.325203050847123
"Estevan Population Center, SK, Canada",5.08685359722562
"Martensville Population Center, SK, Canada",5.713018648122154
"Morinville Population Center, AB, Canada",7.767154559014036
"Matane Population Center, QC, Canada",3.8557760205502127
"Wallaceburg Population Center, ON, Canada",7.337925460105637
"Blackfalds Population Center, AB, Canada",7.292693468095761
"Castlegar Population Center, BC, Canada",8.635409791736887
"Marieville Population Center, QC, Canada",7.093007321996992
"Whistler Population Center, BC, Canada",4.528657876141991
"Gander Population Center, NL, Canada",3.5786643373613103
"Bracebridge Population Center, ON, Canada",5.199814546261691
"Summerland Population Center, BC, Canada",8.666979779161665
"Selkirk Population Center, MB, Canada",5.523780713827629
"Port Elgin Population Center, ON, Canada",5.312944599792757
"Tottenham Population Center, ON, Canada",6.596632497726626
"Gibsons Population Center, BC, Canada",4.902112473439229
"Port Perry Population Center, ON, Canada",6.103121040202179
"Amherst Population Center, NS, Canada",3.888707165812267
"Listowel Population Center, ON, Canada",5.714786893327556
"Crystal Beach Population Center, ON, Canada",6.521445626633499
"Smiths Falls Population Center, ON, Canada",5.750713614873259
"Sechelt Population Center, BC, Canada",4.7106961347705365
"Acton Population Center, ON, Canada",7.022323887471556
"Kincardine Population Center, ON, Canada",5.5971291809242585
"Amos Population Center, QC, Canada",4.165413788771067
"Whitecourt Population Center, AB, Canada",7.124532954055732
"Hinton Population Center, AB, Canada",7.4684849237517215
"Morden Population Center, MB, Canada",4.810927394480595
"Baie-Comeau Population Center, QC, Canada",3.898618595451162
"Labrador City Population Center, NL, Canada",3.045972387162933
"Shelburne Population Center, ON, Canada",5.584482995503074
"Olds Population Center, AB, Canada",7.435543146520414
"Taber Population Center, AB, Canada",5.182102093420304
"Donnacona Population Center, QC, Canada",6.1363145921277535
"Montmagny Population Center, QC, Canada",5.569214249056568
"Saint-Sauveur-des-Monts Population Center, QC, Canada",5.9128057895887824
"Campbellton Population Center, NB, Canada",4.010583258635612
"Bridgewater Population Center, NS, Canada",3.9562878526212515
"Embrun Population Center, ON, Canada",6.062614300632789
"Coaldale Population Center, AB, Canada",5.543582376557969
"Oromocto Population Center, NB, Canada",4.08968476102736
"Shediac Population Center, NB, Canada",4.131581800774574
"Sutton Population Center, ON, Canada",6.230130132961256
"King Population Center, ON, Canada",6.822009989789711
"Renfrew Population Center, ON, Canada",5.060097384736341
"Banff Population Center, AB, Canada",5.951674930105337
"Essex Population Center, ON, Canada",7.64922369534547
"Napanee Population Center, ON, Canada",5.571154287146447
"Edson Population Center, AB, Canada",7.583671034197788
"Roberval Population Center, QC, Canada",4.647748514805826
"Dauphin Population Center, MB, Canada",4.997407172564516
"Aylmer Population Center, ON, Canada",6.220624758842368
"Port Dover Population Center, ON, Canada",6.596512255537315
"Farnham Population Center, QC, Canada",6.587647189653467
"Yarmouth Population Center, NS, Canada",4.0289629115411465
"Contrecoeur Population Center, QC, Canada",7.050463493330848
"Hanover Population Center, ON, Canada",5.304510215554581
"Goderich Population Center, ON, Canada",6.132092891488477
"Revelstoke Population Center, BC, Canada",8.880855594572719
"Mont-Laurier Population Center, QC, Canada",4.272057149486666
"L'Épiphanie Population Center, QC, Canada",6.978892444808281
"Grand Centre Population Center, AB, Canada",6.840137665019126
"La Tuque Population Center, QC, Canada",4.266285314356006
"Stephenville Population Center, NL, Canada",3.7351387754442933
"The Pas Population Center, MB, Canada",5.282246645983075
"Shawnigan - Mill Bay Population Center, BC, Canada",4.7587978758268195
"St. Marys Population Center, ON, Canada",6.334049904605225
"Angers Population Center, QC, Canada",6.204984011468651
"Cold Lake Population Center, AB, Canada",6.74280224970907
"Fort Frances Population Center, ON, Canada",4.7869716838931495
"Kingston - Greenwood Population Center, NS, Canada",3.9530497070459583
"Kapuskasing Population Center, ON, Canada",4.674276889399347
"Ponoka Population Center, AB, Canada",6.733997705057192
"Plessisville Population Center, QC, Canada",5.605349943117023
"Saint-Rémi Population Center, QC, Canada",6.960655055923842
"Innisfail Population Center, AB, Canada",7.49859701712976
"Happy Valley-Goose Bay Population Center, NL, Canada",3.2227508731976826
"Iqaluit Population Center, NU, Canada",3.0313033529912774
"Drayton Valley Population Center, AB, Canada",6.769676217954315
"Sturgeon Falls Population Center, ON, Canada",4.50314355952426
"Bay Roberts Population Center, NL, Canada",4.485599550606839
"Parry Sound Population Center, ON, Canada",4.824773291714035
"Saint-Félicien Population Center, QC, Canada",4.454319495910822
"Kitimat Population Center, BC, Canada",4.53034629049918
"New Waterford Population Center, NS, Canada",4.341259122928143
"Huntsville Population Center, ON, Canada",4.990265079540815
"Enfield - Lantz Population Center, NS, Canada",4.295603798887404
"Pont-Rouge Population Center, QC, Canada",5.746234396187601
"Devon Population Center, AB, Canada",7.97075420844915
"Slave Lake Population Center, AB, Canada",8.603754502976004
"Rocky Mountain House Population Center, AB, Canada",6.975099326654687
"Nobleton Population Center, ON, Canada",6.911184987744034
"Drumheller Population Center, AB, Canada",6.966667419188969
"Chibougamau Population Center, QC, Canada",3.854638196810634
"Perth Population Center, ON, Canada",5.5226765123043355
"Wainwright Population Center, AB, Canada",5.996880344092617
"Smithville Population Center, ON, Canada",6.444450181103836
"Bonnyville Population Center, AB, Canada",7.258863528572359
"Beaupré Population Center, QC, Canada",5.610538465194137
"Coaticook Population Center, QC, Canada",5.051917722652663
"Corunna Population Center, ON, Canada",7.151361136960214
"Carbonear Population Center, NL, Canada",4.401942039475228
"Saint-Jovite Population Center, QC, Canada",5.101384547422049
"Chelmsford Population Center, ON, Canada",4.567496276735457
"Tay Population Center, ON, Canada",5.5671300881955466
"Kirkland Lake Population Center, ON, Canada",4.120282262418601
"Clarenville-Shoal Harbour Population Center, NL, Canada",3.8912985902587076
"Russell Population Center, ON, Canada",5.988275236686395
"Almonte Population Center, ON, Canada",5.43873259007606
"Nicolet Population Center, QC, Canada",6.619192112641925
"Chippawa Population Center, ON, Canada",6.398744136774048
"Sainte-Adèle Population Center, QC, Canada",5.814477575305691
"Dunnville Population Center, ON, Canada",6.520376056469929
"Manotick Station Population Center, ON, Canada",6.080259856204098
"Brighton Population Center, ON, Canada",5.717992483402009
"Porcupine Population Center, ON, Canada",4.460706904532235
"Lac-Mégantic Population Center, QC, Canada",4.260132186372864
"Gravenhurst Population Center, ON, Canada",5.51126831844708
"Mont-Joli Population Center, QC, Canada",4.027392276781245
"Melfort Population Center, SK, Canada",5.416137225463913
"Oliver Population Center, BC, Canada",9.261080421288522
"Mount Albert Population Center, ON, Canada",6.346247852687777
"St. Paul Population Center, AB, Canada",7.1583109180607245
"Rawdon Population Center, QC, Canada",6.346601218257081
"Petrolia Population Center, ON, Canada",6.907108347562997
"La Sarre Population Center, QC, Canada",4.116326796920604
"Asbestos Population Center, QC, Canada",5.735018068653843
"Antigonish Population Center, NS, Canada",3.8327889715640553
"Stettler Population Center, AB, Canada",6.424691647437933
"Niverville Population Center, MB, Canada",5.544926640183071
"Louiseville Population Center, QC, Canada",6.486535369777349
"Lively Population Center, ON, Canada",4.498432975064592
"Fernie Population Center, BC, Canada",7.292546737038584
"Windsor Population Center, NS, Canada",4.14036181456393
"Rockwood Population Center, ON, Canada",6.863222807051886
"Creston Population Center, BC, Canada",9.586829516820686
"Sussex Population Center, NB, Canada",3.8145090540704234
"Port-Cartier Population Center, QC, Canada",3.6476888943367056
"Redcliff Population Center, AB, Canada",5.375417735880811
"Ayr Population Center, ON, Canada",6.4675601568743275
"Gananoque Population Center, ON, Canada",5.680746955866248
"Vegreville Population Center, AB, Canada",6.151889117995825
"Dryden Population Center, ON, Canada",5.144276838095641
"Bromont Population Center, QC, Canada",6.089408507935578
"Delhi Population Center, ON, Canada",6.334246954176221
"Armstrong Population Center, BC, Canada",9.03184872737896
"La Ronge Population Center, SK, Canada",5.925877213355285
"Smithers Population Center, BC, Canada",5.621120041818834
"Humboldt Population Center, SK, Canada",5.454845265978185
"Mississauga Beach Population Center, ON, Canada",6.4792687498144526
"Merritt Population Center, BC, Canada",7.5321053320156395
"Acton Vale Population Center, QC, Canada",6.580785550455603
"Langdon Population Center, AB, Canada",7.82942035125643
"Meadow Lake Population Center, SK, Canada",6.277839590880493
"Meaford Population Center, ON, Canada",5.001649536420283
"Wolfville Population Center, NS, Canada",4.0643494455875135
"Stonewall Population Center, MB, Canada",5.344132538434445
"Oakbank Population Center, MB, Canada",5.628772695167245
"Mount Forest Population Center, ON, Canada",5.471128424621238
"Didsbury Population Center, AB, Canada",7.711055472369625
"Peachland Population Center, BC, Canada",8.730070636819848
"Windsor Population Center, QC, Canada",5.912302651222838
"Neepawa Population Center, MB, Canada",4.8596686152555595
"Saint-Apollinaire Population Center, QC, Canada",5.905770008828314
"Kimberley Population Center, BC, Canada",7.848189639244161
"Sainte-Brigitte-de-Laval Population Center, QC, Canada",5.425752479648538
"Mitchell Population Center, ON, Canada",6.000647689583518
"Exeter Population Center, ON, Canada",6.080739208310019
"Osoyoos Population Center, BC, Canada",9.492047295724014
"Westlock Population Center, AB, Canada",7.025660805290035
"Azilda Population Center, ON, Canada",4.563936179034016
"Napierville Population Center, QC, Canada",6.610668285494588
"Waterloo Population Center, QC, Canada",5.937329991003843
"Walkerton Population Center, ON, Canada",5.403579861653683
"Flin Flon Population Center, MB-SK, Canada",5.338178249606057
"White City Population Center, SK, Canada",5.165597034645332
"Stayner Population Center, ON, Canada",5.416241313973844
"Lac-Alouette Population Center, QC, Canada",6.448496110311997
"Tilbury Population Center, ON, Canada",7.118946426316086
"Berthierville Population Center, QC, Canada",6.592388900604429
"Woodstock Population Center, NB, Canada",4.194662607771258
"Caledon East Population Center, ON, Canada",6.721943044201649
"Amqui Population Center, QC, Canada",3.7277213871378887
"Tracadie-Sheila Population Center, NB, Canada",3.900753323527924
"Picton Population Center, ON, Canada",5.444744949336134
"Aldergrove East Population Center, BC, Canada",5.501930131177008
"Blenheim Population Center, ON, Canada",6.557933002732905
"Hope Population Center, BC, Canada",5.406756085790273
"Sainte-Martine Population Center, QC, Canada",6.926242066454352
"Princeville Population Center, QC, Canada",5.704149698993073
"Terrasse-des-Pins Population Center, QC, Canada",6.271590991425535
"Vineland Population Center, ON, Canada",6.359158473841486
"Verchères Population Center, QC, Canada",7.303677979390145
"Dorchester Population Center, ON, Canada",6.449145239474506
"Grand Falls / Grand-Sault Population Center, NB, Canada",4.085903326965432
"Deer Lake Population Center, NL, Canada",3.677568568443012
"Baie-Saint-Paul Population Center, QC, Canada",4.898958683978864
"Peace River Population Center, AB, Canada",6.932334004955336
"New Liskeard Population Center, ON, Canada",4.432332766955987
"Richmond Population Center, ON, Canada",6.180255948533558
"Altona Population Center, MB, Canada",5.055063186558631
"Waterford Population Center, ON, Canada",6.525416379023308
"Cumberland Population Center, BC, Canada",4.282204967200083
"Grand Forks Population Center, BC, Canada",8.073558549283838
"Beeton Population Center, ON, Canada",6.372611769953196
"Nipawin Population Center, SK, Canada",6.310264499284071
"Maniwaki Population Center, QC, Canada",4.563849125076378
"Prescott Population Center, ON, Canada",5.784303649921476
"Melville Population Center, SK, Canada",4.806902601947353
"Barrhead Population Center, AB, Canada",6.685434983191525
"Kemptville Population Center, ON, Canada",5.864598845416277
"Chemainus Population Center, BC, Canada",5.094301101168862
"Jasper Population Center, AB, Canada",6.467222683561857
"Southampton Population Center, ON, Canada",5.2842084410516605
"Sparwood Population Center, BC, Canada",6.7333667175623795
"Swan River Population Center, MB, Canada",5.759091342942241
"Espanola Population Center, ON, Canada",4.470680627652348
"Casselman Population Center, ON, Canada",6.009659547711393
"Raymond Population Center, AB, Canada",5.278980535614852
"Kent Population Center, BC, Canada",6.309036151469725
"La Pocatière Population Center, QC, Canada",5.094566485849076
"Saint-Césaire Population Center, QC, Canada",7.000040519064178
"Bromptonville Population Center, QC, Canada",5.985460963603402
"Deep River Population Center, ON, Canada",4.505594289658139
"Sackville Population Center, NB, Canada",3.8627351941926804
"Sioux Lookout Population Center, ON, Canada",5.462417738964456
"Cochrane Population Center, ON, Canada",4.2003040394612725
"East Angus Population Center, QC, Canada",5.473629369494702
"Carstairs Population Center, AB, Canada",8.089802469518002
"Battleford Population Center, SK, Canada",6.235368748111602
"Rossland Population Center, BC, Canada",7.111733381970992
"Golden Population Center, BC, Canada",7.9748249670541345
"Cobble Hill Population Center, BC, Canada",4.9573533663626606
"Beauceville Population Center, QC, Canada",4.94042343665444
"Crossfield Population Center, AB, Canada",8.64770471737525
"Bobcaygeon Population Center, ON, Canada",5.617488180946244
"Filion Population Center, QC, Canada",6.309719223435835
"Chisasibi Population Center, QC, Canada",3.114474604244238
"Vermilion Population Center, AB, Canada",5.935952223267709
"Saint-Félix-de-Valois Population Center, QC, Canada",6.134626003861998
"Hearst Population Center, ON, Canada",4.970127737244685
"Wellesley Population Center, ON, Canada",5.975884355071156
"La Malbaie Population Center, QC, Canada",4.824678289998904
"Cardston Population Center, AB, Canada",5.4842079080431665
"Hampton Population Center, NB, Canada",3.850513662136054
"Saint-Joseph-de-Beauce Population Center, QC, Canada",4.954039873882194
"Thornbury Population Center, ON, Canada",5.188088344741534
"Sainte-Julienne Population Center, QC, Canada",6.479187595819793
"Pincher Creek Population Center, AB, Canada",6.1717102995536814
"High Level Population Center, AB, Canada",8.742286254900085
"Saint-Germain-de-Grantham Population Center, QC, Canada",6.628272460745409
"Claresholm Population Center, AB, Canada",6.231916356619489
"Port Hardy Population Center, BC, Canada",3.824300781059347
"Domaine-Ouellet Population Center, QC, Canada",6.871465571677843
"St. Stephen Population Center, NB, Canada",4.049891147304222
"Still Water Lake Population Center, NS, Canada",4.358152070763033
"Campbellford Population Center, ON, Canada",5.71221187100879
"Sainte-Anne-des-Monts Population Center, QC, Canada",3.729298325786146
"Fossambault-sur-le-Lac Population Center, QC, Canada",5.234564506185738
"Penhold Population Center, AB, Canada",7.413458807272088
"St. George Population Center, ON, Canada",6.6748971849936805
"Beaverton Population Center, ON, Canada",5.821261917645449
"Invermere Population Center, BC, Canada",8.537513655379088
"Black Lake Population Center, QC, Canada",4.938430825336631
"Haileybury Population Center, ON, Canada",4.305723087728442
"Warwick Population Center, QC, Canada",5.6659482310987395
"Lorette Population Center, MB, Canada",5.6421735777236695
"Ballantrae Population Center, ON, Canada",6.618235666890344
"Caraquet Population Center, NB, Canada",3.949385335657175
"Mistissini Population Center, QC, Canada",3.781286288171457
"Saint-Pie Population Center, QC, Canada",6.935055108367535
"Lake Cowichan Population Center, BC, Canada",3.8628850357172224
"Tavistock Population Center, ON, Canada",6.407872877682302
"Saint-Agapit Population Center, QC, Canada",5.899613028480478
"Mitchell Population Center, MB, Canada",5.296287148438989
"Shannon Population Center, QC, Canada",5.49583231209511
"Channel-Port aux Basques Population Center, NL, Canada",3.9994980545930257
"Beausejour Population Center, MB, Canada",5.455478138042233
"Clinton Population Center, ON, Canada",5.728721642018597
"Lucan Population Center, ON, Canada",6.206047594334766
"Frankford Population Center, ON, Canada",5.584734068578405
"Richmond Population Center, QC, Canada",5.906078655916623
"Bridgenorth - Chemong Park Area Population Center, ON, Canada",5.601405277873018
"Saint-Gabriel Population Center, QC, Canada",5.7644566298869115
"Wheatley Population Center, ON, Canada",7.017798140865792
"Hagersville Population Center, ON, Canada",6.660058259256659
"Saint-Raymond Population Center, QC, Canada",5.222769508789909
"Melocheville Population Center, QC, Canada",7.049064831249018
"Fort Macleod Population Center, AB, Canada",5.856518494140786
"Norwich Population Center, ON, Canada",6.355161237726427
"Rigaud Population Center, QC, Canada",6.34053351668697
"Grande Cache Population Center, AB, Canada",6.17185080106411
"Grand Bend Population Center, ON, Canada",6.257713108465061
"Trois-Pistoles Population Center, QC, Canada",4.379186426622387
"Enderby Population Center, BC, Canada",9.175859267223847
"Marathon Population Center, ON, Canada",4.256368524322187
"Port Stanley Population Center, ON, Canada",6.763577178645426
"Virgil Population Center, ON, Canada",6.312109172831287
"Bishop's Falls Population Center, NL, Canada",3.603008241658777
"Inuvik Population Center, NT, Canada",4.053649134286357
"Port Hawkesbury Population Center, NS, Canada",3.80590247990975
"Malartic Population Center, QC, Canada",4.1539737536488515
"Gibbons Population Center, AB, Canada",7.977327470022715
"Palmerston Population Center, ON, Canada",5.565632309893886
"Wingham Population Center, ON, Canada",5.509062183621015
"Bonavista Population Center, NL, Canada",4.3005210640616784
"Carman Population Center, MB, Canada",4.9404610566298865
"Pemberton Population Center, BC, Canada",5.905209100664779
"Lakefield Population Center, ON, Canada",5.5919719057337876
