longname,PW Mean % of parkland within 1km,Within 10km of Hospital %,Mean distance to nearest Hospital,Within 2km of Public School %,Mean distance to nearest Public School,Within 30km of Airport %,Mean distance to nearest Airport,Within 10km of Active Superfund Site %,Mean distance to nearest Active Superfund Site
"Houston TX HSA, Houston TX HRR, USA",0.019969654832474492,0.9576085551645351,4.363458753032177,0.9555231054024663,0.921616990872847,0.7652512328087747,22.526181311829657,0.5301688189159366,11.242609551715516
"Chicago IL HSA, Chicago IL HRR, USA",0.05777066615223743,1.0,1.8631637837700648,0.9999939196119496,0.39915127553789204,1.0,13.090730292523622,0.11031154008248806,23.910448068784262
"Brooklyn NY HSA, New York NY HRR, USA",0.044843547341078586,1.0,1.520474881945758,0.9999918561153981,0.28064876404837374,1.0,13.648399119531645,0.928728987808217,5.662847016883927
"Dallas TX HSA, Dallas TX HRR, USA",0.031043313815466995,0.9467957427262994,4.0527819026318115,0.9631554857325344,0.7857608785063901,0.9074016424498228,17.86264011898392,0.15548050385193016,18.849595025713985
"Phoenix AZ HSA, Phoenix AZ HRR, USA",0.02297728374466025,0.894747894907295,5.227618968474564,0.9553494318948533,0.807548297233956,0.7333793822362562,23.848979469805048,0.1879794652254878,17.664496130808494
"San Antonio TX HSA, San Antonio TX HRR, USA",0.0250660984666685,0.8623593715720919,5.95541262235893,0.866339540435257,1.3189674690863702,0.8628704172142411,20.34390344735545,0.23815881587944968,20.534333569981026
"Las Vegas NV HSA, Las Vegas NV HRR, USA",0.017768467911447025,0.9845358405772697,3.8048677733395686,0.9591339849885578,0.8943978174558113,0.9587277356499208,15.998303300354193,0.0,213.04040169628885
"New York NY HSA, New York NY HRR, USA",0.10253359849756534,1.0,1.0310779213482204,1.0,0.2581526468548839,1.0,9.094807317888197,0.9535545267465213,4.659191322423384
"Miami FL HSA, Miami FL HRR, USA",0.021006327252939286,0.9971457655152829,3.161053539222849,0.9793190324193067,0.7490240316372658,0.9391376470170612,14.423183858136717,0.6544447866327804,8.866374630554184
"Los Angeles CA HSA, Los Angeles CA HRR, USA",0.01496887102512678,1.0,1.9097246179608256,0.9954897104846298,0.4569891698980379,1.0,14.592673067379124,0.643392774631959,9.192938863331491
"Denver CO HSA, Denver CO HRR, USA",0.04963417112143018,0.9444250738877897,4.338168534577402,0.9341941134779562,0.9565003389640874,0.2727497268420862,36.87955493805728,0.5487867721637331,10.579864230305414
"Philadelphia PA HSA, Philadelphia PA HRR, USA",0.06065350779754898,1.0,1.675616193416664,0.9876680221038275,0.5339360577022865,1.0,10.625834194505028,0.9388027513166101,5.965966968809096
"Austin TX HSA, Austin TX HRR, USA",0.03660032491476129,0.8204321647162107,6.487077037965138,0.8187310027248408,1.4933685716195533,0.6959298553653412,24.506909409257197,0.0,87.54348920586423
"Atlanta GA HSA, Atlanta GA HRR, USA",0.016330110031649386,0.9374259264005285,4.812020559308687,0.8615045091992221,1.2181136122090495,0.6132744446437776,26.240370313500836,0.0,92.69567447851351
"St Louis MO HSA, St Louis MO HRR, USA",0.03185407642754388,0.8672315627068398,5.431133820673357,0.9030061108055449,1.105839892906003,0.7976325872339632,23.289268319757817,0.5365762708704286,10.052135167450967
"Columbus OH HSA, Columbus OH HRR, USA",0.03943790625148724,0.9057877575925141,5.097258507684383,0.8463531859719038,1.2605015103076633,0.9688302928319803,14.74674159152465,0.0,65.62014137560462
"Portland OR HSA, Portland OR HRR, USA",0.028702091027008304,0.9393265251398092,4.751187344293817,0.9632887386965358,0.8171883831689064,0.9330279230702131,17.007910117873433,0.5716407832545577,10.251610771682788
"Orlando FL HSA, Orlando FL HRR, USA",0.020192236812034546,0.9753975126813265,4.531664713858431,0.902465117426421,1.109104400632591,0.9721900167093597,16.721447244328488,0.5273588175953323,11.057871446381794
"Minneapolis MN HSA, Minneapolis MN HRR, USA",0.06784805619951631,0.8377239418582481,6.089532165983416,0.8893739746877617,1.031785807724777,0.6961236446031078,22.19484439533819,0.7592467627626768,7.725325750945723
"Fort Worth TX HSA, Fort Worth TX HRR, USA",0.028263660934016867,0.8810539740576917,5.719014529367543,0.9033519084899475,1.0666882176271342,0.360788086172013,34.96171817597194,0.19694055691666953,17.663973456588057
"Raleigh NC HSA, Raleigh NC HRR, USA",0.029968376888312904,0.5990693483286007,9.253896258122706,0.7479183735549143,1.638181502716575,0.7460071370049546,22.864295978950064,0.3468801072129092,16.322983562048282
"Charlotte NC HSA, Charlotte NC HRR, USA",0.02431425282521115,0.8432827050158447,6.457891890984285,0.8426950656317483,1.3035515151339674,0.9303809561577757,15.887592682074187,0.1341238224680133,16.017926419400048
"San Jose CA HSA, San Jose CA HRR, USA",0.02899075854989551,0.9764565096083423,4.063525634452836,0.9881152710447692,0.6402102336036563,0.9991033957614015,9.691185576562317,0.9503133028749462,5.506312530402724
"Bronx NY HSA, Bronx NY HRR, USA",0.09971479334518697,1.0,1.2543880855928822,0.9998140773350793,0.25293425072464004,1.0,8.26749429666181,0.4981378569168335,10.03102918987952
"Baltimore MD HSA, Baltimore MD HRR, USA",0.04248954277462471,0.9365231732286279,3.9963161423939404,0.9466285229952508,0.7826925732378562,0.8836119586536996,20.423152710824176,0.5340809376224054,10.233200670493828
"Mesa AZ HSA, Mesa AZ HRR, USA",0.02048434787086793,0.9867128944550715,3.838424689534428,0.9642712130508536,0.8441089975624282,0.9969081218945874,12.488526778741523,0.39300988919767565,11.43438619041907
"Salt Lake City UT HSA, Salt Lake City UT HRR, USA",0.03008421171625054,0.9665681098045033,3.805025999697625,0.9658575014586769,0.821833749677891,0.8210076713916951,20.50924888994962,0.7666881337487503,7.798916266212122
"Memphis TN HSA, Memphis TN HRR, USA",0.01732274955871624,0.8298746354901049,6.423470977570865,0.7516407267530093,1.8043293059111294,0.8150898452057584,21.20417615316,0.32149330915433705,14.486968532524907
"Cincinnati OH HSA, Cincinnati OH HRR, USA",0.03670097729256988,0.8968148779111961,4.626703127735995,0.8411067596158975,1.2861778490975269,0.5814811642036629,28.873640691026164,0.5077842017556479,10.46823973401762
"Seattle WA HSA, Seattle WA HRR, USA",0.04322967358869925,0.9639348743863371,3.336807295468054,0.9826979395332315,0.7001805742228306,1.0,11.316216246921554,0.6481442375847342,9.534252620061297
"Richmond VA HSA, Richmond VA HRR, USA",0.014568685885428144,0.7237254944120727,8.390633836866218,0.7297045849618017,2.139569395375374,0.7213752073661073,25.681764783845384,0.4152978711791296,14.2725978328055
"Sacramento CA HSA, Sacramento CA HRR, USA",0.02457878089508836,0.9199291774741345,5.196327393358775,0.9679379144586338,0.757943759343279,0.9917246857043573,13.951030421497626,0.6723035109274359,8.475739672178898
"Indianapolis IN HSA, Indianapolis IN HRR, USA",0.020388315342538408,0.9567901130477012,4.370069992128065,0.8794652492985107,1.1631477254125548,0.8220088900280595,20.912405249336413,0.47636604926613424,10.819058008195375
"Tucson AZ HSA, Tucson AZ HRR, USA",0.015199553883135753,0.7854177341813992,7.3788853802409635,0.8204153120524089,1.4986361240079642,0.7773739924555492,23.70028427799853,0.13576951125459286,24.371222453177023
"Jacksonville FL HSA, Jacksonville FL HRR, USA",0.014990832988369293,0.8330821869238406,6.7593517496139714,0.760130655226209,1.6414191397004194,0.707143490285066,24.935104163167587,0.5313705502765566,11.61994924651063
