longname,Commute Car %,Commute Bike %,Commute Walk %,Commute Transit %,Commute Work From Home %,Commute Time < 15 min %,Commute Time 15 - 29 min %,Commute Time 30 - 59 min %,Commute Time > 60 min %,Households With no Vehicle %,Households With 1+ Vehicles %,Households With 2+ Vehicles %,Traffic Fatalities Per Capita Per Year,Pedestrian/Cyclist Fatalities Per Capita Per Year,Total Traffic Fatalities In Last Decade,Total Pedestrian/Cyclist Fatalities In Last Decade
"AZ-03 in Maricopa County, USA",0.8493661302679744,0.009259025460885244,0.01577293356991587,0.03285574986895058,0.07738296175168392,0.18671695966366303,0.40910609370791523,0.3216099528437697,0.082566993784652,0.08937990470689332,0.9106200952931067,0.56865365311994,0.00017291457969424072,8.016491067338525e-05,1374.0,637.0
"AZ-01 in Maricopa County, USA",0.7727803701121669,0.006901259037971404,0.015458110892502758,0.012656897902687548,0.179988575047043,0.24545550846655184,0.4359185511543882,0.28273351557647974,0.03589242480258019,0.04907076358327103,0.950929236416729,0.5755692661435005,9.67769134834529e-05,3.146193546276102e-05,769.0,250.0
"AZ-04 in Maricopa County, USA",0.8138547161770262,0.015768941069860643,0.020549825272312465,0.018227258449112573,0.12005714147260621,0.24804047632687742,0.44677577944003155,0.2611474644804769,0.04403627975261436,0.06068813319272908,0.9393118668072709,0.5543894086109424,8.10459457520724e-05,2.4288614177251512e-05,644.0,193.0
"AZ-08 in Maricopa County, USA",0.8255303225653974,0.006375054671255813,0.013311923144583081,0.013729211342717054,0.1304734199325399,0.19035194397651062,0.35884345698375963,0.36831986414508794,0.08248473489464199,0.05364026304791663,0.9463597369520833,0.577828038223096,0.000106970715193617,3.0958583456035036e-05,850.0,246.0
"OH-03 in Franklin County, USA",0.8068760575450609,0.006005429565278317,0.031141359335224886,0.026043658583620056,0.12069347059752804,0.25925722446851285,0.5043778691961944,0.20225039265256753,0.03411451368272505,0.07889184462052445,0.9211081553794755,0.519235188654021,6.763027090245731e-05,1.9450059112924755e-05,532.0,153.0
"OH-11 in Cuyahoga County, USA",0.8120301833072296,0.005200452120941872,0.032884636811249666,0.054888980439811344,0.085519886382454,0.2411349267447612,0.46169026427342325,0.2536052429794785,0.04356956600233698,0.16767889158423369,0.8323211084157662,0.39406273668166986,8.36801992046566e-05,1.7677124148096148e-05,658.0,139.0
"NY-08 in Kings County, USA",0.29325648030839374,0.013498407108319519,0.06081573477383659,0.5354551370433674,0.08863906574365797,0.06905341427848544,0.14796738550879876,0.43702356774519047,0.34595563246752536,0.5287858177731993,0.4712141822268007,0.11841417380970282,2.882986774298173e-05,1.8533486406202537e-05,224.0,144.0
"NY-09 in Kings County, USA",0.2565565423137146,0.015158697557275445,0.0736559149884288,0.5502297145741957,0.09616911303393706,0.07645247106668507,0.1512966394063489,0.4576437660619491,0.3146071234650169,0.5453003993673572,0.45469960063264286,0.1073047222198898,2.1107581740397333e-05,1.3771410037942164e-05,164.0,107.0
"NY-06 in Queens County, USA",0.3550639662615187,0.006277077722850452,0.07891912347331774,0.4650836457587036,0.08574260116251081,0.08647430881388206,0.17872788880842105,0.4571586634134069,0.27763913896428993,0.40119948289451013,0.5988005171054898,0.18322089032667133,2.805767525428877e-05,1.7761280665558948e-05,218.0,138.0
"NY-12 in New York County, USA",0.09806724670372419,0.024345547892257496,0.22604239357271372,0.4420328138306492,0.19643378417978405,0.13026592238497536,0.38609428035960125,0.40932914154536054,0.07431065571006296,0.7561683123511516,0.2438316876488484,0.030137030955592337,2.496875687766982e-05,1.9177034921509298e-05,194.0,149.0
