longname,Fair or poor self-rated health status %,Physical health not good for two weeks in last year %,Arthritis %,Current asthma %,High blood pressure %,Cancer (excluding skin cancer) %,Chronic kidney disease %,COPD %,Coronary heart disease %,Diagnosed diabetes %,Obesity %,Stroke %,Disability %,Hearing disability %,Vision disability %,Cognitive disability %,Mobility disability %,Self-care disability %,Independent living disability %,Binge drinking among adults %,Smoking %,No leisure-time physical activity %,Sleeping less than 7 hours %,Attended doctor in last year %,Attended dentist in last year %,Cholesterol screening in last year %
"DE-00, USA",0.15193571464688452,0.10959630739892566,0.24377935408374599,0.10377449418155268,0.33272833233409677,0.0672812314448963,0.03020573104399774,0.06462338791814422,0.057051719529900784,0.10782991931464371,0.35928676456778824,0.03151098317670593,0.27295649636302227,0.060576054435527125,0.047484477639971434,0.1256983451195111,0.13134420936296842,0.03700397864763538,0.07435397973114449,0.149405202291261,0.15344536005027365,0.2658755841923165,0.3377800518639984,0.7459692268797105,0.625642288661429,0.86739140271166
"ID-01, USA",0.1531136954863572,0.1194831778726374,0.2477651760227731,0.10434458146793177,0.30504857000136215,0.06824502572284358,0.02979942645809394,0.06803605125225741,0.058842041732015,0.0994003532396616,0.32626536113590165,0.0300230118503694,0.3163305380432422,0.08055950133093344,0.04951495261475388,0.15193394142529484,0.13579362538123002,0.03758031244809774,0.07846640189224015,0.1605864554033165,0.16328680846106475,0.22890532236079858,0.30191787827104544,0.7172524632853639,0.6445243608045463,0.7948648786395643
"ID-02, USA",0.14939563803101147,0.11446820551865679,0.22591686664264607,0.10522200562878545,0.28988579105512235,0.06340526067123846,0.0280707014228336,0.06197381560967996,0.0546084492967432,0.09165464034914571,0.33237071127999923,0.02781681803658821,0.3134229899864803,0.07567025377121912,0.0490964779301297,0.15469126144621761,0.12555873005621954,0.035533074214316576,0.07789088619384077,0.1544090335891682,0.1540046515659292,0.2203761871095334,0.3028839113942077,0.7154469055274912,0.6534649883413907,0.781849897349425
"WV-02, USA",0.20690044272596525,0.14448576364196333,0.3280022725369357,0.11647097866711159,0.3933209230956988,0.07162409598878089,0.03218630686487865,0.10194010211511881,0.07788338379472479,0.12862873758514942,0.39021846021073026,0.03403459621660197,0.36554611291144434,0.08356136630428203,0.05405821016069708,0.17475444251872266,0.17941304529885346,0.04261833586704933,0.10310948205746401,0.1338333241069168,0.20625629844754706,0.2865692910848719,0.3897825717282773,0.782947916178738,0.5840829610829815,0.8581067425219967
"WV-01, USA",0.2439420820757954,0.1653790496887913,0.35468226473799924,0.12068762162041712,0.42532382137418456,0.07498082716992077,0.03582449213417351,0.12123013308771682,0.08964808028622687,0.14736528629823115,0.42667943191030305,0.03919897723883482,0.40995476541794423,0.0934005691933952,0.06519196612169209,0.19497291995422653,0.2123540732409488,0.05262072694353001,0.12110396714130156,0.12366951832732279,0.23296646200055188,0.33138011397006284,0.40440023414187887,0.7968677991845599,0.5407637913115368,0.8605875397627234
"SD-00, USA",0.1322824020643792,0.0987193256305346,0.2425571233433225,0.09119454238690279,0.30387942810429425,0.07187948741780142,0.029908333090200103,0.06271905106282556,0.06103015759677385,0.09562361572352501,0.359500500557899,0.030380177355967604,0.27295328858083023,0.07586832829775526,0.045168474009853646,0.11848474493563943,0.12186680701651667,0.0351076176649001,0.06588983946331889,0.19374881473679123,0.16752218231766913,0.23957899183588607,0.27984344245717524,0.7419301405245138,0.6752477906645049,0.8150624588234855
"UT-01, USA",0.12527169812091615,0.1032906421651037,0.2057532167493629,0.10313082298533043,0.25225335258923137,0.05571736728036316,0.02360079624632585,0.04646866797263621,0.04077079013863812,0.07544432301699289,0.31841116787560797,0.0220730103544708,0.25990327588566686,0.056250929941354215,0.03691033343070246,0.1391986959372642,0.09385234104182062,0.026845702251265063,0.066922311851569,0.13131074033749598,0.09579887120133568,0.18128536790134628,0.3264789693328752,0.6915015371353554,0.7284086430924928,0.7799236804637798
"UT-02, USA",0.14614885702347288,0.11327270003363157,0.21681769040266613,0.10293650696588906,0.27435950102424794,0.0594584910467691,0.026634049795660416,0.053745228850093384,0.04733868183161624,0.08871067151781989,0.33329508871699204,0.025496857961088942,0.2809507342974476,0.06363031766900058,0.04416113574056532,0.14771646028882715,0.10909223917408138,0.032369792399180856,0.0752313184741288,0.13702316935212633,0.10194829649106728,0.20018199569918857,0.3141978985130632,0.6884522986924256,0.6846868641779051,0.7788107092263669
"UT-03, USA",0.11807420106550755,0.09971469231312365,0.19173881923248964,0.10304759280037062,0.2388276494495941,0.05582895583400693,0.02329108245521825,0.04456576448988264,0.039629133941671675,0.07547024542765471,0.3004329134333972,0.02156662364359654,0.2458640536362998,0.05509328487026387,0.036586291986724535,0.13844139904747685,0.08772279150418556,0.02604678464664855,0.06735048567684858,0.12277478991926331,0.08138033244148765,0.17079232999348826,0.29724858573098767,0.6790986398694397,0.7130804485645451,0.7738551541376664
"UT-04, USA",0.11984713156052836,0.09950921812252064,0.18357753746568603,0.10046268819712949,0.23567413167470044,0.05063413187325938,0.021927505944373503,0.04404488932792594,0.03630393495192381,0.07309639564956227,0.3093977766305448,0.020154054832192358,0.23964039642394347,0.05031172096440318,0.03433229916952526,0.13750398359898958,0.08544324426287284,0.025307779559297174,0.064028262455883,0.15079297695221192,0.0908982159433309,0.17916512948558264,0.30716951516745944,0.6669615861921762,0.7067459208442737,0.7795886543129599
