longname,Population (2000),Population Change (2000-2020),PW Density (r=1km) (2000),PW Density (r=1km) Change (2000-2020),AW Density (2000),White % (2000),Hispanic % (2000),Black % (2000),Asian % (2000),Native % (2000),Hawaiian / PI % (2000),Other / Mixed % (2000),Racial Homogeneity (2000) %,Racial Homogeneity Change (2000-2020) %,Segregation (2000) %,Segregation Change (2000-2020) %,Mean Local Segregation (2000) %,Mean Local Segregation Change (2000-2020) %,Housing Units per Adult (2000),Vacancy % (2000),PW Density (r=250m) (2000),PW Density (r=250m) Change (2000-2020),PW Density (r=500m) (2000),PW Density (r=500m) Change (2000-2020),PW Density (r=2km) (2000),PW Density (r=2km) Change (2000-2020),PW Density (r=4km) (2000),PW Density (r=4km) Change (2000-2020)
"New York-Jersey City-Newark [Urban Area], NY-NJ, USA",17652490.0,0.10049341481003529,9674.324431613746,0.08202114710767872,1969.8585871785524,0.5211017255922535,0.1998654014249548,0.17518259463679062,0.07561499822404658,0.0016461133811717214,0.0002898174705098261,0.026299349270272922,0.6058248657558534,-0.10887740615232022,0.3949444084696519,-0.09696946887771724,0.1942830553729877,-0.032724907115925767,0.5101638183788242,0.05215376149386844,13603.31290753154,0.032051861121624885,11503.810668728494,0.0626643591424334,8045.408584458452,0.09537390242212215,6797.581886981657,0.10840277944945285
"Los Angeles-Long Beach-Anaheim [Urban Area], CA, USA",11627785.0,0.05242537594219363,4496.577987225067,-0.008555487767932383,2711.9400151076525,0.3293499148806071,0.4352519417928694,0.0789470221542624,0.12616177543702434,0.002673854048728971,0.002643409729368061,0.024972081957139732,0.5376071406361821,-0.036409920980168264,0.31916302252346124,-0.05134869026529493,0.16042867125893395,-0.03178377434131255,0.4703280526759985,0.038256788009433176,6286.724524634942,-0.035388668599468924,5169.733293970283,-0.019567314894842026,3976.163205361208,-0.0014060853985911567,3449.0981491364046,0.011519076314589628
"Chicago [Urban Area], IL-IN, USA",8293224.0,0.0456423219727334,3645.3286348771244,-0.06874259811476306,1347.1828018657288,0.5648020600914675,0.1738058685018034,0.1995110707247266,0.045101519023241145,0.0012874365867845846,0.00026985886309112113,0.015222186208885713,0.6877857055073625,-0.12244384441243339,0.4872834386813348,-0.12734601410152213,0.2028785908744521,-0.03280435132069495,0.520184943038006,0.05187628102594923,5409.802518634265,-0.10778886162674244,4321.017158053649,-0.06965488998393717,3131.80078244898,-0.07772672265525127,2730.9825485176902,-0.08031731442044171
"Miami-Fort Lauderdale [Urban Area], FL, USA",4946967.0,0.228534979109422,2478.698703044711,0.10551090410611666,1434.1330439474962,0.4427421893050833,0.34063679826447196,0.17818978780331463,0.016777350647376465,0.0012989777372681079,0.0003531456749155594,0.020001750567569986,0.6211335616683004,-0.074357716193998,0.4220904122417883,-0.10100339479622916,0.15780851055170766,-0.042957919816808396,0.5631269285915792,0.11296578437701743,4587.018654199911,0.013419236769431504,3000.6854561664795,0.08618298733086671,2118.8143721410866,0.10473282891763874,1795.3995749154994,0.11200983872013268
"Houston [Urban Area], TX, USA",3872760.0,0.5114737293299869,1920.0503835290851,0.036553049381759295,840.8084593236332,0.43531718980778566,0.3136016690938762,0.1783978351356655,0.05600553610345077,0.0021116722957270784,0.000397391007963313,0.014168706555531456,0.5659625036233038,-0.10577708020626231,0.35884964158299804,-0.11339801564810428,0.17889224728096437,-0.04653145848249701,0.532782869061522,0.06868419322676425,3920.3464643234274,-0.05993952614154243,2458.2950096498384,-0.0025862291515946975,1581.3055931607246,0.08797386775988424,1354.326925555225,0.12636329076854017
"Dallas-Fort Worth-Arlington [Urban Area], TX, USA",4194691.0,0.3665736045873224,1883.243203170233,0.0051847178858902615,914.1570439439638,0.5431487086891502,0.23870888225139825,0.1561864747605962,0.04253447989375141,0.0038446216896548518,0.0007623922715642225,0.014814440443884901,0.5887216723882376,-0.12333819022970077,0.3384733288801073,-0.08556383041533372,0.15741032160241175,-0.024815957121426535,0.5403028578447293,0.05541179707361789,3565.190233435242,-0.0978812951505048,2363.565194473601,-0.022690850034019317,1541.3518976281757,0.04450681791646429,1289.9943944944068,0.08865823772006083
"Philadelphia [Urban Area], PA-NJ-DE-MD, USA",5216490.0,0.0919459253252666,3014.1485381555035,0.03261117725176431,1032.8799154131473,0.690973624026884,0.05205435072242063,0.20661421760609144,0.03458570801439282,0.0014609440447503972,0.00027278879093029987,0.014038366794530422,0.7452346656121567,-0.16650648321278239,0.4645143685670921,-0.15439536085938926,0.17443670568374015,-0.02539079370477365,0.5413079542881437,0.06448539312200705,4492.124973492826,-0.0006280584096246515,3538.991954696212,0.02179096086740775,2570.759131687441,0.03866257298462481,2162.0357086588965,0.03920672223856736
"Washington-Arlington [Urban Area], DC-VA-MD, USA",3976541.0,0.3013216763010868,2489.332138406531,0.17150114200688793,1162.6288294305994,0.49862933640065576,0.1031851551385991,0.28978778289976137,0.07923946967980464,0.0022660397566628887,0.0005705964052677943,0.026321619719248464,0.5648272009701792,-0.12622828795189567,0.3304558106069074,-0.08919829042098093,0.12890075138986568,-0.010566899790505721,0.5293499481080943,0.045479617890334605,5032.8968821690305,0.02135719032808739,3141.1436234130633,0.140270944411191,2098.2325208057446,0.16525231974637503,1797.7181565446713,0.15830669954128224
"Atlanta [Urban Area], GA, USA",3554648.0,0.4064005774974062,1052.44649875068,0.1374174313933513,551.8748101091246,0.5605933414504052,0.07182877179400042,0.31296207106864027,0.03702701364523295,0.0017962397401936844,0.0003460258230913441,0.015446536478436121,0.6753615846166463,-0.15411873951098598,0.4412968258433573,-0.12904586418505726,0.13193533752148842,-0.012716429615380068,0.5275153493331535,0.05160699689390224,3511.088454440651,-0.11996615273360112,1471.9462636888566,0.029321147846668165,913.7005966868146,0.15673572000046027,826.0628919551798,0.16578110454659672
"Boston [Urban Area], MA-NH, USA",3897616.0,0.12427930304062791,2841.7009365953368,0.13330900549731706,871.091269488372,0.7873851605699485,0.07149472908567699,0.06274194276706582,0.05008548815481053,0.0014714122684225434,0.00027324395220052465,0.026548023201875198,0.7363806739500746,-0.1725791507214457,0.2839110693888043,-0.059511759841926914,0.08483259825871974,0.013064024367371696,0.5178844865656916,0.03460545230599033,4398.123244472828,0.0815618343484538,3402.8661481582044,0.11491167148360196,2383.7281340518252,0.150911579983187,1968.8187890394354,0.15926914003186196
