longname,PW Mean % of parkland within 1km,Within 10km of Hospital %,Mean distance to nearest Hospital,Within 2km of Public School %,Mean distance to nearest Public School,Within 30km of Airport %,Mean distance to nearest Airport,Within 10km of Active Superfund Site %,Mean distance to nearest Active Superfund Site,Within 0.5mi of a grocery store %,Within 1mi of a grocery store %,Within 10mi of a grocery store %,Within 20mi of a grocery store %
"New York-Newark-Jersey City MSA, NY-NJ-PA, USA",0.04488564322150867,0.9545495054472762,3.178431262227258,0.9447600965412144,0.6723425660633958,0.8472475862896732,17.90502884949552,0.811975902033636,6.966783945130784,0.6487236282600841,0.8476504143962578,0.9999665618589311,1.0
"Los Angeles-Long Beach-Anaheim MSA, CA, USA",0.02028413459173652,0.9856877357073374,2.8473880347839313,0.9871505671748346,0.6003526791115641,0.9222340307627928,16.582613838692115,0.5356882016013573,11.476082178877451,0.6079757989556026,0.9238505743414058,0.9996920038400623,0.9999516137254588
"Chicago-Naperville-Elgin MSA, IL-IN-WI, USA",0.0393213857629051,0.9304691591265202,4.216880181028139,0.9406976990854492,0.7916861478444445,0.6550383485758472,25.015152077660943,0.23450718783627014,17.759933666311497,0.439262786371596,0.7730045356549693,0.9997461539118188,1.0
"Dallas-Fort Worth-Arlington MSA, TX, USA",0.028307827390613344,0.8976818163537743,4.908248724338185,0.901901613738115,1.1035052267161076,0.5958693285972453,28.788659334185482,0.11090139189615202,25.095977966824783,0.3084196110769425,0.6820191656865003,0.9982244853951003,1.0
"Houston-The Woodlands-Sugar Land MSA, TX, USA",0.016531984967210655,0.8929155268589776,5.283334716510358,0.89356827634681,1.187288641846199,0.6470546030773439,26.713203094627143,0.42867009417480406,13.237508936365455,0.33206293471616466,0.7035517168781228,0.9969035562729872,1.0
"Washington-Arlington-Alexandria MSA, DC-VA-MD-WV, USA",0.03910264482188291,0.8930434977777659,5.21439874915311,0.890467567719007,1.101698022073399,0.7619989418157168,22.456998483204156,0.3585767782385077,14.176669688363,0.38909189695083823,0.7309260635109099,0.99952209663329,1.0
"Philadelphia-Camden-Wilmington MSA, PA-NJ-DE-MD, USA",0.034779243173030126,0.949158461636262,3.827152576924581,0.8803934507500419,1.0366157508799343,0.8511770360242054,17.456555730523302,0.9055202271366559,5.794392581288256,0.38750037210266475,0.7106487730666049,0.999867267862682,1.0
"Miami-Fort Lauderdale-West Palm Beach MSA, FL, USA",0.022763516229063287,0.990955773225993,3.2263705363878277,0.9313860737807523,0.9377616207616295,0.9252685529253455,15.938949388792675,0.581741415275668,10.268452132691042,0.49573136565557074,0.8896424234108531,0.9999139429626592,0.999925201149854
"Atlanta-Sandy Springs-Roswell MSA, GA, USA",0.011115438282670037,0.787066213423439,6.695279603009369,0.748699432548324,1.6570789435956848,0.33746478262682933,38.77402513916781,0.0,88.3973452126007,0.20734578672168846,0.5281932576937007,0.9993505487816073,1.0
"Boston-Cambridge-Newton MSA, MA-NH, USA",0.02637448145697561,0.9412256967737939,3.7899359964337394,0.8717713951184437,1.0102764441507917,0.7073633061820873,21.332269096377743,0.5175812381502605,10.27400331010254,0.37307576441695445,0.6727059037877328,1.0,1.0
"Phoenix-Mesa-Scottsdale MSA, AZ, USA",0.0206253227499692,0.8960783205030632,5.187857634146361,0.9137844646698441,1.0384640809575878,0.7540535866699465,22.33217768619139,0.22171424845103999,17.710272112633536,0.3251544800318278,0.7254030908966856,0.9889772683332755,0.9981260042737282
"San Francisco-Oakland-Hayward MSA, CA, USA",0.04210299623802316,0.9847191215674514,3.0862273069407995,0.9815402557707629,0.6390915267178324,0.780844000977983,21.397899102475463,0.4220960971446225,12.618149361186768,0.5853082303684489,0.8795090076975124,0.9994944234670611,1.0
"Riverside-San Bernardino-Ontario MSA, CA, USA",0.01616248566274313,0.8944115339438317,5.324981805492347,0.9024059268032494,1.0736327617600698,0.6536677617026124,25.99660049307878,0.3443795655031285,24.455465551220996,0.32254360843559515,0.6873173068867199,0.9928696353334556,0.9972108879096157
"Detroit-Warren-Dearborn MSA, MI, USA",0.033305932024928694,0.8713224378648646,5.652745658046876,0.8916958861941148,1.123714963625296,0.5653072376390015,28.189384083857195,0.2534079835338476,20.270913452720297,0.3085752269661809,0.6991939761689001,0.9999979804422816,1.0
"Seattle-Tacoma-Bellevue MSA, WA, USA",0.03563800719833566,0.883316026229159,5.189602147004658,0.9305468771190627,0.9737308038434934,0.820705368387498,18.89180088953894,0.5086486996280528,14.862725974404235,0.34943137280525605,0.7118272886884296,0.9993347095306485,0.9999492811460235
"Minneapolis-St. Paul-Bloomington MSA, MN-WI, USA",0.05862006375203265,0.7814240760768206,6.809382643092011,0.8381051832111278,1.3622199129475092,0.6786205597316346,25.61023467808121,0.5833617851300519,12.658551274144886,0.26223487955390756,0.5932553297517561,0.9974305261840754,1.0
"San Diego-Carlsbad MSA, CA, USA",0.025703207483702688,0.9474162414264787,4.9578662962514075,0.9460034900416185,0.8479938146458488,0.6717290257957489,25.01868109542719,0.029725683698910543,53.068684643532016,0.4610214331632301,0.8022663830159409,0.9967868965784811,0.9995260104072533
"Tampa-St. Petersburg-Clearwater MSA, FL, USA",0.01383616475414755,0.9705044935065099,4.294345177615423,0.8245598618719973,1.3613220653239888,0.720259298664011,22.95519982460903,0.3756035383647252,16.670473977962136,0.2824437115667746,0.6681091358073505,0.9999590157957573,1.0
"Denver-Aurora-Lakewood MSA, CO, USA",0.04781104695599165,0.9269898381623263,5.035613712947472,0.9346461374017573,0.9528625650306398,0.4146753833041931,33.626877452501006,0.5663748374571586,10.307616075380146,0.33210756276746445,0.7550415927301195,0.9920380823686576,0.9992428968409823
"Baltimore-Columbia-Towson MSA, MD, USA",0.03246059786947096,0.8539819088834906,5.583060449912944,0.8673818505250502,1.1236155493693436,0.7504751291092604,24.140541951567354,0.42531139149724556,13.521986927384049,0.3269574643362929,0.6981729362945164,0.9999586118320355,1.0
"St. Louis MSA, MO-IL, USA",0.025344353705832167,0.8378727014916747,5.953669335808222,0.8444206955900765,1.3661252016945553,0.7088516526708774,26.15169771036958,0.4175483547043474,13.871288015791412,0.24912537737042262,0.5882078539995579,0.9965807001411539,1.0
"Orlando-Kissimmee-Sanford MSA, FL, USA",0.017936508325382246,0.9245912284691715,5.174132666674875,0.8236001969045881,1.4132197997837688,0.7955697215805034,22.343007445964712,0.4237039608345403,14.988083178404672,0.2712275695495303,0.6534312203871534,0.9971797376271768,0.9996984352451999
"Charlotte-Concord-Gastonia MSA, NC-SC, USA",0.01622699159821297,0.7474627216422945,7.479457464440801,0.7259113961474608,1.7396512631647185,0.7350670517689689,23.13247608866902,0.2898857580374944,14.38528016815912,0.20933044892876462,0.5462661963586775,0.9982405016819169,1.0
"San Antonio-New Braunfels MSA, TX, USA",0.02396059286583341,0.8501917211039414,6.171985256939361,0.8369403117808504,1.4523465504857127,0.7908506287568756,21.90394993251627,0.2176958051211367,23.304181470866762,0.212819124662615,0.582334614283054,0.9917578116497905,0.9996826912709063
"Portland-Vancouver-Hillsboro MSA, OR-WA, USA",0.026263649018076096,0.8794102653590989,5.580006654332411,0.9148388349684562,1.021223477076782,0.8268625497889058,20.521658530330246,0.5330999471120346,11.747332414307056,0.3975293959967142,0.7538604847334321,0.9987998509589228,0.9999839950911725
"Sacramento--Roseville--Arden-Arcade MSA, CA, USA",0.023530950889303147,0.8674762720334098,5.6530244320948855,0.9258632958785875,0.9500199914698099,0.8551987125956564,19.853079837043158,0.5224290496883683,12.477401302371899,0.37949005368128774,0.7363927270721025,0.9955508453760118,0.9999564943319745
"Pittsburgh MSA, PA, USA",0.02336481585480055,0.8679347544137949,5.471277222259175,0.7282020178673333,1.7025699960452927,0.6113372072179606,27.753720195866,0.10910537222064524,24.030615108489055,0.2204333554475052,0.5390503027865028,0.9980011074250229,1.0
"Austin-Round Rock MSA, TX, USA",0.03433761566765973,0.823181602989615,6.294187986263835,0.8270657724916363,1.459284140035511,0.554888364615299,27.380092390224032,0.0,81.66964844644943,0.21286727821480222,0.5351078241776828,0.9951169837783553,1.0
"Las Vegas-Henderson-Paradise MSA, NV, USA",0.018366115391571042,0.9911298652000812,3.6172839659436344,0.9694996424756575,0.8382770518995827,0.9724017690834135,14.918327948145006,0.0,214.30312919352195,0.41521736884662686,0.7964711079960854,0.9937368107763594,0.9979366761460207
