longname,Population,Population (2010),Population Change (2010-2020),Population (2000),Population Change (2000-2020),PW Density (r=1km),PW Density (r=1km) (2010),PW Density (r=1km) Change (2010-2020),PW Density (r=1km) (2000),PW Density (r=1km) Change (2000-2020),AW Density,AW Density (2010),AW Density (2000),Area,Compactness
"CA-HD034, USA",526113.0,496842.0,0.05891410146485201,409439.0,0.2849606412676858,893.5435685950455,813.8122865678839,0.0979725710008813,723.9173348100343,0.23431713212051128,11.086775509894744,10.469947934924864,8.628105137101334,47454.104173973195,0.24634207163841418
"CA-HD027, USA",521398.0,479161.0,0.08814782505253975,386150.0,0.3502473132202512,1574.0103411745536,1459.2235874144146,0.07866289631702608,1286.2475768427855,0.22372268722799737,43.88044328671569,40.325810773547225,32.498078579444616,11882.240947138458,0.2708163734796318
"CA-HD011, USA",520428.0,470108.0,0.10703923353782535,436795.0,0.1914696825742053,1917.6818069597882,1827.2817416339278,0.049472428507399205,1893.456339614348,0.012794309981488306,188.587805578534,170.35331708692357,158.28166535558378,2759.6057889505328,0.24044401390035128
"CA-HD032, USA",518633.0,463231.0,0.1195990769184273,344984.0,0.5033537787259699,1367.3935226939018,1242.5109072626353,0.10050826491849012,1094.5622759210496,0.2492605973865405,23.680028184154295,21.150453472443864,15.751467498370303,21901.705351307308,0.1541743534885996
"CA-HD017, USA",517813.0,462774.0,0.1189327836049562,439087.0,0.17929476390783602,11668.523755843864,10791.382842743358,0.08128160458048592,10883.699047171867,0.07211010753517055,2675.1898218138917,2390.8405053563774,2268.4657845415163,193.56121789103582,0.2963009670721826
"CA-HD006, USA",517094.0,450881.0,0.14685249544780107,386422.0,0.3381588004823742,2413.0854078068187,2128.485087254306,0.13371027227615678,2110.676038384118,0.14327607075798238,1329.7891232272978,1159.5119062875362,993.7453781628464,388.8541355677898,0.24077522816493255
"CA-HD016, USA",516981.0,448608.0,0.15241145944789214,387461.0,0.3342788048345511,1704.2368013084629,1488.2114554987825,0.1451576958445588,1393.9319012591745,0.22261123356814055,319.90368984187734,277.595026688766,239.7577542885012,1616.0520069510121,0.17814992430782178
"CA-HD042, USA",516939.0,511456.0,0.010720374773196522,470345.0,0.09906345342248775,1591.993509598461,1529.8730760248493,0.04060495903034165,1480.2760814901874,0.0754706703061825,302.2791374119096,299.0729631622795,275.0333808940796,1710.1378693415347,0.3341554393812724
"CA-HD047, USA",516843.0,479080.0,0.07882399599231861,373711.0,0.3830018383189149,1154.099079058039,1090.899192709045,0.057933754806481025,954.917459728778,0.20858516859230317,72.60357667741998,67.29881514235149,52.49709339914694,7118.698880309299,0.14854023426828566
"CA-HD020, USA",516280.0,472240.0,0.09325766559376589,454818.0,0.13513537283045085,3324.453322114882,3094.1520549970846,0.07443114075336371,3072.079254161377,0.08215089751074765,1148.59247080198,1050.6146052752904,1011.855060016299,449.48927763693126,0.23954028893492488
"CA-HD052, USA",516098.0,536741.0,-0.03845989033817055,557573.0,-0.07438487875130252,5177.878317910542,5404.881230136738,-0.041999611566016386,5647.992517337466,-0.08323562716909218,4505.093793473557,4685.289514399959,4867.135043554579,114.55876917538572,0.20782537494107325
"CA-HD010, USA",516057.0,464370.0,0.1113056398992183,372594.0,0.38503840641556225,2561.3855529685156,2408.128492428501,0.06364156274130583,2384.568807021044,0.07415040632371706,1712.4279260728254,1540.9153563083883,1236.3757698997945,301.3598366054989,0.2744695330918376
"CA-HD040, USA",515962.0,483217.0,0.06776458609692954,398928.0,0.29337123490955763,2222.3916951937113,2165.826002991007,0.026117376060951783,2061.0797091724316,0.07826576784167648,510.49424121137855,478.09624692407334,394.70047534115463,1010.710715904741,0.20188072020315115
"CA-HD033, USA",515800.0,501467.0,0.02858214000123637,428013.0,0.20510358330237632,1478.5618099839776,1437.1261712960686,0.028832290104730575,1358.9177739335842,0.08804361702037825,74.10398361345383,72.04478935767322,61.491795925446326,6960.489502029345,0.21212243218462568
"CA-HD080, USA",515699.0,482158.0,0.0695643336831495,395833.0,0.3028196234270513,3385.392464636603,3286.538231016828,0.030078528430564005,3347.473485396716,0.011327641400389804,1817.1275455453458,1698.9417918302206,1394.7652559649155,283.7990108422639,0.29952405063686377
"CA-HD044, USA",513342.0,490420.0,0.04673952938297785,474808.0,0.08115701504608179,3879.0865407488586,3670.5265367703773,0.0568201869375365,3576.3209183981808,0.08465840433757418,1978.3042983047678,1889.9680797102599,1829.8029525530546,259.48586394918556,0.2163652794849097
"CA-HD001, USA",512334.0,506753.0,0.011013254978263573,484574.0,0.05728743184735458,453.7405498105634,454.87448369391035,-0.0024928500586328894,424.157885673283,0.06974446340971038,7.252268069155543,7.1732670501055535,6.859315499933594,70644.65834888208,0.18868951805281317
"CA-HD078, USA",511710.0,475063.0,0.07714134756863826,470608.0,0.08733808180056438,3010.7970772455506,2896.7059849893535,0.03938649377859326,2978.990149730631,0.010677083815733894,1588.0576189451956,1474.3261156298713,1460.5003223242863,322.2238248130336,0.17285249162856403
"CA-HD015, USA",511229.0,461936.0,0.10670958747532126,416351.0,0.22787984176812354,2205.2553607668087,2056.8472028568794,0.07215322446110543,2060.311571836417,0.07035042219425047,569.2030328674238,514.3201426183692,463.5657443873191,898.1487632359,0.13303951827691704
"CA-HD074, USA",511047.0,496406.0,0.0294940028927934,472087.0,0.08252716130713195,1973.7796690590446,1959.3222140462847,0.007378804215618636,2086.496089267738,-0.054021869865211056,402.5574427845676,391.0245631867834,371.8682146492166,1269.5008107786782,0.2416211531983617
"CA-HD064, USA",510608.0,512332.0,-0.0033650055042433423,506335.0,0.008439076895731087,4076.089858717795,4171.525919029946,-0.022877973711438362,4204.6441060833995,-0.03057434687031149,3318.879714681665,3330.0854706199016,3291.1058195980886,153.8495046208614,0.15531677340994224
"CA-HD077, USA",508499.0,474782.0,0.07101575038649317,411559.0,0.2355433850310648,2740.4628107420867,2426.305994325772,0.12947947091216463,2050.467691151773,0.33650621395684355,561.4252800874033,524.19890172932,454.39544000576524,905.7287194492494,0.2561445633874657
"CA-HD002, USA",506650.0,504057.0,0.005144259478590715,483096.0,0.04875635484458576,1050.0409654184928,1041.9148248204,0.007799236947697143,979.7247366362385,0.07177141308453247,14.277881498916445,14.204808279284174,13.61410725471339,35484.95622676585,0.2013240552218287
"CA-HD043, USA",506248.0,505874.0,0.0007393145328678682,482336.0,0.049575399721356064,4897.246628599569,4936.20472957161,-0.007892318715764122,4786.997619662595,0.02303093038612054,3714.5258646476923,3711.7816905010723,3539.074816000674,136.28872659580082,0.2223191050055805
"CA-HD054, USA",504393.0,506168.0,-0.0035067408449368587,515530.0,-0.02160301049405466,9986.457329168461,10057.172193123708,-0.007031286985778783,10588.305748431982,-0.056840861376962794,4760.32663723336,4777.078613928296,4865.4346735440695,105.95764501848274,0.11420396322721667
"CA-HD079, USA",503727.0,490841.0,0.026252900633810135,486197.0,0.03605534382153736,3959.270052401979,3996.156043896397,-0.009230368156107605,4052.500489666046,-0.02300565724835982,3201.0418021252945,3119.1549374899137,3089.643638454782,157.36345575542197,0.11441966785979014
"CA-HD008, USA",503696.0,464773.0,0.08374625892640063,406059.0,0.2404502793928961,1168.9312385526441,1051.6965043063121,0.11147202046055936,943.7133236928576,0.23865077371005344,8.641332010234684,7.9735749388377215,6.966286479828876,58289.16183331792,0.2433939901236363
"CA-HD057, USA",503462.0,476835.0,0.05584111904537209,441752.0,0.13969376482732393,7686.948681818683,7372.428508792187,0.04266167825858287,6929.40219209219,0.1093234984384372,7089.224991411503,6714.291443603895,6220.289353329575,71.01791812362242,0.47527704330903087
"CA-HD019, USA",503359.0,484751.0,0.038386718129513914,479986.0,0.04869517027579971,7087.743582815673,6760.52007713288,0.04840212024362004,6732.159193221297,0.05281877320316772,1041.0699742328457,1002.5840624273058,992.7288727372048,483.50160167756286,0.19140198962842347
"CA-HD046, USA",502291.0,477171.0,0.052643601560027745,456463.0,0.1003980607409582,4100.50663648315,3875.64840441717,0.05801822265655055,3749.4623147172224,0.09362524338170412,2492.608059864371,2367.950611365806,2265.1876160032143,201.51222652603107,0.31821885929357596
"CA-HD065, USA",501352.0,489023.0,0.025211493119955502,471247.0,0.06388369581132612,4675.811312510783,4631.507843456451,0.009565668579602045,4409.013151118685,0.06051199038143139,2290.745853854243,2234.412966716725,2153.191991637114,218.8597216738214,0.14664366938455384
"CA-HD073, USA",499880.0,398300.0,0.2550338940497113,322141.0,0.551742870358011,3397.321001974181,3239.9173315609205,0.04858261934029867,3284.609096060325,0.034315165859172235,1783.490618163727,1421.0696831531818,1149.3467456707233,280.2818220118668,0.22443664153581833
"CA-HD029, USA",499659.0,460776.0,0.08438590551591228,425929.0,0.17310396803223072,2515.639453449807,2406.416756421167,0.045388105255332656,2454.186511976498,0.02504004531579698,68.37352749953253,63.052762998614256,58.284286271934235,7307.784434603234,0.286259275015702
"CA-HD005, USA",497826.0,431884.0,0.15268451713886136,307492.0,0.618988461488429,1171.0829873191392,1031.850160440294,0.13493512160664295,875.143871315077,0.3381605307471959,262.6672199721894,227.87433687768223,162.24156392733295,1895.2726573674047,0.1568235017270555
"CA-HD025, USA",496423.0,473652.0,0.048075380236967225,450751.0,0.10132423444429407,4055.952628216034,3999.3981241897095,0.014140753750986647,4097.57921909578,-0.010158825163344055,273.35998046714946,260.82091576785575,248.2102653494058,1816.0046659048426,0.209805634643725
"CA-HD051, USA",496232.0,478753.0,0.03650943179468327,475410.0,0.04379798489724659,5858.778274797618,5674.547024029881,0.03246624796438852,5873.322936395982,-0.0024763939861424875,2924.1526353123245,2821.153909086236,2801.4545703498206,169.701127775431,0.14261397335288484
"CA-HD007, USA",495558.0,449775.0,0.10179089544772386,419489.0,0.18133729370734394,2127.5040219805187,2000.8858936658535,0.06328103402372748,2056.91173647664,0.03431955015473781,1185.6821639108261,1076.140825640978,1003.6779252010633,417.9518045253065,0.31230601079923187
"CA-HD031, USA",495469.0,471642.0,0.05051924976995263,420473.0,0.17836103626154354,2192.7509468154503,2134.9413484851507,0.02707783910378545,2103.856853551866,0.04225291902037321,330.42987024040144,314.5395672785248,280.41479654547976,1499.4679495516727,0.17801172361454565
"CA-HD003, USA",495048.0,485665.0,0.01931990157824838,431027.0,0.148531298503342,1087.0730145631846,988.8287127234108,0.09935421633256529,906.6955125926199,0.19893944490228074,25.86162627951353,25.371452317835722,22.517128016636523,19142.183660435763,0.25376477416250287
"CA-HD072, USA",494726.0,473964.0,0.04380501472685689,462684.0,0.06925244875552213,2457.6158438812827,2336.187636030736,0.051977078372376535,2315.3330171114735,0.06145242421641623,831.491893605524,796.5969523753523,777.6385217291556,594.985956934305,0.1896120470674722
"CA-HD058, USA",494481.0,462407.0,0.06936313680372486,391250.0,0.26384920127795525,2217.6688400374574,2156.7439953697753,0.028248528707384393,1945.1233175052314,0.14011734889990746,1433.769141558142,1340.7691851465997,1134.4463723269916,344.8818820738637,0.1561110947555277
