longname,PW Mean PM2.5 Pollution
"La Haute-Yamaska CRM, Quebec, Canada",6.406076698105385
"North Okanagan Regional district, British Columbia, Canada",9.347757744889376
"Okanagan-Similkameen Regional district, British Columbia, Canada",8.576533312991021
"Queens County, Prince Edward Island, Canada",4.015966856142157
"Les Maskoutains CRM, Quebec, Canada",6.94470541463849
"Northumberland County, Ontario, Canada",5.6666509702110845
"Division No. 15, Saskatchewan, Canada",5.692739924513274
"Cowichan Valley Regional district, British Columbia, Canada",4.870600877836024
"Nipissing District, Ontario, Canada",4.581711068028855
"Division No. 2, Manitoba, Canada",5.286939717856439
"Division No. 1, Alberta, Canada",5.337387830430218
"Perth County, Ontario, Canada",6.040682070914577
"Marguerite-D'Youville CRM, Quebec, Canada",7.3526695743689645
"Kawartha Lakes CDR, Ontario, Canada",5.565902550556062
"Gloucester County, New Brunswick, Canada",3.9760659670816754
"Cochrane District, Ontario, Canada",4.473682579035144
"Lanark County, Ontario, Canada",5.473737192327846
"Saint John County, New Brunswick, Canada",4.004703993350662
"Division No. 16, Alberta, Canada",5.862671703724068
"Arthabaska CRM, Quebec, Canada",5.698068079583418
"Bruce County, Ontario, Canada",5.2125557303294485
"Comox Valley Regional district, British Columbia, Canada",4.65682939191205
"Kings County, New Brunswick, Canada",3.7877822497530116
"Joliette CRM, Quebec, Canada",6.493747258564338
"Division No. 7, Manitoba, Canada",4.887947687867069
"Beauharnois-Salaberry CRM, Quebec, Canada",6.761114018286989
"Division No. 13, Alberta, Canada",7.07350856837398
"Division No. 12, Alberta, Canada",6.936055299537757
"Muskoka District municipality, Ontario, Canada",5.042778657197003
"Dufferin County, Ontario, Canada",5.915212862772628
"Kenora District, Ontario, Canada",6.074876207161673
"East Kootenay Regional district, British Columbia, Canada",7.743925489996216
"Brome-Missisquoi CRM, Quebec, Canada",6.097124269221654
"Cariboo Regional district, British Columbia, Canada",8.949643117251142
"Kings County, Nova Scotia, Canada",3.9159717476490963
"Central Kootenay Regional district, British Columbia, Canada",8.328271832234861
"Division No. 17, Alberta, Canada",7.552090074575837
"Peace River Regional district, British Columbia, Canada",6.228929677924433
"Huron County, Ontario, Canada",5.790195937596355
"Mirabel Territory, Quebec, Canada",6.989047944995498
"Montcalm CRM, Quebec, Canada",6.771683689738001
"Division No. 3, Manitoba, Canada",4.931006280048235
"Rimouski-Neigette CRM, Quebec, Canada",3.978705428595166
"Columbia-Shuswap Regional district, British Columbia, Canada",8.672061177343076
"Division No. 5, Alberta, Canada",6.9882080527231585
"Portneuf CRM, Quebec, Canada",5.597057681775763
"Matawinie CRM, Quebec, Canada",5.453053243300847
"Memphrémagog CRM, Quebec, Canada",5.568540620066098
"Les Collines-de-l'Outaouais CRM, Quebec, Canada",5.514681399980976
"Beauce-Sartigan CRM, Quebec, Canada",4.606820709392783
"Lac-Saint-Jean-Est CRM, Quebec, Canada",4.6074198785312745
"Pierre-De Saurel CRM, Quebec, Canada",6.672770987120865
"Division No. 13, Manitoba, Canada",5.576731271571783
"Colchester County, Nova Scotia, Canada",3.9782084647578313
"Les Laurentides CRM, Quebec, Canada",4.891866786078368
"Squamish-Lillooet Regional district, British Columbia, Canada",5.275960009261009
"Shawinigan Territory, Quebec, Canada",5.79384352078356
"Lunenburg County, Nova Scotia, Canada",4.064375859313116
"Strathcona Regional district, British Columbia, Canada",4.516464759808102
"Division No. 17, Saskatchewan, Canada",6.170006400794973
"La Jacques-Cartier CRM, Quebec, Canada",5.321565560864484
"Division No. 7, Saskatchewan, Canada",5.154824823659347
"Les Pays-d'en-Haut CRM, Quebec, Canada",5.607480392252211
"Parry Sound District, Ontario, Canada",4.5343778135190735
"Prince County, Prince Edward Island, Canada",3.8539158399621396
"Nord-du-Québec CDR, Quebec, Canada",3.313961592036743
"Lennox and Addington County, Ontario, Canada",5.48314026447557
"Hants County, Nova Scotia, Canada",4.122631050429922
"Northumberland County, New Brunswick, Canada",3.915706133437505
"D'Autray CRM, Quebec, Canada",6.442564295283067
"Pictou County, Nova Scotia, Canada",3.9703757528165773
"Les Appalaches CRM, Quebec, Canada",4.70502854344298
"La Vallée-de-l'Or CRM, Quebec, Canada",4.166174973444948
"Rouyn-Noranda Territory, Quebec, Canada",4.128880710783101
"Division No. 22, Manitoba, Canada",4.916981863491683
"Division No. 3, Alberta, Canada",5.886998964411936
"Division No. 7, Alberta, Canada",6.219909020497576
"Yukon Territory, Yukon, Canada",4.254871979824273
"Division No. 5, Newfoundland and Labrador, Canada",3.545091446712148
"Sept-Rivières--Caniapiscau CDR, Quebec, Canada",3.607853827448013
"Bellechasse CRM, Quebec, Canada",5.280474680242952
"Division No. 16, Saskatchewan, Canada",5.998972658862856
"La Nouvelle-Beauce CRM, Quebec, Canada",5.405712165738862
"Rouville CRM, Quebec, Canada",7.022966647336552
"Kitimat-Stikine Regional district, British Columbia, Canada",4.6605231746525
"Bulkley-Nechako Regional district, British Columbia, Canada",6.081307521631969
"Division No. 15, Alberta, Canada",5.928795365308181
"Division No. 6, Newfoundland and Labrador, Canada",3.5549827857191088
"Maskinongé CRM, Quebec, Canada",5.949430080129799
"Antoine-Labelle CRM, Quebec, Canada",4.239483232856792
"Division No. 9, Saskatchewan, Canada",5.3623178051475096
"Division No. 18, Saskatchewan, Canada",5.579066452403055
"Division No. 14, Saskatchewan, Canada",5.766682310395989
"Rivière-du-Loup CRM, Quebec, Canada",4.347458785943287
"Argenteuil CRM, Quebec, Canada",6.073414368101227
"Lotbinière CRM, Quebec, Canada",5.734914496679746
"Division No. 8, Newfoundland and Labrador, Canada",3.652630337799762
"Kootenay Boundary Regional district, British Columbia, Canada",7.717015011429781
"Alberni-Clayoquot Regional district, British Columbia, Canada",4.512277823201962
"Division No. 7, Newfoundland and Labrador, Canada",4.068319755718632
"Madawaska County, New Brunswick, Canada",3.904387150229594
"Kent County, New Brunswick, Canada",3.965661734568561
"Sunshine Coast Regional district, British Columbia, Canada",4.782367087758343
"Division No. 5, Saskatchewan, Canada",4.840310066507129
"Le Val-Saint-François CRM, Quebec, Canada",5.724093898526201
"Timiskaming District, Ontario, Canada",4.1967909733133295
"Le Domaine-du-Roy CRM, Quebec, Canada",4.43413995281921
"Division No. 8, Saskatchewan, Canada",4.976409596844769
"Albert County, New Brunswick, Canada",3.9715564438265964
"Restigouche County, New Brunswick, Canada",3.8765778971440246
"Cumberland County, Nova Scotia, Canada",3.839495875347755
"Division No. 1, Saskatchewan, Canada",5.0030294596878555
"Les Jardins-de-Napierville CRM, Quebec, Canada",6.6259352340882565
"La Côte-de-Beaupré CRM, Quebec, Canada",5.480019019227522
"Manicouagan CRM, Quebec, Canada",3.946294094849708
"Division No. 14, Alberta, Canada",7.338660842497578
"Sunbury County, New Brunswick, Canada",4.0208359303097625
"Division No. 18, Manitoba, Canada",5.200645599587251
"Carleton County, New Brunswick, Canada",3.9811717640260764
"Charlotte County, New Brunswick, Canada",3.8702148982896047
"Prince Edward CDR, Ontario, Canada",5.5068742572680875
"Division No. 12, Manitoba, Canada",5.497832386074344
"Abitibi CRM, Quebec, Canada",4.076626096428461
"Yarmouth County, Nova Scotia, Canada",4.044346387996412
"Division No. 9, Manitoba, Canada",4.992980834572794
"Division No. 10, Newfoundland and Labrador, Canada",3.124625884539517
"Papineau CRM, Quebec, Canada",5.336920595007673
"Maria-Chapdelaine CRM, Quebec, Canada",4.327436819835157
"Nicolet-Yamaska CRM, Quebec, Canada",6.455440020620293
"L'Érable CRM, Quebec, Canada",5.4273165302704705
"Division No. 15, Manitoba, Canada",4.904104218359937
"Division No. 12, Saskatchewan, Canada",5.675658361403377
"Le Haut-Saint-François CRM, Quebec, Canada",5.085024916312344
"Division No. 2, Saskatchewan, Canada",4.989088129343863
"Montmagny CRM, Quebec, Canada",5.132045114953987
"Sudbury District, Ontario, Canada",4.317666908291125
"Le Haut-Saint-Laurent CRM, Quebec, Canada",6.112693350883863
"Division No. 13, Saskatchewan, Canada",6.016776273752307
"Division No. 17, Manitoba, Canada",4.972754904398187
"Le Granit CRM, Quebec, Canada",4.090882876605787
"Division No. 21, Manitoba, Canada",5.304360676920981
"Kamouraska CRM, Quebec, Canada",4.731251266892956
"Annapolis County, Nova Scotia, Canada",3.726222010951485
"Powell River Regional district, British Columbia, Canada",4.394043786503813
"La Matanie CRM, Quebec, Canada",3.7467904037633732
"Region 6 Region, Northwest Territories, Canada",3.985427137123347
"Bécancour CRM, Quebec, Canada",6.248504312991711
"Haliburton County, Ontario, Canada",4.844116972420717
"Division No. 9, Alberta, Canada",6.842093898542429
"La Vallée-de-la-Gatineau CRM, Quebec, Canada",4.497068340837266
"Abitibi-Ouest CRM, Quebec, Canada",4.028877917087455
"Antigonish County, Nova Scotia, Canada",3.7824722952846166
"Division No. 1, Manitoba, Canada",5.323283681164704
"Division No. 14, Manitoba, Canada",5.316951924725883
"Témiscouata CRM, Quebec, Canada",3.8796800708279373
"Rainy River District, Ontario, Canada",4.711361892170386
"Qikiqtaaluk Region, Nunavut, Canada",1.9944493076899052
"Robert-Cliche CRM, Quebec, Canada",4.745639664741553
"Division No. 4, Newfoundland and Labrador, Canada",3.6984425366721476
"Division No. 2, Newfoundland and Labrador, Canada",4.231840888068198
"Coaticook CRM, Quebec, Canada",5.030592127378248
"La Mitis CRM, Quebec, Canada",3.873921241253724
"Kings County, Prince Edward Island, Canada",3.8446413014114276
"Victoria County, New Brunswick, Canada",3.9181443596157757
"Skeena-Queen Charlotte Regional district, British Columbia, Canada",3.397085261949691
"La Matapédia CRM, Quebec, Canada",3.577249996352468
"L'Islet CRM, Quebec, Canada",4.611231237368983
"Bonaventure CRM, Quebec, Canada",4.123552796676204
"La Côte-de-Gaspé CRM, Quebec, Canada",3.4900006921475235
"Inverness County, Nova Scotia, Canada",3.7136284905438934
"Le Rocher-Percé CRM, Quebec, Canada",3.707651120197187
"Digby County, Nova Scotia, Canada",3.7798672473356336
"Les Etchemins CRM, Quebec, Canada",4.024491102145952
"Division No. 10, Saskatchewan, Canada",5.258139507713623
"Témiscamingue CRM, Quebec, Canada",4.2452666453515
"Acton CRM, Quebec, Canada",6.418112145012294
"Charlevoix-Est CRM, Quebec, Canada",4.479845018404743
"Division No. 19, Manitoba, Canada",5.6633817957678545
"La Tuque Territory, Quebec, Canada",4.141038264598564
"Pontiac CRM, Quebec, Canada",4.774664748559174
"Division No. 9, Newfoundland and Labrador, Canada",3.4688031090627782
"Les Sources CRM, Quebec, Canada",5.552593633309408
"Division No. 8, Manitoba, Canada",4.832994531374681
"Manitoulin District, Ontario, Canada",4.2891784893888705
"Division No. 3, Newfoundland and Labrador, Canada",3.8747856975003385
"Shelburne County, Nova Scotia, Canada",4.4112231700175775
"Avignon CRM, Quebec, Canada",3.919754508692329
"Charlevoix CRM, Quebec, Canada",4.647707641056413
"Division No. 5, Manitoba, Canada",4.843489355458697
"Division No. 18, Alberta, Canada",5.924360260186156
"Division No. 10, Manitoba, Canada",5.518346046333444
"Mékinac CRM, Quebec, Canada",5.2079992479997665
"Communauté maritime des Îles-de-la-Madeleine Territory, Quebec, Canada",3.9790061738417086
"Division No. 3, Saskatchewan, Canada",4.770285822829351
"Kivalliq Region, Nunavut, Canada",2.2911501700357
"La Haute-Gaspésie CRM, Quebec, Canada",3.6145389572988553
"Division No. 4, Saskatchewan, Canada",5.064527600958884
"Queens County, New Brunswick, Canada",3.8483062228538034
"Queens County, Nova Scotia, Canada",4.090588882426841
"La Haute-Côte-Nord CRM, Quebec, Canada",4.107760954465473
"Division No. 16, Manitoba, Canada",4.996507897030797
"Division No. 6, Manitoba, Canada",4.76478301798309
"Mount Waddington Regional district, British Columbia, Canada",3.9944216631349456
"Division No. 4, Manitoba, Canada",4.782374612150683
"Division No. 20, Manitoba, Canada",5.786489292471446
"Minganie--Le Golfe-du-Saint-Laurent CDR, Quebec, Canada",3.4356908629258016
"Division No. 4, Alberta, Canada",6.104767403025201
"Les Basques CRM, Quebec, Canada",4.101515742223091
"Richmond County, Nova Scotia, Canada",3.9743387826483056
"Victoria County, Nova Scotia, Canada",3.7439771386509175
"Guysborough County, Nova Scotia, Canada",4.28577071275698
"L'Île-d'Orléans CRM, Quebec, Canada",5.996304764420022
"Kitikmeot Region, Nunavut, Canada",1.9712067257025538
"Region 5 Region, Northwest Territories, Canada",4.645481877039558
"Region 1 Region, Northwest Territories, Canada",3.548663279332189
"Division No. 23, Manitoba, Canada",4.101043162982949
"Northern Rockies Regional district, British Columbia, Canada",5.161225073703756
"Central Coast Regional district, British Columbia, Canada",4.231213745646504
"Region 4 Region, Northwest Territories, Canada",4.610053052742272
"Region 3 Region, Northwest Territories, Canada",3.8272434143560976
"Division No. 11, Newfoundland and Labrador, Canada",2.634969437672154
"Region 2 Region, Northwest Territories, Canada",4.216823965207364
"Stikine Region, British Columbia, Canada",4.01365105476978
