longname,Fair or poor self-rated health status %,Physical health not good for two weeks in last year %,Arthritis %,Current asthma %,High blood pressure %,Cancer (excluding skin cancer) %,Chronic kidney disease %,COPD %,Coronary heart disease %,Diagnosed diabetes %,Obesity %,Stroke %,Disability %,Hearing disability %,Vision disability %,Cognitive disability %,Mobility disability %,Self-care disability %,Independent living disability %,Binge drinking among adults %,Smoking %,No leisure-time physical activity %,Sleeping less than 7 hours %,Attended doctor in last year %,Attended dentist in last year %,Cholesterol screening in last year %
"Creek OTSA, USA",0.19359419939788677,0.12571434222502242,0.2480517748372206,0.11339830392774647,0.36027071518588877,0.06741696422320186,0.030641472379752132,0.07600751942869155,0.0646082808233563,0.11590227193166747,0.3775850399075834,0.03276122138206243,0.3461545228593477,0.08183817300287001,0.05634468424000547,0.15345173282923785,0.16457642127004024,0.04253469509206756,0.08884164916334071,0.1399176048449204,0.18313708954701372,0.2849254988447825,0.3268204403836755,0.7243307795981245,0.5804626093957854,0.8096194479451105
"Cherokee OTSA, USA",0.23216440613580577,0.1478050138307027,0.284716936057742,0.12087414327218013,0.399117135626501,0.07122859451159115,0.03507011390935435,0.09331185962772415,0.07654194689223867,0.13798575999315144,0.42127853753016437,0.03964918166107517,0.40027664349957237,0.09642398998410956,0.07039264752304573,0.17608115439559588,0.1999351428280984,0.053763941723781454,0.10717368100030529,0.1325984227112435,0.2214362637303837,0.32676642429495445,0.3538435017094505,0.7387234902596574,0.5409280616148419,0.8089793342000882
"Lumbee SDTSA, USA",0.202236729887559,0.13356852608896438,0.27124576576672904,0.1130942519098435,0.3761861327024602,0.05605769184554614,0.033494714384511015,0.07846290723537894,0.06270955149035955,0.13446987372732702,0.41327652353627575,0.037670412035021784,0.3494566697017687,0.07327126595764562,0.07418328095336048,0.17128235520297322,0.17037085021107698,0.05524415297978422,0.10630163388134298,0.16485882773886723,0.20511045721441706,0.2646757497189649,0.3963368054535686,0.8080975736101068,0.5906768338108508,0.8340351128283285
"Chickasaw OTSA, USA",0.2076338920632693,0.13760615721565303,0.28845885916649694,0.11434961097913192,0.3935314970017585,0.07386946384887627,0.03323743078431234,0.08784739872651956,0.07309884044403962,0.1250932811106305,0.40134649792904703,0.036321960029319866,0.38478640502327566,0.0937906882269306,0.05895222682433577,0.16057687246650737,0.184799206061832,0.045687114180494925,0.09409617779269205,0.13570968268967432,0.2013561064354061,0.3128404042990978,0.34086267254246255,0.7476150238887951,0.5688731553522403,0.8217346312470761
"Choctaw OTSA, USA",0.24514763583459187,0.15779437636394364,0.30913158189244955,0.12012850428067895,0.41972224273962566,0.0750335515639861,0.036863583459235245,0.10386166414862015,0.08438938503721116,0.1451054837446158,0.42531043030608384,0.04216224050137035,0.4248498293324359,0.10591527055005288,0.0731668513233722,0.1838425269990461,0.2127696827262036,0.0567671087236306,0.11236970510883583,0.13160075541379776,0.2339314699792982,0.3427781097868068,0.3514459907112142,0.7435368194281277,0.5288193162106243,0.8057262436349306
"Kiowa-Comanche-Apache-Fort Sill Apache OTSA, USA",0.21064021174711423,0.13183314812195782,0.25543672842624254,0.11645184840953877,0.380191501828544,0.061601620431174356,0.030349706019033237,0.07816805743573228,0.06391631139757102,0.12105189286027214,0.4297508065113654,0.03281662726715508,0.37544947096896264,0.08136019235043396,0.06326407101340789,0.16945274415910347,0.17119850618606017,0.04605813616740387,0.09666810121296408,0.1507250318226813,0.204598596434511,0.31458784743970813,0.37107143097677675,0.7379549498582227,0.5431599148701074,0.7919247839761862
"Cheyenne and Arapaho OTSA, USA",0.18524621581187745,0.12306359277302527,0.25124801871955976,0.11154259848862393,0.35094177759023687,0.06736485480839349,0.029619732249032013,0.07609381257432045,0.06394185430971815,0.11004247957343861,0.39777417622464,0.031540166481261206,0.34595584794199186,0.08402729678929195,0.053402470367104535,0.15468818136484055,0.1569767233112095,0.040312394031225475,0.08551708926310864,0.14408985384940032,0.18543482296980743,0.28094542943726236,0.3341783497640905,0.7325283286662236,0.5932149449537687,0.8110053089876675
"United Houma Nation SDTSA, USA",0.21741041943305742,0.140832905144045,0.26050850124126823,0.1065925971364238,0.38803603285029775,0.06203834940245924,0.03146706310259222,0.0882419678425033,0.0651751558801452,0.12398845332255651,0.39028541221638485,0.03580929940534608,0.36962238034755546,0.07169298828012254,0.06673874920616592,0.19248964407366725,0.1750573653368739,0.05054245568962504,0.10687523093354875,0.1849748210264991,0.23399424831129872,0.3299625093816756,0.35308254431037517,0.7740762080711272,0.561363345072454,0.831591067201666
"Citizen Potawatomi Nation-Absentee Shawnee OTSA, USA",0.1920159738324873,0.12683037044504986,0.2790300993603738,0.11061186723571989,0.3754809064533849,0.06920284302853134,0.030290127813063682,0.0779256533476719,0.06517665311243324,0.11854810632792254,0.3843212913488132,0.0326395245936532,0.3498004391123661,0.08390355210538765,0.05101754209093636,0.14904133481197768,0.16496021104278097,0.040857770160522326,0.0826179162325952,0.14299731155694487,0.19217269886077307,0.27269031376370845,0.32659722642291295,0.7364792485801674,0.5987401731805432,0.8290915974952683
"Cher-O-Creek SDTSA, USA",0.22359622733160622,0.14222707253886027,0.2940660783678769,0.10817380181347168,0.42045809585492344,0.06932985751295342,0.03505657383419693,0.09110448510362665,0.07252465997409309,0.1373704825129535,0.4041592130829019,0.039616126943005286,0.36282640867875626,0.07082966321243518,0.06913905440414529,0.1703926651554405,0.19120582901554542,0.05490684909326427,0.10989690738341959,0.13720976360103607,0.20777710492227996,0.35694467292746046,0.3957416936528489,0.7657315090673559,0.5695742227979256,0.843432286269429
