longname,PW Mean PM2.5 Pollution,Utility gas heating %,Electricity heating %,"Bottled, tank, or LP gas heating %","Fuel oil, kerosene, etc. heating %",Other fuel heating %,No heating %,geoid
"Toa Alta Municipio, Puerto Rico, USA",8.25347970648104,0.0012695533892541381,0.10559963727046033,0.011652686465654054,0.0,0.006710496486057586,0.874767626388574,72135
"Ionia County, Michigan, USA",6.583614474206215,0.5348959705030296,0.0827407602493195,0.2231147397067851,0.04450882275480637,0.1087261873408834,0.006013519445176013,26067
"Grant County, Indiana, USA",7.7106509474828036,0.550971519829651,0.355336704817674,0.06593406593406607,0.0038024259477546633,0.019848663447279334,0.004106620023575034,18053
"Montcalm County, Michigan, USA",6.167873890678515,0.47382419994933656,0.061850882377776084,0.3033437473613109,0.015874356159756825,0.12864139153930595,0.016465422612513714,26117
"Wayne County, Indiana, USA",7.37628330500245,0.5179043857361119,0.27980027573871824,0.10630845474531385,0.04594403249245445,0.04232961955509169,0.007713231732309842,18177
"Belmont County, Ohio, USA",6.950128056775812,0.4684496612572874,0.2976209232708363,0.09929888136127292,0.09063337009610828,0.04265794863715133,0.0013392153773436263,39013
"Muskogee County, Oklahoma, USA",7.085132528030206,0.346533097623257,0.5596935769004122,0.06784521704969546,0.0009035552936554726,0.022785307405224955,0.002239245727754865,40101
"Chippewa County, Wisconsin, USA",5.989782380853476,0.4648833282161488,0.1684448879336822,0.24892539146453785,0.044250844335277935,0.06935062941357077,0.004144918636782323,55017
"Crow Wing County, Minnesota, USA",5.063563079838123,0.5355314281564313,0.1998983260103856,0.18210537782780864,0.012636624423544825,0.06238425505646546,0.007443988525364063,27035
"Apache County, Arizona, USA",4.50651382832986,0.057398549606542275,0.16391503368821597,0.12796379159594748,0.0007714858818083618,0.640641876253665,0.009309262973820905,04001
"Marquette County, Michigan, USA",4.371742757978971,0.6388108877157515,0.11310794114343445,0.1623048410648095,0.02864203077614285,0.053951851435845764,0.003182447864015871,26103
"Wilkes County, North Carolina, USA",6.176018514243904,0.02006235099944985,0.6993214744177516,0.11633962956170912,0.09389326975976532,0.0652484870713369,0.005134788189987167,37193
"Harrison County, West Virginia, USA",6.428438297265242,0.7748672531735306,0.17629017738715913,0.01829405650818219,0.0015690435705308522,0.02733388707930882,0.0016455822812884555,54033
"Starr County, Texas, USA",9.196178893104541,0.02817355771815675,0.9177912791010271,0.02403355019087044,0.002096886929404809,0.0020968869294048053,0.02580783913113607,48427
"Tehama County, California, USA",9.528498060484305,0.2785222597857518,0.2877683190094091,0.19094945216080797,0.019469675369638707,0.21526618060364172,0.008024113070750684,06103
"Sauk County, Wisconsin, USA",6.382386599624903,0.5204096834264433,0.1829050279329606,0.2020111731843578,0.02148975791433894,0.07206703910614513,0.001117318435754187,55111
"Adams County, Illinois, USA",7.150221089415898,0.5957164937072204,0.3069110178847425,0.06671818650180304,0.0025391918745860014,0.01854714064914993,0.00956796938249801,17001
"Warren County, New York, USA",5.746121788106633,0.4419534534021396,0.13909299067017528,0.12887461125730465,0.22330063907590314,0.06356583848808998,0.0032124671063873417,36113
"Mason County, Washington, USA",5.035354179847413,0.07301179264377125,0.727695173162671,0.07108955805123673,0.0035528939418907695,0.1224549735846551,0.002195608615775195,53045
"Armstrong County, Pennsylvania, USA",7.304511715557906,0.7651963615362398,0.08536673404562542,0.040932717297141215,0.06508085475021683,0.03898354028299159,0.004439792087785161,42005
"Kershaw County, South Carolina, USA",6.731087391777892,0.16815289257612426,0.7475570245274243,0.04529738613968418,0.006585790183429289,0.01971721329307177,0.012689693280266204,45055
"Marion County, Ohio, USA",7.4408284524454285,0.6283452228774077,0.2209393427075168,0.09995464104572999,0.022102181353346267,0.02490618943548727,0.003752422580512142,39101
"Walker County, Alabama, USA",7.132119764391592,0.1175850036517083,0.791081717114339,0.06690740891016794,0.0037328572587843932,0.015702345208147353,0.0049906678568530476,01127
"Clay County, Minnesota, USA",5.473580093088134,0.4863579581176573,0.3469920352541351,0.10099538243181769,0.03409990686626537,0.019387614410706005,0.012167102919418547,27027
"Liberty County, Georgia, USA",6.879230597245802,0.0904052496231265,0.8400283763412256,0.04087966657799066,0.0007094085306375803,0.010729804025893396,0.017247494901126165,13179
"Jefferson County, Ohio, USA",7.347880088365015,0.48666716462503734,0.28286525246489397,0.0524723633104272,0.13392590379444289,0.042201971915147865,0.0018673438900507929,39081
"Lincoln County, South Dakota, USA",5.731261702846582,0.63117440025891,0.2617824345645051,0.08345806869209917,0.008090942190218059,0.010356406003479103,0.005137748290788473,46083
"Chaves County, New Mexico, USA",5.35258213291839,0.42441060058509855,0.5061951471347432,0.043753226639132635,0.0018499397694028525,0.020994665289967226,0.002796420581655476,35005
"Pulaski County, Kentucky, USA",6.713519714182729,0.09629776281924378,0.8230053454761431,0.03235002969708971,0.008909126905563251,0.03425064343694319,0.00518709166501683,21199
"Coos County, Oregon, USA",4.991220087487202,0.05147138668693671,0.6816520070945086,0.02367249429905531,0.028016071234661728,0.2085640858580377,0.006623954826799876,41011
"Salem County, New Jersey, USA",7.027408698290172,0.4712560093726016,0.14612370217751375,0.05837676241263682,0.2834807902072474,0.03591483860542163,0.004847897224578832,34033
"Effingham County, Georgia, USA",6.8848883191426555,0.05736566127369687,0.9053914758212701,0.02581454757316362,0.0,0.005153946130058705,0.0062743692018106065,13103
"Carbon County, Pennsylvania, USA",6.658607998829021,0.11333231985405935,0.27987230161143123,0.0683338400729704,0.4217847370021285,0.1137123745819402,0.0029644268774703503,42025
"Columbia County, Pennsylvania, USA",6.864259456317804,0.2439631372244042,0.31119492942411603,0.06532643776490242,0.277598475716453,0.09763969358789867,0.004277326282225788,42037
"Nacogdoches County, Texas, USA",7.043163824778246,0.2356176847677745,0.7000703089457785,0.04826502336738495,0.0007858058645932428,0.011042640307705043,0.004218536746763723,48347
"Hamblen County, Tennessee, USA",6.666677768895086,0.13334150627273073,0.8342527890155697,0.02116791303992481,0.0006946998488006216,0.009317150913325982,0.0012259409096481559,47063
"Rutherford County, North Carolina, USA",6.544014848663287,0.07594985535197682,0.7278688524590162,0.09558341369334644,0.05785920925747343,0.03575699132111866,0.0069816779170684806,37161
"Isabella County, Michigan, USA",6.008875251886657,0.5055731836302996,0.18757627532340757,0.2016109348303625,0.0145635017492474,0.08266211048734845,0.00801399397933443,26073
"Lamar County, Mississippi, USA",7.116454112973909,0.1093906695013839,0.8018372176982629,0.07605599903726597,0.002126037947771675,0.006658911308115059,0.003931164507200455,28073
"San Benito County, California, USA",7.388897932437129,0.6249477643125781,0.2040325950689513,0.09099456748850815,0.0008880066861679902,0.07276431257835361,0.006372753865440871,06069
"Warrick County, Indiana, USA",7.892305162926735,0.5788218851481898,0.3790027541414885,0.029925597073210776,0.002178649237472763,0.009043449664981287,0.0010276647346569652,18173
"Belknap County, New Hampshire, USA",5.079431726567487,0.09920434035809444,0.07762927765850679,0.17148652359146513,0.5307217419209344,0.11986307949851228,0.001095036972487127,33001
"Georgetown County, South Carolina, USA",6.261320832799807,0.07847411444141701,0.8727909692487348,0.030595562475671568,0.008719346049046341,0.007045543012845476,0.0023744647722849406,45043
"Pope County, Arkansas, USA",6.777304390908239,0.2584105732921389,0.6691984208719532,0.028364229316855432,0.0006865774116031578,0.04231033299004452,0.0010298661174047365,05115
"Lee County, North Carolina, USA",6.673212407125016,0.12875283828105308,0.7724329324699349,0.08115381380876303,0.006349339836851403,0.007358506433437051,0.003952569169960478,37105
"Darlington County, South Carolina, USA",6.485830295024494,0.05638099766234783,0.8805023970838783,0.04298902492174802,0.010697729704029447,0.00772613811957683,0.0017037125084195057,45031
"Hall County, Nebraska, USA",5.558120586159853,0.6637160681166769,0.28338391502275984,0.035238576968470825,0.003119204181419663,0.010284943517113497,0.004257292193559266,31079
"Garfield County, Oklahoma, USA",6.762077999135495,0.6174659685863871,0.31007329842931985,0.056795811518324496,0.0018848167539266979,0.009340314136125674,0.004439790575916236,40047
"Union County, Ohio, USA",7.84561086555104,0.5420707490532947,0.2123395215664534,0.20282626766417192,0.01293063637203284,0.027385240602198147,0.0024475847418490744,39159
"Knox County, Ohio, USA",7.275237373629144,0.5448751527850536,0.19215994412432325,0.15632093591758325,0.02544962458529773,0.07656713811768817,0.004627204470054132,39083
"Laurel County, Kentucky, USA",6.479090945664466,0.09708539483416904,0.7960694546987442,0.056208070696323276,0.01728388296573029,0.02842809795434304,0.004925098850690025,21125
"Walla Walla County, Washington, USA",5.873799099239066,0.3747920497329485,0.547587776902197,0.025523159092899015,0.01383416513440157,0.03375361176779633,0.0045092373697574765,53071
"Stanly County, North Carolina, USA",6.741504473451961,0.08128464435323492,0.7175136461727244,0.1028646384293151,0.07142554902043752,0.020945288367960044,0.005966233656328012,37167
"Athens County, Ohio, USA",6.97381311980076,0.3937768185697213,0.44582951951023925,0.09498292038788142,0.01183903041938571,0.048880021148934964,0.004691689963837516,39009
"Barry County, Michigan, USA",6.6485304823076765,0.51478332987767,0.0692100352477711,0.25623056189093907,0.03251088534107391,0.12382334646485593,0.003441841177690225,26015
"Eddy County, New Mexico, USA",5.942007807422991,0.4338337441183051,0.4969751288371061,0.05193815818955857,0.0,0.012457987900515319,0.004794980954514905,35015
"Haywood County, North Carolina, USA",5.024807833940967,0.02113797467816114,0.580257889807507,0.12041099327518494,0.20580662615268375,0.06636332975343864,0.006023186333024404,37087
"Reno County, Kansas, USA",6.213627000170129,0.6488430643807697,0.22403388882228345,0.09563201854294066,0.0021180513927186984,0.02769452104064261,0.0016784558206450037,20155
"Livingston County, New York, USA",5.8724062481973895,0.5018324171247711,0.15209062135598853,0.1452190571380974,0.10199067133100136,0.09570214892553718,0.00316508412460436,36051
"Garfield County, Colorado, USA",4.875153354516335,0.6522319988943653,0.2166121527617823,0.07011563090247382,0.0005528170636200307,0.05892108536416831,0.0015663150135900878,08045
"Hood County, Texas, USA",7.076952934304283,0.06629468898532744,0.8557553213473859,0.06307088241372176,0.0005373010952676167,0.012688572019012183,0.001653234139284976,48221
"Columbia County, New York, USA",6.566797986629769,0.1246870902372151,0.15210394564310414,0.15178606905868772,0.4822187785592252,0.08300552310565402,0.00619859339611396,36021
"Washington County, New York, USA",5.90273865523487,0.22548082914468479,0.1144851077971173,0.1333859510655092,0.4047272878328418,0.1188053005441779,0.0031155236156690043,36115
"Cumberland County, Tennessee, USA",5.84863353809256,0.4099460845304085,0.49221430456584775,0.05942012592843938,0.0037703125589111323,0.02993628171775437,0.004712890698638913,47035
"Granville County, North Carolina, USA",6.739079962757344,0.17778724209729302,0.6167423812227902,0.16018360779859933,0.013865228090100292,0.028061707363240547,0.0033598334279765236,37077
"Tipton County, Tennessee, USA",7.276463277772605,0.5809240622140893,0.3651418115279052,0.03499542543458365,0.0018298261665141804,0.0057182067703568104,0.011390667886550769,47167
"St. Joseph County, Michigan, USA",6.974902319007978,0.6122940430925214,0.09269117025771062,0.19716941275876648,0.01875792141951844,0.0674271229404309,0.011660329531052015,26149
"Rutland County, Vermont, USA",5.147757970053128,0.020081606528522256,0.04296343707496605,0.1456916553324264,0.6456116489319148,0.14369149531962547,0.001960156812545,50021
"Pittsylvania County, Virginia, USA",6.2589411385847535,0.03832122454048686,0.6724287535431464,0.13825940212150395,0.09272705356360135,0.047559612518629016,0.0107039537126326,51143
"Pender County, North Carolina, USA",6.037786003879954,0.01849644638679205,0.8748510131108461,0.07023352315366632,0.017260407010109027,0.010550478965258462,0.008608131373328026,37141
"Crawford County, Arkansas, USA",7.016527190818085,0.3867592755407068,0.5150342887286797,0.03582732547916285,0.0,0.05864251802356236,0.0037365922278881584,05033
"Herkimer County, New York, USA",5.379405230112661,0.42248680495888163,0.13722842764207718,0.08264800949224634,0.23251912769526548,0.12266273884047253,0.0024548913710568296,36043
"Otter Tail County, Minnesota, USA",5.096753020458364,0.3139946855624441,0.2788469280940499,0.27755857959578106,0.04964167807391866,0.07283195104275715,0.007126177631049181,27111
"Bradford County, Pennsylvania, USA",5.934665320844036,0.35492238646189245,0.1575740107876638,0.0962654918269033,0.22489397620126036,0.16226787993576872,0.00407625478651131,42015
"Washington County, Vermont, USA",4.626532426863819,0.0194136133985758,0.05784302024903512,0.26244181883279616,0.4942912837649685,0.16501571388789407,0.0009945498667303168,50023
"Washington County, Ohio, USA",6.9870411323597885,0.6866789441375074,0.2035604665438922,0.05209740126867205,0.01624718641293224,0.040597503580929006,0.0008184980560671159,39167
"Mercer County, West Virginia, USA",5.176142375994971,0.19395956807664194,0.6777624421531219,0.042421044085410385,0.030080376715109127,0.05500527725907282,0.0007712917106438244,54055
"Lincoln County, Missouri, USA",7.450944153309952,0.18202205195290524,0.6611848252663064,0.12478975892356546,0.00037376191366099713,0.0296673518968417,0.0019622500467202353,29113
"Van Zandt County, Texas, USA",6.928282656732342,0.09738286388170728,0.7801968521794346,0.08023767405996299,0.0007257223204971213,0.037193268925477405,0.004263618632920585,48467
"Lyon County, Nevada, USA",7.769411896189044,0.6580879061856589,0.15817742368633095,0.09417241070629298,0.009533613821502125,0.0755527705666459,0.0044758750335690675,32019
"Russell County, Alabama, USA",7.529381920228451,0.1535802255736572,0.7765437967244285,0.060887602091525814,0.0016421070826671263,0.004494187805194252,0.002852080722527113,01113
"Blount County, Alabama, USA",6.9892987368579895,0.12221377352164331,0.7605187743188334,0.09809682767456405,0.0004695469150524639,0.013905802629951296,0.004795274939955579,01009
"Sampson County, North Carolina, USA",6.321996396465092,0.03514872421408772,0.7657534890277712,0.17057469103895484,0.010995723885155774,0.013251256989803104,0.004276114844227247,37163
"Sandusky County, Ohio, USA",7.487556320268595,0.6069252426776496,0.19884859436063282,0.13623565995713724,0.005630961885951999,0.046896667647182436,0.005462873471445974,39143
"Lowndes County, Mississippi, USA",7.241667060796453,0.3485547837777279,0.5677795205019047,0.07752632758234373,0.00035850324893569273,0.00277840017925162,0.0030024647098364234,28087
"Autauga County, Alabama, USA",7.4200361266883545,0.3119509516837483,0.5809388726207904,0.09644948755490486,0.0004575402635431918,0.006359809663250367,0.003843338213762814,01001
"Kenai Peninsula Borough, Alaska, USA",3.460060916615962,0.5242006324666206,0.08384574841883333,0.034741742796907886,0.26018973998594475,0.09355235418130683,0.003469782150386505,02122
"Pike County, Kentucky, USA",6.118052630093218,0.13824420449916525,0.7722092128399859,0.03642377326020116,0.015736108801383923,0.03479098342439895,0.002595717174864905,21195
"Newton County, Missouri, USA",6.609580315178101,0.2902608061280321,0.46320445011854794,0.15465985774211208,0.0012766733540032816,0.08612985591829311,0.00446835673901149,29145
"Carson City-County, Nevada, USA",8.27533411490415,0.7568022077530074,0.1880902074080463,0.020697684446552542,0.004958820231986548,0.024061058169117314,0.0053900219912897274,32510
"Huron County, Ohio, USA",7.3243868088114406,0.5231449673651666,0.24884060460322874,0.13487633115767783,0.026322569563723763,0.06526966678117503,0.001545860529027828,39077
"Pickaway County, Ohio, USA",7.729780586229147,0.502511349367333,0.25630252100840406,0.15116391384139807,0.043707138027624846,0.043127595865932546,0.003187481889307443,39129
"Pike County, Pennsylvania, USA",5.795844481654541,0.12217892167358943,0.37450216264828085,0.22461564815211404,0.1850027836066976,0.09310093786133339,0.0005995460579846685,42103
"Otsego County, New York, USA",4.970871717944061,0.18069875646508873,0.12471379432589473,0.16452422052294288,0.3540230659231742,0.17007180354024182,0.005968359222657618,36077
"Columbia County, Wisconsin, USA",6.599706838749564,0.5592938041305798,0.16101765489673564,0.19682711525649546,0.018071285809460377,0.056379080612924556,0.008411059293804115,55021
"Genesee County, New York, USA",5.9880562524979695,0.6005478108008667,0.11900576427782998,0.11843342463513346,0.09872858836515268,0.06111769755938018,0.0021667143616368933,36037
"Lawrence County, Ohio, USA",7.053252752470007,0.37831740976645545,0.42918435951875333,0.16556086341118195,0.002919320594479827,0.0230007077140835,0.001017338995046001,39087
"Anderson County, Texas, USA",7.083793774740779,0.1760029131516655,0.7384232566608004,0.06457486192874914,0.0,0.01474783030891545,0.006251137949869502,48001
"Maverick County, Texas, USA",8.523696955986491,0.06223855285472007,0.9018654607122669,0.02221594120972295,0.0,0.0002826455624646687,0.013397399660825303,48323
"Coffee County, Tennessee, USA",6.700734163069781,0.22723219101214454,0.7226142670853359,0.03364392401645883,0.0030342000439246663,0.008477911887436575,0.004997505954699449,47031
"Oxford County, Maine, USA",4.651999949686013,0.004703917000043975,0.048138216028487266,0.11390513034685901,0.6133556073328343,0.21879808326372782,0.0010990460280476562,23017
"Windsor County, Vermont, USA",4.949315430686282,0.029428665243802343,0.060293876210802795,0.23391068790017974,0.48703004432769786,0.18679198817928058,0.002544738138236742,50027
"Jefferson County, West Virginia, USA",7.147624240730316,0.03713377897498154,0.7201810325775365,0.11076154114711578,0.07128558113315125,0.05553571485767559,0.005102351309539443,54037
"Box Elder County, Utah, USA",6.439123541015941,0.8122457953171378,0.09728481917115506,0.05194020006595578,0.0005496317467296903,0.0341321314719139,0.0038474222271078283,49003
"Acadia Parish, Louisiana, USA",7.640602060115979,0.28745070749246093,0.6690790999768037,0.022361401067037802,0.0,0.019670610067269768,0.001438181396427743,22001
"Gordon County, Georgia, USA",7.456237132452796,0.18426398454144566,0.6909775553683793,0.10811078630530657,0.0004459198335232619,0.011147995838081546,0.0050537581132636365,13129
"Putnam County, West Virginia, USA",6.809994731862153,0.3360362400906004,0.6232842582106454,0.017214043035107592,0.0019479048697621764,0.013725934314835837,0.007791619479048707,54079
"Iron County, Utah, USA",4.6770851032741865,0.5926364456472702,0.3163058186738843,0.035577356788452946,0.00823184483536309,0.04262516914749644,0.004623364907532694,49021
"Colbert County, Alabama, USA",6.856893815549878,0.3013250883392233,0.6104681978798576,0.07424911660777418,0.0029151943462897563,0.007553003533568912,0.003489399293286225,01033
"Scott County, Kentucky, USA",7.185165205042982,0.21693914835808314,0.6967255352040097,0.06680095563779459,0.0017332646273481073,0.014568791867709758,0.0032323043050545776,21209
"Vermilion Parish, Louisiana, USA",7.5553512542905885,0.21685328803082424,0.7471283735992753,0.0218701796303786,0.0008407167769954464,0.004623942273474953,0.008683499689051405,22113
"Waller County, Texas, USA",7.3254059634537665,0.18460025454124648,0.6760384125882226,0.12246905009834538,0.0007520536850630547,0.014636121716996376,0.0015041073701261112,48473
"Hawkins County, Tennessee, USA",6.40668660581797,0.18654783334065078,0.7364446590859198,0.03134741186284407,0.006409974974755236,0.035649997804803144,0.003600122931026908,47073
"Chisago County, Minnesota, USA",6.389999186389166,0.6540724531971794,0.12069049355701433,0.16800389010454675,0.01288597131047899,0.03894967177242894,0.005397520058351576,27025
"Carter County, Tennessee, USA",5.815704099617396,0.11056016770809558,0.735298747369301,0.06126830366328143,0.03696757343832786,0.051364036802064694,0.004541171018929521,47019
"Hardin County, Texas, USA",7.172193528177053,0.16880591209646056,0.7607448463632829,0.05095293660054444,0.001750291715285879,0.014877479579929975,0.0028685336444963026,48199
"Cherokee County, South Carolina, USA",6.812288237735427,0.16365447559413662,0.7082206726436132,0.08709264266401015,0.010815426213177706,0.024998814098002874,0.005217968787059416,45021
"Marion County, West Virginia, USA",6.511344533199689,0.6939599621960654,0.2516109631411629,0.025259902053441002,0.005670590256894924,0.021393590514649025,0.0021049918377867524,54049
"Pearl River County, Mississippi, USA",7.143251225753557,0.058196921573418006,0.8654776447593452,0.05697532372343031,0.002003420473979967,0.00928414365990717,0.00806254580991937,28109
"Taney County, Missouri, USA",6.433358393832865,0.05892041978446065,0.778671937502941,0.10696973975245909,0.0,0.0490376017694951,0.006400301190644269,29213
"Lafayette County, Mississippi, USA",6.949554338411644,0.28281497100685316,0.5675803900896148,0.12477596204533488,0.0,0.021454928835002635,0.003373748023194519,28071
"Eagle County, Colorado, USA",4.181732718829475,0.6116037107272816,0.32320229614063906,0.03485213469324992,0.0,0.02967556762851727,0.0006662908103121315,08037
"Campbell County, Virginia, USA",6.341442712583991,0.024547048509643555,0.807220249067122,0.04846468551903974,0.06734703052645782,0.03897855505102735,0.013442431326709556,51031
"Whiteside County, Illinois, USA",7.097715860916134,0.7190652755022846,0.1547382943864796,0.10778649650771759,0.003362938691040788,0.014486505130637239,0.0005604897818401319,17195
"La Plata County, Colorado, USA",4.426859424410643,0.4880984460612591,0.1827899038893379,0.23300098805353467,0.0010329650588340965,0.0912602173717777,0.003817479565256444,08067
"Tuolumne County, California, USA",8.635877609485284,0.0799030428948621,0.22031770765701383,0.4116348526165437,0.01198978487642296,0.27096048132277206,0.005194130632385402,06109
"Hancock County, Maine, USA",4.280079181548922,0.007717461601741753,0.0906580732564593,0.1852904011885516,0.5673983235767021,0.14710997190619635,0.0018257684703489687,23009
"Lenoir County, North Carolina, USA",6.151963846694557,0.14692317828435908,0.7083058813194536,0.12882681073483535,0.009048183774761714,0.0023279307770018016,0.004568015109588443,37107
"Seneca County, Ohio, USA",7.5045595939668415,0.5054432348367021,0.24782728021224104,0.16864879699935975,0.017701948586588665,0.058183148842741075,0.002195590522367585,39147
"Aguadilla Municipio, Puerto Rico, USA",7.653242419121055,0.0002799972958754508,0.04427451511149907,0.009355094289593439,0.00037332972783393433,0.0034532999824638923,0.9422637635927341,72005
"Loudon County, Tennessee, USA",7.203185945498793,0.2712260905463043,0.6515297463419119,0.05068574836016696,0.0060088986743727256,0.014403009036282718,0.0061465070409614155,47105
"Grady County, Oklahoma, USA",6.693823136748721,0.3751677518763366,0.47015259207713966,0.12212336597246447,0.003976340772404203,0.024056861673045372,0.0045230876286097765,40051
"Camden County, Georgia, USA",6.907544669131216,0.07238418530351441,0.8917232428115015,0.01233027156549521,0.0013977635782747592,0.00619009584664536,0.01597444089456867,13039
"Jefferson County, Tennessee, USA",6.754092169005978,0.13033219214748162,0.7877803785784443,0.04265552927026619,0.011167132585353552,0.023607710114650984,0.0044570573038033995,47089
"Franklin County, Virginia, USA",6.099127991991957,0.02051269496985621,0.7553663111034542,0.09317977183061396,0.0627710240374091,0.06426679048010137,0.003903407578565181,51067
"Vega Baja Municipio, Puerto Rico, USA",7.720499220445696,0.0008588137715151213,0.07420573503895875,0.007224139372156613,0.0,0.0015155537144384498,0.9161957581029312,72145
"Dickson County, Tennessee, USA",6.919947096178795,0.45949244774449477,0.49254945837359504,0.03041244977877232,0.002695417789757416,0.012409093220769983,0.002441133092610493,47043
"Saline County, Kansas, USA",6.183180857299407,0.6498548621190142,0.25004535558780744,0.07946298984034829,0.0015874455732946284,0.017507256894049292,0.0015420899854862097,20169
"Watauga County, North Carolina, USA",4.656962745220413,0.038500360490266713,0.5170872386445567,0.19947128094208091,0.1737082432107669,0.06820475847152126,0.0030281182408074944,37189
"Johnson County, Missouri, USA",6.84707078195676,0.3162097677362812,0.5074743146516046,0.13687490870136781,0.00029215562156108445,0.03588644884841981,0.003262404440765442,29101
"Pulaski County, Missouri, USA",6.283368090839352,0.0966077647362314,0.7262350058042044,0.13298078163291638,0.0013543144589191311,0.040049013285180034,0.002773120082548694,29169
"Washington County, Virginia, USA",5.630908494701886,0.08697642481116952,0.801007095445182,0.03607232776379039,0.031082627603570584,0.040787365529869585,0.0040741588464179405,51191
"Elko County, Nevada, USA",6.2076213644410005,0.3579026539164082,0.26061029332760216,0.12769958096056686,0.011389276888363595,0.23928226066401634,0.003115934243042866,32007
"Coffee County, Alabama, USA",6.951539941416376,0.06548736977193986,0.8777205217551413,0.045512279440631645,0.00024399118524036427,0.0017092331702964095,0.009326604676750526,01031
"Boone County, Illinois, USA",6.877461943149043,0.808276445996719,0.11091707678467494,0.06985235751706609,0.0018521458432555428,0.008466952426311054,0.000635021431973329,17007
"Roane County, Tennessee, USA",6.8935162743369025,0.34166169108528816,0.5833371607036248,0.04225416800624627,0.0015615670784917062,0.02682221099526934,0.004363202131079784,47145
"Fulton County, New York, USA",5.46452777774935,0.385455047899779,0.10427413411938102,0.12122328666175372,0.2736274871039056,0.1083732498157701,0.007046794399410458,36035
"Tuscola County, Michigan, USA",6.388324780237374,0.43257951775755,0.08154200155725691,0.34707621175653036,0.041808009729052395,0.08958793556912163,0.007406323630488745,26157
"McMinn County, Tennessee, USA",6.93527348064834,0.24240419600245713,0.6878986911118462,0.03113925246893168,0.005764778150545772,0.02910740443226389,0.0036856778339554946,47107
"Gila County, Arizona, USA",5.414485271414939,0.3580650945933829,0.39697839146417996,0.10445620012552705,0.008876535461310854,0.12669236976598214,0.004931408589617145,04007
"Jessamine County, Kentucky, USA",7.054045856564617,0.33373569854098867,0.6202897029495119,0.021097932192715448,0.003411357195339563,0.01784402225254538,0.003621286868898919,21113
"Jackson County, Illinois, USA",7.356723514132932,0.3406365910463202,0.5618907961701034,0.07077546795480039,0.002285862158198917,0.02255671525920815,0.0018545674113689316,17077
"Madison County, Idaho, USA",6.179340050367417,0.6010275489414474,0.2797413411285323,0.06271591815041186,0.0052263265125343265,0.04801133847107803,0.0032775267959961074,16065
"Navarro County, Texas, USA",7.233187345624055,0.27979775025565135,0.6450971480513593,0.06453812066810585,0.0,0.008692194068855793,0.00187478695602772,48349
"Kerr County, Texas, USA",6.546795054374919,0.14572841314897902,0.7734639685010531,0.052788206208222714,0.00036626682538229064,0.02426517718157673,0.003387968134786188,48265
"Columbia County, Oregon, USA",5.332174252417307,0.3150554357096277,0.5286710480108358,0.0219736115988562,0.023177645111122292,0.10670747002458257,0.004414789544975679,41009
"Jackson County, Alabama, USA",6.731758560965211,0.1036200434010653,0.7137009272045765,0.14268100217005358,0.0012329848096271445,0.031958966265535634,0.006806076149141837,01071
"Culpeper County, Virginia, USA",6.715284734481992,0.3111575853493105,0.44805561835858015,0.13881980556183585,0.05657924485643232,0.040300700881754484,0.0050870449920868204,51047
"St. Charles Parish, Louisiana, USA",8.280221483531664,0.39420600858369076,0.598551502145923,0.0033261802575107278,0.0,0.0016630901287553643,0.002253218884120173,22089
"Grundy County, Illinois, USA",7.77881502971996,0.8008333746713632,0.1275856937348078,0.0667691849794138,0.0010417183392033313,0.0035716057344114148,0.00019842254080063463,17063
"Worcester County, Maryland, USA",5.935600469491054,0.16003655623544613,0.6072492231209866,0.13024477945841698,0.06812576883443452,0.028497007347000693,0.005846665003715254,24047
"Washington County, Oklahoma, USA",7.041875945266076,0.649445589245412,0.2755863016387013,0.054950446472377776,0.0018643901481699592,0.01491512118535968,0.0032381513099794,40147
"Ashland County, Ohio, USA",7.196729217260883,0.5261799230432038,0.21270274219472957,0.11772441673566765,0.0381861575178997,0.10496322634065548,0.00024353416784374826,39005
"Calumet County, Wisconsin, USA",6.589490120281598,0.7069428836663899,0.12718033908242518,0.09678995456100072,0.0308789759124444,0.032247031807299535,0.005960814970440218,55015
"Warren County, Iowa, USA",6.834103842164784,0.5310754726648561,0.23605062253420123,0.20402725828764645,0.0054311625762156115,0.020648665266178177,0.0027668186709022898,19181
"Rusk County, Texas, USA",7.09307424617411,0.2964997734481196,0.608574988672406,0.07249660172179434,0.0,0.019313547802446693,0.003115088355233345,48401
"Hoke County, North Carolina, USA",6.636367983387371,0.05024585994461087,0.8374498389193467,0.08783134572994974,0.007856214322048265,0.007743175267054776,0.008873565816989774,37093
"Grant County, Wisconsin, USA",6.4152616720352444,0.4540075853350192,0.1599494310998735,0.2308470290771175,0.06321112515802772,0.08546144121365368,0.006523388116308488,55043
"Darke County, Ohio, USA",7.718966357958389,0.36867377316815597,0.32276961490444567,0.20032651493325648,0.041726687794103386,0.05776433304523192,0.008739076154806475,39037
"Harrisonburg city-County, Virginia, USA",6.516786374019517,0.1753596070635014,0.7450005847269324,0.013565664834522281,0.05502280435036844,0.007016723190270145,0.004034615834405332,51660
"Waupaca County, Wisconsin, USA",5.969947339064588,0.4887475758805769,0.10395526090289975,0.2825057502367733,0.030352230189870592,0.08663690073512816,0.007802282054751291,55135
"Ogle County, Illinois, USA",7.072670315831518,0.6641952722545856,0.15396466226950994,0.14144721005247746,0.00933994511578647,0.01964277117134471,0.01141013913629584,17141
