longname,PW Mean PM2.5 Pollution,Utility gas heating %,Electricity heating %,"Bottled, tank, or LP gas heating %","Fuel oil, kerosene, etc. heating %",Other fuel heating %,No heating %,geoid
"Capitol Planning Region, Connecticut, USA",6.399961717956376,0.46427994356503377,0.1443784833870034,0.04139163234952722,0.3247708377940154,0.021474616922764023,0.003704485981656276,09110
"Prince George's County, Maryland, USA",7.171602143832203,0.5343247393039015,0.4011637212997161,0.014064843523058033,0.033909759726824806,0.010712401368246935,0.005824534778252713,24033
"Pinellas County, Florida, USA",7.497323928345594,0.042136631338799996,0.9328400587217711,0.005118571851466798,0.0012531841797999066,0.004683204602822291,0.013968349305339953,12103
"Gwinnett County, Georgia, USA",7.839310237937434,0.6347231905212741,0.3431965357644858,0.015090581861677319,0.0019030864980024707,0.00220323772419749,0.002883367630362803,13135
"Bergen County, New Jersey, USA",7.403159975966836,0.7971056058094371,0.13009286611562745,0.020623849211584486,0.03971331386911574,0.005733149015986266,0.006731215978249015,34003
"Erie County, New York, USA",6.550584694145852,0.8792251354623587,0.07642210666296158,0.018979616140364752,0.010715419883690892,0.011616021277018017,0.0030417005736061683,36029
"Milwaukee County, Wisconsin, USA",7.440717481418485,0.7940056723718052,0.1674797370014118,0.011683676400151864,0.00887171477549171,0.010798236496207541,0.007160962954931772,55079
"DuPage County, Illinois, USA",8.631574171422825,0.8395123566072219,0.1401730068943685,0.008969874922636316,0.000759963729003844,0.004292067878578528,0.006292729968190937,17043
"Shelby County, Tennessee, USA",7.770988980574554,0.4981394614586615,0.4854962563709357,0.009260407739840326,0.00048204862207388037,0.0026836858959902593,0.003938139912498307,47157
"Pierce County, Washington, USA",5.3977849139172225,0.34087905859248413,0.5896811217561225,0.023031802589100127,0.011034629931307563,0.028705896650639915,0.006667490480345918,53053
"Kern County, California, USA",12.35777516244105,0.6100435012103889,0.30236799475801407,0.032813381627564184,0.0012886551027465837,0.03834294970968816,0.015143517591598293,06029
"Denton County, Texas, USA",8.15009387713809,0.41773460071536356,0.5510803591309715,0.023420199499646722,0.0006626246231193424,0.0031917974803776774,0.003910418550521186,48121
"Macomb County, Michigan, USA",8.099411140655851,0.8922223959740135,0.08054817110444497,0.016240421932530585,0.0012254239938586605,0.005697795089774393,0.00406579190537792,26099
"San Francisco County, California, USA",8.112758241649965,0.5862331824273913,0.32499907729365507,0.016702614420707043,0.0010106853885208996,0.013147135130856616,0.057907305338869126,06075
"Hidalgo County, Texas, USA",9.544026687636869,0.059444417980596805,0.8908088410422521,0.036004064847012435,0.0003294749043331902,0.0026556471204687254,0.010757554105336693,48215
"El Paso County, Texas, USA",7.192936615238978,0.7130186754387798,0.2541691824030306,0.022818596323207926,0.0008501453922119731,0.006343125620259141,0.002800274822510453,48141
"Essex County, New Jersey, USA",7.18358743375968,0.7544546223528564,0.14942421291151584,0.020860816589963773,0.05157127685205842,0.007665545507111524,0.016023525786493922,34013
"Middlesex County, New Jersey, USA",7.068759057036873,0.796319981299361,0.13763336728389852,0.016152677363877693,0.0382327895677148,0.006672121019852735,0.004989063465295297,34023
"Worcester County, Massachusetts, USA",5.88605058125311,0.3273713832520334,0.1845938555474912,0.04026077024597998,0.40264751003610383,0.04159891723392464,0.0035275636844667693,25027
"Montgomery County, Pennsylvania, USA",7.475070485405133,0.519392169752186,0.2643541803617046,0.037212786449177054,0.158962285784172,0.015452585877425033,0.004625991775335214,42091
"Baltimore County, Maryland, USA",7.2304174014047,0.5248747823647361,0.3569998528943532,0.023671845145840902,0.07660251968925155,0.011754865085342639,0.006096134820475636,24005
"Ventura County, California, USA",8.695278964789054,0.7553514964998552,0.1706707446375313,0.01374916097976773,0.0007541857239364519,0.011250847901042365,0.04822356425786692,06111
"Hamilton County, Ohio, USA",8.30905975272193,0.6227629395335917,0.3309317158073087,0.016696638699194532,0.0122095073985625,0.009523589242449658,0.007875609318892803,39061
"Snohomish County, Washington, USA",5.256604568739746,0.40289009739173803,0.5058094862696401,0.04176694509775218,0.007383645976266142,0.037099767891475746,0.005050057373127928,53061
"Fort Bend County, Texas, USA",7.896421162892318,0.5984114609464845,0.3660934135064421,0.027942232136654505,0.0005943513465531488,0.0031454308275377673,0.0038131112363279933,48157
"Multnomah County, Oregon, USA",6.7823910275169945,0.48116900727534206,0.4656366809343576,0.011685356161637584,0.022215147334536146,0.013032532691876842,0.006261275602249813,41051
"Essex County, Massachusetts, USA",5.952975600983473,0.5663814649733802,0.15624896155114215,0.03599774641876662,0.22256993156100616,0.013933030028596482,0.004868865467108349,25009
"Suffolk County, Massachusetts, USA",6.173048406917394,0.5895132082253166,0.2821164663549642,0.024572594503836555,0.08461474395595224,0.006873999141464999,0.012308987818465325,25025
"Oklahoma County, Oklahoma, USA",7.318662078345519,0.602000497097081,0.36808764203911704,0.020871704341951867,0.0007456456207659135,0.005079312476499414,0.003215198424584641,40109
"Jefferson County, Kentucky, USA",8.186954616507911,0.6123114326632483,0.3662683695595032,0.010318812965328715,0.0018806469673021112,0.005546052651928772,0.0036746851926889985,21111
"San Joaquin County, California, USA",9.508685336429775,0.6628299426409027,0.26326375808610003,0.03676351518354073,0.0011164994758418544,0.026293136511237644,0.009733148102377078,06077
"Cobb County, Georgia, USA",7.973825260724879,0.6974003743572261,0.2835582028069831,0.012177047309568326,0.0018683069729251997,0.0019935566023950454,0.0030025119509021372,13067
"DeKalb County, Georgia, USA",8.0612619141803,0.617285750217199,0.3662000397829645,0.011752891270085965,0.0007516031768695821,0.0014262981216873914,0.002583417431193588,13089
"San Mateo County, California, USA",7.415238105145843,0.6534497644879483,0.29912707142699196,0.018534912448128316,0.0018884416938733776,0.008341117978955944,0.01865869196410184,06081
"Lee County, Florida, USA",7.292710199457726,0.019849771114775372,0.9503723386772245,0.004777902986382688,0.000664343252320065,0.0028318013448203655,0.021503842624477226,12071
"Monroe County, New York, USA",6.076687423388729,0.7703675223195469,0.17237962375771868,0.02254015887197849,0.017567759535950172,0.01142795883063016,0.005716976684175819,36055
"El Paso County, Colorado, USA",5.125395962548487,0.6975734515763671,0.24635240471096914,0.03784912169014512,0.0014138826995536281,0.012669425341811704,0.004141713981153161,08041
"Norfolk County, Massachusetts, USA",6.087184521064079,0.5419772814665715,0.17022902920942448,0.027348808554252042,0.24616834643473384,0.009824263120576814,0.004452271214441474,25021
"Polk County, Florida, USA",7.199180685989768,0.03060297498202821,0.9437549866102113,0.007488802344595504,0.001358727851551081,0.006130074493044409,0.010664433718569535,12105
"Hudson County, New Jersey, USA",7.6662850033306995,0.6756942064757459,0.23908542215089865,0.02802366793328876,0.036276081924651364,0.006834470405492291,0.014086151109923081,34017
"Jackson County, Missouri, USA",7.541467564852497,0.7137225525222207,0.25444549146153617,0.021008887593299344,0.0006575869946918486,0.006521635967974844,0.003643845460277,29095
"Davidson County, Tennessee, USA",7.983548724889953,0.3217734381569652,0.656508338074977,0.012904321801287533,0.00115366819074944,0.003032207545598086,0.004628026230422833,47037
"Denver County, Colorado, USA",7.231704499254117,0.6540662849535805,0.31048603875427805,0.013432080151120341,0.0011915310396717154,0.012672236466247655,0.008151828635101645,08031
"Lake County, Illinois, USA",7.827674484233334,0.8497216407959451,0.13092576692214258,0.01033905615061071,0.0005302080077236278,0.004653168784201377,0.0038301593393766454,17097
"Will County, Illinois, USA",8.627785536547009,0.8866745695928588,0.08796716207607884,0.018933273709833203,0.0004935813333445823,0.0034677252650362977,0.002463688022848174,17197
"District of Columbia, District of Columbia, USA",7.2098531158459656,0.515104463323445,0.43775378613527816,0.00940383994128451,0.010547750372149724,0.00888493552694899,0.018305224700893796,11001
"Bernalillo County, New Mexico, USA",5.6889480368701975,0.7609138024800742,0.18076519972771746,0.028456382607067045,0.0007275268050408244,0.024833155053250018,0.00430393332685042,35001
"Jefferson County, Alabama, USA",7.7178518772490206,0.5058632122471491,0.46753721764905115,0.018337611105010844,0.0006701955741455526,0.002684568712255352,0.00490719471238776,01073
"Tulsa County, Oklahoma, USA",7.623240233646322,0.6443625090642621,0.3310287409021667,0.01693530131714744,0.00033763174352264847,0.0047306811336753005,0.0026051358392258916,40143
"Providence County, Rhode Island, USA",6.024025115517349,0.6216104684821969,0.10767149740801303,0.030368535961128023,0.22025607043818266,0.013767860184099461,0.006325567526379855,44007
"Utah County, Utah, USA",6.772302146699975,0.8185320006466468,0.1532831253100836,0.018150702113308038,0.00025642883821012637,0.008935987557626809,0.0008417555341245452,49049
"Kent County, Michigan, USA",6.784442995922985,0.8280288686699678,0.09711753615588746,0.04770215474279589,0.004395146925198453,0.018132983215982605,0.004623310290167773,26081
"Arapahoe County, Colorado, USA",6.861680681801764,0.6786293744509507,0.29170634342177143,0.013424482095285772,0.0011039093803109847,0.00980118297644852,0.00533470767523256,08005
"Bucks County, Pennsylvania, USA",7.195068043610895,0.36785710416346373,0.30240895717645144,0.04832774883338338,0.2580702175514227,0.01916605510145733,0.004169917173821457,42017
"Monmouth County, New Jersey, USA",6.5302127773967,0.8137258360956715,0.12475051398185066,0.014194138849181068,0.036972390946130425,0.006245584057346336,0.004111536069820036,34025
"Ocean County, New Jersey, USA",6.148992478054637,0.7801169710859959,0.14902591290941336,0.011322751109677195,0.04673295044633429,0.010371345127718593,0.002430069320860724,34029
"Western Connecticut Planning Region, Connecticut, USA",6.667095694515817,0.31680259375228903,0.2039486842765554,0.05458719394713559,0.400659903612463,0.019162132998384658,0.00483949141317238,09190
"Montgomery County, Texas, USA",7.702750844155244,0.4268037773879266,0.5178184838191952,0.04422660594975924,0.0013017431226904582,0.005011011160464337,0.004838378559964169,48339
"Johnson County, Kansas, USA",7.625314028477104,0.7155398845971175,0.2606903159920843,0.01650353647210122,0.0006261846025829086,0.003307431424380869,0.0033326469117332005,20091
"Williamson County, Texas, USA",7.42347592837293,0.4642115896776548,0.49336027183396225,0.033850674993112374,0.0005096886766461575,0.004458627973183945,0.0036091468454403607,48491
"Brevard County, Florida, USA",6.543118106171451,0.09026733207778884,0.8825749926851482,0.008538801683034088,0.0005357356268312884,0.0047968943817816925,0.013286243545415972,12009
"Washington County, Oregon, USA",6.26867345980164,0.5090763740437789,0.44985248131724465,0.01132007137430871,0.0071020970619931675,0.019261346571736362,0.003387629630938284,41067
"Anne Arundel County, Maryland, USA",7.107942558162052,0.37094854790463444,0.4832141928212737,0.030935226890718776,0.0954456353448586,0.0162370658848552,0.0032193311536593623,24003
"Baltimore city-County, Maryland, USA",7.399060674188212,0.6291248387667457,0.30181148165941246,0.01481850284947106,0.03815266646541095,0.005818783841415346,0.01027372641754456,24510
"Douglas County, Nebraska, USA",6.920513051129094,0.735364815903288,0.23714568949635592,0.016571774469466335,0.0011930975795910181,0.005004868890857908,0.00471975366044093,31055
"Jefferson County, Colorado, USA",6.575749019443378,0.7229332893585172,0.22897771237933356,0.023458872976207207,0.0006427088486632106,0.018097328107095644,0.005890088330183249,08059
"Bristol County, Massachusetts, USA",5.934330617798028,0.5769684793586543,0.11106461234217024,0.035665128939601505,0.2487804727323099,0.0221843417615726,0.005336964865691409,25005
"Delaware County, Pennsylvania, USA",7.313718435966934,0.6155336000542475,0.20319672410742756,0.02264907030400836,0.14315242122475574,0.009896783028062668,0.00557140128149821,42045
"Union County, New Jersey, USA",7.202019442736839,0.826276028332828,0.09180241823211474,0.01641740834059992,0.052154610850029606,0.004327264119231466,0.009022270125196226,34039
"New Castle County, Delaware, USA",7.151262384463015,0.5495163667848113,0.3065281939687829,0.02703492525887301,0.10427951460514974,0.008378426575527533,0.004262572806855559,10003
"South Central Connecticut Planning Region, Connecticut, USA",6.262665341738985,0.4600752273840664,0.16876469083820814,0.030065746039066987,0.3208925276637022,0.015550114190562373,0.004651693884393817,09170
"Pasco County, Florida, USA",7.481065568791274,0.04686508195717915,0.9259620751358318,0.007413555286038453,0.0009111632195131079,0.00631371685440397,0.012534407547033536,12101
"Dane County, Wisconsin, USA",6.955038214165524,0.6941186937585802,0.22831263027673665,0.049242488433967634,0.006312596383602505,0.01606110932230675,0.005952481824806411,55025
"Volusia County, Florida, USA",7.16673663861907,0.03965542133885164,0.938631222956744,0.007651956302035738,0.0027650293784371575,0.0026425280768608284,0.008653841947070733,12127
"Lancaster County, Pennsylvania, USA",7.963300308358946,0.33070900328523506,0.3437727638923076,0.07819442233382008,0.18081826996830583,0.06271859366783893,0.0037869468524923833,42071
"Stanislaus County, California, USA",10.900610422581929,0.7016285193668703,0.24089634254314127,0.02987998880428646,0.00021705975426551007,0.021197598633666003,0.006180490897770574,06099
"Ramsey County, Minnesota, USA",7.407983310470018,0.7232316677482171,0.23091684434967863,0.015370353202929425,0.0037730601650134365,0.013001761379438223,0.013706313154723265,27123
"Guilford County, North Carolina, USA",7.012566200206007,0.4083281372735071,0.5372505884999635,0.029503176580152234,0.010939536263286021,0.009670492806664117,0.00430806857642707,37081
"Summit County, Ohio, USA",7.912684656410428,0.8473736546304368,0.12490198569319658,0.013391273112759148,0.00474849200334673,0.0052128279372533285,0.004371766623007407,39153
"Spokane County, Washington, USA",6.393377610072529,0.49912230490364434,0.4337053997328754,0.014997137950772708,0.012907842014882681,0.033810341537874405,0.005456973859950418,53063
"Montgomery County, Ohio, USA",8.112959204198814,0.6567226203475713,0.29649114275482963,0.024805591536655753,0.010101724587641869,0.007608344864477729,0.004270575908823644,39113
"Chester County, Pennsylvania, USA",7.306649671509792,0.34943151711504394,0.2953587775473236,0.11744609127014184,0.20873641873445,0.024914336467180408,0.004112858865860238,42029
"Plymouth County, Massachusetts, USA",5.733760163749804,0.4681904214788366,0.10645790547302758,0.06064203336849818,0.341713905544726,0.0199037632061632,0.003091970928748304,25023
"Greenville County, South Carolina, USA",7.077039419657005,0.377151036431661,0.5726371226994235,0.025762872025679156,0.00875472593177883,0.00981074345662377,0.005883499454833855,45045
"Passaic County, New Jersey, USA",7.185013476520916,0.8280589849669957,0.0891081445854053,0.01950555517006385,0.05054003994841514,0.0079355236686681,0.004851751660451993,34031
"Sedgwick County, Kansas, USA",6.9505396036574405,0.6601848947832176,0.2961353306350857,0.033409501620442934,0.0014486909509088008,0.005959048344459898,0.0028625336658850793,20173
"Camden County, New Jersey, USA",7.155950746199361,0.7485160379609936,0.1691945221616843,0.01562920498225331,0.0546463625792756,0.007301753334788923,0.004712118981004258,34007
"Adams County, Colorado, USA",7.281299298066935,0.7086496263848278,0.2569608365361431,0.01642428694485245,0.0006841097143983294,0.011768686109543939,0.0055124543102344666,08001
"Kane County, Illinois, USA",8.173568613564914,0.8662330425955659,0.1088363317389647,0.013080441126981191,0.00023722436459729728,0.004308656482569512,0.007304303691321434,17089
"Morris County, New Jersey, USA",6.7955132274177314,0.6889173599853031,0.11174899313870602,0.026683804336420428,0.158771329410266,0.01023539290833856,0.003643120220965832,34027
"Clark County, Washington, USA",6.313727273880201,0.33465817465100767,0.6122504384464605,0.011337166685670504,0.005934637541876385,0.03212197227606656,0.003697610398918417,53011
"Lake County, Indiana, USA",8.46103975515279,0.8677224474344214,0.09863242740192747,0.02065818046069469,0.0026289361746875415,0.005936137882444467,0.00442187064582445,18089
"Richmond County, New York, USA",7.4131227602648675,0.8649229857750883,0.054758431345761326,0.019601929603480388,0.04535010900330577,0.007768805683955363,0.007597738588408872,36085
"Ada County, Idaho, USA",7.9558931694633745,0.705750895533694,0.25546248498425467,0.015578498533597386,0.004074543034317066,0.016395571572351553,0.002738006341785435,16001
"Polk County, Iowa, USA",7.010710609043306,0.6591622580826885,0.3058183065916226,0.023030476844051313,0.000701617818019799,0.005817794461828402,0.005469546201789375,19153
"Sonoma County, California, USA",7.792424433758134,0.6531541270763058,0.2302250722929766,0.05909756836425956,0.001080291322891223,0.04859058393452964,0.007852357009037421,06097
"Washoe County, Nevada, USA",8.162959254551648,0.6176473702601678,0.29763656963754415,0.03609737502514847,0.02053706625440753,0.02312074460763024,0.004960874215101798,32031
"Prince William County, Virginia, USA",6.873891690401601,0.5465669805120945,0.39856626535958045,0.02861948771111737,0.018937901085833424,0.004093244585569604,0.0032161207458046904,51153
"Knox County, Tennessee, USA",7.256156035245987,0.33359879871509057,0.640355642175288,0.015409684967002141,0.0018482382033052206,0.006621813143328233,0.0021658227959858362,47093
"Onondaga County, New York, USA",5.956210107117503,0.7042021927681731,0.19182256124148284,0.03274968085609363,0.037635340656569385,0.025999064895220893,0.007591159582459949,36067
"Tulare County, California, USA",13.10404844217367,0.6817755369509626,0.20600010026426854,0.07105155731893364,0.0014753170857474418,0.029320136645873816,0.010377351734213792,06107
"Seminole County, Florida, USA",7.288716768539667,0.0488526239558629,0.9289793300938134,0.005964918099850186,0.0015036679547351707,0.004859279897839037,0.009840179997899278,12117
"Hampden County, Massachusetts, USA",6.580289845248872,0.4986254985755895,0.19969800373609972,0.0348752932084964,0.23338203722879577,0.023867152749998153,0.009552014501020513,25013
"Burlington County, New Jersey, USA",6.954201539853091,0.6985614849187936,0.18694895591647293,0.019501160092807494,0.07954756380510476,0.0119199535962877,0.003520881670533645,34005
"Virginia Beach city-County, Virginia, USA",5.936501584243478,0.3419090052672286,0.6207631861791314,0.009873025182315486,0.016364227581344034,0.006284050217138606,0.004806505572841815,51810
"East Baton Rouge Parish, Louisiana, USA",8.268917318463501,0.35203590333179535,0.6316640307209275,0.006898201915389066,0.0002100975202656563,0.003355724282020903,0.005836042229601569,22033
"York County, Pennsylvania, USA",7.699828489563199,0.5132461967488159,0.22530437345546095,0.07664883125127486,0.1350069150021534,0.04447706713220126,0.005316616410093625,42133
"Solano County, California, USA",8.068965184727313,0.6665082795250996,0.266038325348885,0.028691939179337572,0.0006443970006248688,0.02929077275567585,0.008826286190377003,06095
"Naugatuck Valley Planning Region, Connecticut, USA",6.242075534069063,0.26987201773398506,0.20851942024235415,0.052577463955359977,0.44085726299056377,0.025065876846359147,0.0031079582313778783,09140
"Santa Barbara County, California, USA",7.046745485854392,0.7159570283357978,0.2026368975760616,0.02710822945349486,0.0007189072609633374,0.011461823311585278,0.042117114062097255,06083
"Jefferson Parish, Louisiana, USA",8.215818315648214,0.451062494118264,0.537951709871093,0.006018752965248229,0.00037724377559960384,0.0009716885129080714,0.0036181107568871145,22051
"Dakota County, Minnesota, USA",7.166767035028264,0.8158462737574195,0.13727441693147077,0.028353018766112997,0.0024401942562503726,0.009478985550692487,0.006607110738053834,27037
"Monterey County, California, USA",7.0726413809564255,0.4747961398952336,0.4289770497107624,0.04471171688469316,0.0010078807855551219,0.02905704760827733,0.021450165115478488,06053
"Sarasota County, Florida, USA",6.978051888885492,0.03674654373127479,0.9399658627393346,0.003274495547201732,0.0008869499749900727,0.0026660066108713278,0.016460141396327375,12115
"Lucas County, Ohio, USA",7.914105472461758,0.758474397259751,0.20226872939864815,0.026181645665659708,0.002915886005779394,0.00715869527996318,0.0030006463901985987,39095
"Berks County, Pennsylvania, USA",7.741300784200735,0.41156405210383173,0.22261581232624297,0.06333052197544785,0.25020460437947045,0.04839284040858441,0.003892168806422422,42011
"Pinal County, Arizona, USA",7.766114423494731,0.32818060651029857,0.6265028786567185,0.023688802781098327,0.0009824532475919596,0.015025351415969354,0.0056199073883232,04021
"Hillsborough County, New Hampshire, USA",5.821859300218537,0.37751120628640944,0.11323037463175038,0.1463017742530647,0.3061236835260034,0.05149144934637539,0.0053415119563968,33011
"Clackamas County, Oregon, USA",6.484492212723554,0.4531723001134437,0.45000720763633234,0.023904282589484308,0.013255783344719305,0.056376251151654955,0.0032841751643654417,41005
