longname,PW Mean PM2.5 Pollution,Utility gas heating %,Electricity heating %,"Bottled, tank, or LP gas heating %","Fuel oil, kerosene, etc. heating %",Other fuel heating %,No heating %
"New York City Department Of Education, New York, USA",7.643931210805458,0.6530032051010596,0.13426769102389347,0.024506396138791253,0.14590156041431013,0.017394831388908117,0.024926315933037454
"Los Angeles Unified School District, California, USA",11.151581335511635,0.5863852227631395,0.3148642278620285,0.014763477874001289,0.0008037771798742062,0.006684920165221944,0.07649837415573468
"Puerto Rico Department of Education, Puerto Rico, USA",7.838034077694808,0.0007465957849905766,0.100446872192309,0.007942623939750816,0.000121189613343896,0.0049202791126960336,0.8858224393569097
"Chicago Public School District 299, Illinois, USA",8.612237222021244,0.7972396458078507,0.16128162816622005,0.015829830750904522,0.00137047136152192,0.009044377747611422,0.015234046165891402
"Dade County School District, Florida, USA",7.011510656916656,0.02730532376091399,0.9216817015218669,0.0037765811177475754,0.0014999872666219235,0.001536311744588552,0.044200094588261074
"Clark County School District, Nevada, USA",6.859858982094048,0.5859858800354267,0.38683141183720215,0.012757705279122244,0.0008893887106436284,0.007336844336149683,0.006198769801455584
"Broward County School District, Florida, USA",6.988693037319198,0.02436843312435851,0.9222965224229447,0.005041886017606359,0.0009747919351667869,0.001885416894209143,0.04543294960571453
"Philadelphia City School District, Pennsylvania, USA",7.555403668804743,0.7156986381664512,0.22463478972759823,0.014242119914286207,0.03258747242699273,0.005029035903269015,0.007807943861402504
"Palm Beach County School District, Florida, USA",6.751785952168417,0.03276437356204134,0.9297338410893472,0.004317532209409754,0.0015057156967849897,0.0018085796540811664,0.029869957788335545
"Houston Independent School District, Texas, USA",8.571977566327213,0.35366306474064074,0.6276613932326582,0.007248453860349822,0.00034990883083656584,0.00183585987007197,0.009241319465442635
"Hillsborough County School District, Florida, USA",7.723366724284931,0.05999177139856734,0.9161780330823582,0.0071872577465083775,0.0009555973946450751,0.0036519292143893795,0.012035411163531719
"Hawaii Department of Education, Hawaii, USA",3.4259957055636012,0.027142138257356237,0.3609553756510752,0.0173546653979839,0.0004311978749089996,0.04426577176562499,0.5498508510530506
"Orange County School District, Florida, USA",7.402167048921932,0.045818149684824866,0.9250523888472777,0.006484434831640316,0.0018535973675130064,0.0059752741472610315,0.014816155121483102
"Fairfax County Public Schools, Virginia, USA",6.928641027979914,0.5513339033987691,0.4105641469335598,0.014361112241193063,0.015767010941754013,0.0038946811218125437,0.004079145362911435
"Wake County Schools, North Carolina, USA",7.245710394185001,0.42320156155245725,0.5406685870224367,0.02648148499090343,0.0024422945724681547,0.0036551508489993823,0.003550921012734982
"Charlotte-Mecklenburg Schools, North Carolina, USA",7.543220521392706,0.48025309829599416,0.4996418420339704,0.012255430914542557,0.0026333794040802453,0.0023234350104003585,0.0028928143410122975
"Dallas Independent School District, Texas, USA",8.123139903662826,0.33671963437829877,0.6456363317666571,0.007726296816329623,0.001102295671222259,0.0027251680899656344,0.00609027327752664
"San Diego City Unified School District, California, USA",8.861286721092634,0.5210545015753555,0.38660723182204043,0.012207268055696935,0.0009390234277917896,0.014974703610704044,0.06421727150841132
"Montgomery County Public Schools, Maryland, USA",7.203099589908327,0.5304294928747544,0.4118015720891614,0.014440211577478962,0.028601801279348183,0.009493581897310229,0.005233340281946777
"Duval County School District, Florida, USA",7.35117125657795,0.026078692452147775,0.9507674347198606,0.007355514392466285,0.003333929887397646,0.002772196541642451,0.009692232006485212
"Prince George's County Public Schools, Maryland, USA",7.171602143832203,0.5343247393039015,0.4011637212997161,0.014064843523058033,0.033909759726824806,0.010712401368246935,0.005824534778252713
"Pinellas County School District, Florida, USA",7.497323928345594,0.042136631338799996,0.9328400587217711,0.005118571851466798,0.0012531841797999066,0.004683204602822291,0.013968349305339953
"Gwinnett County School District, Georgia, USA",7.831898088144451,0.6364579672129708,0.3416808135119473,0.01509524915184228,0.001774745257019985,0.00223638027545743,0.002754844590762395
"San Francisco Unified School District, California, USA",8.112758241649965,0.5862331824273913,0.32499907729365507,0.016702614420707043,0.0010106853885208996,0.013147135130856616,0.057907305338869126
"Baltimore County Public Schools, Maryland, USA",7.2304174014047,0.5248747823647361,0.3569998528943532,0.023671845145840902,0.07660251968925155,0.011754865085342639,0.006096134820475636
"Jefferson County School District, Kentucky, USA",8.187773967542821,0.611955303323347,0.36661137340224864,0.010311934862093851,0.0018779766860681695,0.005560642679290111,0.0036827690469520484
"Lee County School District, Florida, USA",7.292710199457726,0.019849771114775372,0.9503723386772245,0.004777902986382688,0.000664343252320065,0.0028318013448203655,0.021503842624477226
"Seattle Public Schools, Washington, USA",5.846395012055645,0.35715628856423653,0.5733060955455439,0.009368016205825381,0.03848430024191538,0.01213895483449557,0.00954634460798333
"Austin Independent School District, Texas, USA",7.733334629811894,0.4154665256000938,0.5582955177421102,0.01601123652355943,0.0008568990946039288,0.004681186347415228,0.0046886346922174055
"Shelby County School District, Tennessee, USA",7.812846026227324,0.47006926645440134,0.5132312813582101,0.008652030051581872,0.0005480283254996138,0.0029475984528476006,0.004551795357459521
"Polk County School District, Florida, USA",7.199180685989768,0.03060297498202821,0.9437549866102113,0.007488802344595504,0.001358727851551081,0.006130074493044409,0.010664433718569535
"Phoenix Union High School District, Arizona, USA",9.481019148265966,0.21174542644670127,0.7559529069262233,0.009751157120712929,0.000485657123678464,0.00529727327613367,0.01676757910655047
"Metropolitan Nashville Public School District, Tennessee, USA",7.983548724889953,0.3217734381569652,0.656508338074977,0.012904321801287533,0.00115366819074944,0.003032207545598086,0.004628026230422833
"Denver County School District 1, Colorado, USA",7.231704499254117,0.6540662849535805,0.31048603875427805,0.013432080151120341,0.0011915310396717154,0.012672236466247655,0.008151828635101645
"DeKalb County School District, Georgia, USA",8.044971990382813,0.6192370804827744,0.36459654064076413,0.011337786748193902,0.0007536984930853983,0.0013275804057896407,0.0027473132293924325
"Cobb County School District, Georgia, USA",7.962662283245679,0.7036488159267404,0.2785240029223326,0.011512692849579299,0.0016029152184003396,0.0019810794911916518,0.0027304935917556485
"District of Columbia Public Schools, District of Columbia, USA",7.2098531158459656,0.515104463323445,0.43775378613527816,0.00940383994128451,0.010547750372149724,0.00888493552694899,0.018305224700893796
"Albuquerque Public Schools, New Mexico, USA",5.698416513617837,0.7656686214425981,0.1803118046100684,0.02569667075392271,0.0007176695171790693,0.02333093442137231,0.004274299254859378
"Boston School District, Massachusetts, USA",6.195697532386473,0.5876911897498782,0.29180738741005063,0.024904861174408297,0.07537923490528968,0.007112944267221538,0.013104382493151686
"Northside Independent School District (Bexar County), Texas, USA",7.742326331529711,0.26267817705483176,0.7178294210441969,0.00725829041155362,0.0008189118456477303,0.005575396698109391,0.005839802945660436
"Kern High School District, California, USA",13.577180331719077,0.6060705330379718,0.3237782217761395,0.022223529331635926,0.0007569261775133172,0.0327482903646514,0.014422499312087939
"Detroit Public Schools Community District, Michigan, USA",8.469191464641463,0.8487689352541259,0.12357637065812328,0.00991963691818751,0.0013833230928870389,0.0073281496239419,0.009023584452734245
"Cypress-Fairbanks Independent School District, Texas, USA",8.080298076262736,0.5479163427169593,0.43097671902007,0.01296396496752951,0.0006069547635925525,0.002749464705143202,0.004786553826705492
"Fulton County School District, Georgia, USA",8.00194544818729,0.5926086220859749,0.38437561514620994,0.01681174961469254,0.0011211394985344977,0.001823438203276863,0.003259435451311348
"Brevard County School District, Florida, USA",6.543118106171451,0.09026733207778884,0.8825749926851482,0.008538801683034088,0.0005357356268312884,0.0047968943817816925,0.013286243545415972
"Jefferson County School District R-1, Colorado, USA",6.582070062994748,0.7208438016907698,0.23135382423159137,0.023486619251778165,0.0006333095842239275,0.01787849622305835,0.005803949018578502
"Anne Arundel County Public Schools, Maryland, USA",7.107942558162052,0.37094854790463444,0.4832141928212737,0.030935226890718776,0.0954456353448586,0.0162370658848552,0.0032193311536593623
"Baltimore City Public Schools, Maryland, USA",7.399060674188212,0.6291248387667457,0.30181148165941246,0.01481850284947106,0.03815266646541095,0.005818783841415346,0.01027372641754456
"Milwaukee School District, Wisconsin, USA",7.425314654359032,0.8074640537083865,0.15684175860369692,0.012039155351910937,0.007774739723562028,0.008177278360129301,0.0077030142523144395
"Columbus City School District, Ohio, USA",8.416357143646396,0.7014158521209046,0.27515978351029513,0.014308312549262726,0.0021770963421395024,0.0029465168656950726,0.003992438611702965
