longname,No internet access %,Uninsured %,Public Insurance %,Private Insurance %
"Navajo Nation Reservation and Off-Reservation Trust Land, USA",0.6285305021645344,0.2866209090544713,0.442587307813554,0.2707917831319746
"Oneida Indian Nation Reservation, USA",0.10665046676660486,0.03919871502117412,0.23392831950947185,0.726872965469354
"Puyallup Reservation and Off-Reservation Trust Land, USA",0.062243464420675416,0.094250757428999,0.18810219668202016,0.7176470458889808
"Osage Reservation, USA",0.17861388492629499,0.18071878080218395,0.1690423838046867,0.6502388353931294
"Yakama Nation Reservation and Off-Reservation Trust Land, USA",0.12890224404327955,0.24777486353185235,0.3425022070929765,0.4097229293751712
"Flathead Reservation, USA",0.18074224363851518,0.19781432980681968,0.2879683560881921,0.5142173141049883
"Oneida (WI) Reservation and Off-Reservation Trust Land, USA",0.0524912143244146,0.06514159968009833,0.1184133396927157,0.8164450606271859
"Agua Caliente Indian Reservation and Off-Reservation Trust Land, USA",0.08365663929897485,0.08875248449249357,0.25211424453364717,0.6591332709738593
"Wind River Reservation and Off-Reservation Trust Land, USA",0.16609887680639432,0.27755179180281964,0.16917791424835704,0.5532702939488233
"Isabella Reservation and Off-Reservation Trust Land, USA",0.09959984469622385,0.11765584627223921,0.2441635863236857,0.6381805674040751
"Uintah and Ouray Reservation and Off-Reservation Trust Land, USA",0.11316528093228442,0.23087986059199375,0.16124949142889752,0.6078706479791087
"Pine Ridge Reservation, USA",0.34729934376577487,0.5360402507516457,0.2317899112568456,0.23216983799150875
"Nez Perce Reservation, USA",0.19774163193977684,0.19654935790608755,0.24144691696892345,0.5620037251249891
"Fort Apache Reservation, USA",0.547710714282969,0.16925649656733965,0.5866713774685228,0.24407212596413752
"Gila River Indian Reservation, USA",0.4136228972280868,0.34096709315258095,0.36009735690856054,0.29893554993885846
"Southern Ute Reservation, USA",0.24083081441975027,0.16227377985718852,0.18628585066514164,0.6514403694776698
"Leech Lake Reservation and Off-Reservation Trust Land, USA",0.16587085496774517,0.1273039627769184,0.3048804253413546,0.567815611881727
"Santa Clara Pueblo and Off-Reservation Trust Land, USA",0.3234323432343232,0.1645265979963313,0.3486665725977143,0.4868068294059545
"Lake Traverse Reservation and Off-Reservation Trust Land, USA",0.18897763487617764,0.27674731866634367,0.0834064785080905,0.6398462028255658
"Tulalip Reservation and Off-Reservation Trust Land, USA",0.06463048813744202,0.10565453137103017,0.20077459333849731,0.6935708752904726
"Blackfeet Indian Reservation and Off-Reservation Trust Land, USA",0.293982961651403,0.5382733667426433,0.2567148470942242,0.2050117861631324
"Rosebud Indian Reservation and Off-Reservation Trust Land, USA",0.48004573549920054,0.44980559410727294,0.3010520071999425,0.2491423986927845
"San Carlos Reservation, USA",0.3908366533864543,0.14878621769772915,0.5138606108065777,0.33735317149569327
"Fort Peck Indian Reservation and Off-Reservation Trust Land, USA",0.3501822627619697,0.36228868460877006,0.23857074548350707,0.39914056990772273
"White Earth Reservation and Off-Reservation Trust Land, USA",0.20248163408597605,0.1868591703521248,0.35880349543875645,0.45433733420911876
"Tohono O'odham Nation Reservation and Off-Reservation Trust Land, USA",0.3552458744011709,0.14787646586750935,0.5003961275411594,0.3517274065913313
"Eastern Cherokee Reservation, USA",0.22898158212312544,0.4031259426123685,0.22115399427710034,0.37572006311053124
"Colorado River Indian Reservation, USA",0.20296495956873337,0.2242435108295158,0.2710304480143324,0.5047260411561518
"Fort Berthold Reservation, USA",0.10387399294795582,0.23225111781490448,0.13041941561438572,0.6373294665707098
"Mississippi Choctaw Reservation and Off-Reservation Trust Land, USA",0.2665064822027502,0.24078100405856528,0.2008952931534629,0.5583237027879718
"Port Madison Reservation, USA",0.041139193711958774,0.08517538548585915,0.2121431212222483,0.7026814932918926
"Standing Rock Reservation, USA",0.27123416236508624,0.3765792422228777,0.26337185747914943,0.36004890029797276
"Colville Reservation and Off-Reservation Trust Land, USA",0.25530083204120985,0.2190236822173536,0.3124017612433524,0.46857455653929414
"Cheyenne River Reservation and Off-Reservation Trust Land, USA",0.319794784095767,0.3925017392061333,0.20696046416449723,0.4005377966293695
"Turtle Mountain Reservation and Off-Reservation Trust Land, USA",0.17329701960877772,0.3535641991037567,0.30927242283269013,0.33716337806355307
"Coeur d'Alene Reservation, USA",0.1636666666666666,0.19521640091116152,0.19772209567198187,0.6070615034168566
"Zuni Reservation and Off-Reservation Trust Land, USA",0.4744175170136125,0.3496005086739768,0.5399962729544491,0.11040321837157403
"Crow Reservation and Off-Reservation Trust Land, USA",0.2881544739651955,0.3715000567107075,0.2789162423862299,0.34958370090306257
"Allegany Reservation, USA",0.2204724409448819,0.11222949169602423,0.47232008052340213,0.41545042778057373
"Yankton Reservation, USA",0.22322775263951844,0.3339075509618146,0.1441286247487805,0.5219638242894048
"Ohkay Owingeh, USA",0.3644298963447901,0.14285714285714282,0.40944510035419146,0.44769775678866575
"Hopi Reservation and Off-Reservation Trust Land, USA",0.5231456611851077,0.16716888272295768,0.49328297566753954,0.33954814160950286
"Salt River Reservation, USA",0.1138282579027412,0.31134075251722304,0.408055113937467,0.2806041335453099
"Fort Hall Reservation and Off-Reservation Trust Land, USA",0.2575431034482763,0.2662804132691996,0.23787568785019114,0.4958438988806093
"Lummi Reservation, USA",0.11139796839459036,0.14414558015290335,0.29873256765427886,0.5571218521928178
"Red Lake Reservation, USA",0.19833804839028463,0.261067164714731,0.44131538355596145,0.2976174517293076
"Nanakuli Hawaiian Home Land, USA",0.08477497508692537,0.05205376490448933,0.2529741388096157,0.6949720962858948
"Mille Lacs Reservation and Off-Reservation Trust Land, USA",0.16484899237412343,0.09806092347898519,0.35119354281824083,0.550745533702774
"Sandia Pueblo, USA",0.20778092035430631,0.18872844124178348,0.322926601407977,0.48834495735023953
"Taos Pueblo and Off-Reservation Trust Land, USA",0.24281880477569126,0.1731344474477374,0.3534702526342575,0.4733952999180051
"Omaha Reservation, USA",0.19754260128694792,0.22783381470600247,0.15188694842479733,0.6202792368692002
"Northern Cheyenne Indian Reservation and Off-Reservation Trust Land, USA",0.25198664657832354,0.3806157829212509,0.2989344382869277,0.32044977879182146
"Muckleshoot Reservation and Off-Reservation Trust Land, USA",0.09100572328258895,0.17038727052833633,0.24265118139333391,0.5869615480783298
"Fond du Lac Reservation and Off-Reservation Trust Land, USA",0.22006518125590813,0.10031269547672256,0.2875037009598253,0.6121836035634521
"Mescalero Reservation, USA",0.2881844380403459,0.2575071986836693,0.5026737967914439,0.23981900452488683
"Laguna Pueblo and Off-Reservation Trust Land, USA",0.5635887106375163,0.2466765140324965,0.44571639586410605,0.30760709010339743
"Kickapoo (KS) Reservation, USA",0.19790289096210115,0.11908213391385081,0.15475183785453606,0.7261660282316132
"Spirit Lake Reservation, USA",0.32061433478374596,0.15491568908364872,0.3905634167584677,0.45452089415788366
"San Felipe Pueblo, USA",0.4488977955911825,0.23720516243880724,0.39474855362705835,0.36804628393413447
"St. Regis Mohawk Reservation, USA",0.15847750865051902,0.13043478260869562,0.5021312872975278,0.36743393009377673
"Menominee Reservation and Off-Reservation Trust Land, USA",0.1798767291061849,0.3019916106012988,0.3223621545765522,0.375646234822149
"Rocky Boy's Reservation and Off-Reservation Trust Land, USA",0.4003538007377728,0.13635099907309448,0.5278174724452971,0.3358315284816084
"Waimanalo Hawaiian Home Land, USA",0.15161686563794732,0.02993844455051868,0.16360424431363205,0.8064573111358493
"Pueblo of Pojoaque and Off-Reservation Trust Land, USA",0.24866965545614292,0.18536693618129518,0.2513332425452733,0.5632998212734316
"Lac du Flambeau Reservation, USA",0.13155671650602851,0.2080696250500519,0.297633957379155,0.49429641757079307
"Jicarilla Apache Nation Reservation and Off-Reservation Trust Land, USA",0.2906444118573659,0.15175341898644373,0.4035320875925528,0.4447144934210035
"Pascua Pueblo Yaqui Reservation and Off-Reservation Trust Land, USA",0.2062558574880682,0.3294372294372295,0.48008658008658006,0.19047619047619044
"Torres-Martinez Reservation, USA",0.2646473138626748,0.31186580802777536,0.6066209263460498,0.08151326562617482
"L'Anse Reservation and Off-Reservation Trust Land, USA",0.1844721817598592,0.0811520861873011,0.2906785843042703,0.6281693295084286
"Warm Springs Reservation and Off-Reservation Trust Land, USA",0.2125550660792951,0.15362041736709503,0.47468445110162283,0.3716951315312822
"Fort Belknap Reservation and Off-Reservation Trust Land, USA",0.21513098527894214,0.3151375849015348,0.4796343694297857,0.2052280456686796
"Isleta Pueblo, USA",0.3355035274099871,0.24247097008371718,0.25832964846541745,0.49919938145086534
"Acoma Pueblo and Off-Reservation Trust Land, USA",0.49811066278121735,0.2591167702901561,0.45162095470280234,0.2892622750070416
"Washoe Ranches Trust Land, USA",0.09803976228388672,0.1695163949287568,0.23750000907882535,0.5929835959924179
"Swinomish Reservation and Off-Reservation Trust Land, USA",0.040955631399317405,0.11107417838994581,0.20044270239662304,0.6884831192134312
"Hoopa Valley Reservation, USA",0.3010625737898466,0.10071513706793804,0.4994040524433849,0.3998808104886771
"Santo Domingo Pueblo, USA",0.4944530844997406,0.33212247016087193,0.46445251686559413,0.20342501297353402
"Lac Courte Oreilles Reservation and Off-Reservation Trust Land, USA",0.2762595134096103,0.13584011344740357,0.2050099281171031,0.6591499584354933
"Umatilla Reservation and Off-Reservation Trust Land, USA",0.16070759900063225,0.1272288388850403,0.2913352803537458,0.5814358807612139
"Winnebago Reservation and Off-Reservation Trust Land, USA",0.21483476132190965,0.27449369302178694,0.15318690300979343,0.5723194039684196
"Cattaraugus Reservation, USA",0.34583070632474144,0.1275870325065051,0.31454693322489685,0.557866034268598
"Spokane Reservation and Off-Reservation Trust Land, USA",0.3168077388149939,0.20420888542478563,0.47934528448947766,0.31644583008573673
"Waianae Hawaiian Home Land, USA",0.027255879342297798,0.06759816750722344,0.36122971834088424,0.5711721141518923
"Crow Creek Reservation, USA",0.3370468577667138,0.4834436783878797,0.21180044263346043,0.30475587897865986
"Jemez Pueblo, USA",0.5557768924302791,0.17549407114624502,0.45138339920948617,0.3731225296442688
"Pyramid Lake Paiute Reservation, USA",0.35595731763785843,0.18700657540622445,0.3207165816306166,0.4922768429631589
"Bishop Reservation, USA",0.16485225505443238,0.1162111966038737,0.3061820111435395,0.5776067922525868
"Fort Yuma Indian Reservation, USA",0.17392279348023748,0.18869138506988434,0.4790283110620738,0.3322803038680419
"Nambe Pueblo and Off-Reservation Trust Land, USA",0.4113475177304965,0.08152447894911202,0.3703218248424005,0.5481536962084876
"San Ildefonso Pueblo and Off-Reservation Trust Land, USA",0.24027459954233404,0.21676300578034685,0.2752890173410404,0.5079479768786128
"Anahola (Residential) Hawaiian Home Land, USA",0.14634249569531665,0.08391608391608392,0.26068376068376065,0.6554001554001554
"Fort Mojave Reservation and Off-Reservation Trust Land, USA",0.093779427115725,0.09604922751509125,0.32427548092414044,0.5796752915607684
"Makah Indian Reservation, USA",0.20121679443751106,0.31137088204038255,0.3198724760892668,0.36875664187035073
"Ute Mountain Reservation and Off-Reservation Trust Land, USA",0.4594736015319175,0.3338065511818926,0.24767757762850223,0.4185158711896051
"Lower Brule Reservation and Off-Reservation Trust Land, USA",0.3339574193183524,0.4742658789709842,0.23840010698271738,0.2873340140462984
"Sault Ste. Marie Reservation and Off-Reservation Trust Land, USA",0.11302786621732058,0.10527883846769613,0.426300264944008,0.4684208965882958
"Picuris Pueblo, USA",0.3670360110803324,0.09551800146950776,0.4761204996326231,0.4283614988978691
"Keaukaha Hawaiian Home Land, USA",0.14711729622266403,0.0845898287758753,0.2944032711474572,0.6210069000766676
"Ho-Chunk Nation Reservation and Off-Reservation Trust Land, USA",0.14237123383290454,0.10446568416576442,0.19195643912764518,0.7035778767065904
"Kanehili Hawaiian Home Land, USA",0.06642066420664207,0.034115138592750525,0.11818458726774292,0.8477002741395065
"Annette Island Reserve, USA",0.23473053892215578,0.2168141592920355,0.36725663716814155,0.41592920353982304
"Bad River Reservation, USA",0.1259640102827764,0.11447562776957165,0.31019202363367787,0.5753323485967505
"Prairie Band of Potawatomi Nation Reservation, USA",0.20176097836640164,0.0809435707678075,0.08649398704902862,0.8325624421831639
"Quinault Reservation, USA",0.14756367663344408,0.23639202981882296,0.3773405583422452,0.3862674118389317
