longname,Mean high temp,Mean high heat index,Mean high dewpt,High temperature Above 90°F %,High temperature Between 40 and 90°F %,High temperature Below 40°F %,Humid days (dewpt > 70°F) %,Non-humid days (50°F < dewpt < 70°F) %,Dry days (dewpt < 50°F) %,Mean sunny hours,Rainfall,Snowfall [rain-equivalent],High windspeed (>10mph) days %,Mean high temperature in summer,Mean high temperature in winter,Mean high temperature in fall,Mean high temperature in spring
"Navajo Nation Reservation and Off-Reservation Trust Land, USA",66.0443954956002,63.28538333221085,32.20661277940899,0.08307065417529673,0.8259071520122154,0.09102219381248794,6.369298862282634e-07,0.12858546233917062,0.8714139007309433,7.847421694735207,0.1758461343502393,0.06795299449303262,0.17615663920551103,85.40344154964927,47.05177282577883,58.31309354636792,72.37631516130665
"Oneida Indian Nation Reservation, USA",55.636402597103306,54.46423816439747,44.873901660987904,0.002863175122572776,0.7275209523538525,0.2696158725235747,0.05684733597327956,0.3889535026170248,0.5541991614096956,3.731783302890463,1.1254788407337462,0.2347730896342248,0.1434158687569455,76.28145813459605,33.21417309623437,49.92397966511333,62.06887390781496
"Puyallup Reservation and Off-Reservation Trust Land, USA",59.33249386656382,58.22833306557813,48.31261783232909,0.0019816641477075313,0.9682861885447442,0.029732147307548303,0.00022640697700708107,0.43956396410286197,0.5602096289201309,3.90450670735588,1.31075793063491,0.022284225859829518,0.07927937496312008,73.87513719911784,47.613844372118926,53.99485802846171,61.13623472076009
"Osage Reservation, USA",71.30039254574443,72.530622697871,53.51910323449931,0.16724522069693526,0.7741913440888194,0.058563435214245306,0.20159282034025505,0.4015862764301293,0.39682090322961566,6.256203135034406,0.9792766913139527,0.030608710233642165,0.23097509015333234,90.40466888665102,52.60886264899759,64.4849524239433,76.7121676518429
"Yakama Nation Reservation and Off-Reservation Trust Land, USA",63.66292226345393,61.31415088049411,39.29130606275124,0.1099297298987096,0.7643856226020449,0.12568464749924552,1.4041967027180366e-08,0.12722730108464228,0.8727726848733907,6.2393798589037175,0.2814314369345909,0.08289168592022858,0.03248502058616357,86.78392172065627,43.78857539251522,53.71388456159229,69.16259894255238
"Flathead Reservation, USA",53.97144810362071,51.55884509685184,36.748571281594984,0.019359449281722965,0.6837658238235533,0.2968747268947236,0.00015078382424975383,0.14265093067701828,0.857198285498732,4.792374529050685,0.4387572654704215,0.2907193609864086,0.000414216020353739,77.5691016757039,34.10965641332543,45.118595081910286,57.908699532965976
"Oneida (WI) Reservation and Off-Reservation Trust Land, USA",55.08897491531,53.68880660293542,42.30820807385184,0.01252336901213107,0.6880199672637407,0.29945666372412816,0.04849816375876147,0.3560276535186689,0.5954741827225696,4.480437185294953,0.6730974265744109,0.14075883381787815,0.24609329746039482,78.19781019235899,30.35529959458474,47.84889666443622,62.74670364614054
"Agua Caliente Indian Reservation and Off-Reservation Trust Land, USA",77.18626755450207,75.22561587504849,42.44856514632921,0.2622883262954565,0.7372333270810982,0.00047834662344525163,0.000628381049753684,0.28021590677524993,0.7191557121749964,8.975500219985625,0.18561754532926336,0.0033814269176536036,0.00030523457684859166,94.04342511873814,62.47124391209377,71.8936057269163,79.51914804966509
"Wind River Reservation and Off-Reservation Trust Land, USA",58.849152299209344,55.867343256036015,32.323836677327236,0.06372887795247986,0.7092455847431515,0.2270255373043686,0.0,0.06716713227997306,0.9328328677200269,6.541469646884405,0.18069538437586538,0.13563453681320187,0.027535632356935534,83.59745877661125,37.780659090460816,49.14372549162314,63.62131523246813
"Isabella Reservation and Off-Reservation Trust Land, USA",56.90829345694724,55.630685625904285,43.483095375126375,0.01538869315766519,0.716010304670464,0.26860100217187083,0.045180131331827224,0.3741178110249215,0.5807020576432513,4.153943395097071,0.7193756243281385,0.1341500765895516,0.19920916864002106,78.82780749922011,33.51221512128967,49.777675263551004,64.3656486771975
"Uintah and Ouray Reservation and Off-Reservation Trust Land, USA",60.11990408883171,57.07322813059388,31.013986553143482,0.08308065177269607,0.6886995813512623,0.22821976687604173,0.0,0.06290849833084133,0.9370915016691586,6.813202572266587,0.15803529144119063,0.15116402513014723,0.02136881633315947,84.43104598440499,37.61376842456278,50.86949513006114,66.30819067952942
"Pine Ridge Reservation, USA",61.81391200806063,59.9338022736739,40.02647234225589,0.09237610605474227,0.7257452310684228,0.18187866287683496,0.0029094736086194783,0.318522500318511,0.6785680260728696,6.332293092546408,0.38825124427719176,0.138728377980422,0.3993675925428848,85.44913990520197,40.40638867697338,53.45825234704179,66.75041369261983
"Nez Perce Reservation, USA",59.65250988160476,57.684902881712546,41.39846238324636,0.06194192309910026,0.7480215079588807,0.19003656894201906,0.0008212429942448163,0.23614053867975648,0.7630382183259987,5.263025637338035,0.6058033227952793,0.19042846971831187,0.00475927615623788,82.75690149324674,40.58487314447084,50.64863541129023,63.463199712268995
"Fort Apache Reservation, USA",66.34091705783354,64.11943230195493,36.8905280596779,0.03543583388471132,0.9189601328896795,0.04560403322560923,8.461671512505747e-08,0.20328169385390543,0.7967182215293795,7.67163836576544,0.3588012864656759,0.11731485529029904,0.052739200453328305,82.149866549861,50.385797053126595,60.92407979399179,71.08210717042407
"Gila River Indian Reservation, USA",87.3172860613593,86.16204722386813,44.712182458434796,0.4765095413231714,0.5234904586768285,0.0,0.05026983471288504,0.2808282373365606,0.6689019279505545,8.854625909410265,0.20711307097640017,1.0919116159899933e-05,0.013933070475442105,104.40463616559683,70.70344207833719,80.77067644551151,92.4899328579351
"Southern Ute Reservation, USA",59.25185658215044,56.61979352280572,33.93957203104705,0.021483215256891376,0.7722575853201544,0.2062591994229543,0.0,0.13039179888713612,0.869608201112864,7.410512380565911,0.2981066323924135,0.20449967878788247,0.01632027069376759,80.21739069564893,38.608812307991556,51.8674507532351,65.22459466551464
