longname,PW Density (250m) [StatCan],PW Density (500m) [StatCan],PW Density (2km) [StatCan],PW Density (4km) [StatCan]
"Division No. 10, Manitoba, Canada",986.6988241081448,440.5287545093436,89.49143298867972,32.94490991149639
"Mékinac CRM, Quebec, Canada",798.4642618978853,325.0454251388264,59.33550562221516,30.96363502106379
"Communauté maritime des Îles-de-la-Madeleine Territory, Quebec, Canada",716.7767804503459,249.46062173345814,110.21708167358805,63.45278906543153
"Division No. 3, Saskatchewan, Canada",497.4161253615159,317.5842787838107,52.14054557024014,13.73327587146173
"Kivalliq Region, Nunavut, Canada",1878.3406151232682,1013.6000064964531,155.30100866661948,39.809220937842355
"La Haute-Gaspésie CRM, Quebec, Canada",902.9531133956838,314.6699326944402,80.34090655835882,39.029664803636955
"Division No. 4, Saskatchewan, Canada",656.5868666850157,397.62842352872656,66.5769925378121,18.064578276485786
"Queens County, New Brunswick, Canada",504.6516498558691,139.6197085578184,29.123501003925842,15.402119122314442
"Queens County, Nova Scotia, Canada",623.6319269323479,248.4849045533939,81.4697170273613,40.48371134508252
"La Haute-Côte-Nord CRM, Quebec, Canada",845.7481907294956,365.19428757878376,76.5089772505452,25.129025529866
"Division No. 16, Manitoba, Canada",537.1183744454651,297.8178350736085,57.55129961352242,16.953142128837563
"Division No. 6, Manitoba, Canada",576.2785519325348,351.371441670867,94.92721550069591,27.21877283871118
"Mount Waddington Regional district, British Columbia, Canada",1442.0310473374338,576.836290565231,145.72193076406103,42.62321393300823
"Division No. 4, Manitoba, Canada",409.75575508561275,201.38776525530648,23.074321523893385,7.021668258702936
"Division No. 20, Manitoba, Canada",646.0518421027532,436.546446937567,143.04019122134991,43.69937088371435
"Minganie--Le Golfe-du-Saint-Laurent CDR, Quebec, Canada",898.3325103173438,484.8203584411955,92.69870393124154,24.700817877103926
"Division No. 4, Alberta, Canada",588.9028418546061,332.3804260116754,62.528844101524506,16.449101389879367
"Les Basques CRM, Quebec, Canada",863.3950284160047,456.0328484976555,108.87556834741271,38.337879634614005
"Richmond County, Nova Scotia, Canada",662.1475492535042,177.7358105017593,19.30182637880824,11.285300748900132
"Victoria County, Nova Scotia, Canada",600.3701753949897,165.77250338662552,23.743624617239885,8.935608407469811
"Guysborough County, Nova Scotia, Canada",444.5748022892167,126.43714425798291,16.421533748871866,9.1764038817844
"L'Île-d'Orléans CRM, Quebec, Canada",1293.2973868139343,327.23871323304996,45.59029729846957,76.34564028560551
"Kitikmeot Region, Nunavut, Canada",2034.080809904542,795.5286635932906,84.15801882727814,21.73619573558019
"Region 5 Region, Northwest Territories, Canada",798.0079034043994,456.1687369891472,95.03974560351206,36.321735821774446
"Region 1 Region, Northwest Territories, Canada",1262.4076721989047,719.8637839304673,137.46748508708504,35.719226597645324
"Division No. 23, Manitoba, Canada",904.5158880913892,448.0277481851268,44.536677255450684,12.694201654505166
"Northern Rockies Regional district, British Columbia, Canada",893.1579217106387,499.5096725946692,143.2057198767223,41.70140287044823
"Central Coast Regional district, British Columbia, Canada",850.5723577530171,348.0941653385781,47.41648746069437,15.360451442326344
"Region 4 Region, Northwest Territories, Canada",523.1773208971108,223.8986419474397,35.14714145597035,10.402918747428652
"Region 3 Region, Northwest Territories, Canada",900.046788092501,412.80059630673264,44.417081635024324,17.109051280057837
"Division No. 11, Newfoundland and Labrador, Canada",789.4479810363694,235.13604732282806,30.158559975096797,9.746518883429307
"Region 2 Region, Northwest Territories, Canada",575.5944549760075,249.83394748108174,24.290574046964846,8.730650832692042
"Stikine Region, British Columbia, Canada",194.31536923135346,65.73308870703742,12.609475634055913,3.5788016257294504
