longname,PW Mean Hilliness (Grade),PW Mean Elevation,geoid
"Harrison County, Texas, USA",0.058437238004790656,111.00904083223335,48203
"Wise County, Texas, USA",0.05188050997563375,256.57458017961426,48497
"Franklin County, North Carolina, USA",0.06339626752584644,106.27067496007894,37069
"Lake County, California, USA",0.07140906730393848,460.36506088575146,06033
"Allegany County, Maryland, USA",0.10697937249233638,336.6101551420133,24001
"Shiawassee County, Michigan, USA",0.047533283507910626,243.1300762505024,26155
"San Patricio County, Texas, USA",0.027598632672616804,19.067059884879228,48409
"Madison County, New York, USA",0.05283441021251834,269.4393210080643,36053
"McCracken County, Kentucky, USA",0.04618471615432149,118.25096166232743,21145
"Catoosa County, Georgia, USA",0.06586285659246063,255.4013267469544,13047
"Otero County, New Mexico, USA",0.040844301236290834,1452.592382179761,35035
"Trujillo Alto Municipio, Puerto Rico, USA",0.09751844882867583,78.99983742882276,72139
"Walker County, Georgia, USA",0.0745201714949805,282.84218396934926,13295
"Oldham County, Kentucky, USA",0.05841349008254517,222.75328871417793,21185
"Carteret County, North Carolina, USA",0.023276944215665563,9.251859543927578,37031
"Laurens County, South Carolina, USA",0.058339409971372956,197.11523823717843,45059
"Butler County, Kansas, USA",0.027572306421692644,404.79861729841406,20015
"Spalding County, Georgia, USA",0.04827668351571358,266.32967428450087,13255
"Jefferson County, Arkansas, USA",0.0524569353443449,71.6901400595647,05069
"Jones County, Mississippi, USA",0.04337523979450967,83.73715236375247,28067
"Williamson County, Illinois, USA",0.0330471745224863,136.62173835421797,17199
"Aroostook County, Maine, USA",0.05721151774030232,180.581856235002,23003
"Rice County, Minnesota, USA",0.0466568713197088,316.55479354639925,27131
"St. Francois County, Missouri, USA",0.04381907881804168,267.5310701434093,29187
"Toa Alta Municipio, Puerto Rico, USA",0.08421949601440931,85.87224464925043,72135
"Ionia County, Michigan, USA",0.04869954582966918,232.7571940496936,26067
"Grant County, Indiana, USA",0.03542529042415702,258.44807479380154,18053
"Montcalm County, Michigan, USA",0.045403086716147116,264.0116111987833,26117
"Wayne County, Indiana, USA",0.04517622133661498,306.61690078504733,18177
"Belmont County, Ohio, USA",0.08910596673907291,307.98704461538694,39013
"Muskogee County, Oklahoma, USA",0.03741350851760236,181.56909750502663,40101
"Chippewa County, Wisconsin, USA",0.04306576618011662,297.9231199602675,55017
"Crow Wing County, Minnesota, USA",0.03917942188927475,379.78065807989606,27035
"Apache County, Arizona, USA",0.045879723122131844,1949.2141364987508,04001
"Marquette County, Michigan, USA",0.056588540449875296,320.94185756535194,26103
"Wilkes County, North Carolina, USA",0.0870026342378248,379.28215885177997,37193
"Harrison County, West Virginia, USA",0.1152434836522221,336.37947763222684,54033
"Starr County, Texas, USA",0.04095850104773337,60.58153099854291,48427
"Tehama County, California, USA",0.03539461050011236,118.55698013099962,06103
"Sauk County, Wisconsin, USA",0.05332767194360862,273.95966372690907,55111
"Adams County, Illinois, USA",0.04312395238124666,194.23344051090388,17001
"Warren County, New York, USA",0.06196012289622105,171.8860311947263,36113
"Mason County, Washington, USA",0.06927883436250902,74.27983537671832,53045
"Armstrong County, Pennsylvania, USA",0.09196480749503545,339.04949978006306,42005
"Kershaw County, South Carolina, USA",0.05741320794661972,88.08075703903489,45055
"Marion County, Ohio, USA",0.0458393730374468,293.4114647448024,39101
"Walker County, Alabama, USA",0.06174686592163872,146.9405031964217,01127
"Clay County, Minnesota, USA",0.05437274126892442,279.4759955689709,27027
"Liberty County, Georgia, USA",0.04893912154212873,25.956388980955136,13179
"Jefferson County, Ohio, USA",0.0878685322240829,304.2412856168143,39081
"Lincoln County, South Dakota, USA",0.03137605221543345,443.4330962147729,46083
"Chaves County, New Mexico, USA",0.02384751837539075,1094.6337334191155,35005
"Pulaski County, Kentucky, USA",0.07406034110288234,300.7454532973247,21199
"Coos County, Oregon, USA",0.07718762239403078,46.77229339973402,41011
"Salem County, New Jersey, USA",0.026968602281608665,18.193776603354966,34033
"Effingham County, Georgia, USA",0.05041883358448072,27.935308176312784,13103
"Carbon County, Pennsylvania, USA",0.08203300275817098,314.55770958422744,42025
"Columbia County, Pennsylvania, USA",0.060194925093543884,213.9975641599627,42037
"Nacogdoches County, Texas, USA",0.054476493888063006,109.84438112243639,48347
"Hamblen County, Tennessee, USA",0.06857168583507355,407.1809705019616,47063
"Rutherford County, North Carolina, USA",0.07510816102011146,296.49723186214635,37161
"Isabella County, Michigan, USA",0.04442596200821584,245.67349563390545,26073
"Lamar County, Mississippi, USA",0.04140303629138069,96.72130339025362,28073
"San Benito County, California, USA",0.052556759820501925,111.16019424847983,06069
"Warrick County, Indiana, USA",0.04848096322079433,131.42247503584022,18173
"Belknap County, New Hampshire, USA",0.06478319885565423,217.05603086742045,33001
"Georgetown County, South Carolina, USA",0.035401742926159885,13.687969931533665,45043
"Pope County, Arkansas, USA",0.05450548493314959,150.43179029849907,05115
"Lee County, North Carolina, USA",0.047028820399910534,117.85258029364743,37105
"Darlington County, South Carolina, USA",0.06001484839771728,58.17064059860716,45031
"Hall County, Nebraska, USA",0.0417485626656284,573.658976200602,31079
"Garfield County, Oklahoma, USA",0.03057585935004074,382.08908174765753,40047
"Union County, Ohio, USA",0.045142377370364965,302.4548219826376,39159
"Knox County, Ohio, USA",0.051076546874784065,334.9527968846012,39083
"Laurel County, Kentucky, USA",0.06745836759463333,366.7994526787432,21125
"Walla Walla County, Washington, USA",0.040291586757019014,277.16264216665763,53071
"Stanly County, North Carolina, USA",0.06981941561056668,171.10043133812184,37167
"Athens County, Ohio, USA",0.08608119430542625,226.73859350158122,39009
"Barry County, Michigan, USA",0.049779743272698296,257.9486887210291,26015
"Eddy County, New Mexico, USA",0.033942129688636025,985.5776890516418,35015
"Haywood County, North Carolina, USA",0.14458262666051186,913.7256883815153,37087
"Reno County, Kansas, USA",0.03896741266619167,471.50037043271936,20155
"Livingston County, New York, USA",0.06694115046011932,268.14767131617526,36051
"Garfield County, Colorado, USA",0.08273703997410055,1792.1952164121526,08045
"Hood County, Texas, USA",0.056924396317143314,232.28961469249558,48221
"Columbia County, New York, USA",0.06608004518426172,129.3595348916868,36021
"Washington County, New York, USA",0.0648476842539479,128.49676578741958,36115
"Cumberland County, Tennessee, USA",0.06709473138220094,558.8259380147841,47035
"Granville County, North Carolina, USA",0.05139899561862389,132.09946699662257,37077
"Tipton County, Tennessee, USA",0.03745473643231213,110.06501604473864,47167
"St. Joseph County, Michigan, USA",0.04579254809413499,260.1090635242322,26149
"Rutland County, Vermont, USA",0.07786882313746589,242.0388665519319,50021
"Pittsylvania County, Virginia, USA",0.06583013916322977,214.16839426301536,51143
"Pender County, North Carolina, USA",0.021657363070355425,11.820340507962376,37141
"Crawford County, Arkansas, USA",0.058894018949984056,186.8994008708185,05033
"Herkimer County, New York, USA",0.06303148703164858,237.86559694184797,36043
"Otter Tail County, Minnesota, USA",0.042664155215943085,407.37962319830314,27111
"Bradford County, Pennsylvania, USA",0.08019208530513151,345.2427365544883,42015
"Washington County, Vermont, USA",0.09387951009300394,306.0072775960515,50023
"Washington County, Ohio, USA",0.08044600102197388,220.06954186126467,39167
"Mercer County, West Virginia, USA",0.11194834147367026,777.8829020778134,54055
"Lincoln County, Missouri, USA",0.04602256159786871,175.26835240936273,29113
"Van Zandt County, Texas, USA",0.03990211024522243,147.68845374897052,48467
"Lyon County, Nevada, USA",0.03411616776638703,1316.3738967209677,32019
"Russell County, Alabama, USA",0.0522826503449206,110.86818871941243,01113
"Blount County, Alabama, USA",0.06957281813602242,237.04873676439797,01009
"Sampson County, North Carolina, USA",0.04493031825845593,44.80409446742954,37163
"Sandusky County, Ohio, USA",0.044573669818224936,202.57819562058498,39143
"Lowndes County, Mississippi, USA",0.05616322303099117,67.32907615100298,28087
"Autauga County, Alabama, USA",0.05975882281311755,109.73016160960198,01001
"Kenai Peninsula Borough, Alaska, USA",0.05790210689126333,71.98698663683855,02122
"Pike County, Kentucky, USA",0.22972383585041037,367.90744664761934,21195
"Newton County, Missouri, USA",0.04587436045670703,333.59837097178456,29145
"Carson City-County, Nevada, USA",0.03823769864049388,1441.5820903363992,32510
"Huron County, Ohio, USA",0.0416435487475541,257.0064252920433,39077
"Pickaway County, Ohio, USA",0.04323089297900279,234.392991113819,39129
"Pike County, Pennsylvania, USA",0.06419527770313463,357.03489909959995,42103
"Otsego County, New York, USA",0.07862481770657778,418.09998135874235,36077
"Columbia County, Wisconsin, USA",0.045841821069425824,265.0693964468108,55021
"Genesee County, New York, USA",0.0600096920739639,261.10785984668456,36037
"Lawrence County, Ohio, USA",0.0791257886309944,197.25562953365616,39087
"Anderson County, Texas, USA",0.04229727876119155,120.18393124952419,48001
"Maverick County, Texas, USA",0.044694885472753965,232.63166737891927,48323
"Coffee County, Tennessee, USA",0.05981033479222486,327.0772727923851,47031
"Oxford County, Maine, USA",0.07833242524069711,193.10880796772176,23017
"Windsor County, Vermont, USA",0.10151714179899,270.66431428763997,50027
"Jefferson County, West Virginia, USA",0.051145351998877195,161.3580689772007,54037
"Box Elder County, Utah, USA",0.05363332695105628,1337.2238895772543,49003
"Acadia Parish, Louisiana, USA",0.027960566171742994,13.446844902093797,22001
"Gordon County, Georgia, USA",0.06657170595600392,221.18962060726216,13129
"Putnam County, West Virginia, USA",0.09895939106586253,224.0838556964261,54079
"Iron County, Utah, USA",0.056864562071979916,1756.8150138030776,49021
"Colbert County, Alabama, USA",0.05228091476647997,165.82949851864933,01033
"Scott County, Kentucky, USA",0.0528607106165598,263.00150103632285,21209
"Vermilion Parish, Louisiana, USA",0.024594702835507867,9.843936868799263,22113
"Waller County, Texas, USA",0.03983987937011846,66.36731990041591,48473
"Hawkins County, Tennessee, USA",0.10248106606745123,407.161811625684,47073
"Chisago County, Minnesota, USA",0.045003226469856564,277.4626157827066,27025
"Carter County, Tennessee, USA",0.12194531118463095,606.3980021154321,47019
"Hardin County, Texas, USA",0.03464432931389146,19.304478119763623,48199
"Cherokee County, South Carolina, USA",0.06645747555778668,228.28272143361178,45021
"Marion County, West Virginia, USA",0.11135276812405737,338.2937549323238,54049
"Pearl River County, Mississippi, USA",0.034266218793929076,42.76122406900526,28109
"Taney County, Missouri, USA",0.07991969760577643,280.85789097715997,29213
"Lafayette County, Mississippi, USA",0.049341203134288567,130.29868169825627,28071
"Eagle County, Colorado, USA",0.10278065435350973,2212.518464933273,08037
"Campbell County, Virginia, USA",0.0654920891935043,246.30485238146107,51031
"Whiteside County, Illinois, USA",0.03496415024300021,195.82730809115654,17195
"La Plata County, Colorado, USA",0.0822283240153922,2125.696534685819,08067
"Tuolumne County, California, USA",0.09918783953977235,760.8702887917307,06109
"Hancock County, Maine, USA",0.05038147803851634,48.68059492456918,23009
"Lenoir County, North Carolina, USA",0.029542315360578816,22.70147410764326,37107
"Seneca County, Ohio, USA",0.04548753420488093,241.07729068371972,39147
"Aguadilla Municipio, Puerto Rico, USA",0.0740610147467752,109.7869054380031,72005
"Loudon County, Tennessee, USA",0.0681323987409289,278.10459866813284,47105
"Grady County, Oklahoma, USA",0.02943714018434626,378.02453472954824,40051
"Camden County, Georgia, USA",0.045905322475724784,16.10972449108387,13039
"Jefferson County, Tennessee, USA",0.06836910310144109,359.6943881576779,47089
"Franklin County, Virginia, USA",0.08779473205309846,346.4250876883382,51067
"Vega Baja Municipio, Puerto Rico, USA",0.06618306811037004,64.30895517353594,72145
"Dickson County, Tennessee, USA",0.06940474373830564,233.9644182139013,47043
"Saline County, Kansas, USA",0.046197774333105124,376.42628825640793,20169
"Watauga County, North Carolina, USA",0.13446344906753457,1016.9118416091671,37189
"Johnson County, Missouri, USA",0.038137978839674805,251.51387181162082,29101
"Pulaski County, Missouri, USA",0.06757182344243744,314.87097081124284,29169
"Washington County, Virginia, USA",0.10357414736644743,635.0700850833985,51191
"Elko County, Nevada, USA",0.04626152320391102,1604.2265825867592,32007
"Coffee County, Alabama, USA",0.05624141174635684,100.38859987775332,01031
"Boone County, Illinois, USA",0.04186989695468161,249.73563424253808,17007
"Roane County, Tennessee, USA",0.08536705273035479,275.0444898517916,47145
"Fulton County, New York, USA",0.058370802552336905,267.0882147870059,36035
"Tuscola County, Michigan, USA",0.042600550981768584,218.61563156532583,26157
"McMinn County, Tennessee, USA",0.07125204077981644,281.88770562809583,47107
"Gila County, Arizona, USA",0.07394537191215447,1282.9656920789078,04007
"Jessamine County, Kentucky, USA",0.05010377771116182,283.77582026661486,21113
"Jackson County, Illinois, USA",0.03905330659734028,135.67130286743878,17077
"Madison County, Idaho, USA",0.03923695193713656,1497.5144730587983,16065
"Navarro County, Texas, USA",0.04147387096537278,134.97106721364918,48349
"Kerr County, Texas, USA",0.052024169685481236,531.9664972468767,48265
"Columbia County, Oregon, USA",0.0669660060321782,78.31870219174426,41009
"Jackson County, Alabama, USA",0.06521163820331598,298.5950156877465,01071
"Culpeper County, Virginia, USA",0.053693222077132,140.21800538480719,51047
"St. Charles Parish, Louisiana, USA",0.023606821058388388,8.910668580351322,22089
"Grundy County, Illinois, USA",0.036322542562756806,169.9351544823152,17063
"Worcester County, Maryland, USA",0.025497662309983897,11.105438705749053,24047
"Washington County, Oklahoma, USA",0.03993924584629482,223.49464378664064,40147
"Ashland County, Ohio, USA",0.048775909896811104,343.0788775070592,39005
"Calumet County, Wisconsin, USA",0.04819839352921029,249.94752324792003,55015
"Warren County, Iowa, USA",0.04680586348643178,279.2456575129682,19181
"Rusk County, Texas, USA",0.05723776162749897,135.36689405815795,48401
"Hoke County, North Carolina, USA",0.041130095276767406,79.05594849005196,37093
"Grant County, Wisconsin, USA",0.056040500340217604,284.22035374837844,55043
"Darke County, Ohio, USA",0.04330030544032821,312.25479214728495,39037
"Harrisonburg city-County, Virginia, USA",0.06476781771080324,426.692179031919,51660
"Waupaca County, Wisconsin, USA",0.045922203152830965,259.8195141772247,55135
"Ogle County, Illinois, USA",0.04328567002677082,240.3546591245808,17141
"Oktibbeha County, Mississippi, USA",0.05349981539884983,99.6246694384018,28105
"St. Martin Parish, Louisiana, USA",0.022970676875325533,9.593838005733327,22099
"Nye County, Nevada, USA",0.024953234441931278,896.6756237143077,32023
"Cass County, Michigan, USA",0.04733085727532316,251.99441692567365,26027
"Franklin County, Kentucky, USA",0.06262309683789678,224.36039492713772,21073
"Wayne County, Pennsylvania, USA",0.07328559172309304,439.05019903768385,42127
"Henry County, Virginia, USA",0.07869366053023667,276.9772823107873,51089
"Humacao Municipio, Puerto Rico, USA",0.07425341399503207,50.362083078676406,72069
"Bristol County, Rhode Island, USA",0.03283180070856616,16.054063474730235,44001
"Medina County, Texas, USA",0.06541554989906871,256.48697393029596,48325
"Dearborn County, Indiana, USA",0.06378388194493113,228.94184605822807,18029
"Columbus County, North Carolina, USA",0.04075765835298107,25.724914121040786,37047
"Somerset County, Maine, USA",0.055814580773283745,108.10552568075737,23025
"Venango County, Pennsylvania, USA",0.08162481910392008,406.54988935015956,42121
"Cherokee County, Texas, USA",0.060950081282229035,151.11412562817793,48073
"Gibson County, Tennessee, USA",0.046046062397407134,118.27230444853329,47053
"Lincoln County, Oregon, USA",0.08595181848083867,54.92146909074463,41041
"Bedford County, Tennessee, USA",0.053430940324335124,244.3204286332751,47003
"Polk County, Texas, USA",0.051830384637634425,65.49313775191483,48373
"Carroll County, New Hampshire, USA",0.06835180809826559,216.3773777742458,33003
"Lamar County, Texas, USA",0.03588116627007666,161.25301786094764,48277
"Buffalo County, Nebraska, USA",0.03697972175363226,656.3199301519638,31019
"Newaygo County, Michigan, USA",0.04384136714551028,254.49363208010868,26123
"Knox County, Illinois, USA",0.03815558830953838,228.7735960054607,17095
"Franklin County, Vermont, USA",0.056617207855040416,147.96872030508405,50011
"Queen Anne's County, Maryland, USA",0.033205914736473094,16.570997118249274,24035
"Wilson County, Texas, USA",0.05783349049086001,154.39307630351635,48493
"Winona County, Minnesota, USA",0.07059543226067604,261.7523417174505,27169
"Laurens County, Georgia, USA",0.06059699640011958,79.580549489868,13175
"Logan County, Oklahoma, USA",0.031232821663509713,329.0199281248538,40083
"Montgomery County, New York, USA",0.06419080852856984,161.1303385324395,36057
"Douglas County, Nevada, USA",0.04755693226921645,1553.2254831077548,32005
"St. Mary Parish, Louisiana, USA",0.019765813044330043,8.61629237792161,22101
"Dale County, Alabama, USA",0.05810139054131085,100.00451565342796,01045
"Henry County, Illinois, USA",0.03817960153692253,218.5485187324863,17073
"Burnet County, Texas, USA",0.05706556670877127,313.6997563439728,48053
"Atascosa County, Texas, USA",0.07116591255360674,152.64598063808572,48013
"Fremont County, Colorado, USA",0.04638800657632957,1707.8100686862317,08043
"Henry County, Indiana, USA",0.03557140436837474,319.0369792207597,18065
"Edgecombe County, North Carolina, USA",0.03171609675236613,23.09895881628727,37065
"Vernon Parish, Louisiana, USA",0.05016845816597504,81.21614661375548,22115
"Duplin County, North Carolina, USA",0.028696711556423567,27.088509792547654,37061
"Halifax County, North Carolina, USA",0.0424810461778694,45.21360030726264,37083
"Tioga County, New York, USA",0.07314983418425026,330.40526794632683,36107
"Curry County, New Mexico, USA",0.030743327230562976,1301.2634044658143,35009
"Lincoln Parish, Louisiana, USA",0.05829580470037984,83.54462132868295,22061
"Boyd County, Kentucky, USA",0.08585686160657109,207.27600650229644,21019
"Shelby County, Ohio, USA",0.039782378259693746,305.02464812806784,39149
"Crittenden County, Arkansas, USA",0.034739286282927634,61.051141868750285,05035
"Le Flore County, Oklahoma, USA",0.04970285212486769,168.36899330571137,40079
"Shelby County, Kentucky, USA",0.051145116124470015,231.5912861030048,21211
"Carter County, Oklahoma, USA",0.052206740393464804,266.9076737565581,40019
"Bingham County, Idaho, USA",0.02872432496155317,1379.937828954647,16011
"Whitman County, Washington, USA",0.07192059724103934,745.0574412245933,53075
"Greene County, New York, USA",0.06715472230272068,198.00461585527793,36039
"Santa Cruz County, Arizona, USA",0.06288584071848229,1146.638688755827,04023
"Val Verde County, Texas, USA",0.03110024534262646,311.8433344393051,48465
"Goodhue County, Minnesota, USA",0.07230882221295604,299.2376560782919,27049
"Bedford County, Pennsylvania, USA",0.10120924508588364,393.94882412722046,42009
"Franklin County, New York, USA",0.06374329234243942,285.6851010596457,36033
"Noble County, Indiana, USA",0.04151388325701433,284.7410769762883,18113
"Jackson County, Florida, USA",0.04387987031890826,42.45075702870762,12063
"Chenango County, New York, USA",0.06446378947099207,383.04327163565586,36017
"Bonner County, Idaho, USA",0.07460943755465828,726.6935484290798,16017
"Cherokee County, Oklahoma, USA",0.053476941050661156,255.2673680601309,40021
"Río Grande Municipio, Puerto Rico, USA",0.07506834848255085,68.38526490076308,72119
"Campbell County, Wyoming, USA",0.05023686365924585,1397.7467188067474,56005
"Cabo Rojo Municipio, Puerto Rico, USA",0.07355413221663941,37.418346709169775,72023
"Coles County, Illinois, USA",0.03180026363866905,213.72842904154203,17029
"Cortland County, New York, USA",0.06868916505266946,382.65051997283945,36023
"Nelson County, Kentucky, USA",0.062045456300649254,202.90398018818976,21179
"Barron County, Wisconsin, USA",0.040553056315626376,354.40854342227294,55005
"Chambers County, Texas, USA",0.0268112808900584,8.687550840923523,48071
"Juana Díaz Municipio, Puerto Rico, USA",0.07467158662608316,76.73077245945628,72075
"Charlottesville city-County, Virginia, USA",0.05686292492944766,142.68574650729175,51540
"Clinton County, Iowa, USA",0.04296423561534824,196.83394110493063,19045
"Allegany County, New York, USA",0.10347891924130671,516.9149409221696,36003
"Stevens County, Washington, USA",0.08535828429985655,640.3661804296694,53065
"Jackson County, Indiana, USA",0.03797649096727435,183.49155630512175,18071
"Auglaize County, Ohio, USA",0.03402609265787633,277.4337595085979,39011
"Monroe County, Wisconsin, USA",0.048498279487706644,297.8673591793325,55081
"Monroe County, Tennessee, USA",0.07528301589478811,318.52912501453784,47123
"Beltrami County, Minnesota, USA",0.04793676936787445,415.3801834248377,27007
"Logan County, Ohio, USA",0.04028317879587911,352.6584278768057,39091
"Mifflin County, Pennsylvania, USA",0.07917883842087063,219.68327059303772,42087
"Marshall County, Indiana, USA",0.04315389703254868,245.66769874596622,18099
"Bryan County, Oklahoma, USA",0.03609310572896139,205.59009764584061,40013
"Hancock County, Mississippi, USA",0.04275555300625895,19.824111122047288,28045
"Habersham County, Georgia, USA",0.08615220746174806,439.4418540483419,13137
"Colquitt County, Georgia, USA",0.054628057199866235,87.68852531980231,13071
"Windham County, Vermont, USA",0.09194471980548785,280.30032088051803,50025
"Caldwell County, Texas, USA",0.03867622320166116,157.77148009313908,48055
"Perry County, Pennsylvania, USA",0.0861962431548581,201.91039134953235,42099
"Osage County, Oklahoma, USA",0.05092206426783547,247.70057149635946,40113
"Thomas County, Georgia, USA",0.057470972641268124,75.95434665772511,13275
"Hillsdale County, Michigan, USA",0.04431409335783912,332.0530652036687,26059
"Greene County, Arkansas, USA",0.04882194242101575,91.44876182388408,05055
"Washington Parish, Louisiana, USA",0.04957904516373745,52.20205924268725,22117
"Dunn County, Wisconsin, USA",0.05125273146338298,285.47816779701105,55033
"Hopkins County, Kentucky, USA",0.04870904326383949,141.99095022148256,21107
"Calaveras County, California, USA",0.08885387204120593,475.91697110079014,06009
"Shelby County, Indiana, USA",0.03412158026040759,237.18422965915084,18145
"Chilton County, Alabama, USA",0.05416321298599281,181.0446006838217,01021
"Itasca County, Minnesota, USA",0.05183303639094367,410.3316829415227,27061
"Lawrence County, Indiana, USA",0.06309141156083364,197.66508323158058,18093
"Polk County, Wisconsin, USA",0.04850020011509096,338.7534950644518,55095
"Macoupin County, Illinois, USA",0.037722925120584526,191.4595968340739,17117
"Washington County, Mississippi, USA",0.033160396586491156,31.993411677139147,28151
"Branch County, Michigan, USA",0.03624295684665212,294.50823473682294,26023
"Wood County, Texas, USA",0.04252601478252259,133.4064540172744,48499
"Henderson County, Kentucky, USA",0.043100408080691974,124.53505570678412,21101
"Bryan County, Georgia, USA",0.04502686761813795,18.414428171797542,13029
"Warren County, Mississippi, USA",0.06374659438573557,71.7928914530722,28149
"Beaufort County, North Carolina, USA",0.032757679982784955,14.832630224935713,37013
"Phelps County, Missouri, USA",0.06111269877315184,322.3401368118568,29161
"Stephenson County, Illinois, USA",0.03962672768267897,255.444376772634,17177
"McDowell County, North Carolina, USA",0.10987266726424229,452.25957009919955,37111
"Stokes County, North Carolina, USA",0.06571087156868125,294.01578095639695,37169
"Jefferson County, Pennsylvania, USA",0.08994958898213094,447.8092344661393,42065
"Barren County, Kentucky, USA",0.066349783507057,220.80528677442598,21009
"Kittitas County, Washington, USA",0.04780707063961535,549.268843305257,53037
"Delaware County, New York, USA",0.1044908465084193,495.9927450041775,36025
"Douglas County, Wisconsin, USA",0.04966161435301422,244.46026351974092,55031
"Callaway County, Missouri, USA",0.05262701449017467,244.60919309370166,29027
"Kendall County, Texas, USA",0.07875775244458168,434.07407362708676,48259
"Holmes County, Ohio, USA",0.07368455869496252,332.006411327111,39075
"Shenandoah County, Virginia, USA",0.06870694302225072,282.46702478637286,51171
"Ravalli County, Montana, USA",0.048857346488293825,1110.6841760309649,30081
"Lawrence County, Tennessee, USA",0.05450588109745266,274.18338330249844,47099
"Huntingdon County, Pennsylvania, USA",0.08794006151749788,279.0711011107375,42061
"Siskiyou County, California, USA",0.08545246790085723,953.0458161450123,06093
"Madison County, Ohio, USA",0.04334951470710988,302.50039127089804,39097
"Gadsden County, Florida, USA",0.056752630673526074,63.38447884398809,12039
"Baldwin County, Georgia, USA",0.05115746911732917,116.03897318072237,13009
"Pittsburg County, Oklahoma, USA",0.04352749269469019,222.80288693180347,40121
"St. Bernard Parish, Louisiana, USA",0.019594843255182348,9.237715460287255,22087
"Kandiyohi County, Minnesota, USA",0.03468803858691325,355.4168888151297,27067
"Kay County, Oklahoma, USA",0.02743726382452332,314.03996173149983,40071
"Brown County, Ohio, USA",0.05324705775108224,273.19115270986174,39015
"Dubois County, Indiana, USA",0.055719833828900445,159.08683960655367,18037
"Suwannee County, Florida, USA",0.05814974828793445,28.078900386984913,12121
"Highland County, Ohio, USA",0.04980401748175231,305.47985770462606,39071
"Chesterfield County, South Carolina, USA",0.06444546387777148,103.98776184211252,45025
"DeKalb County, Indiana, USA",0.03876659143370365,270.0691525456982,18033
"Muscatine County, Iowa, USA",0.040722735566891315,196.80523609123057,19139
"Cerro Gordo County, Iowa, USA",0.03757929248897356,356.628160362864,19033
"Jackson County, North Carolina, USA",0.17711268175298858,822.2883254089128,37099
"Coffee County, Georgia, USA",0.055182758265301585,69.64480273891729,13069
"Sullivan County, New Hampshire, USA",0.07477787588181482,288.0732442684966,33019
"Prince George County, Virginia, USA",0.03992641456902504,34.96660274699817,51149
"Pettis County, Missouri, USA",0.05085157006848699,268.6009040847449,29159
"Richmond County, North Carolina, USA",0.06565853831220175,100.44555328436392,37153
"Isabela Municipio, Puerto Rico, USA",0.07877665573508141,123.8137611943749,72071
"Douglas County, Washington, USA",0.05870276354203099,327.02300958218444,53017
"Levy County, Florida, USA",0.05139799556433734,16.962469155381374,12075
"Polk County, Georgia, USA",0.06211884639572301,261.62517599860104,13233
"Stephens County, Oklahoma, USA",0.026339134950504405,352.39609962824784,40137
"Franklin County, Tennessee, USA",0.05720406524240229,327.1312072612795,47051
"Manassas city-County, Virginia, USA",0.049107137006423586,88.23671777373548,51683
"Camden County, Missouri, USA",0.07747660686705704,255.8868816652976,29029
"Fulton County, Ohio, USA",0.041475400466071954,220.73188165120226,39051
"Davie County, North Carolina, USA",0.06091192778494054,233.37719955787674,37059
"Union County, Pennsylvania, USA",0.06239838981002884,185.14532398540803,42119
"Montrose County, Colorado, USA",0.0369978384581969,1787.2215833082998,08085
"Miller County, Arkansas, USA",0.04336303822030538,94.97101680760379,05091
"Danville city-County, Virginia, USA",0.05995358631759338,166.04852558369888,51590
"Vance County, North Carolina, USA",0.05288585506675176,137.3763701196167,37181
"Erath County, Texas, USA",0.0386520996761792,404.111124690503,48143
"Mercer County, Ohio, USA",0.039229084670121483,269.4034422524345,39107
"St. John the Baptist Parish, Louisiana, USA",0.023164946161732147,9.75395224759282,22095
"Ohio County, West Virginia, USA",0.11575070407059798,280.5107889075188,54069
"Summit County, Utah, USA",0.08962010844173034,2023.1617700888683,49043
"Canóvanas Municipio, Puerto Rico, USA",0.0876126966808517,95.59088912475006,72029
"Sweetwater County, Wyoming, USA",0.05254103632873454,1927.871173084331,56037
"Pierce County, Wisconsin, USA",0.06133445769312636,297.5253675044614,55093
"Butler County, Missouri, USA",0.048743343400717724,118.72660825109422,29023
"Okanogan County, Washington, USA",0.0848386155381809,465.0516271463579,53047
"Nez Perce County, Idaho, USA",0.06353819653286653,398.1804349732805,16069
"Crawford County, Ohio, USA",0.03821005578503129,325.783861551916,39033
"Clinton County, Ohio, USA",0.041022883296511596,308.9034174308463,39027
"Fayette County, Tennessee, USA",0.040755496053318345,118.09994213032357,47047
"Marinette County, Wisconsin, USA",0.048932144907910154,219.14423970206232,55075
"Oconee County, Georgia, USA",0.06292410718141273,225.3471486922264,13219
"Gratiot County, Michigan, USA",0.03633142839798233,224.6926564144649,26057
"Cooke County, Texas, USA",0.05711923470469794,232.27080957810261,48097
"McClain County, Oklahoma, USA",0.0362023116880093,361.23159065263764,40087
"Cayey Municipio, Puerto Rico, USA",0.12156283837095257,449.9922979253509,72035
"Baxter County, Arkansas, USA",0.0662104811178162,237.56400318811095,05005
"Wharton County, Texas, USA",0.03400118696371718,30.98261604940929,48481
"Benton County, Minnesota, USA",0.044108256802211296,331.8097646477184,27009
"Tift County, Georgia, USA",0.04869168702624068,101.46712631212402,13277
"Tallapoosa County, Alabama, USA",0.06279397592177549,192.3804947797196,01123
"Isanti County, Minnesota, USA",0.06448126232492912,284.7362995301979,27059
"Cheatham County, Tennessee, USA",0.07803062016959013,191.7606782825211,47021
"Clatsop County, Oregon, USA",0.05811392279421869,40.09661491275887,41007
