longname,PW Mean Hilliness (Grade),PW Mean Elevation,geoid
"Hennepin County, Minnesota, USA",0.056061693781681465,269.6213351226333,27053
"Oakland County, Michigan, USA",0.036533259890147836,261.7813815923644,26125
"Cuyahoga County, Ohio, USA",0.047253999905499895,259.19812856297375,39035
"Allegheny County, Pennsylvania, USA",0.08666164782787586,318.23656768326765,42003
"Salt Lake County, Utah, USA",0.04352802196713327,1382.1104657947224,49035
"Contra Costa County, California, USA",0.04959916558596997,74.82463860069741,06013
"Fairfax County, Virginia, USA",0.05053129792492545,93.06659074760204,51059
"Wake County, North Carolina, USA",0.053999833470114104,112.52354525608425,37183
"Mecklenburg County, North Carolina, USA",0.054924212773905454,214.35474422934342,37119
"Fulton County, Georgia, USA",0.05610551996269196,301.34236815289745,13121
"Collin County, Texas, USA",0.03741415663631825,201.96998199305497,48085
"Montgomery County, Maryland, USA",0.05398349030882,119.56652456602501,24031
"Pima County, Arizona, USA",0.03378754882426212,784.5915579483917,04019
"Honolulu County, Hawaii, USA",0.08164544920951712,72.1999501469036,15003
"Fresno County, California, USA",0.038213267845210896,102.91247646793094,06019
"Westchester County, New York, USA",0.06458461535976052,72.00516040240257,36119
"St. Louis County, Missouri, USA",0.04429348890444527,170.35927439789512,29189
"Duval County, Florida, USA",0.04118134504780985,15.896677493482056,12031
"Marion County, Indiana, USA",0.04606083737245089,236.4908378121618,18097
"Capitol Planning Region, Connecticut, USA",0.044257792983045975,73.90202451099866,09110
"Prince George's County, Maryland, USA",0.04762252422694284,48.03085698379302,24033
"Pinellas County, Florida, USA",0.04259147725437248,13.830047418148682,12103
"Gwinnett County, Georgia, USA",0.05211213207362596,304.795245824024,13135
"Bergen County, New Jersey, USA",0.04854507322179018,45.569004392815856,34003
"Erie County, New York, USA",0.046036318861645026,208.97232211499784,36029
"Milwaukee County, Wisconsin, USA",0.040336611707494835,212.05409339842802,55079
"DuPage County, Illinois, USA",0.03410235737235452,221.1044773863338,17043
"Shelby County, Tennessee, USA",0.03935244054305799,93.47152965666815,47157
"Pierce County, Washington, USA",0.06976575673058656,107.09895118817549,53053
"Kern County, California, USA",0.0312279854420939,250.67182761839229,06029
"Denton County, Texas, USA",0.04345896569511437,179.1067291032035,48121
"Macomb County, Michigan, USA",0.03475172063535388,193.80701450186555,26099
"San Francisco County, California, USA",0.06737669809065451,62.48361086847991,06075
"Hidalgo County, Texas, USA",0.03149427979332024,32.61509041911582,48215
"El Paso County, Texas, USA",0.033581425222675605,1193.9088303794656,48141
"Essex County, New Jersey, USA",0.04513299570743631,59.27833652997583,34013
"Middlesex County, New Jersey, USA",0.036703625782390094,28.448892873671987,34023
"Worcester County, Massachusetts, USA",0.05804370396450474,178.70801150565399,25027
"Montgomery County, Pennsylvania, USA",0.047415617121720585,85.60070350494398,42091
"Baltimore County, Maryland, USA",0.046425818194628786,97.42807003382052,24005
"Ventura County, California, USA",0.05117479390414812,134.48668007310806,06111
"Hamilton County, Ohio, USA",0.05446637558508033,225.88427176645143,39061
"Snohomish County, Washington, USA",0.07497232162811507,102.31997639036935,53061
"Fort Bend County, Texas, USA",0.047111193755995234,34.06628794509237,48157
"Multnomah County, Oregon, USA",0.05143210758161068,75.31136915837409,41051
"Essex County, Massachusetts, USA",0.04590617712207886,28.349848631922328,25009
"Suffolk County, Massachusetts, USA",0.041538486379945366,21.25204895791067,25025
"Oklahoma County, Oklahoma, USA",0.028712916442088517,368.48657793916993,40109
"Jefferson County, Kentucky, USA",0.05431978935549446,166.66966128578693,21111
"San Joaquin County, California, USA",0.03403137428912061,9.755301439115037,06077
"Cobb County, Georgia, USA",0.060063430767603544,311.40855102859047,13067
"DeKalb County, Georgia, USA",0.05332408852041407,291.4411396332206,13089
"San Mateo County, California, USA",0.055935377650773936,60.990096361461674,06081
"Lee County, Florida, USA",0.02404678639713078,10.392027550835062,12071
"Monroe County, New York, USA",0.05750349221211535,140.04644180103054,36055
"El Paso County, Colorado, USA",0.045191337629895786,1955.3652084631437,08041
"Norfolk County, Massachusetts, USA",0.04986788637603841,47.64466361030165,25021
"Polk County, Florida, USA",0.058145821152942104,35.24641335811333,12105
"Hudson County, New Jersey, USA",0.04285182470585606,28.199511743570532,34017
"Jackson County, Missouri, USA",0.047454567372234115,286.6635997394087,29095
"Davidson County, Tennessee, USA",0.06013411572140723,175.94731813520656,47037
"Denver County, Colorado, USA",0.033771509674737556,1633.0671702086072,08031
"Lake County, Illinois, USA",0.036677869769625226,219.60565108430717,17097
"Will County, Illinois, USA",0.03388318301208903,200.31603307777155,17197
"District of Columbia, District of Columbia, USA",0.046328125639612944,44.84542195646132,11001
"Bernalillo County, New Mexico, USA",0.03212902368471587,1626.2639710007672,35001
"Jefferson County, Alabama, USA",0.07472746752512643,206.73491414070878,01073
"Tulsa County, Oklahoma, USA",0.037281497575227945,215.4382764435186,40143
"Providence County, Rhode Island, USA",0.04831352173580923,48.05816105602258,44007
"Utah County, Utah, USA",0.04119785982074417,1439.7624015560293,49049
"Kent County, Michigan, USA",0.041807352403707004,224.3199734751496,26081
"Arapahoe County, Colorado, USA",0.03619841146771956,1712.5374257026326,08005
"Bucks County, Pennsylvania, USA",0.04128493309650486,73.09522623149073,42017
"Monmouth County, New Jersey, USA",0.03826114849912644,26.29590097059241,34025
"Ocean County, New Jersey, USA",0.03226672037778662,20.22512277635678,34029
"Western Connecticut Planning Region, Connecticut, USA",0.054559317663472384,89.30061141153197,09190
"Montgomery County, Texas, USA",0.05146974925949098,59.09711060860816,48339
"Johnson County, Kansas, USA",0.04378670534578356,309.7621087922151,20091
"Williamson County, Texas, USA",0.055143709591672745,253.78852191476,48491
"Brevard County, Florida, USA",0.036121486802746704,16.070849995520994,12009
"Washington County, Oregon, USA",0.05942135638673797,73.19541152698947,41067
"Anne Arundel County, Maryland, USA",0.03859861990351059,28.982175538616378,24003
"Baltimore city-County, Maryland, USA",0.042373141930864854,57.4540148738681,24510
"Douglas County, Nebraska, USA",0.044920832966024844,356.2956732874844,31055
"Jefferson County, Colorado, USA",0.04715031464566575,1758.5877605173878,08059
"Bristol County, Massachusetts, USA",0.041314490924083874,33.792853441558734,25005
"Delaware County, Pennsylvania, USA",0.043485586431666695,60.33975586962958,42045
"Union County, New Jersey, USA",0.03783645103635113,33.38897881460379,34039
"New Castle County, Delaware, USA",0.037676584185628456,36.58479719666216,10003
"South Central Connecticut Planning Region, Connecticut, USA",0.04057470567303856,39.25316837006117,09170
"Pasco County, Florida, USA",0.04416392891309177,16.476875439396082,12101
"Dane County, Wisconsin, USA",0.04343045545032594,288.1037817640817,55025
"Volusia County, Florida, USA",0.042837920815359455,14.47999007069737,12127
"Lancaster County, Pennsylvania, USA",0.04550362471125253,126.3789804393619,42071
"Stanislaus County, California, USA",0.032106243725717444,26.68365404698757,06099
"Ramsey County, Minnesota, USA",0.0429039042363754,279.3495733362044,27123
"Guilford County, North Carolina, USA",0.06461236606609581,252.51200464869547,37081
"Summit County, Ohio, USA",0.05462835561897033,320.3859431081832,39153
"Spokane County, Washington, USA",0.04998987026605552,639.8064825346372,53063
"Montgomery County, Ohio, USA",0.035814528945208826,271.57886825369945,39113
"Chester County, Pennsylvania, USA",0.05786346291054275,132.29467820584483,42029
"Plymouth County, Massachusetts, USA",0.041918451966294464,28.84946226976581,25023
"Greenville County, South Carolina, USA",0.06518851158923766,280.4886701596925,45045
"Passaic County, New Jersey, USA",0.050495354354408405,66.74021187863396,34031
"Sedgwick County, Kansas, USA",0.02618785897011287,411.1623415833684,20173
"Camden County, New Jersey, USA",0.030120601975703317,28.186129747553792,34007
"Adams County, Colorado, USA",0.032032716138054515,1601.0457787543185,08001
"Kane County, Illinois, USA",0.04124130003860014,232.37630002891032,17089
"Morris County, New Jersey, USA",0.0549855451981836,167.5827862758202,34027
"Clark County, Washington, USA",0.05141222243010554,80.87091297067319,53011
"Lake County, Indiana, USA",0.04725138483410675,192.94584647369769,18089
"Richmond County, New York, USA",0.04361165092605659,28.22139780529242,36085
"Ada County, Idaho, USA",0.03450331287102983,816.5405045126251,16001
"Polk County, Iowa, USA",0.04223578806289797,283.34545606639693,19153
"Sonoma County, California, USA",0.04640806478450052,56.156948390825704,06097
"Washoe County, Nevada, USA",0.043886901699274936,1440.65475290629,32031
"Prince William County, Virginia, USA",0.05409155168744074,73.46210417162281,51153
"Knox County, Tennessee, USA",0.06567871181251163,312.00093501784545,47093
"Onondaga County, New York, USA",0.05457256327314103,161.9961011530858,36067
"Tulare County, California, USA",0.029723157303991846,113.28863750102242,06107
"Seminole County, Florida, USA",0.04098845261047251,17.193531812105768,12117
"Hampden County, Massachusetts, USA",0.042772183285741255,76.87166487662942,25013
"Burlington County, New Jersey, USA",0.028386885933336808,22.070768000470917,34005
"Virginia Beach city-County, Virginia, USA",0.026317153334433453,10.764504840531153,51810
"East Baton Rouge Parish, Louisiana, USA",0.03151453870508338,18.891287203373327,22033
"York County, Pennsylvania, USA",0.05639379449554278,173.6830635717282,42133
"Solano County, California, USA",0.036071871792908904,36.66190431030251,06095
"Naugatuck Valley Planning Region, Connecticut, USA",0.06134165857033927,140.79923348748756,09140
"Santa Barbara County, California, USA",0.04344504488309354,59.461516544768905,06083
"Jefferson Parish, Louisiana, USA",0.017797279087929378,9.771340198181528,22051
"Dakota County, Minnesota, USA",0.046011209887502125,287.33270564396264,27037
"Monterey County, California, USA",0.0530947252311797,61.20483423489508,06053
"Sarasota County, Florida, USA",0.044306470511662,13.00192314716013,12115
"Lucas County, Ohio, USA",0.03742887865658256,192.30607209880642,39095
"Berks County, Pennsylvania, USA",0.06342285728320876,130.71902199741754,42011
"Pinal County, Arizona, USA",0.03915401385037571,479.08346220690925,04021
"Hillsborough County, New Hampshire, USA",0.06060987701996935,106.67180013909112,33011
"Clackamas County, Oregon, USA",0.06377741966882633,114.52319689485304,41005
"Loudoun County, Virginia, USA",0.05040811771513659,108.64102700769384,51107
"Cameron County, Texas, USA",0.024248204963456473,13.897452061662197,48061
"Richland County, South Carolina, USA",0.055577208272059545,90.29555494820599,45079
"Mobile County, Alabama, USA",0.04672837165947866,38.7830155393261,01097
"Charleston County, South Carolina, USA",0.030521770708296585,12.32190795204715,45019
"Waukesha County, Wisconsin, USA",0.05092311567994079,263.55034008026763,55133
"Genesee County, Michigan, USA",0.04085342563511825,241.52639575621313,26049
"St. Charles County, Missouri, USA",0.04080126890735686,166.56631990880902,29183
"Placer County, California, USA",0.04800526886101447,206.5061853046462,06061
"Orange County, New York, USA",0.06119884010528416,156.8922997228432,36071
"Manatee County, Florida, USA",0.04044074378356783,11.389742370826493,12081
"Pulaski County, Arkansas, USA",0.062113767162847965,106.49860798291118,05119
"Butler County, Ohio, USA",0.04274068392778,220.14939998584703,39017
"Osceola County, Florida, USA",0.053730351487608755,23.611356695774614,12097
"Madison County, Alabama, USA",0.051917896199041844,220.32419832657618,01089
"Mercer County, New Jersey, USA",0.033226285823144824,33.19868818916842,34021
"Allen County, Indiana, USA",0.03729855766053111,246.71936833599864,18003
"Orleans Parish, Louisiana, USA",0.019986019522123033,9.480896421034661,22071
"Lake County, Florida, USA",0.054695896224083454,26.5958677627079,12069
"Lane County, Oregon, USA",0.061433219568280406,152.67321425756037,41039
"Forsyth County, North Carolina, USA",0.061734633360511534,265.5800127525146,37067
"Marion County, Florida, USA",0.05175706438309771,25.31567050489853,12083
"Collier County, Florida, USA",0.0348353200939668,12.294214428150614,12021
"Stark County, Ohio, USA",0.053683697366276574,330.8844091404623,39151
"Lehigh County, Pennsylvania, USA",0.0555058087834231,135.43427390835834,42077
"Washtenaw County, Michigan, USA",0.04280376972973599,258.124728067483,26161
"Brazoria County, Texas, USA",0.038186357679620635,16.418905156034928,48039
"Bell County, Texas, USA",0.05002182651028734,231.50645960779866,48027
"Hamilton County, Tennessee, USA",0.07448803408753522,259.86398172903336,47065
"Chesterfield County, Virginia, USA",0.04796431861442917,68.400954642162,51041
"Anoka County, Minnesota, USA",0.054026486606586856,271.6327670241392,27003
"Davis County, Utah, USA",0.05321454664574094,1354.096384870454,49011
"Larimer County, Colorado, USA",0.034760267272541445,1571.7057593837699,08069
"Douglas County, Colorado, USA",0.046826587385491454,1847.3268553299524,08035
"Westmoreland County, Pennsylvania, USA",0.08336719820948313,342.8231676404448,42129
"Nueces County, Texas, USA",0.029960159258606844,16.351555219738106,48355
"Horry County, South Carolina, USA",0.03929402239558047,16.87606710581585,45051
"Galveston County, Texas, USA",0.02936676922207872,10.331998410698716,48167
"Hamilton County, Indiana, USA",0.044394172016592265,250.7464169542515,18057
"Marion County, Oregon, USA",0.05257787064126177,81.93198050629269,41047
"Somerset County, New Jersey, USA",0.03771388659709236,51.74526282525263,34035
"San Juan Municipio, Puerto Rico, USA",0.05985199421150161,43.78071290939001,72127
"Rutherford County, Tennessee, USA",0.05013742271492099,187.70139764682895,47149
"Rockland County, New York, USA",0.05974112279864401,111.92366784600607,36087
"Cumberland County, North Carolina, USA",0.04272722900755177,62.219254010978844,37051
"Henrico County, Virginia, USA",0.045861822902576635,64.69164840774702,51087
"Howard County, Maryland, USA",0.052595821140170536,110.09115249101943,24027
"Boulder County, Colorado, USA",0.03815745753625337,1625.3063651154753,08013
"St. Lucie County, Florida, USA",0.03499740483207381,12.267700768114242,12111
"Weld County, Colorado, USA",0.029672097509775907,1477.7453529238624,08123
"Spartanburg County, South Carolina, USA",0.06408112691107605,245.40630557350235,45083
"Greater Bridgeport Planning Region, Connecticut, USA",0.036182455022369185,46.41738900421853,09120
"Luzerne County, Pennsylvania, USA",0.05624489685134318,298.7920004292579,42079
"Durham County, North Carolina, USA",0.049921362102556294,117.06273398846085,37063
"Lancaster County, Nebraska, USA",0.040825023135939865,380.85186452412455,31109
"Fayette County, Kentucky, USA",0.050324064702060675,302.417605156788,21067
"Escambia County, Florida, USA",0.03965180578150474,26.805146262706835,12033
"Albany County, New York, USA",0.04272249988097271,78.41993614835259,36001
"Rockingham County, New Hampshire, USA",0.0523870864591947,68.19736078300016,33015
"Lorain County, Ohio, USA",0.04137650558362234,211.6236209781011,39093
"Northampton County, Pennsylvania, USA",0.06253256953638515,131.76225495744592,42095
"Lubbock County, Texas, USA",0.04244705355044545,985.6282609943371,48303
"McHenry County, Illinois, USA",0.04773696689360785,256.7734218253765,17111
"Cumberland County, Maine, USA",0.04576994782688483,48.24926386401274,23005
"Gloucester County, New Jersey, USA",0.033291014215391525,32.15788060528446,34015
"St. Louis city-County, Missouri, USA",0.0386228301004823,152.47879849477985,29510
"Greene County, Missouri, USA",0.047293968168286835,391.95049222197724,29077
"Clayton County, Georgia, USA",0.04805486753940589,275.2028453182653,13063
"Ottawa County, Michigan, USA",0.040641950765472085,194.83045313038522,26139
"Dutchess County, New York, USA",0.061691189948763034,101.06528134265868,36027
"Cleveland County, Oklahoma, USA",0.03198668624394563,364.20347332419357,40027
"Chatham County, Georgia, USA",0.04296562185391976,16.284116121065896,13051
"Thurston County, Washington, USA",0.07956950767438949,69.43912166303053,53067
"Lexington County, South Carolina, USA",0.05141631733441173,107.87469797578471,45063
"Leon County, Florida, USA",0.06105562968962615,43.7904982728179,12073
"Anchorage Municipality, Alaska, USA",0.05452172071038862,77.67053358779513,02020
"Dauphin County, Pennsylvania, USA",0.0479542866147161,139.52170504787333,42043
"Winnebago County, Illinois, USA",0.04352136922157095,238.50903869788252,17201
"Ingham County, Michigan, USA",0.04247870928715396,271.30236826838166,26065
"Benton County, Arkansas, USA",0.048072508003458046,387.00370875418764,05007
"San Luis Obispo County, California, USA",0.05715226571636772,142.60953652194814,06079
"York County, South Carolina, USA",0.0633196441563485,195.0134241679022,45091
"Merced County, California, USA",0.027241312436978728,43.170014363723645,06047
"Southeastern Connecticut Planning Region, Connecticut, USA",0.05208834379585264,58.64255541833588,09180
"Alachua County, Florida, USA",0.06503669918388491,36.00617458067525,12001
"Kitsap County, Washington, USA",0.07306936025769407,70.34620972905715,53035
"Atlantic County, New Jersey, USA",0.026590902860419388,16.434625836889996,34001
"St. Johns County, Florida, USA",0.033955788300865104,13.839303071977419,12109
"St. Joseph County, Indiana, USA",0.04095111843155479,232.50595681436462,18141
"Frederick County, Maryland, USA",0.05791847125880421,143.21652184542245,24021
"Erie County, Pennsylvania, USA",0.0665258259202857,279.68714598618976,42049
"Santa Cruz County, California, USA",0.06336783672341657,90.74521711431102,06087
"Buncombe County, North Carolina, USA",0.10486169765475929,701.5245665693385,37021
"Brown County, Wisconsin, USA",0.04440128093854586,197.8514791382421,55009
"Washington County, Minnesota, USA",0.04291393635226292,288.33041425379247,27163
"Webb County, Texas, USA",0.04150178824585549,140.9076335095607,48479
"Cherokee County, Georgia, USA",0.0644180597873353,317.88285540214594,13057
"Madison County, Illinois, USA",0.04070430336722151,152.8911329218457,17119
"St. Tammany Parish, Louisiana, USA",0.03305986736751552,14.024510245497428,22103
"Marin County, California, USA",0.08961081927172582,48.478067351440906,06041
"Weber County, Utah, USA",0.05161875230985151,1357.1250960193258,49057
"Kalamazoo County, Michigan, USA",0.04720713738203942,266.73359549513583,26077
"Harford County, Maryland, USA",0.047937551684880744,78.85947646603209,24025
"McLennan County, Texas, USA",0.03704169110576961,162.60297518786575,48309
"Cumberland County, Pennsylvania, USA",0.05381483632796825,154.8084548206227,42041
"St. Clair County, Illinois, USA",0.03757003270196152,152.96437540864304,17163
"Yakima County, Washington, USA",0.04030168393145513,328.29312118386065,53077
"Jefferson County, Texas, USA",0.0265570824932173,9.726890843170736,48245
"Clay County, Missouri, USA",0.04812684993588576,280.4844214300483,29047
"Forsyth County, Georgia, USA",0.056148630463017685,350.58136108540964,13117
"Chesapeake city-County, Virginia, USA",0.028465680861230778,11.081622451586597,51550
"Williamson County, Tennessee, USA",0.06059829916134178,228.87954492787577,47187
"Washington County, Arkansas, USA",0.05126502815661207,405.3589963006451,05143
"Warren County, Ohio, USA",0.041504389919477504,246.83445381065377,39165
"Lafayette Parish, Louisiana, USA",0.032412618102620486,12.328475402984186,22055
"Hays County, Texas, USA",0.06464669894685698,237.12714440954184,48209
"Henry County, Georgia, USA",0.04743998183285319,244.43920802083727,13151
"Arlington County, Virginia, USA",0.05459189694597314,62.28813449432827,51013
"Union County, North Carolina, USA",0.054065197276251656,186.76884296722145,37179
"Norfolk city-County, Virginia, USA",0.023817505788686803,8.978397907303725,51710
"Caddo Parish, Louisiana, USA",0.0565952249287259,67.84139434584142,22017
"Sussex County, Delaware, USA",0.0257650246895721,13.381095200893363,10005
"Yavapai County, Arizona, USA",0.05277706460820294,1396.39444497565,04025
"Saratoga County, New York, USA",0.046101272941874,109.02392771217808,36091
"Brazos County, Texas, USA",0.0435775364981103,92.9713589646127,48041
"Smith County, Texas, USA",0.05186430119444666,158.75146985061792,48423
"Lake County, Ohio, USA",0.06249221068788604,213.58901333532876,39085
"Oneida County, New York, USA",0.043695239082916684,191.27546672952482,36065
"Baldwin County, Alabama, USA",0.03949730970112025,34.43295690247304,01003
"Canyon County, Idaho, USA",0.03226523848435372,752.7912615202173,16027
"Linn County, Iowa, USA",0.03942127024387282,248.11367144780274,19113
"Berkeley County, South Carolina, USA",0.03335651420436123,18.519319852837455,45015
"Montgomery County, Alabama, USA",0.05748753288071319,68.59356747660453,01101
"Barnstable County, Massachusetts, USA",0.03289286971135543,17.313892342464445,25001
"Mahoning County, Ohio, USA",0.0459538134613035,324.8539978510067,39099
"Gaston County, North Carolina, USA",0.06363109808121202,229.8751116034134,37071
"Hinds County, Mississippi, USA",0.05208482272772553,97.06024016170893,28049
"Tuscaloosa County, Alabama, USA",0.056114888747744854,94.24919821213162,01125
"Whatcom County, Washington, USA",0.05765975485558879,67.21992230432689,53073
"Richmond city-County, Virginia, USA",0.04312418531945407,54.3534525551175,51760
"Jefferson County, Missouri, USA",0.06843329799927753,180.2967929308044,29099
"Cabarrus County, North Carolina, USA",0.05776420604732006,201.28802253856816,37025
"New Hanover County, North Carolina, USA",0.02345197451224057,11.494102069016519,37129
"Jackson County, Oregon, USA",0.0565445132515963,478.32546904362323,41029
"Shelby County, Alabama, USA",0.07633773806003125,176.81261874538188,01117
"Montgomery County, Tennessee, USA",0.06315299671028221,157.42047183802939,47125
"Doña Ana County, New Mexico, USA",0.03857610085851882,1227.12508203019,35013
"Clay County, Florida, USA",0.04664538474881785,20.60165929260007,12019
"Calcasieu Parish, Louisiana, USA",0.019106773289045184,8.864700691473745,22019
"Yolo County, California, USA",0.022810393720554784,20.648513303374465,06113
"Johnston County, North Carolina, USA",0.05693952716945145,71.81357224593273,37101
"Lackawanna County, Pennsylvania, USA",0.06396742184965108,326.32610629659007,42069
"Delaware County, Ohio, USA",0.04483323179032706,286.464257446624,39041
"Mohave County, Arizona, USA",0.03657913103643911,558.3383960514353,04015
"Niagara County, New York, USA",0.046553610273240426,165.57898924387894,36063
"York County, Maine, USA",0.04972778968193414,63.1122241440343,23031
"Okaloosa County, Florida, USA",0.03795237939464224,23.424277328247978,12091
"Butte County, California, USA",0.04264817473218037,138.0049389071598,06007
"Washington County, Pennsylvania, USA",0.08750787492876963,332.6623721101639,42125
"Clermont County, Ohio, USA",0.05072566289146133,252.34996394665572,39025
"Harrison County, Mississippi, USA",0.04513458185777044,17.593455249927523,28047
"Elkhart County, Indiana, USA",0.043770977501935864,242.60235134893728,18039
"Muscogee County, Georgia, USA",0.049897023156035156,116.16497627815305,13215
"Benton County, Washington, USA",0.04733582471079691,161.15723644068447,53005
"Richmond County, Georgia, USA",0.060980350866517805,89.4192989453612,13245
"Champaign County, Illinois, USA",0.03146165796987,222.72494738944206,17019
"Onslow County, North Carolina, USA",0.031191646551858437,16.901589525157142,37133
"Yuma County, Arizona, USA",0.03339407558322709,52.211567813045804,04027
"Anderson County, South Carolina, USA",0.0592539619988343,239.2880737234788,45007
"Hall County, Georgia, USA",0.06153763110273153,348.11707375490425,13139
"Trumbull County, Ohio, USA",0.046529928435547915,293.07911670969105,39155
"Hawaii County, Hawaii, USA",0.06216264428674956,292.328876349564,15001
"St. Louis County, Minnesota, USA",0.0632523770352213,366.1550208596465,27137
"Broome County, New York, USA",0.06677658288571238,313.9285741130964,36007
"Deschutes County, Oregon, USA",0.03615806437379036,1085.1117776022663,41017
"Racine County, Wisconsin, USA",0.037117047133756347,209.63475845360762,55101
"Minnehaha County, South Dakota, USA",0.036771756014195536,449.4071600847117,46099
"Sangamon County, Illinois, USA",0.037701337177195274,178.69699485754708,17167
"Sumner County, Tennessee, USA",0.05530030849394664,187.73811185647912,47165
"Hernando County, Florida, USA",0.05407614181314671,20.550892346978173,12053
"Livingston County, Michigan, USA",0.04510165706883323,285.7605406915153,26093
"Butler County, Pennsylvania, USA",0.07229766239938587,362.1764095070778,42019
"Ellis County, Texas, USA",0.033800319148994326,185.66565443218508,48139
"El Dorado County, California, USA",0.08257606552952114,722.4986551621867,06017
"Outagamie County, Wisconsin, USA",0.0443994320102448,231.6930293803794,55087
"Sarpy County, Nebraska, USA",0.04199756434318215,343.5984540036097,31153
"Saginaw County, Michigan, USA",0.03769496036069986,188.87549488995023,26145
"Santa Rosa County, Florida, USA",0.03570559329815723,23.90413374706974,12113
"Beaufort County, South Carolina, USA",0.04738442483070211,16.420193092272385,45013
"Charlotte County, Florida, USA",0.023633836513917456,9.556422640224586,12015
"Iredell County, North Carolina, USA",0.05249173719027034,261.1926385298553,37097
"Tippecanoe County, Indiana, USA",0.04064876857372056,198.11331251746842,18157
"Newport News city-County, Virginia, USA",0.03813124515984805,17.804080167685587,51700
"DeSoto County, Mississippi, USA",0.038251173325508446,101.90043533836905,28033
"Bayamón Municipio, Puerto Rico, USA",0.06927316065187442,71.37872402851261,72021
"Cass County, North Dakota, USA",0.04757592639505198,271.0952529565565,38017
"Boone County, Missouri, USA",0.04417391268554844,231.62078121197044,29019
"Medina County, Ohio, USA",0.046185918225026476,332.7892842459863,39103
"Shasta County, California, USA",0.044864637969618475,249.52104463862094,06089
"Kent County, Delaware, USA",0.02756036653466742,14.602941078475272,10001
"Ulster County, New York, USA",0.06262535775854498,123.60303450000129,36111
"Peoria County, Illinois, USA",0.04708420675619746,195.00827927494902,17143
"Kanawha County, West Virginia, USA",0.12029265215169599,242.76421282449,54039
"Washington County, Utah, USA",0.054394004311560586,904.4016199750905,49053
"Vanderburgh County, Indiana, USA",0.045196210525970865,125.56728705924769,18163
"Johnson County, Texas, USA",0.04723863822861023,234.10793900572372,48251
"Imperial County, California, USA",0.026939738685822938,-16.726313093352402,06025
"Shawnee County, Kansas, USA",0.06497695656758824,292.8056975807142,20177
"Licking County, Ohio, USA",0.04423812802200703,301.60658954144304,39089
"Muskegon County, Michigan, USA",0.038356096311369034,194.72642516584114,26121
"Bay County, Florida, USA",0.029894272673121728,12.34683825574446,12005
"Hendricks County, Indiana, USA",0.045562277447163124,251.1287048921219,18063
"Scott County, Iowa, USA",0.04620058750737002,207.3503377939072,19163
"Lee County, Alabama, USA",0.055939839535253486,190.73268060580537,01081
"Lower Connecticut River Valley Planning Region, Connecticut, USA",0.049434456154142055,63.06201194124177,09130
"Porter County, Indiana, USA",0.04292348888573291,212.1750701596375,18127
"Carroll County, Maryland, USA",0.0620108098783085,205.55606936660075,24013
"Guadalupe County, Texas, USA",0.06564896106791068,196.74070574819706,48187
"Winnebago County, Wisconsin, USA",0.043247327180967375,231.38322064228663,55139
"Kootenai County, Idaho, USA",0.04931960817522367,699.5016839612124,16055
"Alamance County, North Carolina, USA",0.052402893049159065,193.4815649765926,37001
"McLean County, Illinois, USA",0.048389264575175665,242.53053223651702,17113
