longname,Population,Population (2010),Population Change (2010-2020),Population (2000),Population Change (2000-2020),PW Density (r=1km),PW Density (r=1km) (2010),PW Density (r=1km) Change (2010-2020),PW Density (r=1km) (2000),PW Density (r=1km) Change (2000-2020),AW Density,AW Density (2010),AW Density (2000),Area,Compactness
"AZ-03 in Maricopa County, USA",794612.0,711002.0,0.1175946059223462,633213.0,0.2548889552172808,2687.413613701631,2480.8837772926345,0.08324849325847132,2705.479247252551,-0.006677424552143817,1485.9016392111573,1329.553338336712,1184.090140433085,534.7675640373124,0.3602564818049839
"AZ-01 in Maricopa County, USA",794611.0,728258.0,0.09111194109779776,708727.0,0.12118065207054338,1660.4598577202678,1538.8327024437847,0.07903858235097931,1679.8556658713615,-0.011546115862896365,190.10659092442623,174.23197727371104,169.55928607343193,4179.818259514656,0.3479781585569911
"AZ-04 in Maricopa County, USA",794611.0,731218.0,0.08669507588708156,733087.0,0.0839245546572235,2231.078639552953,2074.431953503558,0.07551305107156242,2102.9839401328236,0.0609109261253032,1706.781778266953,1570.6170168054618,1574.6315284892682,465.5609815607705,0.18879268564000423
"AZ-08 in Maricopa County, USA",794610.0,699820.0,0.13544911548683947,569486.0,0.395310859266075,1770.4169814682941,1639.2093667793904,0.08004323141874899,1795.923149371368,-0.014202260220322845,530.1154584986847,466.8773362612471,379.92641924791025,1498.9376130444828,0.3050243506888567
"OH-03 in Franklin County, USA",786630.0,690326.0,0.1395051033859365,658709.0,0.19419956308476125,2155.4077834005293,1920.1599073907068,0.12251473177017809,1980.6706164651466,0.08822121431135871,1373.7341709938119,1205.5533291706065,1150.3388658469203,572.6217026624021,0.4563931089283335
"OH-11 in Cuyahoga County, USA",786327.0,808946.0,-0.02796107527572916,925707.0,-0.15056599982499863,2150.0540824795066,2235.6332015380885,-0.03827958852986461,2653.971103282162,-0.18987283628652246,1402.7667509374628,1443.1178785719642,1651.4134713803112,560.5543469536194,0.1997063446939419
"NY-08 in Kings County, USA",776972.0,711471.0,0.09206418813978363,693005.0,0.12116362796805218,16279.900050556376,14620.4382649314,0.11350287560157235,14150.369832930646,0.15049290179468677,8331.91219179026,7629.507754468897,7431.486345031235,93.25254300754384,0.21184585017202598
"NY-09 in Kings County, USA",776972.0,737697.0,0.05324001588728163,763548.0,0.017581082001393494,20586.795756335177,19587.302254519866,0.051027624367448246,20230.610591964793,0.017606248845096883,19784.41835783436,18784.339808023113,19442.596474889328,39.271915198473835,0.3555956210352099
"NY-06 in Queens County, USA",776971.0,730854.0,0.06310015406633883,726454.0,0.06953915870791544,17481.526519939092,16815.396328327904,0.0396143021909628,16987.32439449822,0.02909240525252652,11562.37806303187,10876.094805184614,10810.616861378037,67.19820055739154,0.19352179691556418
"NY-12 in New York County, USA",776971.0,696505.0,0.1155282445926447,660156.0,0.17695059955525663,31720.711111616783,29457.723627456697,0.07682153287808095,28817.27846450178,0.10075318703990609,22101.68622740468,19812.75358516405,18778.771373884694,35.15437654872711,0.3995717935013525
"NY-15 in Bronx County, USA",776971.0,724136.0,0.07296281361512202,680886.0,0.14111760265301387,22870.958003135718,21560.22231265836,0.06079416396869917,20342.007395546378,0.12432158529954236,15044.323516351957,14021.290696611637,13183.850184569073,51.645459442260446,0.22049302642538998
"NY-05 in Queens County, USA",776965.0,715477.0,0.0859398694856718,717180.0,0.08336122033520177,9617.83055270674,8866.495496673022,0.08473867226523063,8914.007336309312,0.07895699317304282,5301.0108930080305,4881.4957825599695,4893.114866496559,146.56921400120257,0.20972377252607569
"NY-04 in Nassau County, USA",776948.0,741460.0,0.04786232568176301,738489.0,0.05207795918422617,3536.0408937918437,3340.5337548290254,0.05852571873587451,3341.3406889255534,0.058270084673376535,2237.7215766370837,2135.5110512072006,2126.954145462944,347.20494636675096,0.48882932264576506
"NY-01 in Suffolk County, USA",776817.0,754283.0,0.029874728715879848,713593.0,0.08859952381819888,1053.705339215861,1065.953913864218,-0.011490716895962696,1028.1370747911053,0.02486853655185086,395.22125606438476,383.7566308255513,363.05477580788335,1965.5243438461473,0.07827706126285804
