longname,Poverty %,Household Income < $50k %,Household Income $50k - $100k %,Household Income > $100k %,Individual Income < $50k %,Individual Income $50k - $100k %,Individual Income > $100k %
"CA-HD034, USA",0.16008188219042058,0.3898994973135652,0.30032598045602016,0.3097745222304147,0.6666574923899268,0.2254916505332979,0.10785085707677544
"CA-HD027, USA",0.20968467480988803,0.43169910555755414,0.3142474545802029,0.254053439862243,0.7546251966381123,0.1843454218261918,0.06102938153569578
"CA-HD011, USA",0.08711725444414048,0.25038928427946094,0.28966508001020397,0.45994563571033514,0.5808082312522943,0.26871668103778534,0.15047508770992046
"CA-HD032, USA",0.13771844074200287,0.34712311658228173,0.3002791489549817,0.3525977344627366,0.622301704794531,0.2441726683144502,0.13352562689101888
"CA-HD017, USA",0.12209531286929037,0.28450332436029446,0.17326267692485617,0.5422339987148495,0.46641021341671224,0.21219447027234611,0.32139531631094165
"CA-HD006, USA",0.14747424007392318,0.3535347866962973,0.2930201728468188,0.35344504045688385,0.6132719931946063,0.25519633722738544,0.1315316695780083
"CA-HD016, USA",0.04391005711076424,0.14166654172277368,0.1638898938774808,0.6944435643997455,0.39020857639417805,0.217399750479806,0.392391673126016
"CA-HD042, USA",0.0679420970644874,0.19794514939330796,0.20763964052670872,0.5944152100799832,0.4906747207519851,0.23464773851875292,0.27467754072926204
"CA-HD047, USA",0.14114729480387436,0.3959439990906026,0.2693561197548422,0.3346998811545551,0.6540632237453299,0.21250895041416684,0.13342782584050342
"CA-HD020, USA",0.07598490167503033,0.21827914468420695,0.25436694501468615,0.5273539103011068,0.5469000321421575,0.27363526021794193,0.1794647076399004
"CA-HD052, USA",0.15306895168570817,0.36365968773254437,0.2843001996255067,0.352040112641949,0.6832511261321268,0.20510763567613083,0.11164123819174233
"CA-HD010, USA",0.14398061265290868,0.3220121243411043,0.3076465158755178,0.3703413597833779,0.6522768567346644,0.24056214342216492,0.10716099984317073
"CA-HD040, USA",0.08533469685205898,0.23574912656155037,0.23719464974432594,0.5270562236941236,0.5605898515784002,0.2402082636127503,0.19920188480884934
"CA-HD033, USA",0.20287059546137895,0.44885168875727577,0.31897271974737,0.2321755914953543,0.7656716298511155,0.1784171222647767,0.055911247884107784
"CA-HD080, USA",0.11525179730487284,0.3317499796304261,0.2944435318588432,0.37380648851073073,0.6804544895350598,0.22390154793214556,0.0956439625327947
"CA-HD044, USA",0.10296870451450904,0.3055109323303674,0.25825059428135017,0.4362384733882825,0.5498744690109382,0.25384481961441646,0.19628071137464526
"CA-HD001, USA",0.126244265608205,0.39181026907000654,0.2991106289329339,0.3090791019970595,0.6646181340512469,0.22070202936940994,0.11467983657934314
"CA-HD078, USA",0.09778728366987839,0.255154229683452,0.2930314250333596,0.4518143452831884,0.5378003153497942,0.2865620279851921,0.17563765666501366
