longname,PW Mean PM2.5 Pollution
"Tokyo 500MPC, Indonesia-China-Japan",21.651161193847656
"São Paulo 500MPC, Brazil-USA-Argentina",13.045361518859863
"Mexico City 500MPC, USA-Mexico-Colombia",12.457695007324219
"Mumbai 500MPC, India",37.51187515258789
"Cairo 500MPC, Egypt-Turkey-Iran",38.455841064453125
"Guangzhou 500MPC, China",28.856708526611328
"Lagos 500MPC, Nigeria-Ethiopia-Tanzania",31.324113845825195
"Dhaka 500MPC, India-Bangladesh",66.20904541015625
"Shanghai 500MPC, China",42.58591079711914
"London 500MPC, Germany-France-Italy",12.427624702453613
"Delhi [New Delhi] 500MPC, India-Pakistan",65.366455078125
"Karachi 500MPC, Russia-Morocco-Algeria",24.90789031982422
"Chattogram 500MPC, India-Pakistan-China",48.218482971191406
"Seoul 500MPC, China-Japan-South Korea",30.94045639038086
"Kinshasa 500MPC, Nigeria-Democratic Republic of the Congo-Uganda",38.314788818359375
"Jakarta 500MPC, Indonesia-Philippines-Vietnam",21.630142211914062
