longname,"Agriculture, forestry, fishing and hunting %","Mining, quarrying, and oil and gas extraction %",Accommodation and food services %,"Arts, entertainment, and recreation %",Construction %,Educational services %,Health care and social assistance %,Finance and insurance %,Real estate and rental and leasing %,Information %,Manufacturing %,"Other services, except public administration %",Administrative and support and waste management services %,Management of companies and enterprises %,"Professional, scientific, and technical services %",Public administration %,Retail trade %,Transportation and warehousing %,Utilities %,Wholesale trade %
"DE-00, USA",0.01037986293671967,0.0004198451094503909,0.06540971500052775,0.01992434175822516,0.06976103277590857,0.09750310577728426,0.1508341999366996,0.07698452171029843,0.01721795559115273,0.012177661225904685,0.07707494988771822,0.04082616905332464,0.04196082737476251,0.0014597691497813588,0.063101643424472,0.05856946929425103,0.11819393399173639,0.049901282572982895,0.008437810174031191,0.019861903254768398
"ID-01, USA",0.03246562545739885,0.004766088436757681,0.06699808917492509,0.01847385946754123,0.09453871782314757,0.08267462806172378,0.13267159722357558,0.04039610829999665,0.02209358139515404,0.01578912549260753,0.09641379906229362,0.050394918135805405,0.035693432359001985,0.00037886350162401854,0.054270676843186726,0.05166605345649778,0.12291252502451998,0.040825480504547415,0.010551754369078686,0.026025075910616244
"ID-02, USA",0.04923075983269907,0.003789462110812972,0.07614315736503786,0.017870599651719,0.07812510144163017,0.09616650563886339,0.13131750474566153,0.03466505100848678,0.017593475136253072,0.016437776539325745,0.09759025659994425,0.041774326429327976,0.03846566731917429,0.000792095245916759,0.06508662751542647,0.04795923934086745,0.11013676900188031,0.03984731529125104,0.00963534636055063,0.027372963425171183
"WV-02, USA",0.005448022212708239,0.02566779582935867,0.07103960581956892,0.016812256047029284,0.06918187030402254,0.10638164697517104,0.1624291769630775,0.02819902306145807,0.01156202508193319,0.012738757820891223,0.0924987043421442,0.04394971595674641,0.03283585079028899,0.0005282778891918356,0.04939022710941865,0.06494813613045228,0.12430553990751357,0.047186982832220496,0.016246422857657965,0.01864996206914688
"WV-01, USA",0.00706017934103008,0.02892386471306358,0.07607291261357367,0.015721299643278293,0.05951995532810377,0.09101007790849949,0.1940940426580986,0.03355144545068414,0.010256120851736205,0.016665825108338177,0.06760188548668288,0.04426200779976017,0.034570226062368314,0.0007247302310523125,0.042162072253227406,0.06936024735874409,0.13002670215072626,0.039693831179438616,0.016921262812725425,0.02180131104886879
"SD-00, USA",0.05905561862533742,0.004050343810847226,0.06912348864855465,0.020120127487694234,0.07070035708152012,0.08539177485798209,0.1552155982844006,0.06098934554384175,0.012918277176446327,0.01484754336388176,0.10064747511469761,0.04476789701064111,0.024899800828357476,0.0012891512790031237,0.04040976275601857,0.048260649437836596,0.11609498680738861,0.033879252470687495,0.010226225976175217,0.02711232343868799
"UT-01, USA",0.008307465501248912,0.004207568537533739,0.05959218430464601,0.021145078248814855,0.0651362534229724,0.11339413867788757,0.11505535302970586,0.04282915066472754,0.01818564872994773,0.013287311885898118,0.1328455644533414,0.041876084882139265,0.03951623596762684,0.0006100196160230807,0.07544215194795169,0.0724557064408572,0.10982138477843946,0.03963602055004758,0.006214962538373949,0.020441715821816864
"UT-02, USA",0.009649697237534761,0.0061127312273297485,0.07393009578993213,0.02244681441229281,0.08365844372390265,0.09817812919463312,0.11241976458059579,0.050088365533640475,0.016848803499016497,0.016786211708775044,0.09769697621110672,0.04551136374164218,0.04834620786972683,0.0012451261814464575,0.06635945238562803,0.0440782184470818,0.11508357774852221,0.059958182437593696,0.007175243106614765,0.024426594962984258
"UT-03, USA",0.005439939788323789,0.011824278679190774,0.068460785169319,0.024391650976877805,0.06736193833137444,0.1263534358789162,0.11360632826133409,0.05387380107250158,0.024175306031591563,0.02216011984608978,0.07223410988603932,0.04235116386239985,0.05194320995014638,0.0015446000046446644,0.09916396277125183,0.03267888970467984,0.11656168955125623,0.03555159245867018,0.006551874738676405,0.023771323036716252
"UT-04, USA",0.005571728170569716,0.0069016049276362295,0.051334470137937106,0.015414802959098679,0.08829560741296853,0.09515107809292396,0.11306823217270154,0.06412925239337959,0.018886484743426402,0.02359182666641154,0.10524761157820639,0.04703457239851492,0.04099823478464213,0.001421714215126162,0.08457291872700724,0.03818409725647653,0.11888779129486116,0.047498867552405455,0.006869509541707146,0.026939594973999705
