longname,Within 10km of Hospital %,Mean distance to nearest Hospital
"New York city, New York, USA",1.0,1.5633000156081909
"Los Angeles city, California, USA",0.9998732793308328,2.3458210721815913
"Chicago city, Illinois, USA",1.0,1.9382805922943935
"Houston city, Texas, USA",0.9919639065495073,3.200044511388015
"Phoenix city, Arizona, USA",0.9599740825515504,3.925204090891345
"Philadelphia city, Pennsylvania, USA",1.0,1.551646646319391
"San Antonio city, Texas, USA",0.9969171435264197,3.352063324664364
"San Diego city, California, USA",0.9952856374518939,3.785774405487643
"Dallas city, Texas, USA",0.9792344861983343,3.2836331855273087
"San Jose city, California, USA",0.9981856124397096,3.8555215307450714
"Austin city, Texas, USA",0.994673476302426,3.298385923747504
"Jacksonville city, Florida, USA",0.8832662001569074,5.968258972592058
"Fort Worth city, Texas, USA",0.9413038864065569,4.881773410248902
"Columbus city, Ohio, USA",0.9975193531321204,3.7053040071099055
"Indianapolis city (balance), Indiana, USA",0.9818565215481263,3.957844449725515
"Charlotte city, North Carolina, USA",0.9390258118044492,5.500404055788728
"San Francisco city, California, USA",1.0,1.4352045301435703
"Seattle city, Washington, USA",1.0,1.914676021850707
"Denver city, Colorado, USA",0.9980223011748789,3.2626287982839295
"Nashville-Davidson metropolitan government (balance), Tennessee, USA",0.9277236338322311,4.770630308211898
"Washington city, District of Columbia, USA",1.0,1.7705686727253025
"Oklahoma City city, Oklahoma, USA",0.957077077135868,3.868292520982576
"El Paso city, Texas, USA",0.9048990547803131,4.277194970057855
"Boston city, Massachusetts, USA",1.0,1.4662045695872319
"Portland city, Oregon, USA",0.999960129181452,2.9484627822851155
"Las Vegas city, Nevada, USA",1.0,2.863182271755694
"Detroit city, Michigan, USA",1.0,3.654467820618719
"Memphis city, Tennessee, USA",0.9997608954859918,4.1180784911675765
"Baltimore city, Maryland, USA",1.0,1.8101219119705074
"Milwaukee city, Wisconsin, USA",1.0,2.765743458896869
"Albuquerque city, New Mexico, USA",0.9505153251207268,4.416747303516118
"Tucson city, Arizona, USA",0.9660196321188539,3.5487634664503216
"Fresno city, California, USA",0.968437003976484,3.9892093925503858
"Sacramento city, California, USA",0.8977908919295264,4.925412037850216
"Kansas City city, Missouri, USA",0.9999035512811932,3.086879275897537
"Mesa city, Arizona, USA",0.9999900809001782,3.374100778465116
"Atlanta city, Georgia, USA",1.0,2.8611937038996818
"Omaha city, Nebraska, USA",1.0,3.0180546980332412
"Colorado Springs city, Colorado, USA",0.9988854310814449,3.272142202760837
"Raleigh city, North Carolina, USA",0.9466467754121834,5.001805892660716
"Long Beach city, California, USA",1.0,1.8662024253577856
"Virginia Beach city, Virginia, USA",0.9711639324996627,4.420976967340644
"Miami city, Florida, USA",1.0,1.7797238730675062
"Oakland city, California, USA",1.0,2.3932833663934048
"Minneapolis city, Minnesota, USA",1.0,2.531814903360135
"Tulsa city, Oklahoma, USA",0.9959043773782206,2.9662122888675997
"Bakersfield city, California, USA",0.9997454942600308,3.485696786161829
"Wichita city, Kansas, USA",0.9863833174228551,3.481348233064291
"Arlington city, Texas, USA",1.0,3.2932379913716536
"Louisville/Jefferson County metro government (balance), Kentucky, USA",0.6992268361348017,7.815632162327349
"Aurora city, Colorado, USA",0.9595961687807404,4.180673563980833
"Tampa city, Florida, USA",1.0,3.162992728591615
"New Orleans city, Louisiana, USA",0.997721336364607,2.485369532026018
"Cleveland city, Ohio, USA",1.0,2.445768754848062
"Urban Honolulu CDP, Hawaii, USA",1.0,1.617270547167642
"Anaheim city, California, USA",1.0,2.4217374940804373
"San Juan zona urbana, Puerto Rico, USA",1.0,1.4435673040260357
"Lexington-Fayette urban county, Kentucky, USA",0.9928170629630778,3.1316326836550092
"Stockton city, California, USA",0.9797266117063071,4.630284486837928
"Corpus Christi city, Texas, USA",0.9596953318190112,3.4739718147862386
"Henderson city, Nevada, USA",0.9959639462657058,3.6586228990050045
"Riverside city, California, USA",0.954931508588404,3.4245346982395404
"St. Paul city, Minnesota, USA",1.0,3.2965272470367513
"Newark city, New Jersey, USA",1.0,1.3568081967287353
"Santa Ana city, California, USA",1.0,2.059323674596001
"Cincinnati city, Ohio, USA",1.0,2.038857464130872
"Irvine city, California, USA",1.0,4.553155259407277
"Orlando city, Florida, USA",0.9998828609266351,4.2847156291669775
"Pittsburgh city, Pennsylvania, USA",1.0,2.016817201603831
"St. Louis city, Missouri, USA",1.0,2.2397355604343328
"Greensboro city, North Carolina, USA",0.9472757284869102,4.906763164013783
"Jersey City city, New Jersey, USA",1.0,1.865398550310425
"Lincoln city, Nebraska, USA",0.9864545857515437,3.737484533787515
"Anchorage municipality, Alaska, USA",0.8419666766354883,5.657535185822405
"Plano city, Texas, USA",1.0,2.8418560867170255
"Durham city, North Carolina, USA",0.8104016865697382,6.305677527831538
"Buffalo city, New York, USA",1.0,1.6537813588044756
"Chandler city, Arizona, USA",0.9860812308494686,4.096524407422886
"Chula Vista city, California, USA",1.0,3.1399788597046423
"Toledo city, Ohio, USA",0.9986707626868316,2.6022949609914554
"Madison city, Wisconsin, USA",0.9934365040200949,3.4253370265230907
"Gilbert town, Arizona, USA",1.0,3.7745333737696734
"Reno city, Nevada, USA",0.8879808929733986,3.9707535715956026
"Fort Wayne city, Indiana, USA",1.0,3.463537732666354
"North Las Vegas city, Nevada, USA",1.0,4.452669729311111
"St. Petersburg city, Florida, USA",1.0,3.395681533843481
"Lubbock city, Texas, USA",0.9854597989071547,3.765834982937471
"Irving city, Texas, USA",1.0,3.1102370896614757
"Laredo city, Texas, USA",0.935056131345389,4.351264813776631
"Winston-Salem city, North Carolina, USA",0.9379524467680228,5.505972156748509
"Chesapeake city, Virginia, USA",0.9253193383101731,5.822304756953793
"Glendale city, Arizona, USA",1.0,2.8001354821224327
"Louisville city, Kentucky, USA",1.0,2.6082699233043423
"Garland city, Texas, USA",1.0,4.539515066694243
"Scottsdale city, Arizona, USA",0.9335518165735144,3.707467995860162
"Arlington CDP, Virginia, USA",1.0,2.8208993945127205
"Norfolk city, Virginia, USA",1.0,3.5126862769269307
"Boise City city, Idaho, USA",0.9954103488134902,3.1183745322260834
"Fremont city, California, USA",0.9749982646721965,3.774572857588237
"Spokane city, Washington, USA",1.0,2.7309216352619474
"Santa Clarita city, California, USA",0.902524565646141,6.509916690702456
"Baton Rouge city, Louisiana, USA",1.0,2.776190295232909
"Richmond city, Virginia, USA",1.0,1.9092429394359518
"Hialeah city, Florida, USA",1.0,1.657612169418856
"San Bernardino city, California, USA",0.9988282165455824,2.664681661511425
"Enterprise CDP, Nevada, USA",1.0,3.6052389377724725
"Tacoma city, Washington, USA",1.0,2.9666243222841184
"Modesto city, California, USA",0.9999679783350564,1.9991415961572223
"Spring Valley CDP, Nevada, USA",1.0,1.8982187635506775
"Huntsville city, Alabama, USA",0.900228286087567,5.252439333650745
"Des Moines city, Iowa, USA",0.9985617356301979,3.5390837548336496
"Yonkers city, New York, USA",1.0,1.4225397348215123
"Rochester city, New York, USA",1.0,2.4102460738978437
"Moreno Valley city, California, USA",1.0,4.46154069732082
"Fayetteville city, North Carolina, USA",0.9994146266565586,4.5127986413602335
"Fontana city, California, USA",0.968751949404262,4.886773319225145
"Columbus city, Georgia, USA",0.9874783734933936,3.8562195754237
"Worcester city, Massachusetts, USA",1.0,1.936145310017916
"Sunrise Manor CDP, Nevada, USA",1.0,5.088586401752724
"Port St. Lucie city, Florida, USA",0.9994240615375605,4.45228696148102
"Little Rock city, Arkansas, USA",0.9862497162091465,3.448846914846556
"Augusta-Richmond County consolidated government (balance), Georgia, USA",0.9654890860595504,3.512594361828526
"Oxnard city, California, USA",1.0,3.674368901210569
"Birmingham city, Alabama, USA",0.9930843362704174,3.33636545644821
"Montgomery city, Alabama, USA",0.9946309728557541,3.3569896516767446
"Frisco city, Texas, USA",1.0,3.257959828530449
"Amarillo city, Texas, USA",0.8889055158171969,5.8297326363949855
"Salt Lake City city, Utah, USA",1.0,2.555401018815227
"Grand Rapids city, Michigan, USA",1.0,2.9051234358662588
"Huntington Beach city, California, USA",1.0,3.4496659380270005
"Overland Park city, Kansas, USA",0.9945904564904382,3.1216343876153823
"Glendale city, California, USA",1.0,2.457787108614419
"Tallahassee city, Florida, USA",0.9915759665483364,4.6963212428790495
"Grand Prairie city, Texas, USA",0.992461798967705,5.766177544837428
"McKinney city, Texas, USA",1.0,2.5043111565699037
"Cape Coral city, Florida, USA",0.877978276103714,6.502321144671766
"Sioux Falls city, South Dakota, USA",1.0,3.1828746104402503
"Paradise CDP, Nevada, USA",1.0,2.2190051708024767
"Knoxville city, Tennessee, USA",0.9981367402375133,3.8141878657337536
"Vancouver city, Washington, USA",1.0,3.5422203340779395
"Providence city, Rhode Island, USA",1.0,1.4619852669793834
"Peoria city, Arizona, USA",0.8721489412972645,5.107373589664392
"Akron city, Ohio, USA",1.0,3.197399280567859
"Shreveport city, Louisiana, USA",0.996932466329025,3.2966979550142024
"Mobile city, Alabama, USA",0.987398956417604,3.152030730435878
"Brownsville city, Texas, USA",0.9599182091661403,4.322656618406464
"Newport News city, Virginia, USA",1.0,2.850730253905635
"Fort Lauderdale city, Florida, USA",1.0,2.3239164572235476
"Chattanooga city, Tennessee, USA",1.0,2.7182874707183786
"Tempe city, Arizona, USA",1.0,2.3365896714804903
"Aurora city, Illinois, USA",1.0,3.376995567574748
"Santa Rosa city, California, USA",0.9883792805043887,2.7000147177521407
"Elk Grove city, California, USA",0.9775726192909541,6.559255304611603
"Salem city, Oregon, USA",1.0,3.9830542229586685
"Eugene city, Oregon, USA",0.999874500855676,4.240734852490161
"Ontario city, California, USA",1.0,2.4087683085467777
"Cary town, North Carolina, USA",0.7011939206111409,7.735141534309619
"Rancho Cucamonga city, California, USA",1.0,3.594244633784586
"Oceanside city, California, USA",0.9899693491887905,5.559996360952371
"Lancaster city, California, USA",0.9916731495087446,4.422090939684175
"Garden Grove city, California, USA",1.0,2.58691196672858
"Pembroke Pines city, Florida, USA",1.0,2.5033852410263724
"Fort Collins city, Colorado, USA",1.0,3.8543926047006787
"Palmdale city, California, USA",0.854456351666519,6.330446693587855
"Springfield city, Missouri, USA",0.9999408924064475,2.5095617958006255
"Clarksville city, Tennessee, USA",0.5638662164836549,9.157840277598664
"Bayamón zona urbana, Puerto Rico, USA",1.0,2.0790737669720256
"Salinas city, California, USA",1.0,2.2429159875853077
"Hayward city, California, USA",1.0,2.590382381783304
"Paterson city, New Jersey, USA",1.0,1.7429248186273198
"Alexandria city, Virginia, USA",1.0,2.723281029383507
"Macon-Bibb County, Georgia, USA",0.847946563624115,5.481763788129017
"Corona city, California, USA",1.0,3.037154519092411
"Kansas City city, Kansas, USA",0.990900789875293,5.5062773892611085
"Lakewood city, Colorado, USA",1.0,3.777266183135771
"Springfield city, Massachusetts, USA",1.0,2.5013712752940185
"Sunnyvale city, California, USA",1.0,4.0238426188957765
"Jackson city, Mississippi, USA",0.9988354012010332,3.4447048142253385
"Murfreesboro city, Tennessee, USA",1.0,3.670649949479759
"Killeen city, Texas, USA",0.9994446985039525,4.090681711161269
"Hollywood city, Florida, USA",1.0,1.9520710954789025
"Pasadena city, Texas, USA",0.9936865528183386,2.309203243559297
"Bellevue city, Washington, USA",1.0,3.2607675342957543
"Pomona city, California, USA",1.0,2.2527567085878397
"Escondido city, California, USA",1.0,2.6792113843777035
"Charleston city, South Carolina, USA",0.9825204734591028,3.976998630460847
"Joliet city, Illinois, USA",0.8885806258918794,5.4215653903206364
"Mesquite city, Texas, USA",0.9976771891992625,3.9801453760597685
"Naperville city, Illinois, USA",1.0,3.941720416025242
"Bridgeport city, Connecticut, USA",1.0,2.042538912504907
"Syracuse city, New York, USA",1.0,1.9543940902980828
"Rockford city, Illinois, USA",0.9999124272472516,2.666040768802115
"Savannah city, Georgia, USA",0.9389529772933205,3.8773105883917673
"Roseville city, California, USA",0.938757418472928,4.796979964606158
"Torrance city, California, USA",1.0,1.96901274108579
"Fullerton city, California, USA",1.0,2.587477606414798
"Metairie CDP, Louisiana, USA",1.0,1.9180206758602247
"Surprise city, Arizona, USA",0.9794338726353145,5.0735712084668005
"McAllen city, Texas, USA",0.9922590170850032,3.560377644353519
"Thornton city, Colorado, USA",1.0,3.714838121543338
"Visalia city, California, USA",1.0,2.325070082620627
"Gainesville city, Florida, USA",0.9998938751830653,3.0838287703809675
"Olathe city, Kansas, USA",1.0,3.234801250469324
"West Valley City city, Utah, USA",1.0,3.209195422111735
"Waco city, Texas, USA",0.9308688910009504,4.074180154389155
"Orange city, California, USA",1.0,2.0511265245189105
"Denton city, Texas, USA",0.9723775097526932,3.4189300359679553
