longname,PW Mean PM2.5 Pollution
"Elgin--Middlesex--London (Riding), Ontario, Canada",6.397303967161459
"Ottawa Centre (Riding), Ontario, Canada",6.134276521923947
"Sherwood Park--Fort Saskatchewan (Riding), Alberta, Canada",7.864829802991738
"Kingston and the Islands (Riding), Ontario, Canada",5.565323703768511
"Edmonton Mill Woods (Riding), Alberta, Canada",8.113657010666055
"Flamborough--Glanbrook (Riding), Ontario, Canada",6.783393480917168
"Peterborough--Kawartha (Riding), Ontario, Canada",5.645869421847775
"Burlington (Riding), Ontario, Canada",7.024406489609963
"Beloeil--Chambly (Riding), Quebec, Canada",7.290550969993641
"New Westminster--Burnaby (Riding), British Columbia, Canada",5.494013080215204
"Brampton North (Riding), Ontario, Canada",7.161682034410168
"Ottawa South (Riding), Ontario, Canada",6.1999837795015225
"Fleetwood--Port Kells (Riding), British Columbia, Canada",5.5533969693616845
"Sturgeon River--Parkland (Riding), Alberta, Canada",7.675567196650843
"Oxford (Riding), Ontario, Canada",6.362532460038107
"Courtenay--Alberni (Riding), British Columbia, Canada",4.590132163673548
"York--Simcoe (Riding), Ontario, Canada",6.339875705491958
"Cowichan--Malahat--Langford (Riding), British Columbia, Canada",4.82128107167681
"Edmonton Riverbend (Riding), Alberta, Canada",8.238570699189278
"Calgary Confederation (Riding), Alberta, Canada",9.14399490401862
"Lethbridge (Riding), Alberta, Canada",5.684817197936784
"Laurentides--Labelle (Riding), Quebec, Canada",4.946101700738342
"South Okanagan--West Kootenay (Riding), British Columbia, Canada",8.444027480542623
"Mississauga--Erin Mills (Riding), Ontario, Canada",7.096618006298656
"Victoria (Riding), British Columbia, Canada",5.087509687905723
"Portneuf--Jacques-Cartier (Riding), Quebec, Canada",5.608190342937848
"Louis-Saint-Laurent (Riding), Quebec, Canada",6.029732466844394
"North Vancouver (Riding), British Columbia, Canada",5.1776946451446495
"Calgary Signal Hill (Riding), Alberta, Canada",9.001036465245496
"Windsor--Tecumseh (Riding), Ontario, Canada",8.262025985252619
"Rivière-du-Nord (Riding), Quebec, Canada",6.565432190415232
"Haliburton--Kawartha Lakes--Brock (Riding), Ontario, Canada",5.473814499599826
"Central Okanagan--Similkameen--Nicola (Riding), British Columbia, Canada",8.88252649962193
"Oakville (Riding), Ontario, Canada",7.081183833265616
"Surrey--Newton (Riding), British Columbia, Canada",5.559529530960321
"Cambridge (Riding), Ontario, Canada",6.703314047761061
"Kootenay--Columbia (Riding), British Columbia, Canada",7.9606821676436414
"Pickering--Uxbridge (Riding), Ontario, Canada",6.538321069620322
"Red Deer--Mountain View (Riding), Alberta, Canada",7.475547804272771
"Simcoe North (Riding), Ontario, Canada",5.504436202785525
"Barrie--Innisfil (Riding), Ontario, Canada",5.9655120270489
"Burnaby South (Riding), British Columbia, Canada",5.47599922804656
"Bellechasse--Les Etchemins--Lévis (Riding), Quebec, Canada",5.8488084721240154
"Terrebonne (Riding), Quebec, Canada",7.4498193927372665
"Vimy (Riding), Quebec, Canada",7.802880649304271
"Toronto Centre (Riding), Ontario, Canada",7.195343062933099
"Kitchener South--Hespeler (Riding), Ontario, Canada",6.5698226526251355
"Niagara Centre (Riding), Ontario, Canada",6.33697673061594
"South Surrey--White Rock (Riding), British Columbia, Canada",5.666890241784185
"Grande Prairie--Mackenzie (Riding), Alberta, Canada",6.198098042329506
"Bow River (Riding), Alberta, Canada",6.853339934225443
"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs (Riding), Quebec, Canada",7.956958795175309
"Dorval--Lachine--LaSalle (Riding), Quebec, Canada",7.8557572170029255
"Salaberry--Suroît (Riding), Quebec, Canada",6.537698232569102
"Sherbrooke (Riding), Quebec, Canada",5.8607309624157375
"Aurora--Oak Ridges--Richmond Hill (Riding), Ontario, Canada",6.909914646469783
"Ottawa--Vanier (Riding), Ontario, Canada",6.255875751434833
"Repentigny (Riding), Quebec, Canada",7.175385811911667
"Montcalm (Riding), Quebec, Canada",7.043362442476146
"Northumberland--Peterborough South (Riding), Ontario, Canada",5.703823246741532
"Vancouver East (Riding), British Columbia, Canada",5.626651547519802
"Lévis--Lotbinière (Riding), Quebec, Canada",6.106856902282973
"Etobicoke Centre (Riding), Ontario, Canada",7.150969224076281
"Willowdale (Riding), Ontario, Canada",6.995329178291859
"Ahuntsic-Cartierville (Riding), Quebec, Canada",7.838654849641599
"Hamilton West--Ancaster--Dundas (Riding), Ontario, Canada",6.847405518032241
"Mississauga--Lakeshore (Riding), Ontario, Canada",7.250112044376344
"Toronto--St. Paul's (Riding), Ontario, Canada",7.051595054283945
"Laurier--Sainte-Marie (Riding), Quebec, Canada",7.563455253600761
"Mississauga--Malton (Riding), Ontario, Canada",7.264812342920982
"Mississauga--Streetsville (Riding), Ontario, Canada",7.13907731178015
"York South--Weston (Riding), Ontario, Canada",7.248114701634695
"Kanata--Carleton (Riding), Ontario, Canada",5.873150541042382
"Glengarry--Prescott--Russell (Riding), Ontario, Canada",6.013120410001517
"Ottawa West--Nepean (Riding), Ontario, Canada",6.283167470325147
"Mississauga East--Cooksville (Riding), Ontario, Canada",7.116828674663883
"Haldimand--Norfolk (Riding), Ontario, Canada",6.39605159351117
"Etobicoke North (Riding), Ontario, Canada",7.387058964350518
"Shefford (Riding), Quebec, Canada",6.420527188740574
"Bay of Quinte (Riding), Ontario, Canada",5.634877868533027
"Eglinton--Lawrence (Riding), Ontario, Canada",7.031750921901479
"Saint-Léonard--Saint-Michel (Riding), Quebec, Canada",7.675974703130726
"Thornhill (Riding), Ontario, Canada",7.114885895595804
"Calgary Nose Hill (Riding), Alberta, Canada",9.222018137635455
"Foothills (Riding), Alberta, Canada",7.052941945694252
"Longueuil--Saint-Hubert (Riding), Quebec, Canada",7.545167025056154
"La Prairie (Riding), Quebec, Canada",7.312834630549252
"Port Moody--Coquitlam (Riding), British Columbia, Canada",5.383101157681037
"St. Catharines (Riding), Ontario, Canada",6.5590807854385815
"Saint-Jean (Riding), Quebec, Canada",6.892209005287052
"Brossard--Saint-Lambert (Riding), Quebec, Canada",7.581623850328127
"Richmond Hill (Riding), Ontario, Canada",6.967382499607167
"Trois-Rivières (Riding), Quebec, Canada",6.521041809851464
"Brome--Missisquoi (Riding), Quebec, Canada",5.934160290624417
"Perth--Wellington (Riding), Ontario, Canada",5.924190624975015
"Don Valley North (Riding), Ontario, Canada",7.021765019656521
"Chatham-Kent--Leamington (Riding), Ontario, Canada",6.956447055957485
"Kitchener Centre (Riding), Ontario, Canada",6.518996024817173
"Winnipeg South (Riding), Manitoba, Canada",5.695930432289648
"Saanich--Gulf Islands (Riding), British Columbia, Canada",4.998234977747698
"Scarborough Centre (Riding), Ontario, Canada",6.89079513667964
"Bruce--Grey--Owen Sound (Riding), Ontario, Canada",4.984398981778803
"Rosemont--La Petite-Patrie (Riding), Quebec, Canada",7.663723472743822
"Huron--Bruce (Riding), Ontario, Canada",5.5888475689336365
"Joliette (Riding), Quebec, Canada",6.069488180054069
"Longueuil--Charles-LeMoyne (Riding), Quebec, Canada",7.383427205377363
"Chilliwack--Hope (Riding), British Columbia, Canada",5.817660459117528
"Hamilton East--Stoney Creek (Riding), Ontario, Canada",6.845550979209876
"Saint-Maurice--Champlain (Riding), Quebec, Canada",5.612343113581337
"Scarborough Southwest (Riding), Ontario, Canada",6.867103442684104
"Halifax West (Riding), Nova Scotia, Canada",4.572791939513121
"Laval--Les Îles (Riding), Quebec, Canada",7.799843842095665
"Edmonton Griesbach (Riding), Alberta, Canada",8.139082517895089
"Humber River--Black Creek (Riding), Ontario, Canada",7.326735528101826
"Lanark--Frontenac--Kingston (Riding), Ontario, Canada",5.445047987605416
"Louis-Hébert (Riding), Quebec, Canada",6.381940054382686
"Lambton--Kent--Middlesex (Riding), Ontario, Canada",6.524381511522687
"Cariboo--Prince George (Riding), British Columbia, Canada",9.497129084943705
"Compton--Stanstead (Riding), Quebec, Canada",5.454510417702541
"Beauce (Riding), Quebec, Canada",4.788321561712579
"Hull--Aylmer (Riding), Quebec, Canada",6.116488264126148
"Papineau (Riding), Quebec, Canada",7.7622347193225485
"Delta (Riding), British Columbia, Canada",5.590052954016812
"Richmond--Arthabaska (Riding), Quebec, Canada",5.692172158073294
"La Pointe-de-l'Île (Riding), Quebec, Canada",7.6440852033164255
"North Island--Powell River (Riding), British Columbia, Canada",4.4871220458694046
"Pitt Meadows--Maple Ridge (Riding), British Columbia, Canada",5.579526702916348
"Abbotsford (Riding), British Columbia, Canada",5.693654100889143
"Fort McMurray--Cold Lake (Riding), Alberta, Canada",6.2204113266860634
"Lac-Saint-Louis (Riding), Quebec, Canada",7.765831732136276
"Vancouver Granville (Riding), British Columbia, Canada",5.584820218615464
"Charlesbourg--Haute-Saint-Charles (Riding), Quebec, Canada",6.017098613969425
"Pierrefonds--Dollard (Riding), Quebec, Canada",7.732863472492853
"Provencher (Riding), Manitoba, Canada",5.305991706089691
"Beaches--East York (Riding), Ontario, Canada",6.9893757141673944
"Vancouver South (Riding), British Columbia, Canada",5.497208424596292
"Vancouver Quadra (Riding), British Columbia, Canada",5.424113443867338
"Calgary Heritage (Riding), Alberta, Canada",8.519488369995615
"Edmonton Centre (Riding), Alberta, Canada",8.35327613664812
"Prince George--Peace River--Northern Rockies (Riding), British Columbia, Canada",7.251291746337313
"Burnaby North--Seymour (Riding), British Columbia, Canada",5.428256749622694
"Mount Royal (Riding), Quebec, Canada",7.675761369477688
"Medicine Hat--Cardston--Warner (Riding), Alberta, Canada",5.348062748706052
"York Centre (Riding), Ontario, Canada",7.211299380663996
"Hochelaga (Riding), Quebec, Canada",7.708057924115124
"Vancouver Kingsway (Riding), British Columbia, Canada",5.553933771798643
"Battle River--Crowfoot (Riding), Alberta, Canada",6.458790010304277
"Drummond (Riding), Quebec, Canada",6.5369610904472175
"Calgary Forest Lawn (Riding), Alberta, Canada",8.88053120148488
"Richmond Centre (Riding), British Columbia, Canada",5.712249988247056
"Hamilton Mountain (Riding), Ontario, Canada",6.762669532426817
"LaSalle--Émard--Verdun (Riding), Quebec, Canada",7.793219793810652
"Renfrew--Nipissing--Pembroke (Riding), Ontario, Canada",4.850297207893978
"Gatineau (Riding), Quebec, Canada",6.242731233744598
"Peace River--Westlock (Riding), Alberta, Canada",7.056187107821374
"Kitchener--Conestoga (Riding), Ontario, Canada",6.381782490499775
"Sarnia--Lambton (Riding), Ontario, Canada",6.938078981760179
"Halifax (Riding), Nova Scotia, Canada",4.597796080888436
"Barrie--Springwater--Oro-Medonte (Riding), Ontario, Canada",5.74063052635176
"Vaughan--Woodbridge (Riding), Ontario, Canada",7.1495719360722765
"Parkdale--High Park (Riding), Ontario, Canada",7.275399563754048
"Hamilton Centre (Riding), Ontario, Canada",6.982442852701978
"University--Rosedale (Riding), Ontario, Canada",7.019395118222682
"Thérèse-De Blainville (Riding), Quebec, Canada",7.380428583115998
"Lakeland (Riding), Alberta, Canada",6.652332018712816
"Davenport (Riding), Ontario, Canada",6.986458284426314
"Bourassa (Riding), Quebec, Canada",7.62400054505827
"Notre-Dame-de-Grâce--Westmount (Riding), Quebec, Canada",7.633672243588301
"Rivière-des-Mille-Îles (Riding), Quebec, Canada",7.4231230228415575
"Toronto--Danforth (Riding), Ontario, Canada",7.111572736094941
"Châteauguay--Lacolle (Riding), Quebec, Canada",7.179452257952427
"Saint-Hyacinthe--Bagot (Riding), Quebec, Canada",6.866262129683992
"Berthier--Maskinongé (Riding), Quebec, Canada",6.19467308480544
"Marc-Aurèle-Fortin (Riding), Quebec, Canada",7.677896588454909
"Honoré-Mercier (Riding), Quebec, Canada",7.685323741852372
"Brampton Centre (Riding), Ontario, Canada",7.195289432913576
"Stormont--Dundas--South Glengarry (Riding), Ontario, Canada",5.81081084005712
"Scarborough--Agincourt (Riding), Ontario, Canada",6.908162939357394
"Parry Sound--Muskoka (Riding), Ontario, Canada",4.871440997416771
"Leeds--Grenville--Thousand Islands and Rideau Lakes (Riding), Ontario, Canada",5.632964926821326
"Lac-Saint-Jean (Riding), Quebec, Canada",4.493931969180594
"Abitibi--Témiscamingue (Riding), Quebec, Canada",4.114718155070782
"Outremont (Riding), Quebec, Canada",7.740705480139115
"Scarborough--Guildwood (Riding), Ontario, Canada",6.838260559229183
"Pierre-Boucher--Les Patriotes--Verchères (Riding), Quebec, Canada",7.418266750432031
"Argenteuil--La Petite-Nation (Riding), Quebec, Canada",5.761316247658367
"Scarborough--Rouge Park (Riding), Ontario, Canada",6.8047890166880425
"Steveston--Richmond East (Riding), British Columbia, Canada",5.703532000329588
"Edmonton Strathcona (Riding), Alberta, Canada",8.391465182642992
"Saint-Laurent (Riding), Quebec, Canada",7.8757868451510715
"Alfred-Pellan (Riding), Quebec, Canada",7.681247603010642
"Don Valley West (Riding), Ontario, Canada",7.151006639308931
"Elmwood--Transcona (Riding), Manitoba, Canada",5.72696879225144
"Selkirk--Interlake--Eastman (Riding), Manitoba, Canada",5.391603773229681
"Moncton--Riverview--Dieppe (Riding), New Brunswick, Canada",4.066551924956083
"Winnipeg North (Riding), Manitoba, Canada",5.6955409297179775
"Mission--Matsqui--Fraser Canyon (Riding), British Columbia, Canada",5.773140433082558
"Hastings--Lennox and Addington (Riding), Ontario, Canada",5.396960127965076
"Montarville (Riding), Quebec, Canada",7.488042644770038
"Portage--Lisgar (Riding), Manitoba, Canada",5.015384912670947
"Yellowhead (Riding), Alberta, Canada",6.945713404981376
"Québec (Riding), Quebec, Canada",6.511477060790507
"Regina--Lewvan (Riding), Saskatchewan, Canada",5.468063843116386
"Markham--Thornhill (Riding), Ontario, Canada",6.919333510278326
"Niagara West (Riding), Ontario, Canada",6.45048415650223
"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup (Riding), Quebec, Canada",4.66238298704921
"Bécancour--Nicolet--Saurel (Riding), Quebec, Canada",6.5277508827654085
"Dartmouth--Cole Harbour (Riding), Nova Scotia, Canada",4.516454778754718
"Beauport--Limoilou (Riding), Quebec, Canada",6.437800850330189
"Beauport--Côte-de-Beaupré--Île dOrléans--Charlevoix (Riding), Quebec, Canada",5.385967345928399
"Sudbury (Riding), Ontario, Canada",4.5806327811429615
"Saint Boniface--Saint Vital (Riding), Manitoba, Canada",5.711639672948188
"Don Valley East (Riding), Ontario, Canada",7.041595929902707
"Nickel Belt (Riding), Ontario, Canada",4.462337752953536
"Winnipeg South Centre (Riding), Manitoba, Canada",5.754373585391925
"Scarborough North (Riding), Ontario, Canada",6.80601737172424
"South Shore--St. Margarets (Riding), Nova Scotia, Canada",4.2216087131466065
"Saskatoon--Grasswood (Riding), Saskatchewan, Canada",5.744963015610836
"Kildonan--St. Paul (Riding), Manitoba, Canada",5.7037259180221
"Jonquière (Riding), Quebec, Canada",4.851441784400353
"Brandon--Souris (Riding), Manitoba, Canada",4.866575988272949
"Nipissing--Timiskaming (Riding), Ontario, Canada",4.553827708413796
"Sackville--Preston--Chezzetcook (Riding), Nova Scotia, Canada",4.439900115582887
"Skeena--Bulkley Valley (Riding), British Columbia, Canada",4.72232776897492
"Dauphin--Swan River--Neepawa (Riding), Manitoba, Canada",5.027696928137726
"Regina--Wascana (Riding), Saskatchewan, Canada",5.434704872556395
"Mégantic--L'Érable (Riding), Quebec, Canada",4.744615651529641
"Abitibi--Baie-James--Nunavik--Eeyou (Riding), Quebec, Canada",3.7303753065725607
"Beauséjour (Riding), New Brunswick, Canada",3.968137242974308
"Saskatoon--University (Riding), Saskatchewan, Canada",5.894965846434803
"Manicouagan (Riding), Quebec, Canada",3.7639566268619866
"Saskatoon West (Riding), Saskatchewan, Canada",5.9099276091268464
"Kings--Hants (Riding), Nova Scotia, Canada",4.036244801757824
"Winnipeg Centre (Riding), Manitoba, Canada",5.754329897478182
"Fredericton (Riding), New Brunswick, Canada",4.108523323034755
"St. John's East (Riding), Newfoundland and Labrador, Canada",4.761546842025733
"Avalon (Riding), Newfoundland and Labrador, Canada",4.5935924750114046
"Rimouski-Neigette--Témiscouata--Les Basques (Riding), Quebec, Canada",3.968875634653472
"Charleswood--St. James--Assiniboia--Headingley (Riding), Manitoba, Canada",5.610442754102852
"Fundy Royal (Riding), New Brunswick, Canada",3.808623916425359
"Carlton Trail--Eagle Creek (Riding), Saskatchewan, Canada",5.5876665680988244
"West Nova (Riding), Nova Scotia, Canada",3.863167464178378
"Thunder Bay--Superior North (Riding), Ontario, Canada",4.5588856808408424
"Thunder Bay--Rainy River (Riding), Ontario, Canada",4.53431746828366
"Cumberland--Colchester (Riding), Nova Scotia, Canada",3.926558684776309
"St. John's South--Mount Pearl (Riding), Newfoundland and Labrador, Canada",4.65179321337162
"Churchill--Keewatinook Aski (Riding), Manitoba, Canada",5.092601333469585
"Long Range Mountains (Riding), Newfoundland and Labrador, Canada",3.605114052241958
"Saint John--Rothesay (Riding), New Brunswick, Canada",4.0056895190701285
"Prince Albert (Riding), Saskatchewan, Canada",5.782437113902907
"Chicoutimi--Le Fjord (Riding), Quebec, Canada",4.946402477752535
"Moose Jaw--Lake Centre--Lanigan (Riding), Saskatchewan, Canada",5.231240482608509
"Algoma--Manitoulin--Kapuskasing (Riding), Ontario, Canada",4.388599511175692
"Sault Ste. Marie (Riding), Ontario, Canada",4.477151914861005
"Timmins--James Bay (Riding), Ontario, Canada",4.3137185633508475
"Regina--Qu'Appelle (Riding), Saskatchewan, Canada",5.299530278878167
"Acadie--Bathurst (Riding), New Brunswick, Canada",3.9793671128093995
"Gaspésie--Les Îles-de-la-Madeleine (Riding), Quebec, Canada",3.7851291640987665
"Coast of Bays--Central--Notre Dame (Riding), Newfoundland and Labrador, Canada",3.585781922187354
"Central Nova (Riding), Nova Scotia, Canada",3.951916449422538
"Sydney--Victoria (Riding), Nova Scotia, Canada",4.217100388395725
"Desnethé--Missinippi--Churchill River (Riding), Saskatchewan, Canada",5.877669629983846
"Bonavista--Burin--Trinity (Riding), Newfoundland and Labrador, Canada",4.1754720972520944
"Yorkton--Melville (Riding), Saskatchewan, Canada",5.273223538279654
"Battlefords--Lloydminster (Riding), Saskatchewan, Canada",6.103988810772565
"Souris--Moose Mountain (Riding), Saskatchewan, Canada",4.961153509945359
"Cape Breton--Canso (Riding), Nova Scotia, Canada",4.036489631659391
"Avignon--La Mitis--Matane--Matapédia (Riding), Quebec, Canada",3.7705938312224827
"Tobique--Mactaquac (Riding), New Brunswick, Canada",3.9101937603341907
"Cypress Hills--Grasslands (Riding), Saskatchewan, Canada",5.026099826314234
"New Brunswick Southwest (Riding), New Brunswick, Canada",3.844628054951021
"Kenora (Riding), Ontario, Canada",6.147485480744917
"Madawaska--Restigouche (Riding), New Brunswick, Canada",3.88622079245112
"Miramichi--Grand Lake (Riding), New Brunswick, Canada",3.9031886921177383
"Northwest Territories (Riding), Northwest Territories, Canada",4.066552731798429
"Yukon (Riding), Yukon, Canada",4.254871979824273
"Cardigan (Riding), Prince Edward Island, Canada",3.934386371461999
"Malpeque (Riding), Prince Edward Island, Canada",3.9135030315742783
"Charlottetown (Riding), Prince Edward Island, Canada",4.075809803854406
"Nunavut (Riding), Nunavut, Canada",2.07928734638259
"Egmont (Riding), Prince Edward Island, Canada",3.85921480978956
"Labrador (Riding), Newfoundland and Labrador, Canada",3.0819520174949515
