longname,Citizen by Birth %,Citizen by Naturalization %,Non-citizen %,Born outside US %,Born in us outside state %,Born in state of residence %,Only English at Home %,Spanish at Home %,Other at Home %
"California, USA",0.7350012561945751,0.14184213176265742,0.1231566120427675,0.2649987438054249,0.17103767854180607,0.563963577652769,0.5614312345474411,0.2834053290519404,0.15516343640061842
"Texas, USA",0.8300810867944972,0.06760589977715804,0.10231301342834472,0.1699189132055028,0.23529775496496422,0.594783331829533,0.6490123146752147,0.28684821969474267,0.06413946563004257
"Florida, USA",0.7901336247515012,0.1218800697975617,0.08798630545093716,0.20986637524849885,0.4307825259113952,0.35935109884010596,0.701775162208497,0.22105312125715473,0.07717171653434828
"New York, USA",0.7750896697058554,0.1323335287682129,0.0925768015259317,0.2249103302941446,0.14502854042219987,0.6300611292836555,0.6950030519833174,0.14776757621117992,0.1572293718055027
"Pennsylvania, USA",0.9287107635829547,0.03899334150640054,0.03229589491064483,0.07128923641704536,0.21234847693641815,0.7163622866465365,0.8832871977647208,0.051901480588980836,0.06481132164629838
"Illinois, USA",0.859366638902975,0.07399953200996277,0.06663382908706204,0.14063336109702482,0.18806795357153522,0.67129868533144,0.7675816133048693,0.13479829569364085,0.09762009100148993
"Ohio, USA",0.9524645605032539,0.025321080035310604,0.022214359461435535,0.04753543949674614,0.20387003525849529,0.7485945252447586,0.9265993412388387,0.023424378317735566,0.049976280443425745
"Georgia, USA",0.8970722611575975,0.048362024530963825,0.05456571431143861,0.10292773884240243,0.3527364555356713,0.5443358056219263,0.8572719513655603,0.08025285614490266,0.062475192489537125
"North Carolina, USA",0.9183917857492532,0.03365415794888305,0.04795405630186375,0.08160821425074681,0.3641576415952603,0.5542341441539929,0.8792911210698624,0.07706959956339873,0.04363927936673896
"Michigan, USA",0.9306915028078566,0.038008181419477434,0.03130031577266591,0.06930849719214334,0.16721977820134123,0.7634717246065152,0.9010511507043744,0.02894508023486254,0.07000376906076304
"New Jersey, USA",0.7709422391555035,0.13134743714533106,0.09771032369916541,0.2290577608444965,0.2535706683781202,0.5173715707773833,0.6806146410083156,0.1654581323393501,0.15392722665233416
"Virginia, USA",0.8745181131153731,0.06858268569028633,0.056899201194340464,0.1254818868846268,0.38236321285269803,0.492154900262675,0.835368266469749,0.07366096104899793,0.09097077248125311
"Washington, USA",0.8534133259660821,0.07079728469279567,0.07578938934112224,0.1465866740339179,0.38569020564489204,0.46772312032118996,0.7971025816355817,0.08653405314884102,0.11636336521557733
"Arizona, USA",0.869742356226197,0.060146827470306294,0.07011081630349673,0.13025764377380303,0.4722202092809166,0.3975221469452803,0.7341038225406794,0.2014174569386104,0.06447872052071023
"Massachusetts, USA",0.8269660445750036,0.09398730059270612,0.07904665483229029,0.17303395542499642,0.22992114621583248,0.5970448983591712,0.7564412783473564,0.09394251178939868,0.1496162098632449
"Tennessee, USA",0.946730901978562,0.022129303116843406,0.03113979490459451,0.053269098021437915,0.3573247439458691,0.5894061580326929,0.9260293090399098,0.042066457367155724,0.031904233592934414
"Indiana, USA",0.9458245326113038,0.02233763963894575,0.03183782774975042,0.05417546738869617,0.268087520403357,0.6777370122079469,0.910537867526711,0.046616069514842484,0.04284606295844659
"Maryland, USA",0.8461362716789911,0.0831017867091216,0.0707619416118874,0.15386372832100897,0.37373611329136913,0.4724001583876218,0.8053909878670173,0.08546962183452868,0.10913939029845394
"Missouri, USA",0.9581860355834043,0.021259982493437343,0.020553981923158365,0.04181396441659571,0.2968013542337549,0.6613846813496495,0.9377156734868185,0.02604026060258988,0.03624406591059165
"Wisconsin, USA",0.9497459134536756,0.023794797848700564,0.0264592886976238,0.05025408654632436,0.2399572085245499,0.7097887049291257,0.9138139150553225,0.04636638156732959,0.03981970337734786
"Colorado, USA",0.9046920800618398,0.04456651341842362,0.0507414065197366,0.09530791993816021,0.4854177121234783,0.4192743679383615,0.8374587186720331,0.11124482073299709,0.05129646059496974
