longname,LICO-AT %,Household income < C$50k %,Household income C$50k - C$100k %,Household income > C$100k %,Individual income < C$50k %,Individual income C$50k - C$100k %,Individual income > C$100k %
"Edmonton--Wetaskiwin (Riding), Alberta, Canada",0.03009467697347755,0.14318280696984015,0.31018860609663057,0.5466285869335292,0.5166252874687869,0.33679373905214094,0.1465809734790721
"Calgary Shepard (Riding), Alberta, Canada",0.03996557844764185,0.13095249587086388,0.2954936187834903,0.5735538853456458,0.4954450485740297,0.3352273298632628,0.16932762156270748
"Brampton West (Riding), Ontario, Canada",0.045699672326948125,0.06404850079554061,0.2746524327474956,0.6612990664569637,0.6363432388417773,0.2789668975957055,0.08468986356251718
"Calgary Skyview (Riding), Alberta, Canada",0.04999252324533438,0.12969182656122388,0.3736059793510527,0.49670219408772337,0.6601633474533566,0.28633256589832995,0.05350408664831332
"Banff--Airdrie (Riding), Alberta, Canada",0.026435569982379184,0.12268290969036753,0.2945281726982155,0.5827889176114169,0.5017324929080184,0.32075546001609545,0.17751204707588633
"Simcoe--Grey (Riding), Ontario, Canada",0.02104205059473946,0.1875540190146928,0.3330164217804671,0.47942955920484015,0.5751210306063844,0.3148847132190035,0.10999425617461217
"Durham (Riding), Ontario, Canada",0.022614951032507546,0.11655725104746366,0.29236858116702646,0.5910741677855098,0.5431890693335163,0.3158365446883105,0.14097438597817324
"Oakville North--Burlington (Riding), Ontario, Canada",0.04193064922678654,0.08488855710781701,0.2233123600298604,0.6917990828623226,0.48974881194840486,0.2763068567549218,0.23394433129667344
"King--Vaughan (Riding), Ontario, Canada",0.03434424090526407,0.10613764126255784,0.21392261721486455,0.6799397415225776,0.5492407391612544,0.26764506576548497,0.18311419507326074
"Niagara Falls (Riding), Ontario, Canada",0.038560950052392635,0.26759838806482067,0.3721169510417554,0.36028466089342387,0.6694629457887189,0.2544051934912745,0.07613186072000667
"Calgary Rocky Ridge (Riding), Alberta, Canada",0.04299237056980933,0.11506873605063991,0.26699896560756925,0.6179322983417908,0.5121057642869524,0.2988351172489792,0.18905911846406823
"Guelph (Riding), Ontario, Canada",0.04347826086956524,0.20063694267515952,0.331119199272065,0.4682438580527755,0.5623261359120415,0.32339824259283784,0.1142756214951207
"Dufferin--Caledon (Riding), Ontario, Canada",0.020494124309783424,0.1129443029564832,0.2578894917506368,0.62916620529288,0.5488843086298054,0.30710637153866815,0.14400931983152643
"Etobicoke--Lakeshore (Riding), Ontario, Canada",0.0698778890683515,0.24301787416222137,0.3076128199509672,0.4493693058868115,0.520550208841534,0.30063643401420453,0.17881335714426153
"Brantford--Brant (Riding), Ontario, Canada",0.034668869784469224,0.23400159796521677,0.34825827300607376,0.41774012902870944,0.6106836865518054,0.3054794283956074,0.08383688505258732
"Orléans (Riding), Ontario, Canada",0.025277033906957232,0.06564290281001019,0.2815988333021562,0.6527582638878335,0.44699383478581906,0.37659061327916066,0.17641555193502031
"London West (Riding), Ontario, Canada",0.05020633808498145,0.23511422574603558,0.3450355201310444,0.41985025412292004,0.5762204232206173,0.30462296229357044,0.11915661448581229
"Whitby (Riding), Ontario, Canada",0.02179916780203997,0.11152208025106468,0.255548083389375,0.6329298363595602,0.5188471129867641,0.30486284289276766,0.1762900441204683
"London North Centre (Riding), Ontario, Canada",0.0952688034933582,0.34560076395474365,0.34522001528491736,0.3091792207603391,0.6463945139002011,0.258286645367906,0.09531884073189292
