longname,Population (2000),Population Change (2000-2020),PW Density (r=1km) (2000),PW Density (r=1km) Change (2000-2020),AW Density (2000),White % (2000),Hispanic % (2000),Black % (2000),Asian % (2000),Native % (2000),Hawaiian / PI % (2000),Other / Mixed % (2000),Racial Homogeneity (2000) %,Racial Homogeneity Change (2000-2020) %,Segregation (2000) %,Segregation Change (2000-2020) %,Mean Local Segregation (2000) %,Mean Local Segregation Change (2000-2020) %,Housing Units per Adult (2000),Vacancy % (2000),PW Density (r=250m) (2000),PW Density (r=250m) Change (2000-2020),PW Density (r=500m) (2000),PW Density (r=500m) Change (2000-2020),PW Density (r=2km) (2000),PW Density (r=2km) Change (2000-2020),PW Density (r=4km) (2000),PW Density (r=4km) Change (2000-2020),geoid
"Clark County, Nevada, USA",1375738.0,0.6467241582336172,2457.522419111236,0.06745508243747644,65.90387972111805,0.6023268965457086,0.21962248625828465,0.08824354637292857,0.05177293932420272,0.005641335777597188,0.004262439505196483,0.028130356216081842,0.5241771304787312,-0.146619233621347,0.17653962460895392,-0.04107492898252996,0.08472937829954426,-0.019578859471688262,0.546080894869093,0.0839296029300518,4327.95755827069,-0.06587685753268759,2944.5369836573705,0.04120894903681685,2116.149106931586,0.05949318493611146,1802.863369076578,0.06460815587194077,32003
"San Bernardino County, California, USA",1709467.0,0.27621884482122205,1805.2206317210532,0.10968098687564924,32.82842594871114,0.44004885733389415,0.39157819367089275,0.08786481400342915,0.04571834378785902,0.005735705924712206,0.002566296980286838,0.026487788298925924,0.48437822359931215,-0.003169595008465531,0.1974807280126889,-0.020496274183214452,0.08175217579440436,-0.014779357939824891,0.5172811527738058,0.1170917472566017,3330.6235318626545,-0.05848334428028069,2256.7516143462094,0.06176824958541352,1489.05009930763,0.12901568405569191,1233.9636164254919,0.14804318374165937,06071
"Tarrant County, Texas, USA",1447101.0,0.4585298469146245,1527.2772603650208,0.09760388897208241,618.2451195970666,0.6191931316473418,0.19718388695744113,0.1262683116105925,0.035990577022612796,0.004128944697018384,0.0014110970830646928,0.015824050981928697,0.6051016978195766,-0.15942729609550726,0.29526299431229586,-0.0922768962530508,0.1369510133385696,-0.020636327918304748,0.5439550881024031,0.05599424685175925,2719.659020852412,0.045319082321659286,1895.6481786977915,0.07827503519932885,1278.4038102403517,0.12712887732998562,1080.8671601699793,0.17167161849774135,48439
"Bexar County, Texas, USA",1392936.0,0.44251781847837945,1672.0776162089453,0.0059684549009235135,428.15132439441294,0.3562582918382467,0.5434836920002067,0.0689076885083019,0.015340977618497906,0.0025119603485012952,0.0006798589454217566,0.0128175307408237,0.5893737740303823,-0.069280220147941,0.28266864324349156,-0.12450588439061075,0.090660281468236,-0.03696494796949797,0.5230566204363447,0.06189886896710507,3446.81121595002,0.03615850112193285,2092.8736946469685,-0.008107669749012503,1437.6951088742996,0.019879491164212264,1264.5775339638058,0.0425320391105648,48029
"Broward County, Florida, USA",1623035.0,0.19798710440625125,2152.138814913001,0.12171146244997118,511.54759431771686,0.5801951282627916,0.1673740862027005,0.20043745205741095,0.022210858052968668,0.0018077244175264242,0.00047257144793550355,0.027502179558666323,0.5696113786125446,-0.13890942416553426,0.27536051126552896,-0.0688147692977687,0.16344067919000582,-0.028662161506433775,0.5973752222594054,0.11657136532002894,4243.311193591889,0.015142286313085144,2623.4272788179246,0.06524290130524046,1914.4137208852665,0.13103995404923743,1715.3828178237434,0.14107973960890716,12011
"Santa Clara County, California, USA",1682614.0,0.1508408939899466,3096.836266536463,0.0829665725107147,499.6216471707324,0.44235160292259545,0.23974779717748693,0.02643208721667596,0.2536369006795379,0.0031320314700816706,0.002995339394537309,0.03170424113908478,0.46850976651224113,-0.040263031505982705,0.21944508892883396,-0.03574399770805442,0.12191286411931342,-0.0181404754341596,0.4573726550024246,0.02288440552002321,4583.19492423847,0.017449392394627627,3581.058892594645,0.06997381370509084,2730.1722420317283,0.09168782396201137,2371.067627972194,0.09589896667905354,06085
"Wayne County, Michigan, USA",2061052.0,-0.12978372209919983,2362.073066685263,-0.18912433819265612,1259.5847541615963,0.4992004083351609,0.03745854058995115,0.4195076106764895,0.01690204808030074,0.0031935147681863437,0.00019310526857158384,0.02354477228133982,0.7924442361467704,-0.1252357223512065,0.6375006690907694,-0.17019627675644494,0.22062314927024965,-0.02422568415627363,0.5565660794302776,0.06929835611261573,3025.3004276623,-0.16558648180420354,2632.0421883313456,-0.16980079515405883,2132.268894454506,-0.21515881532151757,1931.9036298320325,-0.2318697676888153,26163
"New York County, New York, USA",1536958.0,0.10232680398553506,27503.11325452644,0.05839746105822048,18706.984925187266,0.45787002637677804,0.2718252548215371,0.1526892732267245,0.09320684104575401,0.0016038174107555314,0.00037216371559925515,0.022432623402851605,0.5816335080891751,-0.12183797720676065,0.3881524319039112,-0.16950785145535366,0.23917231596323485,-0.06358965006021733,0.6238646225050621,0.07450572007534033,42125.05678588071,0.025133500869583623,35236.18154853797,0.037167840673592294,20543.77772386443,0.08158497361231626,16146.370998063854,0.13537518260296166,36061
"Alameda County, California, USA",1443464.0,0.16545961658898317,3621.1646952174415,0.07630193685177768,742.7706378416791,0.40938049026508455,0.18975048910121764,0.14624957740546352,0.20271929192553467,0.003672415799770552,0.0058595157205167565,0.042368219782412314,0.42166122399908074,-0.03833122300456637,0.21006979990692082,-0.03158688368806756,0.12297285981499162,-0.02832294006169439,0.4955263382644782,0.030308028458486305,5174.582283927478,0.05465176294186297,4193.283846259703,0.0685469684785009,3077.4565791181535,0.08896364341475668,2411.9109890923514,0.10439215824527372,06001
"Middlesex County, Massachusetts, USA",1465363.0,0.11371858031081718,2582.226503767302,0.09260475293788722,667.8785773291578,0.8358010950187769,0.045523191181980165,0.031798946745618666,0.062347691322900876,0.001154662701323836,0.0002654632333421821,0.02310894979605736,0.7454459645608517,-0.20362327925938783,0.1338407566330199,-0.004572719857588892,0.05717003841288337,0.017654120385755714,0.5074720518594985,0.026760150596298216,3794.058426430099,0.024828534764254038,2971.3190183589754,0.07188155953968253,2261.7237930413335,0.11075069509750443,1941.7455775914525,0.1282941646570416,25017
"Philadelphia County, Pennsylvania, USA",1517550.0,0.057132878653092155,6666.982480840572,0.07951619873785246,4104.921007774493,0.42462851306382,0.08495799149945636,0.4257671905373793,0.0442285262429574,0.0019162465816612302,0.00032618365128002374,0.018175348423445686,0.6923828649902165,-0.1599649428443768,0.510880578802518,-0.17408371302404857,0.29304241302854495,-0.06293214272836253,0.5821294951595168,0.10619950256141489,8943.702464642953,0.04879639297143473,7645.190817715432,0.07102412025971444,5712.904490116889,0.08586432791248584,4685.17480830077,0.08472844614726341,42101
"Sacramento County, California, USA",1223499.0,0.29550984512451584,2123.771967544345,0.08985995355793008,475.075305947148,0.5775689232275629,0.16010638341347233,0.09650436984419276,0.10837851113895475,0.007413165029150004,0.005548022515751954,0.04448062483091527,0.47663233481424094,-0.11672290087708315,0.15276112000304234,-0.02723268029852033,0.0664329167127925,-0.004807807697444572,0.5358591348655657,0.04447711895112025,3346.0043033999236,-0.006778204206528502,2492.858662777434,0.07879259412976976,1849.2493765738618,0.09660597397017623,1565.2822150072238,0.10830109421933314,06067
"Suffolk County, New York, USA",1419459.0,0.0748926175394992,1355.9798039413254,0.04009357209329819,476.49870787472986,0.7879325855836625,0.10528940955673957,0.06571095043956887,0.0242035874230957,0.0021000958815999616,0.0001831683761207615,0.014580202739212615,0.7408308176107176,-0.157659943613365,0.28566299144402696,-0.05359211151788848,0.09042725074561633,0.01845811431210713,0.4956915693513434,0.0977375670001615,2068.8577328695915,0.0481252676969561,1556.875989928387,0.0394661677580249,1208.6842502974412,0.04251502150255384,1057.198028525907,0.03675291105844901,36103
"Palm Beach County, Florida, USA",1130997.0,0.31935893729161086,1409.949524060451,0.17225176087024904,196.13404481714878,0.7058427210682257,0.12437698773736801,0.13477577747774752,0.014924884858226857,0.0014297120151512339,0.00042705683569452436,0.018222860007586227,0.6892743489089997,-0.16476440308341234,0.3359484369209188,-0.0786981600276333,0.12277843021354305,0.0021676593230359475,0.6243209191705725,0.14735316124205014,3041.9282926454744,0.05232826319906069,1773.1528017637136,0.12670080407072665,1181.0653998366647,0.21430321935757807,992.9192117678551,0.25483873670966234,12099
"Bronx County, New York, USA",1332437.0,0.10524550128824102,18726.156528855114,0.10879828022117653,10819.683952749145,0.1452031127925748,0.4838270027025668,0.3124635536239237,0.028937953539266772,0.0026177597890181675,0.0003557391456406569,0.026594878407009113,0.4984125610504317,-0.012051523701117894,0.22313771081785833,-0.06811880673551496,0.21170736596592488,-0.051489803651493304,0.5245986491168784,0.055888516516222675,28018.19377633961,-0.035227172063809604,22295.217133611295,0.07435812643459518,16556.737515172932,0.10816741041908717,13883.24192619017,0.0955852651257655,36005
"Hillsborough County, Florida, USA",998707.0,0.4611793048411596,1253.3088031792217,0.1554279790592643,356.3770167023879,0.633212744078093,0.17991162573207156,0.14443375284242527,0.02161094294923336,0.002994872369974377,0.0006097884564742212,0.017226273571728245,0.5963018314507069,-0.15403501940897424,0.25976133210621805,-0.08340271612803163,0.1245726322242055,-0.020179948459875807,0.5703052387766844,0.07992436980718534,3021.3239206916855,0.04976639279385172,1631.341240765554,0.11481944671277665,1077.4348952014186,0.15677798795860526,917.4340696552626,0.17362930302529261,12057
"Orange County, Florida, USA",896344.0,0.5952669957070054,1380.7299556046992,0.15763259048215966,344.83362694078556,0.575338262988317,0.18783078817953822,0.17526306864328875,0.033084396169327845,0.0024867684728184713,0.0008088412484492561,0.025187874298260488,0.5541816014036063,-0.12409339309121015,0.25854202811043553,-0.05857201968555248,0.1382020466330812,-0.02454821480587363,0.5389833493531382,0.06877196286009399,3895.806739840616,-0.05912569888067152,1880.986077992495,0.08350777898371256,1148.4362926829785,0.17890352796341796,1015.0098887456683,0.15909230571603816,12095
"Nassau County, New York, USA",1334046.0,0.046203804066726334,2842.6854816198406,0.050289763648220784,1637.3629964471677,0.7395059840515245,0.09986237356133147,0.09731973260292373,0.04704035692922133,0.0009827247336298749,0.00020389102024967655,0.015084937101119453,0.7038610162457782,-0.17905599611772482,0.3137322368154976,-0.0696578537561616,0.18418647785493847,-0.014405272032490257,0.45559689203616605,0.023344085575325024,3655.089566410432,0.03338194099752117,3150.358793397577,0.04406005594030363,2570.0446678363155,0.050164129478917976,2311.8473677735155,0.05127620461433406,36059
"Franklin County, Ohio, USA",1068951.0,0.23841691527488162,1789.2550821671687,0.07386476694005407,759.2034204601588,0.7443156889324206,0.022710114869624518,0.17741879655849518,0.030544898690398344,0.0024304201034472113,0.0003844890925776766,0.02219559175303639,0.72325043560183,-0.17331261610449378,0.3292759909852092,-0.09800190481751064,0.12528091153231424,-0.008850844363924193,0.5880922464334694,0.06813224621906386,2987.9616954591993,0.0607598575716673,2178.0144727059774,0.06285355395335616,1472.1104280180787,0.09637241139349614,1242.558709967426,0.11678466568893661,39049
"Travis County, Texas, USA",811877.0,0.5891421976481659,1660.7316805479788,0.04751683055800128,305.8127970933802,0.5635890658314006,0.2820168572333001,0.0901614407108466,0.04412121540578191,0.0027824411825929296,0.00048036833165614987,0.01684861130442173,0.5620751285991887,-0.09275399414095215,0.2608877931718283,-0.07180713038963737,0.12642578568644566,-0.03455615012389271,0.5421187486671794,0.04480205027341946,3384.3198186049244,0.023067369782206738,2047.2449247654981,0.07777884276077789,1383.7827801858164,0.06355751348854108,1160.7291685414518,0.10856871399340108,48453
"Hennepin County, Minnesota, USA",1116246.0,0.1481026583745877,1908.4676929463276,0.09423845896645519,710.2959926285619,0.7893036122861806,0.040706976777520366,0.08842226534294412,0.047687516909355104,0.009148521024935364,0.0004237417200151221,0.024307365939049277,0.7148678339336341,-0.1542278828296324,0.21788941333816114,-0.03514594618693134,0.06769793819805799,0.014647513928573275,0.5523431038261152,0.027030774383051157,3003.464612250828,0.08032645815773391,2227.7649566947293,0.09286635782225613,1701.9025572868743,0.10650039157557559,1501.1701784762201,0.11958672871300025,27053
"Oakland County, Michigan, USA",1194156.0,0.06719306355283565,1159.8756337191078,-0.028027696073285813,508.24798233506596,0.81375632664409,0.024284096885164082,0.10024485913063284,0.041210696089958095,0.0023899724994054378,0.00021605217408780762,0.017897996576661676,0.7754448230364517,-0.1405368418799271,0.30959042408506277,-0.04647709284376916,0.12328411684911993,0.0009010676982154908,0.5506270455654604,0.04230903709485941,2167.7832933754084,-0.05288068015156122,1397.0701202046846,-0.04809805651301465,1037.9013995786252,-0.03215059634351234,973.9202055309574,-0.03784482981611528,26125
"Cuyahoga County, Ohio, USA",1393717.0,-0.09277923710480679,2183.5055766963524,-0.17969194183678533,1172.847586731123,0.6589063633434908,0.03377873700327972,0.27221236449006503,0.01794912453532532,0.001546942456754133,0.0001843989848728257,0.015422069186212122,0.7806626552172244,-0.14037950703334523,0.5525369029050533,-0.16578364410230662,0.178441001529735,-0.03775261203788802,0.5896730243668278,0.07350890279894917,3416.5597202400213,-0.18161192939641985,2544.7677008095434,-0.17257652065038942,1906.8969346316608,-0.18973414692194976,1639.326356797021,-0.17627540078326606,39035
"Allegheny County, Pennsylvania, USA",1281670.0,-0.024244930442313545,1705.4465023310177,-0.0952194053237735,664.865053083063,0.8380683015128699,0.008712070969906451,0.12331957524167687,0.01688032020722963,0.0011133911225198374,0.00023094868413866285,0.011675392261658616,0.8348886951706355,-0.15223564968464154,0.41460367326502023,-0.17786555198585033,0.1130586528649615,-0.0226974473705671,0.5831181058919012,0.07928111689135335,2924.488986119166,-0.08261803458696314,2082.925333305904,-0.09364005028737521,1467.1598646487287,-0.09163978193016098,1309.7799272441785,-0.08980468920210853,42003
"Salt Lake County, Utah, USA",898387.0,0.31929558197079877,1951.5158287068243,0.07106372558439633,430.5410752235243,0.8094473762420872,0.11886525517399517,0.009462514484292405,0.025285316906856398,0.007220718910669901,0.01209389717348982,0.017624921108609096,0.7122675695080917,-0.15061362959020064,0.12664499159531617,-0.0016072262109121382,0.03380263515574985,0.013967683298740659,0.49762965666032866,0.0507524419386275,2851.496953283671,0.056721392846904785,2230.47020464556,0.06783213410703912,1722.6743293532206,0.08624210946508865,1478.9477200384342,0.10483898320646824,49035
"Contra Costa County, California, USA",948838.0,0.2288293681323893,1954.814421686885,0.10138012366175073,481.8393945417439,0.5790524831425385,0.17682365166656477,0.09153511979916487,0.10821763040687662,0.0038447026784340426,0.0033272276194671797,0.03719918468695394,0.5102451608210038,-0.10924434240312147,0.199576001514704,-0.0206856948037466,0.07987471994783464,0.005346409250318734,0.508654440700045,0.029375015865046976,3652.2952949428072,-0.037201894878928485,2387.598010739066,0.061750035757397646,1612.0652826062117,0.11876515251331621,1206.3703522733535,0.1403526615860734,06013
"Fairfax County, Virginia, USA",969747.0,0.1861495833449343,1732.6189324205563,0.1819314047115675,931.3580284866251,0.6437710041897526,0.11029474698039798,0.08382186281576536,0.12950284971234766,0.0018912149251299566,0.0006352172267612068,0.030083104149845268,0.5314014962587197,-0.13315601610934819,0.1464464370425623,-0.01263210491664657,0.07973147953995575,0.011297178335360564,0.49675251526297093,0.024149118511263466,4105.50960478303,0.012790483391324221,2294.0444157851593,0.1236577091470241,1526.2498244240498,0.18113409821924623,1363.1715032529237,0.175404475038495,51059
"Wake County, North Carolina, USA",627778.0,0.799059540155915,867.4698633798332,0.24561120135772016,282.80894183320635,0.6994733807173874,0.05413378614733234,0.19533497510266368,0.03374281991404605,0.002900706937802854,0.00028353972264080616,0.014130791458126919,0.6743134362863252,-0.16149533067477562,0.3047746417632042,-0.09203982189005519,0.12283578053328736,-0.019180805611418508,0.5499849001067626,0.06414440611900821,2306.8577184519536,0.0402046791769377,1178.4044234354133,0.1634302598364086,718.1086097795219,0.2776042237216844,618.7282234105062,0.3029277264711006,37183
"Mecklenburg County, North Carolina, USA",695473.0,0.6039184842546008,986.8093886900251,0.28579146716349524,491.57527652720216,0.6113220786428805,0.06451868009254133,0.2766577566634506,0.031226230205917412,0.0030626638273520326,0.00040691730663879115,0.012805673261219343,0.6617850016704574,-0.17603618708793523,0.37882425485160204,-0.12813508639871896,0.16966286716499723,-0.02989097997746415,0.5616293280585395,0.06596454789859701,2878.7960368030804,-0.027923269686432675,1306.6307087061189,0.2027737708398673,857.339408400048,0.2932101257070534,777.450202776608,0.2865299267583697,37119
"Fulton County, Georgia, USA",816002.0,0.3072811096051235,1325.6561262373787,0.23874612852088412,589.6071051638977,0.4534216827899932,0.05889201251957716,0.4424229352379038,0.030189876985595623,0.001406859296913488,0.0003198521572251048,0.013346781012791634,0.7426747641386129,-0.1482560847102683,0.5668731853203195,-0.17667651414372815,0.16255975272778256,-0.034840466205254855,0.5650546770615782,0.07815746278079409,3670.238811855976,-0.0459931980184326,1754.4553940503463,0.15077519121535765,1164.3403300767657,0.219230740759617,1052.5013269075564,0.20484658082948984,13121
"Collin County, Texas, USA",491641.0,1.1651082802288661,1355.1527187671961,0.1619074054849958,214.26906190642902,0.7608885345201072,0.10273349863009798,0.047213312152566606,0.06895682011874518,0.003939866691345921,0.0003945968704806963,0.01587337101665646,0.65888131813916,-0.23212687369267215,0.15367966607738637,-0.007571657459440689,0.06540998973753223,0.02612710710281982,0.556030644166876,0.0659336146446135,2527.2883495169135,0.10339469951315537,1653.5593855374527,0.17901463270171677,1151.406701735834,0.17523795806011927,970.8119467257297,0.2657255268517904,48085
"Montgomery County, Maryland, USA",873285.0,0.21623983006693118,1993.906454164251,0.19879616929489496,665.1246719073614,0.5946684072210103,0.11517431308221257,0.14812117464516167,0.11253599912972283,0.002010798307539921,0.0004019306411996084,0.027087376973153093,0.5022758217311936,-0.11402607814528282,0.16752652244921848,-0.00039777987153474803,0.11211661536703633,0.0005108578710909528,0.5134811163073391,0.02991744232620145,3896.067319359902,0.07706262830815093,2406.050971419013,0.20389529964596093,1714.2605553323,0.1851590114450224,1510.1242781424946,0.18298836003537508,24031
"Pima County, Arizona, USA",843746.0,0.2366671960518924,1347.064024569656,-0.027384037982747814,35.447634473662276,0.6147821737821572,0.29342716883991155,0.028500283260602124,0.019668241390181404,0.025862048531193036,0.0010560050062459556,0.016704079189708752,0.6214544497069476,-0.09387639426247374,0.2908538231563415,-0.07352486553462836,0.0828265673380509,-0.013275833453950156,0.5763466226311237,0.0931044833137774,2986.502802606484,-0.17105609207517236,1731.174381847039,-0.061162356084271154,1112.4413824919573,-0.0273624437453763,962.5628082265812,-0.056603547774394435,04019
"Honolulu County, Hawaii, USA",874921.0,0.16053792285246324,3143.258231047601,0.10763386427283021,547.4677116006407,0.2002226486734231,0.066980904561669,0.022376877455221673,0.45299518470810507,0.0017887329256012828,0.08488995006406293,0.17074570161191696,0.38412587374631335,-0.0244783453213972,0.13626654897087911,-0.008204972733347804,0.07371403400601352,-0.0011593663879749527,0.4733426562514067,0.09319951943651078,6773.230606734988,-0.06031472714659576,4200.9651163127055,0.07244214638939626,2289.938652561575,0.1377737595324428,1483.4236291127177,0.12703700321527245,15003
"Fresno County, California, USA",798800.0,0.2627115673510265,1752.2743498577322,0.08673235464859448,51.308795485464,0.3971444667000501,0.43983224837255885,0.05043189784677016,0.0788970956434652,0.00777791687531297,0.0008537806710065097,0.025062593890836257,0.5266969441425602,-0.03323915206229261,0.2596553854710395,-0.07029019592635155,0.10514858243312655,-0.035707503166390736,0.4976041017777565,0.06383404260047335,2966.4494832603045,0.007395575573678845,2142.9331781769483,0.06424051377158833,1461.293808422824,0.08825848841332452,1195.4439703779829,0.08955619182364019,06019
"Westchester County, New York, USA",923425.0,0.08772991850989523,3189.839353449643,0.10141022511202785,747.6986694963865,0.6408186912851612,0.1560733140211712,0.13561144651704254,0.04433278284646831,0.0011608955789587675,0.0002501556704659285,0.02175271408073206,0.6215294122661025,-0.1151049710084765,0.3050456023356632,-0.052738763111327136,0.15413465254934944,-0.013682099903690764,0.5043406324488443,0.03490998405505443,4985.5314056694315,0.040806747499175164,3850.110712191309,0.08797766569997463,2509.7986886445906,0.0972268889705112,1973.9547391271221,0.08205883525326736,36119
"St. Louis County, Missouri, USA",1016287.0,-0.011786040754235762,1415.519590613283,-0.03781733542539633,749.7088377843185,0.7596426993555954,0.014343389219777484,0.18946124470744977,0.022126623680121856,0.001532047541688519,0.00021942620539276798,0.01267456928997419,0.7838948981926834,-0.12866788463132717,0.4402508666257905,-0.06969337180383434,0.12092445661482504,-0.030595335489499706,0.5572328218672152,0.04573446347686723,2896.303136176471,-0.2361977589658572,1715.1218059279674,-0.09558942982215232,1282.3188476923922,-0.040134408923296394,1146.6146858039322,-0.04927919940560336,29189
