longname,Population,Population (2010),Population Change (2010-2020),Population (2000),Population Change (2000-2020),PW Density (r=1km),PW Density (r=1km) (2010),PW Density (r=1km) Change (2010-2020),PW Density (r=1km) (2000),PW Density (r=1km) Change (2000-2020),AW Density,AW Density (2010),AW Density (2000),Area,Compactness
"Central District of California, CA, USA",19374764.0,18569821.0,0.043346836784264105,17018113.0,0.1384789841270886,3503.8192650921037,3502.238827540216,0.00045126492786839447,3598.818180521128,-0.026397253393687117,185.8963046014051,178.17306579886954,163.28479242323323,104223.50267555322,0.19221363422125842
"Middle District of Florida, FL, USA",12627398.0,10724239.0,0.1774633146463819,8790275.0,0.4365191077639778,1055.5740049392107,955.0089571443864,0.10530272731213768,966.141992776199,0.0925661164007888,162.0653351658555,137.63939236996717,112.81808525200839,77915.47765027784,0.14639921797364494
"Southern District of Texas, TX, USA",9959360.0,8578035.0,0.16103046909927507,6925733.0,0.43802251689460164,1584.1274093742995,1506.9522633776023,0.05121273438597249,1493.884394326762,0.060408298922090715,87.97712273042794,75.77503353437434,61.17923863974943,113203.97497559256,0.07406981078874478
"Northern District of Illinois, IL, USA",9401078.0,9282679.0,0.012754830798307255,8938963.0,0.05169671247101034,3166.332853075174,3061.886645270709,0.03411171604467773,3406.0060249418325,-0.07036780619633562,332.2607220699358,328.07616608259497,315.9282691768369,28294.28029119017,0.3794524361459324
"District of New Jersey, NJ, USA",9288952.0,8791609.0,0.056570190962769155,8413995.0,0.10398829569069153,3041.517944189806,2734.231724912641,0.11238484890558527,2745.4772844400372,0.10782848629911301,460.9886935722654,436.30673808069747,417.5666493672885,20150.064696855407,0.3365872271802966
"Eastern District of New York, NY, USA",8558426.0,8036245.0,0.06497823299314542,7891592.0,0.08449930001449645,11024.238747579397,10152.188300931133,0.08589778093145506,10159.243699297835,0.08514364591345977,1903.988843977321,1787.8194924473878,1755.6386103263235,4494.997975997564,0.09276988402553388
"Northern District of California, CA, USA",8410087.0,7785712.0,0.08019497767192005,7397373.0,0.1369018433976494,3586.621751205498,3333.609436562922,0.0758974077369548,3329.4782871867833,0.07723235949857665,155.61758831172423,144.0643509073867,136.8786489488473,54043.29350711563,0.0940454608230074
"Eastern District of California, CA, USA",8274002.0,7627735.0,0.08472593764728324,6497370.0,0.27343863747947245,1720.3999668833299,1601.9935423276058,0.0739119237545029,1537.260733258834,0.1191334883291135,36.135116400856525,33.31266926209195,28.3760169805897,228973.9960490034,0.2872259854649225
"Western District of Texas, TX, USA",7532652.0,6313443.0,0.1931131713709936,5108058.0,0.47466062444866525,1295.313538148674,1254.9025786335494,0.032202467508774854,1247.8710886603317,0.03801871036156054,31.857780025838952,26.701389935400275,21.603465568730225,236446.23052486638,0.1422749089401886
"Northern District of Texas, TX, USA",7484817.0,6686803.0,0.11934163455989356,5910509.0,0.26635743216024205,1477.0335075727771,1397.1563996946338,0.057171199942684624,1448.6475115445983,0.019594826071880466,29.858335743945307,26.674908555228633,23.578126511257448,250677.63535741525,0.2588444582437843
"District of Arizona, AZ, USA",7151383.0,6391973.0,0.11880682224408645,5130514.0,0.39389211295398474,1570.0739103737178,1455.9466699365025,0.07838696484823353,1535.5146341456134,0.022506640744152713,24.222672598348172,21.650451281448827,17.377724124584248,295235.0931122141,0.6158381077511038
"Northern District of Georgia, GA, USA",7044600.0,6191779.0,0.1377344055722919,5029619.0,0.40062298953459496,935.0628269597352,817.445582279756,0.14388388319618664,815.3117112517476,0.1468777083112589,187.96250523045643,165.2077183478594,134.1992146601231,37478.75136779423,0.4094973353690529
"District of Massachusetts, MA, USA",7028491.0,6546413.0,0.07364002240616349,6346848.0,0.10739866466000131,2432.821787120617,2197.6743864185964,0.10699828971716992,2155.7636072295095,0.12851974073686598,330.7181238366873,308.0344593484006,298.64414179894817,21252.209943809296,0.08254348096796332
"Southern District of Florida, FL, USA",7008347.0,6337895.0,0.10578464931968737,5641137.0,0.2423642609637029,2478.3632078141636,2283.1475363391187,0.08550287196422741,2251.024131771369,0.10099362011898899,253.47809052408485,229.22916381596755,204.02880096330338,27648.728872423333,0.09756947626266714
"Eastern District of Michigan, MI, USA",6535566.0,6466873.0,0.01062228993827465,6624090.0,-0.013363948859390497,1188.174319228303,1179.1233967829387,0.007675975618886289,1382.6452397142025,-0.1406513506863824,116.0756292044307,114.85559972313712,117.64786931335057,56304.37710994146,0.22808623110104514
"Eastern District of Virginia, VA, USA",6307130.0,5723859.0,0.10190170652351849,4972629.0,0.26836930726181263,1587.4993636829365,1478.5203080422075,0.07370818990307572,1387.772766898322,0.1439188039631331,153.74044687550543,139.52283217761226,121.21110625690254,41024.53276402489,0.07908050075059452
"District of Maryland, MD, USA",6177211.0,5773548.0,0.0699159338417209,5296332.0,0.16631868999148844,1724.88562549248,1668.7367009555949,0.033647563755703096,1696.1796968510073,0.016923872331903136,231.82443011910246,216.67536933177186,198.7659394541592,26646.0743452551,0.03944264257064492
"Southern District of Ohio, OH, USA",6039515.0,5739690.0,0.05223714172716645,5436165.0,0.11098816904932061,1069.4545179211868,994.1211122920648,0.07577890128038008,1048.0404751273397,0.020432457812514578,100.82989494353447,95.82430703598806,90.75694751080493,59898.05903677848,0.3711408047694202
"Western District of Washington, WA, USA",6037385.0,5229129.0,0.15456799784438288,4586442.0,0.3163548127284723,1756.0656011743185,1436.0684519485508,0.22282861850462274,1337.4385873247495,0.31300653190135624,92.37830459073929,80.01114249070879,70.17735924804522,65355.009780134395,0.04716898788107209
"Eastern District of Pennsylvania, PA, USA",5887609.0,5587300.0,0.05374850106491508,5273167.0,0.11652238588309455,3027.693684407767,2860.9630786531093,0.05827779009058423,2910.79468624212,0.04016050967736416,475.8462635999445,451.5747952372466,426.1860484092148,12372.922623071925,0.3609738951343623
"District of Colorado, CO, USA",5773714.0,5029196.0,0.1480391696804022,4301261.0,0.3423305398114646,1578.279005741002,1443.819995590924,0.09312726694510619,1465.965770364442,0.07661381844450481,21.41587582904359,18.654307618271826,15.954249116653138,269599.71406678855,0.6684799338813123
"Northern District of Ohio, OH, USA",5759292.0,5795700.0,-0.006281898648998395,5915140.0,-0.026347305389221556,964.1251549175026,999.0643750333733,-0.03497194073675532,1157.508525064427,-0.16706863574603964,122.61636743558711,123.39150033483841,125.93439951871493,46970.00996237696,0.2528427373049978
"District of Minnesota, MN, USA",5706471.0,5303929.0,0.07589505817291295,4919290.0,0.16001923041739763,1107.7316743828462,1008.0290970209402,0.09890843196546625,1035.6475316611588,0.06960296869154489,26.10817710198834,24.26647181215359,22.50667611139007,218570.25780499275,0.22014410263555587
"Southern District of New York, NY, USA",5383174.0,5079242.0,0.059838062451050764,4871245.0,0.1050920247287911,15789.240367448047,14793.878543500437,0.06728200593379298,14619.045075221213,0.08004594597018345,567.280654139404,535.2521995930904,513.3334070333415,9489.436949276142,0.2302941182413841
