longname,No internet access %,Uninsured %,Public Insurance %,Private Insurance %,geoid
"Etowah County, Alabama, USA",0.1522630520515028,0.1752140024194908,0.1838047256634461,0.6409812719170631,01055
"Daviess County, Kentucky, USA",0.1162968253577322,0.06195061369977902,0.23831873679456744,0.6997306495056536,21059
"Whitfield County, Georgia, USA",0.13908900107776953,0.24637612655196356,0.11186739774374468,0.6417564757042917,13313
"Nevada County, California, USA",0.09164077598649588,0.08283234290268374,0.24480673608343823,0.672360921013878,06057
"Allen County, Ohio, USA",0.12480637309139224,0.08780265555844806,0.2211989065347564,0.6909984379067955,39003
"Columbiana County, Ohio, USA",0.1371481131847112,0.0840910588390327,0.24234038347499492,0.6735685576859723,39029
"Highlands County, Florida, USA",0.16131159469722886,0.21303420972490075,0.25303014922342987,0.5339356410516694,12055
"Maury County, Tennessee, USA",0.10414720232533968,0.12019036863757342,0.1536662095668309,0.7261434217955957,47119
"Craven County, North Carolina, USA",0.17026202279427546,0.13874282464542367,0.19210777421720165,0.6691494011373746,37049
"Laramie County, Wyoming, USA",0.07817932520444652,0.11334868660282915,0.1181797717788438,0.768471541618327,56021
"DeKalb County, Illinois, USA",0.0674269862063651,0.06804546413820142,0.16545569658415984,0.7664988392776387,17037
"Garland County, Arkansas, USA",0.1631002647963929,0.13989182112588752,0.28510645628057507,0.5750017225935373,05051
"Roanoke city-County, Virginia, USA",0.16287537812157615,0.1461085348849218,0.22399598386401454,0.6298954812510636,51770
"Hunt County, Texas, USA",0.13354402058395826,0.21912035817750833,0.14020937582301815,0.6406702659994735,48231
"Moore County, North Carolina, USA",0.1129449439586156,0.13788122998346292,0.1462122956481695,0.7159064743683675,37125
"Montgomery County, Virginia, USA",0.07986941716151158,0.07336092354606837,0.11506570826980334,0.8115733681841283,51121
"Dallas County, Iowa, USA",0.05746642085857268,0.052558116349013966,0.09026104584503418,0.8571808378059518,19049
"Sutter County, California, USA",0.11454606611014238,0.08789664397710747,0.2924751938772051,0.6196281621456874,06101
"Cleveland County, North Carolina, USA",0.2154916132551477,0.1583108885003699,0.210461654774843,0.6312274567247871,37045
"Lenawee County, Michigan, USA",0.12012827475625228,0.07910536385828403,0.2086989509797459,0.7121956851619701,26091
"Dubuque County, Iowa, USA",0.09599332220367289,0.04974146333404928,0.16214296334230907,0.7881155733236416,19061
"Grant County, Washington, USA",0.09505228180349382,0.18669524127391196,0.23159484954415285,0.5817099091819352,53025
"Madison County, Tennessee, USA",0.13855655184888535,0.14219921281703723,0.21689993630677254,0.6409008508761903,47113
"Floyd County, Georgia, USA",0.1335229649460389,0.21578885787353563,0.16103097263777238,0.6231801694886919,13115
"Story County, Iowa, USA",0.06082648113008652,0.06804247473953615,0.08477797944862843,0.8471795458118355,19169
"Burleigh County, North Dakota, USA",0.08783663504819111,0.06527840804047173,0.09827055916906206,0.8364510327904662,38015
"Sevier County, Tennessee, USA",0.1442549119228941,0.2085997529720048,0.2057718911629331,0.5856283558650621,47155
"Portsmouth city-County, Virginia, USA",0.1354512647799797,0.13268391612305758,0.23737161751093522,0.6299444663660072,51740
"Putnam County, New York, USA",0.05070871685912269,0.05132526653359942,0.1456407570490853,0.8030339764173153,36079
"Marshall County, Alabama, USA",0.1261886622083012,0.18493655061394398,0.16957512030551591,0.6454883290805401,01095
"Lafourche Parish, Louisiana, USA",0.17030388431284635,0.08734692803845204,0.2821386662876885,0.6305144056738594,22057
"Ashtabula County, Ohio, USA",0.13830743502958714,0.10660734205947103,0.28051607893724034,0.6128765790032886,39007
"Bastrop County, Texas, USA",0.12855361197275447,0.24079963652885047,0.08110858700590644,0.678091776465243,48021
"Sherburne County, Minnesota, USA",0.06240946045824099,0.04154143228948025,0.116900344219629,0.8415582234908907,27141
"Roanoke County, Virginia, USA",0.11811357976114256,0.0645581648044389,0.12810900783369417,0.807332827361867,51161
"Franklin County, Washington, USA",0.07232783810107873,0.1973768736616704,0.221788008565311,0.5808351177730185,53021
"Walton County, Georgia, USA",0.10333545396709966,0.1604415887443626,0.12166327116961824,0.7178951400860191,13297
"Lancaster County, South Carolina, USA",0.12711245445736077,0.1300484841781809,0.13223176596580388,0.7377197498560153,45057
"Fairbanks North Star Borough, Alaska, USA",0.08394243299903673,0.13751839516691167,0.14553481527379739,0.716946789559291,02090
"Geauga County, Ohio, USA",0.12326590825271638,0.09168165632686018,0.09524246540141694,0.8130758782717229,39055
"Northeastern Connecticut Planning Region, Connecticut, USA",0.10528806963107117,0.052547270331754097,0.217962731208042,0.7294899984602038,09150
"Cape May County, New Jersey, USA",0.08711056146746221,0.08115710130398252,0.18203815269542414,0.7368047460005933,34009
"Grand Traverse County, Michigan, USA",0.08249591025940643,0.07942523019942067,0.16982458546957244,0.7507501843310069,26055
"Rogers County, Oklahoma, USA",0.12322364689293314,0.1626528895001199,0.10239849649969333,0.7349486140001867,40131
"Benton County, Oregon, USA",0.04375167246454378,0.06819857266096763,0.157289624343189,0.7745118029958433,41003
"Nash County, North Carolina, USA",0.16740934439789742,0.15884749608898177,0.18762571128951797,0.6535267926215003,37127
"Cabell County, West Virginia, USA",0.18323265140362452,0.11213366387068269,0.2847658505110868,0.6031004856182305,54011
"Suffolk city-County, Virginia, USA",0.11679763964935173,0.09050353014198133,0.16250290945767687,0.7469935604003418,51800
"Steuben County, New York, USA",0.13825522400416818,0.06465839160418527,0.2879458815725493,0.6473957268232654,36101
"Pottawattamie County, Iowa, USA",0.14189481657829228,0.0757052542102737,0.21291327985266043,0.7113814659370659,19155
"Rockdale County, Georgia, USA",0.10443503864556522,0.1841701733114614,0.12433136010270318,0.6914984665858355,13247
"Lauderdale County, Alabama, USA",0.1796825564226947,0.14246244171991052,0.14052840614747075,0.7170091521326187,01077
"St. Croix County, Wisconsin, USA",0.08226184757114198,0.048558979473988156,0.09923530544035593,0.8522057150856559,55109
"Tuscarawas County, Ohio, USA",0.16656488144234105,0.10277787825080438,0.2022642601367228,0.6949578616124729,39157
"Campbell County, Kentucky, USA",0.10941362082566389,0.054076440657910216,0.16025153405345086,0.7856720252886389,21037
"Bowie County, Texas, USA",0.21101727334255355,0.21056902714713543,0.13706888223360036,0.6523620906192641,48037
"Calvert County, Maryland, USA",0.07033809971473431,0.04001980743763309,0.12046571810984523,0.8395144744525217,24009
"Madison County, Kentucky, USA",0.11202733613848789,0.06681052098147883,0.24324456868226152,0.6899449103362597,21151
"Northumberland County, Pennsylvania, USA",0.18507318900693082,0.0542767675657856,0.23968576608251455,0.7060374663516998,42097
"Liberty County, Texas, USA",0.11911297312915348,0.31550284776301146,0.12567037652793775,0.5588267757090507,48291
"Mendocino County, California, USA",0.1298944970131121,0.13295282211568876,0.35281187376346596,0.5142353041208454,06045
"Frederick County, Virginia, USA",0.12190210105796148,0.1178439693586536,0.11551512317150778,0.7666409074698386,51069
"Ozaukee County, Wisconsin, USA",0.06916716628042482,0.03671783977420985,0.10413030151528063,0.8591518587105095,55089
"Victoria County, Texas, USA",0.1670124784476459,0.21505157688468227,0.12310052870928395,0.6618478944060338,48469
"Wayne County, New York, USA",0.11564427735564328,0.05874687239366146,0.23781971087016907,0.7034334167361695,36117
"Grafton County, New Hampshire, USA",0.10067835936131975,0.09198992925110913,0.16332291569324245,0.7446871550556484,33009
"St. Clair County, Alabama, USA",0.11121214287482054,0.12471482465454996,0.13943564804180159,0.7358495273036485,01115
"Rockingham County, North Carolina, USA",0.21948004007804756,0.1411191361054625,0.22275787111703257,0.636122992777505,37157
"Nassau County, Florida, USA",0.048600501571012644,0.14802407221664982,0.14044132397191578,0.7115346038114344,12089
"Twin Falls County, Idaho, USA",0.10784162686797122,0.16105360729182774,0.1381121581955819,0.7008342345125903,16083
"Guaynabo Municipio, Puerto Rico, USA",0.19319652707931245,0.08385794553712476,0.2778590100338905,0.6382830444289848,72061
"Dodge County, Wisconsin, USA",0.11053809753194854,0.05348845717630717,0.15323967365455682,0.793271869169136,55027
"Christian County, Missouri, USA",0.09028224694309064,0.12507947517484566,0.11145791187407286,0.7634626129510815,29043
"Lapeer County, Michigan, USA",0.11478353003502326,0.09542344038524196,0.1872261848727327,0.7173503747420252,26087
"Josephine County, Oregon, USA",0.10664490428239444,0.12016521190665119,0.3766099005066234,0.5032248875867255,41033
"Elmore County, Alabama, USA",0.12680999051533381,0.1270510734871767,0.12685023397802792,0.7460986925347954,01051
"Cullman County, Alabama, USA",0.158717629557667,0.15791333457318232,0.15934535986609655,0.6827413055607211,01043
"Arecibo Municipio, Puerto Rico, USA",0.28461057049804356,0.09241716133227824,0.5249537502458409,0.3826290884218808,72013
"Burke County, North Carolina, USA",0.19894990436920829,0.1743758897594394,0.18645713107161158,0.639166979168949,37023
"Polk County, Oregon, USA",0.07879150652132812,0.07435199116308298,0.20582017635743777,0.7198278324794793,41053
"Bannock County, Idaho, USA",0.0982471461543258,0.11533020202591795,0.191311565087809,0.6933582328862731,16005
"Lincoln County, North Carolina, USA",0.10734155761967402,0.1328559246556032,0.13328747680665695,0.7338565985377399,37109
"Island County, Washington, USA",0.05165184608157908,0.08098868487482523,0.19405224910594254,0.7249590660192321,53029
"Muskingum County, Ohio, USA",0.13550191345304724,0.08140118624844289,0.2729115147909194,0.6456872989606378,39119
"Angelina County, Texas, USA",0.1076690956951618,0.25860996657078483,0.1744538599082636,0.5669361735209516,48005
"Lawrence County, Pennsylvania, USA",0.1465481432250561,0.07398494503590478,0.2508133916023322,0.675201663361763,42073
"Dougherty County, Georgia, USA",0.1822761954685768,0.21638111317894865,0.22806546305711725,0.555553423763934,13095
"Newport County, Rhode Island, USA",0.07191684439610073,0.0505985338956999,0.15921144202196513,0.790190024082335,44005
"Jefferson County, Wisconsin, USA",0.09919966923599446,0.06615168018969303,0.13680486087955235,0.7970434589307546,55055
"Orange County, Texas, USA",0.09377856116986545,0.22042548311256355,0.11766729743677955,0.6619072194506569,48361
"Buchanan County, Missouri, USA",0.1626808651445421,0.17418417739905126,0.15013072528323806,0.6756850973177106,29021
"Glynn County, Georgia, USA",0.1379193663520851,0.19861392984432802,0.15667214573947202,0.6447139244161999,13127
"Cascade County, Montana, USA",0.1515178101421306,0.11031127548100254,0.24426539867036506,0.6454233258486324,30013
"Wood County, West Virginia, USA",0.14565642626297906,0.095469667155196,0.2858146401574494,0.6187156926873547,54107
"Orangeburg County, South Carolina, USA",0.2264954607635869,0.162907855427332,0.22281451975084401,0.6142776248218241,45075
"Chemung County, New York, USA",0.12509131285977218,0.0601885710897198,0.2745349963432232,0.665276432567057,36015
"Crawford County, Pennsylvania, USA",0.16331075996990221,0.09368746235598172,0.2585245487575054,0.6477879888865129,42039
"Rockingham County, Virginia, USA",0.16274968738978488,0.13367380025940345,0.10098492217898794,0.7653412775616085,51165
"Howard County, Indiana, USA",0.1201765011247629,0.0888281170870049,0.1996758837232861,0.711495999189709,18067
"Barrow County, Georgia, USA",0.08032185708690856,0.20007983424889297,0.1250356402896845,0.6748845254614225,13013
"Midland County, Michigan, USA",0.10888823701965376,0.05119519243650822,0.20556544372356542,0.7432393638399263,26111
"Lee County, Mississippi, USA",0.15571130896003016,0.15102272282842452,0.13774492549571782,0.7112323516758576,28081
"Indiana County, Pennsylvania, USA",0.18948342328450368,0.075838618476351,0.20898601665775254,0.7151753648658965,42063
"Coryell County, Texas, USA",0.10687150371545431,0.2102448634956375,0.17418769740751142,0.6155674390968511,48099
"St. Landry Parish, Louisiana, USA",0.27141384431815513,0.12090557008218888,0.3071932873752312,0.5719011425425798,22097
"Monroe County, Florida, USA",0.09131557474803077,0.25195491800523717,0.0910396729215063,0.6570054090732566,12087
"Bullitt County, Kentucky, USA",0.10582253567328227,0.048539835554295446,0.2088838484075228,0.7425763160381817,21029
"Bartholomew County, Indiana, USA",0.09989784230566848,0.08987613675145119,0.1525304639351173,0.7575933993134314,18005
"Talladega County, Alabama, USA",0.1749008748190581,0.13793416408867692,0.2210290859897641,0.641036749921559,01121
"Henderson County, Texas, USA",0.18431573224166056,0.26383572652103016,0.1917440311290624,0.5444202423499075,48213
"Lewis County, Washington, USA",0.12279409409729981,0.10723661092622812,0.2944252671613711,0.5983381219124008,53041
"Leavenworth County, Kansas, USA",0.0938459391571307,0.09089824929637966,0.1222391833229977,0.7868625673806227,20103
"Cape Girardeau County, Missouri, USA",0.11079481124446013,0.10500926904140173,0.11027169254689372,0.7847190384117045,29031
"Payne County, Oklahoma, USA",0.10135589960573116,0.14573268921094978,0.09859464207290293,0.7556726687161472,40119
"Yuba County, California, USA",0.09885450758702777,0.08965997593870727,0.3597796492116764,0.5505603748496163,06115
"Manitowoc County, Wisconsin, USA",0.12840902566458065,0.059546583092514746,0.16577801294313918,0.7746754039643461,55071
"Bulloch County, Georgia, USA",0.12473631427879808,0.1680432082947309,0.10967652914391582,0.7222802625613534,13031
"Wagoner County, Oklahoma, USA",0.09221311475409816,0.1747148800529878,0.10082172500155274,0.7244633949454595,40145
"Caldwell County, North Carolina, USA",0.1650125628140707,0.16725191304524326,0.20604055452940115,0.6267075324253556,37027
"Clearfield County, Pennsylvania, USA",0.18201634877384235,0.07000083984210974,0.27305366591080904,0.6569454942470813,42033
"Floyd County, Indiana, USA",0.15592129276304906,0.06789403867025746,0.1684487679382563,0.7636571933914862,18043
"Kosciusko County, Indiana, USA",0.12369405391461359,0.13556817945356536,0.12707826123145383,0.7373535593149808,18085
"Umatilla County, Oregon, USA",0.1347919443210427,0.08983080411651843,0.24180184894470563,0.668367346938776,41059
"Natrona County, Wyoming, USA",0.09533002390145214,0.16022260060633628,0.10197682628016123,0.7378005731135026,56025
"Putnam County, Tennessee, USA",0.15100366392133502,0.11443682213620476,0.16749702985475046,0.7180661480090448,47141
"Clinton County, New York, USA",0.11686586985391796,0.04233842980942747,0.2340412874055559,0.7236202827850166,36019
"Hancock County, Indiana, USA",0.06621271076523982,0.08007614213197986,0.09079949238578693,0.8291243654822331,18059
"Bedford County, Virginia, USA",0.13753137686324388,0.09809980241308257,0.11520998864926207,0.7866902089376554,51019
"Clinton County, Michigan, USA",0.08954110588616816,0.050834280246396676,0.14064150868169803,0.8085242110719053,26037
"Chelan County, Washington, USA",0.10704349596254312,0.1430333446750596,0.22403453555631136,0.6329321197686291,53007
"Lynchburg city-County, Virginia, USA",0.09143370538028289,0.09526292412567816,0.17828244790761452,0.7264546279667072,51680
"Wilson County, North Carolina, USA",0.1895559724828014,0.18285797925727695,0.19178655068584832,0.6253554700568748,37195
"Sullivan County, New York, USA",0.13613964464186573,0.06427012849617607,0.2781071609618484,0.6576227105419755,36105
"Oconee County, South Carolina, USA",0.16641471014716286,0.15928128396956368,0.20636443080333272,0.6343542852271035,45073
"James City County, Virginia, USA",0.057348393169288615,0.08499533546809199,0.09142482539522452,0.8235798391366835,51095
"Forrest County, Mississippi, USA",0.17525201787508207,0.17324076995897747,0.1972625433890816,0.6294966866519409,28035
"Augusta County, Virginia, USA",0.15729585006693433,0.11285784051533697,0.11025324992442044,0.7768889095602426,51015
"Cole County, Missouri, USA",0.14433990692068135,0.09889362473927629,0.09873492336991044,0.8023714518908133,29051
"Clallam County, Washington, USA",0.08767530056101011,0.11067792474083256,0.2942600566387407,0.5950620186204267,53009
"Anderson County, Tennessee, USA",0.11813514996932804,0.14093581205666106,0.20536237228573334,0.6537018156576055,47001
"Ross County, Ohio, USA",0.13128501103378035,0.07774413825108839,0.2618947647565799,0.6603610969923317,39141
"Cattaraugus County, New York, USA",0.19315099096798852,0.07350869446371831,0.31792089825269587,0.6085704072835859,36009
"White County, Arkansas, USA",0.14962061610545865,0.1315521363967151,0.27289739058114154,0.5955504730221434,05145
"Cheshire County, New Hampshire, USA",0.10089379666836715,0.0854205985875068,0.15448249547795104,0.7600969059345422,33005
"Walker County, Texas, USA",0.14634146341463408,0.1779275676910771,0.10524391637152958,0.7168285159373933,48471
"Chatham County, North Carolina, USA",0.11398035050451365,0.14291380839049872,0.10068131970693915,0.7564048719025621,37037
"Cayuga County, New York, USA",0.1334792837537577,0.05149016014312515,0.2550290177597413,0.6934808220971336,36011
"Valencia County, New Mexico, USA",0.20438356164383525,0.10256082763905737,0.34150754624603524,0.5559316261149073,35061
"Jackson County, Georgia, USA",0.08667685133070689,0.15937607425232084,0.1440142660708151,0.696609659676864,13157
"Grays Harbor County, Washington, USA",0.11102015757699792,0.1140329849458246,0.3047511746092629,0.5812158404449126,53027
"Van Buren County, Michigan, USA",0.12017977219706295,0.11718917527983892,0.23791654157910574,0.6448942831410553,26159
"Erie County, Ohio, USA",0.11621551711101215,0.08214763977543992,0.19380653877611806,0.724045821448442,39043
"Toa Baja Municipio, Puerto Rico, USA",0.314940091930497,0.10120943994098805,0.39752741540587194,0.5012631446531401,72137
"Walton County, Florida, USA",0.08584586839838292,0.1842426518921966,0.15102357028829022,0.664733777819513,12131
"Hancock County, Ohio, USA",0.09597612629957647,0.06480958791089506,0.16557384167788491,0.7696165704112199,39063
"Raleigh County, West Virginia, USA",0.18162401631150327,0.0699972202805236,0.3135273176839444,0.616475462035532,54081
"Lea County, New Mexico, USA",0.15492012913504516,0.17539516282612935,0.2578080365644627,0.566796800609408,35025
"Wood County, Wisconsin, USA",0.1171752123309212,0.06531011196019186,0.20825928558734638,0.7264306024524618,55141
"Vermilion County, Illinois, USA",0.17147947692204146,0.0827671696583948,0.2940475339102246,0.6231852964313807,17183
"Somerset County, Pennsylvania, USA",0.20050594309872846,0.07213907005114262,0.21310936986815468,0.7147515600807027,42111
"Broomfield County, Colorado, USA",0.032760317581580115,0.07623346537918574,0.07145948052901467,0.8523070540917996,08014
"Lonoke County, Arkansas, USA",0.12450049492246236,0.09417950373581772,0.22790794207176457,0.6779125541924176,05085
"Scioto County, Ohio, USA",0.16499715828360353,0.09051781221030315,0.37560146558954693,0.5338807222001499,39145
"Putnam County, Florida, USA",0.18393089737437515,0.27091885064730076,0.28979135799470623,0.4392897913579931,12107
"Kauai County, Hawaii, USA",0.08256824244335001,0.06728803013908424,0.1890235007928308,0.7436884690680851,15007
"Grand Forks County, North Dakota, USA",0.10511308405158486,0.08403306786703603,0.10892053324099704,0.8070463988919668,38035
"Mayagüez Municipio, Puerto Rico, USA",0.24467299906289935,0.06395936025238363,0.5267597758160342,0.4092808639315822,72097
"Lauderdale County, Mississippi, USA",0.17218473218051453,0.14832671582529777,0.1971308375874453,0.6545424465872569,28075
"Fauquier County, Virginia, USA",0.07133322864321617,0.10115733789184275,0.06687611171429211,0.8319665503938651,51061
"McKinley County, New Mexico, USA",0.4337233376667134,0.276635470932645,0.48197409063666885,0.2413904384306861,35031
"Robertson County, Tennessee, USA",0.1329182273987084,0.12421004514115798,0.14054752740331478,0.7352424274555273,47147
"Christian County, Kentucky, USA",0.15963525360050096,0.10595905435047531,0.32086278332927115,0.5731781623202535,21047
"Tooele County, Utah, USA",0.045158570290907425,0.0950408304168749,0.08606528105135344,0.8188938885317717,49045
"Pottawatomie County, Oklahoma, USA",0.13275145786484754,0.18742935192162832,0.15535512434061802,0.6572155237377537,40125
"Riley County, Kansas, USA",0.05454340134005861,0.08100703283427488,0.07488026923242819,0.844112697933297,20161
"Morgan County, Indiana, USA",0.11249350070563766,0.07853017648006251,0.15874001978785598,0.7627298037320815,18109
"Creek County, Oklahoma, USA",0.14498168769190906,0.17404947765104564,0.15965336170496705,0.6662971606439874,40037
"DeKalb County, Alabama, USA",0.17835240810905806,0.2276010239531896,0.1537529712927409,0.6186460047540695,01049
"Surry County, North Carolina, USA",0.1654371919029473,0.17642757580604604,0.16799579553504107,0.655576628658913,37171
"Franklin County, Massachusetts, USA",0.1059690828786699,0.031910728269381336,0.2802575480727398,0.6878317236578789,25011
"Lewis and Clark County, Montana, USA",0.11722368464896098,0.0720001882973218,0.17662288753942512,0.7513769241632531,30049
"Boone County, Indiana, USA",0.06505931879066228,0.06561276217475931,0.0926170626816905,0.8417701751435502,18011
"Portage County, Wisconsin, USA",0.08822010261354625,0.0629282678463005,0.13017174082747818,0.8068999913262214,55097
"Iberia Parish, Louisiana, USA",0.15585529359632425,0.11816551857574008,0.32504808295615495,0.5567863984681048,22045
"Greene County, Tennessee, USA",0.2084607543323142,0.1336686377126801,0.24900881306780864,0.6173225492195114,47059
"York County, Virginia, USA",0.05648147842260182,0.05809419275504943,0.08433302059211156,0.857572786652839,51199
"Ward County, North Dakota, USA",0.08283917982424881,0.09596602972399156,0.09946921443736755,0.804564755838641,38101
"Columbia County, Florida, USA",0.1418687810945277,0.2000207248516879,0.20103106137146695,0.5989482137768452,12023
"Troup County, Georgia, USA",0.174928616751269,0.14939947039909218,0.14119538490637423,0.7094051446945335,13285
"Klamath County, Oregon, USA",0.1355121846790592,0.1257974230313414,0.32877783100935226,0.5454247459593062,41035
"Greenwood County, South Carolina, USA",0.18505273145276094,0.12935829763060117,0.19385991904750596,0.676781783321893,45047
"Blue Earth County, Minnesota, USA",0.07862762703331048,0.044731380317991426,0.16921672139857435,0.7860518982834342,27013
"Harrison County, Texas, USA",0.21482122260669012,0.19802448248407692,0.1733429538216564,0.6286325636942668,48203
"Wise County, Texas, USA",0.13049216621253357,0.22459384300141585,0.08140215641313324,0.6940040005854509,48497
"Franklin County, North Carolina, USA",0.13531975032387278,0.14362106664131563,0.18010267135659325,0.676276262002091,37069
"Lake County, California, USA",0.14300376325692832,0.09892156862745084,0.4236029411764707,0.4774754901960785,06033
"Allegany County, Maryland, USA",0.16126691579291086,0.05455533328393975,0.2859153886048754,0.6595292781111849,24001
"Shiawassee County, Michigan, USA",0.13301328328039302,0.0643968960925662,0.23678773130079464,0.6988153726066391,26155
"San Patricio County, Texas, USA",0.21595757491927972,0.24244360246847568,0.14889566349854924,0.608660734032975,48409
"Madison County, New York, USA",0.11138464021954056,0.04455502304570147,0.2261459790410235,0.729298997913275,36053
"McCracken County, Kentucky, USA",0.0957431084177075,0.07518055658261223,0.2987995760309601,0.6260198673864277,21145
"Catoosa County, Georgia, USA",0.11457760314341833,0.15456504370142624,0.1288768370336295,0.7165581192649442,13047
"Otero County, New Mexico, USA",0.1357778719796522,0.14012358577867964,0.3818621451386609,0.4780142690826595,35035
"Trujillo Alto Municipio, Puerto Rico, USA",0.16565914200621726,0.09406836224510928,0.3040563217744553,0.6018753159804354,72139
"Walker County, Georgia, USA",0.15021931418116458,0.1942005911472226,0.18620781537245817,0.6195915934803193,13295
"Oldham County, Kentucky, USA",0.04891948572991719,0.03675093032208396,0.0974977543949699,0.8657513152829461,21185
"Carteret County, North Carolina, USA",0.07472300084948555,0.1596338183347887,0.14283527000059915,0.6975309116646121,37031
"Laurens County, South Carolina, USA",0.18052369274582702,0.1922153388080486,0.21891658262498215,0.5888680785669691,45059
"Butler County, Kansas, USA",0.11368805848903277,0.09233771027790931,0.09676738912619323,0.8108949005958974,20015
"Spalding County, Georgia, USA",0.17445458765279234,0.189253447456015,0.2012413344345173,0.6095052181094677,13255
"Jefferson County, Arkansas, USA",0.24610910878112846,0.08258591151869385,0.3031089388289836,0.6143051496523225,05069
"Jones County, Mississippi, USA",0.3342466890853984,0.15704939000393597,0.22227961432506896,0.6206709956709949,28067
"Williamson County, Illinois, USA",0.1486616530634069,0.08311163409393241,0.2331679115931651,0.6837204543129025,17199
"Aroostook County, Maine, USA",0.1859082898510661,0.11841555953930312,0.2915449031212377,0.5900395373394592,23003
"Rice County, Minnesota, USA",0.08466938209550226,0.0790424000606078,0.1742215712517991,0.7467360286875931,27131
"St. Francois County, Missouri, USA",0.15461804517699362,0.15986945236810338,0.20710302469611683,0.6330275229357798,29187
"Toa Alta Municipio, Puerto Rico, USA",0.4379505781002041,0.088550429469583,0.3611086513769591,0.5503409191534578,72135
"Ionia County, Michigan, USA",0.13844263014660751,0.0865941586215327,0.19396309421972388,0.7194427471587435,26067
"Grant County, Indiana, USA",0.13593672763222925,0.10339890899217576,0.2400464048577002,0.656554686150124,18053
"Montcalm County, Michigan, USA",0.18225956261082527,0.0928557184165923,0.2722355170006996,0.6349087645827081,26117
"Wayne County, Indiana, USA",0.13850281328017222,0.1393349192189514,0.25317177123599977,0.6074933095450489,18177
"Belmont County, Ohio, USA",0.1807546872538201,0.08505711639394876,0.2356951734074298,0.6792477101986214,39013
"Muskogee County, Oklahoma, USA",0.19650363386368153,0.22378386819707963,0.19835506623981644,0.5778610655631039,40101
"Chippewa County, Wisconsin, USA",0.11187442431685575,0.06770900968755662,0.1653377658883724,0.766953224424071,55017
"Crow Wing County, Minnesota, USA",0.11561785104760505,0.08366084997117815,0.2620133102761626,0.6543258397526593,27035
"Apache County, Arizona, USA",0.5442061410276188,0.32284921369102526,0.36318223866790167,0.313968547641073,04001
"Marquette County, Michigan, USA",0.11063686397843477,0.061541763036791805,0.2099239371468074,0.7285342998164007,26103
"Wilkes County, North Carolina, USA",0.1599853291766002,0.18423926532638404,0.20876147927525449,0.6069992553983614,37193
"Harrison County, West Virginia, USA",0.16372630452839484,0.10085908926637864,0.2595256251815939,0.6396152855520274,54033
"Starr County, Texas, USA",0.34442711973762036,0.46299357706170857,0.16818883980595625,0.3688175831323352,48427
"Tehama County, California, USA",0.1393425929697362,0.08898570385056867,0.34315976207868115,0.5678545340707501,06103
"Sauk County, Wisconsin, USA",0.10893854748603385,0.07752580426429585,0.14472990281021605,0.7777442929254881,55111
"Adams County, Illinois, USA",0.14797232648855496,0.06431578400291021,0.18923132893300715,0.7464528870640826,17001
"Warren County, New York, USA",0.11363248009295648,0.05897759735012268,0.22941582808208577,0.7116065745677915,36113
"Mason County, Washington, USA",0.09024104038820986,0.09534049757150774,0.28774488455560576,0.6169146178728865,53045
"Armstrong County, Pennsylvania, USA",0.153046491481375,0.055914805644366634,0.20712036347027563,0.7369648308853578,42005
"Kershaw County, South Carolina, USA",0.12758784714290172,0.15375193086933028,0.17745372558499006,0.6687943435456797,45055
"Marion County, Ohio, USA",0.12382994515690095,0.07957639115757428,0.3031416748339315,0.6172819340084943,39101
"Walker County, Alabama, USA",0.1930536395358262,0.1566669096741274,0.21037155840684357,0.632961531919029,01127
"Clay County, Minnesota, USA",0.10159358446445203,0.05275035479819498,0.17042903593102252,0.7768206092707824,27027
"Liberty County, Georgia, USA",0.0792764032987497,0.19615222284749573,0.1895751266178955,0.6142726505346088,13179
"Jefferson County, Ohio, USA",0.16189871526740401,0.07487567238404566,0.24705673398964773,0.6780675936263065,39081
"Lincoln County, South Dakota, USA",0.03297058942513855,0.05664596926962746,0.05680383077246884,0.8865501999579036,46083
"Chaves County, New Mexico, USA",0.2091292376527281,0.1349258565716887,0.3744116605091352,0.4906624829191761,35005
"Pulaski County, Kentucky, USA",0.17758859631756094,0.08315419190932208,0.3762702755520809,0.540575532538597,21199
"Coos County, Oregon, USA",0.12951098562999983,0.11043027587323881,0.33982076337526274,0.5497489607514985,41011
"Salem County, New Jersey, USA",0.11796549913141852,0.062356399930824945,0.2373199594831636,0.7003236405860116,34033
"Effingham County, Georgia, USA",0.15990678080043014,0.13965093535282638,0.10008024474647659,0.760268819900697,13103
"Carbon County, Pennsylvania, USA",0.13149893584676198,0.06185412983391013,0.22326253143753663,0.7148833387285533,42025
"Columbia County, Pennsylvania, USA",0.1349690865964155,0.05052812576762457,0.1802505526897563,0.7692213215426191,42037
"Nacogdoches County, Texas, USA",0.13338020596385283,0.23326994243421056,0.12967722039473661,0.6370528371710529,48347
"Hamblen County, Tennessee, USA",0.13926688733603054,0.1797701031719621,0.25595862881134657,0.5642712680166915,47063
"Rutherford County, North Carolina, USA",0.20331726133076253,0.18418171169565276,0.22594280766978142,0.5898754806345657,37161
"Isabella County, Michigan, USA",0.09763241396143481,0.08496060294621455,0.2127440904419326,0.7022953066118528,26073
"Lamar County, Mississippi, USA",0.1022102771872115,0.18707579550440012,0.13117757877622638,0.6817466257193736,28073
