longname,No internet access %,Uninsured %,Public Insurance %,Private Insurance %,geoid
"Contra Costa County, California, USA",0.04499959112742948,0.06148264221510937,0.17582215598409554,0.7626952018007952,06013
"Fairfax County, Virginia, USA",0.03106210770493525,0.09781576532003805,0.05334782892782162,0.8488364057521404,51059
"Wake County, North Carolina, USA",0.04380732640994589,0.108831292338863,0.07431516997567357,0.8168535376854633,37183
"Mecklenburg County, North Carolina, USA",0.07046757981642088,0.14736387566013526,0.0932990458741921,0.7593370784656727,37119
"Fulton County, Georgia, USA",0.07128360426878042,0.12701320452559728,0.09855420384901147,0.7744325916253912,13121
"Collin County, Texas, USA",0.037370718680313296,0.12917258794247122,0.043017860154409206,0.8278095519031196,48085
"Montgomery County, Maryland, USA",0.03947702150868344,0.09190561690100676,0.11659467165768447,0.7914997114413087,24031
"Pima County, Arizona, USA",0.08453757398504813,0.12322006621529483,0.2249276973857187,0.6518522363989865,04019
"Honolulu County, Hawaii, USA",0.07667626257756184,0.04883627082609591,0.14757512509316606,0.8035886040807381,15003
"Fresno County, California, USA",0.12966691156125146,0.10368343846992885,0.33294171807991985,0.5633748434501514,06019
"Westchester County, New York, USA",0.07518667736564993,0.0703123550280504,0.16689146235107452,0.7627961826208751,36119
"St. Louis County, Missouri, USA",0.0811903778761453,0.08469021729868623,0.09790495277479448,0.8174048299265192,29189
"Duval County, Florida, USA",0.09584453861812334,0.16055556197022386,0.15077688232251987,0.6886675557072562,12031
"Marion County, Indiana, USA",0.118962525040813,0.12337690363647105,0.2004558976564111,0.676167198707118,18097
"Capitol Planning Region, Connecticut, USA",0.08871158414814218,0.05296888885525673,0.2023590724958386,0.7446720386489046,09110
"Prince George's County, Maryland, USA",0.06650936964602201,0.1306163517962502,0.15462968180244852,0.7147539664013013,24033
"Pinellas County, Florida, USA",0.09806368430649497,0.16049441113439974,0.13270234732265962,0.7068032415429407,12103
"Gwinnett County, Georgia, USA",0.07247987494894395,0.19740698030878787,0.07846493746043076,0.7241280822307813,13135
"Bergen County, New Jersey, USA",0.06428927881057947,0.09351817989659433,0.10382688752520501,0.8026549325782008,34003
"Erie County, New York, USA",0.11179862255125723,0.03990025754249108,0.24586548521300036,0.7142342572445085,36029
"Milwaukee County, Wisconsin, USA",0.1416895273585151,0.09802457364023491,0.22931654708006158,0.6726588792797036,55079
"DuPage County, Illinois, USA",0.05152208644587401,0.07070173415776332,0.08951124526535562,0.839787020576881,17043
"Shelby County, Tennessee, USA",0.14755762031482564,0.15717282030262592,0.1713471343532901,0.6714800453440839,47157
"Pierce County, Washington, USA",0.06029566966451635,0.08421921135983486,0.19080498572517035,0.7249758029149947,53053
"Kern County, California, USA",0.11900038222820758,0.11246923878646227,0.3430993684138826,0.5444313927996551,06029
"Denton County, Texas, USA",0.036571901734230056,0.13236915666989396,0.04679631835170721,0.8208345249783988,48121
"Macomb County, Michigan, USA",0.08249008430121038,0.07006526419940877,0.2081869862446957,0.7217477495558957,26099
"San Francisco County, California, USA",0.07063576811392877,0.0439413775796973,0.15202223384024488,0.8040363885800579,06075
"Hidalgo County, Texas, USA",0.2026389748963959,0.44309978020885327,0.11485278550579882,0.44204743428534793,48215
"El Paso County, Texas, USA",0.12345499087394897,0.30449287114687695,0.11948758481230942,0.5760195440408137,48141
"Essex County, New Jersey, USA",0.1306456624887213,0.15182539558952754,0.2069261980338976,0.6412484063765749,34013
"Middlesex County, New Jersey, USA",0.07146649747040429,0.08817532015919688,0.11896048851359431,0.7928641913272088,34023
"Worcester County, Massachusetts, USA",0.08386537690119528,0.03134824267438238,0.23488292245020662,0.7337688348754111,25027
"Montgomery County, Pennsylvania, USA",0.06055982755721292,0.04835847382431254,0.09830990117186282,0.8533316250038246,42091
"Baltimore County, Maryland, USA",0.07831960110184095,0.06524095440091966,0.17401392070180802,0.7607451248972724,24005
"Ventura County, California, USA",0.07001487722425705,0.12042845047248724,0.1736033892067302,0.7059681603207826,06111
"Hamilton County, Ohio, USA",0.09244010894014597,0.07392150484025882,0.19368350539079165,0.7323949897689496,39061
"Snohomish County, Washington, USA",0.050404227907983434,0.08061205857681661,0.14074230391943,0.7786456375037534,53061
"Fort Bend County, Texas, USA",0.04750951348096919,0.14777904041673828,0.06188115326984375,0.7903398063134179,48157
"Multnomah County, Oregon, USA",0.06131569328003606,0.08221817175444504,0.19126291858566877,0.7265189096598862,41051
"Essex County, Massachusetts, USA",0.0910585792158073,0.040621053996036494,0.23767226194331098,0.7217066840606526,25009
"Suffolk County, Massachusetts, USA",0.09483892292888994,0.04297883976781748,0.2437856258819514,0.7132355343502312,25025
"Oklahoma County, Oklahoma, USA",0.10279394051404954,0.1938008208862963,0.1177923647936581,0.6884068143200457,40109
"Jefferson County, Kentucky, USA",0.09711933138051211,0.06934599424761177,0.22398944115322547,0.7066645645991627,21111
"San Joaquin County, California, USA",0.09623202734145297,0.08866050322720405,0.28236071200256424,0.6289787847702317,06077
"Cobb County, Georgia, USA",0.04168029336246537,0.15899309950594073,0.06239639051079974,0.7786105099832595,13067
"DeKalb County, Georgia, USA",0.08684357701151346,0.17674422653725794,0.10876891886164476,0.7144868546010973,13089
"San Mateo County, California, USA",0.05098321380868135,0.04924037651660557,0.12189023855532888,0.8288693849280655,06081
"Lee County, Florida, USA",0.07651216647000991,0.20017655451834115,0.1397089169628266,0.6601145285188322,12071
"Monroe County, New York, USA",0.096889155560624,0.04331746765232088,0.23000686951126245,0.7266756628364166,36055
"El Paso County, Colorado, USA",0.0517177564420493,0.1039034969509041,0.19571388629305106,0.7003826167560449,08041
"Norfolk County, Massachusetts, USA",0.05510330800810483,0.02636954456316656,0.14641657184505702,0.8272138835917764,25021
"Polk County, Florida, USA",0.12877501204685995,0.18909788647140788,0.18413346284697107,0.6267686506816211,12105
"Hudson County, New Jersey, USA",0.08963903672952223,0.15152721107430114,0.17070501901924087,0.677767769906458,34017
"Jackson County, Missouri, USA",0.09509928207770381,0.15319362061956673,0.1175370075486193,0.729269371831814,29095
"Davidson County, Tennessee, USA",0.07892711562114034,0.14598251140379703,0.11782544566169288,0.7361920429345101,47037
"Denver County, Colorado, USA",0.06052730513071012,0.11799277205015112,0.16196159154003928,0.7200456364098097,08031
"Lake County, Illinois, USA",0.05897179214263393,0.0920438412439505,0.10794639973418294,0.8000097590218667,17097
"Will County, Illinois, USA",0.06495024109549742,0.07350983039018501,0.11712214294241345,0.8093680266674016,17197
"District of Columbia, District of Columbia, USA",0.09959835349501486,0.03995757462657973,0.21076857467618154,0.7492738506972387,11001
"Bernalillo County, New Mexico, USA",0.11520855168141514,0.10947634016238945,0.273942463656513,0.6165811961810975,35001
"Jefferson County, Alabama, USA",0.11968819374052146,0.12663003826484273,0.156862434593121,0.7165075271420362,01073
"Tulsa County, Oklahoma, USA",0.09472105095553639,0.19441748376938053,0.11317836512324013,0.6924041511073794,40143
"Providence County, Rhode Island, USA",0.11105995189989837,0.06737198910496996,0.2554386290836726,0.6771893818113575,44007
"Utah County, Utah, USA",0.02984051241171324,0.09302972913913475,0.07399246625945594,0.8329778046014092,49049
"Kent County, Michigan, USA",0.08648592392152815,0.06772679035039529,0.1672786105478592,0.7649945991017455,26081
"Arapahoe County, Colorado, USA",0.05003084008185268,0.10418698286756545,0.14180492268860273,0.7540080944438319,08005
"Bucks County, Pennsylvania, USA",0.06281747427252049,0.05415663577962656,0.11226328353549438,0.8335800806848791,42017
"Monmouth County, New Jersey, USA",0.05977912112467534,0.06710655140174344,0.10620966696949898,0.8266837816287576,34025
"Ocean County, New Jersey, USA",0.12167023447131628,0.07651560499155721,0.1914225647892306,0.7320618302192121,34029
"Western Connecticut Planning Region, Connecticut, USA",0.05404126612198818,0.10078924056859277,0.1333944674998217,0.7658162919315856,09190
"Montgomery County, Texas, USA",0.05368407300959285,0.1943428953357167,0.06691056492573412,0.7387465397385491,48339
"Johnson County, Kansas, USA",0.038020752346090786,0.07728537041989814,0.048823214763305436,0.8738914148167964,20091
"Williamson County, Texas, USA",0.04168886031775214,0.12223442225357652,0.06029033676582887,0.8174752409805945,48491
"Brevard County, Florida, USA",0.07518843470412977,0.14853139607043822,0.15205274334872423,0.6994158605808375,12009
"Washington County, Oregon, USA",0.03911453456530582,0.07627125178302949,0.12939589035814808,0.7943328578588226,41067
"Anne Arundel County, Maryland, USA",0.04906202291572014,0.0617558191850971,0.12045424047562026,0.8177899403392827,24003
"Baltimore city-County, Maryland, USA",0.15879397004012422,0.07230416517166768,0.3048797686444275,0.6228160661839047,24510
"Douglas County, Nebraska, USA",0.08241584714314545,0.11946605419176423,0.10124789903083602,0.7792860467773997,31055
"Jefferson County, Colorado, USA",0.050435731229307564,0.06894509832135472,0.12487531621144715,0.8061795854671981,08059
"Bristol County, Massachusetts, USA",0.11709226468628577,0.04035788816028552,0.27718637051441125,0.6824557413253032,25005
"Delaware County, Pennsylvania, USA",0.08070278019977073,0.06529049838168896,0.16434172662446087,0.7703677749938502,42045
"Union County, New Jersey, USA",0.08989053160973906,0.15028172955133165,0.14840838729830141,0.7013098831503669,34039
"New Castle County, Delaware, USA",0.06080309535476167,0.06618574015583616,0.17375139271630274,0.7600628671278612,10003
"South Central Connecticut Planning Region, Connecticut, USA",0.09327468805121338,0.06955373712680013,0.21364156351372202,0.7168046993594779,09170
"Pasco County, Florida, USA",0.09761307559270051,0.17029683023548517,0.1748037394163087,0.6548994303482061,12101
"Dane County, Wisconsin, USA",0.05183107661543149,0.048711699448162254,0.09239952940281446,0.8588887711490233,55025
"Volusia County, Florida, USA",0.11983252322055807,0.17249810539315896,0.16731795401173222,0.6601839405951089,12127
"Lancaster County, Pennsylvania, USA",0.12671075927078432,0.11590329792170137,0.14769844474037874,0.7363982573379197,42071
"Stanislaus County, California, USA",0.09371269285473544,0.08460346661215876,0.30248279580404347,0.6129137375837977,06099
"Ramsey County, Minnesota, USA",0.07077037174376595,0.06586002318291072,0.21999783017090288,0.7141421466461865,27123
"Guilford County, North Carolina, USA",0.1120208730536763,0.12645872280928597,0.14155429535101355,0.7319869818397005,37081
"Summit County, Ohio, USA",0.09692793593916389,0.07680107542731168,0.20956387413255312,0.7136350504401352,39153
"Spokane County, Washington, USA",0.07841537874451475,0.07419392048179664,0.2488692727526635,0.6769368067655399,53063
"Montgomery County, Ohio, USA",0.10744521416982392,0.09026640845970799,0.2284975660563873,0.6812360254839047,39113
"Chester County, Pennsylvania, USA",0.06205118112223011,0.06014130674982217,0.09449198320524471,0.845366710044933,42029
"Plymouth County, Massachusetts, USA",0.06724344993456925,0.033676691158450414,0.20278667315611143,0.7635366356854382,25023
"Greenville County, South Carolina, USA",0.09622379222772524,0.14266091583251794,0.11599445103314807,0.7413446331343341,45045
"Passaic County, New Jersey, USA",0.1026149182170256,0.17180323602941813,0.20879417670665384,0.619402587263928,34031
"Sedgwick County, Kansas, USA",0.09647485201945641,0.14961946185314046,0.1260995865018565,0.7242809516450031,20173
"Camden County, New Jersey, USA",0.10092972951015282,0.0838269982174042,0.2102472225723392,0.7059257792102567,34007
"Adams County, Colorado, USA",0.07841143182063254,0.13626559533287708,0.1735792208974653,0.6901551837696577,08001
"Kane County, Illinois, USA",0.0749187644472396,0.11176503787688782,0.11656235890232293,0.7716726032207892,17089
"Morris County, New Jersey, USA",0.04942375785586287,0.06087153779827203,0.07813740978406349,0.8609910524176645,34027
"Clark County, Washington, USA",0.05434021273476594,0.08922747392125907,0.18029275489866123,0.7304797711800797,53011
"Lake County, Indiana, USA",0.12661482404530103,0.09647396796662845,0.1968799601222567,0.7066460719111148,18089
"Richmond County, New York, USA",0.11168643103377139,0.054442564859918705,0.21144318375819504,0.7341142513818862,36085
"Ada County, Idaho, USA",0.063688408385009,0.10114652517531819,0.1022259251638495,0.7966275496608323,16001
"Polk County, Iowa, USA",0.08451677993270638,0.06416926923681855,0.17086769100404053,0.764963039759141,19153
"Sonoma County, California, USA",0.054770860672841745,0.07979525745780311,0.16881388162243316,0.7513908609197638,06097
"Washoe County, Nevada, USA",0.08697677866135825,0.12520680650884025,0.12970837790608866,0.7450848155850712,32031
"Prince William County, Virginia, USA",0.025591352695389275,0.13718661914814595,0.07112142188516313,0.791691958966691,51153
"Knox County, Tennessee, USA",0.11537451123918258,0.11111883990364863,0.13331261053217153,0.7555685495641797,47093
"Onondaga County, New York, USA",0.1066334651936142,0.043921266918593584,0.2238830576468661,0.7321956754345403,36067
"Tulare County, California, USA",0.13841482192349824,0.11583245013093244,0.39465125341899426,0.48951629645007316,06107
"Seminole County, Florida, USA",0.05859329651558148,0.12896812158898327,0.09248275309910435,0.7785491253119123,12117
"Hampden County, Massachusetts, USA",0.12473998683445252,0.038075460669006515,0.34196396915889865,0.6199605701720949,25013
"Burlington County, New Jersey, USA",0.061189095127609915,0.05658381428016306,0.13579611692405127,0.8076200687957857,34005
"Virginia Beach city-County, Virginia, USA",0.05683298743428385,0.10761998629940142,0.10754202916208103,0.7848379845385176,51810
"East Baton Rouge Parish, Louisiana, USA",0.09986635463294234,0.10722169877104223,0.21097047848729064,0.6818078227416671,22033
"York County, Pennsylvania, USA",0.10732423424853225,0.06529097959679168,0.15623772558149387,0.7784712948217143,42133
"Solano County, California, USA",0.053543532597375425,0.06458252738991123,0.19339722487828753,0.7420202477318012,06095
"Naugatuck Valley Planning Region, Connecticut, USA",0.1144504027054348,0.060358720672587296,0.23034897515892433,0.7092923041684884,09140
"Santa Barbara County, California, USA",0.06466774276684344,0.1406141483191825,0.19562932930931107,0.6637565223715065,06083
"Jefferson Parish, Louisiana, USA",0.14236192961789434,0.143578202729349,0.2468958697772235,0.6095259274934275,22051
"Dakota County, Minnesota, USA",0.0566161040829787,0.04485779219346444,0.12922633363488562,0.82591587417165,27037
"Monterey County, California, USA",0.07585962897540574,0.1508977092730465,0.22271566096843257,0.6263866297585209,06053
"Sarasota County, Florida, USA",0.07496789963026558,0.1765518528890132,0.11218146177541305,0.7112666853355737,12115
"Lucas County, Ohio, USA",0.11046120297176845,0.08001967983866842,0.2566600044068898,0.6633203157544417,39095
"Berks County, Pennsylvania, USA",0.12898509980320447,0.0820618416221603,0.18882929395778114,0.7291088644200585,42011
"Pinal County, Arizona, USA",0.08631847973947826,0.12638766200870363,0.2255152114830166,0.6480971265082798,04021
"Hillsborough County, New Hampshire, USA",0.06534429462400723,0.08186266586337101,0.12323483167531157,0.7949025024613174,33011
"Clackamas County, Oregon, USA",0.061653494450120146,0.07430021426385097,0.15174578587769466,0.7739539998584544,41005
"Loudoun County, Virginia, USA",0.02314378536973387,0.0688028748589314,0.04180488647543451,0.8893922386656341,51107
"Cameron County, Texas, USA",0.21642010770331785,0.39865804101301755,0.1342867668656706,0.46705519212131186,48061
"Richland County, South Carolina, USA",0.12191149028590025,0.12637738977877627,0.13848600279583587,0.735136607425388,45079
"Mobile County, Alabama, USA",0.16131290274278068,0.169179817869895,0.178383623594323,0.6524365585357821,01097
"Charleston County, South Carolina, USA",0.0941821294906253,0.12932033003284538,0.10076271044495662,0.769916959522198,45019
"Waukesha County, Wisconsin, USA",0.059430611486465904,0.04404938711256963,0.08213784200494524,0.8738127708824851,55133
"Genesee County, Michigan, USA",0.13199114641763438,0.07587916798615922,0.32286879484664266,0.6012520371671981,26049
"St. Charles County, Missouri, USA",0.05442532187720327,0.056841284429220006,0.05987292569296073,0.8832857898778192,29183
"Placer County, California, USA",0.057229116849459444,0.04489669749450656,0.14986591142635144,0.8052373910791419,06061
"Orange County, New York, USA",0.11305689343768889,0.06651875522588216,0.2214159760913295,0.7120652686827883,36071
"Manatee County, Florida, USA",0.07344451982029286,0.18244000587997533,0.12732442762118276,0.6902355664988419,12081
"Pulaski County, Arkansas, USA",0.13543051786007101,0.11487972894855145,0.22008478386537395,0.6650354871860745,05119
"Butler County, Ohio, USA",0.08423093343411699,0.0819021852237257,0.16455775234131056,0.7535400624349637,39017
"Osceola County, Florida, USA",0.07949635063001555,0.1699663542516177,0.16556085126612077,0.6644727944822615,12097
"Madison County, Alabama, USA",0.08027894181248178,0.11508385052713863,0.10414609446893212,0.7807700550039293,01089
"Mercer County, New Jersey, USA",0.10662660268098055,0.09531006890420086,0.15898078360847823,0.7457091474873209,34021
"Allen County, Indiana, USA",0.09261373880641847,0.10426153098650255,0.17115780693041666,0.7245806620830808,18003
"Orleans Parish, Louisiana, USA",0.1722440064884469,0.11250912526302204,0.2947059810975301,0.5927848936394479,22071
"Lake County, Florida, USA",0.08535010538289103,0.16501772651359034,0.14064987449823643,0.6943323989881732,12069
"Lane County, Oregon, USA",0.06781903895459396,0.0917330403735237,0.25456349125014754,0.6537034683763289,41039
"Forsyth County, North Carolina, USA",0.11644942112330421,0.1521059912746185,0.14065721328786868,0.7072367954375128,37067
"Marion County, Florida, USA",0.11422322375397714,0.19346015296801308,0.19437362591992385,0.612166221112063,12083
"Collier County, Florida, USA",0.07451225397011815,0.19858330396125715,0.0943120178062414,0.7071046782325014,12021
"Stark County, Ohio, USA",0.11706577907865275,0.08643449975096587,0.2137193280940769,0.6998461721549573,39151
"Lehigh County, Pennsylvania, USA",0.10733204020455032,0.08898161723243544,0.19530931457174952,0.715709068195815,42077
"Washtenaw County, Michigan, USA",0.048314988449517704,0.044169871858745775,0.13346619103609067,0.8223639371051635,26161
"Brazoria County, Texas, USA",0.07408006718336697,0.1707542771391226,0.0740714957597648,0.7551742271011127,48039
"Bell County, Texas, USA",0.08514730107650398,0.22067456416579162,0.14800868613827844,0.63131674969593,48027
"Hamilton County, Tennessee, USA",0.11223790525567447,0.13494356428299728,0.1380739018348945,0.7269825338821081,47065
"Chesterfield County, Virginia, USA",0.06180433955081845,0.0999633347082817,0.10473898895458067,0.7952976763371375,51041
"Anoka County, Minnesota, USA",0.06076539503164612,0.05720234095972287,0.14869691290356807,0.7941007461367091,27003
"Davis County, Utah, USA",0.0461605656102421,0.07556557069880299,0.07598469458196103,0.848449734719236,49011
"Larimer County, Colorado, USA",0.04837843050810088,0.07610023785400903,0.1246798537219586,0.7992199084240323,08069
"Douglas County, Colorado, USA",0.018659954190476925,0.04523980480844417,0.06522544441751242,0.8895347507740434,08035
"Westmoreland County, Pennsylvania, USA",0.12806783314255493,0.04744998486800254,0.19183995500928097,0.7607100601227165,42129
"Nueces County, Texas, USA",0.12345791735810102,0.2626009567555923,0.13181724600153213,0.6055817972428755,48355
"Horry County, South Carolina, USA",0.08547719691848187,0.21202744452132893,0.19141968871519524,0.5965528667634759,45051
"Galveston County, Texas, USA",0.07627848981052693,0.17501843925415253,0.08913477020175735,0.7358467905440901,48167
"Hamilton County, Indiana, USA",0.030639941125732973,0.057783018867924356,0.060979014247208,0.8812379668848677,18057
"Marion County, Oregon, USA",0.07951656044645514,0.12234535719659995,0.2375404719257112,0.6401141708776887,41047
"Somerset County, New Jersey, USA",0.03960508856373501,0.0734347418432798,0.07846225468298836,0.8481030034737319,34035
"San Juan Municipio, Puerto Rico, USA",0.34327371694361974,0.13493278644409473,0.34200060127805376,0.5230666122778516,72127
"Rutherford County, Tennessee, USA",0.06279685595393214,0.11455327514067246,0.10804267061030133,0.7774040542490261,47149
"Rockland County, New York, USA",0.11490686269711536,0.06306662829184066,0.2505499249635101,0.6863834467446492,36087
"Cumberland County, North Carolina, USA",0.1017593761485481,0.17764397839533466,0.22497691539016132,0.5973791062145041,37051
"Henrico County, Virginia, USA",0.08752797834967337,0.09331508295845442,0.11138557344873215,0.7952993435928134,51087
"Howard County, Maryland, USA",0.033582690173420186,0.047334738156559704,0.10905915866697873,0.8436061031764616,24027
"Boulder County, Colorado, USA",0.04305965786136773,0.060999037193533105,0.11038507695607186,0.828615885850395,08013
"St. Lucie County, Florida, USA",0.07982092874797483,0.18850753189057487,0.16763174069161874,0.6438607274178063,12111
"Weld County, Colorado, USA",0.07905847123152666,0.11626137591778495,0.1692149105942429,0.7145237134879722,08123
"Spartanburg County, South Carolina, USA",0.1396293970975439,0.13848619443559038,0.15441341215130333,0.7071003934131064,45083
"Greater Bridgeport Planning Region, Connecticut, USA",0.0915366094472638,0.10749970953874735,0.23056330118895504,0.6619369892722976,09120
"Luzerne County, Pennsylvania, USA",0.14522332694822038,0.07866533259660809,0.23035108940758187,0.69098357799581,42079
"Durham County, North Carolina, USA",0.07135324867055345,0.1496187332840148,0.10148143932927378,0.7488998273867115,37063
"Lancaster County, Nebraska, USA",0.06516924280962637,0.08913138111332289,0.08983570635506734,0.8210329125316098,31109
"Fayette County, Kentucky, USA",0.06409196224362841,0.08981682560664661,0.1738504390520251,0.7363327353413284,21067
"Escambia County, Florida, USA",0.10873616399183844,0.15994814527928247,0.18823156037524783,0.6518202943454696,12033
"Albany County, New York, USA",0.096868929440017,0.04024044000327791,0.19576482383961716,0.763994736157105,36001
"Rockingham County, New Hampshire, USA",0.04685459114696705,0.06646997458014027,0.09640442887105496,0.8371255965488048,33015
"Lorain County, Ohio, USA",0.11922811193540271,0.07248438722030909,0.20156504259618133,0.7259505701835096,39093
"Northampton County, Pennsylvania, USA",0.11253439366485465,0.05858606609999791,0.15370432192290948,0.7877096119770927,42095
"Lubbock County, Texas, USA",0.11151267017118154,0.17248073834644587,0.10462279685308261,0.7228964648004715,48303
"McHenry County, Illinois, USA",0.04095381227827968,0.06676222361360495,0.09846677671239258,0.8347709996740024,17111
"Cumberland County, Maine, USA",0.06990390970847835,0.07539309474739922,0.11744628410575442,0.8071606211468464,23005
"Gloucester County, New Jersey, USA",0.07175404886082892,0.060696882476655944,0.1513598147985469,0.7879433027247972,34015
"St. Louis city-County, Missouri, USA",0.15831568209349578,0.13565661021500278,0.17413068911946958,0.6902127006655276,29510
"Greene County, Missouri, USA",0.12233413467112922,0.14829940620911458,0.13035325525592292,0.7213473385349625,29077
"Clayton County, Georgia, USA",0.1046821716565984,0.22782364601831195,0.16238404393084935,0.6097923100508388,13063
"Ottawa County, Michigan, USA",0.0714712081926543,0.046541417591801755,0.11224244016729046,0.8412161422409077,26139
"Dutchess County, New York, USA",0.06792858101758596,0.05879180721362761,0.1747364414038125,0.7664717513825599,36027
"Cleveland County, Oklahoma, USA",0.06803810133674869,0.13677715243168964,0.09699905482041575,0.7662237927478945,40027
"Chatham County, Georgia, USA",0.0861428638592213,0.1921362855012569,0.12802864240118905,0.6798350720975541,13051
"Thurston County, Washington, USA",0.05766611962708165,0.07431153158785639,0.19080115368962433,0.7348873147225192,53067
"Lexington County, South Carolina, USA",0.09309630652399015,0.1359380566441042,0.13234213573209852,0.7317198076237973,45063
"Leon County, Florida, USA",0.07278397647798646,0.10723696083739391,0.10787119395673857,0.7848918452058675,12073
"Anchorage Municipality, Alaska, USA",0.05403544815945838,0.1342892012861209,0.17030494884838557,0.6954058498654936,02020
"Dauphin County, Pennsylvania, USA",0.11564955100559157,0.07455231293024735,0.17557830432960347,0.7498693827401491,42043
"Winnebago County, Illinois, USA",0.1141791044776121,0.09025884577034161,0.24297842663731078,0.6667627275923476,17201
"Ingham County, Michigan, USA",0.09614630276932719,0.0629071703076512,0.20020962206374948,0.7368832076285993,26065
"Benton County, Arkansas, USA",0.09254213241821398,0.12132177492595614,0.1340193940502519,0.744658831023792,05007
"San Luis Obispo County, California, USA",0.06878962806594158,0.08267797977548305,0.15807496762644238,0.7592470525980747,06079
"York County, South Carolina, USA",0.07513361469862334,0.12457073096486275,0.11232999631094887,0.7630992727241884,45091
"Merced County, California, USA",0.09102158837511352,0.12149010896646993,0.34513853450604837,0.5333713565274817,06047
"Southeastern Connecticut Planning Region, Connecticut, USA",0.08694886200153126,0.06314725041778696,0.22216967965522907,0.7146830699269839,09180
"Alachua County, Florida, USA",0.07245507271220844,0.10458893679085544,0.10761855736439109,0.7877925058447535,12001
"Kitsap County, Washington, USA",0.044406875115330646,0.06603672318988665,0.19876264969157975,0.7352006271185336,53035
