longname,Citizen by Birth %,Citizen by Naturalization %,Non-citizen %,Born outside US %,Born in us outside state %,Born in state of residence %,Only English at Home %,Spanish at Home %,Other at Home %
"Los Angeles CA HRR, USA",0.6661735938592872,0.17926099537506665,0.1545654107656462,0.3338264061407207,0.14293577030342045,0.5232378235558588,0.441692011988956,0.38790839725097526,0.17039959076006878
"Houston TX HRR, USA",0.7765588139886194,0.09262060967740161,0.13082057633397898,0.22344118601138174,0.21613301341819263,0.5604258005704256,0.6210379768237602,0.2862128721291764,0.09274915104706348
"Atlanta GA HRR, USA",0.8667307872777362,0.06328676512245071,0.06998244759981305,0.13326921272226466,0.3774976671441053,0.48923312013362996,0.8214410561068787,0.09660574312081328,0.08195320077230807
"Dallas TX HRR, USA",0.8083549869863103,0.07184600180295823,0.11979901121073155,0.1916450130136867,0.27251830954830697,0.5358366774380062,0.6838491884436444,0.22187704265808425,0.09427376889827135
"New York NY HRR, USA",0.67912975175728,0.18918697400443632,0.1316832742382836,0.32087024824271987,0.1871863856567941,0.49194336610048595,0.580356175465767,0.1713138787817494,0.24832994575248363
"Boston MA HRR, USA",0.8048451811251773,0.10483850145049183,0.0903163174243308,0.19515481887482394,0.23041146169614624,0.5744337194290298,0.7409316834919789,0.09167458300214877,0.16739373350587222
"East Long Island NY HRR, USA",0.689981244537622,0.1902988965298193,0.1197198589325587,0.31001875546238145,0.07370290258622882,0.6162783419513898,0.6202332013811626,0.17698365009253245,0.20278314852630505
"Philadelphia PA HRR, USA",0.8713264244210257,0.07155282659862493,0.05712074898034933,0.12867357557897627,0.2267417268775887,0.6445846975434351,0.8170553363894024,0.0713977052528046,0.11154695835779295
"Orlando FL HRR, USA",0.8436221177143959,0.08398423460992158,0.07239364767568246,0.15637788228560445,0.49652042981492756,0.3471016878994679,0.7196005908820047,0.21006437887162938,0.07033503024636606
"San Diego CA HRR, USA",0.770008597085575,0.13034993436298004,0.09964146855144497,0.22999140291442624,0.24601604342883787,0.5239925536567358,0.6103857519052969,0.2756444951075438,0.11396975298715928
"Phoenix AZ HRR, USA",0.8532979392150812,0.06366205977479511,0.08304000101012364,0.14670206078491832,0.44777902556018134,0.40551891365490034,0.7012152823788553,0.23365487792461181,0.0651298396965328
"Minneapolis MN HRR, USA",0.9125856134505703,0.04923184594699572,0.038182540602433895,0.08741438654942596,0.24013412682814544,0.6724514866224286,0.8806426445145716,0.04008494649095005,0.07927240899447835
"Orange Co. CA HRR, USA",0.7118754379431823,0.1663703621571663,0.12175419989965144,0.2881245620568193,0.17000335506288097,0.5418720828802996,0.553250097388347,0.24609502464572114,0.20065487796593193
"St Louis MO HRR, USA",0.9562824577614125,0.023822134540502766,0.01989540769808477,0.04371754223858763,0.2610785514429953,0.695203906318417,0.9399215420110147,0.020087440660190234,0.03999101732879501
"San Bernardino CA HRR, USA",0.7894826010817937,0.1098575426224588,0.1006598562957476,0.21051739891820181,0.1383613734904008,0.6511212275913973,0.5719641703563338,0.35800452464684945,0.0700313049968166
"Miami FL HRR, USA",0.4956833122721881,0.30754367549304407,0.19677301223476787,0.504316687727815,0.15794052373999712,0.33774278853218787,0.302713247723898,0.6028287555866793,0.09445799668942273
"Denver CO HRR, USA",0.8849499379633707,0.05303454672623635,0.06201551531039286,0.11505006203662621,0.45388632283695685,0.43106361512641694,0.8121601312535378,0.12433528455017119,0.06350458419629096
"Seattle WA HRR, USA",0.7940493287192819,0.09948587342698562,0.10646479785373239,0.2059506712807149,0.376064257039724,0.41798507167956117,0.7518764033491347,0.06140044265023789,0.1867231540006273
