longname,Silent %,Boomer %,Gen X %,Millennial %,Gen Z %,Gen Alpha %
"California, USA",0.05845274818233428,0.20691661625167487,0.1929179321219737,0.22086624096417867,0.19957380823429138,0.12127265424554716
"Texas, USA",0.04807326553701704,0.1904416369609664,0.19082341824855467,0.2157676618597714,0.21627178418359666,0.1386222332100939
"Florida, USA",0.08922782109889209,0.2502410992324632,0.18889027352321416,0.1909091885365976,0.1745071154682754,0.10622450214055748
"New York, USA",0.06961460478547103,0.2303536401669459,0.1898267635575601,0.2102382294891981,0.18632868552125978,0.113638076479565
"Pennsylvania, USA",0.0760907654827228,0.2478557772244027,0.18552488330585215,0.19299222042261574,0.18695962284213982,0.11057673072226683
"Illinois, USA",0.06414518357316537,0.22411783139879377,0.19136627222559088,0.20396036729364458,0.19730122475209144,0.11910912075671383
"Ohio, USA",0.0686366481970783,0.23936849651551048,0.18515562961959417,0.19311135534228474,0.19461131701540765,0.11911655331012469
"Georgia, USA",0.05223797717171673,0.21072253076993064,0.19783833054800337,0.2051211061090639,0.20892433381373193,0.12515572158755334
"North Carolina, USA",0.06322860697644954,0.22964721480634293,0.19446818311347763,0.19605206804730954,0.1987835369131194,0.11782039014330078
"Michigan, USA",0.06818167847916898,0.24480321474130626,0.18498512830284936,0.1900311153827479,0.196739071064778,0.11525979202914946
"New Jersey, USA",0.06796279086952095,0.23196511743151257,0.20040053835418556,0.1940156709909694,0.18780489819927135,0.11785098415454019
"Virginia, USA",0.06120604395731317,0.22440090731360687,0.19409827885024158,0.2057078213997788,0.19569608072146827,0.11889086775759139
"Washington, USA",0.05848657438344326,0.22284050586476933,0.18861564734003683,0.22302394464106584,0.18590576321494784,0.12112756455573688
"Arizona, USA",0.07239327985548635,0.2247394582970121,0.17935872069033856,0.2004224210301937,0.20261659768281498,0.12046952244415429
"Massachusetts, USA",0.06766558123009737,0.2354262242389514,0.19161153712675966,0.20646654020329425,0.1944357404638934,0.10439437673700384
"Tennessee, USA",0.06341350015151055,0.23146517892504814,0.19016360276691116,0.2013761185514761,0.19382127375349054,0.11976032585156353
"Indiana, USA",0.062355917491934934,0.22497711565407755,0.1847193297923079,0.19466180047220255,0.20716983591405558,0.12611600067542147
"Maryland, USA",0.06182181773167764,0.22853334597053326,0.195452033076003,0.20391567482789247,0.18981563444033694,0.1204614939535567
"Missouri, USA",0.06874943190355745,0.2351245683594975,0.18070647253262873,0.19730422149170532,0.19644302648195164,0.1216722792306594
"Wisconsin, USA",0.06776420566222986,0.24411187810228124,0.18374763310124362,0.19032673227164784,0.19773906114801484,0.11631048971458248
"Colorado, USA",0.052573256527494526,0.21470176699091553,0.19153857927835874,0.2290981441073977,0.19468857850955484,0.11739967458627867
"Minnesota, USA",0.06453093950914829,0.2289146774138634,0.1829965100285358,0.2020730122769175,0.19489694471919503,0.12658791605234
