longname,White %,White % (2010),White % (2000),Hispanic %,Hispanic % (2010),Hispanic % (2000),Black %,Black % (2010),Black % (2000),Asian %,Asian % (2010),Asian % (2000),Native %,Native % (2010),Native % (2000),Hawaiian / PI %,Hawaiian / PI % (2010),Hawaiian / PI % (2000),Other / Mixed %,Other / Mixed % (2010),Other / Mixed % (2000),Racial Homogeneity (2000) %,Racial Homogeneity Change (2000-2020) %,Racial Homogeneity (2010) %,Racial Homogeneity Change (2010-2020) %,Racial Homogeneity %,Segregation (2000) %,Segregation Change (2000-2020) %,Segregation (2010) %,Segregation Change (2010-2020) %,Segregation %,Mean Local Segregation (2000) %,Mean Local Segregation Change (2000-2020) %,Mean Local Segregation (2010) %,Mean Local Segregation Change (2010-2020) %,Mean Local Segregation %,geoid
"Queens County, New York, USA",0.22837808400499526,0.27649702236320894,0.3287221119719801,0.27764484035592124,0.27514852319615823,0.2496765760302018,0.15854408857124327,0.17742985383488416,0.18967223380547552,0.27295346118606045,0.22787887536604043,0.17462561769043886,0.003980916874664307,0.0029094945459305632,0.002814820264193871,0.00046144713146171486,0.0004904448433355988,0.0003862247406328165,0.05803716187565372,0.03964578585044212,0.054102415497077075,0.46839455996265317,-0.03691060115075878,0.4646257330470133,-0.03314177423511894,0.4314839588118944,0.30067305913053965,-0.041179707477353056,0.2982231864678357,-0.03872983481464909,0.2594933516531866,0.2525216616009919,-0.048981482601573645,0.24165557154349906,-0.038115392544080834,0.20354017899941823,36081
"King County, Washington, USA",0.542173224155434,0.647919442305631,0.7340672030800884,0.10707720588235294,0.0892578176578017,0.05483068551885247,0.06513618450735999,0.060233932966280164,0.05285381957097288,0.19815621298855113,0.14499981100196402,0.10743984346261254,0.0052036334668095425,0.006695708501856582,0.008219479325516825,0.008547441627657774,0.007284450328986033,0.005029667381078618,0.07370609737183464,0.043608837237480436,0.03755930166087826,0.6175852329431717,-0.18527425825165045,0.5297681886147512,-0.09745721392322992,0.43231097469152124,0.13555997966354574,-0.014528154108097116,0.1385331417176553,-0.017501316162206668,0.12103182555544863,0.051111892637002936,0.009098658367446645,0.06087446987344268,-0.0006639188689930992,0.06021055100444958,53033
"Clark County, Nevada, USA",0.39409285792163273,0.4796647720022201,0.6023268965457086,0.3096129220498609,0.29142265879281637,0.21962248625828465,0.12138897999126888,0.09984323022607339,0.08824354637292857,0.10239505336882869,0.0846223662652356,0.05177293932420272,0.0037462573842586564,0.0044750365018867205,0.005641335777597188,0.008332520400925022,0.006392762863551873,0.004262439505196483,0.060431408883225096,0.03357917334821596,0.028130356216081842,0.5241771304787312,-0.146619233621347,0.43848425905697125,-0.06092636219958708,0.37755789685738417,0.17653962460895392,-0.04107492898252996,0.1577356502610937,-0.022270954634669743,0.13546469562642396,0.08472937829954426,-0.019578859471688262,0.07424078346101194,-0.009090264633155945,0.065150518827856,32003
"San Bernardino County, California, USA",0.25948798480418983,0.3329376329715361,0.44004885733389415,0.5367088456739703,0.4919123825059822,0.39157819367089275,0.07944522825342606,0.08387340864087735,0.08786481400342915,0.08076624432655224,0.06091656389266955,0.04571834378785902,0.003855790148208653,0.004187774234599869,0.005735705924712206,0.00282950458688683,0.0028719395050142245,0.002566296980286838,0.036906402206766054,0.02330029824932071,0.026487788298925924,0.48437822359931215,-0.003169595008465531,0.4877425842572267,-0.006533955666380098,0.4812086285908466,0.1974807280126889,-0.020496274183214452,0.19431339534372616,-0.01732894151425171,0.17698445382947445,0.08175217579440436,-0.014779357939824891,0.07496498469784048,-0.007992166843261012,0.06697281785457947,06071
"Tarrant County, Texas, USA",0.428724936512148,0.5180600443004116,0.6191931316473418,0.29417949058105597,0.26694866546115315,0.19718388695744113,0.1699223932077474,0.14510871727760266,0.1262683116105925,0.06054229996588712,0.04610149746002131,0.035990577022612796,0.0033321646514801197,0.0038889969626364493,0.004128944697018384,0.0019648068832202555,0.0016236852460176053,0.0014110970830646928,0.04133390819846113,0.018268393292157237,0.015824050981928697,0.6051016978195766,-0.15942729609550726,0.5243179577204737,-0.07864355599640444,0.4456744017240693,0.29526299431229586,-0.0922768962530508,0.25316518471700816,-0.050179086657763106,0.20298609805924506,0.1369510133385696,-0.020636327918304748,0.13130886401445074,-0.014994178594185892,0.11631468542026485,48439
"Bexar County, Texas, USA",0.26662253929782737,0.30273935695616117,0.3562582918382467,0.5927155004018743,0.5872221658496531,0.5434836920002067,0.07359449768206894,0.06908166752391849,0.0689076885083019,0.03245750459729214,0.02307057106967533,0.015340977618497906,0.00226642147775259,0.002221273607957163,0.0025119603485012952,0.0013566677532616512,0.0010531951000185447,0.0006798589454217566,0.030986868789923037,0.014611769892616089,0.0128175307408237,0.5893737740303823,-0.069280220147941,0.5651763150965723,-0.04508276121413102,0.5200935538824413,0.28266864324349156,-0.12450588439061075,0.2205931397001061,-0.0624303808472253,0.1581627588528808,0.090660281468236,-0.03696494796949797,0.07026131825580954,-0.016565984757071515,0.05369533349873803,48029
"Broward County, Florida, USA",0.33133011893281905,0.43523356669599433,0.5801951282627916,0.31305843780135006,0.2507039207901761,0.1673740862027005,0.26621305046608806,0.2572425755091627,0.20043745205741095,0.03807907425265188,0.03185920897723541,0.022210858052968668,0.0015002250080360013,0.0019415742883849923,0.0018077244175264242,0.0003579556412729026,0.0004359103145991055,0.00047257144793550355,0.04946113789778206,0.02258324342444736,0.027502179558666323,0.5696113786125446,-0.13890942416553426,0.4849462512190763,-0.054244296772065936,0.43070195444701037,0.27536051126552896,-0.0688147692977687,0.2426333317305684,-0.036087589762808125,0.20654574196776027,0.16344067919000582,-0.028662161506433775,0.15541091119572442,-0.020632393512152375,0.13477851768357205,12011
"Santa Clara County, California, USA",0.28701196692248226,0.3518777740609446,0.44235160292259545,0.25168906968061183,0.26896464243940005,0.23974779717748693,0.021767477216989486,0.023758983074439688,0.02643208721667596,0.3891008205343776,0.317386248066436,0.2536369006795379,0.0016731898693517577,0.002268640230254074,0.0031320314700816706,0.003070096843609938,0.003509039762382106,0.002995339394537309,0.04568737893257716,0.03223467236614349,0.03170424113908478,0.46850976651224113,-0.040263031505982705,0.44947166438961655,-0.021224929383358127,0.4282467350062584,0.21944508892883396,-0.03574399770805442,0.21525835230221796,-0.031557261081438415,0.18370109122077954,0.12191286411931342,-0.0181404754341596,0.12327260371366842,-0.01950021502851461,0.10377238868515382,06085
"Wayne County, Michigan, USA",0.47789397740026685,0.4955373596790876,0.4992004083351609,0.0655952041776109,0.05232458821713551,0.03745854058995115,0.3731554153998665,0.40251428270108247,0.4195076106764895,0.036019962521486586,0.02504175915199672,0.01690204808030074,0.0023779509032589357,0.0030952031766067457,0.0031935147681863437,0.00017953111157078015,0.0001669816798027419,0.00019310526857158384,0.04477795848593943,0.021319825394288238,0.02354477228133982,0.7924442361467704,-0.1252357223512065,0.7449701712944838,-0.07776165749891994,0.6672085137955639,0.6375006690907694,-0.17019627675644494,0.5667475950521812,-0.09944320271785673,0.46730439233432447,0.22062314927024965,-0.02422568415627363,0.20747375733473547,-0.011076292220759454,0.19639746511397602,26163
"New York County, New York, USA",0.46823276650749895,0.4801733558404183,0.45787002637677804,0.23764719075922394,0.2544822372059266,0.2718252548215371,0.11780100694710871,0.12948026667995063,0.1526892732267245,0.12963056963930517,0.11200406590447773,0.09320684104575401,0.0011185022104436824,0.0013519384615772658,0.0016038174107555314,0.000520590474728933,0.00033609291045740795,0.00037216371559925515,0.04504937346169056,0.02217204299719208,0.022432623402851605,0.5816335080891751,-0.12183797720676065,0.5346791191060957,-0.07488358822368119,0.4597955308824145,0.3881524319039112,-0.16950785145535366,0.31057140351227497,-0.09192682306371744,0.21864458044855753,0.23917231596323485,-0.06358965006021733,0.2181444543544546,-0.04256178845143707,0.17558266590301752,36061
"Alameda County, California, USA",0.28071347602298996,0.3406915895647752,0.40938049026508455,0.2340505463059777,0.22505696148470003,0.18975048910121764,0.09480835451961869,0.12191777284402187,0.14624957740546352,0.32129009171377976,0.2585862692528494,0.20271929192553467,0.0024555682432195465,0.0027737478571158982,0.003672415799770552,0.007851755246837809,0.007900115942527998,0.0058595157205167565,0.0588302079475765,0.043073543054009615,0.042368219782412314,0.42166122399908074,-0.03833122300456637,0.3942062460417635,-0.010876245047249156,0.38333000099451436,0.21006979990692082,-0.03158688368806756,0.19187826377345765,-0.013395347554604392,0.17848291621885326,0.12297285981499162,-0.02832294006169439,0.11174688279683362,-0.01709696304353639,0.09464991975329723,06001
"Middlesex County, Massachusetts, USA",0.6653907286878324,0.7652601150300882,0.8358010950187769,0.08777256400421078,0.06543209465865205,0.045523191181980165,0.049629841139900564,0.043732057734592523,0.031798946745618666,0.12845082297693264,0.09269269535655003,0.062347691322900876,0.0008664205068376142,0.0010498408273650526,0.001154662701323836,0.00021629875453584003,0.00022021376036618023,0.0002654632333421821,0.06767332392975009,0.03161298263238606,0.02310894979605736,0.7454459645608517,-0.20362327925938783,0.6559151563259548,-0.11409247102449094,0.5418226853014638,0.1338407566330199,-0.004572719857588892,0.13699335187438197,-0.007725315098950969,0.129268036775431,0.05717003841288337,0.017654120385755714,0.06788938819457566,0.006934770604063431,0.07482415879863909,25017
"Philadelphia County, Pennsylvania, USA",0.3434348219606396,0.36866537616201117,0.42462851306382,0.14861193877271153,0.12294153804214629,0.08495799149945636,0.3826699296619234,0.42220602902455934,0.4257671905373793,0.0826073459780633,0.06259493662591135,0.0442285262429574,0.0016181996344713924,0.0022922403274404364,0.0019162465816612302,0.0003609158660858768,0.0002994722211664607,0.00032618365128002374,0.04069684812610488,0.021000407596764914,0.018175348423445686,0.6923828649902165,-0.1599649428443768,0.6171750977172817,-0.08475717557144202,0.5324179221458397,0.510880578802518,-0.17408371302404857,0.4255341414257187,-0.08873727564724926,0.33679686577846946,0.29304241302854495,-0.06293214272836253,0.2677113089192425,-0.037601038619060084,0.2301102703001824,42101
"Sacramento County, California, USA",0.41025137928967764,0.4843331068489443,0.5775689232275629,0.23622776496714626,0.21581518873855712,0.16010638341347233,0.09193624196005817,0.09863982497737506,0.09650436984419276,0.17431256328644748,0.14022109011353354,0.10837851113895475,0.004688796287825974,0.005550512127252274,0.007413165029150004,0.011363012639939938,0.009232528045063816,0.005548022515751954,0.07122024156890455,0.046207749149273884,0.04448062483091527,0.47663233481424094,-0.11672290087708315,0.41224109957914434,-0.05233166564198655,0.3599094339371578,0.15276112000304234,-0.02723268029852033,0.14482125053534006,-0.019292810830818047,0.12552843970452202,0.0664329167127925,-0.004807807697444572,0.06771648819441568,-0.006091379179067755,0.06162510901534793,06067
"Suffolk County, New York, USA",0.6339156856293823,0.7155780987949354,0.7879325855836625,0.21821104940076,0.16494689999946419,0.10528940955673957,0.0703017369635973,0.06839706047827508,0.06571095043956887,0.04261334962241917,0.03368514539541014,0.0242035874230957,0.0020330771559990196,0.0019463748935052965,0.0021000958815999616,0.0001579534476453139,0.00018418895241361204,0.0001831683761207615,0.032767147780196966,0.015262231485996283,0.014580202739212615,0.7408308176107176,-0.157659943613365,0.6687876069742447,-0.0856167329768921,0.5831708739973526,0.28566299144402696,-0.05359211151788848,0.27136268986758416,-0.03929180994144568,0.23207087992613848,0.09042725074561633,0.01845811431210713,0.10693473230179962,0.001950632755923845,0.10888536505772346,36103
"Palm Beach County, Florida, USA",0.522559779545648,0.6011291278006626,0.7058427210682257,0.23450952324467847,0.18999813655280448,0.12437698773736801,0.1713748441050777,0.16756556531382422,0.13477577747774752,0.02905526169237048,0.023140832673046827,0.014924884858226857,0.0010293588421321398,0.0016445300249823124,0.0014297120151512339,0.0003310568151128106,0.00038708191744171424,0.00042705683569452436,0.041140175754980426,0.016134725717237796,0.018222860007586227,0.6892743489089997,-0.16476440308341234,0.5959344794608568,-0.07142453363526935,0.5245099458255874,0.3359484369209188,-0.0786981600276333,0.2961394891188288,-0.03888921222554331,0.2572502768932855,0.12277843021354305,0.0021676593230359475,0.13017717625370076,-0.005231086717121761,0.124946089536579,12099
"Bronx County, New York, USA",0.08882030597486198,0.10916889639109535,0.1452031127925748,0.5476250619622862,0.5352710396700826,0.4838270027025668,0.28478477866731855,0.3008409658978509,0.3124635536239237,0.04601574011828855,0.03417506934647535,0.028937953539266772,0.0020961926297133776,0.002498061475415754,0.0026177597890181675,0.00031032071000291984,0.00028734926798134973,0.0003557391456406569,0.030347599937528436,0.01775861795109864,0.026594878407009113,0.4984125610504317,-0.012051523701117894,0.5080460104605955,-0.021684973111281702,0.4863610373493138,0.22313771081785833,-0.06811880673551496,0.19263058318776813,-0.03761167910542476,0.15501890408234337,0.21170736596592488,-0.051489803651493304,0.18791086569366874,-0.027693303379237172,0.16021756231443157,36005
"Hillsborough County, Florida, USA",0.4573539186864845,0.5372466485666478,0.633212744078093,0.29284994757724647,0.24952959483303058,0.17991162573207156,0.15382274941923813,0.155655279280687,0.14443375284242527,0.04789657984362258,0.033624203241075325,0.02161094294923336,0.0019303908064880867,0.0023992291214980045,0.002994872369974377,0.0006263319833617718,0.0005713225384299861,0.0006097884564742212,0.04552008168355844,0.0209737224186313,0.017226273571728245,0.5963018314507069,-0.15403501940897424,0.5141761607364083,-0.07190934869467558,0.4422668120417327,0.25976133210621805,-0.08340271612803163,0.2207290111595479,-0.04437039518136149,0.17635861597818642,0.1245726322242055,-0.020179948459875807,0.12099353443391184,-0.01660085066958214,0.1043926837643297,12057
"Orange County, Florida, USA",0.37160572568305095,0.4596633727647484,0.575338262988317,0.330807996038906,0.26898414947868854,0.18783078817953822,0.18436430875273094,0.19477187605806856,0.17526306864328875,0.05375870335713906,0.048466956846510686,0.033084396169327845,0.0015434559426200846,0.002137080306748252,0.0024867684728184713,0.0007790711010778315,0.0009057939397324156,0.0008088412484492561,0.05714073912447514,0.025070770605503175,0.025187874298260488,0.5541816014036063,-0.12409339309121015,0.4863257141034482,-0.05623750579105208,0.43008820831239614,0.25854202811043553,-0.05857201968555248,0.2396181738406238,-0.03964816541574076,0.19997000842488305,0.1382020466330812,-0.02454821480587363,0.13460417746534623,-0.020950345638138662,0.11365383182720756,12095
"Nassau County, New York, USA",0.5584279822653265,0.6548131776231295,0.7395059840515245,0.18371923730586578,0.14583271108987186,0.09986237356133147,0.10547946383278736,0.10558376392580866,0.09731973260292373,0.11690611915018012,0.07584450882590126,0.04704035692922133,0.001227355189283534,0.001028941787879693,0.0009827247336298749,0.00020921641288429186,0.00014709835429049312,0.00020389102024967655,0.03403062584367235,0.016749798393118485,0.015084937101119453,0.7038610162457782,-0.17905599611772482,0.6161208465625249,-0.09131582643447145,0.5248050201280534,0.3137322368154976,-0.0696578537561616,0.2796659561880452,-0.03559157312870917,0.24407438305933601,0.18418647785493847,-0.014405272032490257,0.18182217946232637,-0.01204097363987816,0.1697812058224482,36059
"Franklin County, Ohio, USA",0.5949621055032946,0.6730588065407836,0.7443156889324206,0.06887862052398877,0.04789205506580666,0.022710114869624518,0.223654958766648,0.20990056798646733,0.17741879655849518,0.05568334356896436,0.03844137224430295,0.030544898690398344,0.0016316577869734787,0.0019597596028220537,0.0024304201034472113,0.0003353963228778817,0.00058105153136303,0.0003844890925776766,0.054853917527252834,0.028166387028454334,0.02219559175303639,0.72325043560183,-0.17331261610449378,0.6427665969834607,-0.0928287774861245,0.5499378194973362,0.3292759909852092,-0.09800190481751064,0.28341343350301973,-0.05213934733532116,0.23127408616769857,0.12528091153231424,-0.008850844363924193,0.12343819003310008,-0.007008122864710031,0.11643006716839005,39049
"Travis County, Texas, USA",0.47498814126313377,0.5054439911989866,0.5635890658314006,0.326394292924752,0.3346494487647623,0.2820168572333001,0.07461703255649564,0.08079802885427644,0.0901614407108466,0.07724455660725414,0.0570132220283152,0.04412121540578191,0.0021407732826533806,0.0025479187439512566,0.0027824411825929296,0.0005999125708811429,0.0005214981254388543,0.00048036833165614987,0.0440152907948299,0.01902589228426921,0.01684861130442173,0.5620751285991887,-0.09275399414095215,0.5345286671249003,-0.06520753266666374,0.4693211344582366,0.2608877931718283,-0.07180713038963737,0.2521570813799988,-0.06307641859780788,0.18908066278219093,0.12642578568644566,-0.03455615012389271,0.12108366973948653,-0.02921403417693358,0.09186963556255295,48453
"Hennepin County, Minnesota, USA",0.6561079617498917,0.7173315816693103,0.7893036122861806,0.07666407868504524,0.06740204160259904,0.040706976777520366,0.13234053676559518,0.11648450055014282,0.08842226534294412,0.07596025172347871,0.06207329221435092,0.047687516909355104,0.006254852465540179,0.007677703075593443,0.009148521024935364,0.00030275483490888093,0.00037399299565786325,0.0004237417200151221,0.05236956377554006,0.028656887892345554,0.024307365939049277,0.7148678339336341,-0.1542278828296324,0.6326464727110332,-0.07200652160703158,0.5606399511040017,0.21788941333816114,-0.03514594618693134,0.20560742875727075,-0.022863961606040956,0.1827434671512298,0.06769793819805799,0.014647513928573275,0.08022965380715245,0.0021157983194788066,0.08234545212663126,27053
"Oakland County, Michigan, USA",0.6898465546396525,0.7513513063945341,0.81375632664409,0.04773873092722429,0.03486491094560259,0.024284096885164082,0.13245265400444917,0.1349875868607857,0.10024485913063284,0.08291385324016494,0.056203866578506345,0.041210696089958095,0.0017545580451900707,0.0023886456163113223,0.0023899724994054378,0.0002385445642834443,0.0001763206374157383,0.00021605217408780762,0.04505510457903554,0.020027362966844233,0.017897996576661676,0.7754448230364517,-0.1405368418799271,0.7122547373074762,-0.07734675615095166,0.6349079811565246,0.30959042408506277,-0.04647709284376916,0.30220828259527716,-0.039094951353983554,0.2631133312412936,0.12328411684911993,0.0009010676982154908,0.12631202026456728,-0.0021268357172318647,0.12418518454733542,26125
"Cuyahoga County, Ohio, USA",0.5682283185266792,0.6138988475712103,0.6589063633434908,0.06588532666249608,0.04787252330956794,0.03377873700327972,0.2887586216168977,0.29299103249742914,0.27221236449006503,0.03456081062377759,0.025477990704303715,0.01794912453532532,0.001444943843329176,0.0015768926619010855,0.001546942456754133,0.00019692994909084006,0.00016956675303891753,0.0001843989848728257,0.04092504877772936,0.018013146502548972,0.015422069186212122,0.7806626552172244,-0.14037950703334523,0.7152120268263455,-0.07492887864246633,0.6402831481838792,0.5525369029050533,-0.16578364410230662,0.4667084794471313,-0.0799552206443846,0.3867532588027467,0.178441001529735,-0.03775261203788802,0.15519374310952438,-0.014505353617677408,0.14068838949184698,39035
"Allegheny County, Pennsylvania, USA",0.7502582768535963,0.8061569724717398,0.8380683015128699,0.027446913311732966,0.01558820331856255,0.008712070969906451,0.129181606210159,0.13078886771770556,0.12331957524167687,0.046632165783354496,0.02774651145491805,0.01688032020722963,0.0010435024580280122,0.0011656412130188881,0.0011133911225198374,0.0002430840975023109,0.0002051724715762559,0.00023094868413866285,0.04519445128562701,0.01834863135247895,0.011675392261658616,0.8348886951706355,-0.15223564968464154,0.775739897497105,-0.09308685201111111,0.6826530454859939,0.41460367326502023,-0.17786555198585033,0.32431670145797403,-0.08757858017880413,0.2367381212791699,0.1130586528649615,-0.0226974473705671,0.10085705112719026,-0.010495845632795861,0.0903612054943944,42003
"Salt Lake County, Utah, USA",0.6757410747883548,0.7399364237021296,0.8094473762420872,0.19581552397071306,0.1709499246816086,0.11886525517399517,0.01854142374780424,0.014201231705789172,0.009462514484292405,0.042388954792202074,0.032491314832818426,0.025285316906856398,0.0060789478568861275,0.00637608303573423,0.007220718910669901,0.01788164064938856,0.014998606294111762,0.01209389717348982,0.0435524341946512,0.021046415747808193,0.017624921108609096,0.7122675695080917,-0.15061362959020064,0.6402975607619679,-0.07864362084407683,0.561653939917891,0.12664499159531617,-0.0016072262109121382,0.14624291923814683,-0.021205153853742803,0.12503776538440403,0.03380263515574985,0.013967683298740659,0.04734233287420464,0.00042798558028586675,0.04777031845449051,49035
