longname,Housing Units per Adult,Housing Units per Adult (2010),Housing Units per Adult (2000),Vacancy %,Vacancy % (2010),Vacancy % (2000),Rent/Income < 20%,Rent/Income 20%-40%,Rent/Income > 40%,1BR Rent < $750 %,1BR Rent $750 - $1500 %,1BR Rent > $1500 %,2BR Rent < $750 %,2BR Rent $750 - $1500 %,2BR Rent > $1500 %,% units built pre-1970,% units built in 1970s,% units built in 1980s,% units built in 1990s,% units built in 2000s,% units built in 2010s+,Renter %
"New York-Newark CSA, NY-NJ-CT-PA, USA",0.5045947520303761,0.5188691040304076,0.5169327714052417,0.0738126362816952,0.08123918099693067,0.06018605871080713,0.2541293274940837,0.38354284261855826,0.36232782988735807,0.1614304726318857,0.4179720452443615,0.42059748212375286,0.10910016796518889,0.34886204414817196,0.5420377878866391,0.633115925522865,0.10285727009391425,0.08655292830354035,0.06677734547626668,0.06931002194264127,0.041386508660772564,0.4543195920112201
"Los Angeles-Long Beach CSA, CA, USA",0.45196836014180736,0.4709415058775095,0.48462740080151206,0.05894723143714827,0.07501443689719972,0.05718826452865665,0.1982698012467129,0.39885299638004024,0.4028772023732469,0.10766191080328,0.4374730047450752,0.4548650844516448,0.04271370823656472,0.2891978630138103,0.668088428749625,0.45174878372093313,0.16224358162661998,0.14842985496821628,0.09383876871632542,0.09575676058003656,0.047982250387868686,0.4690274468223234
"Chicago-Naperville CSA, IL-IN-WI, USA",0.5278781488936913,0.536331250154292,0.5213850922768468,0.06992924703555531,0.08421182279091188,0.05296487384659027,0.27370739098312896,0.39978959337135467,0.3265030156455163,0.22348416764272272,0.5586811414015732,0.21783469095570396,0.1090247538502551,0.6047306729803231,0.28624457316942176,0.5078451623010898,0.1413768737505862,0.08997660309517731,0.11150397510403212,0.11331982492672223,0.03597756082239244,0.346646738601808
"Washington-Baltimore-Arlington CSA, DC-MD-VA-WV-PA, USA",0.5174787288051647,0.530379668847335,0.5367794576852232,0.06390015645788727,0.07204355084212874,0.05793763780865156,0.2591686934925043,0.4221652714604859,0.3186660350470097,0.14604005052389277,0.3972639805194174,0.45669596895668985,0.0677468924054963,0.32973826389473854,0.6025148436997652,0.36970424225202586,0.13218699761584163,0.14685718128294728,0.1398661360379863,0.12982979054968544,0.08155565226151353,0.3482015852737654
"San Jose-San Francisco-Oakland CSA, CA, USA",0.47306322281380425,0.498963566032176,0.49215821678080585,0.055512813901304955,0.06536359935553784,0.03532148700150364,0.2773515469091905,0.4016326839022082,0.32101576918860125,0.11099235491268986,0.23192921960907817,0.657078425478232,0.04837042649479715,0.17198504054926408,0.7796445329559387,0.4623782507208805,0.1699670790411677,0.12567287876794994,0.0968884701566379,0.09159703947166853,0.05349628184169537,0.4317732017816631
"Boston-Worcester-Providence CSA, MA-RI-NH-CT, USA",0.5280854263340387,0.5463057239711797,0.5390581833864503,0.07879845981446251,0.09044109252282267,0.0635560971588618,0.26066313794689,0.4179058823354602,0.32143097971764967,0.3081053063107487,0.37062290495636213,0.3212717887328892,0.11451418035003814,0.399793224942213,0.4856925947077489,0.5554444027073048,0.11902893417766498,0.11933112644593462,0.08167448798838906,0.0763452265901057,0.048175822090600846,0.3661317614775378
"Dallas-Fort Worth CSA, TX-OK, USA",0.5202806237958753,0.5481453956004406,0.5429627834457849,0.06868114605143105,0.08707409967207329,0.06542956047892987,0.2577084660628099,0.43124013185230076,0.3110514020848894,0.10251886808055566,0.7594257708486082,0.13805536107083616,0.07363448777046362,0.6176406622144214,0.30872485001511496,0.20778453793663518,0.13489893635180483,0.1724142551894197,0.15520291696830987,0.18866075789998962,0.1410385956538407,0.39369148573691887
"Philadelphia-Reading-Camden CSA, PA-NJ-DE-MD, USA",0.5364069430692558,0.542744928248774,0.5478723883452074,0.0874935136326834,0.09191579392641473,0.08301591431294252,0.2518342639192774,0.3934115388096462,0.3547541972710763,0.2122011211479723,0.6169526744629041,0.17084620438912368,0.0948291133765493,0.6042272551672171,0.3009436314562336,0.5429244587147285,0.12210022153282707,0.10387134409322164,0.09673613379574819,0.08922605409616256,0.045141787767312064,0.32545386333700443
"Houston-The Woodlands CSA, TX, USA",0.519276391000851,0.5380534985369265,0.5370560528478193,0.08689194023435125,0.10284465644726647,0.08145494771492888,0.25007869410324485,0.4084876445767143,0.34143366132004094,0.1606905878338236,0.7227758749257475,0.1165335372404289,0.0833717426876865,0.6786175113029305,0.2380107460093831,0.18946410524444252,0.1585407140516941,0.15419329076970129,0.13891971472478104,0.20062513029540294,0.158257044913978,0.38708831120812376
"Miami-Fort Lauderdale-Port St. Lucie CSA, FL, USA",0.5408790412709276,0.572977608487381,0.56691615817097,0.12004985938348145,0.15427855763485368,0.11735997564208671,0.15768568778552,0.39734079971873143,0.44497351249574857,0.13875400731015136,0.5847140260960095,0.2765319665938391,0.04751802004383066,0.45378581921915406,0.4986961607370152,0.24756058658964158,0.20394949141618468,0.19899643139790096,0.14798223503337565,0.13923556672657803,0.062275688836318996,0.3821111861598904
"Atlanta--Athens-Clarke County--Sandy Springs CSA, GA, USA",0.5184280409550155,0.556952676315185,0.5271207386117084,0.06539244841216121,0.10516103884854697,0.056195921081823974,0.24618184393669462,0.4100020511756775,0.34381610488762787,0.17898897727169816,0.6278673436775113,0.1931436790507905,0.11668200335623578,0.6322023196615598,0.25111567698220444,0.16958603816773227,0.125154661416394,0.16925719228480945,0.20661060783388435,0.23436909708408468,0.0950224032130952,0.35321794301554355
"Detroit-Warren-Ann Arbor CSA, MI, USA",0.5514180261354041,0.5774404902285263,0.5492889425267846,0.07388980173913931,0.10582670220050075,0.05673902188599635,0.27392717227517654,0.3806650650505154,0.34540776267430806,0.41153279020273115,0.5187314515851833,0.06973575821208546,0.1654260367361773,0.6862246775846341,0.14834928567918856,0.5176457452015619,0.14824125637237878,0.09000001197042101,0.12058195561950924,0.09031707506952062,0.033213955766608495,0.2998484543700713
"Seattle-Tacoma CSA, WA, USA",0.5254170025010159,0.5560889720054334,0.5510204656872244,0.05946318902485109,0.08071505516079097,0.056068939852191364,0.251773080375743,0.43747485237597583,0.3107520672482812,0.12668912649559116,0.4266209744850247,0.4466898990193842,0.05193634023901794,0.34698668649611764,0.6010769732648644,0.3025498144950421,0.14166557637077581,0.1415578823283506,0.16021160017453423,0.15090320023440817,0.10311192639688903,0.3765927892526711
"Minneapolis-St. Paul CSA, MN-WI, USA",0.532122017698466,0.5508228953951676,0.5367596688777202,0.04814435750596523,0.06423554059168508,0.03185487926415595,0.2710411764436053,0.42883681248366246,0.3001220110727323,0.23090938669269473,0.6114917846103793,0.157598828696926,0.10097123849570143,0.618114840015269,0.28091392148902955,0.36795337626362595,0.14317604082381855,0.1403059591237428,0.1397224307220064,0.1380267227959629,0.07081547027084314,0.29083909970285665
"Denver-Aurora CSA, CO, USA",0.5327140811327223,0.5597294319189415,0.54586384996943,0.059138267723243584,0.06694263367263997,0.04214882229991283,0.22028954077022192,0.4360482298636559,0.3436622293661222,0.11036539411107392,0.5394695808103126,0.3501650250786136,0.053238437364726256,0.368615744410529,0.5781458182247448,0.26095815825013974,0.17222562167663874,0.13563823119045545,0.1530486329788622,0.164474865608613,0.11365449029529102,0.34948571183417027
