longname,Poverty %,Household Income < $50k %,Household Income $50k - $100k %,Household Income > $100k %,Individual Income < $50k %,Individual Income $50k - $100k %,Individual Income > $100k %
"AZ-03 in Maricopa County, USA",0.21577734824791114,0.46135474010385386,0.33711243829277004,0.20153282160337613,0.7739068653432856,0.18053361871470716,0.04555951594200736
"AZ-01 in Maricopa County, USA",0.09086126134731545,0.29919351418021334,0.2786332727217999,0.4221732130979867,0.5468501683096793,0.25348452685871925,0.19966530483160153
"AZ-04 in Maricopa County, USA",0.1358804335195919,0.3640872472508091,0.33233901060498594,0.30357374214420496,0.655268836848156,0.2416977878041336,0.10303337534771054
"AZ-08 in Maricopa County, USA",0.10493416538305762,0.357499741563356,0.3181289677989322,0.32437129063771186,0.648049630176997,0.24565291833019337,0.10629745149280971
"OH-03 in Franklin County, USA",0.1639959567441959,0.3997960169338986,0.3038332211208009,0.2963707619453006,0.646212120564611,0.24508163702387573,0.10870624241151333
"OH-11 in Cuyahoga County, USA",0.2251707695027391,0.5441049271288516,0.2633549530197038,0.19254011985144462,0.7262640787033972,0.20054074122721727,0.0731951800693856
"NY-08 in Kings County, USA",0.21296501715298927,0.4656893776729145,0.24447295647890013,0.2898376658481855,0.6669660826120195,0.2295985666633076,0.1034353507246729
"NY-09 in Kings County, USA",0.16683302289174,0.40700649637482084,0.2751725108676249,0.3178209927575541,0.6485713247717678,0.24468618157855926,0.10674249364967292
"NY-06 in Queens County, USA",0.1163353405985778,0.35983806568291676,0.2906149262539455,0.3495470080631378,0.6299732319065017,0.24613340234521483,0.12389336574828362
"NY-12 in New York County, USA",0.08939642329832204,0.22385360666516854,0.17761177237471892,0.5985346209601126,0.33229293016262973,0.2366646923349924,0.4310423775023779
"NY-15 in Bronx County, USA",0.2973272934676551,0.5805347989799765,0.24728996925639457,0.1721752317636289,0.7755922249986253,0.17343584699364292,0.05097192800773173
"NY-05 in Queens County, USA",0.11538416618751811,0.33023763552838026,0.2881031063297191,0.3816592581419006,0.6547188539333288,0.24810108663967512,0.09718005942699609
"NY-04 in Nassau County, USA",0.057635294511660565,0.19164652825065645,0.21733695235019465,0.5910165193991488,0.5162577892928494,0.2672302999813884,0.2165119107257622
"NY-01 in Suffolk County, USA",0.06024541119410281,0.1992807255223433,0.22544585162026748,0.5752734228573894,0.5022913360171924,0.2637101102101996,0.2339985537726079
"MI-13 in Wayne County, USA",0.2566080484751973,0.552958390094993,0.2674096148372849,0.17963199506772207,0.7563022356886211,0.18592152578270332,0.05777623852867557
"MI-11 in Oakland County, USA",0.08698138187315088,0.3065278763700747,0.28444361590577694,0.4090285077241483,0.5638067269226941,0.2613682370246504,0.17482503605265556
"NV-03 in Clark County, USA",0.1101108022598135,0.3414485436979554,0.3206456720269979,0.3379057842750467,0.6365995254908943,0.24521029421505075,0.11819018029405493
"NV-01 in Clark County, USA",0.15289699684766223,0.438050117658748,0.3039843541522355,0.2579655281890164,0.7171831757878754,0.19725776022995029,0.08555906398217435
"MD-08 in Montgomery County, USA",0.06579355762875204,0.19263678004105778,0.21841381846939906,0.5889494014895431,0.46450069103485453,0.23877227628494546,0.29672703268020006
"WA-07 in King County, USA",0.09363375151740236,0.23963695351312916,0.2396918141403749,0.5206712323464959,0.4527737482613401,0.27380585531758994,0.27342039642107
"FL-10 in Orange County, USA",0.15971844838132648,0.4183015603361047,0.3113713793399025,0.2703270603239928,0.7211070898311044,0.19391729174751715,0.08497561842137834
"FL-13 in Pinellas County, USA",0.11188797955915111,0.4180735504037137,0.3017300531676114,0.28019639642867483,0.6768558479602792,0.22459159852128768,0.0985525535184333
"FL-25 in Broward County, USA",0.10708003391716217,0.3545197286043701,0.2852270506693644,0.3602532207262655,0.6462717141081331,0.23046134337749202,0.12326694251437484
"FL-22 in Palm Beach County, USA",0.11632955176948342,0.3819218546883889,0.2974698413170941,0.320608303994517,0.6733867931254682,0.20673445389841116,0.11987875297612069
"WA-09 in King County, USA",0.10496730176661581,0.27873053455708846,0.2874616080734737,0.4338078573694377,0.5792171290600908,0.2541721884514761,0.166610682488433
"FL-27 in Miami-Dade County, USA",0.132386530837836,0.3969499912208599,0.2663909027905275,0.33665910598861243,0.6777996334799863,0.18853188656778366,0.13366847995223016
"TX-18 in Harris County, USA",0.2106919466363853,0.4684270020130404,0.2793542395918186,0.2522187583951409,0.7033042292159417,0.2058079683733967,0.09088780241066158
"TX-20 in Bexar County, USA",0.1756528403221219,0.4529902557122278,0.3219918449413631,0.2250178993464091,0.7372264202823761,0.20787613131796093,0.054897448399663054
"TX-29 in Harris County, USA",0.22603038260350716,0.5097081611851845,0.30674765717429253,0.18354418164052286,0.7830506372337155,0.17889930937690846,0.038050053389376
"TX-38 in Harris County, USA",0.07811106035354493,0.2452711507161395,0.2763290437053221,0.47839980557853834,0.514199671263963,0.2687133092167994,0.21708701951923765
"TX-16 in El Paso County, USA",0.18804830339071327,0.4879496515086184,0.29730774838773966,0.21474260010364193,0.7514772633718205,0.18694457107626206,0.06157816555191736
"PA-02 in Philadelphia County, USA",0.23873125037063783,0.4862269167722178,0.2805635076162982,0.23320957561148412,0.7149433158570369,0.21477907886170997,0.07027760528125308
"PA-03 in Philadelphia County, USA",0.21747978324636247,0.472879264337677,0.27287573091303896,0.2542450047492841,0.665799488573229,0.22770874428097088,0.10649176714579996
