longname,High School %,Undergrad %,Grad %,Undergrad STEM %,Undergrad Humanities %,Undergrad Business %,% of women with high school education - % of men with high school education,% of women with undergraduate education - % of men with undergraduate education,% of women with graduate education - % of men with graduate education,geoid
"Lee County, Florida, USA",0.9015904972421248,0.2784975727960411,0.10797384322693038,0.11227686095307247,0.10026303671714912,0.06595767512581843,0.018921405757751808,-0.0024395523873301794,-0.01261814615813002,12071
"Monroe County, New York, USA",0.9143435470865818,0.38415125775478237,0.17326392563480625,0.1809761981103767,0.13593902474786987,0.06723603489653586,-0.00039330309142959763,0.0021733739091140958,0.02212441737276688,36055
"El Paso County, Colorado, USA",0.9465984965595441,0.3800938936497379,0.14861260100093374,0.1782449800343431,0.1269787209743404,0.07487019264105435,-0.0008646278171972055,0.003458465328773086,-0.01868707538312875,08041
"Norfolk County, Massachusetts, USA",0.9429661193356789,0.5458585827370126,0.26012725492026656,0.2727412081979793,0.16671120930888358,0.10640616523015133,0.0036741129824049423,0.007443661030183568,0.009891698581050934,25021
"Polk County, Florida, USA",0.8708558661098759,0.19884573520775378,0.06642857006218966,0.07823329003724543,0.07253848346363642,0.048073961706873274,0.02471072768366933,0.008937582034856839,-0.0036942529513117606,12105
"Hudson County, New Jersey, USA",0.870558307495958,0.4472776950123306,0.1800409204196054,0.21133666793384534,0.12664605180739213,0.10929497527109343,0.0016030703769536192,-0.007729903363327573,-0.005182376214772244,34017
"Jackson County, Missouri, USA",0.9168482481023092,0.31201369190054423,0.1154600415194209,0.12049545980381313,0.12137695513683999,0.07014127695989117,0.01018738610358072,-0.0009673332839029158,0.007902417300981762,29095
"Davidson County, Tennessee, USA",0.9046616023547339,0.4283099237192538,0.16040434851291713,0.17375203013593013,0.1622182248302845,0.09233966875303969,0.016902510619784983,0.02459466007133082,0.019515495073264527,47037
"Denver County, Colorado, USA",0.9035371821454796,0.5083313416694694,0.1986395845414811,0.23325840291412686,0.17157312864599214,0.10349981010935008,0.007245953533321137,0.030466379648594777,0.02563059786372801,08031
"Lake County, Illinois, USA",0.9107118827930432,0.45016903257059854,0.18763339909697485,0.20871226785193042,0.1394699850737919,0.10198677964487675,0.0060691811147755015,0.007798114325289429,-0.006419706326033531,17097
"Will County, Illinois, USA",0.9176521439901973,0.3418172509588996,0.1240400513651208,0.14798736015174627,0.11419087345883656,0.07963901734831767,0.013132755488897696,0.030676168042267804,0.023122688130393698,17197
"District of Columbia, District of Columbia, USA",0.9240934088654649,0.5991839957453272,0.35049828178368975,0.3191074354917731,0.202386046844864,0.07769051340869025,0.0050345607513102575,-0.011200075019909939,-0.0009257395294604565,11001
"Bernalillo County, New Mexico, USA",0.9066867230050029,0.3491813976777883,0.15950740210222164,0.1747158799410627,0.11883585679281933,0.05562966094390678,0.005956799399613688,0.028365313225949373,0.0037016565989772265,35001
"Jefferson County, Alabama, USA",0.9128020735881995,0.3343353530689762,0.13024377414567306,0.1305424491633034,0.11853928114221018,0.08525362276346324,0.023371175161605584,0.022498980400507906,0.005523655635722907,01073
"Tulsa County, Oklahoma, USA",0.9021516273671112,0.31476272803594973,0.10733401606866805,0.12231081246298502,0.11251089383030265,0.0799410217426615,0.01637839787097506,-0.0051732033208879424,-0.0031170485788744595,40143
"Providence County, Rhode Island, USA",0.8686219745101323,0.2904263833962296,0.11420995879131311,0.1231635800852773,0.10767615288440391,0.05958665042654829,0.008198969546488133,0.018836364856072707,0.012879463533177302,44007
"Utah County, Utah, USA",0.9524937562624313,0.41210163458806437,0.12599338986346081,0.16821152436927003,0.16991939222636018,0.0739707179924329,0.0031283926896515935,-0.07916060836462996,-0.08669189403448416,49049
"Kent County, Michigan, USA",0.923435015179991,0.36926858019817393,0.13253856162631622,0.1475606365587572,0.13328143592709157,0.08842650771232478,0.008463684769678959,-0.005294128878447046,0.005032902610630996,26081
"Arapahoe County, Colorado, USA",0.9231911556523719,0.43092910437499626,0.16118168009908193,0.19929995087077654,0.13621056141681925,0.09541859208740178,0.001128917831741072,-0.003894443477111431,-0.0028287160285044577,08005
"Bucks County, Pennsylvania, USA",0.946238419554492,0.419553904820281,0.170552652716535,0.18690345909975553,0.1388848273712055,0.09376561834932051,0.007292204353056442,-0.0003227993787665584,0.014354933729549463,42017
"Monmouth County, New Jersey, USA",0.9423831114143053,0.4759145129787186,0.18463594850010956,0.1992706634173566,0.16070506845601853,0.11593878110534467,0.004958453046556621,0.0010531548651945832,0.0045690688361958165,34025
"Ocean County, New Jersey, USA",0.9302926017166895,0.3133065201753971,0.10791516284875391,0.12322602436153167,0.13036626437267146,0.059714231441194095,0.01588422011619106,0.009346053261812037,0.008972328479377095,34029
"Western Connecticut Planning Region, Connecticut, USA",0.9198333577797151,0.5359035387907799,0.24390656153812446,0.23270354122914014,0.17500467234553024,0.12819532521610877,0.01941057175061278,0.010968973378460478,-0.004581549874439261,09190
"Montgomery County, Texas, USA",0.9004349939129721,0.3481683580423351,0.11495099100659711,0.15142022625457718,0.10260851991396379,0.09413961187379416,0.018510317183302982,-0.00963628621773871,-0.010609488995893646,48339
"Johnson County, Kansas, USA",0.9633023343906058,0.5541666366986242,0.21757517783036162,0.23142760560138723,0.18048912639561202,0.14224990470162674,0.004683450522131372,-0.027358815558480742,-0.010413006220562598,20091
"Williamson County, Texas, USA",0.9418188692772105,0.43488412632550705,0.15207575798495862,0.20951787025192864,0.13639432649884492,0.08897192957473254,0.001962766635169255,-0.01933749489936304,-0.01761817554356898,48491
"Brevard County, Florida, USA",0.9282142308545682,0.3028430134320979,0.116630540526702,0.1540296291239267,0.08988795207455043,0.05892543223361937,0.0008029928394552854,-0.0174274490907233,-0.01833717523685123,12009
"Washington County, Oregon, USA",0.9318833145884998,0.4429560994433013,0.16987289591205768,0.23239201328922326,0.12789466501649296,0.08266942113758362,0.010570174828539391,-0.018708290789800908,-0.006094140647508545,41067
"Anne Arundel County, Maryland, USA",0.9360034218829203,0.4162805359883959,0.17809706359062205,0.19956137796315146,0.13906059596661427,0.07765856205863081,0.01805015027385226,0.02151652214192057,0.015130528961891265,24003
"Baltimore city-County, Maryland, USA",0.8698192339919674,0.32577663232477344,0.1615449038763289,0.15991888703624732,0.1175164523073485,0.04834129298117822,0.016469407902358846,0.016471814994601985,0.028263465012813183,24510
"Douglas County, Nebraska, USA",0.9147322000871726,0.3945465733405123,0.1420634310181269,0.15802886957413564,0.14088916237212495,0.09562854139425195,0.012520768154962392,0.02651687044864609,0.017551107088741774,31055
"Jefferson County, Colorado, USA",0.9530471569920617,0.46275702430908294,0.17044957045103723,0.2255306196176268,0.14413071186161017,0.09309569282984448,0.006504012559836347,0.0078082287281853735,0.008061121373816815,08059
"Bristol County, Massachusetts, USA",0.8642224216549004,0.28111846741600016,0.0995625536092521,0.12667592022422597,0.09866481285432131,0.0557777343374525,0.01909341714755386,0.02934887195934399,0.02114351416880117,25005
"Delaware County, Pennsylvania, USA",0.9361161166781188,0.3947805979423751,0.16853220766130517,0.1765160413187153,0.13331790685836584,0.08494664976529276,0.0026357606422022783,0.007684184054311927,0.017864809581843416,42045
"Union County, New Jersey, USA",0.8753039087382427,0.36808881218770145,0.14554615917518124,0.16549568901351974,0.11443934313656641,0.08815378003761538,0.02348249157418103,0.015122578435596945,0.008503938299924851,34039
"New Castle County, Delaware, USA",0.9258343517484329,0.36508034942265155,0.15578613181806988,0.1674566593465262,0.11721276770023754,0.08041092237588755,0.02532746443456424,0.03642011264318035,0.02160724620750143,10003
"South Central Connecticut Planning Region, Connecticut, USA",0.9145136240948535,0.3841306554479786,0.18455487263698106,0.1760715489347848,0.14332327710093962,0.06473582941225522,0.019464897624862476,0.02687022022035923,0.023400351280556148,09170
"Pasco County, Florida, USA",0.9087548374858302,0.24877897643800098,0.08723296821169084,0.10139154781549856,0.08280442595681578,0.06458300266568656,0.020134833118175655,0.008596087003016895,0.0006357998719511981,12101
"Dane County, Wisconsin, USA",0.9615922753630899,0.5190322923870836,0.20961057615576922,0.2646379741448107,0.1736686705325326,0.08072564770974128,0.007997740540794496,0.019081003622825166,0.014297601299436802,55025
"Volusia County, Florida, USA",0.9154695060206869,0.24227506904672255,0.0823439169895858,0.0983281455722399,0.08681061436966953,0.0571363091048131,0.022546317102347224,0.00918359444162753,0.002082931200312041,12127
"Lancaster County, Pennsylvania, USA",0.8699783707318068,0.2833075353910189,0.10276208830071895,0.11287710270314591,0.1186611380480349,0.051769294639836955,0.02460778862446178,0.01935119532480395,0.01347944222550021,42071
"Stanislaus County, California, USA",0.8069430300621778,0.17273126184976337,0.054080458342647526,0.07581364927183451,0.06523269003088189,0.03168492254704725,0.023252055482358314,0.019648956403314044,-0.0018651337731339854,06099
"Ramsey County, Minnesota, USA",0.9124550327764022,0.42476427569546266,0.1682478111784506,0.20106105542383007,0.1618267416493197,0.06187647862231224,-0.0021649502314037283,0.020188114547718017,0.018817443037895953,27123
"Guilford County, North Carolina, USA",0.9048741638059797,0.36076254702456306,0.13033596199004313,0.15336273884518478,0.13292994924677054,0.07446985893260794,0.02379046526319384,0.017398752225854852,0.010410346437607326,37081
"Summit County, Ohio, USA",0.9284051740584814,0.32943031937219386,0.12015313585083245,0.13689632804650043,0.11723287078844624,0.07530112053724751,0.0024390189938946483,0.0027759693720171286,0.004738698954537837,39153
"Spokane County, Washington, USA",0.9442018513864452,0.30111994219653226,0.10789718941107534,0.1359245413420453,0.11326652425232586,0.05192887660216124,0.012518624558128022,0.020013425462387657,0.010474439170721064,53063
"Montgomery County, Ohio, USA",0.9135141091160941,0.28150546210109956,0.11169498284239102,0.12560996085756576,0.09821025678696259,0.05768524445657094,0.006484964645928737,0.004909984052131944,0.0016240554852247346,39113
"Chester County, Pennsylvania, USA",0.9462278341789004,0.541096739757491,0.22352097564657655,0.25919116655973534,0.16285038037061272,0.11905519282714311,0.012775458669834427,0.0015523965558461583,-0.010441563318924707,42029
"Plymouth County, Massachusetts, USA",0.9318150916133425,0.3828944735460816,0.14369492153467367,0.165228034154612,0.1360207212841941,0.08164571810727493,0.0025958354941947315,0.024520067934650225,0.02359790559962302,25023
"Greenville County, South Carolina, USA",0.9005645178377923,0.36411546001018874,0.13326732143812237,0.16082141671464345,0.12509110667628237,0.07820293661926497,0.025093592523108388,-0.012730559774210448,0.002872813401615215,45045
"Passaic County, New Jersey, USA",0.8537663168250934,0.2914731105240152,0.09388462896411866,0.12243398522638964,0.10011472551025358,0.06892439978737194,0.0024641983548225888,0.017021989902558876,0.008601828764145253,34031
"Sedgwick County, Kansas, USA",0.9004276991474157,0.2972340245926988,0.10693041447423893,0.11888629393061104,0.10814879428233691,0.07019893637975194,0.014366317548959229,0.011593720931270035,0.0018082259805325684,20173
