longname,High School %,Undergrad %,Grad %,Undergrad STEM %,Undergrad Humanities %,Undergrad Business %,% of women with high school education - % of men with high school education,% of women with undergraduate education - % of men with undergraduate education,% of women with graduate education - % of men with graduate education,geoid
"Wood County, West Virginia, USA",0.9106395205233174,0.208701482355068,0.07799783309164596,0.07183312060961129,0.08722066442740803,0.04964769731804836,0.0018012991063119932,0.024870084482333937,0.003762403562618047,54107
"Orangeburg County, South Carolina, USA",0.8480540431538617,0.18446259326477116,0.0839887074006857,0.06874705921892874,0.08456005915171085,0.031155474894131938,0.03382235678511458,0.054160587292560874,0.04625845746422126,45075
"Chemung County, New York, USA",0.9011543784599904,0.2242073477604433,0.1033593356819326,0.09312091092098651,0.09568444891796676,0.03540198792148969,0.05804604256061796,0.02352191884253596,0.03360992278700378,36015
"Crawford County, Pennsylvania, USA",0.9070852162685602,0.19293092317624305,0.07107811491284702,0.084538411878632,0.08008392511297652,0.02830858618463525,0.0058502687617364435,0.03561164558982227,0.019167157021008838,42039
"Rockingham County, Virginia, USA",0.8696666005159753,0.26146060726334575,0.10552689025600304,0.10947939405966804,0.10676721571740438,0.045213997486273826,0.034383157281061116,0.03434337380207747,0.011429305803812156,51165
"Howard County, Indiana, USA",0.9137532600442374,0.19755042751972518,0.06600970585322383,0.08725363969495897,0.07361922683305261,0.03667756099171373,0.006338968213350005,0.01752487314883794,0.008093586899233368,18067
"Barrow County, Georgia, USA",0.88496998841051,0.19539533998719946,0.07429381951531706,0.07650793101658859,0.07455328570687239,0.04433412326373877,0.03291875453978754,0.026142118577252516,0.016726039264562176,13013
"Midland County, Michigan, USA",0.9483564960695213,0.34608113038575067,0.14287372715512955,0.17317323957676867,0.10013599124349093,0.07277189956549143,0.021774074790749776,-0.000949128752482209,-0.01429067207952972,26111
"Lee County, Mississippi, USA",0.8706944750351556,0.265693034918591,0.10306151839113599,0.09797875404503345,0.10721244260711918,0.060501838266438526,0.010591774149280031,0.02640184573774762,0.030624284339540217,28081
"Indiana County, Pennsylvania, USA",0.9202237732804884,0.24795692890463286,0.10766020132580348,0.10751990459822494,0.10152221949422978,0.03891480481217772,0.0004311312596371186,0.032460754250226626,0.006080831475384255,42063
"Coryell County, Texas, USA",0.8998521474250492,0.15960952669362471,0.04934357019434607,0.060352352281027054,0.06690774355594357,0.03234943085665434,-0.002132166381551781,0.033957619788986926,0.014181894585760024,48099
"St. Landry Parish, Louisiana, USA",0.793101227053958,0.1397256961819909,0.04904220303571262,0.047760519286438236,0.0685285204557192,0.02343665643983353,0.06577777766919446,0.03649712863463575,0.010239418419607939,22097
"Monroe County, Florida, USA",0.9231709662557989,0.3460807936321636,0.13589054863761116,0.1405659018897155,0.12393233714693123,0.08158255459551682,0.013868241209480603,0.014704703627082483,-0.00906128742109566,12087
"Bullitt County, Kentucky, USA",0.902391882097125,0.14960135298381255,0.052234839333172245,0.06254328742852534,0.052685833937343975,0.03437223161794315,0.0016813245887877803,0.03736517360384556,0.017911200107349798,21029
"Bartholomew County, Indiana, USA",0.9203985174606412,0.33367336529633823,0.14544867217518467,0.189907851338026,0.0927437179094834,0.051021796048828505,0.011934541537467203,-0.019270103069146616,-0.008597649964968146,18005
"Talladega County, Alabama, USA",0.8392373560746289,0.1497050656656835,0.06376046504951616,0.040350690939593446,0.0730192599774486,0.03633511474864109,0.028286186171049832,0.018548508945353037,0.02378560356555784,01121
"Henderson County, Texas, USA",0.8572058103476413,0.17150318263424186,0.058021870409661995,0.0740656112289866,0.06672107067080142,0.030716500734454005,0.011730023102282106,0.014644069124954057,0.008735443904947897,48213
"Lewis County, Washington, USA",0.8984308318560829,0.1799619197688923,0.06508108463003091,0.0805265576784191,0.07066180815442186,0.028773553936051455,0.01165027822704201,0.06275849707031611,0.008340480494054517,53041
"Leavenworth County, Kansas, USA",0.9328332530452138,0.33017342233844876,0.13696579726102823,0.14622187048379298,0.12335696097997353,0.06059459087468174,0.013038850586976403,0.012364411848328316,-0.0280235739048387,20103
"Cape Girardeau County, Missouri, USA",0.9214722566101882,0.3159956394006017,0.11411466898246517,0.12636499695127612,0.13926202398329668,0.050368618466029816,0.010068185353438341,0.06583477407255461,0.040197717108543723,29031
"Payne County, Oklahoma, USA",0.9242844547663592,0.3658473646861488,0.15814033503214842,0.18491280132464616,0.11788486764294781,0.06304969571855609,0.012504675217693273,0.05814832092231481,-0.009116880806401884,40119
"Yuba County, California, USA",0.8186539299861636,0.17092170353101718,0.0580542446124978,0.07822065540835074,0.06000644415382565,0.03269460396884061,0.02798808929210317,0.0019585065482304598,0.002473687290599748,06115
"Manitowoc County, Wisconsin, USA",0.9284930504754939,0.21337367826029086,0.06272860277980964,0.08494048014896585,0.08322803750748141,0.04520516060384382,0.02414187513596866,0.03435664367338112,0.02230602246040269,55071
"Bulloch County, Georgia, USA",0.8889005941595383,0.26621297037630115,0.10766507943196671,0.10501032404871269,0.10477855968985726,0.056424086637731366,0.04877175732587258,0.03740309590048402,0.05135248996487346,13031
"Wagoner County, Oklahoma, USA",0.9141086186540729,0.24149246475449648,0.07438016528925626,0.09889575664976728,0.08669004791999438,0.05590666018473505,0.021851526701273327,0.02552467038655462,0.01900545298518276,40145
"Caldwell County, North Carolina, USA",0.8289007233129322,0.15332644463874084,0.049074000476909636,0.056450202686590865,0.07330100945870756,0.023575232493442507,0.06371142656389095,0.03892858225817439,-0.00046385132878171836,37027
"Clearfield County, Pennsylvania, USA",0.8922428038589253,0.17379329881493874,0.05958357595882972,0.0717174737571022,0.07146566783651523,0.030610157221321713,0.05323535407856861,0.05447973069527248,0.03021189197082961,42033
"Floyd County, Indiana, USA",0.9169678836408918,0.28800954670448453,0.10567095000086477,0.11820964701406067,0.10843811072101837,0.06136178896940566,-0.01744511186100639,-0.0032539168869978874,0.009925417416556045,18043
"Kosciusko County, Indiana, USA",0.8835723136838383,0.23057178261639225,0.0827049035227473,0.08466985307133952,0.09913258983890934,0.04676933970614265,0.020065063667180638,0.004258137288049357,0.0030867869081019766,18085
"Umatilla County, Oregon, USA",0.8430489265476121,0.17005416420872024,0.06079619599220619,0.07602652794908918,0.07130727015963241,0.022720366099998248,0.04752286503206604,0.02181473402356715,0.014659448449193896,41059
"Natrona County, Wyoming, USA",0.9434178733464288,0.2345333495575994,0.08660281259234791,0.10200427625288938,0.09847549846159154,0.03405357484311708,0.004530355256543106,0.0475412417871694,0.012589309024032089,56025
"Putnam County, Tennessee, USA",0.8960761389792117,0.24873040809615984,0.09754850023747746,0.09824266559497277,0.0951919915238755,0.05529575097731153,0.01772769370115601,-0.0017588717208532056,0.007316838388355729,47141
"Clinton County, New York, USA",0.883453481468917,0.23750318039182433,0.10189127300483397,0.096582138919515,0.10550419811720806,0.035416843355101334,0.0697135550230279,0.10359292098611939,0.06833069610934454,36019
"Hancock County, Indiana, USA",0.9362439118738242,0.31088565751762665,0.10256184832873229,0.12316916638826875,0.11079070912383698,0.07692578200552085,0.01373118676997298,0.02042346823275043,-0.005474732200832638,18059
"Bedford County, Virginia, USA",0.926713319259986,0.29590598560529263,0.11730190655075551,0.14506075364438728,0.09890128156114433,0.05194395039976058,0.03269452660494743,0.010887746471205051,-0.03145434083667746,51019
"Clinton County, Michigan, USA",0.9538121073672187,0.31767561393489374,0.11659408909194693,0.13315605368360972,0.11040119931467718,0.07411836093660766,0.017698661365757484,0.02448067752228278,0.016974439280936532,26037
"Chelan County, Washington, USA",0.8536023569324164,0.2738148379608962,0.09865190607981414,0.12456030711543647,0.10063387197571655,0.04862065886974371,-0.0023600246777859546,0.011617501738036107,-0.013524851361581089,53007
"Lynchburg city-County, Virginia, USA",0.9025362240367331,0.3666803837906912,0.15078729072361427,0.16276450585865582,0.14732191202269806,0.056593965909336935,-0.008294740375521359,0.005650633696167973,-0.01790351117074096,51680
"Wilson County, North Carolina, USA",0.8302957450193569,0.18796513991762273,0.06477045731761218,0.08073326380172872,0.06894235358588625,0.03828952253000751,0.03454875066240537,0.03516049295502305,0.005560893134005068,37195
"Sullivan County, New York, USA",0.8732483639976703,0.2561414328296847,0.11008325624421834,0.10230582108472965,0.1235481550005139,0.030287456744441048,0.07589886934316192,0.06729437998354648,0.032806407229966486,36105
"Oconee County, South Carolina, USA",0.8697342625084435,0.2614211107267002,0.10354371571195561,0.11118799321240859,0.10500996721527518,0.04522315029901639,0.01693422902677022,-0.013886206846155047,0.0034456974859254086,45073
"James City County, Virginia, USA",0.9570044722255798,0.49113325160154064,0.2361473244349285,0.21580646832317413,0.17586724914958635,0.09945953412877935,0.008595801733712216,-0.031356282661003154,-0.04539234165804745,51095
"Forrest County, Mississippi, USA",0.8947347663182804,0.27692762768684637,0.12096233484519796,0.11333070400315502,0.10920922894892526,0.05438769473476637,0.021022708244990307,0.09826034340281087,0.05906105014813866,28035
"Augusta County, Virginia, USA",0.9015112810455361,0.2105905038152843,0.07225142970153432,0.10542709758228004,0.07348748290126395,0.031675923331740144,0.022410388462125175,0.026313703459554222,0.01337676161813546,51015
"Cole County, Missouri, USA",0.9292279248368919,0.33597624931112285,0.11631793212565084,0.13052212405112787,0.11637126451085283,0.08908286074914211,0.026693785622742272,0.010514275506376236,0.027792621954364716,29051
"Clallam County, Washington, USA",0.932183427537078,0.2859555080491313,0.11369841786512412,0.12804259731406323,0.12623944395943032,0.03167346677563741,0.013011381348677298,0.00027055153061944504,-0.007967325317790472,53009
"Anderson County, Tennessee, USA",0.9057388882284009,0.22702491550467932,0.10350039912362671,0.128772567468877,0.06639039385859133,0.031861954177210924,0.00016118324356617642,-0.023882156771433377,-0.013163839939121638,47001
"Ross County, Ohio, USA",0.8942286137982169,0.15907092235269776,0.06074871105133368,0.06488714155156679,0.06907730243305227,0.025106478368078975,0.029564327149232406,0.06723136200109397,0.03216038180969464,39141
"Cattaraugus County, New York, USA",0.9036462428149624,0.18554431573981878,0.08608068207627917,0.079092195607736,0.08007058371333238,0.02638153641875012,0.023510236651739014,0.042682288318587586,0.03729720326786243,36009
"White County, Arkansas, USA",0.8675833875313577,0.1890550961627801,0.07540648518071173,0.06308650004645534,0.09183313202638706,0.034135464089937735,0.02509802735621014,0.028660475644627315,0.011705625313724918,05145
"Cheshire County, New Hampshire, USA",0.9392678438567308,0.31840146873539404,0.11869221303678815,0.14150580599103554,0.13572259043983492,0.041173072304523294,0.03497755136235081,0.06466889502283579,0.022826914410469412,33005
"Walker County, Texas, USA",0.8741642532804175,0.17848332081947854,0.05867210125496082,0.07431441953591467,0.06966641638957409,0.03450248489398972,0.04405172828773951,0.0675051888655537,0.01410158159210747,48471
"Chatham County, North Carolina, USA",0.8976461067520499,0.4374406248900461,0.2008725942085079,0.2153865099750183,0.14744379156257686,0.07461032335245073,0.05601566735929531,0.03755784375289628,0.01515527402602726,37037
"Cayuga County, New York, USA",0.8884236370362899,0.20747990448323428,0.08322402717519259,0.08593145663067996,0.0884034574378634,0.033144990414690705,0.05747086709592719,0.04213301617927878,0.039366522015557445,36011
"Valencia County, New Mexico, USA",0.8562702910911792,0.1828353418074432,0.08369559236229557,0.07973367083035272,0.0710944808231991,0.03200719015389123,0.04329294000498396,0.056609674572265345,0.03192552234705902,35061
"Jackson County, Georgia, USA",0.871418418493304,0.23408393805640776,0.07194957731727387,0.09160619435924293,0.08799655868930951,0.054481185007855336,0.010266949069713815,0.022642664707323013,0.01484484505202495,13157
"Grays Harbor County, Washington, USA",0.9080899952130203,0.15176434384189372,0.05682828420980647,0.06823155303289367,0.06315393558093448,0.020378855228065446,0.03152324407688889,0.034720257254129167,0.018318496135790778,53027
"Van Buren County, Michigan, USA",0.8892385491323175,0.20269581984210694,0.07137919743878926,0.07861898351948199,0.07659984720049472,0.04747698912213033,0.03818917648028841,0.04127449580338874,0.014916903515157565,26159
"Erie County, Ohio, USA",0.9220582536696852,0.24273557438297536,0.08383169808155104,0.0871886749454742,0.10196101113700705,0.053585888300493656,0.015052151815382886,0.026461872881254955,0.011285821448499572,39043
"Toa Baja Municipio, Puerto Rico, USA",0.8243999577249017,0.26747437646931455,0.06253747263089944,0.09300505552675777,0.09158629645309246,0.08288302448946461,0.040688784913749165,0.0957798918969745,0.029750318524900836,72137
"Walton County, Florida, USA",0.918226550134196,0.3027492946115193,0.1057910673732017,0.1323893744408504,0.1102126488197641,0.06014727135090498,0.02326026031482442,0.06185126619400616,0.004383225237977753,12131
"Hancock County, Ohio, USA",0.9367939501447111,0.2700774904303979,0.10032676687517465,0.10682475959294194,0.1023620576976939,0.06089067313976292,-0.002010526822316727,0.002802260739547202,0.008747280003705421,39063
"Raleigh County, West Virginia, USA",0.8730480662800973,0.18686002861560033,0.07071061978525912,0.07363730902093134,0.07146894932483436,0.0417537702698345,0.030758225465037037,0.03250420657849598,0.027851293099686668,54081
"Lea County, New Mexico, USA",0.7763100815547449,0.13968419226097492,0.0681719590491062,0.04617820579559228,0.0665668922436229,0.026939094221759396,0.06079553172151009,0.0403298682375518,0.020380699662220753,35025
"Wood County, Wisconsin, USA",0.9359570010020952,0.19673863532841399,0.06765054204245259,0.09015213628495918,0.06819713947344477,0.03838935957001016,0.02257551621423637,0.029569342919939706,0.0035037200659551876,55141
"Vermilion County, Illinois, USA",0.9095418258177809,0.15115584439094157,0.052967904273999326,0.061005412646403905,0.07027389076953713,0.019876540975000374,0.032694184646150815,0.015845864714069735,0.011609070772399095,17183
"Somerset County, Pennsylvania, USA",0.8999333458665894,0.16049973509254642,0.0562116525097844,0.0631334279024456,0.06754285518962234,0.029823452000478538,0.009144489777605513,0.03295249605644596,0.026854578582935162,42111
"Broomfield County, Colorado, USA",0.9665596121588939,0.5654060429340991,0.21437225465283669,0.30018981379924164,0.14507327276707574,0.12014295636778244,0.008062694088473266,-0.005400776285476416,0.004879298322418013,08014
"Lonoke County, Arkansas, USA",0.9050056555664197,0.19200168708422014,0.061712773911543145,0.08368321159486973,0.06888288184659026,0.03943559364275987,0.0050674864398589925,0.050901239695682804,0.014539644067140076,05085
"Scioto County, Ohio, USA",0.8684100759870149,0.153914510074174,0.06483378973903277,0.06436227126820332,0.06428972996499893,0.02526250884097135,0.040556714248988546,0.04844961261155606,0.01912162372927667,39145
"Putnam County, Florida, USA",0.8346222175775942,0.11622600759396656,0.03748214721148138,0.04206291148500362,0.050684502037830474,0.023478594071132477,0.012155792316418057,1.5242752730959541e-05,-0.005998603618416337,12107
"Kauai County, Hawaii, USA",0.9229228426817383,0.2931602295076796,0.09126662018126146,0.1295411040953029,0.11573221695099484,0.047886908461381675,-0.010537267532418237,0.06189603559950774,0.020566970709331667,15007
"Grand Forks County, North Dakota, USA",0.9551591449987767,0.34916257034186743,0.12235592428657197,0.15727662981827897,0.12193331702217544,0.06995262350141257,0.012198399013014782,0.005042781126064599,0.010757421344126966,38035
"Mayagüez Municipio, Puerto Rico, USA",0.7345907797790453,0.269345346672497,0.08779435398317544,0.1364822599967346,0.06869533745595825,0.06416774921980423,0.036401115406477724,0.021487306708165566,-0.004962405955380722,72097
"Lauderdale County, Mississippi, USA",0.8528420407537921,0.1975065114141255,0.07059138961237926,0.07474720392216956,0.08311628619580189,0.03964302129615444,0.02070558071460038,0.03091796063496835,0.012078429407478372,28075
"Fauquier County, Virginia, USA",0.9303845480539182,0.3664779910914005,0.1376553655832409,0.17078057225107396,0.1303612067456379,0.06533621209468779,0.01986999811865864,0.034732468100446,-0.008792054640917202,51061
"McKinley County, New Mexico, USA",0.7988471645333559,0.11763583962024265,0.054081546155802546,0.05954903789098918,0.038145291175722726,0.019941510553530533,0.014239379264157748,0.0012188254138026794,-0.002074686288565032,35031
"Robertson County, Tennessee, USA",0.886242045682541,0.18860689356699722,0.05218357653347917,0.07705100080987834,0.06732243989699878,0.044233452860120204,0.013309031653209291,0.016522135563541318,0.0090030443224349,47147
"Christian County, Kentucky, USA",0.8702623573274777,0.17193897390150734,0.060134037832521144,0.07120473935817374,0.07111324595713518,0.029620988586198247,0.0322866198295827,0.04147845434400124,0.029948990401394163,21047
"Tooele County, Utah, USA",0.9271309676239253,0.21995610023779047,0.08041430400585325,0.09621364550942024,0.07952259008597026,0.04421986464239991,0.03756165707421211,-0.027162501310936893,-0.02161504734554702,49045
"Pottawatomie County, Oklahoma, USA",0.8930691905237784,0.19220896282797398,0.06850469304175723,0.06819117041914056,0.08092802696294549,0.043089765445887974,0.01973176933571641,0.02723180213777654,0.012077947703767633,40125
"Riley County, Kansas, USA",0.9617286889364967,0.47411991853791374,0.2135470390647729,0.22727392948768776,0.16466978761670523,0.08217620143352086,0.01120019139747197,0.0690570483772257,0.020421385418971483,20161
"Morgan County, Indiana, USA",0.8913663863627718,0.18022525779079945,0.060385830067349155,0.0742171150260646,0.07056428598607369,0.03544385677866148,0.025610227227327975,0.0328825768612912,0.0175801389609418,18109
"Creek County, Oklahoma, USA",0.9035839940345142,0.16198666569731957,0.04830363151649686,0.06332366431866819,0.06144370905981557,0.03721929231883596,0.02214988459039613,0.017897992029065946,0.007921326119738052,40037
"DeKalb County, Alabama, USA",0.7951004829412678,0.13571039102663907,0.053279326997974434,0.0501441034429038,0.061146596042997006,0.024419691540738368,0.05017455676853755,0.039725508691967656,0.01914938759930228,01049
"Surry County, North Carolina, USA",0.8199745070105721,0.18017545175076827,0.05870885506485726,0.07276748894054126,0.07561670540601338,0.03179125740421379,0.05828048046107448,0.03639655496423394,0.012546288568177417,37171
"Franklin County, Massachusetts, USA",0.9383609369137589,0.37433671008200703,0.17250004466598795,0.174536813707098,0.16367404548784178,0.03612585088706654,0.015860609759028033,0.08438201572973097,0.04462781896289167,25011
"Lewis and Clark County, Montana, USA",0.9581609373187425,0.4049147364757735,0.15101890878156315,0.19310931518502808,0.14171919105989708,0.07008623023084953,0.016534382143800097,0.007525281760583702,0.013885613943599356,30049
"Boone County, Indiana, USA",0.9455363336346247,0.4813865007462221,0.18062766695394428,0.2287642149959003,0.13303764740504037,0.11958463834527996,-0.005037146801158965,-0.017089283548268774,-0.03672180723637089,18011
"Portage County, Wisconsin, USA",0.9494330631608059,0.32407939243091505,0.09311379156295871,0.14702065649796792,0.11947156806433078,0.0575871678686152,0.022182871483714783,0.05590816037096047,0.011772020330015884,55097
"Iberia Parish, Louisiana, USA",0.8456092316377705,0.13571585052663912,0.0322814206904049,0.051314500725726096,0.057655597227818996,0.026745752573094167,0.07318111250071246,0.05248786846464709,0.0027342940612214914,22045
"Greene County, Tennessee, USA",0.8618242996123182,0.15702947845804993,0.058152293175334775,0.05582985882525059,0.06967303050252374,0.03152658913027576,0.01473461554258948,0.03650398310603925,0.016259331110389547,47059
"York County, Virginia, USA",0.9534459412241586,0.47442672104336037,0.21524712847371374,0.22896179435569156,0.15129782364740638,0.09416710304026255,-0.01647180994391273,-0.005574297357746172,-0.05923201560139987,51199
"Ward County, North Dakota, USA",0.9404623898160506,0.2820490386928845,0.08226339158774261,0.11271025175528772,0.11690981867494854,0.05242896826264806,0.015412545506361952,0.09188779985662002,0.022907656281551697,38101
"Columbia County, Florida, USA",0.8747573192513786,0.14265745126970544,0.04445911314747227,0.06837772773161446,0.047371282130931086,0.026908441407160047,0.042811845509721724,0.05572213636625992,0.0024029339909082473,12023
"Troup County, Georgia, USA",0.8788705805101269,0.18564422465269922,0.07095807768862977,0.06746968173516911,0.08080766626310709,0.03736687665442308,0.030970898442626682,0.03950512734045977,0.023484171057958428,13285
"Klamath County, Oregon, USA",0.89031414123665,0.199222944610399,0.07009117710224728,0.09646810753821865,0.07274644175013206,0.030008395322048534,0.003239592090778509,0.023154786807660283,-0.011009764754000562,41035
"Greenwood County, South Carolina, USA",0.8670088095045665,0.22914814515477216,0.08449850480885793,0.09199466580457427,0.08736765537864691,0.04978582397155094,0.027488232764400156,0.012499109577352285,-0.005579977054272087,45047
"Blue Earth County, Minnesota, USA",0.9495826974208564,0.34463450892111763,0.11692161868804297,0.13926160602072926,0.1464475103673638,0.058925392533024604,0.015705820444799623,0.07126253089708073,0.023500510466803085,27013
"Harrison County, Texas, USA",0.8867528472857258,0.2003699393133259,0.06291046637293182,0.08768393050128855,0.07043395128439604,0.042252057527641614,0.016503933039417218,0.02420912149456428,0.010276613416727823,48203
"Wise County, Texas, USA",0.8665991568157394,0.17671736794246498,0.050239728858394714,0.0709680085971728,0.06757873853021411,0.03817062081507821,0.039936302440499394,0.010740712099648608,0.02164069815587804,48497
"Franklin County, North Carolina, USA",0.8714951856113359,0.21473990189547637,0.06802721088435387,0.08203637538101297,0.08480187327156412,0.04790165324289947,0.00014434391852213846,0.06169901145785736,0.016499160697424048,37069
"Lake County, California, USA",0.8722216801639188,0.16698214459947308,0.05483461801151321,0.07893453019806801,0.065118548151039,0.022929066250365854,0.025626528527762593,0.025707129076452534,-0.005380243373489302,06033
"Allegany County, Maryland, USA",0.9093198016733809,0.18786798884412773,0.07652231174465453,0.08177099473194903,0.07721955376510678,0.028877440347071563,0.03498738955025382,0.043564084004114934,0.03921666091532047,24001
"Shiawassee County, Michigan, USA",0.9236701916196233,0.17482308976703514,0.05579629482388482,0.07116164427128863,0.060129601653812426,0.04353184384193359,0.029617970807840566,0.02365628994758462,0.011468091052497714,26155
"San Patricio County, Texas, USA",0.8278835226830562,0.15605845736060878,0.05257323909594122,0.06700595845563222,0.06005997425617225,0.028992524648804543,0.023558864626789022,0.043901726758863946,0.026137716370265532,48409
"Madison County, New York, USA",0.9313483901187299,0.24878317007107534,0.11797649838095424,0.11769138341852842,0.09435268720852083,0.036739099444025904,0.024127740394934483,0.024137980599887365,0.023661524772354087,36053
"McCracken County, Kentucky, USA",0.9278360900134979,0.2544875798295629,0.09668191067147498,0.09712512843241944,0.11195277716219793,0.04540967423494585,0.022279742576890915,0.03249605776644371,0.011356756844162569,21145
"Catoosa County, Georgia, USA",0.8969387960742427,0.20954837669535073,0.069184417887588,0.0799258378509098,0.08206203018883133,0.04756050865560948,0.02874367364344632,0.0012067511782834495,0.008031734873229363,13047
"Otero County, New Mexico, USA",0.8717053696465524,0.1888677549484772,0.0633948540016302,0.08279163095959716,0.07497439541834731,0.031101728570532814,-0.0102148406915058,0.027062779462036557,0.013950308411567656,35035
"Trujillo Alto Municipio, Puerto Rico, USA",0.8562457596285175,0.36402078477608435,0.10034978352798936,0.12643220534576247,0.1166621551473724,0.1209264242829497,0.04591390360611425,0.10897396033553636,0.061416979641689684,72139
"Walker County, Georgia, USA",0.8579719330411544,0.17692793003925147,0.06296982650026238,0.06757414289491483,0.0734986083253881,0.03585517881894843,0.04770301827134649,0.026847843741708732,-0.007642506419799633,13295
"Oldham County, Kentucky, USA",0.9415131959779601,0.42763115580044203,0.18021996869841156,0.17738996205218355,0.1439444289604013,0.10629676478785662,0.033512645322034684,0.03713033272177246,0.02762494343170155,21185
"Carteret County, North Carolina, USA",0.9237430777922825,0.2898850569256898,0.1158208768898624,0.12949291237910177,0.10837250437652106,0.05201964017006709,0.030767050926031825,0.010282527764264693,0.003770997856027636,37031
"Laurens County, South Carolina, USA",0.835511053831665,0.1584415584415582,0.052800634480023784,0.04950926935659755,0.07254882522058087,0.03638346386437979,0.04108940443470377,0.003711869773769416,0.014466614204656225,45059
"Butler County, Kansas, USA",0.93994440493891,0.3074105199646612,0.10800094813282504,0.11599543172366288,0.12327881569590861,0.06813627254509033,0.03881034700680974,0.05659204875302781,0.011639312661703538,20015
"Spalding County, Georgia, USA",0.8500454407755222,0.1720690699787943,0.06337473492880932,0.07514894476421276,0.06363728163182872,0.033282843582752734,0.018764993428567633,0.04133934620303026,0.024160871964922753,13255
"Jefferson County, Arkansas, USA",0.8913644527860186,0.18223648362293363,0.05711287360497255,0.07158281366672718,0.08288430102318824,0.02776936893301836,0.046157573045654265,0.10758805319269937,0.050320356842580086,05069
"Jones County, Mississippi, USA",0.8693851679695755,0.19169659835199676,0.077096978660469,0.07035706739911264,0.08823156560321137,0.03310796534967241,0.0327254381249662,0.03978378815548558,0.05768079731061864,28067
"Williamson County, Illinois, USA",0.9305893765714399,0.2526974322424818,0.0993446971946704,0.10787749203143879,0.1079566827027776,0.03686325750826569,0.02982230071494829,0.01753631400906025,0.02265539017587552,17199
"Aroostook County, Maine, USA",0.9090754267115772,0.19174582749877014,0.06093176399349061,0.07758392309730168,0.07542671157703529,0.03873519282443322,0.02223778123223996,0.021543643232039722,0.001683340019389537,23003
"Rice County, Minnesota, USA",0.9270575650197233,0.2744311470660335,0.10436584876646349,0.11176483697711215,0.12317532482003953,0.039490985268881854,0.01769904175330872,0.08553570112407957,0.033208894310254256,27131
"St. Francois County, Missouri, USA",0.8697626378766028,0.13542113263436875,0.060295435943407256,0.05316287952605519,0.05974977588962077,0.022508477218692736,0.035291465979937486,0.04503084825737391,0.025885388622116826,29187
"Toa Alta Municipio, Puerto Rico, USA",0.8370768028302273,0.2650458677855941,0.06380352955695426,0.08206836973960273,0.09632234974700737,0.0866551482989839,0.03360242815466119,0.10764384086812889,0.05331702253362671,72135
"Ionia County, Michigan, USA",0.9205676373018798,0.15048941311381434,0.04105745996641695,0.0590367366998403,0.059528197567268556,0.031924478846705136,0.03457790549537143,0.06318492137871151,0.02484870578205195,26067
"Grant County, Indiana, USA",0.8907185628742516,0.18255039217339938,0.07512439908914552,0.06401281943155941,0.07453403053048817,0.04400354221135192,0.022966521259103034,0.012482242555165723,-0.005641768313544654,18053
"Montcalm County, Michigan, USA",0.8920187793427228,0.13052852163049825,0.040238570190815934,0.046968506316871154,0.054242479195631486,0.029317536117995566,0.05894880525831314,0.06630441493814684,0.023519773194471093,26117
"Wayne County, Indiana, USA",0.8880669894238159,0.183763791634633,0.07021006919192962,0.06468302615995158,0.07874997402705333,0.040330791447628085,0.023216471526444793,0.02375659594486773,0.00403636548321111,18177
"Belmont County, Ohio, USA",0.9182983546332123,0.15421893930511613,0.05625903779262901,0.06153515457068045,0.06698714190800013,0.02569664282643535,0.012820062429640622,0.017905470303816645,0.001727841082829376,39013
"Muskogee County, Oklahoma, USA",0.8715131022823329,0.1874260355029587,0.054459002535925734,0.06401098901098883,0.09027895181741288,0.0331360946745562,0.04133438940202305,0.03481697716532811,0.006071177874988988,40101
"Chippewa County, Wisconsin, USA",0.9298531474300802,0.22531144295025182,0.06381486676016851,0.09475290817589259,0.07812886725517687,0.052429667519181475,0.026055083090892883,0.06980104939291817,0.01805750908926907,55017
"Crow Wing County, Minnesota, USA",0.9420378653268793,0.24973959928925965,0.0824500132753304,0.10550824091661101,0.09578661438228853,0.04844474399036033,0.01868771491484189,0.004639916117524179,0.0019683340857015036,27035
"Apache County, Arizona, USA",0.8272342373269248,0.12436205515505194,0.049639546858908146,0.047808673761299735,0.05998397986039627,0.016569401533356166,0.010889171913865292,0.01243003959674513,0.01631604205890217,04001
"Marquette County, Michigan, USA",0.9545256744995647,0.32904699738903387,0.10287206266318528,0.13322454308094053,0.14373368146214152,0.052088772845953285,0.03574920141986626,0.04980475044490401,0.02727498125905277,26103
"Wilkes County, North Carolina, USA",0.8216636034860976,0.1586332285923202,0.047291555502855694,0.06893144404260786,0.06521610244856814,0.024485682101144206,0.033183138691941116,0.021294840564848788,-0.00592643027332114,37193
"Harrison County, West Virginia, USA",0.8902287669736496,0.22073649288067976,0.0869830823211574,0.08563591021863345,0.09774105045844361,0.03735953220360259,0.0252807231413813,0.05203181471811186,0.015965349511303503,54033
"Starr County, Texas, USA",0.603443275593872,0.118009965989085,0.029713411901183866,0.053521052492815496,0.04932900946505312,0.01515990403121624,-0.04403688319174792,0.051209539634093276,0.015476038396341946,48427
"Tehama County, California, USA",0.8633573582565176,0.16311996064760353,0.04362983082746955,0.0690377911328784,0.07395684068695585,0.02012532882776911,0.03803118206720302,0.034414751207941546,0.030776114145522362,06103
