longname,"Agriculture, forestry, fishing and hunting %","Mining, quarrying, and oil and gas extraction %",Accommodation and food services %,"Arts, entertainment, and recreation %",Construction %,Educational services %,Health care and social assistance %,Finance and insurance %,Real estate and rental and leasing %,Information %,Manufacturing %,"Other services, except public administration %",Administrative and support and waste management services %,Management of companies and enterprises %,"Professional, scientific, and technical services %",Public administration %,Retail trade %,Transportation and warehousing %,Utilities %,Wholesale trade %,geoid
"Warren County, New York, USA",0.0024074613358019237,0.0032716782255769756,0.09052480072820815,0.02962961625463544,0.07345606574909738,0.11150728261850278,0.1763549784981183,0.042130573376533746,0.017218206808636494,0.007253248896326306,0.08594799474992205,0.0401547690795656,0.018054718651866794,0.0008024871119339746,0.06017411972857173,0.07342599082077073,0.11867312801768512,0.02817907932688368,0.006635951117915569,0.014197848903447276,36113
"Mason County, Washington, USA",0.04709694450808472,0.002975453953270607,0.05293478588107191,0.02368770484876469,0.0853784676300255,0.06978368153303527,0.11333458753938598,0.02677809854855084,0.014954554284619816,0.015688757208154117,0.09125702617272301,0.05169457896487175,0.03895139720645157,0.0,0.060240518302469376,0.10443206247543804,0.10114668082439288,0.053990536853913904,0.01580468398555428,0.029869479279221598,53045
"Armstrong County, Pennsylvania, USA",0.010355665839536825,0.017733664185277123,0.053763440860215006,0.006120760959470661,0.09177832919768403,0.06934656741108342,0.1879900744416876,0.031232423490487906,0.008569065343258877,0.013995037220843652,0.16976013234077766,0.06206782464846974,0.02517783291976842,0.0009925558312655102,0.027162944582299394,0.03196029776674934,0.10851943755169553,0.04803970223325073,0.015781637717121603,0.019652605459057046,42005
"Kershaw County, South Carolina, USA",0.014830921664239473,0.005289959759383805,0.060545056676365686,0.011042782636746984,0.07163561626583553,0.08634480225453701,0.12952952983560814,0.06022026895175544,0.010507298550628801,0.01207973361864455,0.14189114747531786,0.056360942264705866,0.05575857044477585,0.0010363776584649254,0.04185194170791335,0.07120447704446409,0.09546226925045684,0.041646691919015745,0.010568835265735871,0.022192776755404073,45055
"Marion County, Ohio, USA",0.011618695537364696,0.0015466445358180245,0.07125881776000613,0.009166698102531217,0.05428345090346678,0.07322041570787284,0.16560413444490527,0.03259270436455543,0.014070692972198132,0.012297710211626256,0.23275114112188308,0.04040137311856352,0.03708174582217354,0.0004526764495077149,0.024255913086121718,0.05379305141649998,0.11222603644045435,0.029310800105624524,0.007205100154664455,0.016862197744162363,39101
"Walker County, Alabama, USA",0.008269321210221038,0.04248314782881326,0.08277159429377635,0.011208653393948886,0.06862360871609954,0.07187646966609168,0.1244709202069292,0.026022887599937247,0.014461514343941063,0.012658723937921298,0.13125097977739494,0.06086377175105806,0.04283586769086057,0.0007054397240946854,0.023161937607775514,0.04412917385170085,0.14610440507916614,0.054789151904687264,0.016421069133092946,0.016891362282489428,01127
"Clay County, Minnesota, USA",0.022380082854180607,0.002435116179866419,0.050426136324935374,0.020787505004775907,0.07272925022882132,0.14148796223381327,0.17608328621698027,0.06316914892839137,0.011034625426225478,0.0167711705824658,0.08060200400561328,0.05008829715502013,0.020544213809621913,0.0014375987085958391,0.05409763278653857,0.041506225879951994,0.09870413989828111,0.04104777596947694,0.0042076476779334,0.030460180128510966,27027
"Liberty County, Georgia, USA",0.004428236519927061,0.0010419380046887217,0.08483111921507337,0.011331075800989845,0.0398107145958149,0.09034470782321782,0.11153078058522174,0.030172788052444183,0.022575323434922336,0.010810106798645481,0.09433880350785796,0.03694538508292094,0.05895632543197015,8.682816705739346e-05,0.04853694538508294,0.10640791872883552,0.14721715724581078,0.0788399756881133,0.008161847703394981,0.013632022228010816,13179
"Jefferson County, Ohio, USA",0.008847042103393137,0.01236454077100729,0.07273050275359731,0.015064842778468625,0.06779179250310881,0.0930538283887016,0.16144963581453184,0.04181915082607919,0.017054538994492805,0.01456741872446259,0.10133238585894479,0.044519452833540786,0.04718422455143006,0.0007106057914371997,0.04068218155977962,0.038017409841890136,0.12225972641677027,0.05379285841179614,0.022064309824125012,0.024693551252442734,39081
"Lincoln County, South Dakota, USA",0.022282222538013378,0.0014779025152764,0.04661077163564026,0.015233764388233628,0.05314764814551667,0.06624982236748608,0.19982947278669877,0.09566576666192961,0.016541139690208907,0.01753588176779878,0.08799204206337936,0.04277390933636495,0.035498081568850315,0.004803183174648295,0.065112974278812,0.031149637629671767,0.12647434986499934,0.032513855336080755,0.0032684382549381897,0.035839135995452506,46083
"Chaves County, New Mexico, USA",0.05407217070718359,0.021189438796410078,0.07924626671135433,0.016608944996834674,0.060179495773284235,0.10996909097679972,0.1576360183219751,0.028153278963244394,0.013667001824749577,0.007969314415521546,0.05895058280266636,0.05619483856552341,0.019737087103861784,0.0005958365918146953,0.04047964845641083,0.05921126131158537,0.12240717983093116,0.05466800729899818,0.012438088854131751,0.026626447696719204,35005
"Pulaski County, Kentucky, USA",0.014147206398309875,0.0033576036518655475,0.06786886482815853,0.012411815746783876,0.061832723431546305,0.0821669747613838,0.17685894292073825,0.03448145772814735,0.011544120421020878,0.020145621911193283,0.13343645074885896,0.052288074848153385,0.04089485796204779,0.00041498472101708986,0.035235975402723815,0.04225298977628555,0.14241521107631913,0.04187573093899718,0.006564303768815785,0.019806088957633836,21199
"Coos County, Oregon, USA",0.05614142731142379,0.001687310656900717,0.08547762395981144,0.05502933619664841,0.05437742071557301,0.08018560417225906,0.1518579591210645,0.020861295394408876,0.015722667484756692,0.017716761897457533,0.056754994823024166,0.0533803735092227,0.0499674042259463,0.007669593895003261,0.042106070483567924,0.06430954480960226,0.1270851708402042,0.04237450626989303,0.003949840855926679,0.013345093377305675,41011
"Salem County, New Jersey, USA",0.01381721890277025,0.0010863661053775139,0.04199483976099945,0.015650461705594802,0.06840711569799018,0.11484926670287884,0.16373574144486674,0.03540874524714832,0.006008962520369377,0.015548614883215663,0.11780282455187407,0.035951928299837066,0.026174633351439457,0.0003055404671374257,0.054623845736012984,0.051772134709397115,0.09889326453014662,0.06440114068441065,0.0332360130363933,0.04033134166214019,34033
"Effingham County, Georgia, USA",0.008870371614810834,0.001545595054095828,0.06011020764733557,0.007123177205832938,0.07691015388750752,0.08531012700759359,0.11796922249848807,0.02882870774813529,0.013103958067334208,0.006484779248706401,0.17760903165109856,0.05093743700020159,0.032222296888649964,0.0002687991398427526,0.042067065385390734,0.06377259592769301,0.10506686378603584,0.0922317048585445,0.008567972582487739,0.020999932800215056,13103
"Carbon County, Pennsylvania, USA",0.00680981395197289,0.0052784203838258685,0.05477175719266222,0.026229187709752036,0.0770910038773583,0.07914372291551271,0.16757355576553334,0.03606920595614351,0.00827604183636897,0.02528428529536347,0.13632661040695998,0.04151054054934682,0.03004138020918186,0.004431266495063701,0.03815450783617355,0.03629728584927174,0.11091199374409448,0.08126160763741808,0.012870222540810033,0.02166758984718647,42025
"Columbia County, Pennsylvania, USA",0.020204034160768273,0.001694746286511809,0.06818861529259285,0.010966005383311741,0.06008041737281091,0.09454025853188457,0.1997142192536473,0.03097065762801978,0.01010201708038413,0.01365766125012458,0.14541587744658224,0.054398032765094605,0.030106669325092122,0.002425813312065926,0.028146080483833415,0.04260126939819906,0.10726747084039491,0.038879473631741684,0.024125211843285803,0.016515468713654308,42037
"Nacogdoches County, Texas, USA",0.015681842263271285,0.018719316215166187,0.08201179670116206,0.0138452301063116,0.06763677462649671,0.14484512414791795,0.13364885388337513,0.0236287217885777,0.009889450075936857,0.018789955144280033,0.1355914244340056,0.056652421149295376,0.02412319429237455,0.0001765973227845866,0.024476388937943676,0.03072793416451809,0.14682301416310523,0.02574788966199276,0.00540387807720835,0.021580192844276484,48347
"Hamblen County, Tennessee, USA",0.0032134150845829932,0.003508901529142347,0.11221097732141533,0.011302356504395351,0.06338184235798179,0.0803723129201448,0.11712343946221473,0.016288690256334486,0.01617788283962473,0.007091674669424536,0.2369801285366035,0.040407771293491906,0.04085100096033096,0.00022161483341951685,0.02463618231513627,0.024636182315136312,0.13714264608111093,0.042254561571987856,0.001145009972667504,0.021053409174854088,47063
"Rutherford County, North Carolina, USA",0.012539664334594969,0.004855296861260851,0.07512329395572899,0.003402530871277287,0.07168253240050458,0.07642313720992477,0.1274993309630309,0.02312956378789613,0.011048667660664443,0.015330504262721267,0.19107695836678493,0.06059563405589329,0.06132201705088501,0.000688152311044845,0.028099552700997784,0.034675230339870806,0.13361624039454073,0.042856596704515054,0.016439194097182405,0.009595901670680883,37161
"Isabella County, Michigan, USA",0.01746417604912999,0.00806038894575231,0.12730296827021542,0.052776356192425954,0.05981320368474924,0.1621353633572157,0.12413638689866931,0.03390481064483105,0.008444216990788145,0.010427328556806548,0.09950742067553753,0.04122952917093143,0.024053224155578357,0.0002558853633572164,0.028275332650972405,0.028659160696008223,0.11402891504605886,0.03336105424769706,0.00310261003070625,0.023061668372569094,26073
"Lamar County, Mississippi, USA",0.0066402890073972145,0.017030793050060184,0.08618613452606227,0.020643385515224485,0.07789437467744709,0.11990366420092893,0.15981420953036282,0.04610356098400141,0.031137106485463625,0.013246172372269067,0.10473077584723897,0.03657319800447274,0.03416480302769654,0.0,0.02146912093583351,0.03705487699982799,0.10266643729571655,0.05209014278341661,0.016273868914501978,0.016377085842078105,28073
"San Benito County, California, USA",0.06132273593744949,0.0007431100772188297,0.059448806177506426,0.028238182934315532,0.12135310652321413,0.07217860489160283,0.10568317663403427,0.02352104940066557,0.01272979871409648,0.009434267067299919,0.12035152337565837,0.03347226260863946,0.046557461794449286,0.00042001873929759946,0.05521630965073826,0.04836677328680816,0.10251688152240655,0.04442505896416921,0.014280637136118391,0.03974023456431138,06069
"Warrick County, Indiana, USA",0.014337819142246236,0.005816878380077983,0.05055967802792107,0.008583825933844793,0.060747075839517065,0.08184505093698904,0.17321720538297072,0.04408250534523959,0.009338447993963014,0.020060369764809485,0.1855741416174062,0.04936485976606714,0.03496415545214445,0.000786064645956484,0.04408250534523964,0.02647465727581439,0.09932712866306131,0.032511633756760173,0.01984027166394165,0.03848572506602942,18173
"Belknap County, New Hampshire, USA",0.006271120146782398,0.0,0.0788289019884542,0.02394146854067174,0.09369048643605613,0.10430702812179676,0.13536743655542244,0.03903068426010549,0.02344719306112238,0.01624930639018495,0.1029682816459374,0.05087044055148551,0.03405067462240333,0.00046338326207751723,0.06524436330051431,0.03827110407278309,0.13765379552332416,0.02205704327488986,0.005673117140274778,0.021614171105713644,33001
"Georgetown County, South Carolina, USA",0.014645079021600532,0.0011205997140538654,0.10324973917075618,0.01982302252791838,0.06588353491247727,0.08400633718459005,0.1628733722323118,0.03690250782487732,0.03690250782487735,0.00722593608717493,0.0981877197727886,0.05355693805788489,0.0720275126550486,0.0,0.04548089184280691,0.028285482437497577,0.12562309208238323,0.02538737972873757,0.008076046215077862,0.010742300707137067,45043
"Pope County, Arkansas, USA",0.01587183585473739,0.004943686577705085,0.08868899379251374,0.006467680184366051,0.057948927628889146,0.10615916440545665,0.13061740326357632,0.027617737798758486,0.0182879232799316,0.008883767609560262,0.17366093000780583,0.04278333271382371,0.04148236256179606,0.0,0.027654908374530735,0.02486711519161431,0.12061851838084979,0.049808571534773034,0.029624948890458344,0.02401219194885325,05115
"Lee County, North Carolina, USA",0.015226641347540166,0.0004923163484193128,0.06519675071210043,0.015402468614832784,0.08770264092555469,0.09041038084186104,0.09965889510145234,0.023631184724127015,0.008123219748918673,0.005767134367197666,0.2230896367408656,0.05436579104687556,0.04859865667967787,0.0,0.03991278967542288,0.0439919822766115,0.10131167141400285,0.04522277314765974,0.011569434187853854,0.02032563209902592,37105
"Darlington County, South Carolina, USA",0.016322686965392755,0.00027466059797535877,0.0648591383504668,0.013222945931099407,0.052970258180961974,0.10150670956603645,0.15753747155300973,0.0354312171388213,0.00627795652515106,0.006356430981715444,0.1700149101467473,0.030055716864160656,0.04237620654476971,0.0016479635878521523,0.03284156007219653,0.034528760888330824,0.14733579219963902,0.04288629051243817,0.02436631876324254,0.019187004629992895,45031
"Hall County, Nebraska, USA",0.028893475154786418,0.0006667725035719945,0.05527861565327816,0.01774884902365455,0.09039530084140344,0.06331163676774104,0.13922844896015255,0.03994284807112238,0.011779647563105258,0.013271947928242602,0.1935227813938724,0.04334021273217967,0.03114780123829178,0.0027623432290839792,0.026893157644070433,0.0356247023337037,0.12814732497221734,0.05013494205429444,0.006953484680107946,0.020955707255119763,31079
"Garfield County, Oklahoma, USA",0.018523725834797874,0.05384885764499105,0.07054481546572951,0.02158172231985952,0.06576449912126535,0.08432337434094919,0.13209138840070314,0.02601054481546564,0.011107205623901559,0.007346221441124758,0.09493848857644975,0.06871704745166968,0.03300527240773287,0.003550087873462206,0.023690685413005255,0.06330404217926161,0.13982425307557111,0.05332161687170471,0.007873462214411205,0.020632688927943784,40047
"Union County, Ohio, USA",0.01728896361386927,0.0006344573803254759,0.04114456111410728,0.013799448022079113,0.046188497287694655,0.06484154426926393,0.13621799955587988,0.08305047108460481,0.013767725153062838,0.013958062367160509,0.17977349871522336,0.03597373346445468,0.038606731592805116,0.003552961329822669,0.08844335881737135,0.05484884052913759,0.08777717856802994,0.03070773720775313,0.010849221203565648,0.038575008723788856,39159
"Knox County, Ohio, USA",0.017403865997110777,0.004574533947857189,0.06682946962922194,0.010008942697943193,0.08867028960583333,0.10015821696360969,0.14776088601499618,0.03463575703377595,0.01826374079933959,0.010043337690032333,0.16341060741556046,0.0500447134897161,0.03033638302263187,0.00041273990506982146,0.04791222398018839,0.03642429662241185,0.1167022081584921,0.0325720575084269,0.008495563046020489,0.015340166471761708,39083
"Laurel County, Kentucky, USA",0.010146463388185633,0.008370560365683472,0.06739023218985203,0.004082839849429279,0.04285269091476811,0.068710084446868,0.1475049427074105,0.031011320648298767,0.015242736851725724,0.015167262381859772,0.14734961042536152,0.05321085350227204,0.05417586063804571,0.0010914522369761444,0.030287440313913797,0.039008137480005645,0.17985855937586337,0.0637203450146729,0.010106205683671453,0.010712401585136233,21125
"Walla Walla County, Washington, USA",0.07013886303562782,0.0013030043557574179,0.08339227876847473,0.008525371356241375,0.05092885596217548,0.13391161907598403,0.15502028963925407,0.028703324522541984,0.014444734000967947,0.013253415732846883,0.081754216149808,0.040653735899631435,0.02676743233684526,0.0037228695878783356,0.052753062060235986,0.058672424704962596,0.10189494062023012,0.043483116786419036,0.010237891366665416,0.020438554037452077,53071
"Stanly County, North Carolina, USA",0.02643560512476617,0.0046588783397451755,0.05791832845092295,0.004764761938375744,0.09981293897575261,0.08251861786609248,0.14788409275403241,0.03003564747820568,0.01743549924116754,0.0067765503123566094,0.15889598701161198,0.06963611336603973,0.034412169554936,0.0010941305191825787,0.028482688031623907,0.04337698090565771,0.12850739420463747,0.029612113083683334,0.0040588712808385975,0.023682631560371353,37167
"Athens County, Ohio, USA",0.009530730921290344,0.0034904334649067063,0.13483494805694407,0.024578923726589496,0.05470727138187025,0.25434170131959233,0.13500135671640898,0.013860307266615387,0.01159119698469847,0.008169114408027572,0.08312464735257116,0.02834916428997678,0.027790468862592784,0.0,0.030339608975008987,0.03100212536460538,0.09758223836880883,0.026847532861464428,0.00537663956519146,0.019481590112836608,39009
"Barry County, Michigan, USA",0.026710370318711214,0.0008020085082641743,0.050212706604365706,0.01659808912755422,0.08274635609177772,0.05397865959969327,0.1364809261454773,0.04058860450519563,0.011786038077969171,0.009728711904595861,0.25824673966106426,0.05568728642164729,0.024583304275054053,0.0005927888974126508,0.0347304554013529,0.02587349187530512,0.09184740916381888,0.03466071553106909,0.009658972034312012,0.03448636585535947,26015
"Eddy County, New Mexico, USA",0.021225294998721316,0.1585138640265952,0.07796003360976148,0.005041464216563769,0.08183246264567255,0.06407774083951343,0.1242465202937204,0.028093376685054613,0.01837577174588096,0.007890987469404137,0.0453001132502831,0.05034157746684682,0.04712673072005261,0.0,0.039381872648230024,0.05541957403280614,0.09761443758448134,0.04266978409381502,0.009681072589778248,0.025207321082818788,35015
"Haywood County, North Carolina, USA",0.008655000149967668,0.0,0.09795424756109045,0.02614558363199014,0.06388041951691617,0.09647191741467374,0.16545490030052964,0.024081351306785032,0.02556665316266598,0.009632761673185764,0.1131999464262982,0.049792166933222116,0.03291555244839144,0.0002897071179905494,0.05699766395992314,0.056127022196458216,0.11601968405061396,0.03472580727869785,0.004163986944934775,0.01792562792566525,37087
"Reno County, Kansas, USA",0.023372740861530097,0.010293518141051752,0.0644109253974723,0.013283054762875368,0.05656339176518541,0.10565294197581225,0.1343932599537977,0.04436744122842787,0.009715994020926755,0.015049599130316612,0.14720070661774748,0.04671150971599395,0.04457127327082462,0.0017665443674412286,0.03118630248675087,0.04232912080445712,0.13619377632830537,0.03849028400597922,0.00794944965348553,0.026498165511618498,20155
"Livingston County, New York, USA",0.025288314575517577,0.010490482145338353,0.07041128247881061,0.013894678338196461,0.08124913158260391,0.16631929970821205,0.13939836042795622,0.025600944838126985,0.005766291510351543,0.017993608447964448,0.10994164235097945,0.0435945532860913,0.02837988050576631,0.0009726274836737527,0.050229262192580296,0.05603029039877714,0.10368903709879111,0.02851882728914826,0.0056968181186605495,0.01653466722245379,36051
"Garfield County, Colorado, USA",0.019958996623251322,0.01787867824409072,0.07832850940665709,0.033616739025566805,0.14031596719729836,0.07947419199228173,0.10950313555233966,0.040008441871683606,0.031295224312590485,0.018692715870718753,0.03180776652194889,0.06292209358417751,0.04709358417752048,0.0022310660877954674,0.060118186203569776,0.041666666666666664,0.102990834539315,0.04245055475156785,0.015527013989387372,0.024119633381572612,08045
"Hood County, Texas, USA",0.009529688645395273,0.046568154635595556,0.04162969250356887,0.01736178093290636,0.0941008526563525,0.09973378602569526,0.11701840348778876,0.03491647054284506,0.025271036691230393,0.010995794590840704,0.06882981596512217,0.05667656931208775,0.0326015664184575,0.0004243990894710442,0.056599405841274625,0.052355414946564365,0.12716539989968753,0.05123654461977702,0.029360700644315004,0.027624522551024346,48221
"Columbia County, New York, USA",0.030683212873312448,0.0008182190099549987,0.05840038183553805,0.02563752897858991,0.06910541388244916,0.10237965362061939,0.1624164734760669,0.03947906723032871,0.017353061502795558,0.017898540842765577,0.06569616800763675,0.04380880949134043,0.03395608891313255,0.0012955134324287461,0.07660575480703655,0.07721941906450293,0.1129824082912861,0.03791081412791491,0.004466112096004363,0.021887358516296206,36021
"Washington County, New York, USA",0.028246866250313748,0.005190361673495143,0.06112135153250849,0.023163204919395643,0.07542184396782231,0.08203048750889495,0.1550126826880281,0.03559105147539532,0.0067136655963496985,0.011793066659505956,0.13489105075244048,0.0402169922199765,0.021292495525427838,0.0023303664656508815,0.06254570105417089,0.05543628240256376,0.1454034551029746,0.034673673817375496,0.004237029937547056,0.014688370450163114,36115
"Cumberland County, Tennessee, USA",0.028616211374832095,0.0036721898790864297,0.07286162113748326,0.018181818181818174,0.058934169278996834,0.03976712942230188,0.1383340797133902,0.021406180026869715,0.02212270488132558,0.021003134796238238,0.15982982534706663,0.04858934169278994,0.030094043887147346,0.005463502015226149,0.035154500671742035,0.04917151813703535,0.13519928347514548,0.07062248096730857,0.010882221227048803,0.03009404388714739,47035
"Granville County, North Carolina, USA",0.01618311707245954,0.0,0.04085872576177285,0.012902755503717745,0.06283714827234288,0.08441463770228891,0.17462458084268861,0.04096807114739758,0.012975652427467564,0.013012100889342461,0.15067794139087323,0.04286339116489286,0.044467123487388814,0.00043738154249890656,0.05839043592360397,0.07267823297856832,0.10508091558536237,0.03714098265053219,0.01002332701559993,0.019463478641201317,37077
"Tipton County, Tennessee, USA",0.012688400748102254,0.0,0.04026550295207013,0.010524771718801574,0.09519967728922947,0.08676519124280307,0.1364186438813304,0.03410466097033263,0.009094576258755366,0.0067109171586783615,0.1299277567934285,0.05724449008031086,0.03718508196120138,0.0,0.04110895155671279,0.07990758737027405,0.1322747442150429,0.0555942645494885,0.00847115772488907,0.026513623528548944,47167
"St. Joseph County, Michigan, USA",0.029701566598142805,0.0015949528602821328,0.06471964273055937,0.007124122775926849,0.05468916140922951,0.06050187850003548,0.09846175657475054,0.015914085205926146,0.013184943644998958,0.0061671510597575896,0.3877862054299274,0.041043453604593494,0.02725597221237689,0.00010633019068547551,0.020167292833345174,0.02371163252286101,0.09640603955483096,0.030835755298787945,0.004040547246048071,0.01658750974693414,26149
"Rutland County, Vermont, USA",0.01802313916939744,0.005885106667558354,0.0765732628903899,0.035176887581087495,0.08232461713368558,0.10382531933391288,0.1726075035110015,0.018123453487594466,0.013308366214137623,0.010967698789540549,0.09957867986357231,0.046478967431284705,0.041429813415368236,0.0,0.047582424931451796,0.03624690697518893,0.13361867183842688,0.023540426670233382,0.016016852805457078,0.01869190129071091,50021
"Pittsylvania County, Virginia, USA",0.019962979478405116,0.0011429186724277757,0.04903121104715157,0.011010116544387575,0.075934850255684,0.08149628189289936,0.16008828527674984,0.02476323790260183,0.012495910818543662,0.009067154801260345,0.1726277013645737,0.05124394408824467,0.04567864960803006,0.0006857512034566646,0.030099755506180898,0.048459751710937575,0.1342379950685978,0.040844156737751866,0.00845759817596555,0.022671749846150287,51143
"Pender County, North Carolina, USA",0.023980725068704557,0.0008282197040996871,0.07540563942325781,0.0191996385950382,0.10172043820351624,0.074878590520649,0.1285999322365699,0.03632872792982719,0.015999698829198515,0.010653917102736889,0.08745247148288977,0.04521326657380565,0.05439897601927495,0.0011670368557768318,0.06072356285058162,0.07807853028648867,0.1148213680683657,0.035312276474795797,0.020291382750442316,0.014945601023980721,37141
"Crawford County, Arkansas, USA",0.009360247436106148,0.006307992837375882,0.07199251180205132,0.006145205925443586,0.07028324922676209,0.07471919257691684,0.1400781377177275,0.026290086277063324,0.020144880351619727,0.006145205925443599,0.18663519453035946,0.055428943512941545,0.03589451408106791,0.00044766400781377205,0.03943512941559496,0.026656356828910956,0.13295621032069008,0.05648705844050138,0.013674100602311582,0.020918118183298067,05033
"Herkimer County, New York, USA",0.023941916061625573,0.00035417035594120837,0.04731715955374546,0.018310607402160492,0.07256950593235358,0.0976093500973967,0.19752080750841147,0.046290065521515884,0.009314680361253774,0.013210554276607082,0.11450327607579251,0.043173366389233206,0.02220648131751375,0.0,0.04586506109438626,0.051567203825039785,0.12385337347264029,0.03771914290773863,0.0061625641933770155,0.028510713653267284,36043
"Otter Tail County, Minnesota, USA",0.04869069945127457,0.0009724248107244533,0.048794887823852356,0.008925470584149456,0.09119955546294402,0.08102382440786286,0.1811488504549566,0.03229839549906221,0.01121761478085709,0.018858095436549215,0.13801486420782072,0.04507883586858367,0.026394387719663917,0.0004514829478363533,0.03340973813989019,0.03910536917413344,0.10852955476835424,0.038514968396193554,0.01809404737098004,0.029276932694311218,27111
"Bradford County, Pennsylvania, USA",0.03684089339166488,0.020147363573566696,0.044247448000614045,0.006830915649704519,0.07886253741653242,0.07345153119963171,0.16831683168316813,0.024598971525059396,0.013047816409547948,0.01473635735666589,0.1874664210607108,0.05015734131552684,0.029165707268401193,0.00042213523677949144,0.023025558369790464,0.027246910737585398,0.11842812188195576,0.0529204083199017,0.014621229564816948,0.015465500038375928,42015
"Washington County, Vermont, USA",0.02222575011906653,0.0014923003651373214,0.06235910461978087,0.01978091760596919,0.07975869185585024,0.11890776313700588,0.14341959041117613,0.05023019526909021,0.013875218288617226,0.0173043340212732,0.07058263216383552,0.052548023495793,0.028512462295602472,0.00044451500238133025,0.060739799968249,0.0862359104619782,0.12246388315605668,0.021368471185902477,0.004953167169391962,0.02279726940784247,50023
"Washington County, Ohio, USA",0.010836823157740077,0.011828667989126403,0.06285357431489241,0.023326721034457414,0.06898831827198587,0.0940048490191759,0.1788994195870986,0.03680846374256113,0.014032767614429509,0.008742928513702146,0.12916023804275953,0.04430240246859148,0.029608404966571196,0.0,0.03816765851149806,0.0581514951142458,0.11351113070310793,0.04911468665050322,0.012563367864227452,0.015098082433326006,39167
"Mercer County, West Virginia, USA",0.006724597179162482,0.022793764464433836,0.07990917427186577,0.013405528142875852,0.04934282345749094,0.12584603292432642,0.1994672721715211,0.021178114492816896,0.012619536264791923,0.018994803720361556,0.066940308283481,0.05549975983581503,0.025719400899524073,0.0,0.03908126282695081,0.042530893847430244,0.13711191651019608,0.04261822627832839,0.015850836208025878,0.02436574822060174,54055
"Lincoln County, Missouri, USA",0.011595032745231345,0.0039007980531796838,0.052642880148874346,0.0113445227785134,0.13248398525569915,0.05976452063128506,0.10975915256056974,0.04394660558995092,0.0161757864223598,0.019754500232616448,0.1579644275847261,0.06158966467451595,0.04949361199584868,0.003435565257846329,0.03210106287800173,0.030132770282360503,0.11813334287657007,0.045270729699746035,0.012346562645385244,0.028164477686719414,29113
"Van Zandt County, Texas, USA",0.03220448837397714,0.029976504901563648,0.05744146479786121,0.008263793243133782,0.09600583326581864,0.08932188284857784,0.130802884225877,0.03601231467228394,0.016203516163007383,0.012557725026330707,0.12099975694725755,0.029247346674228316,0.04034675524588834,0.0,0.04148100137729889,0.04350644089767474,0.12496961840719453,0.04180507170055902,0.02053795673661184,0.02831564449485537,48467
"Lyon County, Nevada, USA",0.010673003342865214,0.021547384107293868,0.05896330903379115,0.051230416045753006,0.07865802086270086,0.061138185186676845,0.09557372427403438,0.0180836924564018,0.021265455717104993,0.010028595593862023,0.13886986991018574,0.04829030569092596,0.02956220548552097,0.0,0.04579322566353864,0.07052237303153575,0.1338354343710982,0.06351443876112604,0.006444077490031818,0.03600628297555279,32019
"Russell County, Alabama, USA",0.016598782463977575,0.0,0.06902290544387515,0.012481934042832737,0.06635133359611084,0.06184031883677134,0.12784128235448716,0.05697893399903664,0.009722769675469707,0.012481934042832703,0.14479043489685978,0.03854070862348357,0.04252616826523014,0.0006569438969911968,0.04572329523058722,0.07546095563438875,0.14189988175009835,0.053343844435685114,0.009635177155870893,0.014102395655411028,01113
"Blount County, Alabama, USA",0.014553521468198796,0.0037136689968634445,0.04422421221421154,0.0021858189913297825,0.09522522578973712,0.07775118280013366,0.13549382074656205,0.03214105186644578,0.012461422633919564,0.0083764305648274,0.1703417543605932,0.051988007702285385,0.046247350071630194,0.0,0.03710930825873821,0.033768878668265424,0.12199333094698167,0.0608597163233293,0.014735260962032844,0.036830036633914695,01009
"Sampson County, North Carolina, USA",0.08887733887733884,0.0,0.05913161682392446,0.008555893171277792,0.11434511434511424,0.0732048616664001,0.14201183431952674,0.016512074204381878,0.0036382536382536398,0.006117063809371505,0.14037262114185164,0.04869662561970256,0.028146489684951228,0.00019990404605789222,0.01827122980969137,0.044298736606428926,0.12737885814808927,0.05169518631057089,0.0059971213817367735,0.022549176395330255,37163
"Sandusky County, Ohio, USA",0.01786553831687823,0.003508010560196736,0.07348739647752346,0.013200245922389792,0.055404867816715296,0.07912914541969557,0.13088134244692773,0.02893204585729272,0.009077429387725582,0.0061118946873530864,0.2844743408918301,0.04072185454413941,0.022675490940653183,0.0012296119489349387,0.030125492748906007,0.02618350150084991,0.09623521753282,0.04535098188130643,0.015550974648294804,0.019854616469567123,39143
"Lowndes County, Mississippi, USA",0.007099899766120955,0.002338790511192783,0.07559305045105247,0.0038840628132308726,0.0714166388239224,0.09492983628466432,0.14730203808887374,0.030654861343133978,0.02288673571667225,0.003299365185432675,0.1592883394587371,0.0486969595723355,0.02664550618108922,0.0,0.03069662545940529,0.05036752422318756,0.13134814567323772,0.05884563982626123,0.01658035415970595,0.018125626461744048,28087
"Autauga County, Alabama, USA",0.005797997758107541,0.0019326659193691792,0.0692280932318039,0.028255575741177368,0.0718178655637586,0.07742259672992935,0.12419311197866371,0.04213211704224804,0.01870820609949364,0.012021182018476273,0.12086892659734846,0.047427621661319676,0.038073518611572765,0.0023578524216303974,0.056008658343318744,0.09133779134938706,0.11758339453442057,0.036836612423176575,0.007730663677476711,0.030265548297321337,01001
