longname,Commute Time < 15 min % [StatCan],Commute Time 15 - 29 min % [StatCan],Commute Time 30 - 59 min % [StatCan],Commute Time > 60 min % [StatCan]
"Toronto CMA, ON, Canada",0.18270460555272777,0.325032554647723,0.3775537040409537,0.11470913575859563
"Montréal CMA, QC, Canada",0.21707487741658243,0.35702160645615116,0.34798065174066983,0.07792286438659664
"Vancouver CMA, BC, Canada",0.20810210576749244,0.34982402290155623,0.36237977610105737,0.07969409522989401
"Ottawa - Gatineau CMA, QC-ON, Canada",0.2701160800568162,0.3935544714689908,0.2865675464844156,0.049761901989777445
"Calgary CMA, AB, Canada",0.22181326010964042,0.4530521231949674,0.2776755372496332,0.047459079445759035
"Edmonton CMA, AB, Canada",0.2459320635872811,0.42927039592081734,0.28086570185962806,0.043931838632273464
"Québec CMA, QC, Canada",0.3210592992170286,0.46107066069142494,0.19692163175260255,0.02094840833894392
"Winnipeg CMA, MB, Canada",0.26458675924234304,0.44788050429380405,0.2557403008709422,0.031792435592910596
"Hamilton CMA, ON, Canada",0.2713915298184968,0.387915455331185,0.26015557476231616,0.08053744008800214
"Kitchener - Cambridge - Waterloo CMA, ON, Canada",0.32323826576288506,0.41946540478322003,0.1956771965724522,0.06161913288144273
"London CMA, ON, Canada",0.35764360331402895,0.4076311341405971,0.19479619828756678,0.03992906425780709
"Halifax CMA, NS, Canada",0.3034780797625574,0.4276632170259652,0.23173143784339958,0.03712726536807785
"St. Catharines - Niagara CMA, ON, Canada",0.3857572137142034,0.37044277904492934,0.1871402193982839,0.05665978784258345
"Windsor CMA, ON, Canada",0.37237728698759215,0.4387966051639075,0.17356868103936565,0.01525742680913483
"Oshawa CMA, ON, Canada",0.2544335066179994,0.3094053017734021,0.2928142167164404,0.14334697489215797
"Victoria CMA, BC, Canada",0.34270575018339383,0.4260206671904687,0.20484393724584793,0.026429645380289437
"Saskatoon CMA, SK, Canada",0.3661094342543145,0.49191239068183634,0.11686401981270766,0.025114155251141464
"Regina CMA, SK, Canada",0.40568133728311495,0.48243757934828574,0.09638171815488791,0.015499365213711364
"Sherbrooke CMA, QC, Canada",0.38733143080969135,0.42879525488221154,0.15970007274355114,0.02417324156454595
"Kelowna CMA, BC, Canada",0.3869545298362155,0.4171916160806328,0.16275340739892322,0.03310044668422867
"Barrie CMA, ON, Canada",0.30187246963562747,0.2768851214574899,0.255377024291498,0.16586538461538458
"St. John's CMA, NL, Canada",0.43313033300759335,0.4502972006937374,0.09273735215775587,0.023835114140913195
"Abbotsford - Mission CMA, BC, Canada",0.33807480073574486,0.30662170447578163,0.2505824647455549,0.10472103004291845
"Kingston CMA, ON, Canada",0.3689707053721569,0.4318081246127976,0.17249314098592797,0.026728029029117566
"Greater Sudbury / Grand Sudbury CMA, ON, Canada",0.3599384166599139,0.40442427680090737,0.1969856575642172,0.03865164897496151
"Guelph CMA, ON, Canada",0.38880522088353414,0.32195448460508713,0.21686746987951813,0.0723728246318607
"Trois-Rivières CMA, QC, Canada",0.4536788071376183,0.3777397539313945,0.1372932453352892,0.03128819359569789
"Saguenay CMA, QC, Canada",0.46797000831881236,0.39412049347297406,0.12044548687030607,0.017464011337907523
"Moncton CMA, NB, Canada",0.4707980753276921,0.4039323046291686,0.10602289696366357,0.019246723079475694
"Brantford CMA, ON, Canada",0.37508327781478995,0.3050347387455981,0.2485009993337777,0.07138098410583414
"Saint John CMA, NB, Canada",0.3782053460968106,0.43174928699577614,0.16916953773971366,0.020875829167699526
"Peterborough CMA, ON, Canada",0.42144997004194173,0.315638106650689,0.18693828639904092,0.07597363690832837
"Lethbridge CMA, AB, Canada",0.5013732072017094,0.37513986369646996,0.09419184213203109,0.02929508696978942
"Thunder Bay CMA, ON, Canada",0.49965651476986556,0.39042821158690116,0.08632928784062287,0.023585985802610482
"Nanaimo CMA, BC, Canada",0.4423991897057905,0.377674819528593,0.13378245476113473,0.0461435360044818
"Kamloops CMA, BC, Canada",0.41878117545001137,0.4141184124918667,0.12524398178269353,0.04185643027542834
"Chilliwack CMA, BC, Canada",0.3635731664928746,0.3180396246089676,0.21828293361140072,0.10010427528675707
"Belleville - Quinte West CMA, ON, Canada",0.42985727144143016,0.3685225665423682,0.1568728301401568,0.04474733187604481
