longname,Silent % [StatCan],Boomer % [StatCan],Gen X % [StatCan],Millennial % [StatCan],Gen Z % [StatCan],Gen Alpha % [StatCan]
"Toronto CDR, Ontario, Canada",0.07748779053152575,0.22288661005024296,0.19532870943685043,0.2520824932028339,0.161787417932971,0.09042697884557592
"Greater Vancouver Regional district, British Columbia, Canada",0.07376041102395257,0.23419192302035335,0.20213806910296817,0.2310308736077879,0.16798947658726404,0.09088924665767407
"Montréal Territory, Quebec, Canada",0.08229430231440531,0.21365825571149655,0.19419185618053622,0.23634903116338268,0.17049757321261327,0.10300898141756602
"Division No. 6, Alberta, Canada",0.05330575524869004,0.2108686153643037,0.2115758800730528,0.22408975031984116,0.18047194988165047,0.11968804911246175
"Division No. 11, Alberta, Canada",0.05808871382085997,0.21080321972940597,0.19591710909402243,0.2300188388422676,0.181863332762459,0.12330878575098493
"Peel Regional municipality, Ontario, Canada",0.05987442017548092,0.21652870346757502,0.20042112663436365,0.2149675711814287,0.2036088691612624,0.10459930937988936
"York Regional municipality, Ontario, Canada",0.07080675470106239,0.2413233282626202,0.21620412389584168,0.18220904120913092,0.18926542839002694,0.10019132354131785
"Ottawa CDR, Ontario, Canada",0.07282314379364403,0.22923147233565766,0.19607062650803708,0.20898507565370825,0.1886600521885275,0.1042296295204255
"Division No. 11, Manitoba, Canada",0.07243347269228213,0.22266241953679744,0.18866547216139082,0.21874709668856607,0.18832702899993362,0.1091645099210299
"Durham Regional municipality, Ontario, Canada",0.06621422672268311,0.2334805558547881,0.19914539121692032,0.1997270997163271,0.18507666343495274,0.11635606305432845
"Halton Regional municipality, Ontario, Canada",0.07367918123066862,0.21199319368655709,0.2279276787285947,0.17342687823237052,0.1998558268581143,0.11311724126369473
"Québec Territory, Quebec, Canada",0.10319644009647039,0.2658123577567167,0.17921804409117242,0.20085600733720582,0.15420870274126125,0.09670844797717336
"Waterloo Regional municipality, Ontario, Canada",0.06692427505085491,0.21281630082304176,0.1909167510702945,0.22316602973844837,0.19384463490820572,0.11233200840915483
"Hamilton CDR, Ontario, Canada",0.08045966912959829,0.2411242213651258,0.1858620114038711,0.2126145438890888,0.175055569710335,0.10488398450198112
"Simcoe County, Ontario, Canada",0.08354412811459057,0.2667313212779773,0.18775020351874191,0.19007752439733566,0.16584322185230257,0.10605360083905196
"Middlesex County, Ontario, Canada",0.07884033059172722,0.23533174100316767,0.18020646992394812,0.2130757622697701,0.18546315821032766,0.10708253800105909
