longname,Housing Units per Adult,Housing Units per Adult (2010),Housing Units per Adult (2000),Vacancy %,Vacancy % (2010),Vacancy % (2000),Rent/Income < 20%,Rent/Income 20%-40%,Rent/Income > 40%,1BR Rent < $750 %,1BR Rent $750 - $1500 %,1BR Rent > $1500 %,2BR Rent < $750 %,2BR Rent $750 - $1500 %,2BR Rent > $1500 %,% units built pre-1970,% units built in 1970s,% units built in 1980s,% units built in 1990s,% units built in 2000s,% units built in 2010s+,Renter %
"Navajo Nation Reservation and Off-Reservation Trust Land, USA",0.47188268147082923,0.5285917129211307,0.61458021550434,0.1287739192062367,0.18373626373626373,0.27192341643076734,0.5743167275066892,0.24411160712797086,0.18157166536533983,0.760543196443556,0.23945680355644403,0.0,0.7420463195380813,0.2557758421846779,0.00217783827724082,0.15711926337359203,0.1853603431890415,0.23717667059027783,0.23914050374019374,0.14067427537627192,0.04052894373062295,0.2412257614016705
"Oneida Indian Nation Reservation, USA",0.5746484491871946,0.5719023743098504,0.5690775681341719,0.09548767788962166,0.09370949034590981,0.08642475594032051,0.3428850291346999,0.37819047615442364,0.2789244947108765,0.7232920387280997,0.27670796127190045,0.0,0.40190228384901217,0.5950972635162011,0.0030004526347867846,0.5741428024892913,0.11669837749689738,0.11194189977527529,0.10038299012602514,0.06597222613385094,0.030861703978659984,0.2266336099655157
"Puyallup Reservation and Off-Reservation Trust Land, USA",0.4934430633226697,0.53310389080091,0.5573927630002397,0.03919627833316837,0.0571178465915308,0.057056872620071246,0.25776013820351573,0.4221193814368546,0.32012048035962976,0.12787026864041934,0.6416844417178968,0.23044528964168384,0.11993063553778731,0.3459720672030637,0.534097297259149,0.2482127803475563,0.12317573851305362,0.15837659627013634,0.18889732951418148,0.1812108727417254,0.1001266826133468,0.3391110728318601
"Osage Reservation, USA",0.5479583215995494,0.5842868676744898,0.5725421863536317,0.10365916332613835,0.13255825034545193,0.11276629825404454,0.33930987821380093,0.3257780784844387,0.33491204330176044,0.7883597883597887,0.21164021164021127,0.0,0.5689655172413803,0.4310344827586198,0.0,0.3404952842084025,0.19735713925455242,0.1443990517980533,0.11388510616835618,0.13637968426892616,0.06748373430170931,0.21825962910128424
"Yakama Nation Reservation and Off-Reservation Trust Land, USA",0.41813348001466816,0.4368779722508212,0.45554445554445555,0.045055908791931595,0.06093592189428796,0.05975877192982456,0.41940815216266014,0.3579021396232187,0.22268970821412118,0.7731399898231717,0.20859235958776526,0.018267650589063086,0.5655024131471674,0.3925551102402217,0.04194247661261092,0.490859301522724,0.17372730238135625,0.10290436575749437,0.12278729026054633,0.0565756032936512,0.05314613678422774,0.39121903411533193
"Flathead Reservation, USA",0.6503982375868497,0.7040422796743322,0.664431330472103,0.1988665971860344,0.2412930276594306,0.1916027452563585,0.3723087114938718,0.3282543888704866,0.2994368996356416,0.7655601659751038,0.23443983402489618,0.0,0.48434237995824586,0.4954766875434938,0.020180932498260282,0.28784887094745465,0.1787701731991881,0.13379945821713796,0.16883198100007743,0.16281238119443817,0.06793713544170368,0.29732014540535956
"Oneida (WI) Reservation and Off-Reservation Trust Land, USA",0.5196250732278852,0.5148918319650027,0.5135410303400529,0.03851935362645622,0.03898975791433892,0.02498017446471055,0.4428481141164062,0.3616274413542081,0.19552444452938567,0.4774130144231018,0.5225869855768981,0.0,0.16716041875475507,0.832839581245245,0.0,0.15086389715292156,0.16406904364303915,0.19031725598338478,0.2287149179981901,0.12030209248203672,0.14573279274042789,0.26977788682240733
"Agua Caliente Indian Reservation and Off-Reservation Trust Land, USA",0.990909090909091,1.019168478502019,1.0852881777225416,0.37908574605822315,0.395750794549175,0.4336291630880809,0.21427855145104366,0.3429970764288706,0.44272437212008575,0.09706450629478981,0.7331292505660572,0.16980624313915302,0.053959072954146654,0.41479151273609605,0.5312494143097574,0.19028553661881142,0.2660048244677159,0.30376137695620203,0.07574374905183907,0.1192450527614072,0.04495946014402422,0.26990874849134405
"Wind River Reservation and Off-Reservation Trust Land, USA",0.5487612018977333,0.5486758086464985,0.566567236866135,0.10317002881844381,0.08957359534484403,0.0993875577522295,0.37866781889706447,0.4298962422537012,0.19143593884923435,0.8586012060206067,0.14139879397939326,0.0,0.4921909271007518,0.48823231765665714,0.019576755242591178,0.31203487171255245,0.23650456105596585,0.1593659404433303,0.10674882555376962,0.13028149680402057,0.05506430443036119,0.3064811229316313
"Isabella Reservation and Off-Reservation Trust Land, USA",0.5749326951839665,0.567722205780803,0.5469834902021293,0.0931321540062435,0.08123370981754996,0.06459802538787024,0.26865430079236413,0.38521886680103173,0.3461268324066042,0.7096325014199165,0.2815712095942158,0.008796288985867803,0.25881703703759534,0.7187768354607644,0.02240612750164024,0.3830201343290325,0.17093441395137635,0.11545424520949343,0.17104820701100437,0.12319087537365954,0.03635212412543388,0.2455374300447825
