longname,Housing Units per Adult,Housing Units per Adult (2010),Housing Units per Adult (2000),Vacancy %,Vacancy % (2010),Vacancy % (2000),Rent/Income < 20%,Rent/Income 20%-40%,Rent/Income > 40%,1BR Rent < $750 %,1BR Rent $750 - $1500 %,1BR Rent > $1500 %,2BR Rent < $750 %,2BR Rent $750 - $1500 %,2BR Rent > $1500 %,% units built pre-1970,% units built in 1970s,% units built in 1980s,% units built in 1990s,% units built in 2000s,% units built in 2010s+,Renter %
"Houston TX HSA, Houston TX HRR, USA",0.5188467735691344,0.5369032844965634,0.5325340762750245,0.08027684826937154,0.09808423907862475,0.06958646167558646,0.24279209477737718,0.40873981754704397,0.3484680876755789,0.15162523927545832,0.7162424903428807,0.132132270381661,0.07519654670035957,0.6645732203454024,0.2602302329542379,0.2025601135268502,0.16895580411634104,0.1623380090064866,0.13272714250658055,0.19139048094823585,0.14202844989550584,0.43299345615927465
"Chicago IL HSA, Chicago IL HRR, USA",0.5765826163136766,0.5773501626336367,0.5402243026457094,0.09645506263826913,0.1249312607452595,0.07924381938345021,0.2719093973631659,0.40015642807784585,0.3279341745589884,0.20881450650290603,0.4813007632795421,0.3098847302175519,0.12676952795009333,0.5420436417032628,0.331186830346644,0.7010659343164043,0.07740343375951679,0.04783173156027684,0.05180179885532822,0.08216613077019848,0.03973097073827535,0.5550563737953362
"Brooklyn NY HSA, New York NY HRR, USA",0.4988609087411416,0.521580554512001,0.5164928088476262,0.06162899007630853,0.08248329266999045,0.05405157538620399,0.2495383220812821,0.3759208418087575,0.37454083610996036,0.16781181181567503,0.36639278743204673,0.4657954007522782,0.1395754613293867,0.30820865267471786,0.5522158859958954,0.7963749219100924,0.05245106811366821,0.03150971718005082,0.03039822670803537,0.047807040174486726,0.04145902591366649,0.6843723979395953
"Dallas TX HSA, Dallas TX HRR, USA",0.5385014961974843,0.5611586181668763,0.5436208127904609,0.07220915212447754,0.09201201496177515,0.0567174144282055,0.2613471132941926,0.4298881516172925,0.3087647350885149,0.08576365234113371,0.7459854435934703,0.16825090406539608,0.05812190346052951,0.5753711757464398,0.3665069207930307,0.26532844364071523,0.16325811819888666,0.18299620995304317,0.13359620314301104,0.1386625815161954,0.1161584435481486,0.491587182920536
"Phoenix AZ HSA, Phoenix AZ HRR, USA",0.5092066470267271,0.5613950799191924,0.5249822392999836,0.0763648555474738,0.13212262721118415,0.06499325015340561,0.2436331123582158,0.43112702501608313,0.32523986262570115,0.1984622925009147,0.7243830480473694,0.07715465945171578,0.09102125391159892,0.7064402917065183,0.20253845438188273,0.19972813844295956,0.17064007472285067,0.14855672007264348,0.15352135398633096,0.24089703335325094,0.08665667942196446,0.39602796324033646
"San Antonio TX HSA, San Antonio TX HRR, USA",0.5226595360725287,0.5303713293546731,0.5251941014932506,0.08673899259079104,0.08500641474376157,0.06897163120567376,0.23339857759595167,0.42757388372731664,0.33902753867673185,0.20199544357560395,0.7499824397531749,0.04802211667122116,0.11474839754775959,0.7174962114686643,0.16775539098357622,0.24257939267097114,0.12593486271847196,0.14513374000422796,0.13746175247358536,0.1902861080271263,0.15860414410561727,0.38183957536844754
"Las Vegas NV HSA, Las Vegas NV HRR, USA",0.5242136159241697,0.5750639259900802,0.5484072652852392,0.07936796139861918,0.14949066895644278,0.0859196426405638,0.2306426118385678,0.4021355152099036,0.3672218729515285,0.17451358654370627,0.7615761483673752,0.06391026508891856,0.07006060683927129,0.7415700583940555,0.1883693347666732,0.08091834073781129,0.10573511299377523,0.14045074766467996,0.27685011287670797,0.29618384055845215,0.09986184516857337,0.44922819400519715
"New York NY HSA, New York NY HRR, USA",0.6098203862548488,0.6105163667937736,0.6042443803599252,0.09874042151723533,0.09490992783146911,0.06922877986228597,0.31638109286038124,0.37672410777996157,0.30689479935965724,0.12077263049717409,0.23423447110693013,0.6449928983958959,0.17019605424135462,0.27331921051895,0.5564847352396954,0.7132341318784391,0.07074698679937282,0.05816997404910205,0.035770484357285366,0.06536713200534812,0.05671129091045261,0.7524551094369455
"Miami FL HSA, Miami FL HRR, USA",0.48191376028014055,0.496310536976287,0.495062544777584,0.08369691960540615,0.10995221190606226,0.07954359112336636,0.1494578399338826,0.3906950143777698,0.45984714568834756,0.1848700424502371,0.5437091400603302,0.27142081748943264,0.05342605033681778,0.42887960474881476,0.5176943449143674,0.3407910782954648,0.18182114553630924,0.14451678272368415,0.12148185403190415,0.13044213399696764,0.08094700541567014,0.4677932339933541
"Los Angeles CA HSA, Los Angeles CA HRR, USA",0.49196956527847086,0.49430559949383107,0.49782327749340455,0.0706058796434819,0.07571305785123968,0.05589716406042937,0.20253207058345762,0.38385121048772897,0.41361671892881335,0.10771710335681205,0.4301794858554487,0.46210341078773937,0.05096331661836461,0.32311639739627174,0.6259202859853636,0.6486028364468518,0.10889513344414627,0.08832292272041453,0.05383792842194233,0.04768718148494678,0.05265399748169835,0.7425537013907502
"Denver CO HSA, Denver CO HRR, USA",0.5703095004244767,0.5935149590506434,0.5724531011183495,0.0908443829373693,0.09763062901615421,0.07111628858935433,0.23261547774379424,0.44790883158307593,0.3194756906731297,0.10317109903722768,0.5059364345819223,0.3908924663808501,0.05943474616591973,0.3223250945916354,0.6182401592424448,0.29508657723472603,0.16102705022448374,0.12621331752269813,0.15121904908372458,0.15270569585279983,0.11374831008156769,0.38289295703411397
"Philadelphia PA HSA, Philadelphia PA HRR, USA",0.5600052833542696,0.560458150983667,0.5726973079022106,0.08814597880192031,0.09702245054532975,0.09628230860496476,0.2545105019238189,0.375848987417589,0.36964051065859205,0.22180592550748596,0.5614202618991249,0.21677381259338913,0.11499731277713268,0.5992176649218184,0.28578502230104896,0.7680125639483931,0.08260676837333068,0.04671800253287726,0.03464157358851403,0.03223090799737611,0.035790183559508845,0.44609973260075025
"Austin TX HSA, Austin TX HRR, USA",0.5461069569251876,0.5625038971703425,0.5421739009467249,0.0764316270778741,0.08737701814733775,0.05417169141916116,0.26430113477997064,0.43279407761615285,0.3029047876038765,0.05429106257556579,0.7136385744023073,0.23207036302212694,0.041794416562529815,0.4653005434698797,0.4929050399675904,0.1249404073556848,0.11577531310886462,0.1638031881827222,0.1651717153026192,0.21441797177850824,0.2158914042716009,0.4211501053377531
"Atlanta GA HSA, Atlanta GA HRR, USA",0.5574674472908818,0.5895813134285388,0.5351789799601172,0.07966360539102567,0.12164838589683011,0.06254698880950108,0.24195657085301725,0.41489151454506784,0.3431519146019149,0.15130343943510133,0.5534734787488775,0.29522308181602114,0.07374985878619003,0.5238149408290595,0.4024352003847504,0.24345128893965737,0.13642551521184942,0.1743315105976433,0.1652207162875144,0.1865592522852565,0.09401171667807898,0.4439647260139323
"St Louis MO HSA, St Louis MO HRR, USA",0.5823324080335006,0.5878246466026881,0.5772879939084591,0.09169720226833473,0.09987311850835108,0.07639330366603093,0.2956671753464225,0.3861153917751684,0.31821743287840903,0.4161937707886676,0.5306609548166356,0.05314527439469697,0.16138905444609333,0.7341875400667116,0.10442340548719498,0.5335029440491552,0.13620124699343159,0.10950994146164265,0.10462537622163853,0.07838123347735039,0.037779257796781644,0.33015791422308377
"Columbus OH HSA, Columbus OH HRR, USA",0.554890904900715,0.5816638268235157,0.5756092754729084,0.0653100283011058,0.08767775104770927,0.06550233449147419,0.29901703911014726,0.42283249120307603,0.2781504696867767,0.29089923806987905,0.6599140349053824,0.04918672702473857,0.11326383298009955,0.7450531123958567,0.14168305462404376,0.34968898788707176,0.13909235530976316,0.121259662304164,0.1614899173570348,0.14145466611318416,0.08701441102878205,0.41246828509693306
"Portland OR HSA, Portland OR HRR, USA",0.5347862734459774,0.5544988139651637,0.5608274724835938,0.05634814955720415,0.06117747239247285,0.056721553112594504,0.2296971986401736,0.4232721423616291,0.34703065899819724,0.1175620158903364,0.5844343732680806,0.29800361084158306,0.03865366161649721,0.4911999697717842,0.4701463686117186,0.37356748306802157,0.15993588784030158,0.11102104916914315,0.14464629853239375,0.12361973796747916,0.08720954342266068,0.4059484324313
