longname,Citizen by Birth %,Citizen by Naturalization %,Non-citizen %,Born outside US %,Born in us outside state %,Born in state of residence %,Only English at Home %,Spanish at Home %,Other at Home %
"Central District of California, CA, USA",0.7125460323905417,0.15500942210265306,0.13244454550680534,0.28745396760945835,0.15483407894397655,0.5577119534465651,0.5098769837479915,0.34436167974470183,0.14576133650730677
"Middle District of Florida, FL, USA",0.8621069862181601,0.0765551535787813,0.06133786020305854,0.13789301378183985,0.5059715297776561,0.35613545644050404,0.7831254006259345,0.1527006755918717,0.06417392378219397
"Southern District of Texas, TX, USA",0.781005710364103,0.08668504418683802,0.13230924544905895,0.21899428963589698,0.19173080366611137,0.5892749066979917,0.5503771914241972,0.3740403319551273,0.0755824766206755
"Northern District of Illinois, IL, USA",0.8210264457925152,0.09522521651479561,0.08374833769268919,0.1789735542074848,0.17696509674823088,0.6440613490442842,0.7040177522990689,0.17381519646768487,0.12216705123324621
"District of New Jersey, NJ, USA",0.7709489168814231,0.13134498430378141,0.0977060988147955,0.22905108311857691,0.25357093883677406,0.517377978044649,0.6806228050811355,0.1654529322993064,0.15392426261955808
"Eastern District of New York, NY, USA",0.6771430801588024,0.197548998616599,0.12530792122459875,0.32285691984119763,0.10219197483949574,0.5749511053193066,0.597535347657431,0.1644691937283254,0.23799545861424357
"Northern District of California, CA, USA",0.6958167002069109,0.16441718460882848,0.13976611518426058,0.30418329979308906,0.187321198133126,0.5084955020737849,0.5737176946122367,0.18591130029781383,0.24037100508994946
"Eastern District of California, CA, USA",0.8134256282003857,0.0920818206508186,0.09449255114879565,0.18657437179961425,0.1561482249813517,0.6572774032190339,0.648974905898743,0.2468428243006869,0.10418226980057017
"Western District of Texas, TX, USA",0.8616746343312187,0.059948463227141605,0.07837690244163971,0.1383253656687813,0.2627187430333668,0.5989558912978519,0.6503940178637958,0.30698788811411754,0.042618094022086675
"Northern District of Texas, TX, USA",0.8398574881294527,0.05656862593271924,0.10357388593782807,0.16014251187054732,0.2393546081452119,0.6005028799842408,0.6944519565682069,0.24280882703045653,0.06273921640133656
"District of Arizona, AZ, USA",0.8697410756449212,0.060147432492911684,0.07011149186216711,0.1302589243550788,0.47221468662509547,0.39752638901982573,0.7341011294041094,0.20141945751346227,0.06447941308242837
"Northern District of Georgia, GA, USA",0.8662310657787825,0.06318208746212771,0.0705868467590898,0.1337689342212175,0.3811366423034507,0.4850944234753319,0.8203237139151532,0.09787256415312895,0.08180372193171782
"District of Massachusetts, MA, USA",0.8269698846569621,0.0939854405284572,0.07904467481458069,0.1730301153430379,0.2299270067536207,0.5970428779033413,0.7564492597343953,0.09393674015402591,0.14961400011157885
"Southern District of Florida, FL, USA",0.6219881106920303,0.22656247838927143,0.15144941091869835,0.3780118893079698,0.2900898148921931,0.3318982957998372,0.500313598445918,0.3903573435802488,0.10932905797383317
"Eastern District of Michigan, MI, USA",0.9188105610886942,0.046974977336156014,0.03421446157514963,0.08118943891130563,0.15494523676292363,0.7638653243257707,0.8872044681198198,0.02489660940660918,0.08789892247357088
"Eastern District of Virginia, VA, USA",0.844866004684455,0.08667984196443494,0.06845415335110996,0.15513399531554492,0.40414738660392086,0.44071861808053425,0.7979936423162535,0.08786622839960812,0.11414012928413847
"District of Maryland, MD, USA",0.8461360359164605,0.08310190429064337,0.07076205979289601,0.15386396408353942,0.37373561082220275,0.4724004250942578,0.8053906834872616,0.08546976178394096,0.10913955472879744
"Southern District of Ohio, OH, USA",0.9437315445431071,0.02774239406320781,0.028526061393685083,0.056268455456892894,0.22794727138787232,0.7157842731552349,0.9268208347483138,0.02163059524347293,0.05154857000821316
"Western District of Washington, WA, USA",0.8429149547378404,0.07915001413424759,0.07793503112791207,0.15708504526215966,0.39763949568240226,0.44527545905543814,0.799383400528927,0.062364520522945346,0.1382520789481276
"Eastern District of Pennsylvania, PA, USA",0.8917585305221737,0.06051572069921941,0.04772574877860686,0.10824146947782626,0.2276044735057009,0.6641540570164729,0.8243672926381054,0.08004547902332666,0.09558722833856796
"District of Colorado, CO, USA",0.9046920800618398,0.04456651341842362,0.0507414065197366,0.09530791993816021,0.4854177121234783,0.4192743679383615,0.8374587186720331,0.11124482073299709,0.05129646059496974
"Northern District of Ohio, OH, USA",0.9615819769176711,0.02279344205846383,0.015624581023864964,0.0384180230823288,0.17871908849022056,0.7828628884274507,0.926364172996939,0.02529062976151271,0.048345197241548385
"District of Minnesota, MN, USA",0.9154862872524633,0.04709448946217975,0.037419223285356955,0.08451371274753672,0.24109626094707678,0.6743900263053866,0.880107254426308,0.03894572324439373,0.08094702232929843
"Southern District of New York, NY, USA",0.739316932962566,0.14262280474648734,0.1180602622909467,0.26068306703743405,0.19269185670148964,0.5466250762610764,0.597114426157995,0.2582980058638984,0.1445875679781066
