longname,Housing Units per Adult,Vacancy %,Rent/Income < 20%,Rent/Income 20%-40%,Rent/Income > 40%,1BR Rent < $750 %,1BR Rent $750 - $1500 %,1BR Rent > $1500 %,2BR Rent < $750 %,2BR Rent $750 - $1500 %,2BR Rent > $1500 %,% units built pre-1970,% units built in 1970s,% units built in 1980s,% units built in 1990s,% units built in 2000s,% units built in 2010s+,Renter %
"Historical Congressional District MA-12, 53rd-54th Congress, USA",0.49969420201610176,0.055656798420791825,0.22868745233937898,0.41761771873259124,0.35369482892802984,0.3451337295690932,0.3858098068350672,0.2690564635958396,0.09588652316949656,0.37307517077872776,0.5310383060517757,0.5054229909962095,0.14304460531464944,0.12128603424657064,0.09241527812538342,0.07967059954592359,0.058160491771263534,0.2451891786101085
"Historical Congressional District MA-12, 55th-57th Congress, USA",0.49969420201610176,0.055656798420791825,0.22868745233937898,0.41761771873259124,0.35369482892802984,0.3451337295690932,0.3858098068350672,0.2690564635958396,0.09588652316949656,0.37307517077872776,0.5310383060517757,0.5054229909962095,0.14304460531464944,0.12128603424657064,0.09241527812538342,0.07967059954592359,0.058160491771263534,0.2451891786101085
"Historical Congressional District TX-24, 99th-102nd Congress, USA",0.4984153417586873,0.05999591824834543,0.26371995684151106,0.42033384219191244,0.31594620096657644,0.12496308389244623,0.7647608379010608,0.11027607820649293,0.08700462595052039,0.663690554948728,0.2493048191007517,0.3166848562561548,0.14084456869350273,0.18108052148253215,0.1349789405309319,0.14095906463540095,0.08545204840147744,0.48139302811991685
"Historical Congressional District MD-1, 90th-92nd Congress, USA",0.5832001362180808,0.1611280114524666,0.2647047687032516,0.40070539058727944,0.33458984070946896,0.3536901676090224,0.44987600360832664,0.19643382878265106,0.1338248502512884,0.5416333760004817,0.32454177374823,0.2699524026513133,0.16409215270014155,0.18169182358243965,0.16215523473230736,0.15794110168413042,0.06416728464966774,0.24655268944611486
"Historical Congressional District KY-4, 88th-89th Congress, USA",0.5406837647903386,0.06624761506494864,0.35404656008301805,0.39294391370113624,0.2530095262158457,0.6314297286350746,0.3410287565816123,0.027541514783313088,0.330831251894855,0.6372970726255214,0.0318716754796236,0.29715825866213796,0.13787565224878282,0.12175238778940042,0.18786061854713068,0.1779280548285506,0.07742502792399743,0.2714548438603221
"Historical Congressional District MN-3, 53rd-57th Congress, USA",0.5228332072671225,0.04575753936191121,0.26282872532407653,0.44243776776735194,0.29473350690857153,0.3180928411633113,0.5677199850857565,0.11418717375093236,0.13430345103798041,0.6114745344102545,0.2542220145517651,0.2558294342072318,0.14049507210976536,0.16065224746453724,0.18738361074205606,0.1779899489193858,0.07764968655702363,0.2189798085914503
"Historical Congressional District AR-3, 108th-112th Congress, USA",0.5590462825130962,0.09629505414373625,0.3441769982239734,0.4069617869340282,0.2488612148419984,0.7149697088137567,0.2660250146570269,0.01900527652921638,0.4368376218890392,0.5408138358649671,0.022348542245993745,0.18411733643012743,0.14954120813231125,0.15164978601205853,0.2031636070485866,0.19481205178085387,0.11671601059606235,0.3525743571033645
"Historical Congressional District TX-8, 94th-97th Congress, USA",0.48609646711785187,0.07949475349458046,0.20925366011869073,0.39177978938233576,0.3989665504989735,0.3219551057130404,0.6600961300776629,0.017948764209296763,0.12137796493465075,0.8235515105426905,0.05507052452265872,0.3257939307412759,0.19784628806031698,0.16257058569008068,0.09207992093109539,0.14905133890621708,0.07265793567101393,0.43375181539028435
"Historical Congressional District IL-13, 103rd-107th Congress, USA",0.49221082304774183,0.03917229389021303,0.2947683143566562,0.4044093839502204,0.3008223016931233,0.10400028253916528,0.6563378983118814,0.2396618191489534,0.024385746788627826,0.46971531250978077,0.5058989407015914,0.18799295346421016,0.19560647168830156,0.16731157387248305,0.2265672058670357,0.17949930379151902,0.043022491316450445,0.2076865603276907
"Historical Congressional District CA-47, 103rd-107th Congress, USA",0.4804927660252214,0.06071289120108318,0.20346691270234413,0.4174614954777469,0.379071591819909,0.04419960917168634,0.13212465244387694,0.8236757383844368,0.02085273240984269,0.07712424345538832,0.902023024134769,0.23277533118334487,0.2287069329900596,0.15228262669574452,0.15881412668431505,0.111641200714121,0.11577978173241499,0.42639072455899407
"Historical Congressional District FL-6, 108th-112th Congress, USA",0.5412728528468809,0.09100229628250481,0.23024295084711147,0.39595788831921913,0.3737991608336694,0.2378295460061678,0.6756109087220646,0.08655954527176749,0.19040740194285538,0.6984237872967273,0.11116881076041732,0.12715295208759073,0.13579208082099437,0.20067996853542483,0.19875713187101654,0.24562673112106334,0.0919911355639103,0.2943039645433454
"Historical Congressional District TX-5, 94th-97th Congress, USA",0.5110420693836001,0.06897555052583576,0.2605883328396967,0.42925538388180406,0.31015628327849915,0.11738447603476417,0.6256226890481744,0.2569928349170614,0.08078667681597508,0.617784645503232,0.3014286776807931,0.31777034743998844,0.15409419469341296,0.17294213127695665,0.1202048759258493,0.1351378492916288,0.09985060137216378,0.4687546916957862
"Historical Congressional District TN-10, 68th-69th Congress, USA",0.5667049560427576,0.08881329837619249,0.22146142090162443,0.4008386234071614,0.3776999556912141,0.3613511638175734,0.6041443259950804,0.03450451018734626,0.18846888857013733,0.7191193158718995,0.09241179555796311,0.3941500856633373,0.16935705384721325,0.13511753117696151,0.14143163082238097,0.10858231386722852,0.051361384622878314,0.4443383169022522
"Historical Congressional District TN-10, 70th-72nd Congress, USA",0.5667049560427576,0.08881329837619249,0.22146142090162443,0.4008386234071614,0.3776999556912141,0.3613511638175734,0.6041443259950804,0.03450451018734626,0.18846888857013733,0.7191193158718995,0.09241179555796311,0.3941500856633373,0.16935705384721325,0.13511753117696151,0.14143163082238097,0.10858231386722852,0.051361384622878314,0.4443383169022522
"Historical Congressional District TN-10, 78th-79th Congress, USA",0.5667049560427576,0.08881329837619249,0.22146142090162443,0.4008386234071614,0.3776999556912141,0.3613511638175734,0.6041443259950804,0.03450451018734626,0.18846888857013733,0.7191193158718995,0.09241179555796311,0.3941500856633373,0.16935705384721325,0.13511753117696151,0.14143163082238097,0.10858231386722852,0.051361384622878314,0.4443383169022522
"Historical Congressional District TN-10, 80th-82nd Congress, USA",0.5667049560427576,0.08881329837619249,0.22146142090162443,0.4008386234071614,0.3776999556912141,0.3613511638175734,0.6041443259950804,0.03450451018734626,0.18846888857013733,0.7191193158718995,0.09241179555796311,0.3941500856633373,0.16935705384721325,0.13511753117696151,0.14143163082238097,0.10858231386722852,0.051361384622878314,0.4443383169022522
"Historical Congressional District TN-8, 95th-97th Congress, USA",0.5667049560427576,0.08881329837619249,0.22146142090162443,0.4008386234071614,0.3776999556912141,0.3613511638175734,0.6041443259950804,0.03450451018734626,0.18846888857013733,0.7191193158718995,0.09241179555796311,0.3941500856633373,0.16935705384721325,0.13511753117696151,0.14143163082238097,0.10858231386722852,0.051361384622878314,0.4443383169022522
"Historical Congressional District TN-9, 73rd Congress, USA",0.5667049560427576,0.08881329837619249,0.22146142090162443,0.4008386234071614,0.3776999556912141,0.3613511638175734,0.6041443259950804,0.03450451018734626,0.18846888857013733,0.7191193158718995,0.09241179555796311,0.3941500856633373,0.16935705384721325,0.13511753117696151,0.14143163082238097,0.10858231386722852,0.051361384622878314,0.4443383169022522
"Historical Congressional District TN-9, 74th-77th Congress, USA",0.5667049560427576,0.08881329837619249,0.22146142090162443,0.4008386234071614,0.3776999556912141,0.3613511638175734,0.6041443259950804,0.03450451018734626,0.18846888857013733,0.7191193158718995,0.09241179555796311,0.3941500856633373,0.16935705384721325,0.13511753117696151,0.14143163082238097,0.10858231386722852,0.051361384622878314,0.4443383169022522
"Historical Congressional District TN-9, 83rd-89th Congress, USA",0.5667049560427576,0.08881329837619249,0.22146142090162443,0.4008386234071614,0.3776999556912141,0.3613511638175734,0.6041443259950804,0.03450451018734626,0.18846888857013733,0.7191193158718995,0.09241179555796311,0.3941500856633373,0.16935705384721325,0.13511753117696151,0.14143163082238097,0.10858231386722852,0.051361384622878314,0.4443383169022522
"Historical Congressional District CA-19, 103rd-107th Congress, USA",0.48325573157647445,0.06786206478775121,0.23239899142435677,0.4002893040539559,0.3673117045216873,0.30377660454933136,0.5991563258911634,0.09706706955950505,0.13009740713674797,0.7354682610854947,0.1344343317777573,0.27434814083368725,0.18845905321944034,0.1465692120374553,0.16190715095180758,0.1583688739810589,0.0703475689765508,0.40610144184979513
"Historical Congressional District OH-3, 83rd-87th Congress, USA",0.5629834768507775,0.07769372215571818,0.307157245273899,0.3886719423590063,0.30417081236709465,0.6211428141995904,0.3456513156595723,0.03320587014083731,0.2703068689675431,0.6850331683202241,0.04465996271223285,0.5051697573310948,0.1690667585687726,0.10045853943086999,0.1050668649814826,0.08932514376574081,0.030912935922039118,0.3507967487792013
"Historical Congressional District OH-3, 88th-89th Congress, USA",0.5629834768507775,0.07769372215571818,0.307157245273899,0.3886719423590063,0.30417081236709465,0.6211428141995904,0.3456513156595723,0.03320587014083731,0.2703068689675431,0.6850331683202241,0.04465996271223285,0.5051697573310948,0.1690667585687726,0.10045853943086999,0.1050668649814826,0.08932514376574081,0.030912935922039118,0.3507967487792013
"Historical Congressional District CA-10, 99th-102nd Congress, USA",0.41262702254786515,0.03970193819445362,0.2683859633643207,0.4312783568614282,0.3003356797742511,0.10070689931539839,0.15881201192575115,0.7404810887588504,0.043246701008932735,0.08038319649297627,0.876370102498091,0.32370234262787934,0.2108922059082586,0.16639208355170995,0.10822672624224224,0.10090994862055104,0.08987669304935895,0.4503025606841419
"Historical Congressional District MN-3, 58th-62nd Congress, USA",0.519262055612204,0.04235731503494382,0.2637875485662169,0.4398450448872039,0.29636740654657917,0.3106652368157042,0.5755496011568383,0.11378516202745753,0.12791863483384722,0.6227201603660376,0.2493612048001152,0.247965679987245,0.1389207167759548,0.16265547352573154,0.18939614290776743,0.18168134448157872,0.07938064232172261,0.22140582321028976
"Historical Congressional District MN-3, 63rd Congress, USA",0.519262055612204,0.04235731503494382,0.2637875485662169,0.4398450448872039,0.29636740654657917,0.3106652368157042,0.5755496011568383,0.11378516202745753,0.12791863483384722,0.6227201603660376,0.2493612048001152,0.247965679987245,0.1389207167759548,0.16265547352573154,0.18939614290776743,0.18168134448157872,0.07938064232172261,0.22140582321028976
"Historical Congressional District CA-34, 91st-92nd Congress, USA",0.37204772407372516,0.026218581269782163,0.1908466907793089,0.3831100331034553,0.4260432761172358,0.1461149163516363,0.4056792137015406,0.44820586994682315,0.04087570855001774,0.16844775555469388,0.7906765358952883,0.5939588071391521,0.20422468068695127,0.08568466167309859,0.051554993126691866,0.03750183765498316,0.027075019719123215,0.46582142631412726
"Historical Congressional District NC-7, 3rd-7th Congress, USA",0.5561963054145179,0.09760205268175,0.2796604524266288,0.3879847958159899,0.3323547517573814,0.5616753028980659,0.42110477423237125,0.01721992286956292,0.3896438403384633,0.5826752819465021,0.027680877715034607,0.22529659919956133,0.1609462076054483,0.15163245131202743,0.2000142050924664,0.1614360815194853,0.10067445527101124,0.374734477024498
"Historical Congressional District VA-3, 90th-92nd Congress, USA",0.5407015057132555,0.05446838518791056,0.24011244442021862,0.42689944634360844,0.3329881092361729,0.19001121593982978,0.7171603879395658,0.0928283961206044,0.09058720993572267,0.696081635617533,0.21333115444674425,0.3365028351250052,0.14169329400533423,0.16298385894599865,0.14122301991039857,0.13366421172759496,0.08393278028566839,0.3689467577468573
"Historical Congressional District MN-6, 104th-107th Congress, USA",0.5074345519672095,0.03324647546618909,0.2576445632449187,0.4425602189388602,0.299795217816221,0.18070196505564234,0.652340859439154,0.16695717550520364,0.06649020951705595,0.6195450323639519,0.3139647581189923,0.20262469509015926,0.14297285694909775,0.1792075182710904,0.21618725224248408,0.17240920411927743,0.08659847332789099,0.19292049340484957
"Historical Congressional District NC-12, 106th Congress, USA",0.5621235596077977,0.07885146382790811,0.2641873347530535,0.41843353717688947,0.3173791280700569,0.23579482526548662,0.6279574267813446,0.1362477479531688,0.2159222430971039,0.6313951097025685,0.1526826472003276,0.270694575700771,0.11628348025461165,0.112856824727168,0.1769994466928623,0.1972894712299287,0.1258762013946583,0.4570328137120578
"Historical Congressional District TX-2, 109th Congress, USA",0.5168877303801089,0.08558633600352386,0.26374736465972193,0.4179606453041444,0.3182919900361337,0.27413152643488004,0.681163344518858,0.04470512904626199,0.17699358387472736,0.6906568298144059,0.13234958631086674,0.18445712832225994,0.18400170359154977,0.16323183139410907,0.13774591282650284,0.19313042904922426,0.13743299481635407,0.3252949911489416
"Historical Congressional District TX-2, 110th-112th Congress, USA",0.5168877303801089,0.08558633600352386,0.26374736465972193,0.4179606453041444,0.3182919900361337,0.27413152643488004,0.681163344518858,0.04470512904626199,0.17699358387472736,0.6906568298144059,0.13234958631086674,0.18445712832225994,0.18400170359154977,0.16323183139410907,0.13774591282650284,0.19313042904922426,0.13743299481635407,0.3252949911489416
"Historical Congressional District FL-12, 103rd-104th Congress, USA",0.539248978926619,0.11687002196393538,0.24157628005863913,0.42190600303402653,0.3365177169073344,0.43822988071598257,0.5317194788162322,0.030050640467785356,0.22310428180619304,0.6936206007640577,0.08327511742974937,0.1960351790597362,0.15358597782432143,0.19174162867904032,0.17122054652543592,0.1949336828856251,0.09248298502584107,0.29832896908688294
"Historical Congressional District FL-12, 105th-107th Congress, USA",0.5392347226944595,0.11689282848179762,0.24164727107227343,0.42187386709075037,0.3364788618369762,0.43794794735775733,0.5319796087696047,0.03007244387263783,0.22321031389631932,0.693544376741635,0.0832453093620457,0.19601398703986694,0.15358536993775657,0.19176900788381304,0.17130321588624614,0.19493535632410636,0.09239306292821106,0.2983290583407073
"Historical Congressional District TX-6, 109th Congress, USA",0.5115893343617566,0.07610993657505286,0.23497236319535972,0.41869182135838007,0.3463358154462603,0.1295282699732594,0.8113544669531368,0.059117263073603696,0.1132631865069223,0.7580554890611404,0.1286813244319374,0.1686281383761006,0.15511093971345455,0.20808408347439528,0.16033314721890246,0.20547751657913493,0.10236617463801206,0.3533251418866801
"Historical Congressional District TX-6, 110th-112th Congress, USA",0.5115893343617566,0.07610993657505286,0.23497236319535972,0.41869182135838007,0.3463358154462603,0.1295282699732594,0.8113544669531368,0.059117263073603696,0.1132631865069223,0.7580554890611404,0.1286813244319374,0.1686281383761006,0.15511093971345455,0.20808408347439528,0.16033314721890246,0.20547751657913493,0.10236617463801206,0.3533251418866801
"Historical Congressional District IA-5, 38th-42nd Congress, USA",0.5680277622761853,0.07510796817780023,0.31403620664279575,0.42248932934307826,0.26347446401412605,0.48805473372781166,0.47503698224851953,0.03690828402366877,0.18727938151027723,0.7348246962773654,0.07789592221235749,0.41662581802562104,0.13464385880688323,0.07645096899714435,0.11483690021982493,0.14096318568865837,0.11647926826186815,0.29801981011427614
"Historical Congressional District AR-4, 49th-52nd Congress, USA",0.6032404754682216,0.11492267327216726,0.30275266144129664,0.40354669170146196,0.29370064685724145,0.6004309041427268,0.37794829150287346,0.021620804354399795,0.38259886222816114,0.5864702005325548,0.030930937239284046,0.2822803951144622,0.1757880183784233,0.14707848485897132,0.15135962723903926,0.1482791976061743,0.09521427680292965,0.3512509371171513
"Historical Congressional District SC-7, 65th-72nd Congress, USA",0.5677219454923129,0.1011972647932687,0.2561063955639976,0.37498883867539395,0.3689047657606085,0.3490214510872846,0.6140932563555371,0.03688529255717826,0.2612667246362402,0.6783646376914452,0.06036863767231455,0.23194262481425132,0.15566961323532705,0.14768449816388077,0.18149132998784356,0.1761891897499079,0.10702274404878946,0.3362482455833068
"Historical Congressional District OH-5, 28th-29th Congress, USA",0.5774922914460782,0.08217000893550325,0.33951908746600834,0.37979571246142935,0.28068520007256237,0.7885822493178313,0.19283104942346002,0.018586701258708815,0.444950896880474,0.5275505954013517,0.027498507718174258,0.5617750944107512,0.14770239067054106,0.0858228331106186,0.09914326427747527,0.07286435336815944,0.03269206416245449,0.3157543620379035
"Historical Congressional District OH-5, 30th-32nd Congress, USA",0.5774922914460782,0.08217000893550325,0.33951908746600834,0.37979571246142935,0.28068520007256237,0.7885822493178313,0.19283104942346002,0.018586701258708815,0.444950896880474,0.5275505954013517,0.027498507718174258,0.5617750944107512,0.14770239067054106,0.0858228331106186,0.09914326427747527,0.07286435336815944,0.03269206416245449,0.3157543620379035
"Historical Congressional District VA-7, 104th-105th Congress, USA",0.5283130943508302,0.051536413585353956,0.27541426702593047,0.42427133747207874,0.3003143955019908,0.13990156541847687,0.7566119881089651,0.10348644647255806,0.055772612943088974,0.6927679098852222,0.25145947717168887,0.2463619076192048,0.14394519630664157,0.17987041523096323,0.17115230003367704,0.16338902922512302,0.0952811515843903,0.2860854084187639
"Historical Congressional District VA-7, 103rd Congress, USA",0.5283266294274149,0.051538053566693186,0.2754157261773962,0.4242742943153202,0.30030997950728355,0.13990196875569466,0.756611286419579,0.1034867448247264,0.05576887774994113,0.6927703984129168,0.2514607238371421,0.246350138556531,0.1439468301349077,0.17987335480020958,0.17115414765651563,0.16339325292320483,0.09528227592863134,0.28608829141440273
"Historical Congressional District MO-8, 88th-89th Congress, USA",0.5901859844686068,0.15461356624864778,0.3243073660979914,0.39237534753399755,0.28331728636801107,0.7777849824925439,0.1957593048891188,0.026455712618337276,0.4460580912863085,0.529720541918711,0.024221366794980465,0.26715052111311627,0.17046251574599158,0.15384507118243454,0.17244000103213733,0.15955702452973047,0.07654486639659,0.29258608251554236
"Historical Congressional District KS-3, 103rd-107th Congress, USA",0.5458001461166846,0.06165996516090162,0.30133535405482764,0.4128813938242177,0.2857832521209546,0.2145866029135424,0.7158736556447337,0.06953974144172377,0.11791168680915279,0.7279380439773926,0.15415026921345448,0.32445508738274575,0.14041829520799815,0.13815305691806562,0.1635446303348656,0.14572758681373837,0.08770134334258654,0.346560370489384
"Historical Congressional District FL-7, 103rd-104th Congress, USA",0.5504950950482378,0.09800220693587353,0.21605080677476368,0.40038287237668235,0.3835663208485539,0.10906960474393755,0.7805654214954378,0.11036497376062471,0.049895625399418414,0.6895589714416163,0.2605454031589653,0.13088963608404988,0.18357858384749376,0.27634535870253424,0.18374147905330035,0.1608731004549825,0.06457184185763931,0.30746770272947094
"Historical Congressional District IN-10, 28th-32nd Congress, USA",0.5691525948344052,0.09411806174499347,0.3177644981521243,0.3988775020409989,0.28335799980687676,0.7073991031390139,0.2692307692307688,0.023370127630217317,0.4217468752484694,0.5573245210677338,0.020928603683796954,0.47923312515112315,0.13851297262747939,0.09657399920559752,0.13492217044922025,0.09964012397500842,0.051117608591571356,0.27450428710262653
"Historical Congressional District IL-14, 103rd-107th Congress, USA",0.48840214716421776,0.04612288435245863,0.26257164158230645,0.4059368095933267,0.33149154882436677,0.32418084805252745,0.5756700539003587,0.10014909804711375,0.12709939009436258,0.6341439995160346,0.23875661038960266,0.316155926825411,0.14152305221400963,0.10588429527137087,0.17474652881857983,0.21690186378924128,0.0447883330813872,0.2468754169820098
"Historical Congressional District SC-4, 89th Congress, USA",0.5546145808576495,0.08333650288936728,0.28236178895038877,0.4091157553854269,0.30852245566418435,0.38232960085618495,0.5722592221239952,0.045411177019819796,0.26029688606246254,0.6770141454882762,0.06268896844926124,0.2555936031613082,0.14294699869334268,0.1303820732468071,0.1745662678816144,0.1686946664020916,0.127816390614836,0.29882680974023856
"Historical Congressional District SC-4, 90th-92nd Congress, USA",0.5546145808576495,0.08333650288936728,0.28236178895038877,0.4091157553854269,0.30852245566418435,0.38232960085618495,0.5722592221239952,0.045411177019819796,0.26029688606246254,0.6770141454882762,0.06268896844926124,0.2555936031613082,0.14294699869334268,0.1303820732468071,0.1745662678816144,0.1686946664020916,0.127816390614836,0.29882680974023856
"Historical Congressional District FL-7, 105th-107th Congress, USA",0.5504500807802574,0.09799859766523562,0.21601341854107303,0.40035320594178464,0.38363337551714227,0.10923272542382717,0.7802302782961387,0.11053699628003423,0.04989911120613597,0.6896712359446072,0.26042965284925684,0.13089641982986253,0.18348985563448256,0.27625688267090814,0.18389653689558408,0.1609327911502777,0.06452751381888501,0.30770868183418654
"Historical Congressional District CA-20, 103rd-107th Congress, USA",0.4020151392116783,0.04367930843674665,0.23521556529940024,0.39423072749493954,0.3705537072056602,0.6102776685394248,0.35436272776715905,0.035359603693416196,0.2923842222985885,0.6577225225601773,0.04989325514123415,0.3326266324488084,0.1340370415707076,0.1169180002336381,0.1469299474532409,0.18235973297415609,0.08712864531944894,0.4745155100721962
"Historical Congressional District LA-1, 41st-42nd Congress, USA",0.5751655558174921,0.10746534117302213,0.21145121684659146,0.3467302989147244,0.44181848423868414,0.3729979928600328,0.5805694557897673,0.04643255135020002,0.20474254954682428,0.708484880876196,0.08677256957697975,0.28290660417038477,0.15621152430194749,0.13554913367647708,0.13553535639666808,0.18632854202897042,0.10346883942555216,0.31737191855380326
"Historical Congressional District LA-1, 43rd Congress, USA",0.5751655558174921,0.10746534117302213,0.21145121684659146,0.3467302989147244,0.44181848423868414,0.3729979928600328,0.5805694557897673,0.04643255135020002,0.20474254954682428,0.708484880876196,0.08677256957697975,0.28290660417038477,0.15621152430194749,0.13554913367647708,0.13553535639666808,0.18632854202897042,0.10346883942555216,0.31737191855380326
"Historical Congressional District KY-8, 23rd-27th Congress, USA",0.5688583121904494,0.07692326574094302,0.32055507854100634,0.3958702755150049,0.28357464594398873,0.45425670692183867,0.519480764938782,0.026262528139379175,0.2010724383596854,0.7368549062226668,0.06207265541764794,0.46628031475939574,0.1471043573160508,0.08557248701525269,0.12189252712065266,0.11417939847037592,0.06497091531827204,0.36218395307282225
"Historical Congressional District CA-25, 108th-112th Congress, USA",0.44841436761491826,0.06809780736999196,0.19942237495640314,0.37271786226936116,0.42785976277423565,0.20862393068787616,0.473282571024935,0.3180934982871888,0.1266318314649558,0.4570377970775785,0.4163303714574658,0.19493231694261542,0.1343143396124858,0.26082668561294237,0.17744984023723878,0.19271958520270185,0.039757232392015875,0.3466905233097035
"Historical Congressional District TN-7, 108th-112th Congress, USA",0.5297714139487948,0.07386010108177145,0.29607194920117347,0.42933691851805894,0.27459113228076754,0.23549450175105674,0.6000508716337491,0.1644546266151941,0.23770659166638922,0.5613855987557689,0.200907809577842,0.13400529116135815,0.13572913348159413,0.1516067641265442,0.23308820134986658,0.210032547602444,0.13553806227819304,0.25157919326888994
"Historical Congressional District PA-21, 33rd-37th Congress, USA",0.5947588845770129,0.08905952746924718,0.3094094766890365,0.3778941993357625,0.312696323975201,0.41444048645949433,0.507831749943219,0.0777277635972868,0.20345987091588255,0.6487542069325878,0.14778592215152972,0.7024800618703606,0.10528595199981923,0.06359594016747236,0.05099708068390852,0.042182289140496196,0.035458676137943075,0.3757592203629175
"Historical Congressional District PA-22, 38th-42nd Congress, USA",0.5947498764388416,0.08906984515985296,0.30939666991025244,0.3778874071497109,0.3127159229400367,0.41443573314484766,0.5078335732419376,0.07773069361321475,0.20339417013829938,0.6487784045461846,0.147827425315516,0.7024560994653455,0.10529223965395404,0.06360124762103626,0.05100190344114069,0.04218596465130537,0.035462545167218036,0.3757489848598067
"Historical Congressional District PA-22, 43rd Congress, USA",0.5947498764388416,0.08906984515985296,0.30939666991025244,0.3778874071497109,0.3127159229400367,0.41443573314484766,0.5078335732419376,0.07773069361321475,0.20339417013829938,0.6487784045461846,0.147827425315516,0.7024560994653455,0.10529223965395404,0.06360124762103626,0.05100190344114069,0.04218596465130537,0.035462545167218036,0.3757489848598067
"Historical Congressional District FL-10, 113th-114th Congress, USA",0.552455745603337,0.1112712354182841,0.2142459199435213,0.44317081143915993,0.3425832686173188,0.19290155051553556,0.6537644465289367,0.15333400295552774,0.10255553498858479,0.5317935427133544,0.36565092229806073,0.16602258724795768,0.11276712675177097,0.1554702836818615,0.17502048454301986,0.2408893395786976,0.14983017819669223,0.32592239976502185
"Historical Congressional District NC-7, 61st-62nd Congress, USA",0.5507704867843658,0.09086066333148045,0.31522755250750595,0.387841130094628,0.29693131739786593,0.6928779629455387,0.29139595311289496,0.015726083941566264,0.5255964325439133,0.44506535532270125,0.029338212133385406,0.24873165733421804,0.1406009263745327,0.14661420363958205,0.19310095418256198,0.1853699625107614,0.08558229595834381,0.253622502659028
"Historical Congressional District CA-21, 99th-102nd Congress, USA",0.45577692621190863,0.042197650518356264,0.16723124106408144,0.4014860956073581,0.4312826633285606,0.11092948060303014,0.23793201535718358,0.6511385040397862,0.020172527100621736,0.14275869163289748,0.8370687812664808,0.3006989329362908,0.21759315819305816,0.20860183064606405,0.12030301969699721,0.11416574638049581,0.03863731214709404,0.3109282373004795
"Historical Congressional District TX-7, 108th Congress, USA",0.5441701897890722,0.08521800630188898,0.23664293596407854,0.4187459112969122,0.34461115273900933,0.06971481572751675,0.7992857462043129,0.1309994380681703,0.014936118829277145,0.6876443122213756,0.2974195689493473,0.1526400479544147,0.21264037734602156,0.2054525555956192,0.13989093358458216,0.1772406466470779,0.11213543887228458,0.5256005816737915
"Historical Congressional District TX-8, 113th-117th Congress, USA",0.5225681792447078,0.10422286363547972,0.2926424632464328,0.4044885678140144,0.30286896893955284,0.16188779578933674,0.7236527900927686,0.11445941411789469,0.15681172484900763,0.5819889871846836,0.26119928796630876,0.07705174739705074,0.1165519496820936,0.13799607746190026,0.17694489272779282,0.26508628686055025,0.2263690458706123,0.28049067688151536
"Historical Congressional District MA-8, 43rd-44th Congress, USA",0.5023073649046911,0.05218476770387557,0.26376351813415105,0.43282515172076896,0.3034113301450799,0.21700403329809467,0.17585988027076105,0.6071360864311443,0.07863146280808356,0.13446931209689497,0.7868992250950214,0.6385811063428994,0.09464201481833444,0.08523191661708299,0.06294946578944222,0.06207893666901408,0.056516559763226885,0.40815087644743375
"Historical Congressional District GA-1, 98th-102nd Congress, USA",0.5632680783625649,0.12166955560579798,0.2785839594470788,0.4001299248508344,0.3212861157020869,0.40170286675271494,0.5575822430372616,0.04071489021002359,0.3015175743398153,0.6263205503382594,0.07216187532192526,0.243328303847547,0.12531067342739946,0.14726545514662603,0.1851078276758922,0.19423547290286075,0.10475226699967466,0.3824618888838433
"Historical Congressional District NC-7, 93rd-97th Congress, USA",0.602837843272395,0.14763303604907146,0.24802355083283265,0.3976572153187489,0.35431923384841846,0.37438076358927613,0.5965855300182107,0.029033706392513226,0.29368238402133484,0.643375360085678,0.06294225589298728,0.18735172956649215,0.1466806451496865,0.15400793268236512,0.2023816720701578,0.19496915551494826,0.11460886501635004,0.3776656480766654
"Historical Congressional District TN-4, 73rd Congress, USA",0.5402356047816763,0.08045849597905466,0.2863971774932084,0.43135982048063143,0.28224300202616026,0.4773537460468867,0.48150787723176536,0.041138376721347895,0.3084764251650631,0.6258185900938482,0.06570498474108875,0.19770314657919455,0.12553432039841278,0.1397551322937203,0.19310387166940987,0.20500323287827643,0.13890029618098598,0.299196246953735
"Historical Congressional District NC-7, 49th-52nd Congress, USA",0.560948743898416,0.09289900721661816,0.3282945068571081,0.39547714866540384,0.27622834447748806,0.6528487501651707,0.3239173764353104,0.023233873399518948,0.4978734670227647,0.47806325677008743,0.024063276207147887,0.27874453237693064,0.14253012523963315,0.14098862442333013,0.19295542876063237,0.1731155603850492,0.07166572881442448,0.27686013094430056
"Historical Congressional District TX-24, 109th Congress, USA",0.5251399693308297,0.05615651052763847,0.2740691800588027,0.46235627398794577,0.2635745459532515,0.028427130447800528,0.8564958753701347,0.11507699418206475,0.027082160045448493,0.5573559109615305,0.41556192899302113,0.12678152957582633,0.13856695068040317,0.2535210072131771,0.20213102751238118,0.16077556741244506,0.11822391760576714,0.4723301983170438
"Historical Congressional District TX-24, 110th-112th Congress, USA",0.5251399693308297,0.05615651052763847,0.2740691800588027,0.46235627398794577,0.2635745459532515,0.028427130447800528,0.8564958753701347,0.11507699418206475,0.027082160045448493,0.5573559109615305,0.41556192899302113,0.12678152957582633,0.13856695068040317,0.2535210072131771,0.20213102751238118,0.16077556741244506,0.11822391760576714,0.4723301983170438
