longname,PW Mean PM2.5 Pollution,Utility gas heating %,Electricity heating %,"Bottled, tank, or LP gas heating %","Fuel oil, kerosene, etc. heating %",Other fuel heating %,No heating %
"Guangzhou Urban Center, China",27.01671600341797,,,,,,
"Jakarta Urban Center, Indonesia",34.01454162597656,,,,,,
"Tokyo Urban Center, Japan",17.734304428100586,,,,,,
"Delhi [New Delhi] Urban Center, India",99.7295150756836,,,,,,
"Shanghai Urban Center, China",24.262001037597656,,,,,,
"Dhaka Urban Center, Bangladesh",79.78770446777344,,,,,,
"Kolkata Urban Center, India",58.23299789428711,,,,,,
"Quezon City [Manila] Urban Center, Philippines",16.026498794555664,,,,,,
"Cairo Urban Center, Egypt",75.43449401855469,,,,,,
"Mumbai Urban Center, India",43.73060607910156,,,,,,
"Seoul Urban Center, South Korea",27.066761016845703,,,,,,
"São Paulo Urban Center, Brazil",15.86911678314209,,,,,,
"Karachi Urban Center, Pakistan",65.59642028808594,,,,,,
"Mexico City Urban Center, Mexico",22.37942123413086,,,,,,
"Beijing Urban Center, China",42.50551223754883,,,,,,
"Bangkok Urban Center, Thailand",24.563478469848633,,,,,,
"New York Urban Center, USA",7.391936302185059,0.6704462546901866,0.12767916209213043,0.02259630705368038,0.14950468985382612,0.012853235757823283,0.01692035055235338
"Osaka [Kyoto] Urban Center, Japan",18.34710121154785,,,,,,
"Moscow Urban Center, Russia",15.46053695678711,,,,,,
"Los Angeles Urban Center, USA",11.434867858886719,0.6603376277165759,0.26638951626385277,0.01407995147139916,0.0007117538816619306,0.007062266554016398,0.0514188841124938
"Istanbul Urban Center, Turkey",19.150970458984375,,,,,,
"Lahore Urban Center, Pakistan",75.86803436279297,,,,,,
"Buenos Aires Urban Center, Argentina",13.9379301071167,,,,,,
"Bengaluru Urban Center, India",34.334312438964844,,,,,,
"Ho Chi Minh City Urban Center, Vietnam",29.134017944335938,,,,,,
"Tehran Urban Center, Iran",33.381431579589844,,,,,,
"Lagos Urban Center, Nigeria",36.160030364990234,,,,,,
"Jieyang Urban Center, China",24.730159759521484,,,,,,
"Chennai Urban Center, India",34.373199462890625,,,,,,
"Suzhou (Jiangsu Sheng) Urban Center, China",34.30791091918945,,,,,,
"London Urban Center, United Kingdom",10.40913200378418,,,,,,
"Rio de Janeiro Urban Center, Brazil",16.23985481262207,,,,,,
"Bogota Urban Center, Colombia",21.04226303100586,,,,,,
"Kinshasa Urban Center, Democratic Republic of the Congo",32.915435791015625,,,,,,
"Paris Urban Center, France",11.51933765411377,,,,,,
"Lima Urban Center, Peru",24.739431381225586,,,,,,
"New Taipei [Taipei] Urban Center, China",13.784927368164062,,,,,,
"Luanda Urban Center, Angola",18.4486026763916,,,,,,
"Hyderabad Urban Center, India",42.255126953125,,,,,,
"Surabaya Urban Center, Indonesia",27.208724975585938,,,,,,
"Bandung Urban Center, Indonesia",26.81279182434082,,,,,,
"Nagoya Urban Center, Japan",18.90605926513672,,,,,,
"Kuala Lumpur Urban Center, Malaysia",20.094148635864258,,,,,,
"Wuhan Urban Center, China",42.748878479003906,,,,,,
"Chengdu Urban Center, China",42.830013275146484,,,,,,
"Johannesburg Urban Center, South Africa",41.39448165893555,,,,,,
"Ahmedabad Urban Center, India",50.6142692565918,,,,,,
"Singapore Urban Center, Malaysia-Singapore",16.34207534790039,,,,,,
"Tianjin Urban Center, China",53.83702087402344,,,,,,
"Riyadh Urban Center, Saudi Arabia",124.10934448242188,,,,,,
"Hangzhou Urban Center, China",32.80093765258789,,,,,,
"Chongqing Urban Center, China",36.38505554199219,,,,,,
"Chicago Urban Center, USA",8.565950393676758,0.8255331426830618,0.14382632094883682,0.012990329184745132,0.0011006537156839583,0.006716471732718306,0.009833081734953925
"Alexandria Urban Center, Egypt",51.63994598388672,,,,,,
"Pune Urban Center, India",44.94874954223633,,,,,,
"Dar es Salaam Urban Center, Tanzania",12.016342163085938,,,,,,
"Surat Urban Center, India",41.74859619140625,,,,,,
"Baghdad Urban Center, Iraq",46.84983825683594,,,,,,
"Santiago Urban Center, Chile",24.10206413269043,,,,,,
"Nanjing (Jiangsu Sheng) Urban Center, China",40.407997131347656,,,,,,
"Amman Urban Center, Jordan",35.0643310546875,,,,,,
"Toronto Urban Center, Canada",7.0394606590271,,,,,,
"Shenyang Urban Center, China",37.77910232543945,,,,,,
"Comilla Urban Center, Bangladesh",76.63834381103516,,,,,,
"Madrid Urban Center, Spain",10.485150337219238,,,,,,
"Yangon Urban Center, Myanmar",31.04507064819336,,,,,,
