longname,PW Mean PM2.5 Pollution,Utility gas heating %,Electricity heating %,"Bottled, tank, or LP gas heating %","Fuel oil, kerosene, etc. heating %",Other fuel heating %,No heating %
"New York-Newark CSA, NY-NJ-CT-PA, USA",7.144324605391404,0.6104806974598601,0.1410979731279504,0.029218115577170252,0.19027743144083636,0.016110427088549588,0.012815355305633274
"Los Angeles-Long Beach CSA, CA, USA",10.785350594907431,0.673977154262557,0.25129161603321926,0.019030255600523825,0.0007684374365934165,0.011054289428792387,0.04387824723831403
"Chicago-Naperville CSA, IL-IN-WI, USA",8.362446657460556,0.8307331419707346,0.13449566593381715,0.018839047004869384,0.0012197751818661452,0.006777927065071473,0.007934442843641261
"Washington-Baltimore-Arlington CSA, DC-MD-VA-WV-PA, USA",7.084978252631482,0.45793356213876185,0.434609135510265,0.029838346412364387,0.0539836555270629,0.01696520148927377,0.006670098922272103
"San Jose-San Francisco-Oakland CSA, CA, USA",8.199872489711147,0.6464237875310304,0.2870135889383924,0.02612369770474175,0.0009802145455433554,0.01954646615670875,0.019912245123583184
"Boston-Worcester-Providence CSA, MA-RI-NH-CT, USA",5.956649733381713,0.49501837051925995,0.15163678013438614,0.05341424008064112,0.26949575503751777,0.024991281053948634,0.005443573174246303
"Dallas-Fort Worth CSA, TX-OK, USA",7.879018080233651,0.344222038116753,0.6231000863066442,0.023148168967312636,0.0005666143753318649,0.004300111904609553,0.0046629803293489385
"Philadelphia-Reading-Camden CSA, PA-NJ-DE-MD, USA",7.216780963437214,0.5835714505496962,0.23312527072446032,0.039253456252732466,0.1233635067929482,0.01545033118703838,0.0052359844931246236
"Houston-The Woodlands CSA, TX, USA",8.102450555574343,0.43225445659450945,0.5346783280442696,0.022841076909841197,0.0007499934636207793,0.003191915309627791,0.006284229678131159
"Miami-Fort Lauderdale-Port St. Lucie CSA, FL, USA",6.881416698800744,0.027686586269745624,0.9257558044412841,0.004757410086311465,0.0013664243062170383,0.0018501178433508664,0.038583657053090935
"Atlanta--Athens-Clarke County--Sandy Springs CSA, GA, USA",7.785405034970526,0.5154099202544854,0.43913322974623925,0.03429607798319536,0.0015112066378188812,0.005716344937511443,0.0039332204407497105
"Detroit-Warren-Ann Arbor CSA, MI, USA",8.008298491118508,0.8447267849604448,0.10606039715230083,0.030172887522721667,0.003359974375599257,0.010917619010376385,0.004762336978556922
"Seattle-Tacoma CSA, WA, USA",5.4439822219983895,0.3770848033805211,0.5361111103315567,0.03134945424805616,0.018448994076222285,0.0313377366963588,0.005667901267284898
"Minneapolis-St. Paul CSA, MN-WI, USA",6.974840990078646,0.7402537886265592,0.17490622973011027,0.05367723029670502,0.005494181500273025,0.01737794482231711,0.008290625024035329
"Denver-Aurora CSA, CO, USA",6.8169858482235215,0.6950544677108594,0.25483452326898753,0.028033620896151988,0.0009231088245914509,0.015439728001086799,0.005714551298322879
"Cleveland-Akron-Canton CSA, OH, USA",7.6349877400685795,0.771826039685213,0.163221166332727,0.025388658614894744,0.015288520778274604,0.01909126437559697,0.0051843502132936205
"Orlando-Deltona-Daytona Beach CSA, FL, USA",7.272779314648716,0.05829240906421007,0.913683024386735,0.00811639141849042,0.0017094290315233418,0.005815575064233442,0.012383171034807804
"Portland-Vancouver-Salem CSA, OR-WA, USA",6.377023002969194,0.4197983157901462,0.5117178717276925,0.0145347214802934,0.012400357826823978,0.036988992519761364,0.004559740655282356
"St. Louis-St. Charles-Farmington CSA, MO-IL, USA",8.132126336432552,0.6167667982373713,0.3217911880247085,0.045833911206368726,0.0020709835129631812,0.010126037299825133,0.003411081718763098
"Charlotte-Concord CSA, NC-SC, USA",7.253669184075562,0.41332470963223616,0.5358186364211265,0.028295458986400332,0.010241486187467645,0.008277338706053324,0.0040423700667161135
"Salt Lake City-Provo-Orem CSA, UT, USA",6.864922400059251,0.8451163828152545,0.12689344094942798,0.016183719977860233,0.0004968530672120703,0.008992922499182807,0.0023166806910624553
"Sacramento-Roseville CSA, CA, USA",9.252861493288876,0.5701660925915113,0.3114256941027329,0.07040899727279563,0.001896324528994279,0.0392223297165209,0.006880561787444812
"Pittsburgh-New Castle-Weirton CSA, PA-OH-WV, USA",7.829795777055828,0.7173817241404551,0.16754531566040748,0.023830716405527176,0.0666468759357737,0.020621566423813593,0.003973801434022864
"Columbus-Marion-Zanesville CSA, OH, USA",8.005908918395972,0.6286889055017882,0.2735184773604336,0.06044289091386722,0.014047441052270059,0.020311963307942882,0.0029903218636979315
"Las Vegas-Henderson CSA, NV-AZ, USA",6.892384516014716,0.5473513800367605,0.4146878064972863,0.019727548419185694,0.001182750534171387,0.010827377505825086,0.006223137006770965
"Kansas City-Overland Park-Kansas City CSA, MO-KS, USA",7.405075977890509,0.6524025326774311,0.2818723491834165,0.0498878132049513,0.0007556466680925445,0.011985423787635896,0.0030962344784726914
"Indianapolis-Carmel-Muncie CSA, IN, USA",8.136587238413075,0.5573784334022392,0.36909002396566604,0.050776147751094326,0.005289334079719446,0.013745596999444337,0.0037204638018365445
"San Juan-Carolina CSA, PR, USA",7.862925636376691,0.0008536125444668857,0.10973942373168155,0.007457670594510058,0.00013898711714521888,0.005002377991251666,0.8768079280209446
"Raleigh-Durham-Chapel Hill CSA, NC, USA",7.056690093812771,0.3230139197660785,0.603075674207451,0.054272790757894956,0.006406574860267309,0.00864579919431891,0.004585241213989332
"Cincinnati-Wilmington-Maysville CSA, OH-KY-IN, USA",8.16031040181477,0.522355581283036,0.38625237988482813,0.04027651835815537,0.024977218911482007,0.020583842770894235,0.005554458791604054
"Nashville-Davidson--Murfreesboro CSA, TN, USA",7.562702655580941,0.32876317753087325,0.6251379675532605,0.03149571105590355,0.0015705642733253623,0.009089407940723361,0.003943171645914113
"Milwaukee-Racine-Waukesha CSA, WI, USA",7.2374753557714895,0.7671706039457545,0.16564336601422103,0.033789732661834306,0.012821651861667031,0.014661592104446735,0.005913053412076239
"Virginia Beach-Norfolk CSA, VA-NC, USA",6.086070983197809,0.3533351368332886,0.5862494220041511,0.026533343271275014,0.019729713269235605,0.008097197679812318,0.0060551869422374015
"Jacksonville-St. Marys-Palatka CSA, FL-GA, USA",7.181803305254925,0.03090982374243485,0.9417619013319318,0.010995983209478461,0.002747846396459209,0.0035600932398074502,0.01002435207988831
"Greensboro--Winston-Salem--High Point CSA, NC, USA",6.863211280707361,0.28402487815279764,0.6106459722308001,0.042866835401567965,0.03807219049090116,0.01746725359637328,0.006922870127559918
"Louisville/Jefferson County--Elizabethtown--Madison CSA, KY-IN, USA",7.869156195102019,0.4793986043130747,0.4491860680713249,0.046141678795108436,0.005006161303078698,0.01625074452497264,0.004016742992440742
