longname,"Agriculture, forestry, fishing and hunting %","Mining, quarrying, and oil and gas extraction %",Accommodation and food services %,"Arts, entertainment, and recreation %",Construction %,Educational services %,Health care and social assistance %,Finance and insurance %,Real estate and rental and leasing %,Information %,Manufacturing %,"Other services, except public administration %",Administrative and support and waste management services %,Management of companies and enterprises %,"Professional, scientific, and technical services %",Public administration %,Retail trade %,Transportation and warehousing %,Utilities %,Wholesale trade %
"New York NY Media Market, USA",0.0020121628508479464,0.0002784228376365983,0.05859712263679229,0.02364284625559745,0.05902743034417974,0.10495954198107835,0.16099236600757388,0.0670503134155134,0.024148203043912724,0.031197350999186784,0.05566295428372635,0.04658965218268593,0.040096448155514657,0.0014532438490931774,0.09868939651036704,0.04133247863954335,0.0971623769508174,0.05576968906606895,0.006009672640036305,0.025328327349827606
"Los Angeles CA Media Market, USA",0.007006663062521972,0.0008042207704831702,0.07401701407142663,0.028856014727021352,0.06667182574709683,0.08510674693402331,0.12616564109666445,0.039579056125225213,0.022901686918126784,0.03216896483593368,0.09421788497589745,0.05307488666206963,0.04785687341275902,0.0011714528690751217,0.07839527752675676,0.04024323500918007,0.10502509142683301,0.058144589856132134,0.006620509532283373,0.031972364440489835
"Chicago IL Media Market, USA",0.003213612629838001,0.0006513551918104654,0.06620447484081599,0.021762064408772822,0.054459768139394654,0.09110480985167935,0.1338853815780716,0.0577724535658791,0.01889854527978707,0.018614064683654178,0.1155039549794301,0.045908294056011094,0.04317051080085438,0.0019304285141949794,0.09253450086193392,0.03354221145641776,0.10113551614916186,0.06430284121282517,0.0060280526181211444,0.029377159181346386
"Philadelphia PA Media Market, USA",0.005464926807215814,0.0006449145490396698,0.05855075155581534,0.02157029456718362,0.05616017879010032,0.10346358047991559,0.1638086148340483,0.05994841344415418,0.016942050521815466,0.01859059432613837,0.09390287266271216,0.04309811965595175,0.03894262684997607,0.0017623627022468136,0.08345375380081158,0.0448103871041052,0.10550730254874127,0.04861989486816389,0.008132517914883527,0.02662584201698122
"Dallas-Ft.Worth TX Media Market, USA",0.004815628907849882,0.008027996905105084,0.06841754078016674,0.0159502070347342,0.08349133842554549,0.08435971823137199,0.1115152803492152,0.06541965696790722,0.022801709850702016,0.020469401773380993,0.09187314826737411,0.04910494485082265,0.04528778119296828,0.0022651912981175404,0.08431351623522983,0.030247051984299948,0.11226230416539922,0.062465056455047956,0.007006894478149094,0.029905631846612667
"San Francisco-Oakland-San Jose CA Media Market, USA",0.007099018197932354,0.0005319796901843903,0.06328553546135628,0.02164418630379413,0.05690811886034669,0.08389672996659933,0.12388576567502928,0.04227022786959514,0.02102086306564876,0.04193693058188102,0.1002137477621968,0.04471210900171585,0.04170721609865776,0.0018204470154810919,0.1571647987269489,0.03449782032966416,0.09125669574181666,0.039521983848515095,0.006549948651006758,0.020075877151629604
"Houston TX Media Market, USA",0.004230947883623564,0.02961407036073692,0.06982017663976693,0.013663775517065565,0.09844390553995129,0.09307546647055495,0.11430350613080228,0.03914821304301641,0.02088257926645779,0.01252138396844912,0.09565156511333212,0.05107166512925349,0.04568125970156566,0.0028590767496996503,0.07641532000223765,0.03175894994767344,0.10473296555395294,0.054982770130061746,0.010735753825858929,0.030406649025939144
"Atlanta GA Media Market, USA",0.004445001014079452,0.0006686104352708681,0.07055412097473479,0.017123740733354854,0.06805718944108288,0.09146075581491728,0.11042558091122569,0.04651219620647523,0.022250310936747515,0.026726567241926524,0.09579615290220228,0.04671901226929824,0.051079489797831126,0.002030804870457696,0.09455646509551173,0.04042028195909582,0.1100642159303418,0.06295300083403564,0.008103087905101246,0.030053414726309395
"Washington DC (Hagerstown MD) Media Market, USA",0.0037103465000658097,0.0006303960838626454,0.05985751312844556,0.019816550766747675,0.06765239545037244,0.08995740318226998,0.10677655943849952,0.03771971278550228,0.02193182046586143,0.023573640012864258,0.03562796376441246,0.06167866959235631,0.04335408019693706,0.001413079866661432,0.16334098397455324,0.12687537304907368,0.08089768869347523,0.03771078130169065,0.0051603393241931705,0.012314702422155006
"Boston MA (Manchester NH) Media Market, USA",0.0035298376724666063,0.00044200625846199936,0.05947891012255549,0.019154232446079757,0.05969847495117196,0.11305029448097546,0.15714049534669602,0.0574351347425503,0.017273107255683588,0.02278844132136777,0.0940749041626025,0.04264086295333392,0.037728337132273,0.0015336819521991963,0.11503956985702449,0.03821060680746912,0.10131614749261317,0.03243066868654946,0.006599715022257543,0.020434571335668488
