longname,"Agriculture, forestry, fishing and hunting %","Mining, quarrying, and oil and gas extraction %",Accommodation and food services %,"Arts, entertainment, and recreation %",Construction %,Educational services %,Health care and social assistance %,Finance and insurance %,Real estate and rental and leasing %,Information %,Manufacturing %,"Other services, except public administration %",Administrative and support and waste management services %,Management of companies and enterprises %,"Professional, scientific, and technical services %",Public administration %,Retail trade %,Transportation and warehousing %,Utilities %,Wholesale trade %
"Navajo Nation Reservation and Off-Reservation Trust Land, USA",0.016074819606795857,0.018543747076513514,0.08260981887734786,0.023618360083349405,0.08972485523629538,0.1675821523020712,0.24563293938279077,0.01024348013305386,0.011572011574351762,0.005545284523852566,0.030572518657968006,0.02585639287637693,0.019960933486165455,0.0011532174501536678,0.014801308048108995,0.08612889675888492,0.0861063154823723,0.03338988083228627,0.024165696186358394,0.0067173714249029225
"Oneida Indian Nation Reservation, USA",0.0189026379653718,0.0022181871661907195,0.06342484500785511,0.04296452319212224,0.07233115437407349,0.11748520238035849,0.1453421715348657,0.049157096089942245,0.008558464756393078,0.010220069494388884,0.10171950024836074,0.05701517472983211,0.027173224261830532,0.0003410624276133999,0.0525284141233217,0.053001291801097895,0.1003214336490576,0.03855069227892477,0.01822645497755493,0.020518399540844594
"Puyallup Reservation and Off-Reservation Trust Land, USA",0.00636823851829998,0.0012063586305720165,0.06836919139088714,0.03025292164166867,0.08654788156895397,0.06262777709066446,0.13449241292943537,0.029325153238531194,0.026230864990839507,0.013197244412325499,0.09070386152735845,0.044690859916007956,0.036571445046569125,0.0018145094349062453,0.05628677842541352,0.052628362009221545,0.11257666584536133,0.09725758830350101,0.00410476354909731,0.04474712153038564
"Osage Reservation, USA",0.019103293491309625,0.028863719400803855,0.05851036066600576,0.03617099013518448,0.07197661673364955,0.08064095203298716,0.14885954381752672,0.03533587347982672,0.0143013727230023,0.019625241400908194,0.10741687979539687,0.041181690067331175,0.03298710788663287,0.0012004801920768304,0.03726708074534161,0.05657915340049088,0.11602902030377386,0.06038937314056055,0.01320528211284514,0.02035596847434624
"Yakama Nation Reservation and Off-Reservation Trust Land, USA",0.2543684102865489,0.0026354243379354916,0.04174143369470949,0.03514787083594381,0.04486603982035747,0.0794670391166535,0.09280284812348451,0.005728930940634093,0.0068571315109079095,0.00600912408977884,0.0991583960545057,0.02576653048362267,0.022365074916839273,0.0005950958182434983,0.01407929906122488,0.05297860123823465,0.08467227534073728,0.07699321402120986,0.0045716590719422035,0.04919560123648609
"Flathead Reservation, USA",0.05292091189312093,0.008666044970458748,0.08251728056573038,0.02392447500580896,0.07193641872492779,0.11113720358512678,0.15974333200485172,0.01948309602795825,0.017335921330711927,0.023472530651317897,0.05660191963803604,0.03834774188661313,0.03497260676027974,0.00023012284952272455,0.05192850211576535,0.0846772265622914,0.11234377208786246,0.030130129163333987,0.005905209341151807,0.01372555483513007
"Oneida (WI) Reservation and Off-Reservation Trust Land, USA",0.016558252180475637,0.0,0.053201363080359346,0.04142076584099213,0.06110873028779376,0.0668534539000699,0.16175913109047235,0.06838080522560128,0.0125757681383407,0.012916849091932072,0.13377340161239326,0.0280550056227385,0.02851162551892019,0.0046106857215069035,0.07224193703330115,0.04577511692803399,0.10986150266207377,0.04292547061122708,0.014686771805201256,0.024783363648566727
"Agua Caliente Indian Reservation and Off-Reservation Trust Land, USA",0.004694966443340775,0.0005253769849768695,0.10008054116074329,0.05448621205289018,0.04312714886168276,0.06702125552310778,0.13952021525312336,0.041253560297923,0.052840499850700245,0.02958204653105047,0.04047183419491145,0.06488550431958806,0.04856687825848126,0.0013497462175970285,0.11532022584582124,0.03788401226516302,0.1045044329441189,0.03179605537707881,0.004030514985746713,0.018058972631954995
"Wind River Reservation and Off-Reservation Trust Land, USA",0.05640236039443943,0.043316133323567485,0.0692068507645837,0.049779836281211694,0.06362197566951207,0.12933267360727557,0.14147489516596323,0.015966343125606526,0.009116212177797551,0.010310182744972989,0.03209438465628435,0.07020461289849529,0.01631038085481636,0.0019144045573374817,0.03758157087910298,0.06755981362619265,0.11952807493404263,0.03665740073153259,0.013012661475550203,0.016609232131715036
"Isabella Reservation and Off-Reservation Trust Land, USA",0.015487486151285949,0.011269310707443707,0.07943956360775697,0.06877842567078067,0.06997643803045477,0.15118431507995622,0.13928386017845779,0.030988638513434478,0.008703126490869389,0.009035139702844109,0.10545969080821725,0.045256886531748065,0.025364900586160852,8.355293439313833e-05,0.03659915699138397,0.036987816304336445,0.10400247375722375,0.03742391181890585,0.0031750115069392585,0.021500294627407306
