longname,Population [StatCan],PW Density (1km) [StatCan],Area-weighted Density [StatCan],Area,Compactness
"Toronto CDR, Ontario, Canada",2793958.0,7000.141413210168,4263.294064848839,655.3519315114529,0.3870837913577738
"Greater Vancouver Regional district, British Columbia, Canada",2642744.0,4669.972182729539,814.1183916896733,3246.1421176287154,0.19953604730716173
"Montréal Territory, Quebec, Canada",1989156.0,6848.473326182924,3455.862667150778,575.5888446921359,0.30795284096414655
"Division No. 6, Alberta, Canada",1590639.0,2718.653201055402,123.46097715226935,12883.738948851842,0.2961661530674945
"Division No. 11, Alberta, Canada",1462041.0,2359.047533137605,88.8618525974291,16452.96555568659,0.18222494635154232
"Peel Regional municipality, Ontario, Canada",1451022.0,4178.525971701663,1142.768701328783,1269.7425107222377,0.4830818700407948
"York Regional municipality, Ontario, Canada",1173334.0,2796.688218498613,559.381292205254,2097.556740545174,0.4352494499952
"Ottawa CDR, Ontario, Canada",1017449.0,2918.5443958502,351.79630000023593,2892.153783309596,0.3828364348266559
"Division No. 11, Manitoba, Canada",753938.0,2893.972926451803,1292.5383861765563,583.3002780135728,0.30267470170235916
"Durham Regional municipality, Ontario, Canada",696992.0,2357.494524227732,265.0864087160404,2629.301152691745,0.36319248386051756
"Halton Regional municipality, Ontario, Canada",596637.0,2722.259727365711,605.5004091442952,985.36184450012,0.46466432571043753
"Québec Territory, Quebec, Canada",588777.0,2923.9803510709517,1001.935131485695,587.639839644056,0.30672367165305375
"Waterloo Regional municipality, Ontario, Canada",587165.0,2252.8996015860307,423.8428481485451,1385.3365759617939,0.45811993154552416
"Hamilton CDR, Ontario, Canada",569353.0,2994.749804611307,494.55750955923367,1151.237194856118,0.4159424017928678
"Simcoe County, Ontario, Canada",533159.0,1246.9170385533741,97.70819712566438,5456.6455597813765,0.27579618235287295
"Middlesex County, Ontario, Canada",500563.0,2151.3488672994904,150.0461916789545,3336.0593454516115,0.35238238970980257
"Niagara Regional municipality, Ontario, Canada",477941.0,1490.1254659877052,241.39018261100986,1979.9521042253066,0.4088296309263472
"Halifax County, Nova Scotia, Canada",439716.0,1910.3519461641495,69.02018106734319,6370.832315999981,0.14181414482146748
"Laval Territory, Quebec, Canada",438366.0,3092.3462811933323,1649.5393613303472,265.750554534485,0.3674849033351012
"Longueuil Territory, Quebec, Canada",436785.0,3226.6098880664804,1429.4399766659176,305.5637222479076,0.5373675992652492
"Essex County, Ontario, Canada",422733.0,1710.119001735743,183.0232639459033,2309.722769040707,0.4412567230332201
"Capital Regional district, British Columbia, Canada",415083.0,2284.215717549113,152.17152477943748,2727.7310955622956,0.07756893671987578
