longname,Silent %,Boomer %,Gen X %,Millennial %,Gen Z %,Gen Alpha %
"DE-00, USA",0.07375454734329255,0.2579845848626933,0.18085390246585284,0.1907613057240509,0.18388885946723232,0.11275680013687828
"ID-01, USA",0.06389212964331838,0.23577206622961477,0.1815335997045656,0.1904531138305264,0.19959832033381883,0.12875077025815607
"ID-02, USA",0.0565429752468765,0.205658711875373,0.17149530706260926,0.20315658656301483,0.22546642867218566,0.13767999057994074
"WV-02, USA",0.07442287571514387,0.2558970192115044,0.1908628481111306,0.18192493488568673,0.19068141849023826,0.10621090358629617
"WV-01, USA",0.08229959374227923,0.2717185022860982,0.19086468526936232,0.17105699019198384,0.17529350375403602,0.1087667247562404
"SD-00, USA",0.06614764369999439,0.23286402014096505,0.16318490334945593,0.195826647085175,0.20389210521839232,0.13808468050601724
"UT-01, USA",0.04119549946340116,0.16672584115671044,0.17117248645681069,0.2173862394656429,0.2509073808084608,0.15261255264897403
"UT-02, USA",0.0536331666668411,0.18037806914230592,0.16802395983785623,0.22197206330525054,0.22649708413238692,0.14949565691535943
"UT-03, USA",0.045597727576950596,0.16590181455603223,0.16355641242382157,0.20347855801403106,0.27249380880606827,0.14897167862309618
"UT-04, USA",0.029907180489066175,0.14003736692439236,0.17949122924263797,0.23051926853890037,0.23705809495610175,0.18298685984890126
"IA-04, USA",0.07837151213680336,0.23763244116203122,0.16421636650646682,0.1756593331382651,0.21920338768072437,0.12491695937570903
"IA-02, USA",0.0784680771941548,0.24108914063020478,0.17313154942352812,0.1817123071685129,0.2041768063248837,0.12142211925871564
"IA-01, USA",0.06917206127741711,0.23284488651213459,0.17800582014836921,0.18822626203735018,0.2108886532236995,0.1208623168010293
"IA-03, USA",0.05993653362327249,0.21100673856151442,0.18605003982451998,0.21177794353768087,0.19581020771963467,0.1354185367333775
"AZ-02, USA",0.08156715270660748,0.2731723936487201,0.16198330399313332,0.17330044230927535,0.20060515723342995,0.10937155010883381
"AZ-03, USA",0.026646492067980785,0.14364332602502455,0.18612312729247962,0.23525360568900874,0.25550711218157834,0.15282633674392787
"AZ-05, USA",0.06389488214168196,0.20749168738913054,0.20973216185273316,0.18017983476043622,0.2068596112549598,0.13184182260105812
"AZ-09, USA",0.08192627680798692,0.23829004978114413,0.1799205590767159,0.1855939065666989,0.19297988628924717,0.12128932147820687
"AZ-01, USA",0.08509651437175213,0.2622592400052746,0.18864593038207875,0.2102180822421677,0.15375517088416807,0.10002506211455868
"AZ-04, USA",0.05619803707135256,0.19501944318482275,0.17470392802088633,0.2441032451600293,0.21385252466171228,0.11612282190119687
"AZ-06, USA",0.10478239857202751,0.26596913979719794,0.16277062690083444,0.18269044190019113,0.17688191711771087,0.10690547571203823
"AZ-07, USA",0.055990448508027514,0.19038155909081536,0.16781243949599486,0.20711788961380231,0.24747123033400273,0.1312264329573573
"AZ-08, USA",0.09713252830562728,0.24904188929739327,0.18355112185306333,0.18319635356131816,0.17305179729016013,0.11402630969243789
"OK-01, USA",0.05760673450710934,0.21058772000058,0.18198997213989207,0.21162266591515438,0.20100597236643236,0.13718693507083188
"OK-02, USA",0.07815167205402634,0.24279857317112458,0.17733566021720185,0.17958805857490867,0.19652108051251327,0.12560495547022524
"OK-03, USA",0.06083499315362262,0.20760939286695632,0.17209787195940793,0.19982563091842626,0.22229987611787716,0.13733223498370975
"OK-04, USA",0.06047214986936975,0.21216270660439354,0.17459456702071388,0.20701121451377444,0.22193174302643248,0.12382761896531586
"OK-05, USA",0.057844499200914126,0.21604851681095602,0.178026449294479,0.21622983902166518,0.19745740337427517,0.1343932922977106
"VA-05, USA",0.07839695411254317,0.25897887578090856,0.17771074615954457,0.18048663253108777,0.19963741377819114,0.10478937763772479
"VA-04, USA",0.057213731102551395,0.23011715491544305,0.18174775360272158,0.23343670223975777,0.1856463445424436,0.11183831359708256
"OH-01, USA",0.05620697417343545,0.21741093267305361,0.1836944145234527,0.21556980471278664,0.20383939098013315,0.12327848293713836
"OH-03, USA",0.047227118909435546,0.18480175026035509,0.169057344900649,0.2601775017351474,0.20509361140892704,0.13364267278548594
"OH-04, USA",0.06716242263470552,0.23309065451523278,0.2000902126538915,0.17809036718574808,0.20014917007372263,0.1214171729366994
"OH-05, USA",0.07260208197630942,0.2456531993020537,0.18503108694142406,0.1740092706287054,0.20209879415581283,0.1206055669956946
