longname,Commute Car %,Commute Bike %,Commute Walk %,Commute Transit %,Commute Work From Home %,Commute Time < 15 min %,Commute Time 15 - 29 min %,Commute Time 30 - 59 min %,Commute Time > 60 min %,Households With no Vehicle %,Households With 1+ Vehicles %,Households With 2+ Vehicles %,Traffic Fatalities Per Capita Per Year,Pedestrian/Cyclist Fatalities Per Capita Per Year,Total Traffic Fatalities In Last Decade,Total Pedestrian/Cyclist Fatalities In Last Decade
"Historical Congressional District CA-1, 40th-42nd Congress, USA",0.804984648537892,0.009955833682567932,0.02492095614248717,0.03832357445953836,0.10955841441493243,0.2055325713152423,0.36087908000922336,0.31600027880371756,0.11758806987181675,0.07156918808219628,0.9284308119178037,0.6269129974349176,9.207895032663036e-05,2.922645780046452e-05,28317.0,8988.0
"Historical Congressional District CA-1, 39th Congress, USA",0.8049836541005964,0.009955910691002956,0.024920120967534584,0.03832409275060117,0.10955939160682654,0.2055287060307848,0.3608767312185038,0.3160042865641303,0.11759027618658123,0.07156888788225953,0.9284311121177404,0.6269152417631333,9.207168909698723e-05,2.9227249473890002e-05,28314.0,8988.0
"Historical Congressional District CA-4, 43rd-47th Congress, USA",0.8206302738941572,0.008836621553003644,0.02185042403676164,0.029670749736468844,0.10697257226005602,0.20883075735142623,0.3616864640875002,0.3126347744746595,0.11684800408641417,0.06286460605469284,0.9371353939453071,0.6399875564552587,9.375205954095063e-05,2.9381530322645446e-05,28038.0,8787.0
"Historical Congressional District CA-4, 48th Congress, USA",0.8206302738941572,0.008836621553003644,0.02185042403676164,0.029670749736468844,0.10697257226005602,0.20883075735142623,0.3616864640875002,0.3126347744746595,0.11684800408641417,0.06286460605469284,0.9371353939453071,0.6399875564552587,9.375205954095063e-05,2.9381530322645446e-05,28038.0,8787.0
"Historical Congressional District CA-6, 49th-52nd Congress, USA",0.8276656575088562,0.007878718948127464,0.021659979005644685,0.028173743934007813,0.10262768332078061,0.20812223927528165,0.3610414009848231,0.3129768995971529,0.11785946014274244,0.06410413985248586,0.9358958601475141,0.6364694695284946,9.56916999123318e-05,2.996642970173455e-05,24962.0,7817.0
"Historical Congressional District TX-2, 29th-31st Congress, USA",0.8699876160007407,0.0036156393631875234,0.014446733441296258,0.01185155195287925,0.08802609097971706,0.2444720098157926,0.36975729160719534,0.3060296572500794,0.07974104132693272,0.05355974216595938,0.9464402578340406,0.6256629689221063,0.0001258745684054303,2.502554700463249e-05,28484.0,5663.0
"Historical Congressional District TX-2, 32nd-36th Congress, USA",0.8700142128104725,0.003704689393420773,0.014647457391424909,0.011611575041647528,0.08797096781492501,0.24732813901859854,0.3688769313135472,0.3039612639276782,0.07983366574017592,0.05279896483850116,0.9472010351614988,0.6276929376536872,0.00012645667130731098,2.4905680025639992e-05,27347.0,5386.0
"Historical Congressional District CA-7, 53rd-57th Congress, USA",0.8539053238906675,0.00667406758829151,0.0183890138538992,0.01409553576530462,0.09621568784224377,0.22872169341851828,0.37401837251364395,0.28630686830118995,0.11095306576664783,0.05086585560560531,0.9491341443943946,0.6713042356023828,0.00011473832185243432,3.217761126093902e-05,17048.0,4781.0
"Historical Congressional District CA-8, 58th-62nd Congress, USA",0.8460492256820256,0.007862424623081905,0.02009429449764557,0.014763335313771107,0.1016636879887636,0.22948510231555785,0.3771629900678777,0.2861185212898714,0.1072333863266931,0.04847243652329344,0.9515275634767066,0.6751074543370326,0.00010415067261751825,2.976736920373903e-05,14828.0,4238.0
"Historical Congressional District FL-2, 48th-57th Congress, USA",0.8539572336208854,0.006837166950118284,0.01302279887569846,0.017620091915488023,0.09492895037675511,0.18457042550083072,0.36843153715813254,0.3584536777597044,0.0885443595813323,0.06298799028082211,0.9370120097191779,0.5524011820285317,0.0001369764996345756,3.89076927448124e-05,18416.0,5231.0
