longname,Architecture and engineering occupations %,Computer and mathematical occupations %,"Life, physical, and social science occupations %","Arts, design, entertainment, sports, and media occupations %",Community and social service occupations %,"Educational instruction, and library occupations %",Legal occupations %,Health diagnosing and treating practitioners and other technical occupations %,Health technologists and technicians %,Business and financial operations occupations %,Management occupations %,Construction and extraction occupations %,"Farming, fishing, and forestry occupations %","Installation, maintenance, and repair occupations %",Material moving occupations %,Production occupations %,Transportation occupations %,Office and administrative support occupations %,Sales and related occupations %,Building and grounds cleaning and maintenance occupations %,Food preparation and serving related occupations %,Healthcare support occupations %,Personal care and service occupations %,"Firefighting and prevention, and other protective service workers including supervisors %",Law enforcement workers including supervisors %,geoid
"Liberty County, Texas, USA",0.01261086571068421,0.008379968288950096,0.0033977580257567017,0.011283792217438903,0.0076329342264870184,0.04247910662028591,0.004231753177533343,0.009803416185300675,0.014363249836153311,0.030745961107691937,0.08858217604926162,0.12958298490149284,0.0120157079274487,0.05604067627365277,0.062488144216531157,0.07598728444683008,0.07380995644162228,0.1121600413305602,0.07946915104256928,0.04504714827326199,0.053283023585730095,0.029189830312182533,0.009826603092432502,0.009055241115105226,0.018533225595036545,48291
"Mendocino County, California, USA",0.007854458371524436,0.00836063432494191,0.016222280035305358,0.011827440995027928,0.025408086081284385,0.04372819072908192,0.008983857614488718,0.031827828172855954,0.011640511003645755,0.03252651656143599,0.12405467272219682,0.06878924476140148,0.03924337455824819,0.02366604777302462,0.03104923976631853,0.041290894658950916,0.02797226990517606,0.11617760854763359,0.11183959694344216,0.05534709573951708,0.06785612830076793,0.05127459566518863,0.027460980607370775,0.009823109123285252,0.005775337037885611,06045
"Frederick County, Virginia, USA",0.01887210169924171,0.03937306891361861,0.006804579558971265,0.01261281828587818,0.015447999303510918,0.06292057285937984,0.007942680589427273,0.03747057801712075,0.020834259416605327,0.04764273188410639,0.11237768604593337,0.05987596306249959,0.007350962264713501,0.04212971416936433,0.04468236508309352,0.05411130026763115,0.045267875847752874,0.12285596606503871,0.08813372562750343,0.0367641623219878,0.039214542253184305,0.026058085953376532,0.01950892369450773,0.015566116474341411,0.016181220341211455,51069
"Ozaukee County, Wisconsin, USA",0.024331389286097033,0.03961536843948876,0.008230388897786859,0.025709155707755702,0.015286326874172518,0.06583540547298358,0.022814171130696927,0.0643365369879809,0.019432862675330103,0.07339232978016119,0.1342621617697723,0.03339363470962581,0.0027642467762768975,0.0240824876737457,0.027720072177290646,0.06450616341519337,0.02119948655490555,0.09119718492434864,0.10747593514183684,0.024261663419226302,0.04998288900437051,0.027389878932504372,0.020160296037508227,0.006343253485861245,0.006276710725079875,55089
"Victoria County, Texas, USA",0.021200992082419143,0.010946293999809198,0.006009730039110943,0.006438996470476008,0.010445483163216635,0.05141657922350468,0.004531145664409048,0.042211199084231564,0.02546980826099398,0.03157493084040827,0.09818277210722118,0.06138509968520472,0.006915959171992749,0.059095678717924184,0.04247352857006589,0.07955737861299246,0.03269579318897269,0.11273013450348185,0.10993990269960893,0.04645616712773056,0.05952494514928933,0.03138414575980155,0.03403128875321949,0.004650386339788225,0.010731660784126679,48469
"Wayne County, New York, USA",0.019981937231880815,0.018220817340257392,0.005170467374125084,0.011334386994806983,0.0188981711447279,0.07001580492210442,0.003364190562203662,0.04021223752540075,0.024294423120343134,0.03766087152856176,0.10268683675773312,0.056446150372544426,0.01277940844434414,0.03964777602167522,0.0373221946263264,0.09180401896590668,0.03745766538722054,0.111063445473019,0.09832919394897269,0.031180853465793648,0.04547301874012181,0.04086701286972233,0.022465567848272767,0.012553623842853915,0.010769925491081515,36117
"Grafton County, New Hampshire, USA",0.01928649597439889,0.03472140092882711,0.02307529707036847,0.012353025644867677,0.011152703489746263,0.0875195215122382,0.007342139976935386,0.07327209531938572,0.02301411257056064,0.04129757518513647,0.10911122824761714,0.04147417184638941,0.012907610513387922,0.026120430003951145,0.02085321160650343,0.05625495563231889,0.02561311595889751,0.10703559314626576,0.0781775581319641,0.04375672828819867,0.07901469765848863,0.03333449280636174,0.021856244966326193,0.003467716257328089,0.0079878772635366,33009
"St. Clair County, Alabama, USA",0.022011992771462808,0.02251325446651438,0.0,0.013061450857645292,0.015433408568173417,0.0610991385069472,0.008504633570792477,0.04340362117516049,0.03421865573256109,0.04084748302919867,0.08563894200806746,0.07109047055945593,0.001552428324888793,0.05581078898438404,0.03880831916273054,0.08309907218259556,0.0449068263923278,0.10819703843258305,0.0993861503563066,0.030892435538526036,0.04537676342926621,0.030161405415129978,0.01731644278915272,0.01321194580175762,0.01345733194437159,01115
"Rockingham County, North Carolina, USA",0.01140463754951683,0.014937047409986633,0.005450003784724854,0.009688895617288609,0.011354174551510086,0.04809123710039614,0.0020185199202684655,0.03446622763858404,0.027275250422627653,0.03002548381399339,0.08122019529180231,0.06398708147251032,0.009436580627255066,0.055484066308379515,0.048318320591426406,0.10723387076426182,0.04940327504857063,0.11659475689450689,0.09651048368783592,0.047409986627305556,0.049731284535614304,0.03290187470037591,0.024752100522292073,0.010092599601342312,0.012212045517624212,37157
"Nassau County, Florida, USA",0.01813904068002428,0.01884739931188016,0.004326047358834246,0.021073669297713024,0.01897389192471158,0.04371584699453553,0.005742764622546039,0.04470248937462054,0.022540983606557364,0.05289921068609603,0.11303379882614852,0.06041287188828168,0.0036935842946771904,0.06033697632058288,0.029396883222019856,0.04331107063347501,0.044373608581258814,0.1341327666464278,0.09451528030763011,0.034456587735276274,0.06074175268164337,0.029194495041489524,0.019581056466302385,0.011713215948188624,0.010144707549079129,12089
"Twin Falls County, Idaho, USA",0.004866003340838122,0.011523470598203689,0.014331711332219749,0.012419202556467434,0.019464013363352472,0.05899726438618142,0.008836274723412503,0.04190573026363571,0.020819715786670495,0.027767690706175737,0.11165177814898197,0.044738179969496784,0.04040477400924777,0.04333405960248875,0.05069358704335823,0.08589343210593843,0.05311448422785493,0.1005398600721429,0.08957319582637317,0.03604715907715395,0.059215145132786154,0.03694289103541768,0.019342968504127676,0.004720749509768317,0.00285665867770596,16083
"Guaynabo Municipio, Puerto Rico, USA",0.02262806740756802,0.02311425681707147,0.006255612535912828,0.02274527984317046,0.00960884628264087,0.05999241238061477,0.038395555102865915,0.043607807450022296,0.021004980503386592,0.08160979311452653,0.1343139633328955,0.029069292397785693,0.0008735314802400792,0.022833467912277992,0.028234791716147067,0.022177035788925638,0.023290935655404875,0.14324558424253864,0.13540626854156176,0.031300714475802204,0.03667581144206205,0.016089886297325322,0.02247759179361502,0.018728295418301684,0.0063202180673369345,72061
"Dodge County, Wisconsin, USA",0.021978487338019808,0.010015245193529273,0.008278987041585483,0.0102693317523503,0.016557974083171008,0.03546624883543653,0.004721775218090968,0.0284153468281527,0.019056491911577905,0.032777166087913895,0.09144998729567179,0.051558397560769104,0.017172016600321856,0.041056153129499416,0.059943254001863434,0.16570678411112064,0.043872279156432555,0.10455661895485707,0.08638942999915314,0.03559329211484721,0.042432455323113495,0.03790124502413816,0.018865926992462156,0.0041500804607436294,0.011815024985178318,55027
"Christian County, Missouri, USA",0.01035678543998882,0.022598738566807077,0.002606651616356738,0.013428910559266425,0.020085181651034515,0.07982870575092514,0.0044219982777480345,0.054553494542323076,0.026857821118532802,0.04712919217073575,0.1032652966229898,0.05532152582214244,0.003211767170153837,0.03176856657434783,0.03702841715735338,0.04745502362278019,0.0430562990201783,0.1291223497102428,0.11185328275187939,0.031605650848325416,0.05255195847976361,0.027602578723206157,0.028510252053901876,0.007819954849070221,0.007959596899946478,29043
"Lapeer County, Michigan, USA",0.0368408082799409,0.014736323311976331,0.004066042385411537,0.015623459832429727,0.013233119763430267,0.04632824051256773,0.002069985214391326,0.03526367668802368,0.020847708230655505,0.042483982257269584,0.0946525381961559,0.08146870379497291,0.009265648102513563,0.04576145884672243,0.03940364711680637,0.12617052735337572,0.041103992114342014,0.08780187284376549,0.09115327747658948,0.0428043371118778,0.04955643173977323,0.029842286840808287,0.018605224248398215,0.0039181862986693,0.00699852143913259,26087
"Josephine County, Oregon, USA",0.013693693693693684,0.010630630630630628,0.0068468468468468454,0.021891891891891835,0.024024024024024038,0.05306306306306309,0.0063963963963963935,0.04018018018018024,0.018888888888888872,0.03087087087087085,0.09138138138138163,0.03369369369369372,0.01867867867867867,0.041411411411411386,0.03927927927927925,0.056336336336336515,0.04798798798798795,0.11906906906906894,0.0867267267267267,0.05405405405405393,0.0677177177177177,0.07852852852852844,0.02018018018018017,0.013333333333333334,0.005135135135135137,41033
"Elmore County, Alabama, USA",0.024541503233329806,0.03424149263224846,0.012588784055973716,0.008745892080992254,0.010892611046326736,0.052793384925262456,0.007632778543411434,0.04659175235874055,0.03304887098484044,0.03421498992897277,0.10945616452878218,0.0573518498886885,0.0020407081522315273,0.0353811088731051,0.03564613590586232,0.0733329799639563,0.04205979009859011,0.13611788402417033,0.10041874271175673,0.030292589844164032,0.037395314322060856,0.02411745998091811,0.030478108767094243,0.010389059684087794,0.010230043464433363,01051
"Cullman County, Alabama, USA",0.012499027565282754,0.012343438010528215,0.00305992791017296,0.014703212924305663,0.01335477011643283,0.040531079013562385,0.0095428260249462,0.03822316728470289,0.02546482379482923,0.022690143401706296,0.08298109586909728,0.07587583953530608,0.011409900682000871,0.05427482301688145,0.05207063765785863,0.0933537328527343,0.04742888260768103,0.10950911495474945,0.11728859269247699,0.04128309519487585,0.05619376085885432,0.032621943313538994,0.01807431994398775,0.009413168062650714,0.005808676710836812,01043
"Arecibo Municipio, Puerto Rico, USA",0.009215696721956329,0.002586862237742125,0.004769527250837044,0.011866644722562799,0.0201210212806238,0.06309518676742905,0.002377031156773098,0.05266925157455128,0.015101749594027734,0.032513266789979595,0.04947457083906056,0.04369781191173331,0.011519620902445415,0.0462582346173618,0.028941351826982462,0.09376086867040957,0.029167574682237487,0.14322930263629058,0.1377612112089197,0.04040085733365281,0.057815563742525916,0.018088241074083734,0.01099416451040403,0.038075378561766945,0.036499009385642774,72013
"Burke County, North Carolina, USA",0.018416080298897984,0.008002530714841435,0.006053196309944163,0.0074382497028975,0.019262501816813833,0.048347982536641666,0.0022571240477757912,0.042115882800543694,0.028727033335328257,0.02641861101373937,0.09097400745429095,0.04121777311965427,0.0037704231252618323,0.05222164274172184,0.05281157289057228,0.13691305981364799,0.032419395080840865,0.08715546086695039,0.09328591092909737,0.04106426818737551,0.05791575113497424,0.05322137424733628,0.024238434376683184,0.006694424732607746,0.01905730872156152,37023
"Polk County, Oregon, USA",0.009806145856966385,0.02767904408984339,0.010638029695732186,0.01252867478383624,0.024175048526557226,0.060929189039300356,0.010789281302780505,0.04585444553681711,0.018124984244624304,0.057551236481887535,0.09400287378053383,0.050921374372936146,0.025435478585293273,0.024351508734780328,0.03299805893770957,0.050971791575285474,0.03360306536590285,0.10330484761400568,0.09130555345483883,0.032191383700118495,0.04928281529657917,0.0732309864125642,0.03365348256825222,0.01603267034712245,0.010638029695732179,41053
"Bannock County, Idaho, USA",0.028549362852361947,0.01928176084438149,0.010889432359377015,0.011198352426309684,0.020955077873600212,0.07746170678336979,0.008186381773716049,0.04636375337881323,0.024507658643326036,0.04667267344574594,0.07792508688376884,0.04803707040803177,0.006513064744497368,0.03462479083537137,0.040597245462736506,0.050045050843094414,0.047470716951988755,0.12228085982751949,0.1055476895353326,0.03269404041704208,0.05449864847470729,0.0440468528768182,0.024147251898571254,0.008572531857381913,0.008932938602136686,16005
"Lincoln County, North Carolina, USA",0.016359328238786636,0.022604159166885525,0.004162254651088405,0.007332343949301076,0.018610299323561192,0.050213846083614955,0.004355847890673913,0.03690511028360997,0.02495107748611049,0.04859320219589768,0.12279025949538283,0.056196133667871156,0.004017059721399274,0.036226134957438025,0.041914535213259614,0.09670332064201732,0.03363752487179323,0.11492738279943715,0.11666682405277409,0.030829723403992003,0.05184113516253973,0.022335820017177887,0.022629607417925343,0.009897454373809057,0.005299614933653264,37109
"Island County, Washington, USA",0.024763616060670898,0.026310435595381224,0.005544353191159117,0.020504556478235084,0.01959633175599295,0.07753859645217874,0.006652765449198718,0.03479544012908395,0.018807917825355167,0.038083163157276376,0.10702306788749259,0.05735804801545411,0.005265586829592459,0.049728080525668815,0.029463612911420953,0.055560781559500165,0.03742153585272186,0.09857692108824129,0.11121039987043073,0.03415822490748557,0.04662773931479669,0.040928150998730636,0.03239884602208069,0.014526824841640406,0.007155003280210933,53029
"Muskingum County, Ohio, USA",0.009976780383251237,0.008649945140465931,0.0024240259243193626,0.012094613559235528,0.019315659207471057,0.055956724758235446,0.005970758592534007,0.04074915159092649,0.03151233701615164,0.031435788829067855,0.08910208976550701,0.06353499527952862,0.002398509861958103,0.04409175576025106,0.07175116735985321,0.07547651246459641,0.0620805797249371,0.10836671684825616,0.08055420887448628,0.038886479038554723,0.061340613916460264,0.03865683447730347,0.029139343216554797,0.008803041514633458,0.007731366895460691,39119
"Angelina County, Texas, USA",0.021976536735686863,0.012326323187543937,0.003324863491376983,0.0063253500567659595,0.02132778288371089,0.06495647942909655,0.007406606476725957,0.036276152889657784,0.030058928474887843,0.024895929069578875,0.08896037195220852,0.07417419040925549,0.004568308374330977,0.0435746337243878,0.04297994269340971,0.07360653078877655,0.03868194842406881,0.10428718170514123,0.09698870087041152,0.04827809915121373,0.06125317619073362,0.044628858733848795,0.017948856571335887,0.015110558468940912,0.01608368924690492,48005
"Lawrence County, Pennsylvania, USA",0.016684389082991538,0.015241278039394408,0.0045318750316471704,0.011367664185528394,0.02291255253430557,0.04478707782672542,0.007240872955592704,0.03812851283609305,0.02392526203858419,0.040204567319864416,0.08813104460985344,0.05015443819940231,0.0023039141222340404,0.04354650868398398,0.04162236062585441,0.07726973517646459,0.04774925312674058,0.12276570965618502,0.1103093827535573,0.041672996101068414,0.055724340472935466,0.04962276570965623,0.02572282140867892,0.00997518861714517,0.008405488885513212,42073
"Dougherty County, Georgia, USA",0.006617349592556209,0.018522799514535063,0.011096341674854078,0.014881812402473552,0.0284632722649252,0.05525053458937758,0.007484251285904181,0.04253597642027393,0.0204877766861238,0.030601629775183496,0.07911922787955855,0.03915505981621692,0.005605964283650242,0.02878113621915278,0.05828469051609553,0.06718488123446804,0.043200601051840745,0.1350921805467259,0.0933653123735768,0.042622666589608685,0.0650754204473213,0.039328440154886395,0.03343350864012019,0.009160261226376934,0.024648904814194104,13095
"Newport County, Rhode Island, USA",0.032642886228660024,0.03659532954106899,0.009629276348081674,0.030839844330015055,0.02069000358872861,0.07676702210076074,0.015076538414214016,0.05063693007460057,0.01431792343100525,0.050272838802556515,0.12924643885212928,0.052210032438348285,0.0026090655371972214,0.02414584970438309,0.015376526142490675,0.029384487064306082,0.018907855293852513,0.11098035066383727,0.0997044879816549,0.04579400355718052,0.06686085486395567,0.026151062749426125,0.02399788619814202,0.012954386841716356,0.004208119251688507,44005
"Jefferson County, Wisconsin, USA",0.017183688448502925,0.019083392699091133,0.012002676855989441,0.01515445890810181,0.014679532845454741,0.05692636487274139,0.006519439587246081,0.04047665306651116,0.014873820780173984,0.04362843511862353,0.10038209960494793,0.06007814692485378,0.010836949247673948,0.03924616281328929,0.0572285905489713,0.1048723096517928,0.033741337996243785,0.10169894005137838,0.07633357079636466,0.04064935345292838,0.05688318977613712,0.03844742352611015,0.02391900351877038,0.0070591282947995715,0.008095330613302245,55055
"Orange County, Texas, USA",0.028072478991596615,0.010031512605042018,0.01840861344537817,0.012893907563025211,0.019065126050420173,0.05611869747899163,0.006066176470588234,0.030934873949579868,0.02289915966386558,0.0376838235294118,0.08652836134453797,0.08965336134453765,0.0022846638655462186,0.055961134453781584,0.030619747899159635,0.10567226890756301,0.03621323529411767,0.11210609243697472,0.10081407563025208,0.033797268907563016,0.04183298319327729,0.023056722689075656,0.02169117647058823,0.008876050420168074,0.00871848739495799,48361
"Buchanan County, Missouri, USA",0.011685381866112376,0.014042736559276072,0.007173455679196967,0.012166991964715712,0.026412511723403777,0.057438341233428655,0.002838964791767,0.04271121137613743,0.023041241033180372,0.03150743960862835,0.06965602899799755,0.04058198778231243,0.006413018681402241,0.037185369192162566,0.0718359483916756,0.11662568756178547,0.0415959037793719,0.12420470963980634,0.09290005323058993,0.030544219411421793,0.06093635142328456,0.035182885097969616,0.025626726825682532,0.010696813768979218,0.006996020379711543,29021
"Glynn County, Georgia, USA",0.011381361686169517,0.014261025096130052,0.004800466458723803,0.018379398415513008,0.017989227269341396,0.059551101974486924,0.010749784451204638,0.043494493338322095,0.022290999007662172,0.04804858773799201,0.10821439977259285,0.04269223228069036,0.0018249940708027497,0.03665630947926661,0.05336804089904609,0.03912884894802776,0.03463113543485206,0.11699042509561636,0.10503035663372261,0.056574816194885344,0.07576666446908217,0.028652406911603194,0.027609553156858736,0.005214268773722141,0.016699102443685495,13127
"Cascade County, Montana, USA",0.013784297886755089,0.014305443364515183,0.008651014930817965,0.014201214268963225,0.018448549912708164,0.056153425228652666,0.007530552153633695,0.05021236678218714,0.025067097480261615,0.04328113192797768,0.1014409672460069,0.06496078380279859,0.008937644943586004,0.03846053625869672,0.039763399953096884,0.03418714334106366,0.043385361023529724,0.11225473590952882,0.11678870156604199,0.03879928081924069,0.06285014461787004,0.03780910441149645,0.0295228913151107,0.011334914141282551,0.007869296714177774,30013
"Wood County, West Virginia, USA",0.013689608022182529,0.01623220886769165,0.007292279480813498,0.010001795248859852,0.022406256395490497,0.06034680696788271,0.007180237950455849,0.04051051013718525,0.031207231114474394,0.045260010539790715,0.08968177041748045,0.060235790275543676,0.00223523855622424,0.033861249675895044,0.04009204203921198,0.05900658618836504,0.05129432363163741,0.11591599732490548,0.12315086359757946,0.0331906937043888,0.06515135899536634,0.03948146137089195,0.019333079084388322,0.005447905233317524,0.00779469517997737,54107
"Orangeburg County, South Carolina, USA",0.01073345259391772,0.005336405809405417,0.007671083351020276,0.006155058973348293,0.019738637397289364,0.06179315363391028,0.006488584336436131,0.045632333767926886,0.024771838331160343,0.017616203268548562,0.06691731603044179,0.043267335738758725,0.009429671629119759,0.03426215093538697,0.04830053667262988,0.13401655498620432,0.056456747824505056,0.10772869227737183,0.10687971862587553,0.036627148964555434,0.06473424092659417,0.04366150207695329,0.026591067584366794,0.0076407628634668455,0.0075498014008065235,45075
"Chemung County, New York, USA",0.023564025048585596,0.01695098250917728,0.00798963506801986,0.013954869358669807,0.028368602893543555,0.06529367307277055,0.006667026560138191,0.04693910602461673,0.026074282012524288,0.03557546966098029,0.0754966529907149,0.04523860937162594,0.0013496005182465996,0.02898941913193693,0.035575469660980436,0.07484884474195652,0.050043187216583795,0.12966961779313343,0.09933059814294966,0.0305819477434678,0.05166270783847973,0.03816670265601369,0.029637227380695227,0.012011444612394727,0.026020297991794457,36015
"Crawford County, Pennsylvania, USA",0.018360223181156057,0.009482450595058091,0.007366077563697328,0.010389467608498473,0.02391226671797274,0.054585932990682484,0.004782453343594531,0.037737404831926856,0.024544430090976482,0.03116840282549554,0.08583679190830878,0.05079295275265914,0.014045021026303452,0.039029216941978355,0.043234477640656445,0.1302806255668861,0.04361927273726737,0.09564906687189081,0.0847373773465628,0.03683038781848656,0.058598796141055,0.0502157601077424,0.023005249704532254,0.007256136107522735,0.014539757579089105,42039
"Rockingham County, Virginia, USA",0.014066281661115248,0.0214948120102562,0.004624859217368389,0.01421005966787282,0.02156670101363493,0.06836644221322272,0.006110565287196575,0.03544127866574014,0.019122474898756313,0.034746351633078605,0.09539670748364537,0.05353334451606709,0.018475473868347254,0.04667992619395658,0.04524214612638081,0.07809542067048487,0.049148115309961445,0.11655603747813376,0.09163451630682204,0.04260621600249212,0.0451462941218758,0.027557451295200226,0.023316000095852028,0.008890273417842839,0.017972250844695822,51165
"Howard County, Indiana, USA",0.025710635579686992,0.01841797082934101,0.004977110614287249,0.01022037687639731,0.01692749920153306,0.045725540295965046,0.002688172043010755,0.0483604812094112,0.025950175662727594,0.02877142552964976,0.07939422974555513,0.037155328436069605,0.001224315979985094,0.03161929096135413,0.04937187267113792,0.15213456829553898,0.034893005429575234,0.1046790162887259,0.08703289683807074,0.042771212605131524,0.07263387629085498,0.0396838070903865,0.02517832428404131,0.006361119982966039,0.008117747258596849,18067
"Barrow County, Georgia, USA",0.01435716240762398,0.023414367115379812,0.009231381721366541,0.013187688173380773,0.011844036925526887,0.06541590982607184,0.014581104282266309,0.02122471322998831,0.022294657742168225,0.04332031152803009,0.09136828485406445,0.06775485829455823,0.0032595983975714734,0.043394958819577514,0.05516434845355693,0.07708576973798793,0.03794570653661451,0.12938863868222653,0.09933066261912474,0.03028191793774417,0.04730150041056007,0.021921421284431062,0.02296648336609518,0.01072432755231531,0.023240190101769146,13013
"Midland County, Michigan, USA",0.04405634991821878,0.02448161240964492,0.018229304067957593,0.02271408220334513,0.017279586345169635,0.06059726692344226,0.008072600643697579,0.055875059357357565,0.015775866617422047,0.05518915211312195,0.11153907033187363,0.047987126048646654,0.001424576584181925,0.02693504986018044,0.028359626444362383,0.0693030127156651,0.0293093441671503,0.10497018941592351,0.08328496807893221,0.03400517068537968,0.06283965599113595,0.03353031182398562,0.024296945074658346,0.010710705429219643,0.009233366749327277,26111
"Lee County, Mississippi, USA",0.013298423890501872,0.010939444214019087,0.003032973869763583,0.012235586893405221,0.016901700539195347,0.0601410203235172,0.0073361675653256,0.08010161758606395,0.01884591455827462,0.04837204479469099,0.08502695976773096,0.04015450020738281,0.0011924512650352546,0.03859912899211945,0.03533284944006634,0.12214848610535062,0.05537121526337612,0.10752799668187481,0.12072272915802582,0.02390087100788055,0.03929904603898793,0.020038365823309826,0.02392679386146828,0.009798838656159258,0.005754873496474491,28081
"Indiana County, Pennsylvania, USA",0.01860528839567056,0.011864638991642707,0.00783668995752844,0.011398821756405064,0.02123578572407182,0.06913275791204261,0.00506918755993973,0.04107411974243055,0.029702698999863036,0.0293464858199754,0.07113303192218132,0.06428277846280284,0.008768324428003845,0.03523770379504037,0.04444444444444449,0.06003562131798885,0.054336210439786536,0.11174133442937367,0.10009590354843119,0.038471023427866825,0.078777914782847,0.03721057679134137,0.030524729414988298,0.010384984244417072,0.009288943690916566,42063
"Coryell County, Texas, USA",0.00895027198024767,0.018903591682419646,0.00474518729987269,0.009027429497318778,0.015277188380077947,0.08032097527101562,0.003202036958450675,0.039890436325759004,0.027468076077311866,0.03441225261371096,0.09258902048532086,0.0574823502179699,0.0050923961266926415,0.04359399714517185,0.03915743991358352,0.05223563905713514,0.053740210640021595,0.1343698159793217,0.08564484394892186,0.02461324794568112,0.0518112727132441,0.03356351992592882,0.018710697889741904,0.010609158597276338,0.054588943327803764,48099
"St. Landry Parish, Louisiana, USA",0.009658747306168747,0.006844277892450703,0.004637478011239965,0.007611860459828355,0.011129947226975915,0.05980747504150846,0.010586242908416756,0.03707869374994397,0.03278217214842043,0.015304481308721404,0.09201835284865689,0.0828182143071235,0.005489955164634064,0.04879776404254641,0.04725381373926856,0.06566029211776304,0.04932829060832181,0.11810562367921021,0.11271244891682886,0.03732370233873818,0.05571964425694586,0.05351000211533085,0.01912559897049309,0.008603321276024492,0.008091599564439396,22097
"Monroe County, Florida, USA",0.010520082448501127,0.013608265258446934,0.0101168655183413,0.0231968707952511,0.010812653736167908,0.04475113227489236,0.008344384998886626,0.026382690209891115,0.010805331479147884,0.04288749631459791,0.1107001154338842,0.0735346058429964,0.01592165943401296,0.04950827767174959,0.022744393284562636,0.018539050567338063,0.04233054484091666,0.10154924063786182,0.11769929733998574,0.05724527249903499,0.10242311658361473,0.01470654384575014,0.03921587078509115,0.014787098367009229,0.017669139832067384,12087
"Bullitt County, Kentucky, USA",0.016826275441475403,0.022802419848636978,0.0051923877635994,0.00835190673295942,0.008841754635185765,0.03544049572607705,0.006686423865389788,0.03213402238604916,0.03360356609272818,0.039800142055891656,0.09360993411545716,0.05770408288226511,0.002032868794239389,0.048274510764407634,0.09179749687721966,0.09792059565504908,0.04942565333463958,0.14837492958436402,0.08043302554556815,0.027970315217125112,0.03465673908251492,0.01983884004016753,0.020206225966837313,0.008596830684072595,0.009478556908080037,21029
"Bartholomew County, Indiana, USA",0.10063901704867857,0.038415040339493244,0.006464187905553772,0.015247588265771895,0.01440872418642524,0.04759320026646277,0.004663097382250625,0.03468949692827708,0.014828156226098513,0.053218524092669806,0.10211936542399665,0.031358713083812405,0.0006414842959709853,0.025313957217931952,0.04981372282943916,0.12380646912239991,0.023907626261380144,0.09797438997310694,0.06671436678098243,0.026251511188966407,0.05131874367767893,0.03382596037600844,0.020453480052305656,0.008931435197749896,0.0074017418765882845,18005
"Talladega County, Alabama, USA",0.010206748976284697,0.008536553689256295,0.005629176708132772,0.008134469638675378,0.020663036299121078,0.051064674423775776,0.003000165608180657,0.026578776718582796,0.019114457173769535,0.030568477481266173,0.08580149329632221,0.049641915475566574,0.007515878791627818,0.05716578189657855,0.05731244197895616,0.15463023506902604,0.04495029427357539,0.10201971412995117,0.0914028934737016,0.025021999763073743,0.05657223497023171,0.030898612810025386,0.03003258562415896,0.011815085178608346,0.011722296551551197,01121
"Henderson County, Texas, USA",0.020827434324366803,0.00884064810445178,0.003492213308164229,0.007708038382885003,0.01635991820040899,0.06169576844423469,0.006260814849771892,0.030643385244612204,0.022243196476325312,0.02925908447380831,0.10039326726443304,0.08925593833569312,0.01028787163756488,0.037187352524775806,0.043290860468774554,0.05634733364794708,0.04933144565046409,0.117319490325625,0.09655497876356806,0.05033820984741227,0.06072046562844102,0.03407267579046723,0.016674532011955307,0.010130564731791714,0.02076451156205759,48213
"Lewis County, Washington, USA",0.011403430008081163,0.01717997066834274,0.006554727484960041,0.010774894495824736,0.01646164436862113,0.05947143156445485,0.0031426775612822125,0.03223489270000899,0.015473945706503822,0.03687408338571125,0.09523809523809525,0.0668342761366016,0.02244769686630157,0.05420370536649595,0.05130046990512117,0.06261410912573709,0.05423363562898436,0.12112777229056307,0.08607943491664441,0.043458741133159715,0.05632875400317265,0.039118853072341385,0.019095507467600463,0.00763221693454252,0.01071503397084792,53041
"Leavenworth County, Kansas, USA",0.012661102594674388,0.02861522738886047,0.007806733662635547,0.012348833248168949,0.022824050417305407,0.06293646738204739,0.009651961619258501,0.04684040197581339,0.029750752285243872,0.06600238460228233,0.10906716629762084,0.04712428319990913,0.004400158973485495,0.025009935842843327,0.04948049735990464,0.03968659512859829,0.0378129790495657,0.1034463180605234,0.09606540623403159,0.021802078010560416,0.0575711122466359,0.027309373758019687,0.03117015840572307,0.013683075001419428,0.036932947254868585,20103
"Cape Girardeau County, Missouri, USA",0.011191086570696106,0.017624728850325424,0.00737034115559063,0.01804377834746597,0.02262867284559257,0.08171465194241755,0.007740090711891144,0.047574442910668535,0.03253796095444686,0.03556990731611121,0.09088444093867074,0.04027805166633807,0.004387694734766318,0.037122855452573385,0.0448629461644647,0.05206073752711495,0.043729047525143026,0.12374285150857814,0.10296292644448825,0.04451784657858407,0.06722046933543685,0.036777755866692935,0.020336225596529294,0.00384539538552554,0.005275093669887599,29031
"Payne County, Oklahoma, USA",0.014830565499421269,0.018383441444836234,0.016095604661803885,0.03359082712028629,0.02279762064974562,0.12012488897262669,0.0075364035205770855,0.03550184372728984,0.022313137566280037,0.03805883777891424,0.09425887546093178,0.05582321750598863,0.005302398191263152,0.033536995666568016,0.02427798562700182,0.04473393803999678,0.02904206928108093,0.09067908378865774,0.09374747665060709,0.04419562350281267,0.07819018652598735,0.029230479369095314,0.03170672624014216,0.008290043872634802,0.00775172933545069,40119
