longname,Architecture and engineering occupations %,Computer and mathematical occupations %,"Life, physical, and social science occupations %","Arts, design, entertainment, sports, and media occupations %",Community and social service occupations %,"Educational instruction, and library occupations %",Legal occupations %,Health diagnosing and treating practitioners and other technical occupations %,Health technologists and technicians %,Business and financial operations occupations %,Management occupations %,Construction and extraction occupations %,"Farming, fishing, and forestry occupations %","Installation, maintenance, and repair occupations %",Material moving occupations %,Production occupations %,Transportation occupations %,Office and administrative support occupations %,Sales and related occupations %,Building and grounds cleaning and maintenance occupations %,Food preparation and serving related occupations %,Healthcare support occupations %,Personal care and service occupations %,"Firefighting and prevention, and other protective service workers including supervisors %",Law enforcement workers including supervisors %,geoid
"Queens County, New York, USA",0.011883515437568003,0.029771308680513597,0.007093846954447562,0.028940331925411546,0.018055936039330957,0.05722337879933955,0.013045189258822974,0.04073270596768938,0.018759921009940183,0.055299818493490124,0.08654174801634185,0.05898387354135953,0.0007365901594982455,0.023685331593640044,0.02322405244142949,0.02816555938556939,0.06166851998342465,0.11547749976911728,0.08590028913735473,0.04821299053557732,0.059824874660288366,0.05783861048942665,0.0408354222666193,0.016494296893286513,0.011604388560512593,36081
"King County, Washington, USA",0.03543104109013643,0.11019188527235398,0.01583854552327933,0.0311248608945928,0.016377324239394555,0.054338180154362876,0.014663440754169211,0.041787170419946326,0.011809049052248954,0.07626011642779394,0.1420819955094379,0.033437758089085536,0.002087220428548338,0.01661659490296504,0.025890155352456767,0.03178911881715367,0.030192156899826163,0.08776491870572768,0.08411238847043537,0.02498223012360204,0.050552781571587706,0.025461141362337913,0.025621404030482867,0.00884521975599848,0.002743302152076013,53033
"Clark County, Nevada, USA",0.011367837070653686,0.02207645927297198,0.004350045990612688,0.02253009175923502,0.01048373631019191,0.04611125964089672,0.010124691023192172,0.03306884307308027,0.01563391279253258,0.04414809266843051,0.08864847439534228,0.05188397432247072,0.0009709665557036543,0.02985577382463336,0.03655409181328491,0.030157873756974676,0.0475638487724416,0.11784599852714282,0.11119400896261937,0.05863055108625661,0.09990435110768293,0.023715327276535452,0.05089080873020541,0.023532909106527274,0.008756072160381288,32003
"San Bernardino County, California, USA",0.011832072500727257,0.018432188885275397,0.006947772433977479,0.013898754000718933,0.01881086655142316,0.0561427079945919,0.004878951512143349,0.03563314050011127,0.020710673147688645,0.03830848751433428,0.08173019323258095,0.05985781402433792,0.0034048898625635457,0.03851708114399181,0.08189278929262177,0.05481947558491764,0.055595016002875,0.11904705872284968,0.09915257500813023,0.03695530319886354,0.05206496996251814,0.039424196005271375,0.024844036147671424,0.014324498947404504,0.012774487822410904,06071
"Tarrant County, Texas, USA",0.021094789486704554,0.03235521390412629,0.005718564847493777,0.015370493657235699,0.01475345793124918,0.06084297013871859,0.009412182730449909,0.0333896561506332,0.01745848142349949,0.06183634034773663,0.11264818170269401,0.05766705096084712,0.0008281268954028929,0.03196073131150653,0.04722233631121491,0.0533525766972545,0.04654608043815264,0.12191326922911558,0.1045636764631439,0.02984026798071716,0.05169345741546101,0.02316176365239299,0.028308185466038666,0.010763739312912574,0.007298405545298159,48439
"Bexar County, Texas, USA",0.014571471156075991,0.0350048347461098,0.007218097734543041,0.016124063427055066,0.015363522453912546,0.06165967645851256,0.009619871847983904,0.043732581374863994,0.021396656086850447,0.054790865407981885,0.09433428624196492,0.062320374948562476,0.0015021734370855837,0.032133067302721016,0.03458033061424163,0.0387212709850891,0.03861256441506519,0.12732760970985527,0.1046449667029719,0.04003595625445787,0.06777504011982978,0.034470443708882095,0.02524524359575502,0.010419468034436215,0.008395563235192697,48029
"Broward County, Florida, USA",0.013511053103174516,0.028479691994222848,0.0060124135165765735,0.020622026013559065,0.014535966057174188,0.047154178821739,0.017465457773995424,0.04286631943734139,0.019016124478849115,0.05647761352803286,0.11444043025886698,0.05160978843014431,0.001157885692542478,0.0314848758852916,0.029946483587072463,0.02613937179586836,0.04364062992254828,0.12479696085691724,0.12010506892079352,0.046642745211958596,0.0544144903461793,0.031992218026193495,0.02988204295224023,0.01622471983666856,0.01138144355204966,12011
"Santa Clara County, California, USA",0.0700111485680741,0.1302790277565306,0.01841927219823326,0.020763673071886757,0.011633469979671867,0.055677740666741485,0.011720756456443816,0.0326219073371577,0.010615531255176041,0.06791016341737353,0.13638998254394333,0.03656079407202044,0.0034142836761996195,0.017713963224457,0.0185360598500686,0.03909679254703228,0.02033640889435478,0.0829466648825526,0.07602630566131652,0.028773845097232464,0.04239337517406581,0.030665018838125044,0.023936586795182183,0.010079616482680975,0.003477611553479343,06085
"Wayne County, Michigan, USA",0.02923982774824465,0.028518816803904622,0.006883215998797887,0.01707359188671567,0.016761197748125907,0.04756695054550333,0.008503183915788016,0.04041747456360414,0.02174105030336502,0.0501649625588374,0.08407752119864428,0.03632076155627625,0.0017544160272692383,0.028290782263921586,0.054376351895520654,0.09180696942096322,0.04421892897580865,0.1168762695131014,0.08813732688158109,0.038304530242257044,0.05782850484474554,0.04558713621570742,0.023647049984380174,0.01463902659568156,0.007264152311255288,26163
"New York County, New York, USA",0.01337771962658099,0.04776495139038408,0.02129548352904158,0.0776020360279789,0.018610223201223384,0.06865963331621916,0.04370283266257029,0.04931074269751627,0.008194902201096407,0.11244196381744202,0.16740367787917412,0.013631671055609841,0.0003489071807526902,0.006235059650982411,0.01124563175938655,0.01265230184887682,0.018409270331296197,0.07928363614280895,0.09478019399680927,0.023587671210188954,0.037189530576304135,0.029307099046577995,0.029527926376168363,0.0107432495845686,0.0046936848904420405,36061
"Alameda County, California, USA",0.04011625815876826,0.08689137838191348,0.023265618891892895,0.033863111513380915,0.017412532035333907,0.05913026861695319,0.015026900756441358,0.03669742633828183,0.01362080923138315,0.07197282339005995,0.12775359717329357,0.03624504825371462,0.001961034523608207,0.0201717842746194,0.028530176311495507,0.03961276556589282,0.02976312980466366,0.0923283461160954,0.08026092528486936,0.02921083844903497,0.04468847902357009,0.03187583264728042,0.02366000847191108,0.011538584385605413,0.004402322399936778,06001
"Middlesex County, Massachusetts, USA",0.038955979308019896,0.07588026871889654,0.041167395619140554,0.029722953407322446,0.01808650533709314,0.0856948937604792,0.017059497257218673,0.050015293489885024,0.014843615693576432,0.08068934568422276,0.1394989540145969,0.0363359923912097,0.0006842999488728587,0.015545776652534142,0.015261116804308045,0.0301650134069207,0.020752261092245376,0.08601750825513567,0.07743864184879325,0.026302569976088434,0.037200018754060676,0.02280516093886385,0.02497415735103351,0.00909348675940997,0.005809293530072361,25017
"Philadelphia County, Pennsylvania, USA",0.01414512812035243,0.02756512026289699,0.016166896554506333,0.02258706096664794,0.028591216413478344,0.06339178839158713,0.018306586509338148,0.05282940875250107,0.022197180742827765,0.06263409384807088,0.09006950470173808,0.032732150380149524,0.0010437845992097613,0.018438562198213253,0.04046140039280917,0.038371382612651016,0.041615951890642426,0.11166920209673066,0.07979789837089987,0.03555799821410988,0.052954823036212365,0.06425761012882651,0.030056345254570987,0.02080502566528256,0.013753879895746916,42101
"Sacramento County, California, USA",0.02297253775989778,0.045528856913595726,0.0125234037675289,0.019181536815559126,0.0171673116917853,0.05397741229386921,0.015030267962903349,0.03888164107490866,0.018572902394689787,0.0636555183763928,0.09786049989901566,0.04737522994372169,0.00374460280463108,0.027576870800286153,0.037302739673684554,0.034831356408674914,0.039299224332276186,0.12529135302434008,0.09662412594092706,0.03477677036195996,0.05794445323886315,0.04042369689459999,0.027818414056998794,0.013159331211755637,0.008479942357134698,06067
"Suffolk County, New York, USA",0.016192313967700937,0.023440313963041005,0.010420984792430501,0.020394109521773663,0.01900948747132462,0.08634006112721321,0.016664631705486908,0.0482178644189045,0.02144258855601299,0.0568722999547445,0.10520083231202676,0.055369286625867334,0.0016661809805696185,0.031090686819609442,0.025361230405066153,0.03207161329114759,0.0373780176497883,0.12212205553251605,0.10556588163410166,0.034576739614871545,0.0377155468404521,0.03245576937274509,0.026184369697082446,0.014674380120249759,0.019572753625273324,36103
"Palm Beach County, Florida, USA",0.015273169812960959,0.023852918592353282,0.006657201222780785,0.020213552004404244,0.0152152181157005,0.04980803500282539,0.017321762311113556,0.04526462193761496,0.019444243223273292,0.05808788374889536,0.1181910377700185,0.05413702678817186,0.005366327166306871,0.028081943699926063,0.025571186416122074,0.027625574084001167,0.033565623053185126,0.10302797618185246,0.12291410109673638,0.05675064833461321,0.060981122234617595,0.034037929385856716,0.03581704649174911,0.015448473697173375,0.0073453776277472545,12099
"Bronx County, New York, USA",0.0049807745090978545,0.01469470692422117,0.0047013692880634745,0.014030492117331064,0.02924238886860984,0.05392569813011464,0.00811948226155589,0.026522597761019645,0.017707266960026335,0.03056469405495344,0.06483573154628765,0.0428787556877514,0.0015141420660845003,0.018022783070124518,0.03140955043020859,0.026601026249460535,0.06452369067768006,0.12150917760133217,0.08607925516998072,0.07224590798462094,0.06642709367190132,0.11107946967014623,0.0459134223897147,0.030673057376550038,0.01179746553316313,36005
"Hillsborough County, Florida, USA",0.01648202912834238,0.040871020193882494,0.007042982214216272,0.017955977689839774,0.013583695975705546,0.0514673507709358,0.016312253995479878,0.0446061443774201,0.02027840245567264,0.07144246478137534,0.10859354704980018,0.05052229795927987,0.006749377058862112,0.028375843593400427,0.03138805970543795,0.03156574837403424,0.03998926734099738,0.12680020041150114,0.11014172914464883,0.03865594668908846,0.05482549290245797,0.026990615903803323,0.026447593738637386,0.01167817043830801,0.0072337881068723405,12057
"Orange County, Florida, USA",0.02084690735529453,0.033972841259632,0.005614238736294013,0.02486226001012905,0.013370091901069931,0.049431530424179054,0.011973508159760246,0.04024002823861641,0.018540660677587414,0.0545114119447667,0.11014176510884532,0.050695571252977085,0.0027317791862981307,0.024029332444132984,0.033917033717521784,0.030791811359346246,0.046639758130112584,0.11782925403453705,0.11951185142916161,0.04440048050293753,0.07310788016446483,0.023051305268650506,0.030861570786984028,0.013555651978586653,0.005371475928114306,12095
"Nassau County, New York, USA",0.014967970736096252,0.028533595465242506,0.007636989687623644,0.022719548441322547,0.017517422359295345,0.08909516578168511,0.02798400055641447,0.06818726026189176,0.02091110573394485,0.07189061042716961,0.11720218949709572,0.04221100481485885,0.0010753725925282313,0.0200361965635328,0.01961417020948644,0.023680956243928505,0.03276639625843156,0.11420029068773577,0.10303716244321512,0.03092153923502142,0.036329272915660966,0.02821985232414589,0.027565278920806256,0.015301707255280095,0.01839494058758611,36059
"Franklin County, Ohio, USA",0.018835742988764913,0.05091070339139019,0.01165532242334486,0.021273173340134482,0.018911097553730057,0.060522757803182475,0.014189844233419518,0.05144543097739238,0.020406595843036536,0.07534442108130888,0.10930324560806037,0.028628938181723348,0.0009926514807896592,0.02004141602820583,0.05169323156602743,0.04380853564343386,0.03626873176818052,0.11954566993831035,0.0909877389428043,0.028685454105447067,0.053616222098885606,0.030857694353189732,0.023780161751472073,0.011771252523291087,0.006523966374474535,39049
"Travis County, Texas, USA",0.035309864064133806,0.07110212617636791,0.012678982223771387,0.03980341582432901,0.015549668874172145,0.06326943185779012,0.018639247124433708,0.03514395259672369,0.012334611362844222,0.08325548971767192,0.14178180550714492,0.04603276402927841,0.0010456605088881145,0.01837155803415823,0.019942837225514095,0.02586685256186833,0.028423841059602713,0.09573649355176007,0.10094945974207051,0.03100453119553858,0.05061554548623211,0.016672011153712106,0.023776925758103824,0.008313698152666412,0.0043792262112234285,48453
"Hennepin County, Minnesota, USA",0.029560802421397532,0.05946642411067105,0.01525151230919645,0.033653225337263164,0.020948834780486383,0.06475932892210622,0.01662227532470475,0.04688690637518328,0.014822971490683465,0.09554189837906527,0.12962508354417462,0.022675769138533735,0.0015084069207923182,0.01625191388883768,0.02489084270707236,0.04893453684244872,0.024553118485860236,0.09481394659132707,0.10175857826616938,0.026104095686637296,0.04698765603781373,0.0320171075765166,0.023057482649063373,0.006218098896436448,0.003089183317558688,27053
"Oakland County, Michigan, USA",0.06445968090744605,0.05112151468447125,0.0076483524516761745,0.0245883413644588,0.01496317459930684,0.05129665616833091,0.018522354145218294,0.056450384702076646,0.01688211607463769,0.07629315333865286,0.13628748789239312,0.0324392487496422,0.0010401881171833607,0.01945593440266086,0.026182890352293382,0.04902590875585614,0.02123628566032909,0.10143890151261285,0.09975602029813646,0.026237717251588525,0.04377318720949363,0.0230684178784428,0.024521330709764828,0.00798949760284618,0.0053212551704812225,26125
"Cuyahoga County, Ohio, USA",0.017762681070206274,0.03527935796427453,0.011042109576089176,0.01931060581641197,0.019251379549276835,0.05747417771914776,0.015090024506348774,0.056635913153894546,0.022713259857730227,0.06505764169720792,0.10147352402017192,0.030753481539524886,0.0011347694080429574,0.02224545043638721,0.03830094879566584,0.060967955480313925,0.03498762062611762,0.12658731128355782,0.09306417020308415,0.03314234043250504,0.05396606001165227,0.03772033062915965,0.025968956153213738,0.01180728693127642,0.008262643138738443,39035
"Allegheny County, Pennsylvania, USA",0.02526755407954418,0.050900136182195924,0.014227236369711235,0.022659175314519726,0.023471067448217878,0.06236096548001862,0.018848782886819446,0.06361446858553592,0.018341182072574253,0.07447926199738779,0.10992935266395769,0.035042169245885414,0.0010252737623344598,0.022363783940920222,0.026127983478922027,0.03303464536190387,0.029748568280905503,0.11128739757247635,0.09725035955781272,0.027392600663163204,0.05435982732889449,0.03317179135678925,0.024614384882630146,0.013084743808329349,0.007397287678550271,42003
"Salt Lake County, Utah, USA",0.020720220350702097,0.05137630128845571,0.012209320212902032,0.02227796120545165,0.01477262974831631,0.05531113525627426,0.010420023285149141,0.03756713911662171,0.017648459018623212,0.06524375729684977,0.11365840783339633,0.05510062973536224,0.001143206905876505,0.028790678167824758,0.03570659416640604,0.05436547968540762,0.03554790538910307,0.1362132647625099,0.09545939591392602,0.029538782403681543,0.04271642801277937,0.022237479374507194,0.02635529121819542,0.010305054885266406,0.005314454766411752,49035
"Contra Costa County, California, USA",0.02527938341676392,0.04598336241563391,0.014730428335754765,0.02425083555660619,0.017966277709230864,0.05931784063917817,0.014232767064010658,0.0375357168632245,0.015610044567036635,0.07067497579878636,0.13748081604245366,0.04865045247211739,0.0029786012712708083,0.02368154559877928,0.027673932270888532,0.028648218583776485,0.03411629237135365,0.10257771636522356,0.09854608731636395,0.040057716566960964,0.046977398272497084,0.034338942378093644,0.02858202153101323,0.012440349982894476,0.007668276610087405,06013
"Fairfax County, Virginia, USA",0.026789495041548022,0.11785526481775477,0.01871820906151538,0.028729084145350598,0.013808517360931881,0.06279195563224785,0.028352806316703543,0.03416571223837203,0.010569657151960789,0.10690932144942518,0.1554389299338429,0.03219747768135976,0.00032107936108088193,0.014724256467550401,0.013705437029360869,0.015275977683217066,0.024248626978373596,0.08309272691409149,0.07394960285939924,0.03062269436565255,0.04127075275587709,0.016693925176091043,0.0288355207091533,0.012345036240503123,0.008587932628636807,51059
"Wake County, North Carolina, USA",0.03201947813303943,0.0815178923870582,0.020827378278683,0.02455354104563962,0.017681407979092675,0.06278669334531119,0.014615405556236102,0.043143520219962775,0.01632025263043269,0.08976989668830894,0.14308975458369044,0.03535941306981364,0.001252262920767148,0.01833986687900685,0.021167667115848044,0.028596172431159698,0.025662882654797374,0.09469217471790053,0.10532790232349222,0.025091197408360178,0.04357398559897653,0.020699769964746113,0.020682755522887824,0.007848762029210409,0.00537996651557842,37183
"Mecklenburg County, North Carolina, USA",0.019549920396040293,0.05221207645363939,0.006246499879029048,0.022387239003064115,0.019512698565775255,0.05467717675801255,0.013761925789821826,0.03512048875646948,0.014223814865383867,0.09538432385699323,0.1323489851129601,0.04601971741863222,0.0015311707449949343,0.019891684473928667,0.038766536221070624,0.03672948696474568,0.0337805028669269,0.10447829375130047,0.11291749781321771,0.028863837469186252,0.04956763460344354,0.021170761913946554,0.02574058752967176,0.010692816694329246,0.004424322097416298,37119
"Fulton County, Georgia, USA",0.023451673507719737,0.06331217701042968,0.014571496958352194,0.034599201607659225,0.01509350179325147,0.06092504647990713,0.025028871910469274,0.04002656833105139,0.010853405104279451,0.09434425035888656,0.1594078979223545,0.020256295034876744,0.0006762947994147405,0.012352325601075126,0.03097406210354062,0.022367394009623058,0.03568630445574839,0.10143065825274315,0.11105555221994372,0.026834798992820198,0.045147675455752316,0.013524087713430048,0.020317776380278162,0.012404765572152716,0.005357918424240308,13121
"Collin County, Texas, USA",0.03579342102953478,0.08912430992366631,0.006512064265327279,0.021514135762883736,0.012739694022735887,0.06484176525563698,0.011912312680476716,0.04099795620439621,0.015786958325872555,0.09694755302053559,0.15332858047139897,0.029911771986405933,0.0011358251625570835,0.02111878454567094,0.019390290051523203,0.023983456196693086,0.02284947790431904,0.09941267372214802,0.11235365459518838,0.02200508973662815,0.041975665519670316,0.016307863716063502,0.024857025793261378,0.009623969024869714,0.005575701082536309,48085
"Montgomery County, Maryland, USA",0.02446608834462686,0.07768443834846958,0.04571523761273235,0.03397202081140243,0.019554601734844967,0.067612176976644,0.034899410520430975,0.04408871806349091,0.014033942056333652,0.08981045472663311,0.13369586817334972,0.03855535219066044,0.0007868670207512734,0.018293326064824738,0.014249581099712737,0.017053522045672613,0.024008538672735818,0.0829052604809349,0.07419622174785356,0.03496865569948408,0.03902540702692157,0.02460666886343753,0.030947514211392288,0.008785845942824421,0.006084281563835547,24031
"Pima County, Arizona, USA",0.02918172324444312,0.031458234109211385,0.011861014860678426,0.02029633966765563,0.018555092873778184,0.06826255467340152,0.010062964532747213,0.043496213825980186,0.020289785413726405,0.04808200682516295,0.09264437929030529,0.04852551134104406,0.002125763024394937,0.032908908978890955,0.03145823410921129,0.032847735942217654,0.029850257145229188,0.1270673209268588,0.09756006973726242,0.0425065214826596,0.06422731900427758,0.03728933535495649,0.02866830668664992,0.01500050249280128,0.015773904456455753,04019
"Honolulu County, Hawaii, USA",0.020316102566205637,0.02595755528588732,0.010026089876535142,0.022234280679127347,0.016980834723822863,0.06930024390157255,0.011172383750557333,0.04217266049840754,0.01723349821333627,0.05104259967298586,0.09830004829066183,0.05140012680922017,0.004109353331705717,0.0300782296140514,0.028671693022711022,0.023194834681680192,0.0400519097502118,0.12692241935577264,0.10485441359270972,0.04295315189448469,0.07135467045400748,0.028917423440345157,0.029746968398672493,0.021538331356457975,0.011470176838869892,15003
"Fresno County, California, USA",0.012165930103038718,0.015218839990473198,0.008882067221755809,0.013960627326069537,0.023056807219205704,0.06314880349508865,0.009661533575994377,0.03594205966766821,0.018057637206527376,0.0386822207092664,0.08201958770079078,0.04494682066740599,0.0697862963078795,0.02998539703465995,0.0476557068244208,0.04688586351159216,0.04010402507764604,0.11083097368338646,0.09810209565784289,0.04009440203623544,0.05304701577457101,0.05007830749947691,0.0235860744967751,0.011870021579670365,0.012230885632558574,06019
"Westchester County, New York, USA",0.012818711950540433,0.028125087265952805,0.013299740707987366,0.03267171472650708,0.02191171844146994,0.08717832474322551,0.030890499453115932,0.05635582140655602,0.015884813934374204,0.07445386681457801,0.13355853904329074,0.04750600671179151,0.0013686173852045119,0.019456133623513297,0.01700218883291287,0.020542573142134174,0.03048455483567142,0.09429810466327755,0.09471150994954702,0.03979607313713067,0.0395402521598927,0.03040142000516789,0.030052482350452655,0.015020109996033183,0.012671134719672583,36119
"St. Louis County, Missouri, USA",0.0218272706198965,0.04914609495457652,0.015146785576878284,0.021559486059542794,0.01671263499088825,0.06422372561217646,0.016425866428933723,0.05606512129779292,0.021447235155316543,0.08261773305971236,0.11550833039624003,0.030664652930974073,0.00093688701859477,0.017990856771195444,0.036241566933416534,0.043149691842444715,0.026961819432813446,0.11515757719223504,0.101770528101026,0.02738745010596161,0.04686162655965872,0.03132203472840709,0.024541050330671672,0.009281912056419659,0.007052061844226784,29189
"Duval County, Florida, USA",0.013745757318037153,0.03797429793831269,0.006266337208852428,0.023046204624653528,0.01695670621998354,0.04852858569952738,0.01066016850028155,0.04293035649733667,0.018610218345895792,0.06497735641268583,0.10025281908312456,0.046056321972992614,0.001521561459789886,0.03320287019516609,0.047293889162717255,0.03443971926688135,0.04200667588271703,0.13314206315643953,0.10414952965149234,0.03238089818058449,0.06324975889088258,0.027574076330721377,0.026537277467964457,0.014129686917053005,0.010366863615906836,12031
"Marion County, Indiana, USA",0.014804043151005456,0.030120090062300733,0.010246370333998493,0.019892605112903104,0.02011922972811341,0.0505771583371626,0.013110653665128572,0.04719037936540895,0.020326968958722845,0.061983930636080806,0.0921501849718501,0.04434917817101358,0.001825587178082881,0.025841501262173293,0.0702578274673231,0.0669528851621728,0.039015106209304436,0.12745116554298652,0.08587394215616555,0.032138727838525734,0.05620919970035215,0.028338568781619902,0.023180760409519077,0.011035359735100999,0.007008576062984861,18097
"Capitol Planning Region, Connecticut, USA",0.030848961718661194,0.04306101082441436,0.009338745256516161,0.019785137323904974,0.02078084129616365,0.071446402713565,0.014538591131267105,0.04754180583872545,0.01911088115102333,0.07395592912016018,0.11135445737115292,0.03663330287967748,0.001127755347030081,0.022769846433715654,0.029488609509763286,0.05063286539230861,0.0322556804751028,0.11033661170648086,0.09447214398706431,0.03143663099694073,0.04723236840835231,0.03534639588402238,0.027561062238502746,0.010403628593587597,0.008540334401896874,09110
"Prince George's County, Maryland, USA",0.014203296867200548,0.058563243649583104,0.011542415992331568,0.018445194405388648,0.021187611988680282,0.061011333602470796,0.012584494899978272,0.033670683178181574,0.015991138351884624,0.06966217949610333,0.10013901014435975,0.07596635914732466,0.0008611071889523728,0.02753355434421627,0.03030977983100028,0.021038459473272875,0.045984714850221126,0.11982913087834902,0.06977155800740167,0.045738116024747505,0.045501460700300894,0.03293088670176062,0.027362526126549006,0.025863046171652655,0.01430869797808849,24033
"Pinellas County, Florida, USA",0.014846924125149378,0.036121284717628196,0.0076568768262230726,0.021230293947719775,0.013998341479736004,0.04983077986934866,0.01484236083155418,0.05305290352427086,0.023413386385762833,0.06712041868806487,0.11838557769201664,0.034705005078100294,0.0018869511266902976,0.029380816207992183,0.0242937104057174,0.04278884547397131,0.027811825116884178,0.12807253576237118,0.1169787710352663,0.030037381476636725,0.06436532025725128,0.03409361587113372,0.02794644982027281,0.01019826186968457,0.006941362410553206,12103
