longname,High school diploma [25-64] %,Bachelor's degree [25-64] %,Graduate degree [25-64] %
"Edmonton--Wetaskiwin (Riding), Alberta, Canada",0.9286312418503053,0.32497092340982603,0.07527614805020252
"Calgary Shepard (Riding), Alberta, Canada",0.9281181503319498,0.33686905877689005,0.06828376271617755
"Brampton West (Riding), Ontario, Canada",0.9115826858884912,0.4293763796291834,0.13593326322430957
"Calgary Skyview (Riding), Alberta, Canada",0.8620066633178445,0.33279841225977613,0.08737941639937453
"Banff--Airdrie (Riding), Alberta, Canada",0.9448814865529443,0.2969888374537837,0.06118547019680339
"Simcoe--Grey (Riding), Ontario, Canada",0.8957315086347346,0.2057999348321929,0.036298468556533
"Durham (Riding), Ontario, Canada",0.933642431512393,0.27173931896961784,0.0594586241999047
"Oakville North--Burlington (Riding), Ontario, Canada",0.9809217982621837,0.6045208412038788,0.19361541367585958
"King--Vaughan (Riding), Ontario, Canada",0.9320780532596195,0.44770974154707277,0.1217971458553655
"Niagara Falls (Riding), Ontario, Canada",0.9133689098343614,0.23002287060780396,0.05218656871578074
"Calgary Rocky Ridge (Riding), Alberta, Canada",0.9648473993704791,0.5145201443071871,0.14483049700398612
"Guelph (Riding), Ontario, Canada",0.9183140862530175,0.4014484243491881,0.12637828668363021
"Dufferin--Caledon (Riding), Ontario, Canada",0.9176126933545776,0.26887074287990437,0.053840536413728955
"Etobicoke--Lakeshore (Riding), Ontario, Canada",0.943893114322195,0.5146945729246009,0.1505168029966845
"Brantford--Brant (Riding), Ontario, Canada",0.8871491467486109,0.19774203485854505,0.036658396648752756
"Orléans (Riding), Ontario, Canada",0.9586407455657252,0.42978409492230574,0.1213449173903903
"London West (Riding), Ontario, Canada",0.9414315435934789,0.41568819441096305,0.12557553097242732
"Whitby (Riding), Ontario, Canada",0.9455796353629169,0.37034743722050206,0.088063295493636
"London North Centre (Riding), Ontario, Canada",0.9163489843788171,0.41580766381518824,0.14908834937753873
"Milton (Riding), Ontario, Canada",0.9531446102356715,0.49916329661135117,0.14363408171803088
"North Okanagan--Shuswap (Riding), British Columbia, Canada",0.8912239453902618,0.1632646344119043,0.03518518240861286
"Kelowna--Lake Country (Riding), British Columbia, Canada",0.9308748578733949,0.28695188363688706,0.07784101061433617
"Markham--Stouffville (Riding), Ontario, Canada",0.9331770128369212,0.4588708736155839,0.10852981339674259
"Spadina--Fort York (Riding), Ontario, Canada",0.9730766668123536,0.7072447708905096,0.23136098969677332
"Kamloops--Thompson--Cariboo (Riding), British Columbia, Canada",0.9122627120686471,0.21258221371952035,0.047805893566012544
"Essex (Riding), Ontario, Canada",0.9321703862141328,0.27548559569625797,0.0641626523926052
"Edmonton West (Riding), Alberta, Canada",0.9077748695106109,0.33147617000228136,0.06865304177092577
"Nanaimo--Ladysmith (Riding), British Columbia, Canada",0.9117617611974176,0.258953796048834,0.06951754704662415
"Langley--Aldergrove (Riding), British Columbia, Canada",0.9315512153610337,0.279965601830744,0.06616738276405508
"Mirabel (Riding), Quebec, Canada",0.8741340283970096,0.17326291240825864,0.029494478359283892
"Nepean (Riding), Ontario, Canada",0.9523077289378595,0.4723462898320386,0.14543078934262038
"Brampton South (Riding), Ontario, Canada",0.9039525828542883,0.39673920895424375,0.1174371820243572
"Edmonton Manning (Riding), Alberta, Canada",0.864217590957259,0.21596608972094666,0.035817732250088316
"Coquitlam--Port Coquitlam (Riding), British Columbia, Canada",0.9503197556612122,0.41506490690011005,0.10276241756064951
"Brampton East (Riding), Ontario, Canada",0.8733338085394542,0.37786014683869124,0.10834699550930209
"Surrey Centre (Riding), British Columbia, Canada",0.8425949835996558,0.28877450728526627,0.07373243323427381
"Red Deer--Lacombe (Riding), Alberta, Canada",0.8636507638337296,0.14929237600745446,0.021860492308683917
"Carleton (Riding), Ontario, Canada",0.9613065907887224,0.47347743877489146,0.13783437612097893
"Oshawa (Riding), Ontario, Canada",0.8869133989593196,0.18475197812820754,0.038668229411156316
"West Vancouver--Sunshine Coast--Sea to Sky Country (Riding), British Columbia, Canada",0.9593695442072524,0.4268329929950082,0.12958254905424862
"St. Albert--Edmonton (Riding), Alberta, Canada",0.9231491136600626,0.2918698555676347,0.05715505957003082
"Cloverdale--Langley City (Riding), British Columbia, Canada",0.9209909257668849,0.28321173821022555,0.06457105300483162
"Windsor West (Riding), Ontario, Canada",0.8812591607650639,0.3004017581135642,0.09944401587437023
"Calgary Centre (Riding), Alberta, Canada",0.9595956606388015,0.5737644855724224,0.16014452278703542
"Pontiac (Riding), Quebec, Canada",0.8795783163281913,0.31693027116095773,0.09218747920323231
"Vaudreuil--Soulanges (Riding), Quebec, Canada",0.9212594721144508,0.30557432752218194,0.06439058642922574
"Calgary Midnapore (Riding), Alberta, Canada",0.9441360422696482,0.3670887206777136,0.07805084585550891
"Esquimalt--Saanich--Sooke (Riding), British Columbia, Canada",0.9210298820836933,0.2983217481884016,0.08045607763579145
"Markham--Unionville (Riding), Ontario, Canada",0.9350383023501789,0.5435962799948119,0.15192363956590768
"Wellington--Halton Hills (Riding), Ontario, Canada",0.9290007513148009,0.29834710743801657,0.06168294515401952
"Mississauga Centre (Riding), Ontario, Canada",0.9320214281069283,0.5096240921747983,0.16000971367232764
"Waterloo (Riding), Ontario, Canada",0.9536694595141894,0.5379163593218506,0.20367037332434623
"Newmarket--Aurora (Riding), Ontario, Canada",0.935741545559882,0.4291632670842629,0.10299920894220609
"London--Fanshawe (Riding), Ontario, Canada",0.8660439111553314,0.18510688674782372,0.038062443313704064
"Vancouver Centre (Riding), British Columbia, Canada",0.9781748408460114,0.6100355689340291,0.19592774998253812
"Ajax (Riding), Ontario, Canada",0.9270401860329915,0.3541893757721098,0.08705762662597194
"Elgin--Middlesex--London (Riding), Ontario, Canada",0.8783876121371789,0.19196533519518424,0.038495176017040424
"Ottawa Centre (Riding), Ontario, Canada",0.962522274548695,0.6645164633689223,0.2899853922383519
"Sherwood Park--Fort Saskatchewan (Riding), Alberta, Canada",0.9469771675642873,0.2426610028066448,0.04414776606235297
"Kingston and the Islands (Riding), Ontario, Canada",0.9395810769733923,0.3655665915448574,0.14268992723988136
"Edmonton Mill Woods (Riding), Alberta, Canada",0.8892883028876013,0.2970819152287954,0.07035462917127659
"Flamborough--Glanbrook (Riding), Ontario, Canada",0.9321253420902753,0.31836205858628974,0.07610984681478361
