longname,Population,Population (2010),Population Change (2010-2020),Population (2000),Population Change (2000-2020),PW Density (r=1km),PW Density (r=1km) (2010),PW Density (r=1km) Change (2010-2020),PW Density (r=1km) (2000),PW Density (r=1km) Change (2000-2020),AW Density,AW Density (2010),AW Density (2000),Area,Compactness,geoid
"Queens County, New York, USA",2405476.0,2230628.0,0.07838510051877767,2229272.0,0.07904105017243297,14022.034150224948,13435.848752983986,0.043628460547442224,13600.986753975252,0.030957121263766683,7544.218088843671,6995.847851768706,6991.595071974407,318.8502733712323,0.26039659869883347,36081
"King County, Washington, USA",2269568.0,1931237.0,0.17518875207962564,1737093.0,0.3065322351768155,2729.6241723712637,2131.0436452389326,0.2808860946933906,1977.647620787732,0.38023788650680157,399.82365187468173,340.2207953123699,306.0189722916196,5676.422566195157,0.21473364630326683,53033
"Clark County, Nevada, USA",2265461.0,1951269.0,0.1610193161475942,1375738.0,0.6467241582336172,2623.294796484331,2450.099610870406,0.07068903845603106,2457.522419111236,0.06745508243747644,108.52551085808766,93.47433703186674,65.90387972111805,20874.91670932937,0.4682681367374891,32003
"San Bernardino County, California, USA",2181654.0,2035210.0,0.07195522820740857,1709467.0,0.27621884482122205,2003.2190121365013,1930.736326959432,0.03754147273502469,1805.2206317210532,0.10968098687564924,41.89625584156317,39.08396054154681,32.82842594871114,52072.76774922906,0.5452445529167272,06071
"Tarrant County, Texas, USA",2110640.0,1809464.0,0.1664448698620144,1447101.0,0.4585298469146245,1676.3454605152745,1549.5365814619724,0.08183664753087602,1527.2772603650208,0.09760388897208241,901.7289596416232,773.0575039935612,618.2451195970666,2340.658994515201,0.7629595598606611,48439
"Bexar County, Texas, USA",2009335.0,1714782.0,0.17177285509178425,1392936.0,0.44251781847837945,1682.057336052132,1663.257475907682,0.011303036611448602,1672.0776162089453,0.0059684549009235135,617.6159144440576,527.0781890536969,428.15132439441294,3253.3730964635006,0.5145185623094365,48029
"Broward County, Florida, USA",1944375.0,1748066.0,0.11230067972261917,1623035.0,0.19798710440625125,2414.0787774714104,2170.3778234314923,0.11228503692256349,2152.138814913001,0.12171146244997118,612.8274212826653,550.9548204497094,511.54759431771686,3172.7937302974588,0.6312412127300905,12011
"Santa Clara County, California, USA",1936421.0,1781684.0,0.08684873411895712,1682614.0,0.1508408939899466,3353.7701571978714,3156.5631773272908,0.06247522029245705,3096.836266536463,0.0829665725107147,574.9850230866954,529.0386831547456,499.6216471707324,3367.7764154702677,0.3296883279684085,06085
"Wayne County, Michigan, USA",1793561.0,1820559.0,-0.014829511155639559,2061052.0,-0.12978372209919983,1915.3475611857148,1920.6089955890375,-0.002739461501745734,2362.073066685263,-0.18912433819265612,1096.1111564670987,1112.6106281897214,1259.5847541615963,1636.2948131837907,0.4389139829486581,26163
"New York County, New York, USA",1694230.0,1585871.0,0.06832775175282227,1536958.0,0.10232680398553506,29109.225239787476,27602.778224586873,0.05457591996514149,27503.11325452644,0.05839746105822048,20621.210904787262,19302.32634222383,18706.984925187266,82.15957868927477,0.29239443378818303,36061
"Alameda County, California, USA",1682299.0,1510231.0,0.11393488810652146,1443464.0,0.16545961658898317,3897.4665751218095,3581.175559899248,0.08832044392469264,3621.1646952174415,0.07630193685177768,865.6691827925177,777.1272738068126,742.7706378416791,1943.3509167707207,0.29996695090625414,06001
"Middlesex County, Massachusetts, USA",1632002.0,1503085.0,0.08576826992485455,1465363.0,0.11371858031081718,2821.352951178337,2608.6084830186264,0.08155477126775551,2582.226503767302,0.09260475293788722,743.828780963038,685.0713928253936,667.8785773291578,2194.0560002088664,0.20490580104080952,25017
"Philadelphia County, Pennsylvania, USA",1604252.0,1526018.0,0.05126676094253148,1517550.0,0.057132878653092155,7197.1155847688715,6701.742016680211,0.07391713480699598,6666.982480840572,0.07951619873785246,4339.446961592202,4127.826659050454,4104.921007774493,369.69042695970137,0.2951199001354757,42101
"Sacramento County, California, USA",1585055.0,1418788.0,0.11718946029991796,1223499.0,0.29550984512451584,2314.6140179155136,2128.725109188141,0.08732405509994086,2123.771967544345,0.08985995355793008,615.4647360300717,550.9045313270727,475.075305947148,2575.3790708206457,0.2982571081036329,06067
"Suffolk County, New York, USA",1525766.0,1493032.0,0.02192451333929882,1419459.0,0.0748926175394992,1410.3458779677032,1401.8607249039867,0.006052778933725887,1355.9798039413254,0.04009357209329819,512.1849433616576,501.19645499843506,476.49870787472986,2978.935675043156,0.1286297075397327,36103
"Palm Beach County, Florida, USA",1492191.0,1320134.0,0.13033298134886306,1130997.0,0.31935893729161086,1652.8158123180333,1463.8060760553205,0.1291221148446508,1409.949524060451,0.17225176087024904,258.7712049366586,228.93360558926494,196.13404481714878,5766.449170282509,0.7403793343431568,12099
"Bronx County, New York, USA",1472670.0,1385074.0,0.06324283034697063,1332437.0,0.10524550128824102,20763.530154347107,19506.484510283844,0.06444244955571293,18726.156528855114,0.10879828022117653,11958.407014136565,11247.108066775441,10819.683952749145,123.14934574973834,0.2941608981778554,36005
"Hillsborough County, Florida, USA",1459290.0,1228728.0,0.1876428306346075,998707.0,0.4611793048411596,1448.1080575945534,1293.9371455716598,0.11914868705216829,1253.3088031792217,0.1554279790592643,520.7307215265614,438.4573443249038,356.3770167023879,2802.388911723858,0.33481568156415703,12057
"Orange County, Florida, USA",1429908.0,1145956.0,0.24778612791416074,896344.0,0.5952669957070054,1598.3779952629852,1403.9492920337925,0.13848698406161017,1380.7299556046992,0.15763259048215966,550.1017040685773,440.86217322206085,344.83362694078556,2599.352064217099,0.393130498723379,12095
"Nassau County, New York, USA",1395684.0,1339240.0,0.04214629192676443,1334046.0,0.046203804066726334,2985.643462616731,2838.286895115482,0.051917432221119296,2842.6854816198406,0.050289763648220784,1713.0153955211206,1643.7379365943189,1637.3629964471677,814.7527474937933,0.33071565168046135,36059
"Franklin County, Ohio, USA",1323807.0,1163408.0,0.13786994760221694,1068951.0,0.23841691527488162,1921.4179918077539,1730.8938750315672,0.11007267373495791,1789.2550821671687,0.07386476694005407,940.2103580324087,826.289823378913,759.2034204601588,1407.99023185657,0.5957566656695327,39049
"Travis County, Texas, USA",1290188.0,1023973.0,0.25998244094326706,811877.0,0.5891421976481659,1739.6443864148819,1611.6955206419993,0.07938774050939575,1660.7316805479788,0.04751683055800128,485.98002044190685,385.70380399752645,305.8127970933802,2654.8169589910676,0.5064184207904529,48453
"Hennepin County, Minnesota, USA",1281565.0,1152428.0,0.11205645819088048,1116246.0,0.1481026583745877,2088.3187473168555,1861.198699340198,0.12202890967910762,1908.4676929463276,0.09423845896645519,815.4927173696684,733.3195283055422,710.2959926285619,1571.5223112397923,0.5013332495922003,27053
"Oakland County, Michigan, USA",1274395.0,1202355.0,0.059915748676555594,1194156.0,0.06719306355283565,1127.3669919744189,1082.294322157806,0.04164548302050596,1159.8756337191078,-0.028027696073285813,542.3987213127065,511.7375810199658,508.24798233506596,2349.5538428182967,0.7184156998331234,26125
"Cuyahoga County, Ohio, USA",1264409.0,1279732.0,-0.011973600722651304,1393717.0,-0.09277923710480679,1791.147219608335,1851.444220171006,-0.032567549108825825,2183.5055766963524,-0.17969194183678533,1064.0316823939957,1076.9263687409953,1172.847586731123,1188.3189391082506,0.3767020645209249,39035
"Allegheny County, Pennsylvania, USA",1250596.0,1223361.0,0.02226243929633199,1281670.0,-0.024244930442313545,1543.0549005675487,1560.0067852463126,-0.010866545478574538,1705.4465023310177,-0.0952194053237735,648.745446117539,634.61731662967,664.865053083063,1927.7144949290607,0.4498612516690163,42003
"Salt Lake County, Utah, USA",1185238.0,1029629.0,0.15113113558378793,898387.0,0.31929558197079877,2090.197814031652,1961.3898631493662,0.06567177352260872,1951.5158287068243,0.07106372558439633,568.0109383993529,493.43721218285896,430.5410752235243,2086.646435612639,0.4494714687448224,49035
"Contra Costa County, California, USA",1165960.0,1049063.0,0.11142991412336532,948838.0,0.2288293681323893,2152.993749493275,1966.742966201249,0.09470011409359118,1954.814421686885,0.10138012366175073,592.0983987360241,532.735704889713,481.8393945417439,1969.1997183053033,0.3013105606394834,06013
"Fairfax County, Virginia, USA",1150265.0,1081664.0,0.0634217280042601,969747.0,0.1861495833449343,2047.8367286256846,1932.6668885765089,0.059591148754042755,1732.6189324205563,0.1819314047115675,1104.7299374343697,1038.8446167144182,931.3580284866251,1041.2182751844139,0.2741795359250579,51059
"Wake County, North Carolina, USA",1129410.0,900988.0,0.25352390930844804,627778.0,0.799059540155915,1080.5301786661714,975.4498627451271,0.10772497893979455,867.4698633798332,0.24561120135772016,508.79012484642914,405.88785029806223,282.80894183320635,2219.7954418649456,0.5604351279804617,37183
"Mecklenburg County, North Carolina, USA",1115482.0,919619.0,0.2129827678636479,695473.0,0.6039184842546008,1268.8310916944592,1073.0020812937541,0.1825057134694348,986.8093886900251,0.28579146716349524,788.4466724245464,650.0064908697665,491.57527652720216,1414.7843335679124,0.46689389673834175,37119
"Fulton County, Georgia, USA",1066744.0,920675.0,0.15865424824177912,816002.0,0.3072811096051235,1642.1513941265453,1334.8400566700593,0.23022334093203348,1325.6561262373787,0.23874612852088412,770.7822306697249,665.2392047406397,589.6071051638977,1383.9758592684693,0.21688474730313337,13121
"Collin County, Texas, USA",1064456.0,782232.0,0.3607932173575103,491641.0,1.1651082802288661,1574.561979498731,1438.4181278077788,0.09464831474172417,1355.1527187671961,0.1619074054849958,463.915720130481,340.91566169865774,214.26906190642902,2294.5029750244526,0.7242660954990898,48085
"Montgomery County, Maryland, USA",1062124.0,971782.0,0.09296529468543356,873285.0,0.21623983006693118,2390.287419184471,2136.5468659549183,0.11876198798763299,1993.906454164251,0.19879616929489496,808.9511179339326,740.1434628047882,665.1246719073614,1312.96437628107,0.458540109943954,24031
"Pima County, Arizona, USA",1043433.0,980263.0,0.06444188957453255,843746.0,0.2366671960518924,1310.1759721556475,1307.1106562400298,0.002345108197981676,1347.064024569656,-0.027384037982747814,43.83692673121632,41.18301540043521,35.447634473662276,23802.603827539082,0.469964494453459,04019
"Honolulu County, Hawaii, USA",1015379.0,952427.0,0.06609640423885506,874921.0,0.16053792285246324,3481.579260862635,3357.763615699205,0.03687443767170822,3143.258231047601,0.10763386427283021,635.357040849799,595.9658416664629,547.4677116006407,1598.12347187011,0.22277835208885732,15003
"Fresno County, California, USA",1008654.0,930450.0,0.08404965339351926,798800.0,0.2627115673510265,1904.2532302112284,1827.7498938780602,0.04185656724118082,1752.2743498577322,0.08673235464859448,64.78820956634353,59.764983424449156,51.308795485464,15568.480850935262,0.2332729446198941,06019
"Westchester County, New York, USA",1004437.0,949112.0,0.058291329158202614,923425.0,0.08772991850989523,3513.321680354177,3253.5480087931705,0.07984319606132488,3189.839353449643,0.10141022511202785,813.2942128412616,768.497473647621,747.6986694963865,1235.0229279155656,0.4111904211432446,36119
"St. Louis County, Missouri, USA",1004309.0,999076.0,0.005237839763941882,1016287.0,-0.011786040754235762,1361.9884114538409,1371.2269023410238,-0.006737390341022731,1415.519590613283,-0.03781733542539633,740.8727388683817,737.0123860860226,749.7088377843185,1355.5755898563552,0.3308151682355241,29189
"Duval County, Florida, USA",995398.0,864109.0,0.151935693297952,778578.0,0.2784820531790007,1226.3604819738719,1111.0429187914408,0.1037921769105644,1183.5013799026617,0.03621381672975754,453.48585185747226,393.6728885960274,354.7064667273664,2194.99240367227,0.45237082002339873,12031
"Marion County, Indiana, USA",977203.0,903393.0,0.08170309046007662,860454.0,0.13568302314824499,1431.08969882706,1336.8555548353127,0.07048939853741788,1406.5273420849687,0.017463120699581378,936.2350642453978,865.5194503023862,824.3806107535584,1043.7581728341079,0.7022097059522907,18097
"Capitol Planning Region, Connecticut, USA",976219.0,973628.0,0.0026611806562670754,922592.0,0.05812645242967639,1292.4831917218798,1333.3664415442538,-0.030661676001853284,1331.7829859607316,-0.029509157763043026,360.3482353652479,359.3918287824715,340.553092248865,2709.0988776745567,0.399108735556533,09110
"Prince George's County, Maryland, USA",967201.0,863420.0,0.12019758634268375,801581.0,0.2066166737984059,2055.395003375942,1888.998576667159,0.08808711068610925,1875.061974566374,0.09617443650163714,748.6770770950337,668.3437691910926,620.4763230547882,1291.8800769924305,0.35451231159967506,24033
"Pinellas County, Florida, USA",959120.0,916535.0,0.04646303741810187,920733.0,0.0416917825254444,1565.3278260113832,1498.9679206890946,0.04427039725558775,1514.4939214937056,0.03356494456414952,1136.459172468292,1086.0002998980588,1090.9745008385269,843.9546472372373,0.18936922719940144,12103
"Gwinnett County, Georgia, USA",957081.0,805337.0,0.18842298317350376,588462.0,0.6264108812463677,1179.2484347131453,1065.5030278358988,0.106752776768988,976.3677500331308,0.20779125966945364,846.0138241003184,711.87938644637,520.1722601929425,1131.2829326610524,0.5335078479743313,13135
"Bergen County, New Jersey, USA",955732.0,905109.0,0.05593028022039335,884116.0,0.08100294531486818,3098.290648879854,2886.826304063863,0.07325149577524177,2813.022413508286,0.10140986932834045,1497.5249751391284,1418.2044053387367,1385.3107261450969,638.2077199822374,0.45586300020680354,34003
"Erie County, New York, USA",954236.0,919040.0,0.03829648328690808,950265.0,0.004178834325161929,1770.2174132344658,1692.604399310991,0.04585419602777154,1877.5532387570324,-0.057167926483738245,349.5291209314877,336.6371037153015,348.0745749499706,2730.061510917835,0.33196794139613156,36029
"Milwaukee County, Wisconsin, USA",939450.0,947735.0,-0.008741895150015564,940164.0,-0.0007594419696989036,2618.5968593081197,2729.932063822859,-0.04078314108624052,2794.1951990433963,-0.06284397732677852,1497.3164719079662,1510.5212906527183,1498.4544611154197,627.4224705501965,0.6175952182686658,55079
"DuPage County, Illinois, USA",932877.0,916919.0,0.017403936443677142,904182.0,0.031735867336443326,1608.7573757548346,1595.0730427881851,0.008579126221536065,1591.3469515959719,0.010940684017021996,1070.7527474050398,1052.4362144182799,1037.8167332394128,871.2347479479455,0.6912199520293181,17043
"Shelby County, Tennessee, USA",929744.0,927644.0,0.002263799474798522,897864.0,0.03550649096076911,1214.2307204287467,1244.417172748345,-0.024257502211199957,1365.7746678107155,-0.11095823561062816,460.01735880931074,458.97832392067517,444.24381964278655,2021.1063391314399,0.4092013912047009,47157
"Pierce County, Washington, USA",921068.0,795085.0,0.15845224095536956,700480.0,0.31490977615349475,1386.426164152621,1224.5431088624684,0.1321987393653562,1185.972660523431,0.16902034111032502,209.54058782919023,180.87978116075223,159.35738833896215,4395.654367214149,0.1361294775331368,53053
"Kern County, California, USA",909235.0,839631.0,0.08289832080997486,661655.0,0.37418292010186577,1786.4519285346064,1708.9757593427287,0.0453348555521203,1567.625415647515,0.13959107239703952,42.99725690191997,39.70571943426723,31.28932565886691,21146.348988588612,0.45040921741331524,06029
"Denton County, Texas, USA",906431.0,662192.0,0.3688341145770411,432098.0,1.097744030289425,1514.03366353706,1411.566219561899,0.07259131208662901,1355.2584032656368,0.1171549719882478,367.7563071211502,268.663896672961,175.31038192033895,2464.7599033601177,0.7497364481060602,48121
"Macomb County, Michigan, USA",881217.0,840893.0,0.047953782466972614,788149.0,0.11808427086756439,1544.6290552982819,1506.648674119278,0.025208518635710192,1538.1834052810211,0.004190430084690149,702.8394471687927,670.6779048158486,628.610441521937,1253.795590941509,0.5615538919772175,26099
"San Francisco County, California, USA",873661.0,805235.0,0.08497643545052065,776610.0,0.12496748689818571,10164.018459704692,9425.79925439016,0.07831900355513076,9434.244025355003,0.0773537797398905,7132.366578698462,6573.752521857169,6340.064634547053,122.492442075156,0.34798293358703464,06075
"Hidalgo County, Texas, USA",870781.0,774769.0,0.12392338877781636,569463.0,0.5291265630954074,1114.8076703160043,1091.5718533190175,0.021286566639050243,975.0300008483741,0.14335730115587167,212.27763490026584,188.87197919344138,138.82280252234497,4102.085461848668,0.44589172804651866,48215
"El Paso County, Texas, USA",865657.0,800647.0,0.0811968320620698,679563.0,0.2738436318634181,1680.0586141031213,1759.0534464010348,-0.04490757939136773,1760.8232552284219,-0.0458675456980056,329.26764185478953,304.53996172630923,258.4835639309407,2629.0375668975203,0.5189237730584275,48141
"Essex County, New Jersey, USA",863714.0,783558.0,0.10229746872599092,793157.0,0.08895716737039451,5439.4858841771575,4873.132009349763,0.1162196865877566,5102.23213779768,0.06609925563383905,2599.57480983228,2358.324212462183,2387.2149316117857,332.25202703657726,0.3601089397804321,34013
"Middlesex County, New Jersey, USA",863162.0,809904.0,0.06575841087338746,750604.0,0.14995656831032075,2208.8984909964606,2104.500745274727,0.04960689415584193,1987.8696424215905,0.11118880426465812,1050.2204772008545,985.4207731189289,913.269688736147,821.886469306502,0.42481417241324687,34023
"Worcester County, Massachusetts, USA",862111.0,798550.0,0.07959551687433473,750960.0,0.14801187812932778,1267.5729408276657,1110.2706931460677,0.14167918567305923,1112.6197560440899,0.1392687698935983,210.79327707122394,195.25208633833216,183.615937332207,4089.841061243644,0.3510098764234724,25027
"Montgomery County, Pennsylvania, USA",856553.0,799862.0,0.07087597610587826,750097.0,0.14192297796151698,1377.91571994389,1310.516888403726,0.051429197240074644,1309.5954230239188,0.052169010152934424,678.8090412487146,633.8820333958078,594.4438060616646,1261.846775676873,0.36535097168258346,42091
"Baltimore County, Maryland, USA",854524.0,805029.0,0.061482257160922156,754299.0,0.13287171267627293,1794.4365996198928,1700.8724836636793,0.055009482988799034,1647.2333174994112,0.08936395382285256,531.127135780153,500.36364922455164,468.832551680039,1608.8878583558367,0.20799028916906379,24005
"Ventura County, California, USA",843835.0,823071.0,0.025227471263110958,753230.0,0.12028862366076763,2232.0311198074387,2231.7229994658874,0.0001380638823120395,2107.869878457783,0.05890365559021019,175.56031561050477,171.2403544885597,156.709897701921,4806.524738039993,0.47244166874977345,06111
"Hamilton County, Ohio, USA",830639.0,802374.0,0.03522671472405636,845303.0,-0.017347625644295595,1544.19661092839,1481.130821614946,0.042579486155504206,1603.1458188280242,-0.036770958204368924,777.2339239690982,750.7861929319249,790.9551172444957,1068.7117152043213,0.41968039817020353,39061
"Snohomish County, Washington, USA",827945.0,713341.0,0.16065808638505288,606008.0,0.3662278385763884,1598.2744373100234,1400.163446883579,0.1414913315066116,1242.7484985610777,0.28608036071706633,151.47404815310108,130.50703728337183,110.8702691279789,5465.91980669297,0.2944726937057892,53061
"Fort Bend County, Texas, USA",822779.0,585377.0,0.4055540275753916,354412.0,1.3215325666173832,1430.6529482494825,1336.7513835350771,0.07024609502634664,1215.0638729617297,0.17743024057019524,358.87814360099765,255.32860107844414,154.58673669347027,2292.64170769555,0.4152358052661228,48157
"Multnomah County, Oregon, USA",815422.0,735224.0,0.10907968183846012,660321.0,0.23488727452254282,2820.5226353252942,2514.409393115037,0.12174359634849341,2301.630499813204,0.22544545510419783,676.5739916183912,610.0319054595535,547.8832000110957,1205.2222079206429,0.1668060036693862,41051
"Essex County, Massachusetts, USA",808900.0,742158.0,0.08992963762433337,722059.0,0.12026856531114494,2393.6580125693263,2095.53239347798,0.14226724436196558,2065.6950940937795,0.15876637332065896,588.0293498888202,539.511294665332,524.9003391659929,1375.611608762284,0.22368056927921556,25009
"Suffolk County, Massachusetts, USA",797538.0,721632.0,0.10518657709192497,689002.0,0.1575263932470443,7069.905088771514,6384.788614360416,0.10730448818151321,6099.816474231114,0.15903570519516008,4899.7264509042525,4433.393014776647,4232.928492593371,162.77194410573944,0.08045129684872265,25025
"Oklahoma County, Oklahoma, USA",796292.0,718633.0,0.10806489543341316,660448.0,0.20568462619312952,1279.2031469615827,1268.5187652369473,0.008422722641110986,1269.465283174851,0.0076708389869298765,427.9448890681391,386.20922910905045,354.93932639694276,1860.7349225129108,0.7097770238255355,40109
"Jefferson County, Kentucky, USA",782969.0,741096.0,0.056501451903667003,693602.0,0.12884478418459,1430.3919121048962,1410.562944496891,0.014057485123485598,1456.1349536986852,-0.017679021802477782,760.2885733483118,719.628517290136,673.5102859136642,1029.8313396343754,0.48498440566348994,21111
"San Joaquin County, California, USA",779233.0,685308.0,0.13705516351771757,563598.0,0.3826042675807934,2107.8468510475045,1984.3615056820736,0.06222925863651341,1946.915481575775,0.08265965882683132,210.90581357891386,185.48424064707,152.5424291854281,3694.696636270945,0.4554753993294751,06077
"Cobb County, Georgia, USA",766149.0,688078.0,0.11346242722482044,607858.0,0.2604078584143007,1111.8734130055866,1023.1178269674895,0.08675011196038658,978.4697559366846,0.13633907053283964,858.5922620515794,771.1012433455198,681.201927074432,892.3315919122202,0.6366790488816898,13067
"DeKalb County, Georgia, USA",764329.0,691783.0,0.10486814506861256,665855.0,0.14789105736233865,1503.2926194663976,1373.7029242737137,0.09433604085919728,1409.068402057648,0.0668698675459296,1088.8098781653687,985.4658974693795,948.5306738666224,701.9857326128276,0.5679918179150659,13089
"San Mateo County, California, USA",764220.0,718399.0,0.0637821043737533,707038.0,0.08087542678045594,3267.1746378637754,3126.6370802001056,0.04494847149150912,3082.0735492546564,0.06005732363326706,644.6719155100795,606.0187634850247,596.434981809447,1185.440193086946,0.33757912877467305,06081
"Lee County, Florida, USA",760237.0,618083.0,0.22999176486005926,440269.0,0.7267556879998365,843.396692187918,731.3482286189613,0.15320808772661274,768.0089720034852,0.09815994725656765,331.2919142680668,269.3448230572171,191.85801243939392,2294.764729406736,0.21774815294873257,12071
"Monroe County, New York, USA",759341.0,744268.0,0.020252113486002355,734680.0,0.033566995154352915,1482.790609291825,1495.496657800092,-0.008496206555859446,1587.7837675146754,-0.06612560247242867,439.7828829549808,431.0531457291752,425.50012240793694,1726.6270003458308,0.44524226930320393,36055
"El Paso County, Colorado, USA",730395.0,622263.0,0.17377218314442608,516929.0,0.4129503278013035,1426.7971109254088,1369.8422330692472,0.04157769156273521,1360.298835878722,0.04888504885305619,132.43998667512727,112.83278695558529,93.73293885087776,5514.912968027133,0.6261073716671914,08041
"Norfolk County, Massachusetts, USA",725832.0,670711.0,0.082182937211407,650021.0,0.11662853969333299,1885.757473171832,1749.8644042088495,0.07765919955633518,1739.4979592556545,0.08408145185681234,680.9493592655346,629.2368284979802,609.8262179941668,1065.9118627894377,0.21018241498972745,25021
"Polk County, Florida, USA",725046.0,602092.0,0.2042113165429868,483625.0,0.49919048849832,757.3510038807265,657.7166591888707,0.1514852076496433,627.006925036405,0.2078829972041432,139.2409511590243,115.62833636105744,92.8774243348465,5207.131910295123,0.4238409696268311,12105
"Hudson County, New Jersey, USA",724822.0,634266.0,0.1427729060047362,608975.0,0.1902327681760335,11183.018976350237,10151.868387924502,0.10157249375418158,9964.573793434945,0.12227770180376918,5339.595918247187,4672.490824896278,4486.177881348222,135.74472883295167,0.2901262743927085,34017
"Jackson County, Missouri, USA",717204.0,674137.0,0.06388464065909452,654878.0,0.09517192515247115,1288.905302542571,1231.378754610435,0.046717184064407086,1338.714541159759,-0.037206765957765016,449.23167730393635,422.2560042089053,410.19283546863545,1596.5125262410243,0.6320586846071444,29095
"Davidson County, Tennessee, USA",715807.0,626660.0,0.14225736444004725,569869.0,0.2560904348192304,1285.260424044813,1145.3496649887352,0.1221554983014325,1107.8009746108119,0.1601907323617813,526.2583318286494,460.71782788341187,418.965320681218,1360.1817904007419,0.39495351712230453,47037
"Denver County, Colorado, USA",715478.0,600173.0,0.19211960551374355,553629.0,0.292341983530487,3086.26240677843,2652.672774902474,0.16345387036736825,2705.142786430264,0.14088706232438675,1785.6742425108307,1497.898561731392,1381.7350711091449,400.6766648512378,0.06859792444520826,08031
"Lake County, Illinois, USA",714342.0,703410.0,0.01554143387213716,644321.0,0.10867409257187023,1254.6850227088044,1265.454599741568,-0.008510441255627057,1318.761264259278,-0.04858820416329414,586.1669629738822,577.196501711307,528.7098949106937,1218.6664297418429,0.6394929188541624,17097
"Will County, Illinois, USA",696355.0,677558.0,0.027742274462112467,502278.0,0.38639359080031377,1210.4499017398982,1217.2027255036564,-0.005547821757434875,1101.5500625482669,0.09886054469436308,316.5921202753992,308.0462175608116,228.356595397013,2199.533580918723,0.44705772976049507,17197
"District of Columbia, District of Columbia, USA",689482.0,601718.0,0.1458556998461073,572044.0,0.20529539685758438,6569.571121790082,5649.898874921572,0.16277676242148237,5315.284420031396,0.23597734432267262,3896.9233401173087,3400.884893831466,3233.16869066062,176.92983408271115,0.5262571019289503,11001
"Bernalillo County, New Mexico, USA",676444.0,662568.0,0.020942756064283214,556154.0,0.21628901347468507,1704.1110757509568,1715.3661717484147,-0.006561337271788385,1561.3426409391898,0.09143952843425066,223.7132271825466,219.1241632831181,183.93097750956773,3023.7103479269554,0.45475554869285134,35001
"Jefferson County, Alabama, USA",674713.0,658733.0,0.024258690546852823,662045.0,0.019134650967834513,797.4024459359572,816.8282814143479,-0.02378203096096848,900.075014332878,-0.11407112380851966,231.73138466247306,226.2430251275207,227.3805374416485,2911.616831629212,0.40558101206025127,01073
